Year,Géographie,GeoCode,Type de famille économique,Value
2015,Ontario,,Couples de personnes âgées,67600.0
2016,Ontario,,Couples de personnes âgées,60500.0
2017,Ontario,,Couples de personnes âgées,66900.0
2018,Ontario,,Couples de personnes âgées,69000.0
2019,Ontario,,Couples de personnes âgées,67000.0
2020,Ontario,,Couples de personnes âgées,69800.0
2015,Ontario,,Autres familles de personnes âgées,76300.0
2016,Ontario,,Autres familles de personnes âgées,78100.0
2017,Ontario,,Autres familles de personnes âgées,75100.0
2018,Ontario,,Autres familles de personnes âgées,78100.0
2019,Ontario,,Autres familles de personnes âgées,71300.0
2020,Ontario,,Autres familles de personnes âgées,80900.0
2015,Ontario,,Familles de personnes non âgées,91900.0
2016,Ontario,,Familles de personnes non âgées,93900.0
2017,Ontario,,Familles de personnes non âgées,93700.0
2018,Ontario,,Familles de personnes non âgées,97300.0
2019,Ontario,,Familles de personnes non âgées,98000.0
2020,Ontario,,Familles de personnes non âgées,103600.0
2015,Ontario,,Couples,81200.0
2016,Ontario,,Couples,87000.0
2017,Ontario,,Couples,88400.0
2018,Ontario,,Couples,88500.0
2019,Ontario,,Couples,83700.0
2020,Ontario,,Couples,90400.0
2015,Ontario,,Couples avec des enfants,103800.0
2016,Ontario,,Couples avec des enfants,102200.0
2017,Ontario,,Couples avec des enfants,102900.0
2018,Ontario,,Couples avec des enfants,106800.0
2019,Ontario,,Couples avec des enfants,109400.0
2020,Ontario,,Couples avec des enfants,113500.0
2015,Ontario,,Couples avec d'autres personnes apparentées,132700.0
2016,Ontario,,Couples avec d'autres personnes apparentées,125100.0
2017,Ontario,,Couples avec d'autres personnes apparentées,127400.0
2018,Ontario,,Couples avec d'autres personnes apparentées,130800.0
2019,Ontario,,Couples avec d'autres personnes apparentées,141200.0
2020,Ontario,,Couples avec d'autres personnes apparentées,140100.0
2015,Ontario,,Familles monoparentales,47100.0
2016,Ontario,,Familles monoparentales,42900.0
2017,Ontario,,Familles monoparentales,51700.0
2018,Ontario,,Familles monoparentales,53100.0
2019,Ontario,,Familles monoparentales,59400.0
2020,Ontario,,Familles monoparentales,59500.0
2015,Ontario,,Familles monoparentales ayant un homme à leur tête,54300.0
2016,Ontario,,Familles monoparentales ayant un homme à leur tête,53800.0
2017,Ontario,,Familles monoparentales ayant un homme à leur tête,68100.0
2018,Ontario,,Familles monoparentales ayant un homme à leur tête,57800.0
2019,Ontario,,Familles monoparentales ayant un homme à leur tête,72700.0
2020,Ontario,,Familles monoparentales ayant un homme à leur tête,65800.0
2015,Ontario,,Familles monoparentales ayant une femme à leur tête,44800.0
2016,Ontario,,Familles monoparentales ayant une femme à leur tête,40900.0
2017,Ontario,,Familles monoparentales ayant une femme à leur tête,49400.0
2018,Ontario,,Familles monoparentales ayant une femme à leur tête,51300.0
2019,Ontario,,Familles monoparentales ayant une femme à leur tête,52800.0
2020,Ontario,,Familles monoparentales ayant une femme à leur tête,58600.0
2015,Ontario,,Autres familles de personnes non âgées,73200.0
2016,Ontario,,Autres familles de personnes non âgées,76200.0
2017,Ontario,,Autres familles de personnes non âgées,76600.0
2018,Ontario,,Autres familles de personnes non âgées,81400.0
2019,Ontario,,Autres familles de personnes non âgées,79700.0
2020,Ontario,,Autres familles de personnes non âgées,92600.0
2015,Ontario,,Personnes hors famille économique,31200.0
2016,Ontario,,Personnes hors famille économique,31500.0
2017,Ontario,,Personnes hors famille économique,32400.0
2018,Ontario,,Personnes hors famille économique,32100.0
2019,Ontario,,Personnes hors famille économique,34200.0
2020,Ontario,,Personnes hors famille économique,35100.0
2015,Ontario,,Personnes âgées hors famille économique,31500.0
2016,Ontario,,Personnes âgées hors famille économique,31800.0
2017,Ontario,,Personnes âgées hors famille économique,31200.0
2018,Ontario,,Personnes âgées hors famille économique,32600.0
2019,Ontario,,Personnes âgées hors famille économique,33100.0
2020,Ontario,,Personnes âgées hors famille économique,33700.0
2015,Ontario,,Hommes âgés hors famille économique,34400.0
2016,Ontario,,Hommes âgés hors famille économique,33300.0
2017,Ontario,,Hommes âgés hors famille économique,32500.0
2018,Ontario,,Hommes âgés hors famille économique,34500.0
2019,Ontario,,Hommes âgés hors famille économique,37300.0
2020,Ontario,,Hommes âgés hors famille économique,36200.0
2015,Ontario,,Femmes âgées hors famille économique,29700.0
2016,Ontario,,Femmes âgées hors famille économique,30700.0
2017,Ontario,,Femmes âgées hors famille économique,30800.0
2018,Ontario,,Femmes âgées hors famille économique,31600.0
2019,Ontario,,Femmes âgées hors famille économique,31700.0
2020,Ontario,,Femmes âgées hors famille économique,32700.0
2015,Ontario,,Personnes non âgées hors famille économique,31100.0
2016,Ontario,,Personnes non âgées hors famille économique,31300.0
2017,Ontario,,Personnes non âgées hors famille économique,33100.0
2018,Ontario,,Personnes non âgées hors famille économique,32000.0
2019,Ontario,,Personnes non âgées hors famille économique,34600.0
2020,Ontario,,Personnes non âgées hors famille économique,35500.0
2015,Ontario,,Hommes non âgés hors famille économique,37200.0
2016,Ontario,,Hommes non âgés hors famille économique,34400.0
2017,Ontario,,Hommes non âgés hors famille économique,34000.0
2018,Ontario,,Hommes non âgés hors famille économique,31800.0
2019,Ontario,,Hommes non âgés hors famille économique,39500.0
2020,Ontario,,Hommes non âgés hors famille économique,37900.0
2015,Ontario,,Femmes non âgées hors famille économique,27200.0
2016,Ontario,,Femmes non âgées hors famille économique,27900.0
2017,Ontario,,Femmes non âgées hors famille économique,32300.0
2018,Ontario,,Femmes non âgées hors famille économique,32000.0
2019,Ontario,,Femmes non âgées hors famille économique,30900.0
2020,Ontario,,Femmes non âgées hors famille économique,32300.0
2015,Provinces des Prairies,,Familles économiques et personnes hors famille économique,72500.0
2016,Provinces des Prairies,,Familles économiques et personnes hors famille économique,70700.0
2017,Provinces des Prairies,,Familles économiques et personnes hors famille économique,70400.0
2018,Provinces des Prairies,,Familles économiques et personnes hors famille économique,71200.0
2019,Provinces des Prairies,,Familles économiques et personnes hors famille économique,69700.0
2020,Provinces des Prairies,,Familles économiques et personnes hors famille économique,72900.0
2015,Provinces des Prairies,,Familles économiques,97000.0
2016,Provinces des Prairies,,Familles économiques,94100.0
2017,Provinces des Prairies,,Familles économiques,96200.0
2018,Provinces des Prairies,,Familles économiques,95000.0
2019,Provinces des Prairies,,Familles économiques,93600.0
2020,Provinces des Prairies,,Familles économiques,97800.0
2015,Provinces des Prairies,,Familles de personnes âgées,68500.0
2016,Provinces des Prairies,,Familles de personnes âgées,69200.0
2017,Provinces des Prairies,,Familles de personnes âgées,70700.0
2018,Provinces des Prairies,,Familles de personnes âgées,68000.0
2019,Provinces des Prairies,,Familles de personnes âgées,69200.0
2020,Provinces des Prairies,,Familles de personnes âgées,74600.0
2015,Provinces des Prairies,,Couples de personnes âgées,67000.0
2016,Provinces des Prairies,,Couples de personnes âgées,67900.0
2017,Provinces des Prairies,,Couples de personnes âgées,67300.0
2018,Provinces des Prairies,,Couples de personnes âgées,67200.0
2019,Provinces des Prairies,,Couples de personnes âgées,68100.0
2020,Provinces des Prairies,,Couples de personnes âgées,71200.0
2015,Provinces des Prairies,,Autres familles de personnes âgées,77700.0
2016,Provinces des Prairies,,Autres familles de personnes âgées,78100.0
2017,Provinces des Prairies,,Autres familles de personnes âgées,89900.0
2018,Provinces des Prairies,,Autres familles de personnes âgées,76400.0
2019,Provinces des Prairies,,Autres familles de personnes âgées,74900.0
2020,Provinces des Prairies,,Autres familles de personnes âgées,91800.0
2015,Provinces des Prairies,,Familles de personnes non âgées,102900.0
2016,Provinces des Prairies,,Familles de personnes non âgées,99300.0
2017,Provinces des Prairies,,Familles de personnes non âgées,102700.0
2018,Provinces des Prairies,,Familles de personnes non âgées,102300.0
2019,Provinces des Prairies,,Familles de personnes non âgées,102200.0
2020,Provinces des Prairies,,Familles de personnes non âgées,104500.0
2015,Provinces des Prairies,,Couples,96800.0
2016,Provinces des Prairies,,Couples,87500.0
2017,Provinces des Prairies,,Couples,93000.0
2018,Provinces des Prairies,,Couples,93800.0
2019,Provinces des Prairies,,Couples,89400.0
2020,Provinces des Prairies,,Couples,93700.0
2015,Provinces des Prairies,,Couples avec des enfants,109200.0
2016,Provinces des Prairies,,Couples avec des enfants,106100.0
2017,Provinces des Prairies,,Couples avec des enfants,107900.0
2018,Provinces des Prairies,,Couples avec des enfants,110300.0
2019,Provinces des Prairies,,Couples avec des enfants,112000.0
2020,Provinces des Prairies,,Couples avec des enfants,114100.0
2015,Provinces des Prairies,,Couples avec d'autres personnes apparentées,143800.0
2016,Provinces des Prairies,,Couples avec d'autres personnes apparentées,141400.0
2017,Provinces des Prairies,,Couples avec d'autres personnes apparentées,140800.0
2018,Provinces des Prairies,,Couples avec d'autres personnes apparentées,133100.0
2019,Provinces des Prairies,,Couples avec d'autres personnes apparentées,151700.0
2020,Provinces des Prairies,,Couples avec d'autres personnes apparentées,144100.0
2015,Provinces des Prairies,,Familles monoparentales,50600.0
2016,Provinces des Prairies,,Familles monoparentales,61900.0
2017,Provinces des Prairies,,Familles monoparentales,56100.0
2018,Provinces des Prairies,,Familles monoparentales,58200.0
2019,Provinces des Prairies,,Familles monoparentales,58300.0
2020,Provinces des Prairies,,Familles monoparentales,63000.0
2015,Provinces des Prairies,,Familles monoparentales ayant un homme à leur tête,77600.0
2016,Provinces des Prairies,,Familles monoparentales ayant un homme à leur tête,80800.0
2017,Provinces des Prairies,,Familles monoparentales ayant un homme à leur tête,77100.0
2018,Provinces des Prairies,,Familles monoparentales ayant un homme à leur tête,71000.0
2019,Provinces des Prairies,,Familles monoparentales ayant un homme à leur tête,78600.0
2020,Provinces des Prairies,,Familles monoparentales ayant un homme à leur tête,82200.0
2015,Provinces des Prairies,,Familles monoparentales ayant une femme à leur tête,45600.0
2016,Provinces des Prairies,,Familles monoparentales ayant une femme à leur tête,55300.0
2017,Provinces des Prairies,,Familles monoparentales ayant une femme à leur tête,51800.0
2018,Provinces des Prairies,,Familles monoparentales ayant une femme à leur tête,56800.0
2019,Provinces des Prairies,,Familles monoparentales ayant une femme à leur tête,54200.0
2020,Provinces des Prairies,,Familles monoparentales ayant une femme à leur tête,59600.0
2015,Provinces des Prairies,,Autres familles de personnes non âgées,88400.0
2016,Provinces des Prairies,,Autres familles de personnes non âgées,90600.0
2017,Provinces des Prairies,,Autres familles de personnes non âgées,91800.0
2018,Provinces des Prairies,,Autres familles de personnes non âgées,87900.0
2019,Provinces des Prairies,,Autres familles de personnes non âgées,81300.0
2020,Provinces des Prairies,,Autres familles de personnes non âgées,82000.0
2015,Provinces des Prairies,,Personnes hors famille économique,38700.0
2016,Provinces des Prairies,,Personnes hors famille économique,35200.0
2017,Provinces des Prairies,,Personnes hors famille économique,36200.0
2018,Provinces des Prairies,,Personnes hors famille économique,36100.0
2019,Provinces des Prairies,,Personnes hors famille économique,36300.0
2020,Provinces des Prairies,,Personnes hors famille économique,36100.0
2015,Provinces des Prairies,,Personnes âgées hors famille économique,32400.0
2016,Provinces des Prairies,,Personnes âgées hors famille économique,28100.0
2017,Provinces des Prairies,,Personnes âgées hors famille économique,31600.0
2018,Provinces des Prairies,,Personnes âgées hors famille économique,31700.0
2019,Provinces des Prairies,,Personnes âgées hors famille économique,30800.0
2020,Provinces des Prairies,,Personnes âgées hors famille économique,32000.0
2015,Provinces des Prairies,,Hommes âgés hors famille économique,36900.0
2016,Provinces des Prairies,,Hommes âgés hors famille économique,27600.0
2017,Provinces des Prairies,,Hommes âgés hors famille économique,32000.0
2018,Provinces des Prairies,,Hommes âgés hors famille économique,34100.0
2019,Provinces des Prairies,,Hommes âgés hors famille économique,30800.0
2020,Provinces des Prairies,,Hommes âgés hors famille économique,32900.0
2015,Provinces des Prairies,,Femmes âgées hors famille économique,31100.0
2016,Provinces des Prairies,,Femmes âgées hors famille économique,28300.0
2017,Provinces des Prairies,,Femmes âgées hors famille économique,31400.0
2018,Provinces des Prairies,,Femmes âgées hors famille économique,30200.0
2019,Provinces des Prairies,,Femmes âgées hors famille économique,30800.0
2020,Provinces des Prairies,,Femmes âgées hors famille économique,30900.0
2015,Provinces des Prairies,,Personnes non âgées hors famille économique,41500.0
2016,Provinces des Prairies,,Personnes non âgées hors famille économique,39100.0
2017,Provinces des Prairies,,Personnes non âgées hors famille économique,38300.0
2018,Provinces des Prairies,,Personnes non âgées hors famille économique,37900.0
2019,Provinces des Prairies,,Personnes non âgées hors famille économique,38100.0
2020,Provinces des Prairies,,Personnes non âgées hors famille économique,37900.0
2015,Provinces des Prairies,,Hommes non âgés hors famille économique,44700.0
2016,Provinces des Prairies,,Hommes non âgés hors famille économique,42200.0
2017,Provinces des Prairies,,Hommes non âgés hors famille économique,41000.0
2018,Provinces des Prairies,,Hommes non âgés hors famille économique,40300.0
2019,Provinces des Prairies,,Hommes non âgés hors famille économique,40100.0
2020,Provinces des Prairies,,Hommes non âgés hors famille économique,40000.0
2015,Provinces des Prairies,,Femmes non âgées hors famille économique,37500.0
2016,Provinces des Prairies,,Femmes non âgées hors famille économique,35800.0
2017,Provinces des Prairies,,Femmes non âgées hors famille économique,35200.0
2018,Provinces des Prairies,,Femmes non âgées hors famille économique,35100.0
2019,Provinces des Prairies,,Femmes non âgées hors famille économique,36100.0
2020,Provinces des Prairies,,Femmes non âgées hors famille économique,36200.0
2015,Manitoba,46,Familles économiques et personnes hors famille économique,60100.0
2016,Manitoba,46,Familles économiques et personnes hors famille économique,60800.0
2017,Manitoba,46,Familles économiques et personnes hors famille économique,61800.0
2018,Manitoba,46,Familles économiques et personnes hors famille économique,61300.0
2019,Manitoba,46,Familles économiques et personnes hors famille économique,60600.0
2020,Manitoba,46,Familles économiques et personnes hors famille économique,63000.0
2015,Manitoba,,Familles économiques,79300.0
2016,Manitoba,,Familles économiques,79800.0
2017,Manitoba,,Familles économiques,83100.0
2018,Manitoba,,Familles économiques,81100.0
2019,Manitoba,,Familles économiques,80200.0
2020,Manitoba,,Familles économiques,84900.0
2015,Manitoba,,Familles de personnes âgées,65300.0
2016,Manitoba,,Familles de personnes âgées,63500.0
2017,Manitoba,,Familles de personnes âgées,62900.0
2018,Manitoba,,Familles de personnes âgées,64900.0
2019,Manitoba,,Familles de personnes âgées,64700.0
2020,Manitoba,,Familles de personnes âgées,68500.0
2015,Manitoba,,Couples de personnes âgées,64000.0
2016,Manitoba,,Couples de personnes âgées,63000.0
2017,Manitoba,,Couples de personnes âgées,60200.0
2018,Manitoba,,Couples de personnes âgées,63900.0
2019,Manitoba,,Couples de personnes âgées,63700.0
2020,Manitoba,,Couples de personnes âgées,66300.0
2015,Manitoba,,Autres familles de personnes âgées,82900.0
2016,Manitoba,,Autres familles de personnes âgées,67100.0
2017,Manitoba,,Autres familles de personnes âgées,74000.0
2018,Manitoba,,Autres familles de personnes âgées,71100.0
2019,Manitoba,,Autres familles de personnes âgées,74900.0
2020,Manitoba,,Autres familles de personnes âgées,84100.0
2015,Manitoba,,Familles de personnes non âgées,83000.0
2016,Manitoba,,Familles de personnes non âgées,84600.0
2017,Manitoba,,Familles de personnes non âgées,88400.0
2018,Manitoba,,Familles de personnes non âgées,86000.0
2019,Manitoba,,Familles de personnes non âgées,84800.0
2020,Manitoba,,Familles de personnes non âgées,90700.0
2015,Manitoba,,Couples,79600.0
2016,Manitoba,,Couples,76700.0
2017,Manitoba,,Couples,82400.0
2018,Manitoba,,Couples,79100.0
2019,Manitoba,,Couples,76800.0
2020,Manitoba,,Couples,80600.0
2015,Manitoba,,Couples avec des enfants,90800.0
2016,Manitoba,,Couples avec des enfants,92500.0
2017,Manitoba,,Couples avec des enfants,92200.0
2018,Manitoba,,Couples avec des enfants,94100.0
2019,Manitoba,,Couples avec des enfants,89400.0
2020,Manitoba,,Couples avec des enfants,100500.0
2015,Manitoba,,Couples avec d'autres personnes apparentées,122000.0
2016,Manitoba,,Couples avec d'autres personnes apparentées,124600.0
2017,Manitoba,,Couples avec d'autres personnes apparentées,132900.0
2018,Manitoba,,Couples avec d'autres personnes apparentées,120600.0
2019,Manitoba,,Couples avec d'autres personnes apparentées,132100.0
2020,Manitoba,,Couples avec d'autres personnes apparentées,131400.0
2015,Manitoba,,Familles monoparentales,41100.0
2016,Manitoba,,Familles monoparentales,46700.0
2017,Manitoba,,Familles monoparentales,51300.0
2018,Manitoba,,Familles monoparentales,45400.0
2019,Manitoba,,Familles monoparentales,41700.0
2020,Manitoba,,Familles monoparentales,53800.0
2015,Manitoba,,Familles monoparentales ayant un homme à leur tête,
2016,Manitoba,,Familles monoparentales ayant un homme à leur tête,
2017,Manitoba,,Familles monoparentales ayant un homme à leur tête,68000.0
2018,Manitoba,,Familles monoparentales ayant un homme à leur tête,45400.0
2019,Manitoba,,Familles monoparentales ayant un homme à leur tête,
2020,Manitoba,,Familles monoparentales ayant un homme à leur tête,53800.0
2015,Manitoba,,Familles monoparentales ayant une femme à leur tête,40200.0
2016,Manitoba,,Familles monoparentales ayant une femme à leur tête,42700.0
2017,Manitoba,,Familles monoparentales ayant une femme à leur tête,46800.0
2018,Manitoba,,Familles monoparentales ayant une femme à leur tête,44900.0
2019,Manitoba,,Familles monoparentales ayant une femme à leur tête,40400.0
2020,Manitoba,,Familles monoparentales ayant une femme à leur tête,52900.0
2015,Manitoba,,Autres familles de personnes non âgées,67700.0
2016,Manitoba,,Autres familles de personnes non âgées,70200.0
2017,Manitoba,,Autres familles de personnes non âgées,75300.0
2018,Manitoba,,Autres familles de personnes non âgées,73200.0
2019,Manitoba,,Autres familles de personnes non âgées,69300.0
2020,Manitoba,,Autres familles de personnes non âgées,71200.0
2015,Manitoba,,Personnes hors famille économique,34200.0
2016,Manitoba,,Personnes hors famille économique,32200.0
2017,Manitoba,,Personnes hors famille économique,31300.0
2018,Manitoba,,Personnes hors famille économique,33100.0
2019,Manitoba,,Personnes hors famille économique,31600.0
2020,Manitoba,,Personnes hors famille économique,33900.0
2015,Manitoba,,Personnes âgées hors famille économique,30400.0
2016,Manitoba,,Personnes âgées hors famille économique,29400.0
2017,Manitoba,,Personnes âgées hors famille économique,29900.0
2018,Manitoba,,Personnes âgées hors famille économique,30700.0
2019,Manitoba,,Personnes âgées hors famille économique,28700.0
2020,Manitoba,,Personnes âgées hors famille économique,33600.0
2015,Manitoba,,Hommes âgés hors famille économique,35400.0
2016,Manitoba,,Hommes âgés hors famille économique,33200.0
2017,Manitoba,,Hommes âgés hors famille économique,30800.0
2018,Manitoba,,Hommes âgés hors famille économique,34900.0
2019,Manitoba,,Hommes âgés hors famille économique,26600.0
2020,Manitoba,,Hommes âgés hors famille économique,36500.0
2015,Manitoba,,Femmes âgées hors famille économique,28300.0
2016,Manitoba,,Femmes âgées hors famille économique,27800.0
2017,Manitoba,,Femmes âgées hors famille économique,29700.0
2018,Manitoba,,Femmes âgées hors famille économique,28700.0
2019,Manitoba,,Femmes âgées hors famille économique,29500.0
2020,Manitoba,,Femmes âgées hors famille économique,32400.0
2015,Manitoba,,Personnes non âgées hors famille économique,35900.0
2016,Manitoba,,Personnes non âgées hors famille économique,34300.0
2017,Manitoba,,Personnes non âgées hors famille économique,32300.0
2018,Manitoba,,Personnes non âgées hors famille économique,33900.0
2019,Manitoba,,Personnes non âgées hors famille économique,32800.0
2020,Manitoba,,Personnes non âgées hors famille économique,34600.0
2015,Manitoba,,Hommes non âgés hors famille économique,37800.0
2016,Manitoba,,Hommes non âgés hors famille économique,33800.0
2017,Manitoba,,Hommes non âgés hors famille économique,32700.0
2018,Manitoba,,Hommes non âgés hors famille économique,34700.0
2019,Manitoba,,Hommes non âgés hors famille économique,34800.0
2020,Manitoba,,Hommes non âgés hors famille économique,35400.0
2015,Manitoba,,Femmes non âgées hors famille économique,33300.0
2016,Manitoba,,Femmes non âgées hors famille économique,34900.0
2017,Manitoba,,Femmes non âgées hors famille économique,31200.0
2018,Manitoba,,Femmes non âgées hors famille économique,33400.0
2019,Manitoba,,Femmes non âgées hors famille économique,31000.0
2020,Manitoba,,Femmes non âgées hors famille économique,33600.0
2015,Saskatchewan,47,Familles économiques et personnes hors famille économique,66000.0
2016,Saskatchewan,47,Familles économiques et personnes hors famille économique,65600.0
2017,Saskatchewan,47,Familles économiques et personnes hors famille économique,65600.0
2018,Saskatchewan,47,Familles économiques et personnes hors famille économique,64500.0
2019,Saskatchewan,47,Familles économiques et personnes hors famille économique,64400.0
2020,Saskatchewan,47,Familles économiques et personnes hors famille économique,67700.0
2015,Saskatchewan,,Familles économiques,90900.0
2016,Saskatchewan,,Familles économiques,88500.0
2017,Saskatchewan,,Familles économiques,91300.0
2018,Saskatchewan,,Familles économiques,88700.0
2019,Saskatchewan,,Familles économiques,87300.0
2020,Saskatchewan,,Familles économiques,90700.0
2015,Saskatchewan,,Familles de personnes âgées,65000.0
2016,Saskatchewan,,Familles de personnes âgées,67900.0
2017,Saskatchewan,,Familles de personnes âgées,64600.0
2018,Saskatchewan,,Familles de personnes âgées,67700.0
2019,Saskatchewan,,Familles de personnes âgées,71400.0
2020,Saskatchewan,,Familles de personnes âgées,70000.0
2015,Saskatchewan,,Couples de personnes âgées,63600.0
2016,Saskatchewan,,Couples de personnes âgées,68100.0
2017,Saskatchewan,,Couples de personnes âgées,64400.0
2018,Saskatchewan,,Couples de personnes âgées,67200.0
2019,Saskatchewan,,Couples de personnes âgées,69800.0
2020,Saskatchewan,,Couples de personnes âgées,70000.0
2015,Saskatchewan,,Autres familles de personnes âgées,81700.0
2016,Saskatchewan,,Autres familles de personnes âgées,63700.0
2017,Saskatchewan,,Autres familles de personnes âgées,71100.0
2018,Saskatchewan,,Autres familles de personnes âgées,68900.0
2019,Saskatchewan,,Autres familles de personnes âgées,99500.0
2020,Saskatchewan,,Autres familles de personnes âgées,69100.0
2015,Saskatchewan,,Familles de personnes non âgées,96500.0
2016,Saskatchewan,,Familles de personnes non âgées,95200.0
2017,Saskatchewan,,Familles de personnes non âgées,98800.0
2018,Saskatchewan,,Familles de personnes non âgées,96100.0
2019,Saskatchewan,,Familles de personnes non âgées,92300.0
2020,Saskatchewan,,Familles de personnes non âgées,97500.0
2015,Saskatchewan,,Couples,85700.0
2016,Saskatchewan,,Couples,86400.0
2017,Saskatchewan,,Couples,93300.0
2018,Saskatchewan,,Couples,89700.0
2019,Saskatchewan,,Couples,78900.0
2020,Saskatchewan,,Couples,89600.0
2015,Saskatchewan,,Couples avec des enfants,104700.0
2016,Saskatchewan,,Couples avec des enfants,104900.0
2017,Saskatchewan,,Couples avec des enfants,107300.0
2018,Saskatchewan,,Couples avec des enfants,104400.0
2019,Saskatchewan,,Couples avec des enfants,101300.0
2020,Saskatchewan,,Couples avec des enfants,108900.0
2015,Saskatchewan,,Couples avec d'autres personnes apparentées,133000.0
2016,Saskatchewan,,Couples avec d'autres personnes apparentées,131700.0
2017,Saskatchewan,,Couples avec d'autres personnes apparentées,123200.0
2018,Saskatchewan,,Couples avec d'autres personnes apparentées,138300.0
2019,Saskatchewan,,Couples avec d'autres personnes apparentées,142800.0
2020,Saskatchewan,,Couples avec d'autres personnes apparentées,126700.0
2015,Saskatchewan,,Familles monoparentales,48700.0
2016,Saskatchewan,,Familles monoparentales,57300.0
2017,Saskatchewan,,Familles monoparentales,46600.0
2018,Saskatchewan,,Familles monoparentales,47100.0
2019,Saskatchewan,,Familles monoparentales,53900.0
2020,Saskatchewan,,Familles monoparentales,55300.0
2015,Saskatchewan,,Familles monoparentales ayant un homme à leur tête,
2016,Saskatchewan,,Familles monoparentales ayant un homme à leur tête,86100.0
2017,Saskatchewan,,Familles monoparentales ayant un homme à leur tête,73500.0
2018,Saskatchewan,,Familles monoparentales ayant un homme à leur tête,60800.0
2019,Saskatchewan,,Familles monoparentales ayant un homme à leur tête,
2020,Saskatchewan,,Familles monoparentales ayant un homme à leur tête,56300.0
2015,Saskatchewan,,Familles monoparentales ayant une femme à leur tête,46500.0
2016,Saskatchewan,,Familles monoparentales ayant une femme à leur tête,50800.0
2017,Saskatchewan,,Familles monoparentales ayant une femme à leur tête,44900.0
2018,Saskatchewan,,Familles monoparentales ayant une femme à leur tête,45600.0
2019,Saskatchewan,,Familles monoparentales ayant une femme à leur tête,53300.0
2020,Saskatchewan,,Familles monoparentales ayant une femme à leur tête,54800.0
2015,Saskatchewan,,Autres familles de personnes non âgées,88300.0
2016,Saskatchewan,,Autres familles de personnes non âgées,81500.0
2017,Saskatchewan,,Autres familles de personnes non âgées,82900.0
2018,Saskatchewan,,Autres familles de personnes non âgées,80600.0
2019,Saskatchewan,,Autres familles de personnes non âgées,74200.0
2020,Saskatchewan,,Autres familles de personnes non âgées,78700.0
2015,Saskatchewan,,Personnes hors famille économique,36700.0
2016,Saskatchewan,,Personnes hors famille économique,33000.0
2017,Saskatchewan,,Personnes hors famille économique,32500.0
2018,Saskatchewan,,Personnes hors famille économique,32700.0
2019,Saskatchewan,,Personnes hors famille économique,32900.0
2020,Saskatchewan,,Personnes hors famille économique,33700.0
2015,Saskatchewan,,Personnes âgées hors famille économique,31900.0
2016,Saskatchewan,,Personnes âgées hors famille économique,27200.0
2017,Saskatchewan,,Personnes âgées hors famille économique,29500.0
2018,Saskatchewan,,Personnes âgées hors famille économique,30800.0
2019,Saskatchewan,,Personnes âgées hors famille économique,31600.0
2020,Saskatchewan,,Personnes âgées hors famille économique,31700.0
2015,Saskatchewan,,Hommes âgés hors famille économique,36000.0
2016,Saskatchewan,,Hommes âgés hors famille économique,25200.0
2017,Saskatchewan,,Hommes âgés hors famille économique,30000.0
2018,Saskatchewan,,Hommes âgés hors famille économique,32400.0
2019,Saskatchewan,,Hommes âgés hors famille économique,34400.0
2020,Saskatchewan,,Hommes âgés hors famille économique,32600.0
2015,Saskatchewan,,Femmes âgées hors famille économique,31100.0
2016,Saskatchewan,,Femmes âgées hors famille économique,28800.0
2017,Saskatchewan,,Femmes âgées hors famille économique,29000.0
2018,Saskatchewan,,Femmes âgées hors famille économique,29300.0
2019,Saskatchewan,,Femmes âgées hors famille économique,31000.0
2020,Saskatchewan,,Femmes âgées hors famille économique,30900.0
2015,Saskatchewan,,Personnes non âgées hors famille économique,39100.0
2016,Saskatchewan,,Personnes non âgées hors famille économique,35700.0
2017,Saskatchewan,,Personnes non âgées hors famille économique,34200.0
2018,Saskatchewan,,Personnes non âgées hors famille économique,34500.0
2019,Saskatchewan,,Personnes non âgées hors famille économique,33900.0
2020,Saskatchewan,,Personnes non âgées hors famille économique,35900.0
2015,Saskatchewan,,Hommes non âgés hors famille économique,41700.0
2016,Saskatchewan,,Hommes non âgés hors famille économique,39300.0
2017,Saskatchewan,,Hommes non âgés hors famille économique,35000.0
2018,Saskatchewan,,Hommes non âgés hors famille économique,39500.0
2019,Saskatchewan,,Hommes non âgés hors famille économique,34500.0
2020,Saskatchewan,,Hommes non âgés hors famille économique,37400.0
2015,Saskatchewan,,Femmes non âgées hors famille économique,34800.0
2016,Saskatchewan,,Femmes non âgées hors famille économique,29900.0
2017,Saskatchewan,,Femmes non âgées hors famille économique,33800.0
2018,Saskatchewan,,Femmes non âgées hors famille économique,29900.0
2019,Saskatchewan,,Femmes non âgées hors famille économique,32500.0
2020,Saskatchewan,,Femmes non âgées hors famille économique,33300.0
2015,Alberta,48,Familles économiques et personnes hors famille économique,79300.0
2016,Alberta,48,Familles économiques et personnes hors famille économique,75800.0
2017,Alberta,48,Familles économiques et personnes hors famille économique,75300.0
2018,Alberta,48,Familles économiques et personnes hors famille économique,76400.0
2019,Alberta,48,Familles économiques et personnes hors famille économique,74400.0
2020,Alberta,48,Familles économiques et personnes hors famille économique,77700.0
2015,Alberta,,Familles économiques,104600.0
2016,Alberta,,Familles économiques,100200.0
2017,Alberta,,Familles économiques,104200.0
2018,Alberta,,Familles économiques,102500.0
2019,Alberta,,Familles économiques,102400.0
2020,Alberta,,Familles économiques,104000.0
