Year,Geography,Violations,GeoCode,Value
2020,Ontario,Total sexual violations against children,,16.77
2020,Ontario,"Assault, level 3, aggravated",,7.07
2020,Ontario,"Assault, level 2, weapon or bodily harm",,117.51
2020,Ontario,"Assault, level 1",,329.35
2020,Ontario,Total robbery,,48.16
2020,Ontario,Uttering threats,,140.07
2020,Ontario,Total other violent violations,,13.72
2020,Manitoba,Total violent Criminal Code violations,,2112.34
2020,Manitoba,Homicide,,4.49
2020,Manitoba,Total other violations causing death,,0.29
2020,Manitoba,Attempted murder,,1.45
2020,Manitoba,"Sexual assault, level 3, aggravated",,0.36
2020,Manitoba,"Sexual assault, level 2, weapon or bodily harm",,3.04
2020,Manitoba,"Sexual assault, level 1",,114.15
2020,Manitoba,Total sexual violations against children,,53.53
2020,Manitoba,"Assault, level 3, aggravated",,35.42
2020,Manitoba,"Assault, level 2, weapon or bodily harm",,419.44
2020,Manitoba,"Assault, level 1",,860.1
2020,Manitoba,Total robbery,,162.68
2020,Manitoba,Uttering threats,,267.77
2020,Manitoba,Total other violent violations,,18.98
2020,Saskatchewan,Total violent Criminal Code violations,,2376.16
2020,Saskatchewan,Homicide,,5.43
2020,Saskatchewan,Total other violations causing death,,0.25
2020,Saskatchewan,Attempted murder,,4.07
2020,Saskatchewan,"Sexual assault, level 3, aggravated",,0.93
2020,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",,1.87
2020,Saskatchewan,"Sexual assault, level 1",,111.68
2020,Saskatchewan,Total sexual violations against children,,50.37
2020,Saskatchewan,"Assault, level 3, aggravated",,41.47
2020,Saskatchewan,"Assault, level 2, weapon or bodily harm",,427.54
2020,Saskatchewan,"Assault, level 1",,946.32
2020,Saskatchewan,Total robbery,,80.39
2020,Saskatchewan,Uttering threats,,347.24
2020,Saskatchewan,Total other violent violations,,27.39
2020,Alberta,Total violent Criminal Code violations,,1451.01
2020,Alberta,Homicide,,3.19
2020,Alberta,Total other violations causing death,,0.25
2020,Alberta,Attempted murder,,1.4
2020,Alberta,"Sexual assault, level 3, aggravated",,0.57
2020,Alberta,"Sexual assault, level 2, weapon or bodily harm",,2.33
2020,Alberta,"Sexual assault, level 1",,79.55
2020,Alberta,Total sexual violations against children,,32.92
2020,Alberta,"Assault, level 3, aggravated",,20.79
2020,Alberta,"Assault, level 2, weapon or bodily harm",,236.79
2020,Alberta,"Assault, level 1",,526.67
2020,Alberta,Total robbery,,66.74
2020,Alberta,Uttering threats,,218.44
2020,Alberta,Total other violent violations,,18.48
2020,British Columbia,Total violent Criminal Code violations,,1556.55
2020,British Columbia,Homicide,,1.94
2020,British Columbia,Total other violations causing death,,0.41
2020,British Columbia,Attempted murder,,1.92
2020,British Columbia,"Sexual assault, level 3, aggravated",,0.35
2020,British Columbia,"Sexual assault, level 2, weapon or bodily harm",,0.97
2020,British Columbia,"Sexual assault, level 1",,74.09
2020,British Columbia,Total sexual violations against children,,27.66
2020,British Columbia,"Assault, level 3, aggravated",,6.63
2020,British Columbia,"Assault, level 2, weapon or bodily harm",,195.28
2020,British Columbia,"Assault, level 1",,543.45
2020,British Columbia,Total robbery,,52.47
2020,British Columbia,Uttering threats,,325.78
2020,British Columbia,Total other violent violations,,15.04
2020,Yukon,Total violent Criminal Code violations,,5109.78
2020,Yukon,Homicide,,0.0
2020,Yukon,Total other violations causing death,,0.0
2020,Yukon,Attempted murder,,7.11
2020,Yukon,"Sexual assault, level 3, aggravated",,7.11
2020,Yukon,"Sexual assault, level 2, weapon or bodily harm",,2.37
2020,Yukon,"Sexual assault, level 1",,277.42
2020,Yukon,Total sexual violations against children,,71.13
2020,Yukon,"Assault, level 3, aggravated",,68.76
2020,Yukon,"Assault, level 2, weapon or bodily harm",,452.89
2020,Yukon,"Assault, level 1",,2449.38
2020,Yukon,Total robbery,,54.54
2020,Yukon,Uttering threats,,898.66
2020,Yukon,Total other violent violations,,68.76
2020,Northwest Territories,Total violent Criminal Code violations,,11566.6
2020,Northwest Territories,Homicide,,13.22
2020,Northwest Territories,Total other violations causing death,,0.0
2020,Northwest Territories,Attempted murder,,2.2
2020,Northwest Territories,"Sexual assault, level 3, aggravated",,0.0
2020,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",,6.61
2020,Northwest Territories,"Sexual assault, level 1",,539.98
2020,Northwest Territories,Total sexual violations against children,,121.22
2020,Northwest Territories,"Assault, level 3, aggravated",,88.16
2020,Northwest Territories,"Assault, level 2, weapon or bodily harm",,1267.3
2020,Northwest Territories,"Assault, level 1",,6186.63
2020,Northwest Territories,Total robbery,,74.94
2020,Northwest Territories,Uttering threats,,1961.56
2020,Northwest Territories,Total other violent violations,,81.55
2020,Nunavut,Total violent Criminal Code violations,,12292.17
2020,Nunavut,Homicide,,7.66
2020,Nunavut,Total other violations causing death,,0.0
2020,Nunavut,Attempted murder,,15.32
2020,Nunavut,"Sexual assault, level 3, aggravated",,2.55
2020,Nunavut,"Sexual assault, level 2, weapon or bodily harm",,15.32
2020,Nunavut,"Sexual assault, level 1",,638.49
2020,Nunavut,Total sexual violations against children,,403.52
2020,Nunavut,"Assault, level 3, aggravated",,194.1
2020,Nunavut,"Assault, level 2, weapon or bodily harm",,1649.85
2020,Nunavut,"Assault, level 1",,6034.99
2020,Nunavut,Total robbery,,30.65
2020,Nunavut,Uttering threats,,2053.38
2020,Nunavut,Total other violent violations,,84.28
2021,,,,1323.27
2021,Canada,Homicide,,2.06
2021,Canada,Total other violations causing death,,0.26
2021,Canada,Attempted murder,,1.95
2021,Canada,"Sexual assault, level 3, aggravated",,0.32
2021,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.56
2021,Canada,"Sexual assault, level 1",,87.65
2021,Canada,Total sexual violations against children,,32.15
2021,Canada,"Assault, level 3, aggravated",,10.24
2021,Canada,"Assault, level 2, weapon or bodily harm",,184.84
2021,Canada,"Assault, level 1",,482.49
2021,Canada,Total robbery,,48.45
2021,Canada,Uttering threats,,229.31
2021,Canada,Total other violent violations,,19.95
2021,Newfoundland and Labrador,Total violent Criminal Code violations,,1820.76
2021,Newfoundland and Labrador,Homicide,,1.54
2021,Newfoundland and Labrador,Total other violations causing death,,0.58
2021,Newfoundland and Labrador,Attempted murder,,0.19
2021,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",,0.19
2021,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",,0.96
2021,Newfoundland and Labrador,"Sexual assault, level 1",,100.85
2021,Newfoundland and Labrador,Total sexual violations against children,,44.18
2021,Newfoundland and Labrador,"Assault, level 3, aggravated",,9.03
2021,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",,162.33
2021,Newfoundland and Labrador,"Assault, level 1",,730.57
2021,Newfoundland and Labrador,Total robbery,,32.66
2021,Newfoundland and Labrador,Uttering threats,,433.19
2021,Newfoundland and Labrador,Total other violent violations,,20.75
2021,Prince Edward Island,Total violent Criminal Code violations,,1237.84
2021,Prince Edward Island,Homicide,,0.0
2021,Prince Edward Island,Total other violations causing death,,0.61
2021,Prince Edward Island,Attempted murder,,0.61
2021,Prince Edward Island,"Sexual assault, level 3, aggravated",,0.0
2021,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",,0.61
2021,Prince Edward Island,"Sexual assault, level 1",,88.85
2021,Prince Edward Island,Total sexual violations against children,,32.86
2021,Prince Edward Island,"Assault, level 3, aggravated",,3.65
2021,Prince Edward Island,"Assault, level 2, weapon or bodily harm",,77.29
2021,Prince Edward Island,"Assault, level 1",,401.66
2021,Prince Edward Island,Total robbery,,10.35
2021,Prince Edward Island,Uttering threats,,237.34
2021,Prince Edward Island,Total other violent violations,,21.91
2021,Nova Scotia,Total violent Criminal Code violations,,1498.4
2021,Nova Scotia,Homicide,,2.32
2021,Nova Scotia,Total other violations causing death,,0.0
2021,Nova Scotia,Attempted murder,,4.33
2021,Nova Scotia,"Sexual assault, level 3, aggravated",,0.4
2021,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",,1.51
2021,Nova Scotia,"Sexual assault, level 1",,91.83
2021,Nova Scotia,Total sexual violations against children,,35.48
2021,Nova Scotia,"Assault, level 3, aggravated",,7.66
2021,Nova Scotia,"Assault, level 2, weapon or bodily harm",,154.23
2021,Nova Scotia,"Assault, level 1",,503.1
2021,Nova Scotia,Total robbery,,29.03
2021,Nova Scotia,Uttering threats,,333.95
2021,Nova Scotia,Total other violent violations,,25.91
2021,New Brunswick,Total violent Criminal Code violations,,1739.55
2021,New Brunswick,Homicide,,1.39
2021,New Brunswick,Total other violations causing death,,0.38
2021,New Brunswick,Attempted murder,,1.9
2021,New Brunswick,"Sexual assault, level 3, aggravated",,0.13
2021,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",,1.39
2021,New Brunswick,"Sexual assault, level 1",,93.13
2021,New Brunswick,Total sexual violations against children,,34.46
2021,New Brunswick,"Assault, level 3, aggravated",,8.49
2021,New Brunswick,"Assault, level 2, weapon or bodily harm",,165.1
2021,New Brunswick,"Assault, level 1",,638.35
2021,New Brunswick,Total robbery,,14.82
2021,New Brunswick,Uttering threats,,394.69
2021,New Brunswick,Total other violent violations,,22.68
2021,Quebec,Total violent Criminal Code violations,,1226.1
2021,Quebec,Homicide,,1.02
2021,Quebec,Total other violations causing death,,0.43
2021,Quebec,Attempted murder,,2.48
2021,Quebec,"Sexual assault, level 3, aggravated",,0.38
2021,Quebec,"Sexual assault, level 2, weapon or bodily harm",,1.22
2021,Quebec,"Sexual assault, level 1",,89.34
2021,Quebec,Total sexual violations against children,,43.64
2021,Quebec,"Assault, level 3, aggravated",,3.93
2021,Quebec,"Assault, level 2, weapon or bodily harm",,151.94
2021,Quebec,"Assault, level 1",,447.38
2021,Quebec,Total robbery,,31.43
2021,Quebec,Uttering threats,,228.51
2021,Quebec,Total other violent violations,,32.15
2021,Ontario,Total violent Criminal Code violations,,948.28
2021,Ontario,Homicide,,1.87
2021,Ontario,Total other violations causing death,,0.16
2021,Ontario,Attempted murder,,1.96
2021,Ontario,"Sexual assault, level 3, aggravated",,0.23
2021,Ontario,"Sexual assault, level 2, weapon or bodily harm",,1.6
2021,Ontario,"Sexual assault, level 1",,73.94
2021,Ontario,Total sexual violations against children,,18.42
2021,Ontario,"Assault, level 3, aggravated",,7.06
2021,Ontario,"Assault, level 2, weapon or bodily harm",,127.73
2021,Ontario,"Assault, level 1",,340.81
2021,Ontario,Total robbery,,43.36
2021,Ontario,Uttering threats,,150.11
2021,Ontario,Total other violent violations,,12.77
2021,Manitoba,Total violent Criminal Code violations,,2266.21
2021,Manitoba,Homicide,,4.41
2021,Manitoba,Total other violations causing death,,0.36
2021,Manitoba,Attempted murder,,0.79
2021,Manitoba,"Sexual assault, level 3, aggravated",,0.65
2021,Manitoba,"Sexual assault, level 2, weapon or bodily harm",,2.96
2021,Manitoba,"Sexual assault, level 1",,121.34
2021,Manitoba,Total sexual violations against children,,52.75
2021,Manitoba,"Assault, level 3, aggravated",,36.49
2021,Manitoba,"Assault, level 2, weapon or bodily harm",,485.85
2021,Manitoba,"Assault, level 1",,889.75
2021,Manitoba,Total robbery,,162.24
2021,Manitoba,Uttering threats,,307.86
2021,Manitoba,Total other violent violations,,20.09
2021,Saskatchewan,Total violent Criminal Code violations,,2390.66
2021,Saskatchewan,Homicide,,5.93
2021,Saskatchewan,Total other violations causing death,,0.17
2021,Saskatchewan,Attempted murder,,3.81
2021,Saskatchewan,"Sexual assault, level 3, aggravated",,0.85
2021,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",,1.7
2021,Saskatchewan,"Sexual assault, level 1",,118.15
2021,Saskatchewan,Total sexual violations against children,,55.52
2021,Saskatchewan,"Assault, level 3, aggravated",,42.63
2021,Saskatchewan,"Assault, level 2, weapon or bodily harm",,438.28
2021,Saskatchewan,"Assault, level 1",,923.43
2021,Saskatchewan,Total robbery,,77.72
2021,Saskatchewan,Uttering threats,,337.76
2021,Saskatchewan,Total other violent violations,,28.82
2021,Alberta,Total violent Criminal Code violations,,1498.67
2021,Alberta,Homicide,,2.66
2021,Alberta,Total other violations causing death,,0.14
2021,Alberta,Attempted murder,,1.04
2021,Alberta,"Sexual assault, level 3, aggravated",,0.45
2021,Alberta,"Sexual assault, level 2, weapon or bodily harm",,2.21
2021,Alberta,"Sexual assault, level 1",,96.76
2021,Alberta,Total sexual violations against children,,38.67
2021,Alberta,"Assault, level 3, aggravated",,19.38
2021,Alberta,"Assault, level 2, weapon or bodily harm",,248.37
2021,Alberta,"Assault, level 1",,533.33
2021,Alberta,Total robbery,,63.9
2021,Alberta,Uttering threats,,216.48
2021,Alberta,Total other violent violations,,20.32
2021,British Columbia,Total violent Criminal Code violations,,1552.16
2021,British Columbia,Homicide,,2.4
2021,British Columbia,Total other violations causing death,,0.35
2021,British Columbia,Attempted murder,,1.34
2021,British Columbia,"Sexual assault, level 3, aggravated",,0.17
2021,British Columbia,"Sexual assault, level 2, weapon or bodily harm",,1.07
2021,British Columbia,"Sexual assault, level 1",,85.51
2021,British Columbia,Total sexual violations against children,,29.55
2021,British Columbia,"Assault, level 3, aggravated",,6.88
2021,British Columbia,"Assault, level 2, weapon or bodily harm",,201.37
2021,British Columbia,"Assault, level 1",,530.8
2021,British Columbia,Total robbery,,52.54
2021,British Columbia,Uttering threats,,319.97
2021,British Columbia,Total other violent violations,,14.57
2021,Yukon,Total violent Criminal Code violations,,5059.79
2021,Yukon,Homicide,,9.31
2021,Yukon,Total other violations causing death,,0.0
2021,Yukon,Attempted murder,,2.33
2021,Yukon,"Sexual assault, level 3, aggravated",,0.0
2021,Yukon,"Sexual assault, level 2, weapon or bodily harm",,4.65
2021,Yukon,"Sexual assault, level 1",,269.86
2021,Yukon,Total sexual violations against children,,81.42
2021,Yukon,"Assault, level 3, aggravated",,60.48
2021,Yukon,"Assault, level 2, weapon or bodily harm",,523.43
2021,Yukon,"Assault, level 1",,2265.85
2021,Yukon,Total robbery,,41.87
2021,Yukon,Uttering threats,,967.76
2021,Yukon,Total other violent violations,,41.87
2021,Northwest Territories,Total violent Criminal Code violations,,12060.48
2021,Northwest Territories,Homicide,,2.2
2021,Northwest Territories,Total other violations causing death,,0.0
2021,Northwest Territories,Attempted murder,,6.59
2021,Northwest Territories,"Sexual assault, level 3, aggravated",,0.0
2021,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",,8.79
2021,Northwest Territories,"Sexual assault, level 1",,498.86
2021,Northwest Territories,Total sexual violations against children,,131.86
2021,Northwest Territories,"Assault, level 3, aggravated",,79.11
2021,Northwest Territories,"Assault, level 2, weapon or bodily harm",,1320.76
2021,Northwest Territories,"Assault, level 1",,6665.35
2021,Northwest Territories,Total robbery,,65.93
2021,Northwest Territories,Uttering threats,,2015.21
2021,Northwest Territories,Total other violent violations,,85.71
2021,Nunavut,Total violent Criminal Code violations,,11958.48
2021,Nunavut,Homicide,,5.08
2021,Nunavut,Total other violations causing death,,0.0
2021,Nunavut,Attempted murder,,15.23
2021,Nunavut,"Sexual assault, level 3, aggravated",,2.54
2021,Nunavut,"Sexual assault, level 2, weapon or bodily harm",,7.61
2021,Nunavut,"Sexual assault, level 1",,548.18
2021,Nunavut,Total sexual violations against children,,375.61
2021,Nunavut,"Assault, level 3, aggravated",,106.59
2021,Nunavut,"Assault, level 2, weapon or bodily harm",,1553.18
2021,Nunavut,"Assault, level 1",,5913.26
2021,Nunavut,Total robbery,,40.61
2021,Nunavut,Uttering threats,,1949.09
2021,Nunavut,Total other violent violations,,106.59
