Year,Géographie,Type de famille économique,data.Demographic characteristics,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2018,Provinces de l'Atlantique,,"Hommes, moins de 18 ans",Insécurité alimentaire modérée,,13.1
2018,Provinces de l'Atlantique,,"Hommes, moins de 18 ans",Insécurité alimentaire grave,,6.5
2018,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Sécurité alimentaire,,80.6
2018,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Insécurité alimentaire,,19.4
2018,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Insécurité alimentaire marginale,,5.4
2018,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Insécurité alimentaire modérée ou grave,,14.1
2018,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Insécurité alimentaire modérée,,8.7
2018,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Insécurité alimentaire grave,,5.3
2018,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Sécurité alimentaire,,88.9
2018,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Insécurité alimentaire,,11.1
2018,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Insécurité alimentaire marginale,,4.2
2018,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Insécurité alimentaire modérée ou grave,,6.9
2018,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Insécurité alimentaire modérée,,4.4
2018,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Insécurité alimentaire grave,,2.5
2018,Provinces de l'Atlantique,,Femmes,Sécurité alimentaire,,80.7
2018,Provinces de l'Atlantique,,Femmes,Insécurité alimentaire,,19.3
2018,Provinces de l'Atlantique,,Femmes,Insécurité alimentaire marginale,,5.7
2018,Provinces de l'Atlantique,,Femmes,Insécurité alimentaire modérée ou grave,,13.6
2018,Provinces de l'Atlantique,,Femmes,Insécurité alimentaire modérée,,8.5
2018,Provinces de l'Atlantique,,Femmes,Insécurité alimentaire grave,,5.1
2018,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Sécurité alimentaire,,73.7
2018,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Insécurité alimentaire,,26.3
2018,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Insécurité alimentaire marginale,,8.7
2018,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Insécurité alimentaire modérée ou grave,,17.6
2018,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Insécurité alimentaire modérée,,11.6
2018,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Insécurité alimentaire grave,,6.0
2018,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Sécurité alimentaire,,79.5
2018,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Insécurité alimentaire,,20.5
2018,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Insécurité alimentaire marginale,,5.6
2018,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Insécurité alimentaire modérée ou grave,,14.8
2018,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Insécurité alimentaire modérée,,9.0
2018,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Insécurité alimentaire grave,,5.8
2018,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Sécurité alimentaire,,89.6
2018,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Insécurité alimentaire,,10.4
2018,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Insécurité alimentaire marginale,,3.7
2018,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Insécurité alimentaire modérée ou grave,,6.7
2018,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Insécurité alimentaire modérée,,4.6
2018,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Insécurité alimentaire grave,,2.1
2018,Provinces de l'Atlantique,,Visible minority population,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Visible minority population,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Visible minority population,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Visible minority population,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Visible minority population,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Visible minority population,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,South Asian,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,South Asian,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,South Asian,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,South Asian,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,South Asian,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,South Asian,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Chinese,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Chinese,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Chinese,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Chinese,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Chinese,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Chinese,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Noirs,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Noirs,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Noirs,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Noirs,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Noirs,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Noirs,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Filipino,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Filipino,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Filipino,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Filipino,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Filipino,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Filipino,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Arab,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Arab,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Arab,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Arab,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Arab,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Arab,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Latin American,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Latin American,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Latin American,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Latin American,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Latin American,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Latin American,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Southeast Asian,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Southeast Asian,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Southeast Asian,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Southeast Asian,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Southeast Asian,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Southeast Asian,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Other visible minority,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Other visible minority,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Other visible minority,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Other visible minority,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Other visible minority,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Other visible minority,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Pas une minorité visible,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Pas une minorité visible,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Pas une minorité visible,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Pas une minorité visible,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Pas une minorité visible,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Pas une minorité visible,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Population autochtone,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Population autochtone,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Population autochtone,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Population autochtone,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Population autochtone,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Population autochtone,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Non-Indigenous population,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Non-Indigenous population,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Non-Indigenous population,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Non-Indigenous population,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Non-Indigenous population,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Non-Indigenous population,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Sécurité alimentaire,,
2018,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Insécurité alimentaire,,
2018,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,All persons aged 15 years and over,Sécurité alimentaire,,82.2
2018,Provinces de l'Atlantique,,All persons aged 15 years and over,Insécurité alimentaire,,17.8
2018,Provinces de l'Atlantique,,All persons aged 15 years and over,Insécurité alimentaire marginale,,5.1
2018,Provinces de l'Atlantique,,All persons aged 15 years and over,Insécurité alimentaire modérée ou grave,,12.7
2018,Provinces de l'Atlantique,,All persons aged 15 years and over,Insécurité alimentaire modérée,,7.9
2018,Provinces de l'Atlantique,,All persons aged 15 years and over,Insécurité alimentaire grave,,4.8
2018,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Sécurité alimentaire,,75.3
2018,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Insécurité alimentaire,,24.7
2018,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Insécurité alimentaire marginale,,8.3
2018,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Insécurité alimentaire modérée ou grave,,16.4
2018,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Insécurité alimentaire modérée,,6.2
2018,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Insécurité alimentaire grave,,10.2
2018,Provinces de l'Atlantique,,First Nations aged 15 years and over,Sécurité alimentaire,,75.3
2018,Provinces de l'Atlantique,,First Nations aged 15 years and over,Insécurité alimentaire,,24.7
2018,Provinces de l'Atlantique,,First Nations aged 15 years and over,Insécurité alimentaire marginale,,8.7
2018,Provinces de l'Atlantique,,First Nations aged 15 years and over,Insécurité alimentaire modérée ou grave,,16.0
2018,Provinces de l'Atlantique,,First Nations aged 15 years and over,Insécurité alimentaire modérée,,5.9
2018,Provinces de l'Atlantique,,First Nations aged 15 years and over,Insécurité alimentaire grave,,10.1
2018,Provinces de l'Atlantique,,Métis aged 15 years and over,Sécurité alimentaire,,74.5
2018,Provinces de l'Atlantique,,Métis aged 15 years and over,Insécurité alimentaire,,25.5
2018,Provinces de l'Atlantique,,Métis aged 15 years and over,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Métis aged 15 years and over,Insécurité alimentaire modérée ou grave,,17.6
2018,Provinces de l'Atlantique,,Métis aged 15 years and over,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Métis aged 15 years and over,Insécurité alimentaire grave,,11.1
2018,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Sécurité alimentaire,,82.4
2018,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire,,17.6
2018,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire marginale,,5.0
2018,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire modérée ou grave,,12.6
2018,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire modérée,,8.0
2018,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire grave,,4.6
2018,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Sécurité alimentaire,,85.2
2018,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Insécurité alimentaire,,14.8
2018,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Insécurité alimentaire marginale,,4.7
2018,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Insécurité alimentaire modérée ou grave,,10.1
2018,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Insécurité alimentaire modérée,,8.2
2018,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Sécurité alimentaire,,81.9
2018,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire,,18.1
2018,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire modérée ou grave,,14.0
2018,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Sécurité alimentaire,,80.5
2018,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire,,19.5
2018,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire marginale,,
2018,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire modérée ou grave,,
2018,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire modérée,,
2018,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire grave,,
2018,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Sécurité alimentaire,,81.9
2018,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Insécurité alimentaire,,18.1
2018,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Insécurité alimentaire marginale,,5.2
2018,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Insécurité alimentaire modérée ou grave,,12.9
2018,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Insécurité alimentaire modérée,,7.9
2018,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Insécurité alimentaire grave,,5.0
2018,Terre-Neuve-et-Labrador,,Toutes les personnes,Sécurité alimentaire,10,81.1
2018,Terre-Neuve-et-Labrador,,Toutes les personnes,Insécurité alimentaire,10,18.9
2018,Terre-Neuve-et-Labrador,,Toutes les personnes,Insécurité alimentaire marginale,10,6.9
2018,Terre-Neuve-et-Labrador,,Toutes les personnes,Insécurité alimentaire modérée ou grave,10,12.0
2018,Terre-Neuve-et-Labrador,,Toutes les personnes,Insécurité alimentaire modérée,10,8.0
2018,Terre-Neuve-et-Labrador,,Toutes les personnes,Insécurité alimentaire grave,10,4.0
2018,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Sécurité alimentaire,10,73.4
2018,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Insécurité alimentaire,10,26.6
2018,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Insécurité alimentaire marginale,10,10.3
2018,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Insécurité alimentaire modérée ou grave,10,16.3
2018,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Insécurité alimentaire modérée,10,11.1
2018,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Sécurité alimentaire,10,80.7
2018,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Insécurité alimentaire,10,19.3
2018,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Insécurité alimentaire marginale,10,6.9
2018,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Insécurité alimentaire modérée ou grave,10,12.4
2018,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Insécurité alimentaire modérée,10,7.9
2018,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Insécurité alimentaire grave,10,4.5
2018,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Sécurité alimentaire,10,79.1
2018,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Insécurité alimentaire,10,20.9
2018,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Insécurité alimentaire marginale,10,7.4
2018,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Insécurité alimentaire modérée ou grave,10,13.5
2018,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Insécurité alimentaire modérée,10,8.1
2018,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Insécurité alimentaire grave,10,5.3
2018,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Sécurité alimentaire,10,80.2
2018,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Insécurité alimentaire,10,19.8
2018,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Insécurité alimentaire marginale,10,9.3
2018,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Insécurité alimentaire modérée ou grave,10,10.5
2018,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Insécurité alimentaire modérée,10,8.8
2018,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Sécurité alimentaire,10,80.9
2018,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Insécurité alimentaire,10,19.1
2018,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Insécurité alimentaire marginale,10,7.6
2018,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Insécurité alimentaire modérée ou grave,10,11.5
2018,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Insécurité alimentaire modérée,10,6.9
2018,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Insécurité alimentaire grave,10,4.6
2018,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Sécurité alimentaire,10,78.7
2018,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Insécurité alimentaire,10,21.3
2018,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Insécurité alimentaire marginale,10,7.2
2018,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Insécurité alimentaire modérée ou grave,10,14.1
2018,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Insécurité alimentaire modérée,10,9.0
2018,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Insécurité alimentaire grave,10,5.1
2018,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Sécurité alimentaire,10,83.5
2018,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Insécurité alimentaire,10,16.5
2018,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Insécurité alimentaire marginale,10,4.4
2018,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Insécurité alimentaire modérée ou grave,10,12.1
2018,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Insécurité alimentaire modérée,10,6.8
2018,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Insécurité alimentaire grave,10,5.3
2018,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Sécurité alimentaire,10,88.4
2018,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Insécurité alimentaire,10,11.6
2018,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Insécurité alimentaire marginale,10,4.1
2018,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Insécurité alimentaire modérée ou grave,10,7.5
2018,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Insécurité alimentaire modérée,10,5.7
2018,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Insécurité alimentaire grave,10,1.8
2018,Terre-Neuve-et-Labrador,,Hommes,Sécurité alimentaire,10,80.9
2018,Terre-Neuve-et-Labrador,,Hommes,Insécurité alimentaire,10,19.1
2018,Terre-Neuve-et-Labrador,,Hommes,Insécurité alimentaire marginale,10,6.6
2018,Terre-Neuve-et-Labrador,,Hommes,Insécurité alimentaire modérée ou grave,10,12.4
2018,Terre-Neuve-et-Labrador,,Hommes,Insécurité alimentaire modérée,10,8.5
2018,Terre-Neuve-et-Labrador,,Hommes,Insécurité alimentaire grave,10,3.9
2018,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Sécurité alimentaire,10,70.0
2018,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Insécurité alimentaire,10,30.0
2018,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Insécurité alimentaire marginale,10,10.5
2018,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Insécurité alimentaire modérée ou grave,10,19.5
2018,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Insécurité alimentaire modérée,10,13.2
2018,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,"Hommes, 18 à 64 ans",Sécurité alimentaire,10,81.3
2018,Terre-Neuve-et-Labrador,,"Hommes, 18 à 64 ans",Insécurité alimentaire,10,18.7
2018,Terre-Neuve-et-Labrador,,"Hommes, 18 à 64 ans",Insécurité alimentaire marginale,10,6.4
2018,Terre-Neuve-et-Labrador,,"Hommes, 18 à 64 ans",Insécurité alimentaire modérée ou grave,10,12.3
2018,Terre-Neuve-et-Labrador,,"Hommes, 18 à 64 ans",Insécurité alimentaire modérée,10,8.3
2018,Terre-Neuve-et-Labrador,,"Hommes, 18 à 64 ans",Insécurité alimentaire grave,10,4.0
2018,Terre-Neuve-et-Labrador,,"Hommes, 65 ans et plus",Sécurité alimentaire,10,89.1
2018,Terre-Neuve-et-Labrador,,"Hommes, 65 ans et plus",Insécurité alimentaire,10,10.9
2018,Terre-Neuve-et-Labrador,,"Hommes, 65 ans et plus",Insécurité alimentaire marginale,10,4.1
2018,Terre-Neuve-et-Labrador,,"Hommes, 65 ans et plus",Insécurité alimentaire modérée ou grave,10,6.8
2018,Terre-Neuve-et-Labrador,,"Hommes, 65 ans et plus",Insécurité alimentaire modérée,10,5.3
2018,Terre-Neuve-et-Labrador,,"Hommes, 65 ans et plus",Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Femmes,Sécurité alimentaire,10,81.2
2018,Terre-Neuve-et-Labrador,,Femmes,Insécurité alimentaire,10,18.8
2018,Terre-Neuve-et-Labrador,,Femmes,Insécurité alimentaire marginale,10,7.1
2018,Terre-Neuve-et-Labrador,,Femmes,Insécurité alimentaire modérée ou grave,10,11.7
2018,Terre-Neuve-et-Labrador,,Femmes,Insécurité alimentaire modérée,10,7.4
2018,Terre-Neuve-et-Labrador,,Femmes,Insécurité alimentaire grave,10,4.2
2018,Terre-Neuve-et-Labrador,,"Femmes, moins de 18 ans",Sécurité alimentaire,10,76.8
2018,Terre-Neuve-et-Labrador,,"Femmes, moins de 18 ans",Insécurité alimentaire,10,23.2
2018,Terre-Neuve-et-Labrador,,"Femmes, moins de 18 ans",Insécurité alimentaire marginale,10,10.1
2018,Terre-Neuve-et-Labrador,,"Femmes, moins de 18 ans",Insécurité alimentaire modérée ou grave,10,13.1
2018,Terre-Neuve-et-Labrador,,"Femmes, moins de 18 ans",Insécurité alimentaire modérée,10,9.0
2018,Terre-Neuve-et-Labrador,,"Femmes, moins de 18 ans",Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,"Femmes, 18 à 64 ans",Sécurité alimentaire,10,80.1
2018,Terre-Neuve-et-Labrador,,"Femmes, 18 à 64 ans",Insécurité alimentaire,10,19.9
2018,Terre-Neuve-et-Labrador,,"Femmes, 18 à 64 ans",Insécurité alimentaire marginale,10,7.4
2018,Terre-Neuve-et-Labrador,,"Femmes, 18 à 64 ans",Insécurité alimentaire modérée ou grave,10,12.5
2018,Terre-Neuve-et-Labrador,,"Femmes, 18 à 64 ans",Insécurité alimentaire modérée,10,7.5
2018,Terre-Neuve-et-Labrador,,"Femmes, 18 à 64 ans",Insécurité alimentaire grave,10,5.0
2018,Terre-Neuve-et-Labrador,,"Femmes, 65 ans et plus",Sécurité alimentaire,10,87.8
2018,Terre-Neuve-et-Labrador,,"Femmes, 65 ans et plus",Insécurité alimentaire,10,12.2
2018,Terre-Neuve-et-Labrador,,"Femmes, 65 ans et plus",Insécurité alimentaire marginale,10,4.1
2018,Terre-Neuve-et-Labrador,,"Femmes, 65 ans et plus",Insécurité alimentaire modérée ou grave,10,8.1
2018,Terre-Neuve-et-Labrador,,"Femmes, 65 ans et plus",Insécurité alimentaire modérée,10,6.1
2018,Terre-Neuve-et-Labrador,,"Femmes, 65 ans et plus",Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Visible minority population,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Visible minority population,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Visible minority population,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Visible minority population,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Visible minority population,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Visible minority population,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,South Asian,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,South Asian,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,South Asian,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,South Asian,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,South Asian,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,South Asian,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Chinese,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Chinese,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Chinese,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,,Chinese,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,,Chinese,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,,Chinese,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,,Noirs,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Noirs,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,,Noirs,Insécurité alimentaire marginale,10,
