Year,Géographie,Groupe d'âge,Sexe,Value
2017,Colombie-Britannique,Total 15 à 29 ans,Les deux sexes,11.0
2018,Colombie-Britannique,Total 15 à 29 ans,Les deux sexes,11.0
2019,Colombie-Britannique,Total 15 à 29 ans,Les deux sexes,10.0
2020,Colombie-Britannique,Total 15 à 29 ans,Les deux sexes,14.0
2016,Colombie-Britannique,Total 15 à 29 ans,Hommes,12.0
2017,Colombie-Britannique,Total 15 à 29 ans,Hommes,11.0
2018,Colombie-Britannique,Total 15 à 29 ans,Hommes,12.0
2019,Colombie-Britannique,Total 15 à 29 ans,Hommes,11.0
2020,Colombie-Britannique,Total 15 à 29 ans,Hommes,14.0
2016,Colombie-Britannique,Total 15 à 29 ans,Femmes,12.0
2017,Colombie-Britannique,Total 15 à 29 ans,Femmes,11.0
2018,Colombie-Britannique,Total 15 à 29 ans,Femmes,10.0
2019,Colombie-Britannique,Total 15 à 29 ans,Femmes,10.0
2020,Colombie-Britannique,Total 15 à 29 ans,Femmes,13.0
2016,Colombie-Britannique,15 à 19 ans,Les deux sexes,7.0
2017,Colombie-Britannique,15 à 19 ans,Les deux sexes,6.0
2018,Colombie-Britannique,15 à 19 ans,Les deux sexes,6.0
2019,Colombie-Britannique,15 à 19 ans,Les deux sexes,5.0
2020,Colombie-Britannique,15 à 19 ans,Les deux sexes,11.0
2016,Colombie-Britannique,15 à 19 ans,Hommes,8.0
2017,Colombie-Britannique,15 à 19 ans,Hommes,8.0
2018,Colombie-Britannique,15 à 19 ans,Hommes,7.0
2019,Colombie-Britannique,15 à 19 ans,Hommes,6.0
2020,Colombie-Britannique,15 à 19 ans,Hommes,11.0
2016,Colombie-Britannique,15 à 19 ans,Femmes,6.0
2017,Colombie-Britannique,15 à 19 ans,Femmes,4.0
2018,Colombie-Britannique,15 à 19 ans,Femmes,6.0
2019,Colombie-Britannique,15 à 19 ans,Femmes,5.0
2020,Colombie-Britannique,15 à 19 ans,Femmes,10.0
2016,Colombie-Britannique,15 à 24 ans,Les deux sexes,10.0
2017,Colombie-Britannique,15 à 24 ans,Les deux sexes,9.0
2018,Colombie-Britannique,15 à 24 ans,Les deux sexes,9.0
2019,Colombie-Britannique,15 à 24 ans,Les deux sexes,9.0
2020,Colombie-Britannique,15 à 24 ans,Les deux sexes,12.0
2016,Colombie-Britannique,15 à 24 ans,Hommes,11.0
2017,Colombie-Britannique,15 à 24 ans,Hommes,11.0
2018,Colombie-Britannique,15 à 24 ans,Hommes,10.0
2019,Colombie-Britannique,15 à 24 ans,Hommes,10.0
2020,Colombie-Britannique,15 à 24 ans,Hommes,14.0
2016,Colombie-Britannique,15 à 24 ans,Femmes,9.0
2017,Colombie-Britannique,15 à 24 ans,Femmes,7.0
2018,Colombie-Britannique,15 à 24 ans,Femmes,8.0
2019,Colombie-Britannique,15 à 24 ans,Femmes,7.0
2020,Colombie-Britannique,15 à 24 ans,Femmes,11.0
2016,Colombie-Britannique,18 à 24 ans,Les deux sexes,12.0
2017,Colombie-Britannique,18 à 24 ans,Les deux sexes,11.0
2018,Colombie-Britannique,18 à 24 ans,Les deux sexes,11.0
2019,Colombie-Britannique,18 à 24 ans,Les deux sexes,11.0
2020,Colombie-Britannique,18 à 24 ans,Les deux sexes,14.0
2016,Colombie-Britannique,18 à 24 ans,Hommes,13.0
2017,Colombie-Britannique,18 à 24 ans,Hommes,13.0
2018,Colombie-Britannique,18 à 24 ans,Hommes,13.0
2019,Colombie-Britannique,18 à 24 ans,Hommes,13.0
2020,Colombie-Britannique,18 à 24 ans,Hommes,15.0
2016,Colombie-Britannique,18 à 24 ans,Femmes,11.0
2017,Colombie-Britannique,18 à 24 ans,Femmes,8.0
2018,Colombie-Britannique,18 à 24 ans,Femmes,10.0
2019,Colombie-Britannique,18 à 24 ans,Femmes,9.0
2020,Colombie-Britannique,18 à 24 ans,Femmes,13.0
2016,Colombie-Britannique,20 à 24 ans,Les deux sexes,12.0
2017,Colombie-Britannique,20 à 24 ans,Les deux sexes,12.0
2018,Colombie-Britannique,20 à 24 ans,Les deux sexes,12.0
2019,Colombie-Britannique,20 à 24 ans,Les deux sexes,11.0
2020,Colombie-Britannique,20 à 24 ans,Les deux sexes,14.0
2016,Colombie-Britannique,20 à 24 ans,Hommes,13.0
2017,Colombie-Britannique,20 à 24 ans,Hommes,13.0
2018,Colombie-Britannique,20 à 24 ans,Hommes,13.0
2019,Colombie-Britannique,20 à 24 ans,Hommes,13.0
2020,Colombie-Britannique,20 à 24 ans,Hommes,15.0
2016,Colombie-Britannique,20 à 24 ans,Femmes,11.0
2017,Colombie-Britannique,20 à 24 ans,Femmes,10.0
2018,Colombie-Britannique,20 à 24 ans,Femmes,10.0
2019,Colombie-Britannique,20 à 24 ans,Femmes,9.0
2020,Colombie-Britannique,20 à 24 ans,Femmes,12.0
2016,Colombie-Britannique,25 à 29 ans,Les deux sexes,17.0
2017,Colombie-Britannique,25 à 29 ans,Les deux sexes,15.0
2018,Colombie-Britannique,25 à 29 ans,Les deux sexes,14.0
2019,Colombie-Britannique,25 à 29 ans,Les deux sexes,14.0
2020,Colombie-Britannique,25 à 29 ans,Les deux sexes,16.0
2016,Colombie-Britannique,25 à 29 ans,Hommes,15.0
2017,Colombie-Britannique,25 à 29 ans,Hommes,12.0
2018,Colombie-Britannique,25 à 29 ans,Hommes,14.0
2019,Colombie-Britannique,25 à 29 ans,Hommes,12.0
2020,Colombie-Britannique,25 à 29 ans,Hommes,16.0
2016,Colombie-Britannique,25 à 29 ans,Femmes,19.0
2017,Colombie-Britannique,25 à 29 ans,Femmes,18.0
2018,Colombie-Britannique,25 à 29 ans,Femmes,15.0
2019,Colombie-Britannique,25 à 29 ans,Femmes,15.0
2020,Colombie-Britannique,25 à 29 ans,Femmes,17.0
2016,Yukon,Total 15 à 29 ans,Les deux sexes,15.0
2017,Yukon,Total 15 à 29 ans,Les deux sexes,15.0
2018,Yukon,Total 15 à 29 ans,Les deux sexes,13.0
2019,Yukon,Total 15 à 29 ans,Les deux sexes,9.0
2020,Yukon,Total 15 à 29 ans,Les deux sexes,16.0
2016,Yukon,Total 15 à 29 ans,Hommes,16.0
2017,Yukon,Total 15 à 29 ans,Hommes,10.0
2018,Yukon,Total 15 à 29 ans,Hommes,10.0
2019,Yukon,Total 15 à 29 ans,Hommes,
2020,Yukon,Total 15 à 29 ans,Hommes,16.0
2016,Yukon,Total 15 à 29 ans,Femmes,13.0
2017,Yukon,Total 15 à 29 ans,Femmes,21.0
2018,Yukon,Total 15 à 29 ans,Femmes,18.0
2019,Yukon,Total 15 à 29 ans,Femmes,12.0
2020,Yukon,Total 15 à 29 ans,Femmes,15.0
2016,Yukon,15 à 19 ans,Les deux sexes,
2017,Yukon,15 à 19 ans,Les deux sexes,
2018,Yukon,15 à 19 ans,Les deux sexes,
2019,Yukon,15 à 19 ans,Les deux sexes,
2020,Yukon,15 à 19 ans,Les deux sexes,14.0
2016,Yukon,15 à 19 ans,Hommes,
2017,Yukon,15 à 19 ans,Hommes,
2018,Yukon,15 à 19 ans,Hommes,
2019,Yukon,15 à 19 ans,Hommes,
2020,Yukon,15 à 19 ans,Hommes,17.0
2016,Yukon,15 à 19 ans,Femmes,
2017,Yukon,15 à 19 ans,Femmes,
2018,Yukon,15 à 19 ans,Femmes,
2019,Yukon,15 à 19 ans,Femmes,
2020,Yukon,15 à 19 ans,Femmes,
2016,Yukon,15 à 24 ans,Les deux sexes,13.0
2017,Yukon,15 à 24 ans,Les deux sexes,14.0
2018,Yukon,15 à 24 ans,Les deux sexes,12.0
2019,Yukon,15 à 24 ans,Les deux sexes,8.0
2020,Yukon,15 à 24 ans,Les deux sexes,14.0
2016,Yukon,15 à 24 ans,Hommes,14.0
2017,Yukon,15 à 24 ans,Hommes,
2018,Yukon,15 à 24 ans,Hommes,
2019,Yukon,15 à 24 ans,Hommes,
2020,Yukon,15 à 24 ans,Hommes,17.0
2016,Yukon,15 à 24 ans,Femmes,11.0
2017,Yukon,15 à 24 ans,Femmes,20.0
2018,Yukon,15 à 24 ans,Femmes,13.0
2019,Yukon,15 à 24 ans,Femmes,
2020,Yukon,15 à 24 ans,Femmes,
2016,Yukon,18 à 24 ans,Les deux sexes,18.0
2017,Yukon,18 à 24 ans,Les deux sexes,19.0
2018,Yukon,18 à 24 ans,Les deux sexes,16.0
2019,Yukon,18 à 24 ans,Les deux sexes,9.0
2020,Yukon,18 à 24 ans,Les deux sexes,18.0
2016,Yukon,18 à 24 ans,Hommes,21.0
2017,Yukon,18 à 24 ans,Hommes,
2018,Yukon,18 à 24 ans,Hommes,
2019,Yukon,18 à 24 ans,Hommes,
2020,Yukon,18 à 24 ans,Hommes,21.0
2016,Yukon,18 à 24 ans,Femmes,15.0
2017,Yukon,18 à 24 ans,Femmes,23.0
2018,Yukon,18 à 24 ans,Femmes,16.0
2019,Yukon,18 à 24 ans,Femmes,
2020,Yukon,18 à 24 ans,Femmes,
2016,Yukon,20 à 24 ans,Les deux sexes,19.0
2017,Yukon,20 à 24 ans,Les deux sexes,21.0
2018,Yukon,20 à 24 ans,Les deux sexes,17.0
2019,Yukon,20 à 24 ans,Les deux sexes,
2020,Yukon,20 à 24 ans,Les deux sexes,14.0
2016,Yukon,20 à 24 ans,Hommes,21.0
2017,Yukon,20 à 24 ans,Hommes,
2018,Yukon,20 à 24 ans,Hommes,
2019,Yukon,20 à 24 ans,Hommes,
2020,Yukon,20 à 24 ans,Hommes,
2016,Yukon,20 à 24 ans,Femmes,
2017,Yukon,20 à 24 ans,Femmes,25.0
2018,Yukon,20 à 24 ans,Femmes,19.0
2019,Yukon,20 à 24 ans,Femmes,
2020,Yukon,20 à 24 ans,Femmes,
2016,Yukon,25 à 29 ans,Les deux sexes,17.0
2017,Yukon,25 à 29 ans,Les deux sexes,17.0
2018,Yukon,25 à 29 ans,Les deux sexes,16.0
2019,Yukon,25 à 29 ans,Les deux sexes,11.0
2020,Yukon,25 à 29 ans,Les deux sexes,19.0
2016,Yukon,25 à 29 ans,Hommes,18.0
2017,Yukon,25 à 29 ans,Hommes,
2018,Yukon,25 à 29 ans,Hommes,
2019,Yukon,25 à 29 ans,Hommes,
2020,Yukon,25 à 29 ans,Hommes,
2016,Yukon,25 à 29 ans,Femmes,17.0
2017,Yukon,25 à 29 ans,Femmes,22.0
2018,Yukon,25 à 29 ans,Femmes,26.0
2019,Yukon,25 à 29 ans,Femmes,
2020,Yukon,25 à 29 ans,Femmes,24.0
2016,Territoires du Nord-Ouest,Total 15 à 29 ans,Les deux sexes,19.0
2017,Territoires du Nord-Ouest,Total 15 à 29 ans,Les deux sexes,19.0
2018,Territoires du Nord-Ouest,Total 15 à 29 ans,Les deux sexes,21.0
2019,Territoires du Nord-Ouest,Total 15 à 29 ans,Les deux sexes,21.0
2020,Territoires du Nord-Ouest,Total 15 à 29 ans,Les deux sexes,22.0
2016,Territoires du Nord-Ouest,Total 15 à 29 ans,Hommes,21.0
2017,Territoires du Nord-Ouest,Total 15 à 29 ans,Hommes,22.0
2018,Territoires du Nord-Ouest,Total 15 à 29 ans,Hommes,23.0
2019,Territoires du Nord-Ouest,Total 15 à 29 ans,Hommes,23.0
2020,Territoires du Nord-Ouest,Total 15 à 29 ans,Hommes,22.0
2016,Territoires du Nord-Ouest,Total 15 à 29 ans,Femmes,17.0
2017,Territoires du Nord-Ouest,Total 15 à 29 ans,Femmes,16.0
2018,Territoires du Nord-Ouest,Total 15 à 29 ans,Femmes,18.0
2019,Territoires du Nord-Ouest,Total 15 à 29 ans,Femmes,19.0
2020,Territoires du Nord-Ouest,Total 15 à 29 ans,Femmes,22.0
2016,Territoires du Nord-Ouest,15 à 19 ans,Les deux sexes,12.0
2017,Territoires du Nord-Ouest,15 à 19 ans,Les deux sexes,
2018,Territoires du Nord-Ouest,15 à 19 ans,Les deux sexes,10.0
2019,Territoires du Nord-Ouest,15 à 19 ans,Les deux sexes,
2020,Territoires du Nord-Ouest,15 à 19 ans,Les deux sexes,13.0
2016,Territoires du Nord-Ouest,15 à 19 ans,Hommes,
2017,Territoires du Nord-Ouest,15 à 19 ans,Hommes,
2018,Territoires du Nord-Ouest,15 à 19 ans,Hommes,
2019,Territoires du Nord-Ouest,15 à 19 ans,Hommes,
2020,Territoires du Nord-Ouest,15 à 19 ans,Hommes,
2016,Territoires du Nord-Ouest,15 à 19 ans,Femmes,
2017,Territoires du Nord-Ouest,15 à 19 ans,Femmes,
2018,Territoires du Nord-Ouest,15 à 19 ans,Femmes,
2019,Territoires du Nord-Ouest,15 à 19 ans,Femmes,
2020,Territoires du Nord-Ouest,15 à 19 ans,Femmes,
2016,Territoires du Nord-Ouest,15 à 24 ans,Les deux sexes,20.0
2017,Territoires du Nord-Ouest,15 à 24 ans,Les deux sexes,19.0
2018,Territoires du Nord-Ouest,15 à 24 ans,Les deux sexes,20.0
2019,Territoires du Nord-Ouest,15 à 24 ans,Les deux sexes,19.0
2020,Territoires du Nord-Ouest,15 à 24 ans,Les deux sexes,22.0
2016,Territoires du Nord-Ouest,15 à 24 ans,Hommes,22.0
2017,Territoires du Nord-Ouest,15 à 24 ans,Hommes,21.0
2018,Territoires du Nord-Ouest,15 à 24 ans,Hommes,21.0
2019,Territoires du Nord-Ouest,15 à 24 ans,Hommes,18.0
2020,Territoires du Nord-Ouest,15 à 24 ans,Hommes,22.0
2016,Territoires du Nord-Ouest,15 à 24 ans,Femmes,18.0
2017,Territoires du Nord-Ouest,15 à 24 ans,Femmes,17.0
2018,Territoires du Nord-Ouest,15 à 24 ans,Femmes,20.0
2019,Territoires du Nord-Ouest,15 à 24 ans,Femmes,20.0
2020,Territoires du Nord-Ouest,15 à 24 ans,Femmes,22.0
2016,Territoires du Nord-Ouest,18 à 24 ans,Les deux sexes,27.0
2017,Territoires du Nord-Ouest,18 à 24 ans,Les deux sexes,24.0
2018,Territoires du Nord-Ouest,18 à 24 ans,Les deux sexes,27.0
2019,Territoires du Nord-Ouest,18 à 24 ans,Les deux sexes,27.0
2020,Territoires du Nord-Ouest,18 à 24 ans,Les deux sexes,29.0
2016,Territoires du Nord-Ouest,18 à 24 ans,Hommes,29.0
2017,Territoires du Nord-Ouest,18 à 24 ans,Hommes,27.0
2018,Territoires du Nord-Ouest,18 à 24 ans,Hommes,27.0
2019,Territoires du Nord-Ouest,18 à 24 ans,Hommes,24.0
2020,Territoires du Nord-Ouest,18 à 24 ans,Hommes,31.0
2016,Territoires du Nord-Ouest,18 à 24 ans,Femmes,24.0
2017,Territoires du Nord-Ouest,18 à 24 ans,Femmes,21.0
2018,Territoires du Nord-Ouest,18 à 24 ans,Femmes,26.0
2019,Territoires du Nord-Ouest,18 à 24 ans,Femmes,29.0
2020,Territoires du Nord-Ouest,18 à 24 ans,Femmes,28.0
2016,Territoires du Nord-Ouest,20 à 24 ans,Les deux sexes,28.0
2017,Territoires du Nord-Ouest,20 à 24 ans,Les deux sexes,28.0
2018,Territoires du Nord-Ouest,20 à 24 ans,Les deux sexes,31.0
2019,Territoires du Nord-Ouest,20 à 24 ans,Les deux sexes,33.0
2020,Territoires du Nord-Ouest,20 à 24 ans,Les deux sexes,33.0
2016,Territoires du Nord-Ouest,20 à 24 ans,Hommes,32.0
2017,Territoires du Nord-Ouest,20 à 24 ans,Hommes,32.0
2018,Territoires du Nord-Ouest,20 à 24 ans,Hommes,37.0
2019,Territoires du Nord-Ouest,20 à 24 ans,Hommes,28.0
2020,Territoires du Nord-Ouest,20 à 24 ans,Hommes,33.0
2016,Territoires du Nord-Ouest,20 à 24 ans,Femmes,24.0
2017,Territoires du Nord-Ouest,20 à 24 ans,Femmes,24.0
2018,Territoires du Nord-Ouest,20 à 24 ans,Femmes,24.0
2019,Territoires du Nord-Ouest,20 à 24 ans,Femmes,37.0
2020,Territoires du Nord-Ouest,20 à 24 ans,Femmes,33.0
2016,Territoires du Nord-Ouest,25 à 29 ans,Les deux sexes,18.0
2017,Territoires du Nord-Ouest,25 à 29 ans,Les deux sexes,19.0
2018,Territoires du Nord-Ouest,25 à 29 ans,Les deux sexes,22.0
2019,Territoires du Nord-Ouest,25 à 29 ans,Les deux sexes,25.0
2020,Territoires du Nord-Ouest,25 à 29 ans,Les deux sexes,23.0
2016,Territoires du Nord-Ouest,25 à 29 ans,Hommes,20.0
2017,Territoires du Nord-Ouest,25 à 29 ans,Hommes,24.0
2018,Territoires du Nord-Ouest,25 à 29 ans,Hommes,28.0
2019,Territoires du Nord-Ouest,25 à 29 ans,Hommes,33.0
2020,Territoires du Nord-Ouest,25 à 29 ans,Hommes,23.0
2016,Territoires du Nord-Ouest,25 à 29 ans,Femmes,17.0
2017,Territoires du Nord-Ouest,25 à 29 ans,Femmes,
2018,Territoires du Nord-Ouest,25 à 29 ans,Femmes,16.0
2019,Territoires du Nord-Ouest,25 à 29 ans,Femmes,18.0
2020,Territoires du Nord-Ouest,25 à 29 ans,Femmes,22.0
2016,Nunavut,Total 15 à 29 ans,Les deux sexes,37.0
2017,Nunavut,Total 15 à 29 ans,Les deux sexes,35.0
2018,Nunavut,Total 15 à 29 ans,Les deux sexes,39.0
2019,Nunavut,Total 15 à 29 ans,Les deux sexes,36.0
2020,Nunavut,Total 15 à 29 ans,Les deux sexes,39.0
2016,Nunavut,Total 15 à 29 ans,Hommes,39.0
2017,Nunavut,Total 15 à 29 ans,Hommes,36.0
2018,Nunavut,Total 15 à 29 ans,Hommes,42.0
2019,Nunavut,Total 15 à 29 ans,Hommes,39.0
2020,Nunavut,Total 15 à 29 ans,Hommes,42.0
2016,Nunavut,Total 15 à 29 ans,Femmes,34.0
2017,Nunavut,Total 15 à 29 ans,Femmes,34.0
2018,Nunavut,Total 15 à 29 ans,Femmes,35.0
2019,Nunavut,Total 15 à 29 ans,Femmes,32.0
2020,Nunavut,Total 15 à 29 ans,Femmes,36.0
2016,Nunavut,15 à 19 ans,Les deux sexes,23.0
2017,Nunavut,15 à 19 ans,Les deux sexes,24.0
2018,Nunavut,15 à 19 ans,Les deux sexes,25.0
2019,Nunavut,15 à 19 ans,Les deux sexes,19.0
2020,Nunavut,15 à 19 ans,Les deux sexes,25.0
2016,Nunavut,15 à 19 ans,Hommes,
2017,Nunavut,15 à 19 ans,Hommes,25.0
2018,Nunavut,15 à 19 ans,Hommes,
2019,Nunavut,15 à 19 ans,Hommes,
2020,Nunavut,15 à 19 ans,Hommes,
2016,Nunavut,15 à 19 ans,Femmes,
2017,Nunavut,15 à 19 ans,Femmes,
2018,Nunavut,15 à 19 ans,Femmes,
2019,Nunavut,15 à 19 ans,Femmes,
2020,Nunavut,15 à 19 ans,Femmes,
2016,Nunavut,15 à 24 ans,Les deux sexes,34.0
2017,Nunavut,15 à 24 ans,Les deux sexes,33.0
2018,Nunavut,15 à 24 ans,Les deux sexes,37.0
2019,Nunavut,15 à 24 ans,Les deux sexes,35.0
2020,Nunavut,15 à 24 ans,Les deux sexes,37.0
2016,Nunavut,15 à 24 ans,Hommes,35.0
2017,Nunavut,15 à 24 ans,Hommes,34.0
2018,Nunavut,15 à 24 ans,Hommes,40.0
2019,Nunavut,15 à 24 ans,Hommes,37.0
2020,Nunavut,15 à 24 ans,Hommes,41.0
2016,Nunavut,15 à 24 ans,Femmes,34.0
2017,Nunavut,15 à 24 ans,Femmes,32.0
2018,Nunavut,15 à 24 ans,Femmes,34.0
2019,Nunavut,15 à 24 ans,Femmes,32.0
2020,Nunavut,15 à 24 ans,Femmes,33.0
2016,Nunavut,18 à 24 ans,Les deux sexes,44.0
2017,Nunavut,18 à 24 ans,Les deux sexes,42.0
2018,Nunavut,18 à 24 ans,Les deux sexes,48.0
2019,Nunavut,18 à 24 ans,Les deux sexes,45.0
2020,Nunavut,18 à 24 ans,Les deux sexes,47.0
2016,Nunavut,18 à 24 ans,Hommes,43.0
2017,Nunavut,18 à 24 ans,Hommes,44.0
2018,Nunavut,18 à 24 ans,Hommes,49.0
2019,Nunavut,18 à 24 ans,Hommes,48.0
2020,Nunavut,18 à 24 ans,Hommes,53.0
2016,Nunavut,18 à 24 ans,Femmes,44.0
2017,Nunavut,18 à 24 ans,Femmes,40.0
2018,Nunavut,18 à 24 ans,Femmes,47.0
2019,Nunavut,18 à 24 ans,Femmes,42.0
2020,Nunavut,18 à 24 ans,Femmes,40.0
2016,Nunavut,20 à 24 ans,Les deux sexes,46.0
2017,Nunavut,20 à 24 ans,Les deux sexes,44.0
2018,Nunavut,20 à 24 ans,Les deux sexes,52.0
2019,Nunavut,20 à 24 ans,Les deux sexes,53.0
2020,Nunavut,20 à 24 ans,Les deux sexes,53.0
2016,Nunavut,20 à 24 ans,Hommes,46.0
2017,Nunavut,20 à 24 ans,Hommes,46.0
2018,Nunavut,20 à 24 ans,Hommes,51.0
2019,Nunavut,20 à 24 ans,Hommes,55.0
2020,Nunavut,20 à 24 ans,Hommes,60.0
2016,Nunavut,20 à 24 ans,Femmes,47.0
2017,Nunavut,20 à 24 ans,Femmes,41.0
2018,Nunavut,20 à 24 ans,Femmes,54.0
2019,Nunavut,20 à 24 ans,Femmes,51.0
2020,Nunavut,20 à 24 ans,Femmes,45.0
2016,Nunavut,25 à 29 ans,Les deux sexes,42.0
2017,Nunavut,25 à 29 ans,Les deux sexes,40.0
2018,Nunavut,25 à 29 ans,Les deux sexes,42.0
2019,Nunavut,25 à 29 ans,Les deux sexes,39.0
2020,Nunavut,25 à 29 ans,Les deux sexes,43.0
2016,Nunavut,25 à 29 ans,Hommes,47.0
2017,Nunavut,25 à 29 ans,Hommes,41.0
2018,Nunavut,25 à 29 ans,Hommes,46.0
2019,Nunavut,25 à 29 ans,Hommes,43.0
2020,Nunavut,25 à 29 ans,Hommes,45.0
2016,Nunavut,25 à 29 ans,Femmes,36.0
2017,Nunavut,25 à 29 ans,Femmes,40.0
2018,Nunavut,25 à 29 ans,Femmes,37.0
2019,Nunavut,25 à 29 ans,Femmes,34.0
2020,Nunavut,25 à 29 ans,Femmes,42.0
