Year,Units,Géographie,Type d'événement,GeoCode,Value
2021,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,7.2
2021,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,10.3
2021,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,13.1
2021,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux opioïdes,,24.1
2021,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux stimulants,,8.2
2021,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,12.7
2021,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux stimulants,48,9.0
2021,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,13.7
2021,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux stimulants,46,3.9
2021,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux stimulants,35,6.8
2021,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux stimulants,24,
2021,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,7.6
2021,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,3.4
2021,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,
2021,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,6.1
2021,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux stimulants,,10.1
2022,Nombre,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,7328.0
2022,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,2342.0
2022,Nombre,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,1499.0
2022,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,235.0
2022,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,52.0
2022,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,2501.0
2022,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,541.0
2022,Nombre,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,46.0
2022,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,62.0
2022,Nombre,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,4.0
2022,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,24.0
2022,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,19.0
2022,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,3.0
2022,Nombre,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2022,Nombre,Canada,Hospitalisations pour intoxication aux opioïdes,,5265.0
2022,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,1730.0
2022,Nombre,Alberta,Hospitalisations pour intoxication aux opioïdes,48,892.0
2022,Nombre,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,239.0
2022,Nombre,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,102.0
2022,Nombre,Ontario,Hospitalisations pour intoxication aux opioïdes,35,2017.0
2022,Nombre,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2022,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,118.0
2022,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,75.0
2022,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,15.0
2022,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,55.0
2022,Nombre,Territoires,Hospitalisations pour intoxication aux opioïdes,,22.0
2022,Nombre,Colombie-Britannique,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,59,20400.0
2022,Nombre,Alberta,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,48,7078.0
2022,Nombre,Saskatchewan,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,47,1195.0
2022,Nombre,Winnipeg Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,2046.0
2022,Nombre,Régions rurales et du nord du Manitoba,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,26.0
2022,Nombre,Ontario,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,35,4567.0
2022,Nombre,Nouveau-Brunswick,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,13,275.0
2022,Nombre,Nouvelle-Écosse,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,12,248.0
2022,Nombre,Whitehorse Yukon,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,136.0
2022,Nombre,Yellowknife Territoires du Nord-Ouest,Interventions des SMU pour surdoses suspectées d'être liées aux opioïdes,,
2022,Nombre,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux stimulants,59,189.0
2022,Nombre,Saskatchewan,Décès totaux apparemment liés à une intoxication aux stimulants,47,182.0
2022,Nombre,Manitoba,Décès totaux apparemment liés à une intoxication aux stimulants,46,50.0
2022,Nombre,Ontario,Décès totaux apparemment liés à une intoxication aux stimulants,35,1811.0
2022,Nombre,Québec,Décès totaux apparemment liés à une intoxication aux stimulants,24,
2022,Nombre,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux stimulants,12,45.0
2022,Nombre,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux stimulants,10,14.0
2022,Nombre,Yukon,Décès totaux apparemment liés à une intoxication aux stimulants,60,15.0
2022,Nombre,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux stimulants,61,3.0
2022,Nombre,Canada,Hospitalisations pour intoxication aux stimulants,,2086.0
2022,Nombre,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,623.0
2022,Nombre,Alberta,Hospitalisations pour intoxication aux stimulants,48,305.0
2022,Nombre,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,116.0
2022,Nombre,Manitoba,Hospitalisations pour intoxication aux stimulants,46,49.0
2022,Nombre,Ontario,Hospitalisations pour intoxication aux stimulants,35,844.0
2022,Nombre,Québec,Hospitalisations pour intoxication aux stimulants,24,
2022,Nombre,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,61.0
2022,Nombre,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,34.0
2022,Nombre,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,
2022,Nombre,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,37.0
2022,Nombre,Territoires,Hospitalisations pour intoxication aux stimulants,,17.0
2022,Taux par 100 000 personnes,Canada,Décès totaux apparemment liés à une intoxication aux opioïdes,,18.8
2022,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux opioïdes,59,44.0
2022,Taux par 100 000 personnes,Alberta,Décès totaux apparemment liés à une intoxication aux opioïdes,48,33.0
2022,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux opioïdes,47,19.7
2022,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux opioïdes,46,3.7
2022,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux opioïdes,35,16.6
2022,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux opioïdes,24,6.2
2022,Taux par 100 000 personnes,Nouveau-Brunswick,Décès totaux apparemment liés à une intoxication aux opioïdes,13,5.7
2022,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux opioïdes,12,6.1
2022,Taux par 100 000 personnes,Île-du-Prince-Édouard,Décès totaux apparemment liés à une intoxication aux opioïdes,11,2.3
2022,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux opioïdes,10,4.6
2022,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux opioïdes,60,43.4
2022,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux opioïdes,61,6.6
2022,Taux par 100 000 personnes,Nunavut,Décès totaux apparemment liés à une intoxication aux opioïdes,62,
2022,Taux par 100 000 personnes,Colombie-Britannique,Décès totaux apparemment liés à une intoxication aux stimulants,59,3.6
2022,Taux par 100 000 personnes,Saskatchewan,Décès totaux apparemment liés à une intoxication aux stimulants,47,15.2
2022,Taux par 100 000 personnes,Manitoba,Décès totaux apparemment liés à une intoxication aux stimulants,46,3.5
2022,Taux par 100 000 personnes,Ontario,Décès totaux apparemment liés à une intoxication aux stimulants,35,12.0
2022,Taux par 100 000 personnes,Québec,Décès totaux apparemment liés à une intoxication aux stimulants,24,
2022,Taux par 100 000 personnes,Nouvelle-Écosse,Décès totaux apparemment liés à une intoxication aux stimulants,12,4.4
2022,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Décès totaux apparemment liés à une intoxication aux stimulants,10,2.7
2022,Taux par 100 000 personnes,Yukon,Décès totaux apparemment liés à une intoxication aux stimulants,60,34.3
2022,Taux par 100 000 personnes,Territoires du Nord-Ouest,Décès totaux apparemment liés à une intoxication aux stimulants,61,6.6
2022,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux opioïdes,,17.4
2022,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux opioïdes,59,32.5
2022,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux opioïdes,48,19.6
2022,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux opioïdes,47,20.0
2022,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux opioïdes,46,7.2
2022,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux opioïdes,35,13.3
2022,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux opioïdes,24,
2022,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux opioïdes,13,14.5
2022,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux opioïdes,12,7.4
2022,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux opioïdes,11,8.8
2022,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux opioïdes,10,10.5
2022,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux opioïdes,,16.9
2022,Taux par 100 000 personnes,Canada,Hospitalisations pour intoxication aux stimulants,,6.9
2022,Taux par 100 000 personnes,Colombie-Britannique,Hospitalisations pour intoxication aux stimulants,59,11.7
2022,Taux par 100 000 personnes,Alberta,Hospitalisations pour intoxication aux stimulants,48,6.7
2022,Taux par 100 000 personnes,Saskatchewan,Hospitalisations pour intoxication aux stimulants,47,9.7
2022,Taux par 100 000 personnes,Manitoba,Hospitalisations pour intoxication aux stimulants,46,3.5
2022,Taux par 100 000 personnes,Ontario,Hospitalisations pour intoxication aux stimulants,35,5.6
2022,Taux par 100 000 personnes,Québec,Hospitalisations pour intoxication aux stimulants,24,
2022,Taux par 100 000 personnes,Nouveau-Brunswick,Hospitalisations pour intoxication aux stimulants,13,7.5
2022,Taux par 100 000 personnes,Nouvelle-Écosse,Hospitalisations pour intoxication aux stimulants,12,3.3
2022,Taux par 100 000 personnes,Île-du-Prince-Édouard,Hospitalisations pour intoxication aux stimulants,11,
2022,Taux par 100 000 personnes,Terre-Neuve-et-Labrador,Hospitalisations pour intoxication aux stimulants,10,7.0
2022,Taux par 100 000 personnes,Territoires,Hospitalisations pour intoxication aux stimulants,,13.1
