Year,Geography,Age group,Sex,Economic family type,GeoCode,Value
2018,Newfoundland and Labrador,18 to 64 years,Male,Persons in economic families,10,9.5
2018,Newfoundland and Labrador,18 to 64 years,Female,Persons in economic families,10,9.0
2018,Newfoundland and Labrador,Total,Both sexes,Persons not in an economic family,10,28.3
2018,Newfoundland and Labrador,Total,Male,Persons not in an economic family,10,30.4
2018,Newfoundland and Labrador,Total,Female,Persons not in an economic family,10,26.1
2018,Newfoundland and Labrador,65 years and over,Both sexes,Seniors not in an economic family,10,9.9
2018,Newfoundland and Labrador,65 years and over,Female,Seniors not in an economic family,10,11.9
2018,Newfoundland and Labrador,,Both sexes,Non-seniors not in an economic family,10,38.4
2018,Newfoundland and Labrador,,Male,Non-seniors not in an economic family,10,38.7
2018,Newfoundland and Labrador,,Female,Non-seniors not in an economic family,10,38.0
2019,Newfoundland and Labrador,Total,Both sexes,Total,10,11.2
2019,Newfoundland and Labrador,Under 18 years,Both sexes,Total,10,15.3
2019,Newfoundland and Labrador,18 to 64 years,Both sexes,Total,10,11.9
2019,Newfoundland and Labrador,65 years and over,Both sexes,Total,10,6.0
2019,Newfoundland and Labrador,Total,Male,Total,10,10.3
2019,Newfoundland and Labrador,Under 18 years,Male,Total,10,15.8
2019,Newfoundland and Labrador,18 to 64 years,Male,Total,10,10.8
2019,Newfoundland and Labrador,65 years and over,Male,Total,10,4.3
2019,Newfoundland and Labrador,Total,Female,Total,10,12.1
2019,Newfoundland and Labrador,Under 18 years,Female,Total,10,14.8
2019,Newfoundland and Labrador,18 to 64 years,Female,Total,10,13.0
2019,Newfoundland and Labrador,65 years and over,Female,Total,10,7.5
2019,Newfoundland and Labrador,Total,Both sexes,Persons in economic families,10,8.6
2019,Newfoundland and Labrador,Total,Male,Persons in economic families,10,7.8
2019,Newfoundland and Labrador,Total,Female,Persons in economic families,10,9.4
2019,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in economic families,10,14.9
2019,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in female lone-parent families,10,49.4
2019,Newfoundland and Labrador,18 to 64 years,Both sexes,Persons in economic families,10,8.1
2019,Newfoundland and Labrador,18 to 64 years,Male,Persons in economic families,10,6.6
2019,Newfoundland and Labrador,18 to 64 years,Female,Persons in economic families,10,9.5
2019,Newfoundland and Labrador,Total,Both sexes,Persons not in an economic family,10,26.0
2019,Newfoundland and Labrador,Total,Male,Persons not in an economic family,10,25.1
2019,Newfoundland and Labrador,Total,Female,Persons not in an economic family,10,26.8
2019,Newfoundland and Labrador,65 years and over,Both sexes,Seniors not in an economic family,10,13.0
2019,Newfoundland and Labrador,65 years and over,Female,Seniors not in an economic family,10,14.9
2019,Newfoundland and Labrador,,Both sexes,Non-seniors not in an economic family,10,32.8
2019,Newfoundland and Labrador,,Male,Non-seniors not in an economic family,10,30.0
2019,Newfoundland and Labrador,,Female,Non-seniors not in an economic family,10,36.5
2020,Newfoundland and Labrador,Total,Both sexes,Total,10,7.0
2020,Newfoundland and Labrador,Under 18 years,Both sexes,Total,10,7.9
2020,Newfoundland and Labrador,18 to 64 years,Both sexes,Total,10,8.1
2020,Newfoundland and Labrador,65 years and over,Both sexes,Total,10,3.4
2020,Newfoundland and Labrador,Total,Male,Total,10,6.5
2020,Newfoundland and Labrador,18 to 64 years,Male,Total,10,7.7
2020,Newfoundland and Labrador,65 years and over,Male,Total,10,3.0
2020,Newfoundland and Labrador,Total,Female,Total,10,7.4
2020,Newfoundland and Labrador,Under 18 years,Female,Total,10,9.1
2020,Newfoundland and Labrador,18 to 64 years,Female,Total,10,8.4
2020,Newfoundland and Labrador,65 years and over,Female,Total,10,3.7
2020,Newfoundland and Labrador,Total,Both sexes,Persons in economic families,10,5.2
2020,Newfoundland and Labrador,Total,Male,Persons in economic families,10,4.4
2020,Newfoundland and Labrador,Total,Female,Persons in economic families,10,5.9
2020,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in economic families,10,7.9
2020,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in female lone-parent families,10,33.3
2020,Newfoundland and Labrador,18 to 64 years,Both sexes,Persons in economic families,10,5.4
2020,Newfoundland and Labrador,18 to 64 years,Male,Persons in economic families,10,4.5
2020,Newfoundland and Labrador,18 to 64 years,Female,Persons in economic families,10,6.2
2020,Newfoundland and Labrador,Total,Both sexes,Persons not in an economic family,10,16.8
2020,Newfoundland and Labrador,Total,Male,Persons not in an economic family,10,18.2
2020,Newfoundland and Labrador,Total,Female,Persons not in an economic family,10,15.5
2020,Newfoundland and Labrador,65 years and over,Both sexes,Seniors not in an economic family,10,7.3
2020,Newfoundland and Labrador,65 years and over,Female,Seniors not in an economic family,10,7.5
2020,Newfoundland and Labrador,,Both sexes,Non-seniors not in an economic family,10,23.5
2020,Newfoundland and Labrador,,Male,Non-seniors not in an economic family,10,23.0
2020,Newfoundland and Labrador,,Female,Non-seniors not in an economic family,10,24.3
2021,Newfoundland and Labrador,Total,Both sexes,Total,10,8.1
2021,Newfoundland and Labrador,Under 18 years,Both sexes,Total,10,9.9
2021,Newfoundland and Labrador,18 to 64 years,Both sexes,Total,10,8.9
2021,Newfoundland and Labrador,65 years and over,Both sexes,Total,10,4.7
2021,Newfoundland and Labrador,Total,Male,Total,10,6.8
2021,Newfoundland and Labrador,Under 18 years,Male,Total,10,7.5
2021,Newfoundland and Labrador,18 to 64 years,Male,Total,10,7.3
2021,Newfoundland and Labrador,65 years and over,Male,Total,10,4.8
2021,Newfoundland and Labrador,Total,Female,Total,10,9.4
2021,Newfoundland and Labrador,Under 18 years,Female,Total,10,12.5
2021,Newfoundland and Labrador,18 to 64 years,Female,Total,10,10.4
2021,Newfoundland and Labrador,65 years and over,Female,Total,10,4.6
2021,Newfoundland and Labrador,Total,Both sexes,Persons in economic families,10,5.9
2021,Newfoundland and Labrador,Total,Male,Persons in economic families,10,4.5
2021,Newfoundland and Labrador,Total,Female,Persons in economic families,10,7.3
2021,Newfoundland and Labrador,65 years and over,Both sexes,Seniors in economic families,10,2.3
2021,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in economic families,10,9.9
2021,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in female lone-parent families,10,47.5
2021,Newfoundland and Labrador,18 to 64 years,Both sexes,Persons in economic families,10,5.9
2021,Newfoundland and Labrador,18 to 64 years,Male,Persons in economic families,10,4.3
2021,Newfoundland and Labrador,18 to 64 years,Female,Persons in economic families,10,7.4
2021,Newfoundland and Labrador,Total,Both sexes,Persons not in an economic family,10,19.9
2021,Newfoundland and Labrador,Total,Male,Persons not in an economic family,10,19.7
2021,Newfoundland and Labrador,Total,Female,Persons not in an economic family,10,20.1
2021,Newfoundland and Labrador,65 years and over,Both sexes,Seniors not in an economic family,10,12.2
2021,Newfoundland and Labrador,65 years and over,Male,Seniors not in an economic family,10,14.9
2021,Newfoundland and Labrador,65 years and over,Female,Seniors not in an economic family,10,10.6
2021,Newfoundland and Labrador,,Both sexes,Non-seniors not in an economic family,10,24.4
2021,Newfoundland and Labrador,,Male,Non-seniors not in an economic family,10,21.7
2021,Newfoundland and Labrador,,Female,Non-seniors not in an economic family,10,27.5
2022,Newfoundland and Labrador,Total,Both sexes,Total,10,9.8
2022,Newfoundland and Labrador,Under 18 years,Both sexes,Total,10,11.0
2022,Newfoundland and Labrador,18 to 64 years,Both sexes,Total,10,11.2
2022,Newfoundland and Labrador,65 years and over,Both sexes,Total,10,5.5
2022,Newfoundland and Labrador,Total,Male,Total,10,8.9
2022,Newfoundland and Labrador,Under 18 years,Male,Total,10,10.2
2022,Newfoundland and Labrador,18 to 64 years,Male,Total,10,10.2
2022,Newfoundland and Labrador,65 years and over,Male,Total,10,4.7
2022,Newfoundland and Labrador,Total,Female,Total,10,10.6
2022,Newfoundland and Labrador,Under 18 years,Female,Total,10,11.9
2022,Newfoundland and Labrador,18 to 64 years,Female,Total,10,12.1
2022,Newfoundland and Labrador,65 years and over,Female,Total,10,6.2
2022,Newfoundland and Labrador,Total,Both sexes,Persons in economic families,10,6.0
2022,Newfoundland and Labrador,Total,Male,Persons in economic families,10,5.1
2022,Newfoundland and Labrador,Total,Female,Persons in economic families,10,7.0
2022,Newfoundland and Labrador,65 years and over,Both sexes,Seniors in economic families,10,3.0
2022,Newfoundland and Labrador,65 years and over,Male,Seniors in economic families,10,2.9
2022,Newfoundland and Labrador,65 years and over,Female,Seniors in economic families,10,3.1
2022,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in economic families,10,10.8
2022,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in couple families with children,10,3.8
2022,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in female lone-parent families,10,42.3
2022,Newfoundland and Labrador,18 to 64 years,Both sexes,Persons in economic families,10,5.6
2022,Newfoundland and Labrador,18 to 64 years,Male,Persons in economic families,10,4.3
2022,Newfoundland and Labrador,18 to 64 years,Female,Persons in economic families,10,6.9
2022,Newfoundland and Labrador,Total,Both sexes,Persons not in an economic family,10,29.5
2022,Newfoundland and Labrador,Total,Male,Persons not in an economic family,10,30.5
2022,Newfoundland and Labrador,Total,Female,Persons not in an economic family,10,28.6
2022,Newfoundland and Labrador,65 years and over,Both sexes,Seniors not in an economic family,10,14.2
2022,Newfoundland and Labrador,65 years and over,Male,Seniors not in an economic family,10,14.6
2022,Newfoundland and Labrador,65 years and over,Female,Seniors not in an economic family,10,14.0
2022,Newfoundland and Labrador,,Both sexes,Non-seniors not in an economic family,10,37.1
2022,Newfoundland and Labrador,,Male,Non-seniors not in an economic family,10,35.3
2022,Newfoundland and Labrador,,Female,Non-seniors not in an economic family,10,39.2
2023,Newfoundland and Labrador,Total,Both sexes,Total,10,11.5
2023,Newfoundland and Labrador,Under 18 years,Both sexes,Total,10,14.9
2023,Newfoundland and Labrador,18 to 64 years,Both sexes,Total,10,13.2
2023,Newfoundland and Labrador,65 years and over,Both sexes,Total,10,5.1
2023,Newfoundland and Labrador,Total,Male,Total,10,11.1
2023,Newfoundland and Labrador,Under 18 years,Male,Total,10,16.1
2023,Newfoundland and Labrador,18 to 64 years,Male,Total,10,12.0
2023,Newfoundland and Labrador,65 years and over,Male,Total,10,5.3
2023,Newfoundland and Labrador,Total,Female,Total,10,11.9
2023,Newfoundland and Labrador,Under 18 years,Female,Total,10,13.6
2023,Newfoundland and Labrador,18 to 64 years,Female,Total,10,14.4
2023,Newfoundland and Labrador,65 years and over,Female,Total,10,5.0
2023,Newfoundland and Labrador,Total,Both sexes,Persons in economic families,10,8.1
2023,Newfoundland and Labrador,Total,Male,Persons in economic families,10,7.8
2023,Newfoundland and Labrador,Total,Female,Persons in economic families,10,8.5
2023,Newfoundland and Labrador,65 years and over,Both sexes,Seniors in economic families,10,3.3
2023,Newfoundland and Labrador,65 years and over,Male,Seniors in economic families,10,3.8
2023,Newfoundland and Labrador,65 years and over,Female,Seniors in economic families,10,2.7
2023,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in economic families,10,14.9
2023,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in couple families with children,10,6.7
2023,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in female lone-parent families,10,47.4
2023,Newfoundland and Labrador,Under 18 years,Both sexes,Persons in all other economic families,10,26.5
2023,Newfoundland and Labrador,18 to 64 years,Both sexes,Persons in economic families,10,7.8
2023,Newfoundland and Labrador,18 to 64 years,Male,Persons in economic families,10,6.5
2023,Newfoundland and Labrador,18 to 64 years,Female,Persons in economic families,10,9.0
2023,Newfoundland and Labrador,Total,Both sexes,Persons not in an economic family,10,29.0
2023,Newfoundland and Labrador,Total,Male,Persons not in an economic family,10,29.7
2023,Newfoundland and Labrador,Total,Female,Persons not in an economic family,10,28.4
2023,Newfoundland and Labrador,65 years and over,Both sexes,Seniors not in an economic family,10,11.7
2023,Newfoundland and Labrador,65 years and over,Male,Seniors not in an economic family,10,13.7
2023,Newfoundland and Labrador,65 years and over,Female,Seniors not in an economic family,10,10.7
2023,Newfoundland and Labrador,,Both sexes,Non-seniors not in an economic family,10,37.6
2023,Newfoundland and Labrador,,Male,Non-seniors not in an economic family,10,34.5
2023,Newfoundland and Labrador,,Female,Non-seniors not in an economic family,10,41.2
2015,Nova Scotia,Total,Both sexes,Total,12,16.8
2015,Nova Scotia,Under 18 years,Both sexes,Total,12,20.6
2015,Nova Scotia,18 to 64 years,Both sexes,Total,12,17.6
2015,Nova Scotia,65 years and over,Both sexes,Total,12,10.4
2015,Nova Scotia,Total,Male,Total,12,16.2
2015,Nova Scotia,Under 18 years,Male,Total,12,19.3
2015,Nova Scotia,18 to 64 years,Male,Total,12,17.5
2015,Nova Scotia,65 years and over,Male,Total,12,8.2
2015,Nova Scotia,Total,Female,Total,12,17.3
2015,Nova Scotia,Under 18 years,Female,Total,12,22.0
2015,Nova Scotia,18 to 64 years,Female,Total,12,17.7
2015,Nova Scotia,65 years and over,Female,Total,12,12.2
2015,Nova Scotia,Total,Both sexes,Persons in economic families,12,11.9
2015,Nova Scotia,Total,Male,Persons in economic families,12,11.3
2015,Nova Scotia,Total,Female,Persons in economic families,12,12.6
2015,Nova Scotia,65 years and over,Both sexes,Seniors in economic families,12,3.4
2015,Nova Scotia,Under 18 years,Both sexes,Persons in economic families,12,20.4
2015,Nova Scotia,Under 18 years,Both sexes,Persons in couple families with children,12,13.4
2015,Nova Scotia,Under 18 years,Both sexes,Persons in female lone-parent families,12,48.6
2015,Nova Scotia,18 to 64 years,Both sexes,Persons in economic families,12,11.3
2015,Nova Scotia,18 to 64 years,Male,Persons in economic families,12,10.5
2015,Nova Scotia,18 to 64 years,Female,Persons in economic families,12,12.1
2015,Nova Scotia,Total,Both sexes,Persons not in an economic family,12,39.3
2015,Nova Scotia,Total,Male,Persons not in an economic family,12,40.3
2015,Nova Scotia,Total,Female,Persons not in an economic family,12,38.4
2015,Nova Scotia,65 years and over,Both sexes,Seniors not in an economic family,12,28.0
2015,Nova Scotia,65 years and over,Male,Seniors not in an economic family,12,27.6
2015,Nova Scotia,65 years and over,Female,Seniors not in an economic family,12,28.2
2015,Nova Scotia,,Both sexes,Non-seniors not in an economic family,12,44.2
2015,Nova Scotia,,Male,Non-seniors not in an economic family,12,43.6
2015,Nova Scotia,,Female,Non-seniors not in an economic family,12,44.9
2016,Nova Scotia,Total,Both sexes,Total,12,16.4
2016,Nova Scotia,Under 18 years,Both sexes,Total,12,19.9
2016,Nova Scotia,18 to 64 years,Both sexes,Total,12,18.1
2016,Nova Scotia,65 years and over,Both sexes,Total,12,7.9
2016,Nova Scotia,Total,Male,Total,12,17.3
2016,Nova Scotia,Under 18 years,Male,Total,12,21.4
2016,Nova Scotia,18 to 64 years,Male,Total,12,18.8
2016,Nova Scotia,65 years and over,Male,Total,12,8.1
2016,Nova Scotia,Total,Female,Total,12,15.6
2016,Nova Scotia,Under 18 years,Female,Total,12,18.3
2016,Nova Scotia,18 to 64 years,Female,Total,12,17.4
2016,Nova Scotia,65 years and over,Female,Total,12,7.8
2016,Nova Scotia,Total,Both sexes,Persons in economic families,12,12.1
2016,Nova Scotia,Total,Male,Persons in economic families,12,12.0
2016,Nova Scotia,Total,Female,Persons in economic families,12,12.2
2016,Nova Scotia,65 years and over,Both sexes,Seniors in economic families,12,3.4
2016,Nova Scotia,65 years and over,Male,Seniors in economic families,12,3.6
2016,Nova Scotia,65 years and over,Female,Seniors in economic families,12,3.2
2016,Nova Scotia,Under 18 years,Both sexes,Persons in economic families,12,19.7
2016,Nova Scotia,Under 18 years,Both sexes,Persons in couple families with children,12,8.3
2016,Nova Scotia,Under 18 years,Both sexes,Persons in female lone-parent families,12,55.3
2016,Nova Scotia,Under 18 years,Both sexes,Persons in all other economic families,12,25.9
2016,Nova Scotia,18 to 64 years,Both sexes,Persons in economic families,12,12.0
2016,Nova Scotia,18 to 64 years,Male,Persons in economic families,12,11.1
2016,Nova Scotia,18 to 64 years,Female,Persons in economic families,12,12.8
2016,Nova Scotia,Total,Both sexes,Persons not in an economic family,12,36.3
2016,Nova Scotia,Total,Male,Persons not in an economic family,12,43.8
2016,Nova Scotia,Total,Female,Persons not in an economic family,12,30.1
2016,Nova Scotia,65 years and over,Both sexes,Seniors not in an economic family,12,21.9
2016,Nova Scotia,65 years and over,Male,Seniors not in an economic family,12,30.9
2016,Nova Scotia,65 years and over,Female,Seniors not in an economic family,12,17.8
2016,Nova Scotia,,Both sexes,Non-seniors not in an economic family,12,41.7
2016,Nova Scotia,,Male,Non-seniors not in an economic family,12,46.7
2016,Nova Scotia,,Female,Non-seniors not in an economic family,12,36.4
2017,Nova Scotia,Total,Both sexes,Total,12,15.1
2017,Nova Scotia,Under 18 years,Both sexes,Total,12,20.0
2017,Nova Scotia,18 to 64 years,Both sexes,Total,12,16.4
2017,Nova Scotia,65 years and over,Both sexes,Total,12,6.9
2017,Nova Scotia,Total,Male,Total,12,13.6
2017,Nova Scotia,Under 18 years,Male,Total,12,18.1
2017,Nova Scotia,18 to 64 years,Male,Total,12,14.9
2017,Nova Scotia,65 years and over,Male,Total,12,5.0
2017,Nova Scotia,Total,Female,Total,12,16.6
2017,Nova Scotia,Under 18 years,Female,Total,12,21.9
2017,Nova Scotia,18 to 64 years,Female,Total,12,17.8
2017,Nova Scotia,65 years and over,Female,Total,12,8.6
2017,Nova Scotia,Total,Both sexes,Persons in economic families,12,11.1
2017,Nova Scotia,Total,Male,Persons in economic families,12,9.9
2017,Nova Scotia,Total,Female,Persons in economic families,12,12.2
2017,Nova Scotia,65 years and over,Both sexes,Seniors in economic families,12,2.4
2017,Nova Scotia,65 years and over,Male,Seniors in economic families,12,2.0
2017,Nova Scotia,65 years and over,Female,Seniors in economic families,12,2.7
2017,Nova Scotia,Under 18 years,Both sexes,Persons in economic families,12,19.5
2017,Nova Scotia,Under 18 years,Both sexes,Persons in couple families with children,12,15.3
2017,Nova Scotia,Under 18 years,Both sexes,Persons in female lone-parent families,12,37.0
2017,Nova Scotia,18 to 64 years,Both sexes,Persons in economic families,12,10.6
2017,Nova Scotia,18 to 64 years,Male,Persons in economic families,12,9.3
2017,Nova Scotia,18 to 64 years,Female,Persons in economic families,12,11.7
2017,Nova Scotia,Total,Both sexes,Persons not in an economic family,12,33.4
2017,Nova Scotia,Total,Male,Persons not in an economic family,12,31.3
2017,Nova Scotia,Total,Female,Persons not in an economic family,12,35.4
2017,Nova Scotia,65 years and over,Both sexes,Seniors not in an economic family,12,18.0
2017,Nova Scotia,65 years and over,Male,Seniors not in an economic family,12,16.8
2017,Nova Scotia,65 years and over,Female,Seniors not in an economic family,12,18.6
2017,Nova Scotia,,Both sexes,Non-seniors not in an economic family,12,40.6
2017,Nova Scotia,,Male,Non-seniors not in an economic family,12,35.2
2017,Nova Scotia,,Female,Non-seniors not in an economic family,12,46.9
2018,Nova Scotia,Total,Both sexes,Total,12,13.8
2018,Nova Scotia,Under 18 years,Both sexes,Total,12,15.8
2018,Nova Scotia,18 to 64 years,Both sexes,Total,12,14.9
2018,Nova Scotia,65 years and over,Both sexes,Total,12,8.8
2018,Nova Scotia,Total,Male,Total,12,13.4
2018,Nova Scotia,Under 18 years,Male,Total,12,17.5
2018,Nova Scotia,18 to 64 years,Male,Total,12,14.5
2018,Nova Scotia,65 years and over,Male,Total,12,6.3
2018,Nova Scotia,Total,Female,Total,12,14.2
2018,Nova Scotia,Under 18 years,Female,Total,12,14.1
2018,Nova Scotia,18 to 64 years,Female,Total,12,15.3
2018,Nova Scotia,65 years and over,Female,Total,12,11.0
2018,Nova Scotia,Total,Both sexes,Persons in economic families,12,9.3
2018,Nova Scotia,Total,Male,Persons in economic families,12,9.2
2018,Nova Scotia,Total,Female,Persons in economic families,12,9.4
2018,Nova Scotia,65 years and over,Both sexes,Seniors in economic families,12,2.8
2018,Nova Scotia,65 years and over,Female,Seniors in economic families,12,3.8
2018,Nova Scotia,Under 18 years,Both sexes,Persons in economic families,12,15.7
2018,Nova Scotia,Under 18 years,Both sexes,Persons in couple families with children,12,10.2
2018,Nova Scotia,Under 18 years,Both sexes,Persons in female lone-parent families,12,38.4
2018,Nova Scotia,18 to 64 years,Both sexes,Persons in economic families,12,9.0
2018,Nova Scotia,18 to 64 years,Male,Persons in economic families,12,8.6
2018,Nova Scotia,18 to 64 years,Female,Persons in economic families,12,9.4
2018,Nova Scotia,Total,Both sexes,Persons not in an economic family,12,33.6
2018,Nova Scotia,Total,Male,Persons not in an economic family,12,32.7
2018,Nova Scotia,Total,Female,Persons not in an economic family,12,34.4
2018,Nova Scotia,65 years and over,Both sexes,Seniors not in an economic family,12,23.3
2018,Nova Scotia,65 years and over,Male,Seniors not in an economic family,12,21.6
2018,Nova Scotia,65 years and over,Female,Seniors not in an economic family,12,24.2
2018,Nova Scotia,,Both sexes,Non-seniors not in an economic family,12,38.5
2018,Nova Scotia,,Male,Non-seniors not in an economic family,12,36.3
2018,Nova Scotia,,Female,Non-seniors not in an economic family,12,41.1
2019,Nova Scotia,Total,Both sexes,Total,12,12.0
2019,Nova Scotia,Under 18 years,Both sexes,Total,12,10.9
2019,Nova Scotia,18 to 64 years,Both sexes,Total,12,13.6
2019,Nova Scotia,65 years and over,Both sexes,Total,12,8.0
2019,Nova Scotia,Total,Male,Total,12,10.7
2019,Nova Scotia,Under 18 years,Male,Total,12,11.3
2019,Nova Scotia,18 to 64 years,Male,Total,12,12.1
2019,Nova Scotia,65 years and over,Male,Total,12,6.0
2019,Nova Scotia,Total,Female,Total,12,13.2
2019,Nova Scotia,Under 18 years,Female,Total,12,10.5
2019,Nova Scotia,18 to 64 years,Female,Total,12,15.1
2019,Nova Scotia,65 years and over,Female,Total,12,9.8
2019,Nova Scotia,Total,Both sexes,Persons in economic families,12,7.7
2019,Nova Scotia,Total,Male,Persons in economic families,12,7.6
2019,Nova Scotia,Total,Female,Persons in economic families,12,7.7
2019,Nova Scotia,65 years and over,Both sexes,Seniors in economic families,12,4.1
2019,Nova Scotia,65 years and over,Female,Seniors in economic families,12,4.3
2019,Nova Scotia,Under 18 years,Both sexes,Persons in economic families,12,10.7
2019,Nova Scotia,Under 18 years,Both sexes,Persons in couple families with children,12,9.8
2019,Nova Scotia,Under 18 years,Both sexes,Persons in female lone-parent families,12,19.0
2019,Nova Scotia,18 to 64 years,Both sexes,Persons in economic families,12,7.6
2019,Nova Scotia,18 to 64 years,Male,Persons in economic families,12,7.5
2019,Nova Scotia,18 to 64 years,Female,Persons in economic families,12,7.8
2019,Nova Scotia,Total,Both sexes,Persons not in an economic family,12,31.0
2019,Nova Scotia,Total,Male,Persons not in an economic family,12,25.8
2019,Nova Scotia,Total,Female,Persons not in an economic family,12,35.2
2019,Nova Scotia,65 years and over,Both sexes,Seniors not in an economic family,12,17.1
2019,Nova Scotia,65 years and over,Male,Seniors not in an economic family,12,12.9
2019,Nova Scotia,65 years and over,Female,Seniors not in an economic family,12,19.5
2019,Nova Scotia,,Both sexes,Non-seniors not in an economic family,12,38.1
2019,Nova Scotia,,Male,Non-seniors not in an economic family,12,30.6
2019,Nova Scotia,,Female,Non-seniors not in an economic family,12,45.4
2020,Nova Scotia,Total,Both sexes,Total,12,7.7
2020,Nova Scotia,Under 18 years,Both sexes,Total,12,5.5
2020,Nova Scotia,18 to 64 years,Both sexes,Total,12,9.5
2020,Nova Scotia,65 years and over,Both sexes,Total,12,4.5
2020,Nova Scotia,Total,Male,Total,12,6.6
2020,Nova Scotia,Under 18 years,Male,Total,12,4.1
2020,Nova Scotia,18 to 64 years,Male,Total,12,8.3
2020,Nova Scotia,65 years and over,Male,Total,12,4.0
2020,Nova Scotia,Total,Female,Total,12,8.8
2020,Nova Scotia,Under 18 years,Female,Total,12,7.1
2020,Nova Scotia,18 to 64 years,Female,Total,12,10.6
2020,Nova Scotia,65 years and over,Female,Total,12,4.9
2020,Nova Scotia,Total,Both sexes,Persons in economic families,12,4.3
2020,Nova Scotia,Total,Male,Persons in economic families,12,3.6
2020,Nova Scotia,Total,Female,Persons in economic families,12,4.9
2020,Nova Scotia,65 years and over,Both sexes,Seniors in economic families,12,1.0
2020,Nova Scotia,Under 18 years,Both sexes,Persons in economic families,12,5.5
2020,Nova Scotia,Under 18 years,Both sexes,Persons in female lone-parent families,12,19.5
2020,Nova Scotia,18 to 64 years,Both sexes,Persons in economic families,12,4.8
2020,Nova Scotia,18 to 64 years,Male,Persons in economic families,12,4.2
2020,Nova Scotia,18 to 64 years,Female,Persons in economic families,12,5.3
2020,Nova Scotia,Total,Both sexes,Persons not in an economic family,12,22.8
2020,Nova Scotia,Total,Male,Persons not in an economic family,12,21.4
2020,Nova Scotia,Total,Female,Persons not in an economic family,12,24.0
2020,Nova Scotia,65 years and over,Both sexes,Seniors not in an economic family,12,12.6
2020,Nova Scotia,65 years and over,Male,Seniors not in an economic family,12,13.8
2020,Nova Scotia,65 years and over,Female,Seniors not in an economic family,12,12.0
2020,Nova Scotia,,Both sexes,Non-seniors not in an economic family,12,28.2
2020,Nova Scotia,,Male,Non-seniors not in an economic family,12,24.4
2020,Nova Scotia,,Female,Non-seniors not in an economic family,12,32.0
2021,Nova Scotia,Total,Both sexes,Total,12,8.6
2021,Nova Scotia,Under 18 years,Both sexes,Total,12,6.1
2021,Nova Scotia,18 to 64 years,Both sexes,Total,12,9.1
2021,Nova Scotia,65 years and over,Both sexes,Total,12,9.1
2021,Nova Scotia,Total,Male,Total,12,7.5
2021,Nova Scotia,Under 18 years,Male,Total,12,5.2
2021,Nova Scotia,18 to 64 years,Male,Total,12,7.9
2021,Nova Scotia,65 years and over,Male,Total,12,8.1
2021,Nova Scotia,Total,Female,Total,12,9.6
2021,Nova Scotia,Under 18 years,Female,Total,12,7.1
2021,Nova Scotia,18 to 64 years,Female,Total,12,10.2
2021,Nova Scotia,65 years and over,Female,Total,12,9.9
2021,Nova Scotia,Total,Both sexes,Persons in economic families,12,4.5
2021,Nova Scotia,Total,Male,Persons in economic families,12,4.1
2021,Nova Scotia,Total,Female,Persons in economic families,12,4.9
2021,Nova Scotia,Under 18 years,Both sexes,Persons in economic families,12,5.6
2021,Nova Scotia,Under 18 years,Both sexes,Persons in female lone-parent families,12,26.7
2021,Nova Scotia,18 to 64 years,Both sexes,Persons in economic families,12,4.6
2021,Nova Scotia,18 to 64 years,Male,Persons in economic families,12,3.9
2021,Nova Scotia,18 to 64 years,Female,Persons in economic families,12,5.1
2021,Nova Scotia,Total,Both sexes,Persons not in an economic family,12,26.1
2021,Nova Scotia,Total,Male,Persons not in an economic family,12,23.5
2021,Nova Scotia,Total,Female,Persons not in an economic family,12,28.2
2021,Nova Scotia,65 years and over,Both sexes,Seniors not in an economic family,12,23.7
2021,Nova Scotia,65 years and over,Male,Seniors not in an economic family,12,26.3
2021,Nova Scotia,65 years and over,Female,Seniors not in an economic family,12,22.4
2021,Nova Scotia,,Both sexes,Non-seniors not in an economic family,12,27.3
2021,Nova Scotia,,Male,Non-seniors not in an economic family,12,22.6
2021,Nova Scotia,,Female,Non-seniors not in an economic family,12,32.2
2022,Nova Scotia,Total,Both sexes,Total,12,13.1
2022,Nova Scotia,Under 18 years,Both sexes,Total,12,14.0
2022,Nova Scotia,18 to 64 years,Both sexes,Total,12,13.8
2022,Nova Scotia,65 years and over,Both sexes,Total,12,10.4
2022,Nova Scotia,Total,Male,Total,12,13.0
2022,Nova Scotia,Under 18 years,Male,Total,12,14.9
2022,Nova Scotia,18 to 64 years,Male,Total,12,13.7
2022,Nova Scotia,65 years and over,Male,Total,12,9.3
2022,Nova Scotia,Total,Female,Total,12,13.2
2022,Nova Scotia,Under 18 years,Female,Total,12,13.1
2022,Nova Scotia,18 to 64 years,Female,Total,12,13.9
2022,Nova Scotia,65 years and over,Female,Total,12,11.3
2022,Nova Scotia,Total,Both sexes,Persons in economic families,12,8.5
