Year,Geography,Economic family type,Value
2015,Saskatchewan,Economic families and persons not in an economic family,63900.0
2016,Saskatchewan,Economic families and persons not in an economic family,63200.0
2017,Saskatchewan,Economic families and persons not in an economic family,63900.0
2018,Saskatchewan,Economic families and persons not in an economic family,63100.0
2019,Saskatchewan,Economic families and persons not in an economic family,62700.0
2010,Saskatchewan,Economic families,82200.0
2011,Saskatchewan,Economic families,85800.0
2012,Saskatchewan,Economic families,87200.0
2013,Saskatchewan,Economic families,86700.0
2014,Saskatchewan,Economic families,91200.0
2015,Saskatchewan,Economic families,90100.0
2016,Saskatchewan,Economic families,87300.0
2017,Saskatchewan,Economic families,89900.0
2018,Saskatchewan,Economic families,87400.0
2019,Saskatchewan,Economic families,86000.0
2010,Saskatchewan,Elderly families,53600.0
2011,Saskatchewan,Elderly families,54800.0
2012,Saskatchewan,Elderly families,63000.0
2013,Saskatchewan,Elderly families,60000.0
2014,Saskatchewan,Elderly families,66400.0
2015,Saskatchewan,Elderly families,63200.0
2016,Saskatchewan,Elderly families,66900.0
2017,Saskatchewan,Elderly families,63900.0
2018,Saskatchewan,Elderly families,66300.0
2019,Saskatchewan,Elderly families,70300.0
2010,Saskatchewan,Elderly couples,54200.0
2011,Saskatchewan,Elderly couples,56500.0
2012,Saskatchewan,Elderly couples,60900.0
2013,Saskatchewan,Elderly couples,60400.0
2014,Saskatchewan,Elderly couples,66400.0
2015,Saskatchewan,Elderly couples,62400.0
2016,Saskatchewan,Elderly couples,67400.0
2017,Saskatchewan,Elderly couples,63700.0
2018,Saskatchewan,Elderly couples,66300.0
2019,Saskatchewan,Elderly couples,69300.0
2010,Saskatchewan,Other elderly families,48300.0
2011,Saskatchewan,Other elderly families,49900.0
2012,Saskatchewan,Other elderly families,82000.0
2013,Saskatchewan,Other elderly families,55300.0
2014,Saskatchewan,Other elderly families,69400.0
2015,Saskatchewan,Other elderly families,79000.0
2016,Saskatchewan,Other elderly families,62900.0
2017,Saskatchewan,Other elderly families,70400.0
2018,Saskatchewan,Other elderly families,68100.0
2019,Saskatchewan,Other elderly families,98000.0
2010,Saskatchewan,Non-elderly families,89400.0
2011,Saskatchewan,Non-elderly families,92900.0
2012,Saskatchewan,Non-elderly families,93300.0
2013,Saskatchewan,Non-elderly families,94900.0
2014,Saskatchewan,Non-elderly families,98700.0
2015,Saskatchewan,Non-elderly families,95600.0
2016,Saskatchewan,Non-elderly families,93600.0
2017,Saskatchewan,Non-elderly families,97500.0
2018,Saskatchewan,Non-elderly families,94700.0
2019,Saskatchewan,Non-elderly families,90500.0
2010,Saskatchewan,Couples,83000.0
2011,Saskatchewan,Couples,87900.0
2012,Saskatchewan,Couples,89600.0
2013,Saskatchewan,Couples,88900.0
2014,Saskatchewan,Couples,91200.0
2015,Saskatchewan,Couples,84600.0
2016,Saskatchewan,Couples,85700.0
2017,Saskatchewan,Couples,92700.0
2018,Saskatchewan,Couples,88200.0
2019,Saskatchewan,Couples,79100.0
2010,Saskatchewan,Couples with children,100300.0
2011,Saskatchewan,Couples with children,96700.0
2012,Saskatchewan,Couples with children,97000.0
2013,Saskatchewan,Couples with children,102800.0
2014,Saskatchewan,Couples with children,105600.0
2015,Saskatchewan,Couples with children,104300.0
2016,Saskatchewan,Couples with children,104900.0
2017,Saskatchewan,Couples with children,106600.0
2018,Saskatchewan,Couples with children,104000.0
2019,Saskatchewan,Couples with children,101100.0
2010,Saskatchewan,Couples with other relatives,121200.0
2011,Saskatchewan,Couples with other relatives,134000.0
2012,Saskatchewan,Couples with other relatives,137700.0
2013,Saskatchewan,Couples with other relatives,131700.0
2014,Saskatchewan,Couples with other relatives,134500.0
2015,Saskatchewan,Couples with other relatives,132000.0
2016,Saskatchewan,Couples with other relatives,130700.0
2017,Saskatchewan,Couples with other relatives,125400.0
2018,Saskatchewan,Couples with other relatives,138500.0
2019,Saskatchewan,Couples with other relatives,142600.0
2010,Saskatchewan,Lone-parent families,41400.0
2011,Saskatchewan,Lone-parent families,41100.0
2012,Saskatchewan,Lone-parent families,44800.0
2013,Saskatchewan,Lone-parent families,48100.0
2014,Saskatchewan,Lone-parent families,52700.0
2015,Saskatchewan,Lone-parent families,48000.0
2016,Saskatchewan,Lone-parent families,56900.0
2017,Saskatchewan,Lone-parent families,46200.0
2018,Saskatchewan,Lone-parent families,45300.0
2019,Saskatchewan,Lone-parent families,53900.0
2010,Saskatchewan,Male lone-parent families,
2011,Saskatchewan,Male lone-parent families,
2012,Saskatchewan,Male lone-parent families,
2013,Saskatchewan,Male lone-parent families,
2014,Saskatchewan,Male lone-parent families,
2015,Saskatchewan,Male lone-parent families,
2016,Saskatchewan,Male lone-parent families,87900.0
2017,Saskatchewan,Male lone-parent families,71400.0
2018,Saskatchewan,Male lone-parent families,60400.0
2019,Saskatchewan,Male lone-parent families,
2010,Saskatchewan,Female lone-parent families,41200.0
2011,Saskatchewan,Female lone-parent families,39800.0
2012,Saskatchewan,Female lone-parent families,43900.0
2013,Saskatchewan,Female lone-parent families,48100.0
2014,Saskatchewan,Female lone-parent families,48200.0
2015,Saskatchewan,Female lone-parent families,45100.0
2016,Saskatchewan,Female lone-parent families,49800.0
2017,Saskatchewan,Female lone-parent families,43500.0
2018,Saskatchewan,Female lone-parent families,40200.0
2019,Saskatchewan,Female lone-parent families,53800.0
2010,Saskatchewan,Other non-elderly families,63600.0
2011,Saskatchewan,Other non-elderly families,87100.0
2012,Saskatchewan,Other non-elderly families,88900.0
2013,Saskatchewan,Other non-elderly families,79100.0
2014,Saskatchewan,Other non-elderly families,77400.0
2015,Saskatchewan,Other non-elderly families,87300.0
2016,Saskatchewan,Other non-elderly families,80400.0
2017,Saskatchewan,Other non-elderly families,81400.0
2018,Saskatchewan,Other non-elderly families,75900.0
2019,Saskatchewan,Other non-elderly families,72800.0
2010,Saskatchewan,Persons not in an economic family,30000.0
2011,Saskatchewan,Persons not in an economic family,32700.0
2012,Saskatchewan,Persons not in an economic family,35100.0
2013,Saskatchewan,Persons not in an economic family,33300.0
2014,Saskatchewan,Persons not in an economic family,33600.0
2015,Saskatchewan,Persons not in an economic family,36100.0
2016,Saskatchewan,Persons not in an economic family,32400.0
2017,Saskatchewan,Persons not in an economic family,32100.0
2018,Saskatchewan,Persons not in an economic family,32300.0
2019,Saskatchewan,Persons not in an economic family,32500.0
2010,Saskatchewan,Elderly persons not in an economic family,25500.0
2011,Saskatchewan,Elderly persons not in an economic family,27600.0
2012,Saskatchewan,Elderly persons not in an economic family,25800.0
2013,Saskatchewan,Elderly persons not in an economic family,28300.0
2014,Saskatchewan,Elderly persons not in an economic family,28500.0
2015,Saskatchewan,Elderly persons not in an economic family,31600.0
2016,Saskatchewan,Elderly persons not in an economic family,27000.0
2017,Saskatchewan,Elderly persons not in an economic family,29100.0
2018,Saskatchewan,Elderly persons not in an economic family,30500.0
2019,Saskatchewan,Elderly persons not in an economic family,31400.0
2010,Saskatchewan,Elderly males not in an economic family,28800.0
2011,Saskatchewan,Elderly males not in an economic family,32200.0
2012,Saskatchewan,Elderly males not in an economic family,34900.0
2013,Saskatchewan,Elderly males not in an economic family,31200.0
2014,Saskatchewan,Elderly males not in an economic family,32800.0
2015,Saskatchewan,Elderly males not in an economic family,35200.0
2016,Saskatchewan,Elderly males not in an economic family,25000.0
2017,Saskatchewan,Elderly males not in an economic family,29800.0
2018,Saskatchewan,Elderly males not in an economic family,31600.0
2019,Saskatchewan,Elderly males not in an economic family,33600.0
2010,Saskatchewan,Elderly females not in an economic family,23800.0
2011,Saskatchewan,Elderly females not in an economic family,26200.0
2012,Saskatchewan,Elderly females not in an economic family,24700.0
2013,Saskatchewan,Elderly females not in an economic family,26500.0
2014,Saskatchewan,Elderly females not in an economic family,27800.0
2015,Saskatchewan,Elderly females not in an economic family,30900.0
2016,Saskatchewan,Elderly females not in an economic family,28200.0
2017,Saskatchewan,Elderly females not in an economic family,28600.0
2018,Saskatchewan,Elderly females not in an economic family,29400.0
2019,Saskatchewan,Elderly females not in an economic family,30800.0
2010,Saskatchewan,Non-elderly persons not in an economic family,33800.0
2011,Saskatchewan,Non-elderly persons not in an economic family,35400.0
2012,Saskatchewan,Non-elderly persons not in an economic family,38000.0
2013,Saskatchewan,Non-elderly persons not in an economic family,37700.0
2014,Saskatchewan,Non-elderly persons not in an economic family,38300.0
2015,Saskatchewan,Non-elderly persons not in an economic family,38600.0
2016,Saskatchewan,Non-elderly persons not in an economic family,35200.0
2017,Saskatchewan,Non-elderly persons not in an economic family,33700.0
2018,Saskatchewan,Non-elderly persons not in an economic family,33400.0
2019,Saskatchewan,Non-elderly persons not in an economic family,33500.0
2010,Saskatchewan,Non-elderly males not in an economic family,36600.0
2011,Saskatchewan,Non-elderly males not in an economic family,38400.0
2012,Saskatchewan,Non-elderly males not in an economic family,39900.0
2013,Saskatchewan,Non-elderly males not in an economic family,40300.0
2014,Saskatchewan,Non-elderly males not in an economic family,39500.0
2015,Saskatchewan,Non-elderly males not in an economic family,41200.0
2016,Saskatchewan,Non-elderly males not in an economic family,38700.0
2017,Saskatchewan,Non-elderly males not in an economic family,33700.0
2018,Saskatchewan,Non-elderly males not in an economic family,37600.0
2019,Saskatchewan,Non-elderly males not in an economic family,33700.0
2010,Saskatchewan,Non-elderly females not in an economic family,29900.0
2011,Saskatchewan,Non-elderly females not in an economic family,31900.0
2012,Saskatchewan,Non-elderly females not in an economic family,35900.0
2013,Saskatchewan,Non-elderly females not in an economic family,33800.0
2014,Saskatchewan,Non-elderly females not in an economic family,35000.0
2015,Saskatchewan,Non-elderly females not in an economic family,33400.0
2016,Saskatchewan,Non-elderly females not in an economic family,29500.0
2017,Saskatchewan,Non-elderly females not in an economic family,33300.0
2018,Saskatchewan,Non-elderly females not in an economic family,29500.0
2019,Saskatchewan,Non-elderly females not in an economic family,32300.0
2010,Alberta,Economic families and persons not in an economic family,69900.0
2011,Alberta,Economic families and persons not in an economic family,69900.0
2012,Alberta,Economic families and persons not in an economic family,74900.0
2013,Alberta,Economic families and persons not in an economic family,76800.0
2014,Alberta,Economic families and persons not in an economic family,77400.0
2015,Alberta,Economic families and persons not in an economic family,76600.0
2016,Alberta,Economic families and persons not in an economic family,74300.0
2017,Alberta,Economic families and persons not in an economic family,73300.0
2018,Alberta,Economic families and persons not in an economic family,74100.0
2019,Alberta,Economic families and persons not in an economic family,72500.0
2010,Alberta,Economic families,93300.0
2011,Alberta,Economic families,96000.0
2012,Alberta,Economic families,101800.0
2013,Alberta,Economic families,101400.0
2014,Alberta,Economic families,101200.0
2015,Alberta,Economic families,102600.0
2016,Alberta,Economic families,98300.0
2017,Alberta,Economic families,102000.0
2018,Alberta,Economic families,100300.0
2019,Alberta,Economic families,99400.0
2010,Alberta,Elderly families,59600.0
2011,Alberta,Elderly families,66100.0
2012,Alberta,Elderly families,72300.0
2013,Alberta,Elderly families,66500.0
2014,Alberta,Elderly families,70200.0
2015,Alberta,Elderly families,68600.0
2016,Alberta,Elderly families,71700.0
2017,Alberta,Elderly families,71700.0
2018,Alberta,Elderly families,67500.0
2019,Alberta,Elderly families,71400.0
2010,Alberta,Elderly couples,57800.0
2011,Alberta,Elderly couples,64700.0
2012,Alberta,Elderly couples,69500.0
2013,Alberta,Elderly couples,64000.0
2014,Alberta,Elderly couples,69600.0
2015,Alberta,Elderly couples,67700.0
2016,Alberta,Elderly couples,69700.0
2017,Alberta,Elderly couples,68800.0
2018,Alberta,Elderly couples,67000.0
2019,Alberta,Elderly couples,71700.0
2010,Alberta,Other elderly families,61100.0
2011,Alberta,Other elderly families,68600.0
2012,Alberta,Other elderly families,78900.0
2013,Alberta,Other elderly families,90400.0
2014,Alberta,Other elderly families,70200.0
2015,Alberta,Other elderly families,72500.0
2016,Alberta,Other elderly families,95600.0
2017,Alberta,Other elderly families,97000.0
2018,Alberta,Other elderly families,75200.0
2019,Alberta,Other elderly families,67400.0
2010,Alberta,Non-elderly families,98900.0
2011,Alberta,Non-elderly families,101100.0
2012,Alberta,Non-elderly families,108300.0
2013,Alberta,Non-elderly families,108700.0
2014,Alberta,Non-elderly families,104900.0
2015,Alberta,Non-elderly families,108000.0
2016,Alberta,Non-elderly families,104900.0
2017,Alberta,Non-elderly families,107900.0
2018,Alberta,Non-elderly families,108800.0
2019,Alberta,Non-elderly families,108400.0
2010,Alberta,Couples,95400.0
2011,Alberta,Couples,100300.0
2012,Alberta,Couples,101800.0
2013,Alberta,Couples,96900.0
2014,Alberta,Couples,97500.0
2015,Alberta,Couples,105600.0
2016,Alberta,Couples,89400.0
2017,Alberta,Couples,95000.0
2018,Alberta,Couples,99500.0
2019,Alberta,Couples,92900.0
2010,Alberta,Couples with children,104300.0
2011,Alberta,Couples with children,108300.0
2012,Alberta,Couples with children,114400.0
2013,Alberta,Couples with children,118200.0
2014,Alberta,Couples with children,110000.0
2015,Alberta,Couples with children,113500.0
2016,Alberta,Couples with children,110100.0
2017,Alberta,Couples with children,111200.0
2018,Alberta,Couples with children,119500.0
2019,Alberta,Couples with children,117000.0
2010,Alberta,Couples with other relatives,151200.0
2011,Alberta,Couples with other relatives,142400.0
2012,Alberta,Couples with other relatives,137100.0
2013,Alberta,Couples with other relatives,160600.0
2014,Alberta,Couples with other relatives,152900.0
2015,Alberta,Couples with other relatives,147500.0
2016,Alberta,Couples with other relatives,150500.0
2017,Alberta,Couples with other relatives,144200.0
2018,Alberta,Couples with other relatives,132700.0
2019,Alberta,Couples with other relatives,155500.0
2010,Alberta,Lone-parent families,48700.0
2011,Alberta,Lone-parent families,50700.0
2012,Alberta,Lone-parent families,58700.0
2013,Alberta,Lone-parent families,54100.0
2014,Alberta,Lone-parent families,59000.0
2015,Alberta,Lone-parent families,59400.0
2016,Alberta,Lone-parent families,74900.0
2017,Alberta,Lone-parent families,63100.0
2018,Alberta,Lone-parent families,65400.0
2019,Alberta,Lone-parent families,74000.0
2010,Alberta,Male lone-parent families,79800.0
2011,Alberta,Male lone-parent families,67800.0
2012,Alberta,Male lone-parent families,72400.0
2013,Alberta,Male lone-parent families,
2014,Alberta,Male lone-parent families,
2015,Alberta,Male lone-parent families,81300.0
2016,Alberta,Male lone-parent families,81000.0
2017,Alberta,Male lone-parent families,76500.0
2018,Alberta,Male lone-parent families,81700.0
2019,Alberta,Male lone-parent families,80700.0
2010,Alberta,Female lone-parent families,44000.0
2011,Alberta,Female lone-parent families,47900.0
2012,Alberta,Female lone-parent families,56600.0
2013,Alberta,Female lone-parent families,54600.0
2014,Alberta,Female lone-parent families,58000.0
2015,Alberta,Female lone-parent families,52800.0
2016,Alberta,Female lone-parent families,58400.0
2017,Alberta,Female lone-parent families,54400.0
2018,Alberta,Female lone-parent families,63600.0
2019,Alberta,Female lone-parent families,68800.0
2010,Alberta,Other non-elderly families,78900.0
2011,Alberta,Other non-elderly families,80600.0
2012,Alberta,Other non-elderly families,95600.0
2013,Alberta,Other non-elderly families,89000.0
2014,Alberta,Other non-elderly families,101100.0
2015,Alberta,Other non-elderly families,91000.0
2016,Alberta,Other non-elderly families,99400.0
2017,Alberta,Other non-elderly families,96700.0
2018,Alberta,Other non-elderly families,89200.0
2019,Alberta,Other non-elderly families,81200.0
2010,Alberta,Persons not in an economic family,38000.0
2011,Alberta,Persons not in an economic family,36100.0
2012,Alberta,Persons not in an economic family,38900.0
2013,Alberta,Persons not in an economic family,39400.0
2014,Alberta,Persons not in an economic family,39800.0
2015,Alberta,Persons not in an economic family,40200.0
2016,Alberta,Persons not in an economic family,36400.0
2017,Alberta,Persons not in an economic family,38100.0
2018,Alberta,Persons not in an economic family,36500.0
2019,Alberta,Persons not in an economic family,37500.0
2010,Alberta,Elderly persons not in an economic family,28500.0
2011,Alberta,Elderly persons not in an economic family,29600.0
2012,Alberta,Elderly persons not in an economic family,29800.0
2013,Alberta,Elderly persons not in an economic family,27700.0
2014,Alberta,Elderly persons not in an economic family,32800.0
2015,Alberta,Elderly persons not in an economic family,33400.0
2016,Alberta,Elderly persons not in an economic family,27200.0
2017,Alberta,Elderly persons not in an economic family,32000.0
2018,Alberta,Elderly persons not in an economic family,32300.0
2019,Alberta,Elderly persons not in an economic family,30700.0
2010,Alberta,Elderly males not in an economic family,30100.0
2011,Alberta,Elderly males not in an economic family,35000.0
2012,Alberta,Elderly males not in an economic family,34900.0
2013,Alberta,Elderly males not in an economic family,28900.0
2014,Alberta,Elderly males not in an economic family,44600.0
2015,Alberta,Elderly males not in an economic family,36800.0
2016,Alberta,Elderly males not in an economic family,26700.0
2017,Alberta,Elderly males not in an economic family,31600.0
2018,Alberta,Elderly males not in an economic family,33800.0
2019,Alberta,Elderly males not in an economic family,31200.0
2010,Alberta,Elderly females not in an economic family,28500.0
2011,Alberta,Elderly females not in an economic family,28500.0
2012,Alberta,Elderly females not in an economic family,29300.0
2013,Alberta,Elderly females not in an economic family,27200.0
2014,Alberta,Elderly females not in an economic family,31700.0
2015,Alberta,Elderly females not in an economic family,31000.0
2016,Alberta,Elderly females not in an economic family,27400.0
2017,Alberta,Elderly females not in an economic family,32900.0
2018,Alberta,Elderly females not in an economic family,31000.0
2019,Alberta,Elderly females not in an economic family,30400.0
2010,Alberta,Non-elderly persons not in an economic family,41900.0
2011,Alberta,Non-elderly persons not in an economic family,38300.0
2012,Alberta,Non-elderly persons not in an economic family,42400.0
2013,Alberta,Non-elderly persons not in an economic family,43100.0
2014,Alberta,Non-elderly persons not in an economic family,42600.0
2015,Alberta,Non-elderly persons not in an economic family,42300.0
2016,Alberta,Non-elderly persons not in an economic family,41100.0
2017,Alberta,Non-elderly persons not in an economic family,39900.0
2018,Alberta,Non-elderly persons not in an economic family,38000.0
2019,Alberta,Non-elderly persons not in an economic family,39200.0
2010,Alberta,Non-elderly males not in an economic family,46700.0
2011,Alberta,Non-elderly males not in an economic family,39800.0
2012,Alberta,Non-elderly males not in an economic family,45000.0
2013,Alberta,Non-elderly males not in an economic family,48000.0
2014,Alberta,Non-elderly males not in an economic family,48200.0
2015,Alberta,Non-elderly males not in an economic family,47300.0
2016,Alberta,Non-elderly males not in an economic family,45900.0
2017,Alberta,Non-elderly males not in an economic family,43200.0
2018,Alberta,Non-elderly males not in an economic family,40000.0
2019,Alberta,Non-elderly males not in an economic family,43600.0
2010,Alberta,Non-elderly females not in an economic family,36600.0
2011,Alberta,Non-elderly females not in an economic family,32600.0
2012,Alberta,Non-elderly females not in an economic family,37600.0
2013,Alberta,Non-elderly females not in an economic family,38600.0
2014,Alberta,Non-elderly females not in an economic family,33600.0
2015,Alberta,Non-elderly females not in an economic family,37300.0
2016,Alberta,Non-elderly females not in an economic family,36400.0
2017,Alberta,Non-elderly females not in an economic family,35900.0
2018,Alberta,Non-elderly females not in an economic family,36000.0
2019,Alberta,Non-elderly females not in an economic family,37500.0
2010,British Columbia,Economic families and persons not in an economic family,56200.0
2011,British Columbia,Economic families and persons not in an economic family,55200.0
2012,British Columbia,Economic families and persons not in an economic family,57000.0
2013,British Columbia,Economic families and persons not in an economic family,59700.0
2014,British Columbia,Economic families and persons not in an economic family,59300.0
2015,British Columbia,Economic families and persons not in an economic family,59800.0
2016,British Columbia,Economic families and persons not in an economic family,60200.0
2017,British Columbia,Economic families and persons not in an economic family,64800.0
2018,British Columbia,Economic families and persons not in an economic family,63200.0
2019,British Columbia,Economic families and persons not in an economic family,65700.0
2010,British Columbia,Economic families,80100.0
2011,British Columbia,Economic families,80900.0
2012,British Columbia,Economic families,81300.0
2013,British Columbia,Economic families,82300.0
2014,British Columbia,Economic families,83800.0
2015,British Columbia,Economic families,85400.0
2016,British Columbia,Economic families,87000.0
2017,British Columbia,Economic families,88000.0
2018,British Columbia,Economic families,92100.0
2019,British Columbia,Economic families,90100.0
2010,British Columbia,Elderly families,58100.0
2011,British Columbia,Elderly families,58700.0
2012,British Columbia,Elderly families,60900.0
2013,British Columbia,Elderly families,63500.0
2014,British Columbia,Elderly families,59800.0
2015,British Columbia,Elderly families,64000.0
2016,British Columbia,Elderly families,65600.0
2017,British Columbia,Elderly families,69400.0
2018,British Columbia,Elderly families,71300.0
2019,British Columbia,Elderly families,68500.0
2010,British Columbia,Elderly couples,58200.0
2011,British Columbia,Elderly couples,58300.0
2012,British Columbia,Elderly couples,60200.0
2013,British Columbia,Elderly couples,63400.0
2014,British Columbia,Elderly couples,59800.0
2015,British Columbia,Elderly couples,64700.0
2016,British Columbia,Elderly couples,66500.0
2017,British Columbia,Elderly couples,67500.0
2018,British Columbia,Elderly couples,68600.0
2019,British Columbia,Elderly couples,68800.0
2010,British Columbia,Other elderly families,55100.0
2011,British Columbia,Other elderly families,71700.0
2012,British Columbia,Other elderly families,64300.0
2013,British Columbia,Other elderly families,64300.0
2014,British Columbia,Other elderly families,62900.0
2015,British Columbia,Other elderly families,62900.0
2016,British Columbia,Other elderly families,62700.0
2017,British Columbia,Other elderly families,72100.0
2018,British Columbia,Other elderly families,92300.0
2019,British Columbia,Other elderly families,67100.0
2010,British Columbia,Non-elderly families,86300.0
2011,British Columbia,Non-elderly families,88200.0
2012,British Columbia,Non-elderly families,88100.0
2013,British Columbia,Non-elderly families,87700.0
2014,British Columbia,Non-elderly families,91800.0
2015,British Columbia,Non-elderly families,95700.0
2016,British Columbia,Non-elderly families,92200.0
2017,British Columbia,Non-elderly families,94800.0
2018,British Columbia,Non-elderly families,99200.0
2019,British Columbia,Non-elderly families,96200.0
2010,British Columbia,Couples,85000.0
2011,British Columbia,Couples,83200.0
2012,British Columbia,Couples,80800.0
2013,British Columbia,Couples,82900.0
2014,British Columbia,Couples,80200.0
2015,British Columbia,Couples,89800.0
2016,British Columbia,Couples,84400.0
2017,British Columbia,Couples,87900.0
2018,British Columbia,Couples,90800.0
2019,British Columbia,Couples,90000.0
2010,British Columbia,Couples with children,94700.0
2011,British Columbia,Couples with children,98200.0
2012,British Columbia,Couples with children,95900.0
2013,British Columbia,Couples with children,96700.0
2014,British Columbia,Couples with children,106100.0
2015,British Columbia,Couples with children,104500.0
2016,British Columbia,Couples with children,104800.0
2017,British Columbia,Couples with children,106600.0
2018,British Columbia,Couples with children,110700.0
2019,British Columbia,Couples with children,104700.0
2010,British Columbia,Couples with other relatives,124600.0
2011,British Columbia,Couples with other relatives,124000.0
2012,British Columbia,Couples with other relatives,131300.0
2013,British Columbia,Couples with other relatives,128900.0
2014,British Columbia,Couples with other relatives,116900.0
2015,British Columbia,Couples with other relatives,129300.0
2016,British Columbia,Couples with other relatives,131600.0
2017,British Columbia,Couples with other relatives,132300.0
2018,British Columbia,Couples with other relatives,130700.0
2019,British Columbia,Couples with other relatives,136400.0
2010,British Columbia,Lone-parent families,46300.0
2011,British Columbia,Lone-parent families,34900.0
2012,British Columbia,Lone-parent families,47200.0
2013,British Columbia,Lone-parent families,46600.0
2014,British Columbia,Lone-parent families,46700.0
2015,British Columbia,Lone-parent families,55400.0
2016,British Columbia,Lone-parent families,40700.0
2017,British Columbia,Lone-parent families,54500.0
2018,British Columbia,Lone-parent families,60800.0
2019,British Columbia,Lone-parent families,55200.0
2010,British Columbia,Male lone-parent families,
2011,British Columbia,Male lone-parent families,
2012,British Columbia,Male lone-parent families,57900.0
2013,British Columbia,Male lone-parent families,60500.0
2014,British Columbia,Male lone-parent families,
2015,British Columbia,Male lone-parent families,65300.0
2016,British Columbia,Male lone-parent families,52500.0
2017,British Columbia,Male lone-parent families,61300.0
2018,British Columbia,Male lone-parent families,79100.0
2019,British Columbia,Male lone-parent families,55000.0
2010,British Columbia,Female lone-parent families,45800.0
2011,British Columbia,Female lone-parent families,31200.0
2012,British Columbia,Female lone-parent families,44100.0
2013,British Columbia,Female lone-parent families,41600.0
2014,British Columbia,Female lone-parent families,44700.0
2015,British Columbia,Female lone-parent families,51400.0
2016,British Columbia,Female lone-parent families,36200.0
2017,British Columbia,Female lone-parent families,51000.0
2018,British Columbia,Female lone-parent families,57800.0
2019,British Columbia,Female lone-parent families,55200.0
2010,British Columbia,Other non-elderly families,72800.0
2011,British Columbia,Other non-elderly families,66300.0
2012,British Columbia,Other non-elderly families,75800.0
2013,British Columbia,Other non-elderly families,78600.0
2014,British Columbia,Other non-elderly families,74200.0
2015,British Columbia,Other non-elderly families,64800.0
2016,British Columbia,Other non-elderly families,77000.0
2017,British Columbia,Other non-elderly families,71500.0
2018,British Columbia,Other non-elderly families,72500.0
2019,British Columbia,Other non-elderly families,85100.0
2010,British Columbia,Persons not in an economic family,28200.0
2011,British Columbia,Persons not in an economic family,26800.0
2012,British Columbia,Persons not in an economic family,28200.0
2013,British Columbia,Persons not in an economic family,31700.0
2014,British Columbia,Persons not in an economic family,32300.0
2015,British Columbia,Persons not in an economic family,26000.0
2016,British Columbia,Persons not in an economic family,30100.0
2017,British Columbia,Persons not in an economic family,31600.0
2018,British Columbia,Persons not in an economic family,33400.0
2019,British Columbia,Persons not in an economic family,32200.0
2010,British Columbia,Elderly persons not in an economic family,27400.0
2011,British Columbia,Elderly persons not in an economic family,28000.0
2012,British Columbia,Elderly persons not in an economic family,28700.0
2013,British Columbia,Elderly persons not in an economic family,31000.0
2014,British Columbia,Elderly persons not in an economic family,29000.0
2015,British Columbia,Elderly persons not in an economic family,26500.0
2016,British Columbia,Elderly persons not in an economic family,29300.0
2017,British Columbia,Elderly persons not in an economic family,30900.0
2018,British Columbia,Elderly persons not in an economic family,32800.0
2019,British Columbia,Elderly persons not in an economic family,33600.0
2010,British Columbia,Elderly males not in an economic family,34900.0
2011,British Columbia,Elderly males not in an economic family,28200.0
2012,British Columbia,Elderly males not in an economic family,30900.0
2013,British Columbia,Elderly males not in an economic family,33100.0
2014,British Columbia,Elderly males not in an economic family,33700.0
2015,British Columbia,Elderly males not in an economic family,24600.0
2016,British Columbia,Elderly males not in an economic family,31300.0
2017,British Columbia,Elderly males not in an economic family,36500.0
2018,British Columbia,Elderly males not in an economic family,34800.0
2019,British Columbia,Elderly males not in an economic family,39000.0
2010,British Columbia,Elderly females not in an economic family,25800.0
2011,British Columbia,Elderly females not in an economic family,27900.0
2012,British Columbia,Elderly females not in an economic family,27700.0
2013,British Columbia,Elderly females not in an economic family,29400.0
2014,British Columbia,Elderly females not in an economic family,28200.0
2015,British Columbia,Elderly females not in an economic family,26600.0
2016,British Columbia,Elderly females not in an economic family,29300.0
2017,British Columbia,Elderly females not in an economic family,29300.0
2018,British Columbia,Elderly females not in an economic family,32300.0
2019,British Columbia,Elderly females not in an economic family,29100.0
2010,British Columbia,Non-elderly persons not in an economic family,28500.0
2011,British Columbia,Non-elderly persons not in an economic family,26600.0
2012,British Columbia,Non-elderly persons not in an economic family,28000.0
2013,British Columbia,Non-elderly persons not in an economic family,32100.0
2014,British Columbia,Non-elderly persons not in an economic family,33500.0
2015,British Columbia,Non-elderly persons not in an economic family,25800.0
2016,British Columbia,Non-elderly persons not in an economic family,30700.0
2017,British Columbia,Non-elderly persons not in an economic family,32000.0
2018,British Columbia,Non-elderly persons not in an economic family,33500.0
2019,British Columbia,Non-elderly persons not in an economic family,32200.0
2010,British Columbia,Non-elderly males not in an economic family,30000.0
2011,British Columbia,Non-elderly males not in an economic family,26400.0
2012,British Columbia,Non-elderly males not in an economic family,29200.0
2013,British Columbia,Non-elderly males not in an economic family,34200.0
2014,British Columbia,Non-elderly males not in an economic family,34000.0
2015,British Columbia,Non-elderly males not in an economic family,26000.0
2016,British Columbia,Non-elderly males not in an economic family,31300.0
2017,British Columbia,Non-elderly males not in an economic family,35800.0
2018,British Columbia,Non-elderly males not in an economic family,35100.0
2019,British Columbia,Non-elderly males not in an economic family,35600.0
2010,British Columbia,Non-elderly females not in an economic family,25200.0
2011,British Columbia,Non-elderly females not in an economic family,27400.0
2012,British Columbia,Non-elderly females not in an economic family,27900.0
2013,British Columbia,Non-elderly females not in an economic family,30000.0
