Year,Géographie,Industrie,Taille de l'entreprise,Innovations offrant des avantages pour l'environnement,GeoCode,Value
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,37.9
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,21.6
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,2.8
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,2.9
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,24.7
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.6
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,10.6
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,9.4
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,3.8
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,21.3
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,8.2
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,15.5
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,2.5
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,2.8
2017/2019,Reste du Canada,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,7.3
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,39.9
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,22.8
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,20.7
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,15.0
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,25.0
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,5.0
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,20.6
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,17.4
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,14.8
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,29.1
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,18.3
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,21.5
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,12.5
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,11.1
2020/2022,Canada,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,9.7
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Innovations offrant des avantages quelconques pour l'environnement,,45.4
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,39.0
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,22.6
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,19.9
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,14.7
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,24.4
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,5.0
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,19.5
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,17.0
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Réduction des émissions de gaz à effet de serre,,13.8
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,28.7
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,18.4
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,21.5
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,12.4
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,10.7
2020/2022,Canada,"Total, toutes les industries sondées",Petites entreprises (20 à 99 employés),Innovations soutenant d'autres avantages environnementaux,,9.5
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Innovations offrant des avantages quelconques pour l'environnement,,47.7
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,41.9
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,22.0
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,21.0
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,14.4
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,26.0
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,3.3
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,21.5
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,16.6
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Réduction des émissions de gaz à effet de serre,,15.0
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,28.1
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,16.0
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,20.0
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,12.4
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,11.9
2020/2022,Canada,"Total, toutes les industries sondées",Entreprises moyennes (100 à 249 employés),Innovations soutenant d'autres avantages environnementaux,,10.1
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Innovations offrant des avantages quelconques pour l'environnement,,58.9
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,48.9
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,27.7
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,31.2
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,19.6
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,31.2
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,7.5
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,33.4
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,24.2
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Réduction des émissions de gaz à effet de serre,,27.2
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,36.4
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,21.0
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,24.6
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,13.4
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,15.9
2020/2022,Canada,"Total, toutes les industries sondées",Grandes entreprises (250 employés et plus),Innovations soutenant d'autres avantages environnementaux,,11.8
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,54.7
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,50.2
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,35.1
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,31.2
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,13.2
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,20.4
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,8.9
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,28.0
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,25.6
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,22.1
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,18.8
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,10.2
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,12.7
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,10.3
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,8.9
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,11.4
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Innovations offrant des avantages quelconques pour l'environnement,,50.4
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,46.0
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,33.7
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,26.7
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,9.8
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,16.2
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,8.4
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,24.7
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,24.2
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Réduction des émissions de gaz à effet de serre,,19.0
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,15.9
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,9.5
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,10.6
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,8.4
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,8.2
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Petites entreprises (20 à 99 employés),Innovations soutenant d'autres avantages environnementaux,,10.0
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Innovations offrant des avantages quelconques pour l'environnement,,86.2
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,78.7
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,50.2
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,64.8
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,36.7
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,54.5
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,13.7
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,45.0
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,31.9
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Réduction des émissions de gaz à effet de serre,,39.4
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,42.9
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,10.1
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,26.4
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,26.6
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,9.3
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Entreprises moyennes (100 à 249 employés),Innovations soutenant d'autres avantages environnementaux,,23.6
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Innovations offrant des avantages quelconques pour l'environnement,,86.9
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,86.9
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,34.2
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,61.6
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,40.6
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,45.8
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,8.6
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,65.9
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,44.0
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Réduction des émissions de gaz à effet de serre,,57.7
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,35.5
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,25.1
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,32.4
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,17.6
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,23.1
2020/2022,Canada,"Agriculture, foresterie, pêche et chasse",Grandes entreprises (250 employés et plus),Innovations soutenant d'autres avantages environnementaux,,17.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,64.4
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,54.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,27.4
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,27.7
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,21.5
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,36.5
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,5.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,43.4
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,39.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,34.0
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,39.7
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,23.5
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,25.6
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,23.9
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,25.7
2020/2022,Canada,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,17.7
2020/2022,Canada,Extraction minière et de pétrole et de gaz,Petites entreprises (20 à 99 employés),Innovations offrant des avantages quelconques pour l'environnement,,60.7
