Year,data.Geography,data.Activity group,data.Age,data.Sex,Value
2015,data.British Columbia,data.Shopping for goods or services,data.15 to 24 years,data.Both sexes,2.5
2015,data.British Columbia,data.Shopping for goods or services,data.15 to 24 years,data.Male,
2015,data.British Columbia,data.Shopping for goods or services,data.15 to 24 years,data.Female,3.8
2015,data.British Columbia,data.Shopping for goods or services,data.25 to 54 years,data.Both sexes,1.7
2015,data.British Columbia,data.Shopping for goods or services,data.25 to 54 years,data.Male,1.3
2015,data.British Columbia,data.Shopping for goods or services,data.25 to 54 years,data.Female,2.1
2015,data.British Columbia,data.Shopping for goods or services,data.25 to 34 years,data.Both sexes,1.7
2015,data.British Columbia,data.Shopping for goods or services,data.25 to 34 years,data.Male,1.3
2015,data.British Columbia,data.Shopping for goods or services,data.25 to 34 years,data.Female,1.7
2015,data.British Columbia,data.Shopping for goods or services,data.35 to 44 years,data.Both sexes,1.7
2015,data.British Columbia,data.Shopping for goods or services,data.35 to 44 years,data.Male,0.8
2015,data.British Columbia,data.Shopping for goods or services,data.35 to 44 years,data.Female,2.1
2015,data.British Columbia,data.Shopping for goods or services,data.45 to 54 years,data.Both sexes,2.1
2015,data.British Columbia,data.Shopping for goods or services,data.45 to 54 years,data.Male,2.1
2015,data.British Columbia,data.Shopping for goods or services,data.45 to 54 years,data.Female,2.5
2015,data.British Columbia,data.Shopping for goods or services,data.55 to 64 years,data.Both sexes,2.5
2015,data.British Columbia,data.Shopping for goods or services,data.55 to 64 years,data.Male,2.5
2015,data.British Columbia,data.Shopping for goods or services,data.55 to 64 years,data.Female,2.5
2015,data.British Columbia,data.Shopping for goods or services,data.65 years and over,data.Both sexes,2.5
2015,data.British Columbia,data.Shopping for goods or services,data.65 years and over,data.Male,2.5
2015,data.British Columbia,data.Shopping for goods or services,data.65 years and over,data.Female,2.5
