Year,Geography,Core public infrastructure assets,Type of municipality by population size,GeoCode,Value
2020,Newfoundland and Labrador,Stormwater assets,"Urban municipalities, population greater than 200,000",10,
2020,Newfoundland and Labrador,Stormwater assets,All rural municipalities,10,50.94
2020,Newfoundland and Labrador,Stormwater assets,"Rural municipalities, population less than 5000",10,50.32
2020,Newfoundland and Labrador,Stormwater assets,"Rural municipalities, population greater than 5000",10,75.0
2020,Newfoundland and Labrador,Wastewater assets,All municipalities,10,57.45
2020,Newfoundland and Labrador,Wastewater assets,All urban municipalities,10,80.0
2020,Newfoundland and Labrador,Wastewater assets,"Urban municipalities, population less than 5000",10,72.73
2020,Newfoundland and Labrador,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",10,84.62
2020,Newfoundland and Labrador,Wastewater assets,"Urban municipalities, population greater than 30,000 to 100,000",10,
2020,Newfoundland and Labrador,Wastewater assets,"Urban municipalities, population greater than 100,000 to 200,000",10,100.0
2020,Newfoundland and Labrador,Wastewater assets,"Urban municipalities, population greater than 200,000",10,
2020,Newfoundland and Labrador,Wastewater assets,All rural municipalities,10,54.76
2020,Newfoundland and Labrador,Wastewater assets,"Rural municipalities, population less than 5000",10,54.37
2020,Newfoundland and Labrador,Wastewater assets,"Rural municipalities, population greater than 5000",10,75.0
2020,Newfoundland and Labrador,Solid waste assets,All municipalities,10,38.46
2020,Newfoundland and Labrador,Solid waste assets,All urban municipalities,10,63.64
2020,Newfoundland and Labrador,Solid waste assets,"Urban municipalities, population less than 5000",10,20.0
2020,Newfoundland and Labrador,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",10,100.0
2020,Newfoundland and Labrador,Solid waste assets,"Urban municipalities, population greater than 30,000 to 100,000",10,
2020,Newfoundland and Labrador,Solid waste assets,"Urban municipalities, population greater than 100,000 to 200,000",10,100.0
2020,Newfoundland and Labrador,Solid waste assets,"Urban municipalities, population greater than 200,000",10,
2020,Newfoundland and Labrador,Solid waste assets,All rural municipalities,10,36.44
2020,Newfoundland and Labrador,Solid waste assets,"Rural municipalities, population less than 5000",10,34.48
2020,Newfoundland and Labrador,Solid waste assets,"Rural municipalities, population greater than 5000",10,100.0
2020,Newfoundland and Labrador,Roads,All municipalities,10,56.39
2020,Newfoundland and Labrador,Roads,All urban municipalities,10,76.0
2020,Newfoundland and Labrador,Roads,"Urban municipalities, population less than 5000",10,72.73
2020,Newfoundland and Labrador,Roads,"Urban municipalities, population greater than 5000 to 30,000",10,84.62
2020,Newfoundland and Labrador,Roads,"Urban municipalities, population greater than 30,000 to 100,000",10,
2020,Newfoundland and Labrador,Roads,"Urban municipalities, population greater than 100,000 to 200,000",10,0.0
2020,Newfoundland and Labrador,Roads,"Urban municipalities, population greater than 200,000",10,
2020,Newfoundland and Labrador,Roads,All rural municipalities,10,54.36
2020,Newfoundland and Labrador,Roads,"Rural municipalities, population less than 5000",10,53.59
2020,Newfoundland and Labrador,Roads,"Rural municipalities, population greater than 5000",10,100.0
2020,Newfoundland and Labrador,Bridges and tunnels,All municipalities,10,20.19
2020,Newfoundland and Labrador,Bridges and tunnels,All urban municipalities,10,52.94
2020,Newfoundland and Labrador,Bridges and tunnels,"Urban municipalities, population less than 5000",10,16.67
2020,Newfoundland and Labrador,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",10,80.0
2020,Newfoundland and Labrador,Bridges and tunnels,"Urban municipalities, population greater than 30,000 to 100,000",10,
2020,Newfoundland and Labrador,Bridges and tunnels,"Urban municipalities, population greater than 100,000 to 200,000",10,0.0
2020,Newfoundland and Labrador,Bridges and tunnels,"Urban municipalities, population greater than 200,000",10,
2020,Newfoundland and Labrador,Bridges and tunnels,All rural municipalities,10,13.79
2020,Newfoundland and Labrador,Bridges and tunnels,"Rural municipalities, population less than 5000",10,12.94
2020,Newfoundland and Labrador,Bridges and tunnels,"Rural municipalities, population greater than 5000",10,100.0
2020,Newfoundland and Labrador,Social and affordable housing,All municipalities,10,
2020,Newfoundland and Labrador,Social and affordable housing,All urban municipalities,10,
2020,Newfoundland and Labrador,Social and affordable housing,"Urban municipalities, population less than 5000",10,
2020,Newfoundland and Labrador,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",10,
2020,Newfoundland and Labrador,Social and affordable housing,"Urban municipalities, population greater than 30,000 to 100,000",10,
2020,Newfoundland and Labrador,Social and affordable housing,"Urban municipalities, population greater than 100,000 to 200,000",10,
2020,Newfoundland and Labrador,Social and affordable housing,"Urban municipalities, population greater than 200,000",10,
2020,Newfoundland and Labrador,Social and affordable housing,All rural municipalities,10,
2020,Newfoundland and Labrador,Social and affordable housing,"Rural municipalities, population less than 5000",10,
2020,Newfoundland and Labrador,Social and affordable housing,"Rural municipalities, population greater than 5000",10,
2020,Newfoundland and Labrador,"Culture, recreation and sports facilities",All municipalities,10,42.19
2020,Newfoundland and Labrador,"Culture, recreation and sports facilities",All urban municipalities,10,76.0
2020,Newfoundland and Labrador,"Culture, recreation and sports facilities","Urban municipalities, population less than 5000",10,72.73
2020,Newfoundland and Labrador,"Culture, recreation and sports facilities","Urban municipalities, population greater than 5000 to 30,000",10,76.92
2020,Newfoundland and Labrador,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000 to 100,000",10,
2020,Newfoundland and Labrador,"Culture, recreation and sports facilities","Urban municipalities, population greater than 100,000 to 200,000",10,100.0
2020,Newfoundland and Labrador,"Culture, recreation and sports facilities","Urban municipalities, population greater than 200,000",10,
2020,Newfoundland and Labrador,"Culture, recreation and sports facilities",All rural municipalities,10,38.96
2020,Newfoundland and Labrador,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",10,37.44
2020,Newfoundland and Labrador,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",10,100.0
2020,Newfoundland and Labrador,Shelters and homeless services assets,All municipalities,10,
2020,Newfoundland and Labrador,Shelters and homeless services assets,All urban municipalities,10,
2020,Newfoundland and Labrador,Shelters and homeless services assets,"Urban municipalities, population less than 5000",10,
2020,Newfoundland and Labrador,Shelters and homeless services assets,"Urban municipalities, population greater than 5000 to 30,000",10,
2020,Newfoundland and Labrador,Shelters and homeless services assets,"Urban municipalities, population greater than 30,000 to 100,000",10,
2020,Newfoundland and Labrador,Shelters and homeless services assets,"Urban municipalities, population greater than 100,000 to 200,000",10,
2020,Newfoundland and Labrador,Shelters and homeless services assets,"Urban municipalities, population greater than 200,000",10,
2020,Newfoundland and Labrador,Shelters and homeless services assets,All rural municipalities,10,
2020,Newfoundland and Labrador,Shelters and homeless services assets,"Rural municipalities, population less than 5000",10,
2020,Newfoundland and Labrador,Shelters and homeless services assets,"Rural municipalities, population greater than 5000",10,
2020,Newfoundland and Labrador,Active transportation assets,All municipalities,10,
2020,Newfoundland and Labrador,Active transportation assets,All urban municipalities,10,
2020,Newfoundland and Labrador,Active transportation assets,"Urban municipalities, population less than 5000",10,
2020,Newfoundland and Labrador,Active transportation assets,"Urban municipalities, population greater than 5000 to 30,000",10,
2020,Newfoundland and Labrador,Active transportation assets,"Urban municipalities, population greater than 30,000 to 100,000",10,
2020,Newfoundland and Labrador,Active transportation assets,"Urban municipalities, population greater than 100,000 to 200,000",10,
2020,Newfoundland and Labrador,Active transportation assets,"Urban municipalities, population greater than 200,000",10,
2020,Newfoundland and Labrador,Active transportation assets,All rural municipalities,10,
2020,Newfoundland and Labrador,Active transportation assets,"Rural municipalities, population less than 5000",10,
2020,Newfoundland and Labrador,Active transportation assets,"Rural municipalities, population greater than 5000",10,
2020,Prince Edward Island,Public transit assets,All municipalities,11,0.0
2020,Prince Edward Island,Public transit assets,All urban municipalities,11,0.0
2020,Prince Edward Island,Public transit assets,"Urban municipalities, population less than 5000",11,
2020,Prince Edward Island,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",11,0.0
2020,Prince Edward Island,Public transit assets,"Urban municipalities, population greater than 30,000 to 100,000",11,0.0
2020,Prince Edward Island,Public transit assets,"Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,Public transit assets,"Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,Public transit assets,All rural municipalities,11,0.0
2020,Prince Edward Island,Public transit assets,"Rural municipalities, population less than 5000",11,
2020,Prince Edward Island,Public transit assets,"Rural municipalities, population greater than 5000",11,0.0
2020,Prince Edward Island,Potable water assets,All municipalities,11,88.89
2020,Prince Edward Island,Potable water assets,All urban municipalities,11,100.0
2020,Prince Edward Island,Potable water assets,"Urban municipalities, population less than 5000",11,100.0
2020,Prince Edward Island,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",11,100.0
2020,Prince Edward Island,Potable water assets,"Urban municipalities, population greater than 30,000 to 100,000",11,100.0
2020,Prince Edward Island,Potable water assets,"Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,Potable water assets,"Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,Potable water assets,All rural municipalities,11,90.91
2020,Prince Edward Island,Potable water assets,"Rural municipalities, population less than 5000",11,100.0
2020,Prince Edward Island,Potable water assets,"Rural municipalities, population greater than 5000",11,66.67
2020,Prince Edward Island,Stormwater assets,All municipalities,11,50.0
2020,Prince Edward Island,Stormwater assets,All urban municipalities,11,60.0
2020,Prince Edward Island,Stormwater assets,"Urban municipalities, population less than 5000",11,0.0
2020,Prince Edward Island,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",11,100.0
2020,Prince Edward Island,Stormwater assets,"Urban municipalities, population greater than 30,000 to 100,000",11,100.0
2020,Prince Edward Island,Stormwater assets,"Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,Stormwater assets,"Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,Stormwater assets,All rural municipalities,11,42.86
2020,Prince Edward Island,Stormwater assets,"Rural municipalities, population less than 5000",11,42.86
2020,Prince Edward Island,Stormwater assets,"Rural municipalities, population greater than 5000",11,
2020,Prince Edward Island,Wastewater assets,All municipalities,11,82.35
2020,Prince Edward Island,Wastewater assets,All urban municipalities,11,83.33
2020,Prince Edward Island,Wastewater assets,"Urban municipalities, population less than 5000",11,100.0
2020,Prince Edward Island,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",11,100.0
2020,Prince Edward Island,Wastewater assets,"Urban municipalities, population greater than 30,000 to 100,000",11,0.0
2020,Prince Edward Island,Wastewater assets,"Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,Wastewater assets,"Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,Wastewater assets,All rural municipalities,11,78.57
2020,Prince Edward Island,Wastewater assets,"Rural municipalities, population less than 5000",11,84.0
2020,Prince Edward Island,Wastewater assets,"Rural municipalities, population greater than 5000",11,66.67
2020,Prince Edward Island,Solid waste assets,All municipalities,11,
2020,Prince Edward Island,Solid waste assets,All urban municipalities,11,
2020,Prince Edward Island,Solid waste assets,"Urban municipalities, population less than 5000",11,
2020,Prince Edward Island,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",11,
2020,Prince Edward Island,Solid waste assets,"Urban municipalities, population greater than 30,000 to 100,000",11,
2020,Prince Edward Island,Solid waste assets,"Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,Solid waste assets,"Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,Solid waste assets,All rural municipalities,11,
2020,Prince Edward Island,Solid waste assets,"Rural municipalities, population less than 5000",11,
2020,Prince Edward Island,Solid waste assets,"Rural municipalities, population greater than 5000",11,
2020,Prince Edward Island,Roads,All municipalities,11,50.0
2020,Prince Edward Island,Roads,All urban municipalities,11,60.0
2020,Prince Edward Island,Roads,"Urban municipalities, population less than 5000",11,0.0
2020,Prince Edward Island,Roads,"Urban municipalities, population greater than 5000 to 30,000",11,100.0
2020,Prince Edward Island,Roads,"Urban municipalities, population greater than 30,000 to 100,000",11,100.0
2020,Prince Edward Island,Roads,"Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,Roads,"Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,Roads,All rural municipalities,11,57.14
2020,Prince Edward Island,Roads,"Rural municipalities, population less than 5000",11,57.14
2020,Prince Edward Island,Roads,"Rural municipalities, population greater than 5000",11,
2020,Prince Edward Island,Bridges and tunnels,All municipalities,11,100.0
2020,Prince Edward Island,Bridges and tunnels,All urban municipalities,11,
2020,Prince Edward Island,Bridges and tunnels,"Urban municipalities, population less than 5000",11,
2020,Prince Edward Island,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",11,
2020,Prince Edward Island,Bridges and tunnels,"Urban municipalities, population greater than 30,000 to 100,000",11,
2020,Prince Edward Island,Bridges and tunnels,"Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,Bridges and tunnels,"Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,Bridges and tunnels,All rural municipalities,11,100.0
2020,Prince Edward Island,Bridges and tunnels,"Rural municipalities, population less than 5000",11,100.0
2020,Prince Edward Island,Bridges and tunnels,"Rural municipalities, population greater than 5000",11,
2020,Prince Edward Island,Social and affordable housing,All municipalities,11,
2020,Prince Edward Island,Social and affordable housing,All urban municipalities,11,
2020,Prince Edward Island,Social and affordable housing,"Urban municipalities, population less than 5000",11,
2020,Prince Edward Island,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",11,
2020,Prince Edward Island,Social and affordable housing,"Urban municipalities, population greater than 30,000 to 100,000",11,
2020,Prince Edward Island,Social and affordable housing,"Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,Social and affordable housing,"Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,Social and affordable housing,All rural municipalities,11,
2020,Prince Edward Island,Social and affordable housing,"Rural municipalities, population less than 5000",11,
2020,Prince Edward Island,Social and affordable housing,"Rural municipalities, population greater than 5000",11,
2020,Prince Edward Island,"Culture, recreation and sports facilities",All municipalities,11,78.38
2020,Prince Edward Island,"Culture, recreation and sports facilities",All urban municipalities,11,100.0
2020,Prince Edward Island,"Culture, recreation and sports facilities","Urban municipalities, population less than 5000",11,100.0
2020,Prince Edward Island,"Culture, recreation and sports facilities","Urban municipalities, population greater than 5000 to 30,000",11,100.0
2020,Prince Edward Island,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000 to 100,000",11,100.0
2020,Prince Edward Island,"Culture, recreation and sports facilities","Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,"Culture, recreation and sports facilities","Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,"Culture, recreation and sports facilities",All rural municipalities,11,70.97
2020,Prince Edward Island,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",11,75.0
2020,Prince Edward Island,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",11,66.67
2020,Prince Edward Island,Shelters and homeless services assets,All municipalities,11,
2020,Prince Edward Island,Shelters and homeless services assets,All urban municipalities,11,
2020,Prince Edward Island,Shelters and homeless services assets,"Urban municipalities, population less than 5000",11,
2020,Prince Edward Island,Shelters and homeless services assets,"Urban municipalities, population greater than 5000 to 30,000",11,
2020,Prince Edward Island,Shelters and homeless services assets,"Urban municipalities, population greater than 30,000 to 100,000",11,
2020,Prince Edward Island,Shelters and homeless services assets,"Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,Shelters and homeless services assets,"Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,Shelters and homeless services assets,All rural municipalities,11,
2020,Prince Edward Island,Shelters and homeless services assets,"Rural municipalities, population less than 5000",11,
2020,Prince Edward Island,Shelters and homeless services assets,"Rural municipalities, population greater than 5000",11,
2020,Prince Edward Island,Active transportation assets,All municipalities,11,
2020,Prince Edward Island,Active transportation assets,All urban municipalities,11,
2020,Prince Edward Island,Active transportation assets,"Urban municipalities, population less than 5000",11,
2020,Prince Edward Island,Active transportation assets,"Urban municipalities, population greater than 5000 to 30,000",11,
2020,Prince Edward Island,Active transportation assets,"Urban municipalities, population greater than 30,000 to 100,000",11,
2020,Prince Edward Island,Active transportation assets,"Urban municipalities, population greater than 100,000 to 200,000",11,
2020,Prince Edward Island,Active transportation assets,"Urban municipalities, population greater than 200,000",11,
2020,Prince Edward Island,Active transportation assets,All rural municipalities,11,
2020,Prince Edward Island,Active transportation assets,"Rural municipalities, population less than 5000",11,
2020,Prince Edward Island,Active transportation assets,"Rural municipalities, population greater than 5000",11,
2020,Nova Scotia,Public transit assets,All municipalities,12,37.5
2020,Nova Scotia,Public transit assets,All urban municipalities,12,50.0
2020,Nova Scotia,Public transit assets,"Urban municipalities, population less than 5000",12,100.0
2020,Nova Scotia,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",12,50.0
2020,Nova Scotia,Public transit assets,"Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,Public transit assets,"Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,Public transit assets,"Urban municipalities, population greater than 200,000",12,0.0
2020,Nova Scotia,Public transit assets,All rural municipalities,12,33.33
2020,Nova Scotia,Public transit assets,"Rural municipalities, population less than 5000",12,0.0
2020,Nova Scotia,Public transit assets,"Rural municipalities, population greater than 5000",12,50.0
2020,Nova Scotia,Potable water assets,All municipalities,12,72.41
2020,Nova Scotia,Potable water assets,All urban municipalities,12,66.67
2020,Nova Scotia,Potable water assets,"Urban municipalities, population less than 5000",12,72.73
2020,Nova Scotia,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",12,66.67
2020,Nova Scotia,Potable water assets,"Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,Potable water assets,"Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,Potable water assets,"Urban municipalities, population greater than 200,000",12,0.0
2020,Nova Scotia,Potable water assets,All rural municipalities,12,81.82
2020,Nova Scotia,Potable water assets,"Rural municipalities, population less than 5000",12,75.0
2020,Nova Scotia,Potable water assets,"Rural municipalities, population greater than 5000",12,100.0
2020,Nova Scotia,Stormwater assets,All municipalities,12,78.12
2020,Nova Scotia,Stormwater assets,All urban municipalities,12,80.0
2020,Nova Scotia,Stormwater assets,"Urban municipalities, population less than 5000",12,83.33
2020,Nova Scotia,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",12,85.71
2020,Nova Scotia,Stormwater assets,"Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,Stormwater assets,"Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,Stormwater assets,"Urban municipalities, population greater than 200,000",12,0.0
2020,Nova Scotia,Stormwater assets,All rural municipalities,12,75.0
2020,Nova Scotia,Stormwater assets,"Rural municipalities, population less than 5000",12,85.71
2020,Nova Scotia,Stormwater assets,"Rural municipalities, population greater than 5000",12,50.0
2020,Nova Scotia,Wastewater assets,All municipalities,12,80.0
2020,Nova Scotia,Wastewater assets,All urban municipalities,12,75.0
2020,Nova Scotia,Wastewater assets,"Urban municipalities, population less than 5000",12,75.0
2020,Nova Scotia,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",12,85.71
2020,Nova Scotia,Wastewater assets,"Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,Wastewater assets,"Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,Wastewater assets,"Urban municipalities, population greater than 200,000",12,0.0
2020,Nova Scotia,Wastewater assets,All rural municipalities,12,90.0
2020,Nova Scotia,Wastewater assets,"Rural municipalities, population less than 5000",12,80.0
2020,Nova Scotia,Wastewater assets,"Rural municipalities, population greater than 5000",12,100.0
2020,Nova Scotia,Solid waste assets,All municipalities,12,50.0
2020,Nova Scotia,Solid waste assets,All urban municipalities,12,14.29
2020,Nova Scotia,Solid waste assets,"Urban municipalities, population less than 5000",12,50.0
2020,Nova Scotia,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",12,0.0
2020,Nova Scotia,Solid waste assets,"Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,Solid waste assets,"Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,Solid waste assets,"Urban municipalities, population greater than 200,000",12,0.0
2020,Nova Scotia,Solid waste assets,All rural municipalities,12,69.23
2020,Nova Scotia,Solid waste assets,"Rural municipalities, population less than 5000",12,50.0
2020,Nova Scotia,Solid waste assets,"Rural municipalities, population greater than 5000",12,75.0
2020,Nova Scotia,Roads,All municipalities,12,71.79
2020,Nova Scotia,Roads,All urban municipalities,12,75.0
2020,Nova Scotia,Roads,"Urban municipalities, population less than 5000",12,75.0
2020,Nova Scotia,Roads,"Urban municipalities, population greater than 5000 to 30,000",12,85.71
2020,Nova Scotia,Roads,"Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,Roads,"Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,Roads,"Urban municipalities, population greater than 200,000",12,0.0
2020,Nova Scotia,Roads,All rural municipalities,12,68.42
2020,Nova Scotia,Roads,"Rural municipalities, population less than 5000",12,70.0
2020,Nova Scotia,Roads,"Rural municipalities, population greater than 5000",12,77.78
2020,Nova Scotia,Bridges and tunnels,All municipalities,12,31.58
2020,Nova Scotia,Bridges and tunnels,All urban municipalities,12,23.08
2020,Nova Scotia,Bridges and tunnels,"Urban municipalities, population less than 5000",12,16.67
2020,Nova Scotia,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",12,28.57
2020,Nova Scotia,Bridges and tunnels,"Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,Bridges and tunnels,"Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,Bridges and tunnels,"Urban municipalities, population greater than 200,000",12,0.0
2020,Nova Scotia,Bridges and tunnels,All rural municipalities,12,33.33
2020,Nova Scotia,Bridges and tunnels,"Rural municipalities, population less than 5000",12,66.67
2020,Nova Scotia,Bridges and tunnels,"Rural municipalities, population greater than 5000",12,0.0
2020,Nova Scotia,Social and affordable housing,All municipalities,12,
2020,Nova Scotia,Social and affordable housing,All urban municipalities,12,
2020,Nova Scotia,Social and affordable housing,"Urban municipalities, population less than 5000",12,
2020,Nova Scotia,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",12,
2020,Nova Scotia,Social and affordable housing,"Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,Social and affordable housing,"Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,Social and affordable housing,"Urban municipalities, population greater than 200,000",12,
2020,Nova Scotia,Social and affordable housing,All rural municipalities,12,
2020,Nova Scotia,Social and affordable housing,"Rural municipalities, population less than 5000",12,
2020,Nova Scotia,Social and affordable housing,"Rural municipalities, population greater than 5000",12,
2020,Nova Scotia,"Culture, recreation and sports facilities",All municipalities,12,62.5
2020,Nova Scotia,"Culture, recreation and sports facilities",All urban municipalities,12,60.0
2020,Nova Scotia,"Culture, recreation and sports facilities","Urban municipalities, population less than 5000",12,66.67
2020,Nova Scotia,"Culture, recreation and sports facilities","Urban municipalities, population greater than 5000 to 30,000",12,57.14
2020,Nova Scotia,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,"Culture, recreation and sports facilities","Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,"Culture, recreation and sports facilities","Urban municipalities, population greater than 200,000",12,0.0
2020,Nova Scotia,"Culture, recreation and sports facilities",All rural municipalities,12,60.0
2020,Nova Scotia,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",12,60.0
2020,Nova Scotia,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",12,70.0
2020,Nova Scotia,Shelters and homeless services assets,All municipalities,12,
2020,Nova Scotia,Shelters and homeless services assets,All urban municipalities,12,
2020,Nova Scotia,Shelters and homeless services assets,"Urban municipalities, population less than 5000",12,
2020,Nova Scotia,Shelters and homeless services assets,"Urban municipalities, population greater than 5000 to 30,000",12,
2020,Nova Scotia,Shelters and homeless services assets,"Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,Shelters and homeless services assets,"Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,Shelters and homeless services assets,"Urban municipalities, population greater than 200,000",12,
2020,Nova Scotia,Shelters and homeless services assets,All rural municipalities,12,
2020,Nova Scotia,Shelters and homeless services assets,"Rural municipalities, population less than 5000",12,
2020,Nova Scotia,Shelters and homeless services assets,"Rural municipalities, population greater than 5000",12,
2020,Nova Scotia,Active transportation assets,All municipalities,12,
2020,Nova Scotia,Active transportation assets,All urban municipalities,12,
2020,Nova Scotia,Active transportation assets,"Urban municipalities, population less than 5000",12,
2020,Nova Scotia,Active transportation assets,"Urban municipalities, population greater than 5000 to 30,000",12,
2020,Nova Scotia,Active transportation assets,"Urban municipalities, population greater than 30,000 to 100,000",12,
2020,Nova Scotia,Active transportation assets,"Urban municipalities, population greater than 100,000 to 200,000",12,
2020,Nova Scotia,Active transportation assets,"Urban municipalities, population greater than 200,000",12,
2020,Nova Scotia,Active transportation assets,All rural municipalities,12,
2020,Nova Scotia,Active transportation assets,"Rural municipalities, population less than 5000",12,
2020,Nova Scotia,Active transportation assets,"Rural municipalities, population greater than 5000",12,
2020,New Brunswick,Public transit assets,All municipalities,13,27.27
2020,New Brunswick,Public transit assets,All urban municipalities,13,33.33
2020,New Brunswick,Public transit assets,"Urban municipalities, population less than 5000",13,
2020,New Brunswick,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",13,66.67
2020,New Brunswick,Public transit assets,"Urban municipalities, population greater than 30,000 to 100,000",13,0.0
2020,New Brunswick,Public transit assets,"Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,Public transit assets,"Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,Public transit assets,All rural municipalities,13,0.0
2020,New Brunswick,Public transit assets,"Rural municipalities, population less than 5000",13,0.0
2020,New Brunswick,Public transit assets,"Rural municipalities, population greater than 5000",13,0.0
2020,New Brunswick,Potable water assets,All municipalities,13,74.63
2020,New Brunswick,Potable water assets,All urban municipalities,13,66.67
2020,New Brunswick,Potable water assets,"Urban municipalities, population less than 5000",13,75.0
2020,New Brunswick,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",13,77.78
2020,New Brunswick,Potable water assets,"Urban municipalities, population greater than 30,000 to 100,000",13,0.0
2020,New Brunswick,Potable water assets,"Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,Potable water assets,"Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,Potable water assets,All rural municipalities,13,76.74
2020,New Brunswick,Potable water assets,"Rural municipalities, population less than 5000",13,74.36
2020,New Brunswick,Potable water assets,"Rural municipalities, population greater than 5000",13,100.0
2020,New Brunswick,Stormwater assets,All municipalities,13,84.88
2020,New Brunswick,Stormwater assets,All urban municipalities,13,91.3
2020,New Brunswick,Stormwater assets,"Urban municipalities, population less than 5000",13,88.89
2020,New Brunswick,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",13,100.0
2020,New Brunswick,Stormwater assets,"Urban municipalities, population greater than 30,000 to 100,000",13,66.67
2020,New Brunswick,Stormwater assets,"Urban municipalities, population greater than 100,000 to 200,000",13,
2020,New Brunswick,Stormwater assets,"Urban municipalities, population greater than 200,000",13,
2020,New Brunswick,Stormwater assets,All rural municipalities,13,81.25
2020,New Brunswick,Stormwater assets,"Rural municipalities, population less than 5000",13,81.36
2020,New Brunswick,Stormwater assets,"Rural municipalities, population greater than 5000",13,100.0
2020,New Brunswick,Wastewater assets,All municipalities,13,75.9
2020,New Brunswick,Wastewater assets,All urban municipalities,13,75.0
2020,New Brunswick,Wastewater assets,"Urban municipalities, population less than 5000",13,75.0
