Year,Geography,Population,Gender,Age group,GeoCode,Value
2017,Alberta,First Nations,Men+,15 to 24 years,48,
2017,Alberta,Métis,Men+,15 to 24 years,48,
2017,Alberta,Non-Indigenous people,Men+,15 to 24 years,48,15.6
2017,Alberta,Indigenous peoples,Women+,15 to 24 years,48,
2017,Alberta,First Nations,Women+,15 to 24 years,48,
2017,Alberta,Métis,Women+,15 to 24 years,48,
2017,Alberta,Non-Indigenous people,Women+,15 to 24 years,48,9.9
2017,Alberta,Indigenous peoples,Total - Gender,25 to 54 years,48,10.8
2017,Alberta,First Nations,Total - Gender,25 to 54 years,48,13.8
2017,Alberta,Métis,Total - Gender,25 to 54 years,48,9.0
2017,Alberta,Non-Indigenous people,Total - Gender,25 to 54 years,48,6.6
2017,Alberta,Indigenous peoples,Men+,25 to 54 years,48,11.0
2017,Alberta,First Nations,Men+,25 to 54 years,48,13.7
2017,Alberta,Métis,Men+,25 to 54 years,48,9.5
2017,Alberta,Non-Indigenous people,Men+,25 to 54 years,48,6.6
2017,Alberta,Indigenous peoples,Women+,25 to 54 years,48,10.8
2017,Alberta,First Nations,Women+,25 to 54 years,48,13.8
2017,Alberta,Métis,Women+,25 to 54 years,48,8.6
2017,Alberta,Non-Indigenous people,Women+,25 to 54 years,48,6.6
2017,Alberta,Indigenous peoples,Total - Gender,55 years and over,48,8.8
2017,Alberta,First Nations,Total - Gender,55 years and over,48,
2017,Alberta,Métis,Total - Gender,55 years and over,48,
2017,Alberta,Non-Indigenous people,Total - Gender,55 years and over,48,8.6
2017,Alberta,Indigenous peoples,Men+,55 years and over,48,
2017,Alberta,First Nations,Men+,55 years and over,48,
2017,Alberta,Métis,Men+,55 years and over,48,
2017,Alberta,Non-Indigenous people,Men+,55 years and over,48,9.3
2017,Alberta,Indigenous peoples,Women+,55 years and over,48,
2017,Alberta,First Nations,Women+,55 years and over,48,
2017,Alberta,Métis,Women+,55 years and over,48,
2017,Alberta,Non-Indigenous people,Women+,55 years and over,48,7.8
2017,British Columbia,Indigenous peoples,Total - Gender,15 years and over,59,12.0
2017,British Columbia,First Nations,Total - Gender,15 years and over,59,13.6
2017,British Columbia,Métis,Total - Gender,15 years and over,59,9.5
2017,British Columbia,Non-Indigenous people,Total - Gender,15 years and over,59,5.0
2017,British Columbia,Indigenous peoples,Men+,15 years and over,59,14.0
2017,British Columbia,First Nations,Men+,15 years and over,59,16.1
2017,British Columbia,Métis,Men+,15 years and over,59,10.2
2017,British Columbia,Non-Indigenous people,Men+,15 years and over,59,5.3
2017,British Columbia,Indigenous peoples,Women+,15 years and over,59,10.0
2017,British Columbia,First Nations,Women+,15 years and over,59,10.8
2017,British Columbia,Métis,Women+,15 years and over,59,8.8
2017,British Columbia,Non-Indigenous people,Women+,15 years and over,59,4.7
2017,British Columbia,Indigenous peoples,Total - Gender,15 to 24 years,59,18.2
2017,British Columbia,First Nations,Total - Gender,15 to 24 years,59,22.4
2017,British Columbia,Métis,Total - Gender,15 to 24 years,59,12.5
2017,British Columbia,Non-Indigenous people,Total - Gender,15 to 24 years,59,7.9
2017,British Columbia,Indigenous peoples,Men+,15 to 24 years,59,24.6
2017,British Columbia,First Nations,Men+,15 to 24 years,59,
2017,British Columbia,Métis,Men+,15 to 24 years,59,
2017,British Columbia,Non-Indigenous people,Men+,15 to 24 years,59,9.4
2017,British Columbia,Indigenous peoples,Women+,15 to 24 years,59,12.5
2017,British Columbia,First Nations,Women+,15 to 24 years,59,
2017,British Columbia,Métis,Women+,15 to 24 years,59,
2017,British Columbia,Non-Indigenous people,Women+,15 to 24 years,59,6.2
2017,British Columbia,Indigenous peoples,Total - Gender,25 to 54 years,59,10.2
2017,British Columbia,First Nations,Total - Gender,25 to 54 years,59,10.7
2017,British Columbia,Métis,Total - Gender,25 to 54 years,59,9.1
2017,British Columbia,Non-Indigenous people,Total - Gender,25 to 54 years,59,4.4
2017,British Columbia,Indigenous peoples,Men+,25 to 54 years,59,10.7
2017,British Columbia,First Nations,Men+,25 to 54 years,59,11.1
2017,British Columbia,Métis,Men+,25 to 54 years,59,
2017,British Columbia,Non-Indigenous people,Men+,25 to 54 years,59,4.3
2017,British Columbia,Indigenous peoples,Women+,25 to 54 years,59,9.5
2017,British Columbia,First Nations,Women+,25 to 54 years,59,10.3
2017,British Columbia,Métis,Women+,25 to 54 years,59,
2017,British Columbia,Non-Indigenous people,Women+,25 to 54 years,59,4.4
2017,British Columbia,Indigenous peoples,Total - Gender,55 years and over,59,10.4
2017,British Columbia,First Nations,Total - Gender,55 years and over,59,
2017,British Columbia,Métis,Total - Gender,55 years and over,59,
2017,British Columbia,Non-Indigenous people,Total - Gender,55 years and over,59,5.1
2017,British Columbia,Indigenous peoples,Men+,55 years and over,59,
2017,British Columbia,First Nations,Men+,55 years and over,59,
2017,British Columbia,Métis,Men+,55 years and over,59,
2017,British Columbia,Non-Indigenous people,Men+,55 years and over,59,5.3
2017,British Columbia,Indigenous peoples,Women+,55 years and over,59,
2017,British Columbia,First Nations,Women+,55 years and over,59,
2017,British Columbia,Métis,Women+,55 years and over,59,
2017,British Columbia,Non-Indigenous people,Women+,55 years and over,59,4.8
2018,Canada,Indigenous peoples,Total - Gender,15 years and over,,10.4
2018,Canada,First Nations,Total - Gender,15 years and over,,11.8
2018,Canada,Métis,Total - Gender,15 years and over,,9.0
2018,Canada,Non-Indigenous people,Total - Gender,15 years and over,,5.7
2018,Canada,Indigenous peoples,Men+,15 years and over,,12.2
2018,Canada,First Nations,Men+,15 years and over,,13.6
2018,Canada,Métis,Men+,15 years and over,,11.1
2018,Canada,Non-Indigenous people,Men+,15 years and over,,5.9
2018,Canada,Indigenous peoples,Women+,15 years and over,,8.5
2018,Canada,First Nations,Women+,15 years and over,,10.0
2018,Canada,Métis,Women+,15 years and over,,6.9
2018,Canada,Non-Indigenous people,Women+,15 years and over,,5.4
2018,Canada,Indigenous peoples,Total - Gender,15 to 24 years,,16.5
2018,Canada,First Nations,Total - Gender,15 to 24 years,,18.2
2018,Canada,Métis,Total - Gender,15 to 24 years,,14.6
2018,Canada,Non-Indigenous people,Total - Gender,15 to 24 years,,10.4
2018,Canada,Indigenous peoples,Men+,15 to 24 years,,19.5
2018,Canada,First Nations,Men+,15 to 24 years,,21.1
2018,Canada,Métis,Men+,15 to 24 years,,18.7
2018,Canada,Non-Indigenous people,Men+,15 to 24 years,,11.5
2018,Canada,Indigenous peoples,Women+,15 to 24 years,,13.4
2018,Canada,First Nations,Women+,15 to 24 years,,15.2
2018,Canada,Métis,Women+,15 to 24 years,,10.7
2018,Canada,Non-Indigenous people,Women+,15 to 24 years,,9.1
2018,Canada,Indigenous peoples,Total - Gender,25 to 54 years,,8.9
2018,Canada,First Nations,Total - Gender,25 to 54 years,,10.3
2018,Canada,Métis,Total - Gender,25 to 54 years,,7.5
2018,Canada,Non-Indigenous people,Total - Gender,25 to 54 years,,4.9
2018,Canada,Indigenous peoples,Men+,25 to 54 years,,10.5
2018,Canada,First Nations,Men+,25 to 54 years,,11.9
2018,Canada,Métis,Men+,25 to 54 years,,9.1
2018,Canada,Non-Indigenous people,Men+,25 to 54 years,,4.9
2018,Canada,Indigenous peoples,Women+,25 to 54 years,,7.3
2018,Canada,First Nations,Women+,25 to 54 years,,8.6
2018,Canada,Métis,Women+,25 to 54 years,,5.9
2018,Canada,Non-Indigenous people,Women+,25 to 54 years,,4.8
2018,Canada,Indigenous peoples,Total - Gender,55 years and over,,8.4
2018,Canada,First Nations,Total - Gender,55 years and over,,9.3
2018,Canada,Métis,Total - Gender,55 years and over,,7.9
2018,Canada,Non-Indigenous people,Total - Gender,55 years and over,,5.2
2018,Canada,Indigenous peoples,Men+,55 years and over,,9.6
2018,Canada,First Nations,Men+,55 years and over,,9.8
2018,Canada,Métis,Men+,55 years and over,,
2018,Canada,Non-Indigenous people,Men+,55 years and over,,5.5
2018,Canada,Indigenous peoples,Women+,55 years and over,,7.2
2018,Canada,First Nations,Women+,55 years and over,,8.5
2018,Canada,Métis,Women+,55 years and over,,
2018,Canada,Non-Indigenous people,Women+,55 years and over,,4.7
2018,Atlantic region,Total population,Total - Gender,15 years and over,,9.4
2018,Atlantic region,Indigenous peoples,Total - Gender,15 years and over,,14.5
2018,Atlantic region,First Nations,Total - Gender,15 years and over,,14.3
2018,Atlantic region,Métis,Total - Gender,15 years and over,,14.5
2018,Atlantic region,Non-Indigenous people,Total - Gender,15 years and over,,9.2
2018,Atlantic region,Total population,Men+,15 years and over,,11.3
2018,Atlantic region,Indigenous peoples,Men+,15 years and over,,18.6
2018,Atlantic region,First Nations,Men+,15 years and over,,18.9
2018,Atlantic region,Métis,Men+,15 years and over,,18.6
2018,Atlantic region,Non-Indigenous people,Men+,15 years and over,,10.9
2018,Atlantic region,Total population,Women+,15 years and over,,7.5
2018,Atlantic region,Indigenous peoples,Women+,15 years and over,,10.5
2018,Atlantic region,First Nations,Women+,15 years and over,,9.9
2018,Atlantic region,Métis,Women+,15 years and over,,11.0
2018,Atlantic region,Non-Indigenous people,Women+,15 years and over,,7.3
2018,Atlantic region,Total population,Total - Gender,15 to 24 years,,14.7
2018,Atlantic region,Indigenous peoples,Total - Gender,15 to 24 years,,14.7
2018,Atlantic region,First Nations,Total - Gender,15 to 24 years,,13.3
2018,Atlantic region,Métis,Total - Gender,15 to 24 years,,18.2
2018,Atlantic region,Non-Indigenous people,Total - Gender,15 to 24 years,,14.7
2018,Atlantic region,Total population,Men+,15 to 24 years,,17.7
2018,Atlantic region,Indigenous peoples,Men+,15 to 24 years,,14.0
2018,Atlantic region,First Nations,Men+,15 to 24 years,,13.8
2018,Atlantic region,Métis,Men+,15 to 24 years,,20.0
2018,Atlantic region,Non-Indigenous people,Men+,15 to 24 years,,18.0
2018,Atlantic region,Total population,Women+,15 to 24 years,,11.5
2018,Atlantic region,Indigenous peoples,Women+,15 to 24 years,,15.0
2018,Atlantic region,First Nations,Women+,15 to 24 years,,13.3
2018,Atlantic region,Métis,Women+,15 to 24 years,,16.7
2018,Atlantic region,Non-Indigenous people,Women+,15 to 24 years,,11.2
2018,Atlantic region,Total population,Total - Gender,25 to 54 years,,8.0
2018,Atlantic region,Indigenous peoples,Total - Gender,25 to 54 years,,13.8
2018,Atlantic region,First Nations,Total - Gender,25 to 54 years,,13.9
2018,Atlantic region,Métis,Total - Gender,25 to 54 years,,11.8
2018,Atlantic region,Non-Indigenous people,Total - Gender,25 to 54 years,,7.7
2018,Atlantic region,Total population,Men+,25 to 54 years,,9.6
2018,Atlantic region,Indigenous peoples,Men+,25 to 54 years,,19.7
2018,Atlantic region,First Nations,Men+,25 to 54 years,,21.3
2018,Atlantic region,Métis,Men+,25 to 54 years,,15.6
2018,Atlantic region,Non-Indigenous people,Men+,25 to 54 years,,9.2
2018,Atlantic region,Total population,Women+,25 to 54 years,,6.4
2018,Atlantic region,Indigenous peoples,Women+,25 to 54 years,,8.4
2018,Atlantic region,First Nations,Women+,25 to 54 years,,7.8
2018,Atlantic region,Métis,Women+,25 to 54 years,,7.8
2018,Atlantic region,Non-Indigenous people,Women+,25 to 54 years,,6.3
2018,Atlantic region,Total population,Total - Gender,55 years and over,,10.1
2018,Atlantic region,Indigenous peoples,Total - Gender,55 years and over,,16.2
2018,Atlantic region,First Nations,Total - Gender,55 years and over,,15.7
2018,Atlantic region,Métis,Total - Gender,55 years and over,,18.0
2018,Atlantic region,Non-Indigenous people,Total - Gender,55 years and over,,9.9
2018,Atlantic region,Total population,Men+,55 years and over,,11.7
2018,Atlantic region,Indigenous peoples,Men+,55 years and over,,19.4
2018,Atlantic region,First Nations,Men+,55 years and over,,18.4
2018,Atlantic region,Métis,Men+,55 years and over,,20.7
2018,Atlantic region,Non-Indigenous people,Men+,55 years and over,,11.4
2018,Atlantic region,Total population,Women+,55 years and over,,8.3
2018,Atlantic region,Indigenous peoples,Women+,55 years and over,,12.1
2018,Atlantic region,First Nations,Women+,55 years and over,,12.5
2018,Atlantic region,Métis,Women+,55 years and over,,14.3
2018,Atlantic region,Non-Indigenous people,Women+,55 years and over,,8.0
2018,Quebec,Indigenous peoples,Total - Gender,15 years and over,24,8.4
2018,Quebec,First Nations,Total - Gender,15 years and over,24,6.4
2018,Quebec,Métis,Total - Gender,15 years and over,24,10.8
2018,Quebec,Non-Indigenous people,Total - Gender,15 years and over,24,5.4
2018,Quebec,Indigenous peoples,Men+,15 years and over,24,
2018,Quebec,First Nations,Men+,15 years and over,24,
2018,Quebec,Métis,Men+,15 years and over,24,
2018,Quebec,Non-Indigenous people,Men+,15 years and over,24,5.9
2018,Quebec,Indigenous peoples,Women+,15 years and over,24,
2018,Quebec,First Nations,Women+,15 years and over,24,
2018,Quebec,Métis,Women+,15 years and over,24,
2018,Quebec,Non-Indigenous people,Women+,15 years and over,24,5.0
2018,Quebec,Indigenous peoples,Total - Gender,15 to 24 years,24,
2018,Quebec,First Nations,Total - Gender,15 to 24 years,24,
2018,Quebec,Métis,Total - Gender,15 to 24 years,24,
2018,Quebec,Non-Indigenous people,Total - Gender,15 to 24 years,24,9.0
2018,Quebec,Indigenous peoples,Men+,15 to 24 years,24,
2018,Quebec,First Nations,Men+,15 to 24 years,24,
2018,Quebec,Métis,Men+,15 to 24 years,24,
2018,Quebec,Non-Indigenous people,Men+,15 to 24 years,24,10.3
2018,Quebec,Indigenous peoples,Women+,15 to 24 years,24,
2018,Quebec,First Nations,Women+,15 to 24 years,24,
2018,Quebec,Métis,Women+,15 to 24 years,24,
2018,Quebec,Non-Indigenous people,Women+,15 to 24 years,24,7.6
2018,Quebec,Indigenous peoples,Total - Gender,25 to 54 years,24,7.8
2018,Quebec,First Nations,Total - Gender,25 to 54 years,24,
2018,Quebec,Métis,Total - Gender,25 to 54 years,24,10.4
2018,Quebec,Non-Indigenous people,Total - Gender,25 to 54 years,24,4.7
2018,Quebec,Indigenous peoples,Men+,25 to 54 years,24,
2018,Quebec,First Nations,Men+,25 to 54 years,24,
2018,Quebec,Métis,Men+,25 to 54 years,24,
2018,Quebec,Non-Indigenous people,Men+,25 to 54 years,24,4.9
2018,Quebec,Indigenous peoples,Women+,25 to 54 years,24,
2018,Quebec,First Nations,Women+,25 to 54 years,24,
2018,Quebec,Métis,Women+,25 to 54 years,24,
2018,Quebec,Non-Indigenous people,Women+,25 to 54 years,24,4.5
2018,Quebec,Indigenous peoples,Total - Gender,55 years and over,24,8.5
2018,Quebec,First Nations,Total - Gender,55 years and over,24,
2018,Quebec,Métis,Total - Gender,55 years and over,24,
2018,Quebec,Non-Indigenous people,Total - Gender,55 years and over,24,5.4
2018,Quebec,Indigenous peoples,Men+,55 years and over,24,
2018,Quebec,First Nations,Men+,55 years and over,24,
2018,Quebec,Métis,Men+,55 years and over,24,
2018,Quebec,Non-Indigenous people,Men+,55 years and over,24,5.8
2018,Quebec,Indigenous peoples,Women+,55 years and over,24,
2018,Quebec,First Nations,Women+,55 years and over,24,
2018,Quebec,Métis,Women+,55 years and over,24,
2018,Quebec,Non-Indigenous people,Women+,55 years and over,24,4.8
2018,Ontario,Indigenous peoples,Total - Gender,15 years and over,35,8.1
2018,Ontario,First Nations,Total - Gender,15 years and over,35,9.9
2018,Ontario,Métis,Total - Gender,15 years and over,35,5.4
2018,Ontario,Non-Indigenous people,Total - Gender,15 years and over,35,5.6
2018,Ontario,Indigenous peoples,Men+,15 years and over,35,9.8
2018,Ontario,First Nations,Men+,15 years and over,35,12.0
2018,Ontario,Métis,Men+,15 years and over,35,
2018,Ontario,Non-Indigenous people,Men+,15 years and over,35,5.5
2018,Ontario,Indigenous peoples,Women+,15 years and over,35,6.3
2018,Ontario,First Nations,Women+,15 years and over,35,7.9
2018,Ontario,Métis,Women+,15 years and over,35,
2018,Ontario,Non-Indigenous people,Women+,15 years and over,35,5.7
2018,Ontario,Indigenous peoples,Total - Gender,15 to 24 years,35,16.7
2018,Ontario,First Nations,Total - Gender,15 to 24 years,35,17.3
2018,Ontario,Métis,Total - Gender,15 to 24 years,35,13.5
2018,Ontario,Non-Indigenous people,Total - Gender,15 to 24 years,35,11.5
2018,Ontario,Indigenous peoples,Men+,15 to 24 years,35,19.6
2018,Ontario,First Nations,Men+,15 to 24 years,35,
2018,Ontario,Métis,Men+,15 to 24 years,35,
2018,Ontario,Non-Indigenous people,Men+,15 to 24 years,35,12.2
2018,Ontario,Indigenous peoples,Women+,15 to 24 years,35,13.7
2018,Ontario,First Nations,Women+,15 to 24 years,35,
2018,Ontario,Métis,Women+,15 to 24 years,35,
2018,Ontario,Non-Indigenous people,Women+,15 to 24 years,35,10.7
2018,Ontario,Indigenous peoples,Total - Gender,25 to 54 years,35,5.8
2018,Ontario,First Nations,Total - Gender,25 to 54 years,35,7.8
2018,Ontario,Métis,Total - Gender,25 to 54 years,35,
2018,Ontario,Non-Indigenous people,Total - Gender,25 to 54 years,35,4.7
2018,Ontario,Indigenous peoples,Men+,25 to 54 years,35,8.0
2018,Ontario,First Nations,Men+,25 to 54 years,35,
2018,Ontario,Métis,Men+,25 to 54 years,35,
2018,Ontario,Non-Indigenous people,Men+,25 to 54 years,35,4.4
2018,Ontario,Indigenous peoples,Women+,25 to 54 years,35,3.6
2018,Ontario,First Nations,Women+,25 to 54 years,35,
2018,Ontario,Métis,Women+,25 to 54 years,35,
2018,Ontario,Non-Indigenous people,Women+,25 to 54 years,35,5.1
2018,Ontario,Indigenous peoples,Total - Gender,55 years and over,35,5.8
2018,Ontario,First Nations,Total - Gender,55 years and over,35,
2018,Ontario,Métis,Total - Gender,55 years and over,35,
2018,Ontario,Non-Indigenous people,Total - Gender,55 years and over,35,4.2
2018,Ontario,Indigenous peoples,Men+,55 years and over,35,
2018,Ontario,First Nations,Men+,55 years and over,35,
2018,Ontario,Métis,Men+,55 years and over,35,
2018,Ontario,Non-Indigenous people,Men+,55 years and over,35,4.5
2018,Ontario,Indigenous peoples,Women+,55 years and over,35,
2018,Ontario,First Nations,Women+,55 years and over,35,
2018,Ontario,Métis,Women+,55 years and over,35,
2018,Ontario,Non-Indigenous people,Women+,55 years and over,35,3.9
2018,Manitoba,Indigenous peoples,Total - Gender,15 years and over,46,10.8
2018,Manitoba,First Nations,Total - Gender,15 years and over,46,16.3
2018,Manitoba,Métis,Total - Gender,15 years and over,46,7.8
2018,Manitoba,Non-Indigenous people,Total - Gender,15 years and over,46,5.4
2018,Manitoba,Indigenous peoples,Men+,15 years and over,46,11.8
2018,Manitoba,First Nations,Men+,15 years and over,46,17.0
2018,Manitoba,Métis,Men+,15 years and over,46,8.8
2018,Manitoba,Non-Indigenous people,Men+,15 years and over,46,5.8
2018,Manitoba,Indigenous peoples,Women+,15 years and over,46,9.8
2018,Manitoba,First Nations,Women+,15 years and over,46,14.9
2018,Manitoba,Métis,Women+,15 years and over,46,6.6
2018,Manitoba,Non-Indigenous people,Women+,15 years and over,46,4.9
2018,Manitoba,Indigenous peoples,Total - Gender,15 to 24 years,46,17.0
2018,Manitoba,First Nations,Total - Gender,15 to 24 years,46,26.1
2018,Manitoba,Métis,Total - Gender,15 to 24 years,46,12.2
2018,Manitoba,Non-Indigenous people,Total - Gender,15 to 24 years,46,9.9
2018,Manitoba,Indigenous peoples,Men+,15 to 24 years,46,18.6
2018,Manitoba,First Nations,Men+,15 to 24 years,46,25.0
2018,Manitoba,Métis,Men+,15 to 24 years,46,13.3
2018,Manitoba,Non-Indigenous people,Men+,15 to 24 years,46,11.2
2018,Manitoba,Indigenous peoples,Women+,15 to 24 years,46,15.1
2018,Manitoba,First Nations,Women+,15 to 24 years,46,27.6
2018,Manitoba,Métis,Women+,15 to 24 years,46,10.9
2018,Manitoba,Non-Indigenous people,Women+,15 to 24 years,46,8.2
2018,Manitoba,Indigenous peoples,Total - Gender,25 to 54 years,46,9.4
2018,Manitoba,First Nations,Total - Gender,25 to 54 years,46,14.8
2018,Manitoba,Métis,Total - Gender,25 to 54 years,46,6.6
2018,Manitoba,Non-Indigenous people,Total - Gender,25 to 54 years,46,4.6
2018,Manitoba,Indigenous peoples,Men+,25 to 54 years,46,9.8
2018,Manitoba,First Nations,Men+,25 to 54 years,46,15.1
2018,Manitoba,Métis,Men+,25 to 54 years,46,7.2
2018,Manitoba,Non-Indigenous people,Men+,25 to 54 years,46,4.8
2018,Manitoba,Indigenous peoples,Women+,25 to 54 years,46,9.0
2018,Manitoba,First Nations,Women+,25 to 54 years,46,13.3
2018,Manitoba,Métis,Women+,25 to 54 years,46,6.0
2018,Manitoba,Non-Indigenous people,Women+,25 to 54 years,46,4.4
2018,Manitoba,Indigenous peoples,Total - Gender,55 years and over,46,6.4
2018,Manitoba,First Nations,Total - Gender,55 years and over,46,
2018,Manitoba,Métis,Total - Gender,55 years and over,46,6.0
2018,Manitoba,Non-Indigenous people,Total - Gender,55 years and over,46,4.6
2018,Manitoba,Indigenous peoples,Men+,55 years and over,46,
2018,Manitoba,First Nations,Men+,55 years and over,46,
2018,Manitoba,Métis,Men+,55 years and over,46,
2018,Manitoba,Non-Indigenous people,Men+,55 years and over,46,5.2
2018,Manitoba,Indigenous peoples,Women+,55 years and over,46,
2018,Manitoba,First Nations,Women+,55 years and over,46,
2018,Manitoba,Métis,Women+,55 years and over,46,
2018,Manitoba,Non-Indigenous people,Women+,55 years and over,46,3.9
2018,Saskatchewan,Indigenous peoples,Total - Gender,15 years and over,47,15.9
2018,Saskatchewan,First Nations,Total - Gender,15 years and over,47,21.0
2018,Saskatchewan,Métis,Total - Gender,15 years and over,47,11.9
2018,Saskatchewan,Non-Indigenous people,Total - Gender,15 years and over,47,5.2
2018,Saskatchewan,Indigenous peoples,Men+,15 years and over,47,17.3
2018,Saskatchewan,First Nations,Men+,15 years and over,47,20.9
2018,Saskatchewan,Métis,Men+,15 years and over,47,14.8
2018,Saskatchewan,Non-Indigenous people,Men+,15 years and over,47,5.8
2018,Saskatchewan,Indigenous peoples,Women+,15 years and over,47,14.2
2018,Saskatchewan,First Nations,Women+,15 years and over,47,21.1
2018,Saskatchewan,Métis,Women+,15 years and over,47,8.8
2018,Saskatchewan,Non-Indigenous people,Women+,15 years and over,47,4.4
2018,Saskatchewan,Indigenous peoples,Total - Gender,15 to 24 years,47,24.0
2018,Saskatchewan,First Nations,Total - Gender,15 to 24 years,47,27.6
2018,Saskatchewan,Métis,Total - Gender,15 to 24 years,47,19.4
2018,Saskatchewan,Non-Indigenous people,Total - Gender,15 to 24 years,47,10.0
2018,Saskatchewan,Indigenous peoples,Men+,15 to 24 years,47,29.5
2018,Saskatchewan,First Nations,Men+,15 to 24 years,47,32.1
2018,Saskatchewan,Métis,Men+,15 to 24 years,47,
2018,Saskatchewan,Non-Indigenous people,Men+,15 to 24 years,47,12.5
2018,Saskatchewan,Indigenous peoples,Women+,15 to 24 years,47,18.3
2018,Saskatchewan,First Nations,Women+,15 to 24 years,47,26.7
2018,Saskatchewan,Métis,Women+,15 to 24 years,47,
2018,Saskatchewan,Non-Indigenous people,Women+,15 to 24 years,47,7.1
2018,Saskatchewan,Indigenous peoples,Total - Gender,25 to 54 years,47,15.0
2018,Saskatchewan,First Nations,Total - Gender,25 to 54 years,47,21.0
2018,Saskatchewan,Métis,Total - Gender,25 to 54 years,47,10.4
2018,Saskatchewan,Non-Indigenous people,Total - Gender,25 to 54 years,47,4.4
2018,Saskatchewan,Indigenous peoples,Men+,25 to 54 years,47,15.7
2018,Saskatchewan,First Nations,Men+,25 to 54 years,47,19.1
2018,Saskatchewan,Métis,Men+,25 to 54 years,47,13.1
2018,Saskatchewan,Non-Indigenous people,Men+,25 to 54 years,47,4.6
2018,Saskatchewan,Indigenous peoples,Women+,25 to 54 years,47,14.4
2018,Saskatchewan,First Nations,Women+,25 to 54 years,47,23.2
2018,Saskatchewan,Métis,Women+,25 to 54 years,47,7.7
2018,Saskatchewan,Non-Indigenous people,Women+,25 to 54 years,47,4.1
2018,Saskatchewan,Indigenous peoples,Total - Gender,55 years and over,47,9.1
2018,Saskatchewan,First Nations,Total - Gender,55 years and over,47,
2018,Saskatchewan,Métis,Total - Gender,55 years and over,47,
2018,Saskatchewan,Non-Indigenous people,Total - Gender,55 years and over,47,4.4
2018,Saskatchewan,Indigenous peoples,Men+,55 years and over,47,
2018,Saskatchewan,First Nations,Men+,55 years and over,47,
2018,Saskatchewan,Métis,Men+,55 years and over,47,
2018,Saskatchewan,Non-Indigenous people,Men+,55 years and over,47,5.1
2018,Saskatchewan,Indigenous peoples,Women+,55 years and over,47,
2018,Saskatchewan,First Nations,Women+,55 years and over,47,
2018,Saskatchewan,Métis,Women+,55 years and over,47,
2018,Saskatchewan,Non-Indigenous people,Women+,55 years and over,47,3.7
2018,Alberta,Indigenous peoples,Total - Gender,15 years and over,48,10.2
2018,Alberta,First Nations,Total - Gender,15 years and over,48,9.8
2018,Alberta,Métis,Total - Gender,15 years and over,48,10.2
2018,Alberta,Non-Indigenous people,Total - Gender,15 years and over,48,6.4
2018,Alberta,Indigenous peoples,Men+,15 years and over,48,10.7
2018,Alberta,First Nations,Men+,15 years and over,48,10.3
2018,Alberta,Métis,Men+,15 years and over,48,10.3
2018,Alberta,Non-Indigenous people,Men+,15 years and over,48,6.7
2018,Alberta,Indigenous peoples,Women+,15 years and over,48,9.6
2018,Alberta,First Nations,Women+,15 years and over,48,9.2
2018,Alberta,Métis,Women+,15 years and over,48,10.1
2018,Alberta,Non-Indigenous people,Women+,15 years and over,48,6.1
2018,Alberta,Indigenous peoples,Total - Gender,15 to 24 years,48,16.5
2018,Alberta,First Nations,Total - Gender,15 to 24 years,48,17.5
2018,Alberta,Métis,Total - Gender,15 to 24 years,48,15.3
2018,Alberta,Non-Indigenous people,Total - Gender,15 to 24 years,48,11.4
2018,Alberta,Indigenous peoples,Men+,15 to 24 years,48,
2018,Alberta,First Nations,Men+,15 to 24 years,48,
2018,Alberta,Métis,Men+,15 to 24 years,48,
2018,Alberta,Non-Indigenous people,Men+,15 to 24 years,48,12.7
2018,Alberta,Indigenous peoples,Women+,15 to 24 years,48,
2018,Alberta,First Nations,Women+,15 to 24 years,48,
2018,Alberta,Métis,Women+,15 to 24 years,48,
2018,Alberta,Non-Indigenous people,Women+,15 to 24 years,48,9.9
2018,Alberta,Indigenous peoples,Total - Gender,25 to 54 years,48,9.2
2018,Alberta,First Nations,Total - Gender,25 to 54 years,48,8.6
2018,Alberta,Métis,Total - Gender,25 to 54 years,48,9.4
2018,Alberta,Non-Indigenous people,Total - Gender,25 to 54 years,48,5.4
2018,Alberta,Indigenous peoples,Men+,25 to 54 years,48,8.4
2018,Alberta,First Nations,Men+,25 to 54 years,48,
2018,Alberta,Métis,Men+,25 to 54 years,48,7.5
2018,Alberta,Non-Indigenous people,Men+,25 to 54 years,48,5.4
2018,Alberta,Indigenous peoples,Women+,25 to 54 years,48,10.2
2018,Alberta,First Nations,Women+,25 to 54 years,48,
2018,Alberta,Métis,Women+,25 to 54 years,48,11.2
2018,Alberta,Non-Indigenous people,Women+,25 to 54 years,48,5.3
2018,Alberta,Indigenous peoples,Total - Gender,55 years and over,48,
2018,Alberta,First Nations,Total - Gender,55 years and over,48,
2018,Alberta,Métis,Total - Gender,55 years and over,48,
2018,Alberta,Non-Indigenous people,Total - Gender,55 years and over,48,6.5
2018,Alberta,Indigenous peoples,Men+,55 years and over,48,
2018,Alberta,First Nations,Men+,55 years and over,48,
2018,Alberta,Métis,Men+,55 years and over,48,
2018,Alberta,Non-Indigenous people,Men+,55 years and over,48,7.0
2018,Alberta,Indigenous peoples,Women+,55 years and over,48,
2018,Alberta,First Nations,Women+,55 years and over,48,
2018,Alberta,Métis,Women+,55 years and over,48,
2018,Alberta,Non-Indigenous people,Women+,55 years and over,48,6.0
2018,British Columbia,Indigenous peoples,Total - Gender,15 years and over,59,10.1
