Year,Geography,Violations,GeoCode,Value
2020,Nova Scotia,"Assault, level 2, weapon or bodily harm",12,144.06
2020,Nova Scotia,"Assault, level 1",12,518.62
2020,Nova Scotia,Total robbery,12,26.89
2020,Nova Scotia,Uttering threats,12,360.61
2020,Nova Scotia,Total other violent violations,12,31.84
2020,New Brunswick,Total violent Criminal Code violations,13,1634.09
2020,New Brunswick,Homicide,13,1.79
2020,New Brunswick,Total other violations causing death,13,0.51
2020,New Brunswick,Attempted murder,13,1.15
2020,New Brunswick,"Sexual assault, level 3, aggravated",13,0.38
2020,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",13,1.02
2020,New Brunswick,"Sexual assault, level 1",13,76.46
2020,New Brunswick,Total sexual violations against children,13,27.7
2020,New Brunswick,"Assault, level 3, aggravated",13,9.19
2020,New Brunswick,"Assault, level 2, weapon or bodily harm",13,151.77
2020,New Brunswick,"Assault, level 1",13,640.39
2020,New Brunswick,Total robbery,13,18.64
2020,New Brunswick,Uttering threats,13,369.78
2020,New Brunswick,Total other violent violations,13,21.95
2020,Quebec,Total violent Criminal Code violations,24,1120.69
2020,Quebec,Homicide,24,1.02
2020,Quebec,Total other violations causing death,24,0.54
2020,Quebec,Attempted murder,24,2.63
2020,Quebec,"Sexual assault, level 3, aggravated",24,0.41
2020,Quebec,"Sexual assault, level 2, weapon or bodily harm",24,1.4
2020,Quebec,"Sexual assault, level 1",24,69.16
2020,Quebec,Total sexual violations against children,24,35.77
2020,Quebec,"Assault, level 3, aggravated",24,3.06
2020,Quebec,"Assault, level 2, weapon or bodily harm",24,138.49
2020,Quebec,"Assault, level 1",24,413.78
2020,Quebec,Total robbery,24,32.51
2020,Quebec,Uttering threats,24,217.39
2020,Quebec,Total other violent violations,24,29.61
2020,Ontario,Total violent Criminal Code violations,35,898.54
2020,Ontario,Homicide,35,1.63
2020,Ontario,Total other violations causing death,35,0.18
2020,Ontario,Attempted murder,35,2.23
2020,Ontario,"Sexual assault, level 3, aggravated",35,0.2
2020,Ontario,"Sexual assault, level 2, weapon or bodily harm",35,1.69
2020,Ontario,"Sexual assault, level 1",35,63.02
2020,Ontario,Total sexual violations against children,35,16.75
2020,Ontario,"Assault, level 3, aggravated",35,7.07
2020,Ontario,"Assault, level 2, weapon or bodily harm",35,117.38
2020,Ontario,"Assault, level 1",35,328.99
2020,Ontario,Total robbery,35,48.1
2020,Ontario,Uttering threats,35,139.92
2020,Ontario,Total other violent violations,35,13.7
2020,Manitoba,Total violent Criminal Code violations,46,2113.13
2020,Manitoba,Homicide,46,4.49
2020,Manitoba,Total other violations causing death,46,0.29
2020,Manitoba,Attempted murder,46,1.45
2020,Manitoba,"Sexual assault, level 3, aggravated",46,0.36
2020,Manitoba,"Sexual assault, level 2, weapon or bodily harm",46,3.04
2020,Manitoba,"Sexual assault, level 1",46,114.19
2020,Manitoba,Total sexual violations against children,46,53.55
2020,Manitoba,"Assault, level 3, aggravated",46,35.43
2020,Manitoba,"Assault, level 2, weapon or bodily harm",46,419.6
2020,Manitoba,"Assault, level 1",46,860.42
2020,Manitoba,Total robbery,46,162.74
2020,Manitoba,Uttering threats,46,267.87
2020,Manitoba,Total other violent violations,46,18.98
2020,Saskatchewan,Total violent Criminal Code violations,47,2400.41
2020,Saskatchewan,Homicide,47,5.48
2020,Saskatchewan,Total other violations causing death,47,0.26
2020,Saskatchewan,Attempted murder,47,4.11
2020,Saskatchewan,"Sexual assault, level 3, aggravated",47,0.94
2020,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",47,1.88
2020,Saskatchewan,"Sexual assault, level 1",47,112.82
2020,Saskatchewan,Total sexual violations against children,47,50.88
2020,Saskatchewan,"Assault, level 3, aggravated",47,41.89
2020,Saskatchewan,"Assault, level 2, weapon or bodily harm",47,431.91
2020,Saskatchewan,"Assault, level 1",47,955.98
2020,Saskatchewan,Total robbery,47,81.21
2020,Saskatchewan,Uttering threats,47,350.78
2020,Saskatchewan,Total other violent violations,47,27.67
2020,Alberta,Total violent Criminal Code violations,48,1455.13
2020,Alberta,Homicide,48,3.2
2020,Alberta,Total other violations causing death,48,0.25
2020,Alberta,Attempted murder,48,1.41
2020,Alberta,"Sexual assault, level 3, aggravated",48,0.57
2020,Alberta,"Sexual assault, level 2, weapon or bodily harm",48,2.34
2020,Alberta,"Sexual assault, level 1",48,79.77
2020,Alberta,Total sexual violations against children,48,33.01
2020,Alberta,"Assault, level 3, aggravated",48,20.85
2020,Alberta,"Assault, level 2, weapon or bodily harm",48,237.46
2020,Alberta,"Assault, level 1",48,528.17
2020,Alberta,Total robbery,48,66.93
2020,Alberta,Uttering threats,48,219.06
2020,Alberta,Total other violent violations,48,18.54
2020,British Columbia,Total violent Criminal Code violations,59,1551.32
2020,British Columbia,Homicide,59,1.93
2020,British Columbia,Total other violations causing death,59,0.41
2020,British Columbia,Attempted murder,59,1.91
2020,British Columbia,"Sexual assault, level 3, aggravated",59,0.35
2020,British Columbia,"Sexual assault, level 2, weapon or bodily harm",59,0.97
2020,British Columbia,"Sexual assault, level 1",59,73.84
2020,British Columbia,Total sexual violations against children,59,27.57
2020,British Columbia,"Assault, level 3, aggravated",59,6.61
2020,British Columbia,"Assault, level 2, weapon or bodily harm",59,194.63
2020,British Columbia,"Assault, level 1",59,541.62
2020,British Columbia,Total robbery,59,52.3
2020,British Columbia,Uttering threats,59,324.68
2020,British Columbia,Total other violent violations,59,14.99
2020,Yukon,Total violent Criminal Code violations,60,5136.09
2020,Yukon,Homicide,60,0.0
2020,Yukon,Total other violations causing death,60,0.0
2020,Yukon,Attempted murder,60,7.15
2020,Yukon,"Sexual assault, level 3, aggravated",60,7.15
2020,Yukon,"Sexual assault, level 2, weapon or bodily harm",60,2.38
2020,Yukon,"Sexual assault, level 1",60,278.85
2020,Yukon,Total sexual violations against children,60,71.5
2020,Yukon,"Assault, level 3, aggravated",60,69.12
2020,Yukon,"Assault, level 2, weapon or bodily harm",60,455.22
2020,Yukon,"Assault, level 1",60,2461.99
2020,Yukon,Total robbery,60,54.82
2020,Yukon,Uttering threats,60,903.28
2020,Yukon,Total other violent violations,60,69.12
2020,Northwest Territories,Total violent Criminal Code violations,61,11792.2
2020,Northwest Territories,Homicide,61,13.48
2020,Northwest Territories,Total other violations causing death,61,0.0
2020,Northwest Territories,Attempted murder,61,2.25
2020,Northwest Territories,"Sexual assault, level 3, aggravated",61,0.0
2020,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",61,6.74
2020,Northwest Territories,"Sexual assault, level 1",61,550.51
2020,Northwest Territories,Total sexual violations against children,61,123.58
2020,Northwest Territories,"Assault, level 3, aggravated",61,89.88
2020,Northwest Territories,"Assault, level 2, weapon or bodily harm",61,1292.02
2020,Northwest Territories,"Assault, level 1",61,6307.3
2020,Northwest Territories,Total robbery,61,76.4
2020,Northwest Territories,Uttering threats,61,1999.82
2020,Northwest Territories,Total other violent violations,61,83.14
2020,Nunavut,Total violent Criminal Code violations,62,12191.29
2020,Nunavut,Homicide,62,7.6
2020,Nunavut,Total other violations causing death,62,0.0
2020,Nunavut,Attempted murder,62,15.2
2020,Nunavut,"Sexual assault, level 3, aggravated",62,2.53
2020,Nunavut,"Sexual assault, level 2, weapon or bodily harm",62,15.2
2020,Nunavut,"Sexual assault, level 1",62,633.25
2020,Nunavut,Total sexual violations against children,62,400.21
2020,Nunavut,"Assault, level 3, aggravated",62,192.51
2020,Nunavut,"Assault, level 2, weapon or bodily harm",62,1636.31
2020,Nunavut,"Assault, level 1",62,5985.46
2020,Nunavut,Total robbery,62,30.4
2020,Nunavut,Uttering threats,62,2036.53
2020,Nunavut,Total other violent violations,62,83.59
2021,Canada,Homicide,,2.08
2021,Canada,Total other violations causing death,,0.28
2021,Canada,Attempted murder,,1.96
2021,Canada,"Sexual assault, level 3, aggravated",,0.33
2021,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.61
2021,Canada,"Sexual assault, level 1",,87.97
2021,Canada,Total sexual violations against children,,33.57
2021,Canada,"Assault, level 3, aggravated",,10.36
2021,Canada,"Assault, level 2, weapon or bodily harm",,186.39
2021,Canada,"Assault, level 1",,484.31
2021,Canada,Total robbery,,48.69
2021,Canada,Uttering threats,,229.6
2021,Canada,Total other violent violations,,20.39
2021,Newfoundland and Labrador,Total violent Criminal Code violations,10,1805.31
2021,Newfoundland and Labrador,Homicide,10,1.52
2021,Newfoundland and Labrador,Total other violations causing death,10,0.57
2021,Newfoundland and Labrador,Attempted murder,10,0.19
2021,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",10,0.57
2021,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",10,1.14
2021,Newfoundland and Labrador,"Sexual assault, level 1",10,97.9
2021,Newfoundland and Labrador,Total sexual violations against children,10,46.67
2021,Newfoundland and Labrador,"Assault, level 3, aggravated",10,8.92
2021,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",10,160.89
2021,Newfoundland and Labrador,"Assault, level 1",10,724.4
2021,Newfoundland and Labrador,Total robbery,10,32.25
2021,Newfoundland and Labrador,Uttering threats,10,428.04
2021,Newfoundland and Labrador,Total other violent violations,10,20.3
2021,Prince Edward Island,Total violent Criminal Code violations,11,1263.16
2021,Prince Edward Island,Homicide,11,0.62
2021,Prince Edward Island,Total other violations causing death,11,0.62
2021,Prince Edward Island,Attempted murder,11,0.62
2021,Prince Edward Island,"Sexual assault, level 3, aggravated",11,0.0
2021,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",11,0.62
2021,Prince Edward Island,"Sexual assault, level 1",11,92.52
2021,Prince Edward Island,Total sexual violations against children,11,33.92
2021,Prince Edward Island,"Assault, level 3, aggravated",11,3.7
2021,Prince Edward Island,"Assault, level 2, weapon or bodily harm",11,78.33
2021,Prince Edward Island,"Assault, level 1",11,411.39
2021,Prince Edward Island,Total robbery,11,10.49
2021,Prince Edward Island,Uttering threats,11,240.54
2021,Prince Edward Island,Total other violent violations,11,22.82
2021,Nova Scotia,Total violent Criminal Code violations,12,1504.24
2021,Nova Scotia,Homicide,12,2.3
2021,Nova Scotia,Total other violations causing death,12,0.0
2021,Nova Scotia,Attempted murder,12,4.8
2021,Nova Scotia,"Sexual assault, level 3, aggravated",12,0.4
2021,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",12,1.9
2021,Nova Scotia,"Sexual assault, level 1",12,90.51
2021,Nova Scotia,Total sexual violations against children,12,38.1
2021,Nova Scotia,"Assault, level 3, aggravated",12,7.7
2021,Nova Scotia,"Assault, level 2, weapon or bodily harm",12,155.61
2021,Nova Scotia,"Assault, level 1",12,500.95
2021,Nova Scotia,Total robbery,12,29.5
2021,Nova Scotia,Uttering threats,12,333.13
2021,Nova Scotia,Total other violent violations,12,28.6
2021,New Brunswick,Total violent Criminal Code violations,13,1740.89
2021,New Brunswick,Homicide,13,1.39
2021,New Brunswick,Total other violations causing death,13,0.25
2021,New Brunswick,Attempted murder,13,1.9
2021,New Brunswick,"Sexual assault, level 3, aggravated",13,0.13
2021,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",13,1.64
2021,New Brunswick,"Sexual assault, level 1",13,93.07
2021,New Brunswick,Total sexual violations against children,13,35.03
2021,New Brunswick,"Assault, level 3, aggravated",13,7.84
2021,New Brunswick,"Assault, level 2, weapon or bodily harm",13,166.67
2021,New Brunswick,"Assault, level 1",13,643.52
2021,New Brunswick,Total robbery,13,15.43
2021,New Brunswick,Uttering threats,13,391.25
2021,New Brunswick,Total other violent violations,13,22.64
2021,Quebec,Total violent Criminal Code violations,24,1230.54
2021,Quebec,Homicide,24,1.05
2021,Quebec,Total other violations causing death,24,0.45
2021,Quebec,Attempted murder,24,2.33
2021,Quebec,"Sexual assault, level 3, aggravated",24,0.36
2021,Quebec,"Sexual assault, level 2, weapon or bodily harm",24,1.18
2021,Quebec,"Sexual assault, level 1",24,88.49
2021,Quebec,Total sexual violations against children,24,44.39
2021,Quebec,"Assault, level 3, aggravated",24,3.95
2021,Quebec,"Assault, level 2, weapon or bodily harm",24,153.42
2021,Quebec,"Assault, level 1",24,448.72
2021,Quebec,Total robbery,24,31.5
2021,Quebec,Uttering threats,24,228.67
2021,Quebec,Total other violent violations,24,32.45
2021,Ontario,Total violent Criminal Code violations,35,952.12
2021,Ontario,Homicide,35,1.89
2021,Ontario,Total other violations causing death,35,0.2
2021,Ontario,Attempted murder,35,2.03
2021,Ontario,"Sexual assault, level 3, aggravated",35,0.24
2021,Ontario,"Sexual assault, level 2, weapon or bodily harm",35,1.64
2021,Ontario,"Sexual assault, level 1",35,74.27
2021,Ontario,Total sexual violations against children,35,18.97
2021,Ontario,"Assault, level 3, aggravated",35,7.13
2021,Ontario,"Assault, level 2, weapon or bodily harm",35,128.22
2021,Ontario,"Assault, level 1",35,341.65
2021,Ontario,Total robbery,35,43.4
2021,Ontario,Uttering threats,35,150.29
2021,Ontario,Total other violent violations,35,13.11
2021,Manitoba,Total violent Criminal Code violations,46,2278.5
2021,Manitoba,Homicide,46,4.45
2021,Manitoba,Total other violations causing death,46,0.43
2021,Manitoba,Attempted murder,46,0.79
2021,Manitoba,"Sexual assault, level 3, aggravated",46,0.65
2021,Manitoba,"Sexual assault, level 2, weapon or bodily harm",46,3.02
2021,Manitoba,"Sexual assault, level 1",46,124.0
2021,Manitoba,Total sexual violations against children,46,56.47
2021,Manitoba,"Assault, level 3, aggravated",46,36.78
2021,Manitoba,"Assault, level 2, weapon or bodily harm",46,487.74
2021,Manitoba,"Assault, level 1",46,891.64
2021,Manitoba,Total robbery,46,162.94
2021,Manitoba,Uttering threats,46,307.63
2021,Manitoba,Total other violent violations,46,20.91
2021,Saskatchewan,Total violent Criminal Code violations,47,2447.01
2021,Saskatchewan,Homicide,47,5.99
2021,Saskatchewan,Total other violations causing death,47,0.26
2021,Saskatchewan,Attempted murder,47,3.94
2021,Saskatchewan,"Sexual assault, level 3, aggravated",47,1.03
2021,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",47,1.8
2021,Saskatchewan,"Sexual assault, level 1",47,124.09
2021,Saskatchewan,Total sexual violations against children,47,59.52
2021,Saskatchewan,"Assault, level 3, aggravated",47,44.53
2021,Saskatchewan,"Assault, level 2, weapon or bodily harm",47,447.8
2021,Saskatchewan,"Assault, level 1",47,942.27
2021,Saskatchewan,Total robbery,47,78.62
2021,Saskatchewan,Uttering threats,47,342.46
2021,Saskatchewan,Total other violent violations,47,29.89
2021,Alberta,Total violent Criminal Code violations,48,1519.34
2021,Alberta,Homicide,48,2.66
2021,Alberta,Total other violations causing death,48,0.18
2021,Alberta,Attempted murder,48,1.06
2021,Alberta,"Sexual assault, level 3, aggravated",48,0.47
2021,Alberta,"Sexual assault, level 2, weapon or bodily harm",48,2.37
2021,Alberta,"Sexual assault, level 1",48,98.61
2021,Alberta,Total sexual violations against children,48,43.01
2021,Alberta,"Assault, level 3, aggravated",48,19.59
2021,Alberta,"Assault, level 2, weapon or bodily harm",48,251.49
2021,Alberta,"Assault, level 1",48,537.31
2021,Alberta,Total robbery,48,64.94
2021,Alberta,Uttering threats,48,218.3
2021,Alberta,Total other violent violations,48,21.01
2021,British Columbia,Total violent Criminal Code violations,59,1555.73
2021,British Columbia,Homicide,59,2.39
2021,British Columbia,Total other violations causing death,59,0.27
2021,British Columbia,Attempted murder,59,1.28
2021,British Columbia,"Sexual assault, level 3, aggravated",59,0.13
2021,British Columbia,"Sexual assault, level 2, weapon or bodily harm",59,1.07
2021,British Columbia,"Sexual assault, level 1",59,85.03
2021,British Columbia,Total sexual violations against children,59,30.61
2021,British Columbia,"Assault, level 3, aggravated",59,6.91
2021,British Columbia,"Assault, level 2, weapon or bodily harm",59,203.25
2021,British Columbia,"Assault, level 1",59,531.12
2021,British Columbia,Total robbery,59,52.48
2021,British Columbia,Uttering threats,59,319.42
2021,British Columbia,Total other violent violations,59,14.83
2021,Yukon,Total violent Criminal Code violations,60,5111.61
2021,Yukon,Homicide,60,9.31
2021,Yukon,Total other violations causing death,60,0.0
2021,Yukon,Attempted murder,60,2.33
2021,Yukon,"Sexual assault, level 3, aggravated",60,0.0
2021,Yukon,"Sexual assault, level 2, weapon or bodily harm",60,4.66
2021,Yukon,"Sexual assault, level 1",60,281.65
2021,Yukon,Total sexual violations against children,60,90.78
2021,Yukon,"Assault, level 3, aggravated",60,60.52
2021,Yukon,"Assault, level 2, weapon or bodily harm",60,521.4
2021,Yukon,"Assault, level 1",60,2281.14
2021,Yukon,Total robbery,60,44.23
2021,Yukon,Uttering threats,60,965.99
2021,Yukon,Total other violent violations,60,44.23
2021,Northwest Territories,Total violent Criminal Code violations,61,12373.54
2021,Northwest Territories,Homicide,61,2.24
2021,Northwest Territories,Total other violations causing death,61,0.0
2021,Northwest Territories,Attempted murder,61,6.73
2021,Northwest Territories,"Sexual assault, level 3, aggravated",61,0.0
2021,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",61,8.97
2021,Northwest Territories,"Sexual assault, level 1",61,513.69
2021,Northwest Territories,Total sexual violations against children,61,136.84
2021,Northwest Territories,"Assault, level 3, aggravated",61,80.76
2021,Northwest Territories,"Assault, level 2, weapon or bodily harm",61,1363.87
2021,Northwest Territories,"Assault, level 1",61,6814.87
2021,Northwest Territories,Total robbery,61,67.3
2021,Northwest Territories,Uttering threats,61,2059.27
2021,Northwest Territories,Total other violent violations,61,89.73
2021,Nunavut,Total violent Criminal Code violations,62,11879.46
2021,Nunavut,Homicide,62,4.99
2021,Nunavut,Total other violations causing death,62,0.0
2021,Nunavut,Attempted murder,62,14.97
2021,Nunavut,"Sexual assault, level 3, aggravated",62,2.49
2021,Nunavut,"Sexual assault, level 2, weapon or bodily harm",62,7.48
2021,Nunavut,"Sexual assault, level 1",62,558.8
2021,Nunavut,Total sexual violations against children,62,399.14
2021,Nunavut,"Assault, level 3, aggravated",62,107.27
2021,Nunavut,"Assault, level 2, weapon or bodily harm",62,1534.2
2021,Nunavut,"Assault, level 1",62,5837.45
2021,Nunavut,Total robbery,62,39.91
2021,Nunavut,Uttering threats,62,1933.34
2021,Nunavut,Total other violent violations,62,104.77
2022,Canada,Homicide,,2.27
2022,Canada,Total other violations causing death,,0.28
2022,Canada,Attempted murder,,2.19
2022,Canada,"Sexual assault, level 3, aggravated",,0.31
2022,Canada,"Sexual assault, level 2, weapon or bodily harm",,1.69
2022,Canada,"Sexual assault, level 1",,91.13
2022,Canada,Total sexual violations against children,,31.74
2022,Canada,"Assault, level 3, aggravated",,10.83
2022,Canada,"Assault, level 2, weapon or bodily harm",,198.24
2022,Canada,"Assault, level 1",,505.93
2022,Canada,Total robbery,,56.45
2022,Canada,Uttering threats,,225.42
2022,Canada,Total other violent violations,,20.9
2022,Newfoundland and Labrador,Total violent Criminal Code violations,10,1795.76
2022,Newfoundland and Labrador,Homicide,10,0.56
2022,Newfoundland and Labrador,Total other violations causing death,10,0.38
2022,Newfoundland and Labrador,Attempted murder,10,0.94
2022,Newfoundland and Labrador,"Sexual assault, level 3, aggravated",10,0.0
2022,Newfoundland and Labrador,"Sexual assault, level 2, weapon or bodily harm",10,1.13
2022,Newfoundland and Labrador,"Sexual assault, level 1",10,102.77
2022,Newfoundland and Labrador,Total sexual violations against children,10,37.83
2022,Newfoundland and Labrador,"Assault, level 3, aggravated",10,11.67
2022,Newfoundland and Labrador,"Assault, level 2, weapon or bodily harm",10,165.44
2022,Newfoundland and Labrador,"Assault, level 1",10,696.21
2022,Newfoundland and Labrador,Total robbery,10,46.68
2022,Newfoundland and Labrador,Uttering threats,10,424.24
2022,Newfoundland and Labrador,Total other violent violations,10,27.86
2022,Prince Edward Island,Total violent Criminal Code violations,11,1382.07
2022,Prince Edward Island,Homicide,11,0.0
2022,Prince Edward Island,Total other violations causing death,11,1.79
2022,Prince Edward Island,Attempted murder,11,0.6
2022,Prince Edward Island,"Sexual assault, level 3, aggravated",11,0.0
2022,Prince Edward Island,"Sexual assault, level 2, weapon or bodily harm",11,1.79
2022,Prince Edward Island,"Sexual assault, level 1",11,111.24
2022,Prince Edward Island,Total sexual violations against children,11,29.3
2022,Prince Edward Island,"Assault, level 3, aggravated",11,2.99
2022,Prince Edward Island,"Assault, level 2, weapon or bodily harm",11,84.32
2022,Prince Edward Island,"Assault, level 1",11,431.19
2022,Prince Edward Island,Total robbery,11,4.78
2022,Prince Edward Island,Uttering threats,11,263.74
2022,Prince Edward Island,Total other violent violations,11,25.12
2022,Nova Scotia,Total violent Criminal Code violations,12,1594.13
2022,Nova Scotia,Homicide,12,1.85
2022,Nova Scotia,Total other violations causing death,12,0.2
2022,Nova Scotia,Attempted murder,12,4.39
2022,Nova Scotia,"Sexual assault, level 3, aggravated",12,0.39
2022,Nova Scotia,"Sexual assault, level 2, weapon or bodily harm",12,1.37
2022,Nova Scotia,"Sexual assault, level 1",12,91.0
2022,Nova Scotia,Total sexual violations against children,12,32.67
2022,Nova Scotia,"Assault, level 3, aggravated",12,10.05
2022,Nova Scotia,"Assault, level 2, weapon or bodily harm",12,167.37
2022,Nova Scotia,"Assault, level 1",12,536.64
2022,Nova Scotia,Total robbery,12,43.31
2022,Nova Scotia,Uttering threats,12,355.81
2022,Nova Scotia,Total other violent violations,12,29.94
2022,New Brunswick,Total violent Criminal Code violations,13,1762.34
2022,New Brunswick,Homicide,13,1.85
2022,New Brunswick,Total other violations causing death,13,1.24
2022,New Brunswick,Attempted murder,13,1.98
2022,New Brunswick,"Sexual assault, level 3, aggravated",13,0.49
2022,New Brunswick,"Sexual assault, level 2, weapon or bodily harm",13,0.86
2022,New Brunswick,"Sexual assault, level 1",13,101.7
2022,New Brunswick,Total sexual violations against children,13,31.88
2022,New Brunswick,"Assault, level 3, aggravated",13,9.27
2022,New Brunswick,"Assault, level 2, weapon or bodily harm",13,194.5
2022,New Brunswick,"Assault, level 1",13,649.48
2022,New Brunswick,Total robbery,13,23.97
2022,New Brunswick,Uttering threats,13,372.68
2022,New Brunswick,Total other violent violations,13,23.48
2022,Quebec,Total violent Criminal Code violations,24,1280.75
2022,Quebec,Homicide,24,1.28
2022,Quebec,Total other violations causing death,24,0.4
2022,Quebec,Attempted murder,24,2.31
2022,Quebec,"Sexual assault, level 3, aggravated",24,0.35
2022,Quebec,"Sexual assault, level 2, weapon or bodily harm",24,1.35
2022,Quebec,"Sexual assault, level 1",24,90.96
2022,Quebec,Total sexual violations against children,24,44.83
2022,Quebec,"Assault, level 3, aggravated",24,4.04
2022,Quebec,"Assault, level 2, weapon or bodily harm",24,164.81
2022,Quebec,"Assault, level 1",24,474.72
2022,Quebec,Total robbery,24,37.41
2022,Quebec,Uttering threats,24,227.99
2022,Quebec,Total other violent violations,24,31.72
2022,Ontario,Total violent Criminal Code violations,35,1001.32
2022,Ontario,Homicide,35,1.93
2022,Ontario,Total other violations causing death,35,0.14
2022,Ontario,Attempted murder,35,2.12
2022,Ontario,"Sexual assault, level 3, aggravated",35,0.2
2022,Ontario,"Sexual assault, level 2, weapon or bodily harm",35,1.77
2022,Ontario,"Sexual assault, level 1",35,80.83
2022,Ontario,Total sexual violations against children,35,18.47
2022,Ontario,"Assault, level 3, aggravated",35,6.72
2022,Ontario,"Assault, level 2, weapon or bodily harm",35,140.8
2022,Ontario,"Assault, level 1",35,360.51
2022,Ontario,Total robbery,35,51.84
2022,Ontario,Uttering threats,35,147.73
2022,Ontario,Total other violent violations,35,14.62
2022,Manitoba,Total violent Criminal Code violations,46,2450.36
2022,Manitoba,Homicide,46,6.3
2022,Manitoba,Total other violations causing death,46,0.71
2022,Manitoba,Attempted murder,46,1.13
2022,Manitoba,"Sexual assault, level 3, aggravated",46,0.42
2022,Manitoba,"Sexual assault, level 2, weapon or bodily harm",46,2.62
2022,Manitoba,"Sexual assault, level 1",46,133.94
2022,Manitoba,Total sexual violations against children,46,57.84
2022,Manitoba,"Assault, level 3, aggravated",46,45.45
2022,Manitoba,"Assault, level 2, weapon or bodily harm",46,528.68
2022,Manitoba,"Assault, level 1",46,945.44
2022,Manitoba,Total robbery,46,196.52
2022,Manitoba,Uttering threats,46,311.14
2022,Manitoba,Total other violent violations,46,21.45
2022,Saskatchewan,Total violent Criminal Code violations,47,2548.85
2022,Saskatchewan,Homicide,47,6.19
2022,Saskatchewan,Total other violations causing death,47,0.25
2022,Saskatchewan,Attempted murder,47,4.33
2022,Saskatchewan,"Sexual assault, level 3, aggravated",47,1.02
2022,Saskatchewan,"Sexual assault, level 2, weapon or bodily harm",47,1.78
2022,Saskatchewan,"Sexual assault, level 1",47,132.72
2022,Saskatchewan,Total sexual violations against children,47,49.73
2022,Saskatchewan,"Assault, level 3, aggravated",47,50.07
2022,Saskatchewan,"Assault, level 2, weapon or bodily harm",47,468.49
2022,Saskatchewan,"Assault, level 1",47,1004.54
2022,Saskatchewan,Total robbery,47,95.12
2022,Saskatchewan,Uttering threats,47,331.54
2022,Saskatchewan,Total other violent violations,47,30.04
2022,Alberta,Total violent Criminal Code violations,48,1561.6
2022,Alberta,Homicide,48,2.64
2022,Alberta,Total other violations causing death,48,0.2
2022,Alberta,Attempted murder,48,1.26
2022,Alberta,"Sexual assault, level 3, aggravated",48,0.33
2022,Alberta,"Sexual assault, level 2, weapon or bodily harm",48,2.33
2022,Alberta,"Sexual assault, level 1",48,93.91
2022,Alberta,Total sexual violations against children,48,34.72
2022,Alberta,"Assault, level 3, aggravated",48,19.6
2022,Alberta,"Assault, level 2, weapon or bodily harm",48,256.08
2022,Alberta,"Assault, level 1",48,568.53
2022,Alberta,Total robbery,48,66.86
2022,Alberta,Uttering threats,48,220.14
2022,Alberta,Total other violent violations,48,20.97
2022,British Columbia,Total violent Criminal Code violations,59,1539.06
2022,British Columbia,Homicide,59,2.89
2022,British Columbia,Total other violations causing death,59,0.22
2022,British Columbia,Attempted murder,59,2.39
2022,British Columbia,"Sexual assault, level 3, aggravated",59,0.26
2022,British Columbia,"Sexual assault, level 2, weapon or bodily harm",59,1.31
2022,British Columbia,"Sexual assault, level 1",59,83.96
2022,British Columbia,Total sexual violations against children,59,29.73
2022,British Columbia,"Assault, level 3, aggravated",59,6.76
2022,British Columbia,"Assault, level 2, weapon or bodily harm",59,205.75
2022,British Columbia,"Assault, level 1",59,530.68
2022,British Columbia,Total robbery,59,55.66
2022,British Columbia,Uttering threats,59,297.47
2022,British Columbia,Total other violent violations,59,14.28
2022,Yukon,Total violent Criminal Code violations,60,5239.18
2022,Yukon,Homicide,60,4.56
2022,Yukon,Total other violations causing death,60,0.0
2022,Yukon,Attempted murder,60,6.83
2022,Yukon,"Sexual assault, level 3, aggravated",60,2.28
2022,Yukon,"Sexual assault, level 2, weapon or bodily harm",60,4.56
2022,Yukon,"Sexual assault, level 1",60,305.24
2022,Yukon,Total sexual violations against children,60,59.23
2022,Yukon,"Assault, level 3, aggravated",60,59.23
2022,Yukon,"Assault, level 2, weapon or bodily harm",60,630.98
2022,Yukon,"Assault, level 1",60,2312.07
2022,Yukon,Total robbery,60,82.0
2022,Yukon,Uttering threats,60,947.61
2022,Yukon,Total other violent violations,60,41.0
2022,Northwest Territories,Total violent Criminal Code violations,61,12662.99
2022,Northwest Territories,Homicide,61,6.72
2022,Northwest Territories,Total other violations causing death,61,0.0
2022,Northwest Territories,Attempted murder,61,2.24
2022,Northwest Territories,"Sexual assault, level 3, aggravated",61,2.24
2022,Northwest Territories,"Sexual assault, level 2, weapon or bodily harm",61,11.2
2022,Northwest Territories,"Sexual assault, level 1",61,517.54
2022,Northwest Territories,Total sexual violations against children,61,170.27
2022,Northwest Territories,"Assault, level 3, aggravated",61,123.22
2022,Northwest Territories,"Assault, level 2, weapon or bodily harm",61,1494.38
2022,Northwest Territories,"Assault, level 1",61,6914.01
2022,Northwest Territories,Total robbery,61,120.98
