Year,Geography,Population characteristics,Educational attainment level,Age group,Sex,GeoCode,Value
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,10,25.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,10,34.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,10,31.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,25 to 34 years,Male,10,29.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,25 to 34 years,Female,10,33.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,10,33.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,30 to 34 years,Male,10,30.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,30 to 34 years,Female,10,35.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,10,33.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,35 to 44 years,Male,10,29.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,35 to 44 years,Female,10,37.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,10,32.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,45 to 54 years,Male,10,28.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,45 to 54 years,Female,10,36.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,10,24.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,55 to 64 years,Male,10,17.0
2018,Newfoundland and Labrador,Total population,Short-cycle tertiary,55 to 64 years,Female,10,31.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,10,12.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,"Total, 25 to 64 years",Male,10,9.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,"Total, 25 to 64 years",Female,10,15.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,25 to 34 years,Both sexes,10,21.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,25 to 34 years,Male,10,14.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,25 to 34 years,Female,10,27.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,30 to 34 years,Both sexes,10,19.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,30 to 34 years,Male,10,14.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,30 to 34 years,Female,10,23.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,35 to 44 years,Both sexes,10,15.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,35 to 44 years,Male,10,13.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,35 to 44 years,Female,10,17.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,45 to 54 years,Both sexes,10,11.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,45 to 54 years,Male,10,8.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,45 to 54 years,Female,10,14.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,55 to 64 years,Both sexes,10,6.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,55 to 64 years,Male,10,5.0
2018,Newfoundland and Labrador,Total population,Bachelor's level,55 to 64 years,Female,10,6.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,10,7.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,10,6.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,10,7.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,10,7.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,25 to 34 years,Male,10,7.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,25 to 34 years,Female,10,8.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,10,9.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,30 to 34 years,Male,10,8.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,30 to 34 years,Female,10,10.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,10,9.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,35 to 44 years,Male,10,8.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,35 to 44 years,Female,10,11.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,10,6.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,45 to 54 years,Male,10,6.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,45 to 54 years,Female,10,7.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,10,5.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,55 to 64 years,Male,10,6.0
2018,Newfoundland and Labrador,Total population,Master's or Doctoral level,55 to 64 years,Female,10,3.0
2018,Prince Edward Island,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,11,56.0
2018,Prince Edward Island,Total population,Tertiary education,"Total, 25 to 64 years",Male,11,46.0
2018,Prince Edward Island,Total population,Tertiary education,"Total, 25 to 64 years",Female,11,65.0
2018,Prince Edward Island,Total population,Tertiary education,25 to 34 years,Both sexes,11,61.0
2018,Prince Edward Island,Total population,Tertiary education,25 to 34 years,Male,11,53.0
2018,Prince Edward Island,Total population,Tertiary education,25 to 34 years,Female,11,69.0
2018,Prince Edward Island,Total population,Tertiary education,30 to 34 years,Both sexes,11,61.0
2018,Prince Edward Island,Total population,Tertiary education,30 to 34 years,Male,11,53.0
2018,Prince Edward Island,Total population,Tertiary education,30 to 34 years,Female,11,70.0
2018,Prince Edward Island,Total population,Tertiary education,35 to 44 years,Both sexes,11,63.0
2018,Prince Edward Island,Total population,Tertiary education,35 to 44 years,Male,11,52.0
2018,Prince Edward Island,Total population,Tertiary education,35 to 44 years,Female,11,73.0
2018,Prince Edward Island,Total population,Tertiary education,45 to 54 years,Both sexes,11,60.0
2018,Prince Edward Island,Total population,Tertiary education,45 to 54 years,Male,11,49.0
2018,Prince Edward Island,Total population,Tertiary education,45 to 54 years,Female,11,70.0
2018,Prince Edward Island,Total population,Tertiary education,55 to 64 years,Both sexes,11,43.0
2018,Prince Edward Island,Total population,Tertiary education,55 to 64 years,Male,11,34.0
2018,Prince Edward Island,Total population,Tertiary education,55 to 64 years,Female,11,51.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,11,29.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,11,23.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,11,35.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,11,27.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,25 to 34 years,Male,11,24.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,25 to 34 years,Female,11,31.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,11,25.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,30 to 34 years,Male,11,22.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,30 to 34 years,Female,11,27.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,11,34.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,35 to 44 years,Male,11,31.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,35 to 44 years,Female,11,37.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,11,31.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,45 to 54 years,Male,11,23.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,45 to 54 years,Female,11,40.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,11,25.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,55 to 64 years,Male,11,16.0
2018,Prince Edward Island,Total population,Short-cycle tertiary,55 to 64 years,Female,11,32.0
2018,Prince Edward Island,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,11,18.0
2018,Prince Edward Island,Total population,Bachelor's level,"Total, 25 to 64 years",Male,11,15.0
2018,Prince Edward Island,Total population,Bachelor's level,"Total, 25 to 64 years",Female,11,22.0
2018,Prince Edward Island,Total population,Bachelor's level,25 to 34 years,Both sexes,11,25.0
2018,Prince Edward Island,Total population,Bachelor's level,25 to 34 years,Male,11,21.0
2018,Prince Edward Island,Total population,Bachelor's level,25 to 34 years,Female,11,30.0
2018,Prince Edward Island,Total population,Bachelor's level,30 to 34 years,Both sexes,11,26.0
2018,Prince Edward Island,Total population,Bachelor's level,30 to 34 years,Male,11,19.0
2018,Prince Edward Island,Total population,Bachelor's level,30 to 34 years,Female,11,33.0
2018,Prince Edward Island,Total population,Bachelor's level,35 to 44 years,Both sexes,11,19.0
2018,Prince Edward Island,Total population,Bachelor's level,35 to 44 years,Male,11,14.0
2018,Prince Edward Island,Total population,Bachelor's level,35 to 44 years,Female,11,24.0
2018,Prince Edward Island,Total population,Bachelor's level,45 to 54 years,Both sexes,11,19.0
2018,Prince Edward Island,Total population,Bachelor's level,45 to 54 years,Male,11,17.0
2018,Prince Edward Island,Total population,Bachelor's level,45 to 54 years,Female,11,20.0
2018,Prince Edward Island,Total population,Bachelor's level,55 to 64 years,Both sexes,11,12.0
2018,Prince Edward Island,Total population,Bachelor's level,55 to 64 years,Male,11,10.0
2018,Prince Edward Island,Total population,Bachelor's level,55 to 64 years,Female,11,14.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,11,8.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,11,8.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,11,9.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,11,8.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,25 to 34 years,Male,11,8.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,25 to 34 years,Female,11,9.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,11,11.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,30 to 34 years,Male,11,12.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,30 to 34 years,Female,11,10.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,11,10.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,35 to 44 years,Male,11,8.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,35 to 44 years,Female,11,12.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,11,10.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,45 to 54 years,Male,11,9.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,45 to 54 years,Female,11,10.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,11,6.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,55 to 64 years,Male,11,8.0
2018,Prince Edward Island,Total population,Master's or Doctoral level,55 to 64 years,Female,11,4.0
2018,Nova Scotia,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,12,55.0
2018,Nova Scotia,Total population,Tertiary education,"Total, 25 to 64 years",Male,12,46.0
2018,Nova Scotia,Total population,Tertiary education,"Total, 25 to 64 years",Female,12,63.0
2018,Nova Scotia,Total population,Tertiary education,25 to 34 years,Both sexes,12,63.0
2018,Nova Scotia,Total population,Tertiary education,25 to 34 years,Male,12,54.0
2018,Nova Scotia,Total population,Tertiary education,25 to 34 years,Female,12,71.0
2018,Nova Scotia,Total population,Tertiary education,30 to 34 years,Both sexes,12,66.0
2018,Nova Scotia,Total population,Tertiary education,30 to 34 years,Male,12,55.0
2018,Nova Scotia,Total population,Tertiary education,30 to 34 years,Female,12,76.0
2018,Nova Scotia,Total population,Tertiary education,35 to 44 years,Both sexes,12,65.0
2018,Nova Scotia,Total population,Tertiary education,35 to 44 years,Male,12,56.0
2018,Nova Scotia,Total population,Tertiary education,35 to 44 years,Female,12,72.0
2018,Nova Scotia,Total population,Tertiary education,45 to 54 years,Both sexes,12,54.0
2018,Nova Scotia,Total population,Tertiary education,45 to 54 years,Male,12,44.0
2018,Nova Scotia,Total population,Tertiary education,45 to 54 years,Female,12,62.0
2018,Nova Scotia,Total population,Tertiary education,55 to 64 years,Both sexes,12,43.0
2018,Nova Scotia,Total population,Tertiary education,55 to 64 years,Male,12,35.0
2018,Nova Scotia,Total population,Tertiary education,55 to 64 years,Female,12,50.0
2018,Nova Scotia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,12,26.0
2018,Nova Scotia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,12,21.0
2018,Nova Scotia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,12,29.0
2018,Nova Scotia,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,12,25.0
2018,Nova Scotia,Total population,Short-cycle tertiary,25 to 34 years,Male,12,24.0
2018,Nova Scotia,Total population,Short-cycle tertiary,25 to 34 years,Female,12,26.0
2018,Nova Scotia,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,12,26.0
2018,Nova Scotia,Total population,Short-cycle tertiary,30 to 34 years,Male,12,25.0
2018,Nova Scotia,Total population,Short-cycle tertiary,30 to 34 years,Female,12,27.0
2018,Nova Scotia,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,12,27.0
2018,Nova Scotia,Total population,Short-cycle tertiary,35 to 44 years,Male,12,25.0
2018,Nova Scotia,Total population,Short-cycle tertiary,35 to 44 years,Female,12,29.0
2018,Nova Scotia,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,12,27.0
2018,Nova Scotia,Total population,Short-cycle tertiary,45 to 54 years,Male,12,21.0
2018,Nova Scotia,Total population,Short-cycle tertiary,45 to 54 years,Female,12,33.0
2018,Nova Scotia,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,12,23.0
2018,Nova Scotia,Total population,Short-cycle tertiary,55 to 64 years,Male,12,17.0
2018,Nova Scotia,Total population,Short-cycle tertiary,55 to 64 years,Female,12,29.0
2018,Nova Scotia,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,12,18.0
2018,Nova Scotia,Total population,Bachelor's level,"Total, 25 to 64 years",Male,12,14.0
2018,Nova Scotia,Total population,Bachelor's level,"Total, 25 to 64 years",Female,12,21.0
2018,Nova Scotia,Total population,Bachelor's level,25 to 34 years,Both sexes,12,25.0
2018,Nova Scotia,Total population,Bachelor's level,25 to 34 years,Male,12,18.0
2018,Nova Scotia,Total population,Bachelor's level,25 to 34 years,Female,12,31.0
2018,Nova Scotia,Total population,Bachelor's level,30 to 34 years,Both sexes,12,27.0
2018,Nova Scotia,Total population,Bachelor's level,30 to 34 years,Male,12,20.0
2018,Nova Scotia,Total population,Bachelor's level,30 to 34 years,Female,12,32.0
2018,Nova Scotia,Total population,Bachelor's level,35 to 44 years,Both sexes,12,21.0
2018,Nova Scotia,Total population,Bachelor's level,35 to 44 years,Male,12,18.0
2018,Nova Scotia,Total population,Bachelor's level,35 to 44 years,Female,12,24.0
2018,Nova Scotia,Total population,Bachelor's level,45 to 54 years,Both sexes,12,16.0
2018,Nova Scotia,Total population,Bachelor's level,45 to 54 years,Male,12,13.0
2018,Nova Scotia,Total population,Bachelor's level,45 to 54 years,Female,12,18.0
2018,Nova Scotia,Total population,Bachelor's level,55 to 64 years,Both sexes,12,11.0
2018,Nova Scotia,Total population,Bachelor's level,55 to 64 years,Male,12,10.0
2018,Nova Scotia,Total population,Bachelor's level,55 to 64 years,Female,12,12.0
2018,Nova Scotia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,12,12.0
2018,Nova Scotia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,12,11.0
2018,Nova Scotia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,12,13.0
2018,Nova Scotia,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,12,13.0
2018,Nova Scotia,Total population,Master's or Doctoral level,25 to 34 years,Male,12,11.0
2018,Nova Scotia,Total population,Master's or Doctoral level,25 to 34 years,Female,12,15.0
2018,Nova Scotia,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,12,13.0
2018,Nova Scotia,Total population,Master's or Doctoral level,30 to 34 years,Male,12,10.0
2018,Nova Scotia,Total population,Master's or Doctoral level,30 to 34 years,Female,12,16.0
2018,Nova Scotia,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,12,16.0
2018,Nova Scotia,Total population,Master's or Doctoral level,35 to 44 years,Male,12,13.0
2018,Nova Scotia,Total population,Master's or Doctoral level,35 to 44 years,Female,12,18.0
2018,Nova Scotia,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,12,11.0
2018,Nova Scotia,Total population,Master's or Doctoral level,45 to 54 years,Male,12,10.0
2018,Nova Scotia,Total population,Master's or Doctoral level,45 to 54 years,Female,12,11.0
2018,Nova Scotia,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,12,8.0
2018,Nova Scotia,Total population,Master's or Doctoral level,55 to 64 years,Male,12,9.0
2018,Nova Scotia,Total population,Master's or Doctoral level,55 to 64 years,Female,12,8.0
2018,New Brunswick,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,13,54.0
2018,New Brunswick,Total population,Tertiary education,"Total, 25 to 64 years",Male,13,47.0
2018,New Brunswick,Total population,Tertiary education,"Total, 25 to 64 years",Female,13,61.0
2018,New Brunswick,Total population,Tertiary education,25 to 34 years,Both sexes,13,61.0
2018,New Brunswick,Total population,Tertiary education,25 to 34 years,Male,13,54.0
2018,New Brunswick,Total population,Tertiary education,25 to 34 years,Female,13,68.0
2018,New Brunswick,Total population,Tertiary education,30 to 34 years,Both sexes,13,62.0
2018,New Brunswick,Total population,Tertiary education,30 to 34 years,Male,13,55.0
2018,New Brunswick,Total population,Tertiary education,30 to 34 years,Female,13,70.0
2018,New Brunswick,Total population,Tertiary education,35 to 44 years,Both sexes,13,64.0
2018,New Brunswick,Total population,Tertiary education,35 to 44 years,Male,13,56.0
2018,New Brunswick,Total population,Tertiary education,35 to 44 years,Female,13,72.0
2018,New Brunswick,Total population,Tertiary education,45 to 54 years,Both sexes,13,56.0
2018,New Brunswick,Total population,Tertiary education,45 to 54 years,Male,13,48.0
2018,New Brunswick,Total population,Tertiary education,45 to 54 years,Female,13,64.0
2018,New Brunswick,Total population,Tertiary education,55 to 64 years,Both sexes,13,39.0
2018,New Brunswick,Total population,Tertiary education,55 to 64 years,Male,13,34.0
2018,New Brunswick,Total population,Tertiary education,55 to 64 years,Female,13,45.0
2018,New Brunswick,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,13,31.0
2018,New Brunswick,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,13,28.0
2018,New Brunswick,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,13,34.0
2018,New Brunswick,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,13,33.0
2018,New Brunswick,Total population,Short-cycle tertiary,25 to 34 years,Male,13,32.0
2018,New Brunswick,Total population,Short-cycle tertiary,25 to 34 years,Female,13,33.0
2018,New Brunswick,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,13,31.0
2018,New Brunswick,Total population,Short-cycle tertiary,30 to 34 years,Male,13,33.0
2018,New Brunswick,Total population,Short-cycle tertiary,30 to 34 years,Female,13,29.0
2018,New Brunswick,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,13,37.0
2018,New Brunswick,Total population,Short-cycle tertiary,35 to 44 years,Male,13,35.0
2018,New Brunswick,Total population,Short-cycle tertiary,35 to 44 years,Female,13,38.0
2018,New Brunswick,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,13,33.0
2018,New Brunswick,Total population,Short-cycle tertiary,45 to 54 years,Male,13,28.0
2018,New Brunswick,Total population,Short-cycle tertiary,45 to 54 years,Female,13,38.0
2018,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,13,25.0
2018,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Male,13,21.0
2018,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Female,13,30.0
2018,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,13,16.0
2018,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Male,13,13.0
2018,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Female,13,19.0
2018,New Brunswick,Total population,Bachelor's level,25 to 34 years,Both sexes,13,21.0
2018,New Brunswick,Total population,Bachelor's level,25 to 34 years,Male,13,17.0
2018,New Brunswick,Total population,Bachelor's level,25 to 34 years,Female,13,25.0
2018,New Brunswick,Total population,Bachelor's level,30 to 34 years,Both sexes,13,23.0
2018,New Brunswick,Total population,Bachelor's level,30 to 34 years,Male,13,16.0
2018,New Brunswick,Total population,Bachelor's level,30 to 34 years,Female,13,29.0
2018,New Brunswick,Total population,Bachelor's level,35 to 44 years,Both sexes,13,20.0
2018,New Brunswick,Total population,Bachelor's level,35 to 44 years,Male,13,14.0
2018,New Brunswick,Total population,Bachelor's level,35 to 44 years,Female,13,26.0
2018,New Brunswick,Total population,Bachelor's level,45 to 54 years,Both sexes,13,16.0
2018,New Brunswick,Total population,Bachelor's level,45 to 54 years,Male,13,13.0
2018,New Brunswick,Total population,Bachelor's level,45 to 54 years,Female,13,19.0
2018,New Brunswick,Total population,Bachelor's level,55 to 64 years,Both sexes,13,10.0
2018,New Brunswick,Total population,Bachelor's level,55 to 64 years,Male,13,9.0
2018,New Brunswick,Total population,Bachelor's level,55 to 64 years,Female,13,11.0
2018,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,13,6.0
2018,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,13,6.0
2018,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,13,7.0
2018,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,13,7.0
2018,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Male,13,6.0
2018,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Female,13,9.0
2018,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,13,8.0
2018,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Male,13,5.0
2018,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Female,13,11.0
2018,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,13,7.0
2018,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Male,13,6.0
2018,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Female,13,8.0
2018,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,13,7.0
2018,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Male,13,7.0
2018,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Female,13,7.0
2018,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,13,5.0
2018,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Male,13,5.0
2018,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Female,13,5.0
2018,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,24,54.0
2018,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Male,24,48.0
2018,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Female,24,59.0
2018,Quebec,Total population,Tertiary education,25 to 34 years,Both sexes,24,58.0
2018,Quebec,Total population,Tertiary education,25 to 34 years,Male,24,48.0
2018,Quebec,Total population,Tertiary education,25 to 34 years,Female,24,67.0
2018,Quebec,Total population,Tertiary education,30 to 34 years,Both sexes,24,58.0
2018,Quebec,Total population,Tertiary education,30 to 34 years,Male,24,48.0
2018,Quebec,Total population,Tertiary education,30 to 34 years,Female,24,67.0
2018,Quebec,Total population,Tertiary education,35 to 44 years,Both sexes,24,61.0
2018,Quebec,Total population,Tertiary education,35 to 44 years,Male,24,52.0
2018,Quebec,Total population,Tertiary education,35 to 44 years,Female,24,69.0
2018,Quebec,Total population,Tertiary education,45 to 54 years,Both sexes,24,54.0
2018,Quebec,Total population,Tertiary education,45 to 54 years,Male,24,50.0
2018,Quebec,Total population,Tertiary education,45 to 54 years,Female,24,58.0
2018,Quebec,Total population,Tertiary education,55 to 64 years,Both sexes,24,43.0
2018,Quebec,Total population,Tertiary education,55 to 64 years,Male,24,41.0
2018,Quebec,Total population,Tertiary education,55 to 64 years,Female,24,45.0
2018,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,24,25.0
2018,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,24,22.0
2018,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,24,28.0
2018,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,24,23.0
2018,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Male,24,20.0
2018,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Female,24,26.0
2018,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,24,22.0
2018,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Male,24,18.0
2018,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Female,24,26.0
2018,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,24,26.0
2018,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Male,24,23.0
2018,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Female,24,30.0
2018,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,24,27.0
2018,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Male,24,24.0
2018,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Female,24,30.0
2018,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,24,23.0
2018,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Male,24,21.0
2018,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Female,24,25.0
2018,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,24,19.0
2018,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Male,24,17.0
2018,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Female,24,22.0
2018,Quebec,Total population,Bachelor's level,25 to 34 years,Both sexes,24,24.0
2018,Quebec,Total population,Bachelor's level,25 to 34 years,Male,24,20.0
2018,Quebec,Total population,Bachelor's level,25 to 34 years,Female,24,28.0
2018,Quebec,Total population,Bachelor's level,30 to 34 years,Both sexes,24,23.0
2018,Quebec,Total population,Bachelor's level,30 to 34 years,Male,24,21.0
2018,Quebec,Total population,Bachelor's level,30 to 34 years,Female,24,26.0
2018,Quebec,Total population,Bachelor's level,35 to 44 years,Both sexes,24,22.0
2018,Quebec,Total population,Bachelor's level,35 to 44 years,Male,24,18.0
2018,Quebec,Total population,Bachelor's level,35 to 44 years,Female,24,27.0
2018,Quebec,Total population,Bachelor's level,45 to 54 years,Both sexes,24,19.0
2018,Quebec,Total population,Bachelor's level,45 to 54 years,Male,24,18.0
2018,Quebec,Total population,Bachelor's level,45 to 54 years,Female,24,20.0
2018,Quebec,Total population,Bachelor's level,55 to 64 years,Both sexes,24,14.0
2018,Quebec,Total population,Bachelor's level,55 to 64 years,Male,24,14.0
