Year,data.Age at time of death,data.Sex,data.Leading causes of death (ICD-10),Value
2018,data.45 to 54 years,data.Both sexes,data.Diabetes mellitus [E10-E14],6.8
2018,data.45 to 54 years,data.Both sexes,data.Alzheimer's disease [G30],0.1
2018,data.45 to 54 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",34.3
2018,data.45 to 54 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],6.0
2018,data.45 to 54 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],3.8
2018,data.45 to 54 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],3.4
2018,data.45 to 54 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",9.8
2018,data.45 to 54 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",34.5
2018,data.45 to 54 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",18.6
2018,data.45 to 54 years,data.Males,data.Malignant neoplasms [C00-C97],72.0
2018,data.45 to 54 years,data.Males,data.Diabetes mellitus [E10-E14],9.2
2018,data.45 to 54 years,data.Males,data.Alzheimer's disease [G30],0.1
2018,data.45 to 54 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",53.4
2018,data.45 to 54 years,data.Males,data.Cerebrovascular diseases [I60-I69],7.0
2018,data.45 to 54 years,data.Males,data.Influenza and pneumonia [J09-J18],4.2
2018,data.45 to 54 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],3.1
2018,data.45 to 54 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.8
2018,data.45 to 54 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",51.1
2018,data.45 to 54 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",27.9
2018,data.45 to 54 years,data.Females,data.Malignant neoplasms [C00-C97],80.3
2018,data.45 to 54 years,data.Females,data.Diabetes mellitus [E10-E14],4.4
2018,data.45 to 54 years,data.Females,data.Alzheimer's disease [G30],0.2
2018,data.45 to 54 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",15.4
2018,data.45 to 54 years,data.Females,data.Cerebrovascular diseases [I60-I69],5.0
2018,data.45 to 54 years,data.Females,data.Influenza and pneumonia [J09-J18],3.4
2018,data.45 to 54 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],3.7
2018,data.45 to 54 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",6.7
2018,data.45 to 54 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",18.0
2018,data.45 to 54 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",9.3
2018,data.55 to 64 years,data.Both sexes,data.Malignant neoplasms [C00-C97],248.9
2018,data.55 to 64 years,data.Both sexes,data.Diabetes mellitus [E10-E14],15.5
2018,data.55 to 64 years,data.Both sexes,data.Alzheimer's disease [G30],1.2
2018,data.55 to 64 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",98.3
2018,data.55 to 64 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],16.1
2018,data.55 to 64 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],9.0
2018,data.55 to 64 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],20.7
2018,data.55 to 64 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",20.1
2018,data.55 to 64 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",34.8
2018,data.55 to 64 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",16.6
2018,data.55 to 64 years,data.Males,data.Malignant neoplasms [C00-C97],266.3
2018,data.55 to 64 years,data.Males,data.Diabetes mellitus [E10-E14],20.2
2018,data.55 to 64 years,data.Males,data.Alzheimer's disease [G30],1.1
2018,data.55 to 64 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",147.8
2018,data.55 to 64 years,data.Males,data.Cerebrovascular diseases [I60-I69],19.4
2018,data.55 to 64 years,data.Males,data.Influenza and pneumonia [J09-J18],11.0
2018,data.55 to 64 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],22.7
2018,data.55 to 64 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",27.5
2018,data.55 to 64 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",52.6
2018,data.55 to 64 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",25.5
2018,data.55 to 64 years,data.Females,data.Malignant neoplasms [C00-C97],232.0
2018,data.55 to 64 years,data.Females,data.Diabetes mellitus [E10-E14],10.9
2018,data.55 to 64 years,data.Females,data.Alzheimer's disease [G30],1.4
2018,data.55 to 64 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",49.9
2018,data.55 to 64 years,data.Females,data.Cerebrovascular diseases [I60-I69],12.8
2018,data.55 to 64 years,data.Females,data.Influenza and pneumonia [J09-J18],7.1
2018,data.55 to 64 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],18.8
2018,data.55 to 64 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.9
2018,data.55 to 64 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",17.4
2018,data.55 to 64 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.9
2018,data.65 to 74 years,data.Both sexes,data.Malignant neoplasms [C00-C97],591.9
2018,data.65 to 74 years,data.Both sexes,data.Diabetes mellitus [E10-E14],43.4
2018,data.65 to 74 years,data.Both sexes,data.Alzheimer's disease [G30],9.8
2018,data.65 to 74 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",243.6
2018,data.65 to 74 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],48.7
2018,data.65 to 74 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],23.6
2018,data.65 to 74 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],79.2
2018,data.65 to 74 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",26.7
2018,data.65 to 74 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",38.2
2018,data.65 to 74 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.4
2018,data.65 to 74 years,data.Males,data.Malignant neoplasms [C00-C97],680.7
2018,data.65 to 74 years,data.Males,data.Diabetes mellitus [E10-E14],57.6
2018,data.65 to 74 years,data.Males,data.Alzheimer's disease [G30],9.2
2018,data.65 to 74 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",343.0
2018,data.65 to 74 years,data.Males,data.Cerebrovascular diseases [I60-I69],57.3
2018,data.65 to 74 years,data.Males,data.Influenza and pneumonia [J09-J18],29.9
2018,data.65 to 74 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],85.6
2018,data.65 to 74 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",36.1
2018,data.65 to 74 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",50.2
2018,data.65 to 74 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",17.6
2018,data.65 to 74 years,data.Females,data.Malignant neoplasms [C00-C97],509.0
2018,data.65 to 74 years,data.Females,data.Diabetes mellitus [E10-E14],30.2
2018,data.65 to 74 years,data.Females,data.Alzheimer's disease [G30],10.3
2018,data.65 to 74 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",151.0
2018,data.65 to 74 years,data.Females,data.Cerebrovascular diseases [I60-I69],40.8
2018,data.65 to 74 years,data.Females,data.Influenza and pneumonia [J09-J18],17.8
2018,data.65 to 74 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],73.2
2018,data.65 to 74 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",18.0
2018,data.65 to 74 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",27.0
2018,data.65 to 74 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",5.6
2018,data.75 to 84 years,data.Both sexes,data.Malignant neoplasms [C00-C97],1219.2
2018,data.75 to 84 years,data.Both sexes,data.Diabetes mellitus [E10-E14],99.7
2018,data.75 to 84 years,data.Both sexes,data.Alzheimer's disease [G30],86.5
2018,data.75 to 84 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",699.9
2018,data.75 to 84 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],199.6
2018,data.75 to 84 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],99.0
2018,data.75 to 84 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],231.5
2018,data.75 to 84 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",31.0
2018,data.75 to 84 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",114.9
2018,data.75 to 84 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.7
2018,data.75 to 84 years,data.Males,data.Malignant neoplasms [C00-C97],1475.1
2018,data.75 to 84 years,data.Males,data.Diabetes mellitus [E10-E14],123.7
2018,data.75 to 84 years,data.Males,data.Alzheimer's disease [G30],78.5
2018,data.75 to 84 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",903.1
2018,data.75 to 84 years,data.Males,data.Cerebrovascular diseases [I60-I69],211.1
2018,data.75 to 84 years,data.Males,data.Influenza and pneumonia [J09-J18],117.9
2018,data.75 to 84 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],256.0
2018,data.75 to 84 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",40.6
2018,data.75 to 84 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",137.0
2018,data.75 to 84 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",21.6
2018,data.75 to 84 years,data.Females,data.Malignant neoplasms [C00-C97],1005.9
2018,data.75 to 84 years,data.Females,data.Diabetes mellitus [E10-E14],79.8
2018,data.75 to 84 years,data.Females,data.Alzheimer's disease [G30],93.1
2018,data.75 to 84 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",530.6
2018,data.75 to 84 years,data.Females,data.Cerebrovascular diseases [I60-I69],189.9
2018,data.75 to 84 years,data.Females,data.Influenza and pneumonia [J09-J18],83.2
2018,data.75 to 84 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],211.0
2018,data.75 to 84 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",23.1
2018,data.75 to 84 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",96.4
2018,data.75 to 84 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",3.4
2018,data.85 and over,data.Both sexes,data.Malignant neoplasms [C00-C97],2056.0
2018,data.85 and over,data.Both sexes,data.Diabetes mellitus [E10-E14],255.4
2018,data.85 and over,data.Both sexes,data.Alzheimer's disease [G30],536.9
2018,data.85 and over,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3011.4
2018,data.85 and over,data.Both sexes,data.Cerebrovascular diseases [I60-I69],823.0
2018,data.85 and over,data.Both sexes,data.Influenza and pneumonia [J09-J18],618.5
2018,data.85 and over,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],554.7
2018,data.85 and over,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",28.3
2018,data.85 and over,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",550.0
2018,data.85 and over,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.3
2018,data.85 and over,data.Males,data.Malignant neoplasms [C00-C97],2795.0
2018,data.85 and over,data.Males,data.Diabetes mellitus [E10-E14],296.6
2018,data.85 and over,data.Males,data.Alzheimer's disease [G30],421.1
2018,data.85 and over,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3410.3
2018,data.85 and over,data.Males,data.Cerebrovascular diseases [I60-I69],748.9
2018,data.85 and over,data.Males,data.Influenza and pneumonia [J09-J18],675.5
2018,data.85 and over,data.Males,data.Chronic lower respiratory diseases [J40-J47],712.2
2018,data.85 and over,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",41.8
2018,data.85 and over,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",579.2
2018,data.85 and over,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",23.8
2018,data.85 and over,data.Females,data.Malignant neoplasms [C00-C97],1640.9
2018,data.85 and over,data.Females,data.Diabetes mellitus [E10-E14],232.3
2018,data.85 and over,data.Females,data.Alzheimer's disease [G30],601.9
2018,data.85 and over,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2787.4
2018,data.85 and over,data.Females,data.Cerebrovascular diseases [I60-I69],864.6
2018,data.85 and over,data.Females,data.Influenza and pneumonia [J09-J18],586.4
2018,data.85 and over,data.Females,data.Chronic lower respiratory diseases [J40-J47],466.3
2018,data.85 and over,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",20.6
2018,data.85 and over,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",533.5
2018,data.85 and over,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.2
2019,data.All ages,data.Both sexes,data.Malignant neoplasms [C00-C97],213.7
2019,data.All ages,data.Both sexes,data.Diabetes mellitus [E10-E14],18.6
2019,data.All ages,data.Both sexes,data.Alzheimer's disease [G30],16.4
2019,data.All ages,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",141.9
2019,data.All ages,data.Both sexes,data.Cerebrovascular diseases [I60-I69],36.5
2019,data.All ages,data.Both sexes,data.Influenza and pneumonia [J09-J18],18.5
2019,data.All ages,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],34.3
2019,data.All ages,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",9.9
2019,data.All ages,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",41.3
2019,data.All ages,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",12.2
2019,data.All ages,data.Males,data.Malignant neoplasms [C00-C97],230.0
2019,data.All ages,data.Males,data.Diabetes mellitus [E10-E14],21.1
2019,data.All ages,data.Males,data.Alzheimer's disease [G30],10.7
2019,data.All ages,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",154.5
2019,data.All ages,data.Males,data.Cerebrovascular diseases [I60-I69],32.0
2019,data.All ages,data.Males,data.Influenza and pneumonia [J09-J18],17.6
2019,data.All ages,data.Males,data.Chronic lower respiratory diseases [J40-J47],34.2
2019,data.All ages,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.8
2019,data.All ages,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",48.5
2019,data.All ages,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",18.6
2019,data.All ages,data.Females,data.Malignant neoplasms [C00-C97],197.7
2019,data.All ages,data.Females,data.Diabetes mellitus [E10-E14],16.1
2019,data.All ages,data.Females,data.Alzheimer's disease [G30],22.1
2019,data.All ages,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",129.5
2019,data.All ages,data.Females,data.Cerebrovascular diseases [I60-I69],40.9
2019,data.All ages,data.Females,data.Influenza and pneumonia [J09-J18],19.3
2019,data.All ages,data.Females,data.Chronic lower respiratory diseases [J40-J47],34.4
2019,data.All ages,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",6.9
2019,data.All ages,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",34.2
2019,data.All ages,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",5.8
2019,data.1 to 14 years,data.Both sexes,data.Malignant neoplasms [C00-C97],2.1
2019,data.1 to 14 years,data.Both sexes,data.Diabetes mellitus [E10-E14],0.0
2019,data.1 to 14 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2019,data.1 to 14 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.4
2019,data.1 to 14 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],0.2
2019,data.1 to 14 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.3
2019,data.1 to 14 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.1
2019,data.1 to 14 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.0
2019,data.1 to 14 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",2.3
2019,data.1 to 14 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",0.9
2019,data.1 to 14 years,data.Males,data.Malignant neoplasms [C00-C97],2.6
2019,data.1 to 14 years,data.Males,data.Diabetes mellitus [E10-E14],0.0
2019,data.1 to 14 years,data.Males,data.Alzheimer's disease [G30],0.0
2019,data.1 to 14 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.3
2019,data.1 to 14 years,data.Males,data.Cerebrovascular diseases [I60-I69],0.3
2019,data.1 to 14 years,data.Males,data.Influenza and pneumonia [J09-J18],0.3
2019,data.1 to 14 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.1
2019,data.1 to 14 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.0
2019,data.1 to 14 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",2.8
2019,data.1 to 14 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",1.5
2019,data.1 to 14 years,data.Females,data.Malignant neoplasms [C00-C97],1.5
2019,data.1 to 14 years,data.Females,data.Diabetes mellitus [E10-E14],0.0
2019,data.1 to 14 years,data.Females,data.Alzheimer's disease [G30],0.0
2019,data.1 to 14 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.5
2019,data.1 to 14 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.1
2019,data.1 to 14 years,data.Females,data.Influenza and pneumonia [J09-J18],0.4
2019,data.1 to 14 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.1
2019,data.1 to 14 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.0
2019,data.1 to 14 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1.9
2019,data.1 to 14 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",1.0
2019,data.15 to 24,data.Both sexes,data.Malignant neoplasms [C00-C97],3.2
2019,data.15 to 24,data.Both sexes,data.Diabetes mellitus [E10-E14],0.3
2019,data.15 to 24,data.Both sexes,data.Alzheimer's disease [G30],0.0
2019,data.15 to 24,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",1.2
2019,data.15 to 24,data.Both sexes,data.Cerebrovascular diseases [I60-I69],0.2
2019,data.15 to 24,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.2
2019,data.15 to 24,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.1
2019,data.15 to 24,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.1
2019,data.15 to 24,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",16.8
2019,data.15 to 24,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",12.5
2019,data.15 to 24,data.Males,data.Malignant neoplasms [C00-C97],3.6
2019,data.15 to 24,data.Males,data.Diabetes mellitus [E10-E14],0.4
2019,data.15 to 24,data.Males,data.Alzheimer's disease [G30],0.0
2019,data.15 to 24,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",1.5
2019,data.15 to 24,data.Males,data.Cerebrovascular diseases [I60-I69],0.2
2019,data.15 to 24,data.Males,data.Influenza and pneumonia [J09-J18],0.3
2019,data.15 to 24,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.1
2019,data.15 to 24,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.0
2019,data.15 to 24,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",23.1
2019,data.15 to 24,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",17.1
2019,data.15 to 24,data.Females,data.Malignant neoplasms [C00-C97],2.8
2019,data.15 to 24,data.Females,data.Diabetes mellitus [E10-E14],0.3
2019,data.15 to 24,data.Females,data.Alzheimer's disease [G30],0.0
2019,data.15 to 24,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.9
2019,data.15 to 24,data.Females,data.Cerebrovascular diseases [I60-I69],0.2
2019,data.15 to 24,data.Females,data.Influenza and pneumonia [J09-J18],0.2
2019,data.15 to 24,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.2
2019,data.15 to 24,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.2
2019,data.15 to 24,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",10.0
2019,data.15 to 24,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.5
2019,data.25 to 34 years,data.Both sexes,data.Malignant neoplasms [C00-C97],6.9
2019,data.25 to 34 years,data.Both sexes,data.Diabetes mellitus [E10-E14],1.0
2019,data.25 to 34 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2019,data.25 to 34 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2.6
2019,data.25 to 34 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],0.9
2019,data.25 to 34 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.7
2019,data.25 to 34 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.2
2019,data.25 to 34 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",1.0
2019,data.25 to 34 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",27.7
2019,data.25 to 34 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.6
2019,data.25 to 34 years,data.Males,data.Malignant neoplasms [C00-C97],7.4
2019,data.25 to 34 years,data.Males,data.Diabetes mellitus [E10-E14],1.2
2019,data.25 to 34 years,data.Males,data.Alzheimer's disease [G30],0.0
2019,data.25 to 34 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3.2
2019,data.25 to 34 years,data.Males,data.Cerebrovascular diseases [I60-I69],0.9
2019,data.25 to 34 years,data.Males,data.Influenza and pneumonia [J09-J18],0.7
2019,data.25 to 34 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.3
2019,data.25 to 34 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",1.1
2019,data.25 to 34 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",40.0
2019,data.25 to 34 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",22.1
2019,data.25 to 34 years,data.Females,data.Malignant neoplasms [C00-C97],6.4
2019,data.25 to 34 years,data.Females,data.Diabetes mellitus [E10-E14],0.7
2019,data.25 to 34 years,data.Females,data.Alzheimer's disease [G30],0.0
2019,data.25 to 34 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2.0
2019,data.25 to 34 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.9
2019,data.25 to 34 years,data.Females,data.Influenza and pneumonia [J09-J18],0.6
2019,data.25 to 34 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.2
2019,data.25 to 34 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.9
2019,data.25 to 34 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",14.8
2019,data.25 to 34 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.8
2019,data.35 to 44 years,data.Both sexes,data.Malignant neoplasms [C00-C97],21.9
2019,data.35 to 44 years,data.Both sexes,data.Diabetes mellitus [E10-E14],2.4
2019,data.35 to 44 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2019,data.35 to 44 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",9.6
2019,data.35 to 44 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],2.0
2019,data.35 to 44 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],1.5
2019,data.35 to 44 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.4
2019,data.35 to 44 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.3
2019,data.35 to 44 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",28.0
2019,data.35 to 44 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.8
2019,data.35 to 44 years,data.Males,data.Malignant neoplasms [C00-C97],18.8
2019,data.35 to 44 years,data.Males,data.Diabetes mellitus [E10-E14],3.1
2019,data.35 to 44 years,data.Males,data.Alzheimer's disease [G30],0.0
2019,data.35 to 44 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",14.2
2019,data.35 to 44 years,data.Males,data.Cerebrovascular diseases [I60-I69],2.1
2019,data.35 to 44 years,data.Males,data.Influenza and pneumonia [J09-J18],1.9
2019,data.35 to 44 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.2
2019,data.35 to 44 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",4.2
2019,data.35 to 44 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",42.2
2019,data.35 to 44 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",22.7
2019,data.35 to 44 years,data.Females,data.Malignant neoplasms [C00-C97],25.0
2019,data.35 to 44 years,data.Females,data.Diabetes mellitus [E10-E14],1.8
2019,data.35 to 44 years,data.Females,data.Alzheimer's disease [G30],0.0
2019,data.35 to 44 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",5.1
2019,data.35 to 44 years,data.Females,data.Cerebrovascular diseases [I60-I69],1.9
2019,data.35 to 44 years,data.Females,data.Influenza and pneumonia [J09-J18],1.1
2019,data.35 to 44 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.6
2019,data.35 to 44 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",2.5
2019,data.35 to 44 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",13.9
2019,data.35 to 44 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.9
2019,data.45 to 54 years,data.Both sexes,data.Malignant neoplasms [C00-C97],75.5
2019,data.45 to 54 years,data.Both sexes,data.Diabetes mellitus [E10-E14],6.4
2019,data.45 to 54 years,data.Both sexes,data.Alzheimer's disease [G30],0.2
2019,data.45 to 54 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",34.1
2019,data.45 to 54 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],6.6
2019,data.45 to 54 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],3.6
2019,data.45 to 54 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],3.0
2019,data.45 to 54 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",9.9
