Year,Géographie,Groupe d'âge,Sexe,GeoCode,Value
2019,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,11,70.5
2019,Île-du-Prince-Édouard,50 à 64 ans,Hommes,11,78.5
2019,Île-du-Prince-Édouard,50 à 64 ans,Femmes,11,62.8
2019,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,11,85.3
2019,Île-du-Prince-Édouard,65 ans et plus,Hommes,11,87.4
2019,Île-du-Prince-Édouard,65 ans et plus,Femmes,11,83.7
2019,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,12,75.0
2019,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,12,74.2
2019,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,12,75.7
2019,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,12,85.1
2019,Nouvelle-Écosse,12 à 17 ans,Hommes,12,85.3
2019,Nouvelle-Écosse,12 à 17 ans,Femmes,12,84.9
2019,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,12,68.2
2019,Nouvelle-Écosse,18 à 34 ans,Hommes,12,68.8
2019,Nouvelle-Écosse,18 à 34 ans,Femmes,12,67.7
2019,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,12,69.0
2019,Nouvelle-Écosse,35 à 49 ans,Hommes,12,64.6
2019,Nouvelle-Écosse,35 à 49 ans,Femmes,12,72.9
2019,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,12,79.6
2019,Nouvelle-Écosse,50 à 64 ans,Hommes,12,80.3
2019,Nouvelle-Écosse,50 à 64 ans,Femmes,12,79.0
2019,Nouvelle-Écosse,65 ans et plus,Les deux sexes,12,79.5
2019,Nouvelle-Écosse,65 ans et plus,Hommes,12,78.7
2019,Nouvelle-Écosse,65 ans et plus,Femmes,12,80.2
2019,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,13,74.6
2019,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,13,74.3
2019,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,13,74.9
2019,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,13,90.5
2019,Nouveau-Brunswick,12 à 17 ans,Hommes,13,86.0
2019,Nouveau-Brunswick,12 à 17 ans,Femmes,13,95.8
2019,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,13,67.6
2019,Nouveau-Brunswick,18 à 34 ans,Hommes,13,64.6
2019,Nouveau-Brunswick,18 à 34 ans,Femmes,13,70.5
2019,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,13,72.8
2019,Nouveau-Brunswick,35 à 49 ans,Hommes,13,77.2
2019,Nouveau-Brunswick,35 à 49 ans,Femmes,13,68.8
2019,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,13,73.2
2019,Nouveau-Brunswick,50 à 64 ans,Hommes,13,72.1
2019,Nouveau-Brunswick,50 à 64 ans,Femmes,13,74.2
2019,Nouveau-Brunswick,65 ans et plus,Les deux sexes,13,79.9
2019,Nouveau-Brunswick,65 ans et plus,Hommes,13,80.3
2019,Nouveau-Brunswick,65 ans et plus,Femmes,13,79.5
2019,Québec,"Total, 12 ans et plus",Les deux sexes,24,62.8
2019,Québec,"Total, 12 ans et plus",Hommes,24,61.8
2019,Québec,"Total, 12 ans et plus",Femmes,24,63.8
2019,Québec,12 à 17 ans,Les deux sexes,24,83.7
2019,Québec,12 à 17 ans,Hommes,24,85.1
2019,Québec,12 à 17 ans,Femmes,24,82.2
2019,Québec,18 à 34 ans,Les deux sexes,24,57.4
2019,Québec,18 à 34 ans,Hommes,24,56.7
2019,Québec,18 à 34 ans,Femmes,24,58.1
2019,Québec,35 à 49 ans,Les deux sexes,24,59.1
2019,Québec,35 à 49 ans,Hommes,24,54.3
2019,Québec,35 à 49 ans,Femmes,24,64.1
2019,Québec,50 à 64 ans,Les deux sexes,24,60.8
2019,Québec,50 à 64 ans,Hommes,24,60.0
2019,Québec,50 à 64 ans,Femmes,24,61.6
2019,Québec,65 ans et plus,Les deux sexes,24,68.9
2019,Québec,65 ans et plus,Hommes,24,71.7
2019,Québec,65 ans et plus,Femmes,24,66.6
2019,Ontario,"Total, 12 ans et plus",Les deux sexes,35,71.3
2019,Ontario,"Total, 12 ans et plus",Hommes,35,69.7
2019,Ontario,"Total, 12 ans et plus",Femmes,35,72.8
2019,Ontario,12 à 17 ans,Les deux sexes,35,87.8
2019,Ontario,12 à 17 ans,Hommes,35,87.7
2019,Ontario,12 à 17 ans,Femmes,35,87.9
2019,Ontario,18 à 34 ans,Les deux sexes,35,63.4
2019,Ontario,18 à 34 ans,Hommes,35,59.9
2019,Ontario,18 à 34 ans,Femmes,35,66.9
2019,Ontario,35 à 49 ans,Les deux sexes,35,69.1
2019,Ontario,35 à 49 ans,Hommes,35,66.9
2019,Ontario,35 à 49 ans,Femmes,35,71.2
2019,Ontario,50 à 64 ans,Les deux sexes,35,73.0
2019,Ontario,50 à 64 ans,Hommes,35,72.8
2019,Ontario,50 à 64 ans,Femmes,35,73.2
2019,Ontario,65 ans et plus,Les deux sexes,35,77.2
2019,Ontario,65 ans et plus,Hommes,35,77.2
2019,Ontario,65 ans et plus,Femmes,35,77.2
2019,Manitoba,"Total, 12 ans et plus",Les deux sexes,46,75.1
2019,Manitoba,"Total, 12 ans et plus",Hommes,46,73.3
2019,Manitoba,"Total, 12 ans et plus",Femmes,46,76.7
2019,Manitoba,12 à 17 ans,Les deux sexes,46,89.3
2019,Manitoba,12 à 17 ans,Hommes,46,88.5
2019,Manitoba,12 à 17 ans,Femmes,46,90.1
2019,Manitoba,18 à 34 ans,Les deux sexes,46,69.0
2019,Manitoba,18 à 34 ans,Hommes,46,66.9
2019,Manitoba,18 à 34 ans,Femmes,46,71.3
2019,Manitoba,35 à 49 ans,Les deux sexes,46,76.3
2019,Manitoba,35 à 49 ans,Hommes,46,72.8
2019,Manitoba,35 à 49 ans,Femmes,46,79.5
2019,Manitoba,50 à 64 ans,Les deux sexes,46,74.0
2019,Manitoba,50 à 64 ans,Hommes,46,74.2
2019,Manitoba,50 à 64 ans,Femmes,46,73.8
2019,Manitoba,65 ans et plus,Les deux sexes,46,78.3
2019,Manitoba,65 ans et plus,Hommes,46,77.3
2019,Manitoba,65 ans et plus,Femmes,46,79.2
2019,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,47,75.0
2019,Saskatchewan,"Total, 12 ans et plus",Hommes,47,75.7
2019,Saskatchewan,"Total, 12 ans et plus",Femmes,47,74.3
2019,Saskatchewan,12 à 17 ans,Les deux sexes,47,78.7
2019,Saskatchewan,12 à 17 ans,Hommes,47,85.2
2019,Saskatchewan,12 à 17 ans,Femmes,47,72.0
2019,Saskatchewan,18 à 34 ans,Les deux sexes,47,70.2
2019,Saskatchewan,18 à 34 ans,Hommes,47,71.9
2019,Saskatchewan,18 à 34 ans,Femmes,47,68.5
2019,Saskatchewan,35 à 49 ans,Les deux sexes,47,75.7
2019,Saskatchewan,35 à 49 ans,Hommes,47,78.5
2019,Saskatchewan,35 à 49 ans,Femmes,47,72.8
2019,Saskatchewan,50 à 64 ans,Les deux sexes,47,74.3
2019,Saskatchewan,50 à 64 ans,Hommes,47,69.2
2019,Saskatchewan,50 à 64 ans,Femmes,47,79.2
2019,Saskatchewan,65 ans et plus,Les deux sexes,47,80.8
2019,Saskatchewan,65 ans et plus,Hommes,47,82.4
2019,Saskatchewan,65 ans et plus,Femmes,47,79.4
2019,Alberta,"Total, 12 ans et plus",Les deux sexes,48,69.5
2019,Alberta,"Total, 12 ans et plus",Hommes,48,69.3
2019,Alberta,"Total, 12 ans et plus",Femmes,48,69.7
2019,Alberta,12 à 17 ans,Les deux sexes,48,84.7
2019,Alberta,12 à 17 ans,Hommes,48,83.7
2019,Alberta,12 à 17 ans,Femmes,48,85.7
2019,Alberta,18 à 34 ans,Les deux sexes,48,62.4
2019,Alberta,18 à 34 ans,Hommes,48,60.5
2019,Alberta,18 à 34 ans,Femmes,48,64.3
2019,Alberta,35 à 49 ans,Les deux sexes,48,68.3
2019,Alberta,35 à 49 ans,Hommes,48,68.2
2019,Alberta,35 à 49 ans,Femmes,48,68.3
2019,Alberta,50 à 64 ans,Les deux sexes,48,70.7
2019,Alberta,50 à 64 ans,Hommes,48,71.9
2019,Alberta,50 à 64 ans,Femmes,48,69.6
2019,Alberta,65 ans et plus,Les deux sexes,48,75.9
2019,Alberta,65 ans et plus,Hommes,48,77.5
2019,Alberta,65 ans et plus,Femmes,48,74.4
2019,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,59,71.5
2019,Colombie-Britannique,"Total, 12 ans et plus",Hommes,59,69.5
2019,Colombie-Britannique,"Total, 12 ans et plus",Femmes,59,73.4
2019,Colombie-Britannique,12 à 17 ans,Les deux sexes,59,89.2
2019,Colombie-Britannique,12 à 17 ans,Hommes,59,86.5
2019,Colombie-Britannique,12 à 17 ans,Femmes,59,92.1
2019,Colombie-Britannique,18 à 34 ans,Les deux sexes,59,62.6
2019,Colombie-Britannique,18 à 34 ans,Hommes,59,59.4
2019,Colombie-Britannique,18 à 34 ans,Femmes,59,65.8
2019,Colombie-Britannique,35 à 49 ans,Les deux sexes,59,69.8
2019,Colombie-Britannique,35 à 49 ans,Hommes,59,65.8
2019,Colombie-Britannique,35 à 49 ans,Femmes,59,73.7
2019,Colombie-Britannique,50 à 64 ans,Les deux sexes,59,70.7
2019,Colombie-Britannique,50 à 64 ans,Hommes,59,69.8
2019,Colombie-Britannique,50 à 64 ans,Femmes,59,71.6
2019,Colombie-Britannique,65 ans et plus,Les deux sexes,59,80.1
2019,Colombie-Britannique,65 ans et plus,Hommes,59,81.6
2019,Colombie-Britannique,65 ans et plus,Femmes,59,78.8
2020,Canada,"Total, 12 ans et plus",Hommes,,68.9
2020,Canada,"Total, 12 ans et plus",Femmes,,71.5
2020,Canada,12 à 17 ans,Les deux sexes,,85.9
2020,Canada,12 à 17 ans,Hommes,,87.0
2020,Canada,12 à 17 ans,Femmes,,84.7
2020,Canada,18 à 34 ans,Les deux sexes,,63.1
2020,Canada,18 à 34 ans,Hommes,,59.6
2020,Canada,18 à 34 ans,Femmes,,66.6
2020,Canada,35 à 49 ans,Les deux sexes,,68.2
2020,Canada,35 à 49 ans,Hommes,,65.9
2020,Canada,35 à 49 ans,Femmes,,70.5
2020,Canada,50 à 64 ans,Les deux sexes,,70.8
2020,Canada,50 à 64 ans,Hommes,,71.5
2020,Canada,50 à 64 ans,Femmes,,70.2
2020,Canada,65 ans et plus,Les deux sexes,,75.8
2020,Canada,65 ans et plus,Hommes,,75.9
2020,Canada,65 ans et plus,Femmes,,75.7
2020,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,10,80.0
2020,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,10,78.0
2020,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,10,81.9
2020,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,10,85.1
2020,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,10,84.0
2020,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,10,86.1
2020,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,10,81.7
2020,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,75.9
2020,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,10,88.0
2020,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,10,69.8
2020,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,10,65.6
2020,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,10,73.5
2020,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,78.2
2020,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,79.7
2020,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,76.8
2020,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,88.5
2020,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,88.0
2020,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,88.9
2020,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,78.0
2020,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,83.8
2020,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,72.6
2020,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,90.7
2020,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,89.5
2020,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,91.8
2020,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,70.1
2020,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,79.5
2020,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,59.8
2020,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,76.4
2020,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,79.6
2020,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,73.4
2020,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,11,78.2
2020,Île-du-Prince-Édouard,50 à 64 ans,Hommes,11,88.8
2020,Île-du-Prince-Édouard,50 à 64 ans,Femmes,11,68.3
2020,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,11,84.9
2020,Île-du-Prince-Édouard,65 ans et plus,Hommes,11,86.0
2020,Île-du-Prince-Édouard,65 ans et plus,Femmes,11,84.0
2020,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,12,77.3
2020,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,12,78.8
2020,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,12,75.9
2020,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,12,84.5
2020,Nouvelle-Écosse,12 à 17 ans,Hommes,12,86.3
2020,Nouvelle-Écosse,12 à 17 ans,Femmes,12,82.6
2020,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,12,76.5
2020,Nouvelle-Écosse,18 à 34 ans,Hommes,12,77.9
2020,Nouvelle-Écosse,18 à 34 ans,Femmes,12,75.3
2020,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,12,75.1
2020,Nouvelle-Écosse,35 à 49 ans,Hommes,12,77.4
2020,Nouvelle-Écosse,35 à 49 ans,Femmes,12,73.2
2020,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,12,73.7
2020,Nouvelle-Écosse,50 à 64 ans,Hommes,12,74.9
2020,Nouvelle-Écosse,50 à 64 ans,Femmes,12,72.7
2020,Nouvelle-Écosse,65 ans et plus,Les deux sexes,12,82.2
2020,Nouvelle-Écosse,65 ans et plus,Hommes,12,83.6
2020,Nouvelle-Écosse,65 ans et plus,Femmes,12,81.1
2020,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,13,73.1
2020,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,13,70.9
2020,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,13,75.1
2020,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,13,90.9
2020,Nouveau-Brunswick,12 à 17 ans,Hommes,13,86.9
2020,Nouveau-Brunswick,12 à 17 ans,Femmes,13,94.8
2020,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,13,64.1
2020,Nouveau-Brunswick,18 à 34 ans,Hommes,13,52.1
2020,Nouveau-Brunswick,18 à 34 ans,Femmes,13,76.5
2020,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,13,70.4
2020,Nouveau-Brunswick,35 à 49 ans,Hommes,13,74.0
2020,Nouveau-Brunswick,35 à 49 ans,Femmes,13,67.1
2020,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,13,72.0
2020,Nouveau-Brunswick,50 à 64 ans,Hommes,13,72.0
2020,Nouveau-Brunswick,50 à 64 ans,Femmes,13,72.1
2020,Nouveau-Brunswick,65 ans et plus,Les deux sexes,13,80.3
2020,Nouveau-Brunswick,65 ans et plus,Hommes,13,81.8
2020,Nouveau-Brunswick,65 ans et plus,Femmes,13,79.0
2020,Québec,"Total, 12 ans et plus",Les deux sexes,24,66.0
2020,Québec,"Total, 12 ans et plus",Hommes,24,64.7
2020,Québec,"Total, 12 ans et plus",Femmes,24,67.3
2020,Québec,12 à 17 ans,Les deux sexes,24,85.4
2020,Québec,12 à 17 ans,Hommes,24,86.5
2020,Québec,12 à 17 ans,Femmes,24,84.3
2020,Québec,18 à 34 ans,Les deux sexes,24,62.0
2020,Québec,18 à 34 ans,Hommes,24,57.6
2020,Québec,18 à 34 ans,Femmes,24,66.8
2020,Québec,35 à 49 ans,Les deux sexes,24,62.3
2020,Québec,35 à 49 ans,Hommes,24,60.7
2020,Québec,35 à 49 ans,Femmes,24,63.9
2020,Québec,50 à 64 ans,Les deux sexes,24,65.1
2020,Québec,50 à 64 ans,Hommes,24,63.9
2020,Québec,50 à 64 ans,Femmes,24,66.3
2020,Québec,65 ans et plus,Les deux sexes,24,69.4
2020,Québec,65 ans et plus,Hommes,24,71.8
2020,Québec,65 ans et plus,Femmes,24,67.4
2020,Ontario,"Total, 12 ans et plus",Les deux sexes,35,71.4
2020,Ontario,"Total, 12 ans et plus",Hommes,35,70.1
2020,Ontario,"Total, 12 ans et plus",Femmes,35,72.6
2020,Ontario,12 à 17 ans,Les deux sexes,35,83.6
2020,Ontario,12 à 17 ans,Hommes,35,85.7
2020,Ontario,12 à 17 ans,Femmes,35,81.5
2020,Ontario,18 à 34 ans,Les deux sexes,35,63.7
2020,Ontario,18 à 34 ans,Hommes,35,59.9
2020,Ontario,18 à 34 ans,Femmes,35,67.7
2020,Ontario,35 à 49 ans,Les deux sexes,35,70.0
2020,Ontario,35 à 49 ans,Hommes,35,68.0
2020,Ontario,35 à 49 ans,Femmes,35,71.9
2020,Ontario,50 à 64 ans,Les deux sexes,35,73.5
2020,Ontario,50 à 64 ans,Hommes,35,74.8
2020,Ontario,50 à 64 ans,Femmes,35,72.3
2020,Ontario,65 ans et plus,Les deux sexes,35,76.9
2020,Ontario,65 ans et plus,Hommes,35,76.4
2020,Ontario,65 ans et plus,Femmes,35,77.3
2020,Manitoba,"Total, 12 ans et plus",Les deux sexes,46,71.2
2020,Manitoba,"Total, 12 ans et plus",Hommes,46,70.7
2020,Manitoba,"Total, 12 ans et plus",Femmes,46,71.7
2020,Manitoba,12 à 17 ans,Les deux sexes,46,89.1
2020,Manitoba,12 à 17 ans,Hommes,46,89.0
2020,Manitoba,12 à 17 ans,Femmes,46,89.1
2020,Manitoba,18 à 34 ans,Les deux sexes,46,69.3
2020,Manitoba,18 à 34 ans,Hommes,46,72.4
2020,Manitoba,18 à 34 ans,Femmes,46,66.3
2020,Manitoba,35 à 49 ans,Les deux sexes,46,63.0
2020,Manitoba,35 à 49 ans,Hommes,46,58.6
2020,Manitoba,35 à 49 ans,Femmes,46,67.4
2020,Manitoba,50 à 64 ans,Les deux sexes,46,72.5
2020,Manitoba,50 à 64 ans,Hommes,46,72.7
2020,Manitoba,50 à 64 ans,Femmes,46,72.2
2020,Manitoba,65 ans et plus,Les deux sexes,46,74.9
2020,Manitoba,65 ans et plus,Hommes,46,72.7
2020,Manitoba,65 ans et plus,Femmes,46,76.7
2020,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,47,75.3
2020,Saskatchewan,"Total, 12 ans et plus",Hommes,47,74.9
2020,Saskatchewan,"Total, 12 ans et plus",Femmes,47,75.6
2020,Saskatchewan,12 à 17 ans,Les deux sexes,47,89.4
2020,Saskatchewan,12 à 17 ans,Hommes,47,93.8
2020,Saskatchewan,12 à 17 ans,Femmes,47,84.8
2020,Saskatchewan,18 à 34 ans,Les deux sexes,47,71.5
2020,Saskatchewan,18 à 34 ans,Hommes,47,69.2
2020,Saskatchewan,18 à 34 ans,Femmes,47,73.9
2020,Saskatchewan,35 à 49 ans,Les deux sexes,47,70.2
2020,Saskatchewan,35 à 49 ans,Hommes,47,68.2
2020,Saskatchewan,35 à 49 ans,Femmes,47,72.3
2020,Saskatchewan,50 à 64 ans,Les deux sexes,47,73.3
2020,Saskatchewan,50 à 64 ans,Hommes,47,74.8
2020,Saskatchewan,50 à 64 ans,Femmes,47,71.7
2020,Saskatchewan,65 ans et plus,Les deux sexes,47,83.0
2020,Saskatchewan,65 ans et plus,Hommes,47,84.2
2020,Saskatchewan,65 ans et plus,Femmes,47,82.0
2020,Alberta,"Total, 12 ans et plus",Les deux sexes,48,69.7
2020,Alberta,"Total, 12 ans et plus",Hommes,48,67.3
2020,Alberta,"Total, 12 ans et plus",Femmes,48,72.1
2020,Alberta,12 à 17 ans,Les deux sexes,48,87.9
2020,Alberta,12 à 17 ans,Hommes,48,86.2
2020,Alberta,12 à 17 ans,Femmes,48,89.6
2020,Alberta,18 à 34 ans,Les deux sexes,48,61.5
2020,Alberta,18 à 34 ans,Hommes,48,56.2
2020,Alberta,18 à 34 ans,Femmes,48,66.8
2020,Alberta,35 à 49 ans,Les deux sexes,48,70.6
2020,Alberta,35 à 49 ans,Hommes,48,66.7
2020,Alberta,35 à 49 ans,Femmes,48,74.5
2020,Alberta,50 à 64 ans,Les deux sexes,48,69.5
2020,Alberta,50 à 64 ans,Hommes,48,73.6
2020,Alberta,50 à 64 ans,Femmes,48,65.6
2020,Alberta,65 ans et plus,Les deux sexes,48,73.4
2020,Alberta,65 ans et plus,Hommes,48,69.5
2020,Alberta,65 ans et plus,Femmes,48,76.8
2020,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,59,70.2
2020,Colombie-Britannique,"Total, 12 ans et plus",Hommes,59,68.9
2020,Colombie-Britannique,"Total, 12 ans et plus",Femmes,59,71.4
2020,Colombie-Britannique,12 à 17 ans,Les deux sexes,59,89.2
2020,Colombie-Britannique,12 à 17 ans,Hommes,59,91.2
2020,Colombie-Britannique,12 à 17 ans,Femmes,59,87.2
2020,Colombie-Britannique,18 à 34 ans,Les deux sexes,59,56.4
2020,Colombie-Britannique,18 à 34 ans,Hommes,59,55.7
2020,Colombie-Britannique,18 à 34 ans,Femmes,59,57.2
2020,Colombie-Britannique,35 à 49 ans,Les deux sexes,59,69.9
2020,Colombie-Britannique,35 à 49 ans,Hommes,59,66.4
2020,Colombie-Britannique,35 à 49 ans,Femmes,59,73.4
2020,Colombie-Britannique,50 à 64 ans,Les deux sexes,59,71.5
2020,Colombie-Britannique,50 à 64 ans,Hommes,59,71.0
2020,Colombie-Britannique,50 à 64 ans,Femmes,59,72.0
2020,Colombie-Britannique,65 ans et plus,Les deux sexes,59,80.6
2020,Colombie-Britannique,65 ans et plus,Hommes,59,80.7
2020,Colombie-Britannique,65 ans et plus,Femmes,59,80.5
2021,Canada,"Total, 12 ans et plus",Hommes,,69.3
2021,Canada,"Total, 12 ans et plus",Femmes,,69.7
2021,Canada,12 à 17 ans,Les deux sexes,,83.5
2021,Canada,12 à 17 ans,Hommes,,85.4
2021,Canada,12 à 17 ans,Femmes,,81.5
2021,Canada,18 à 34 ans,Les deux sexes,,64.3
2021,Canada,18 à 34 ans,Hommes,,62.7
2021,Canada,18 à 34 ans,Femmes,,65.9
2021,Canada,35 à 49 ans,Les deux sexes,,67.3
2021,Canada,35 à 49 ans,Hommes,,66.0
2021,Canada,35 à 49 ans,Femmes,,68.6
2021,Canada,50 à 64 ans,Les deux sexes,,68.6
2021,Canada,50 à 64 ans,Hommes,,69.7
2021,Canada,50 à 64 ans,Femmes,,67.6
2021,Canada,65 ans et plus,Les deux sexes,,74.6
2021,Canada,65 ans et plus,Hommes,,75.7
2021,Canada,65 ans et plus,Femmes,,73.7
2021,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,10,80.5
2021,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,10,81.5
2021,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,10,79.6
2021,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,10,95.0
2021,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,10,94.0
2021,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,10,96.3
2021,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,10,72.4
2021,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,70.5
2021,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,10,74.5
2021,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,10,78.3
2021,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,10,82.2
2021,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,10,74.7
2021,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,77.8
2021,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,79.5
2021,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,76.3
2021,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,88.7
2021,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,90.1
2021,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,87.6
2021,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,78.1
2021,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,80.3
2021,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,76.0
2021,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,79.8
2021,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,79.3
2021,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,80.4
2021,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,77.1
2021,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,77.5
2021,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,76.7
2021,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,76.5
2021,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,82.2
2021,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,71.3
2021,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,11,76.4
2021,Île-du-Prince-Édouard,50 à 64 ans,Hommes,11,80.2
2021,Île-du-Prince-Édouard,50 à 64 ans,Femmes,11,72.8
2021,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,11,82.1
2021,Île-du-Prince-Édouard,65 ans et plus,Hommes,11,82.9
2021,Île-du-Prince-Édouard,65 ans et plus,Femmes,11,81.5
2021,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,12,75.8
2021,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,12,76.0
2021,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,12,75.6
2021,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,12,93.5
2021,Nouvelle-Écosse,12 à 17 ans,Hommes,12,92.4
2021,Nouvelle-Écosse,12 à 17 ans,Femmes,12,94.5
2021,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,12,72.2
2021,Nouvelle-Écosse,18 à 34 ans,Hommes,12,71.2
2021,Nouvelle-Écosse,18 à 34 ans,Femmes,12,73.1
2021,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,12,70.4
2021,Nouvelle-Écosse,35 à 49 ans,Hommes,12,70.5
2021,Nouvelle-Écosse,35 à 49 ans,Femmes,12,70.4
2021,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,12,72.9
2021,Nouvelle-Écosse,50 à 64 ans,Hommes,12,74.0
2021,Nouvelle-Écosse,50 à 64 ans,Femmes,12,71.9
2021,Nouvelle-Écosse,65 ans et plus,Les deux sexes,12,82.4
2021,Nouvelle-Écosse,65 ans et plus,Hommes,12,83.6
2021,Nouvelle-Écosse,65 ans et plus,Femmes,12,81.4
