Year,Geography,Age group,Sex,Indigenous group,Educational attainment,Visible minority,Immigrant status,GeoCode,Value
2020,Western provinces,25 years and over,,Non-Indigenous population,Less than high school,,,,35.0
2020,Western provinces,25 to 54 years,,Non-Indigenous population,Less than high school,,,,63.2
2020,Western provinces,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,55.9
2020,Western provinces,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,74.0
2020,Western provinces,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,67.8
2020,Western provinces,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,83.5
2020,Prairie region,25 years and over,,Total population,Less than high school,,,,36.7
2020,Prairie region,25 to 54 years,,Total population,Less than high school,,,,58.4
2020,Prairie region,25 years and over,,Total population,High school graduate or some post-secondary,,,,58.7
2020,Prairie region,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,73.6
2020,Prairie region,25 years and over,,Total population,Completed post-secondary education,,,,69.2
2020,Prairie region,25 to 54 years,,Total population,Completed post-secondary education,,,,83.4
2020,Prairie region,25 years and over,,Indigenous population,"Total, all education levels",,,,56.9
2020,Prairie region,25 to 54 years,,Indigenous population,"Total, all education levels",,,,66.7
2020,Prairie region,25 years and over,,Indigenous population,Less than high school,,,,32.9
2020,Prairie region,25 to 54 years,,Indigenous population,Less than high school,,,,43.7
2020,Prairie region,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,56.3
2020,Prairie region,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,61.8
2020,Prairie region,25 years and over,,Indigenous population,Completed post-secondary education,,,,66.9
2020,Prairie region,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,76.4
2020,Prairie region,25 years and over,,First Nations,"Total, all education levels",,,,52.6
2020,Prairie region,25 to 54 years,,First Nations,"Total, all education levels",,,,58.7
2020,Prairie region,25 years and over,,First Nations,Less than high school,,,,29.5
2020,Prairie region,25 to 54 years,,First Nations,Less than high school,,,,37.0
2020,Prairie region,25 years and over,,First Nations,High school graduate or some post-secondary,,,,51.4
2020,Prairie region,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,54.1
2020,Prairie region,25 years and over,,First Nations,Completed post-secondary education,,,,64.7
2020,Prairie region,25 to 54 years,,First Nations,Completed post-secondary education,,,,70.6
2020,Prairie region,25 years and over,,Métis,"Total, all education levels",,,,60.1
2020,Prairie region,25 to 54 years,,Métis,"Total, all education levels",,,,73.2
2020,Prairie region,25 years and over,,Métis,Less than high school,,,,36.7
2020,Prairie region,25 to 54 years,,Métis,Less than high school,,,,53.2
2020,Prairie region,25 years and over,,Métis,High school graduate or some post-secondary,,,,59.8
2020,Prairie region,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,68.3
2020,Prairie region,25 years and over,,Métis,Completed post-secondary education,,,,68.1
2020,Prairie region,25 to 54 years,,Métis,Completed post-secondary education,,,,80.2
2020,Prairie region,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,63.4
2020,Prairie region,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,80.5
2020,Prairie region,25 years and over,,Non-Indigenous population,Less than high school,,,,37.3
2020,Prairie region,25 to 54 years,,Non-Indigenous population,Less than high school,,,,61.9
2020,Prairie region,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,58.9
2020,Prairie region,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,74.9
2020,Prairie region,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,69.3
2020,Prairie region,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,83.9
2021,Canada,25 years and over,,Total population,Less than high school,,,,30.2
2021,Canada,25 to 54 years,,Total population,Less than high school,,,,60.0
2021,Canada,25 years and over,,Total population,High school graduate or some post-secondary,,,,52.8
2021,Canada,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,74.2
2021,Canada,25 years and over,,Total population,Completed post-secondary education,,,,69.2
2021,Canada,25 to 54 years,,Total population,Completed post-secondary education,,,,86.1
2021,Canada,25 years and over,,Indigenous population,"Total, all education levels",,,,58.3
2021,Canada,25 to 54 years,,Indigenous population,"Total, all education levels",,,,73.3
2021,Canada,25 years and over,,Indigenous population,Less than high school,,,,32.0
2021,Canada,25 to 54 years,,Indigenous population,Less than high school,,,,45.3
2021,Canada,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,55.0
2021,Canada,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,66.3
2021,Canada,25 years and over,,Indigenous population,Completed post-secondary education,,,,69.0
2021,Canada,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,82.9
2021,Canada,25 years and over,,First Nations,"Total, all education levels",,,,55.6
2021,Canada,25 to 54 years,,First Nations,"Total, all education levels",,,,67.0
2021,Canada,25 years and over,,First Nations,Less than high school,,,,31.0
2021,Canada,25 to 54 years,,First Nations,Less than high school,,,,40.5
2021,Canada,25 years and over,,First Nations,High school graduate or some post-secondary,,,,51.2
2021,Canada,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,58.5
2021,Canada,25 years and over,,First Nations,Completed post-secondary education,,,,67.8
2021,Canada,25 to 54 years,,First Nations,Completed post-secondary education,,,,79.2
2021,Canada,25 years and over,,Métis,"Total, all education levels",,,,60.8
2021,Canada,25 to 54 years,,Métis,"Total, all education levels",,,,80.0
2021,Canada,25 years and over,,Métis,Less than high school,,,,34.0
2021,Canada,25 to 54 years,,Métis,Less than high school,,,,55.1
2021,Canada,25 years and over,,Métis,High school graduate or some post-secondary,,,,57.9
2021,Canada,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,74.2
2021,Canada,25 years and over,,Métis,Completed post-secondary education,,,,70.4
2021,Canada,25 to 54 years,,Métis,Completed post-secondary education,,,,86.4
2021,Canada,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,61.3
2021,Canada,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,82.7
2021,Canada,25 years and over,,Non-Indigenous population,Less than high school,,,,30.1
2021,Canada,25 to 54 years,,Non-Indigenous population,Less than high school,,,,61.5
2021,Canada,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,52.7
2021,Canada,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,74.7
2021,Canada,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,69.2
2021,Canada,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,86.3
2021,Eastern and central provinces,25 years and over,,Total population,Less than high school,,,,27.9
2021,Eastern and central provinces,25 to 54 years,,Total population,Less than high school,,,,58.8
2021,Eastern and central provinces,25 years and over,,Total population,High school graduate or some post-secondary,,,,50.7
2021,Eastern and central provinces,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,72.6
2021,Eastern and central provinces,25 years and over,,Total population,Completed post-secondary education,,,,69.2
2021,Eastern and central provinces,25 to 54 years,,Total population,Completed post-secondary education,,,,86.4
2021,Eastern and central provinces,25 years and over,,Indigenous population,"Total, all education levels",,,,55.1
2021,Eastern and central provinces,25 to 54 years,,Indigenous population,"Total, all education levels",,,,74.4
2021,Eastern and central provinces,25 years and over,,Indigenous population,Less than high school,,,,26.9
2021,Eastern and central provinces,25 to 54 years,,Indigenous population,Less than high school,,,,41.7
2021,Eastern and central provinces,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,49.1
2021,Eastern and central provinces,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,65.0
2021,Eastern and central provinces,25 years and over,,Indigenous population,Completed post-secondary education,,,,68.1
2021,Eastern and central provinces,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,84.7
2021,Eastern and central provinces,25 years and over,,First Nations,"Total, all education levels",,,,54.3
2021,Eastern and central provinces,25 to 54 years,,First Nations,"Total, all education levels",,,,70.1
2021,Eastern and central provinces,25 years and over,,First Nations,Less than high school,,,,24.2
2021,Eastern and central provinces,25 to 54 years,,First Nations,Less than high school,,,,33.0
2021,Eastern and central provinces,25 years and over,,First Nations,High school graduate or some post-secondary,,,,47.9
2021,Eastern and central provinces,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,60.3
2021,Eastern and central provinces,25 years and over,,First Nations,Completed post-secondary education,,,,69.4
2021,Eastern and central provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,83.8
2021,Eastern and central provinces,25 years and over,,Métis,"Total, all education levels",,,,55.8
2021,Eastern and central provinces,25 to 54 years,,Métis,"Total, all education levels",,,,79.5
2021,Eastern and central provinces,25 years and over,,Métis,Less than high school,,,,30.8
2021,Eastern and central provinces,25 to 54 years,,Métis,Less than high school,,,,56.8
2021,Eastern and central provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,47.7
2021,Eastern and central provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,68.5
2021,Eastern and central provinces,25 years and over,,Métis,Completed post-secondary education,,,,67.6
2021,Eastern and central provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,86.4
2021,Eastern and central provinces,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,60.4
2021,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,82.5
2021,Eastern and central provinces,25 years and over,,Non-Indigenous population,Less than high school,,,,27.9
2021,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,Less than high school,,,,59.9
2021,Eastern and central provinces,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,50.7
2021,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,72.9
2021,Eastern and central provinces,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,69.3
2021,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,86.4
2021,Western provinces,25 years and over,,Total population,Less than high school,,,,36.9
2021,Western provinces,25 to 54 years,,Total population,Less than high school,,,,62.6
2021,Western provinces,25 years and over,,Total population,High school graduate or some post-secondary,,,,56.9
2021,Western provinces,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,76.7
2021,Western provinces,25 years and over,,Total population,Completed post-secondary education,,,,69.2
2021,Western provinces,25 to 54 years,,Total population,Completed post-secondary education,,,,85.7
2021,Western provinces,25 years and over,,Indigenous population,"Total, all education levels",,,,61.2
2021,Western provinces,25 to 54 years,,Indigenous population,"Total, all education levels",,,,72.5
2021,Western provinces,25 years and over,,Indigenous population,Less than high school,,,,37.5
2021,Western provinces,25 to 54 years,,Indigenous population,Less than high school,,,,48.2
2021,Western provinces,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,59.5
2021,Western provinces,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,67.1
2021,Western provinces,25 years and over,,Indigenous population,Completed post-secondary education,,,,70.0
2021,Western provinces,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,81.3
2021,Western provinces,25 years and over,,First Nations,"Total, all education levels",,,,56.9
2021,Western provinces,25 to 54 years,,First Nations,"Total, all education levels",,,,64.4
2021,Western provinces,25 years and over,,First Nations,Less than high school,,,,37.9
2021,Western provinces,25 to 54 years,,First Nations,Less than high school,,,,46.0
2021,Western provinces,25 years and over,,First Nations,High school graduate or some post-secondary,,,,54.1
2021,Western provinces,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,57.3
2021,Western provinces,25 years and over,,First Nations,Completed post-secondary education,,,,66.1
2021,Western provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,74.8
2021,Western provinces,25 years and over,,Métis,"Total, all education levels",,,,64.9
2021,Western provinces,25 to 54 years,,Métis,"Total, all education levels",,,,80.3
2021,Western provinces,25 years and over,,Métis,Less than high school,,,,37.5
2021,Western provinces,25 to 54 years,,Métis,Less than high school,,,,53.6
2021,Western provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,64.1
2021,Western provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,76.6
2021,Western provinces,25 years and over,,Métis,Completed post-secondary education,,,,72.8
2021,Western provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,86.5
2021,Western provinces,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,63.4
2021,Western provinces,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,83.2
2021,Western provinces,25 years and over,,Non-Indigenous population,Less than high school,,,,36.8
2021,Western provinces,25 to 54 years,,Non-Indigenous population,Less than high school,,,,65.5
2021,Western provinces,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,56.7
2021,Western provinces,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,77.8
2021,Western provinces,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,69.2
2021,Western provinces,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,85.9
2021,Prairie region,25 years and over,,Total population,Less than high school,,,,37.5
2021,Prairie region,25 to 54 years,,Total population,Less than high school,,,,61.2
2021,Prairie region,25 years and over,,Total population,High school graduate or some post-secondary,,,,59.8
2021,Prairie region,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,76.0
2021,Prairie region,25 years and over,,Total population,Completed post-secondary education,,,,70.5
2021,Prairie region,25 to 54 years,,Total population,Completed post-secondary education,,,,85.5
2021,Prairie region,25 years and over,,Indigenous population,"Total, all education levels",,,,62.1
2021,Prairie region,25 to 54 years,,Indigenous population,"Total, all education levels",,,,72.0
2021,Prairie region,25 years and over,,Indigenous population,Less than high school,,,,37.4
2021,Prairie region,25 to 54 years,,Indigenous population,Less than high school,,,,45.5
2021,Prairie region,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,61.7
2021,Prairie region,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,67.8
2021,Prairie region,25 years and over,,Indigenous population,Completed post-secondary education,,,,71.2
2021,Prairie region,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,81.2
2021,Prairie region,25 years and over,,First Nations,"Total, all education levels",,,,58.2
2021,Prairie region,25 to 54 years,,First Nations,"Total, all education levels",,,,63.0
2021,Prairie region,25 years and over,,First Nations,Less than high school,,,,37.9
2021,Prairie region,25 to 54 years,,First Nations,Less than high school,,,,40.9
2021,Prairie region,25 years and over,,First Nations,High school graduate or some post-secondary,,,,55.1
2021,Prairie region,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,57.1
2021,Prairie region,25 years and over,,First Nations,Completed post-secondary education,,,,69.3
2021,Prairie region,25 to 54 years,,First Nations,Completed post-secondary education,,,,74.9
2021,Prairie region,25 years and over,,Métis,"Total, all education levels",,,,65.1
2021,Prairie region,25 to 54 years,,Métis,"Total, all education levels",,,,80.0
2021,Prairie region,25 years and over,,Métis,Less than high school,,,,37.6
2021,Prairie region,25 to 54 years,,Métis,Less than high school,,,,53.5
2021,Prairie region,25 years and over,,Métis,High school graduate or some post-secondary,,,,67.0
2021,Prairie region,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,78.2
2021,Prairie region,25 years and over,,Métis,Completed post-secondary education,,,,72.3
2021,Prairie region,25 to 54 years,,Métis,Completed post-secondary education,,,,85.8
2021,Prairie region,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,64.7
2021,Prairie region,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,82.7
2021,Prairie region,25 years and over,,Non-Indigenous population,Less than high school,,,,37.6
2021,Prairie region,25 to 54 years,,Non-Indigenous population,Less than high school,,,,64.9
2021,Prairie region,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,59.7
2021,Prairie region,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,77.1
2021,Prairie region,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,70.4
2021,Prairie region,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,85.8
2022,Canada,25 years and over,,Total population,Less than high school,,,,31.0
2022,Canada,25 to 54 years,,Total population,Less than high school,,,,63.2
2022,Canada,25 years and over,,Total population,High school graduate or some post-secondary,,,,54.9
2022,Canada,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,78.0
2022,Canada,25 years and over,,Total population,Completed post-secondary education,,,,70.0
2022,Canada,25 to 54 years,,Total population,Completed post-secondary education,,,,87.9
2022,Canada,25 years and over,,Indigenous population,"Total, all education levels",,,,61.7
2022,Canada,25 to 54 years,,Indigenous population,"Total, all education levels",,,,77.3
2022,Canada,25 years and over,,Indigenous population,Less than high school,,,,34.1
2022,Canada,25 to 54 years,,Indigenous population,Less than high school,,,,51.1
2022,Canada,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,61.1
2022,Canada,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,72.2
2022,Canada,25 years and over,,Indigenous population,Completed post-secondary education,,,,70.4
2022,Canada,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,85.0
2022,Canada,25 years and over,,First Nations,"Total, all education levels",,,,59.2
2022,Canada,25 to 54 years,,First Nations,"Total, all education levels",,,,72.3
2022,Canada,25 years and over,,First Nations,Less than high school,,,,31.4
2022,Canada,25 to 54 years,,First Nations,Less than high school,,,,43.3
2022,Canada,25 years and over,,First Nations,High school graduate or some post-secondary,,,,59.0
2022,Canada,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,68.0
2022,Canada,25 years and over,,First Nations,Completed post-secondary education,,,,68.9
2022,Canada,25 to 54 years,,First Nations,Completed post-secondary education,,,,82.0
2022,Canada,25 years and over,,Métis,"Total, all education levels",,,,63.8
2022,Canada,25 to 54 years,,Métis,"Total, all education levels",,,,82.3
2022,Canada,25 years and over,,Métis,Less than high school,,,,36.5
2022,Canada,25 to 54 years,,Métis,Less than high school,,,,62.3
2022,Canada,25 years and over,,Métis,High school graduate or some post-secondary,,,,63.3
2022,Canada,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,77.1
2022,Canada,25 years and over,,Métis,Completed post-secondary education,,,,71.7
2022,Canada,25 to 54 years,,Métis,Completed post-secondary education,,,,87.5
2022,Canada,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,62.5
2022,Canada,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,84.9
2022,Canada,25 years and over,,Non-Indigenous population,Less than high school,,,,30.8
2022,Canada,25 to 54 years,,Non-Indigenous population,Less than high school,,,,64.3
2022,Canada,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,54.6
2022,Canada,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,78.3
2022,Canada,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,70.0
2022,Canada,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,88.0
2022,Eastern and central provinces,25 years and over,,Total population,Less than high school,,,,29.0
2022,Eastern and central provinces,25 to 54 years,,Total population,Less than high school,,,,62.4
2022,Eastern and central provinces,25 years and over,,Total population,High school graduate or some post-secondary,,,,52.9
2022,Eastern and central provinces,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,76.9
2022,Eastern and central provinces,25 years and over,,Total population,Completed post-secondary education,,,,69.9
2022,Eastern and central provinces,25 to 54 years,,Total population,Completed post-secondary education,,,,88.1
2022,Eastern and central provinces,25 years and over,,Indigenous population,"Total, all education levels",,,,58.1
2022,Eastern and central provinces,25 to 54 years,,Indigenous population,"Total, all education levels",,,,77.8
2022,Eastern and central provinces,25 years and over,,Indigenous population,Less than high school,,,,29.6
2022,Eastern and central provinces,25 to 54 years,,Indigenous population,Less than high school,,,,51.9
2022,Eastern and central provinces,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,55.5
2022,Eastern and central provinces,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,69.9
2022,Eastern and central provinces,25 years and over,,Indigenous population,Completed post-secondary education,,,,68.3
2022,Eastern and central provinces,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,85.4
2022,Eastern and central provinces,25 years and over,,First Nations,"Total, all education levels",,,,57.0
2022,Eastern and central provinces,25 to 54 years,,First Nations,"Total, all education levels",,,,75.3
2022,Eastern and central provinces,25 years and over,,First Nations,Less than high school,,,,26.0
2022,Eastern and central provinces,25 to 54 years,,First Nations,Less than high school,,,,44.0
2022,Eastern and central provinces,25 years and over,,First Nations,High school graduate or some post-secondary,,,,56.5
2022,Eastern and central provinces,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,69.5
2022,Eastern and central provinces,25 years and over,,First Nations,Completed post-secondary education,,,,66.5
2022,Eastern and central provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,83.8
2022,Eastern and central provinces,25 years and over,,Métis,"Total, all education levels",,,,59.3
2022,Eastern and central provinces,25 to 54 years,,Métis,"Total, all education levels",,,,80.3
2022,Eastern and central provinces,25 years and over,,Métis,Less than high school,,,,33.1
2022,Eastern and central provinces,25 to 54 years,,Métis,Less than high school,,,,61.7
2022,Eastern and central provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,54.6
2022,Eastern and central provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,70.7
2022,Eastern and central provinces,25 years and over,,Métis,Completed post-secondary education,,,,69.8
2022,Eastern and central provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,86.6
2022,Eastern and central provinces,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,61.7
2022,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,84.9
2022,Eastern and central provinces,25 years and over,,Non-Indigenous population,Less than high school,,,,29.0
2022,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,Less than high school,,,,63.0
2022,Eastern and central provinces,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,52.9
2022,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,77.2
2022,Eastern and central provinces,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,69.9
2022,Eastern and central provinces,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,88.1
2022,Western provinces,25 years and over,,Total population,Less than high school,,,,36.6
2022,Western provinces,25 to 54 years,,Total population,Less than high school,,,,64.8
2022,Western provinces,25 years and over,,Total population,High school graduate or some post-secondary,,,,58.5
2022,Western provinces,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,79.6
2022,Western provinces,25 years and over,,Total population,Completed post-secondary education,,,,70.2
2022,Western provinces,25 to 54 years,,Total population,Completed post-secondary education,,,,87.5
2022,Western provinces,25 years and over,,Indigenous population,"Total, all education levels",,,,64.9
2022,Western provinces,25 to 54 years,,Indigenous population,"Total, all education levels",,,,77.0
2022,Western provinces,25 years and over,,Indigenous population,Less than high school,,,,38.9
2022,Western provinces,25 to 54 years,,Indigenous population,Less than high school,,,,50.6
2022,Western provinces,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,65.2
2022,Western provinces,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,73.5
2022,Western provinces,25 years and over,,Indigenous population,Completed post-secondary education,,,,72.6
2022,Western provinces,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,84.7
2022,Western provinces,25 years and over,,First Nations,"Total, all education levels",,,,61.4
2022,Western provinces,25 to 54 years,,First Nations,"Total, all education levels",,,,70.0
2022,Western provinces,25 years and over,,First Nations,Less than high school,,,,35.9
2022,Western provinces,25 to 54 years,,First Nations,Less than high school,,,,42.9
2022,Western provinces,25 years and over,,First Nations,High school graduate or some post-secondary,,,,61.1
2022,Western provinces,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,67.0
2022,Western provinces,25 years and over,,First Nations,Completed post-secondary education,,,,71.4
2022,Western provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,80.3
2022,Western provinces,25 years and over,,Métis,"Total, all education levels",,,,67.7
2022,Western provinces,25 to 54 years,,Métis,"Total, all education levels",,,,83.7
2022,Western provinces,25 years and over,,Métis,Less than high school,,,,40.9
2022,Western provinces,25 to 54 years,,Métis,Less than high school,,,,62.8
2022,Western provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,69.0
2022,Western provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,80.3
2022,Western provinces,25 years and over,,Métis,Completed post-secondary education,,,,73.4
2022,Western provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,88.3
2022,Western provinces,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,64.2
2022,Western provinces,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,85.0
2022,Western provinces,25 years and over,,Non-Indigenous population,Less than high school,,,,36.3
2022,Western provinces,25 to 54 years,,Non-Indigenous population,Less than high school,,,,67.5
2022,Western provinces,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,58.0
2022,Western provinces,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,80.3
2022,Western provinces,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,70.1
2022,Western provinces,25 to 54 years,,Non-Indigenous population,Completed post-secondary education,,,,87.6
2022,Prairie region,25 years and over,,Total population,Less than high school,,,,39.3
2022,Prairie region,25 to 54 years,,Total population,Less than high school,,,,65.1
2022,Prairie region,25 years and over,,Total population,High school graduate or some post-secondary,,,,61.6
2022,Prairie region,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,79.6
2022,Prairie region,25 years and over,,Total population,Completed post-secondary education,,,,71.7
2022,Prairie region,25 to 54 years,,Total population,Completed post-secondary education,,,,88.0
2022,Prairie region,25 years and over,,Indigenous population,"Total, all education levels",,,,65.1
2022,Prairie region,25 to 54 years,,Indigenous population,"Total, all education levels",,,,76.7
2022,Prairie region,25 years and over,,Indigenous population,Less than high school,,,,36.1
2022,Prairie region,25 to 54 years,,Indigenous population,Less than high school,,,,47.8
2022,Prairie region,25 years and over,,Indigenous population,High school graduate or some post-secondary,,,,66.8
2022,Prairie region,25 to 54 years,,Indigenous population,High school graduate or some post-secondary,,,,73.9
2022,Prairie region,25 years and over,,Indigenous population,Completed post-secondary education,,,,73.4
2022,Prairie region,25 to 54 years,,Indigenous population,Completed post-secondary education,,,,85.2
2022,Prairie region,25 years and over,,First Nations,"Total, all education levels",,,,60.2
2022,Prairie region,25 to 54 years,,First Nations,"Total, all education levels",,,,68.0
2022,Prairie region,25 years and over,,First Nations,Less than high school,,,,30.7
2022,Prairie region,25 to 54 years,,First Nations,Less than high school,,,,35.9
2022,Prairie region,25 years and over,,First Nations,High school graduate or some post-secondary,,,,62.9
2022,Prairie region,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,67.6
2022,Prairie region,25 years and over,,First Nations,Completed post-secondary education,,,,70.9
2022,Prairie region,25 to 54 years,,First Nations,Completed post-secondary education,,,,79.2
2022,Prairie region,25 years and over,,Métis,"Total, all education levels",,,,68.8
2022,Prairie region,25 to 54 years,,Métis,"Total, all education levels",,,,84.3
2022,Prairie region,25 years and over,,Métis,Less than high school,,,,40.6
2022,Prairie region,25 to 54 years,,Métis,Less than high school,,,,65.4
2022,Prairie region,25 years and over,,Métis,High school graduate or some post-secondary,,,,70.1
2022,Prairie region,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,80.0
2022,Prairie region,25 years and over,,Métis,Completed post-secondary education,,,,75.1
2022,Prairie region,25 to 54 years,,Métis,Completed post-secondary education,,,,89.3
2022,Prairie region,25 years and over,,Non-Indigenous population,"Total, all education levels",,,,65.9
2022,Prairie region,25 to 54 years,,Non-Indigenous population,"Total, all education levels",,,,85.3
2022,Prairie region,25 years and over,,Non-Indigenous population,Less than high school,,,,39.8
2022,Prairie region,25 to 54 years,,Non-Indigenous population,Less than high school,,,,68.7
2022,Prairie region,25 years and over,,Non-Indigenous population,High school graduate or some post-secondary,,,,61.1
2022,Prairie region,25 to 54 years,,Non-Indigenous population,High school graduate or some post-secondary,,,,80.4
2022,Prairie region,25 years and over,,Non-Indigenous population,Completed post-secondary education,,,,71.6
