Year,data.Geography,data.Age at time of death,data.Sex,data.Leading causes of death (ICD-10),Value
2018,data.Canada,data.25 to 34 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",16.6
2019,data.Canada,data.25 to 34 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",19.4
2015,data.Canada,data.25 to 34 years,data.Females,data.Malignant neoplasms [C00-C97],9.0
2016,data.Canada,data.25 to 34 years,data.Females,data.Malignant neoplasms [C00-C97],7.4
2017,data.Canada,data.25 to 34 years,data.Females,data.Malignant neoplasms [C00-C97],7.1
2018,data.Canada,data.25 to 34 years,data.Females,data.Malignant neoplasms [C00-C97],7.9
2019,data.Canada,data.25 to 34 years,data.Females,data.Malignant neoplasms [C00-C97],6.4
2015,data.Canada,data.25 to 34 years,data.Females,data.Diabetes mellitus [E10-E14],0.7
2016,data.Canada,data.25 to 34 years,data.Females,data.Diabetes mellitus [E10-E14],0.5
2017,data.Canada,data.25 to 34 years,data.Females,data.Diabetes mellitus [E10-E14],0.7
2018,data.Canada,data.25 to 34 years,data.Females,data.Diabetes mellitus [E10-E14],0.8
2019,data.Canada,data.25 to 34 years,data.Females,data.Diabetes mellitus [E10-E14],0.6
2015,data.Canada,data.25 to 34 years,data.Females,data.Alzheimer's disease [G30],0.0
2016,data.Canada,data.25 to 34 years,data.Females,data.Alzheimer's disease [G30],0.0
2017,data.Canada,data.25 to 34 years,data.Females,data.Alzheimer's disease [G30],0.0
2018,data.Canada,data.25 to 34 years,data.Females,data.Alzheimer's disease [G30],0.0
2019,data.Canada,data.25 to 34 years,data.Females,data.Alzheimer's disease [G30],0.0
2015,data.Canada,data.25 to 34 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2.1
2016,data.Canada,data.25 to 34 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2.0
2017,data.Canada,data.25 to 34 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2.2
2018,data.Canada,data.25 to 34 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",1.9
2019,data.Canada,data.25 to 34 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",1.8
2015,data.Canada,data.25 to 34 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.6
2016,data.Canada,data.25 to 34 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.5
2017,data.Canada,data.25 to 34 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.5
2018,data.Canada,data.25 to 34 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.4
2019,data.Canada,data.25 to 34 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.9
2015,data.Canada,data.25 to 34 years,data.Females,data.Influenza and pneumonia [J09-J18],0.3
2016,data.Canada,data.25 to 34 years,data.Females,data.Influenza and pneumonia [J09-J18],0.4
2017,data.Canada,data.25 to 34 years,data.Females,data.Influenza and pneumonia [J09-J18],0.4
2018,data.Canada,data.25 to 34 years,data.Females,data.Influenza and pneumonia [J09-J18],0.6
2019,data.Canada,data.25 to 34 years,data.Females,data.Influenza and pneumonia [J09-J18],0.6
2015,data.Canada,data.25 to 34 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.2
2016,data.Canada,data.25 to 34 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.2
2017,data.Canada,data.25 to 34 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.3
2018,data.Canada,data.25 to 34 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.2
2019,data.Canada,data.25 to 34 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.2
2015,data.Canada,data.25 to 34 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.4
2016,data.Canada,data.25 to 34 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.8
2017,data.Canada,data.25 to 34 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",1.0
2018,data.Canada,data.25 to 34 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",1.2
2019,data.Canada,data.25 to 34 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.9
2015,data.Canada,data.25 to 34 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",8.0
2016,data.Canada,data.25 to 34 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",11.3
2017,data.Canada,data.25 to 34 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",12.9
2018,data.Canada,data.25 to 34 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",12.2
2019,data.Canada,data.25 to 34 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",11.7
2015,data.Canada,data.25 to 34 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.3
2016,data.Canada,data.25 to 34 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.3
2017,data.Canada,data.25 to 34 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.1
2018,data.Canada,data.25 to 34 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",5.7
2019,data.Canada,data.25 to 34 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.1
2015,data.Canada,data.35 to 44 years,data.Both sexes,data.Malignant neoplasms [C00-C97],23.6
2016,data.Canada,data.35 to 44 years,data.Both sexes,data.Malignant neoplasms [C00-C97],24.3
2017,data.Canada,data.35 to 44 years,data.Both sexes,data.Malignant neoplasms [C00-C97],22.9
2018,data.Canada,data.35 to 44 years,data.Both sexes,data.Malignant neoplasms [C00-C97],21.4
2019,data.Canada,data.35 to 44 years,data.Both sexes,data.Malignant neoplasms [C00-C97],21.9
2015,data.Canada,data.35 to 44 years,data.Both sexes,data.Diabetes mellitus [E10-E14],2.2
2016,data.Canada,data.35 to 44 years,data.Both sexes,data.Diabetes mellitus [E10-E14],1.9
2017,data.Canada,data.35 to 44 years,data.Both sexes,data.Diabetes mellitus [E10-E14],1.9
2018,data.Canada,data.35 to 44 years,data.Both sexes,data.Diabetes mellitus [E10-E14],2.1
2019,data.Canada,data.35 to 44 years,data.Both sexes,data.Diabetes mellitus [E10-E14],2.3
2015,data.Canada,data.35 to 44 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2016,data.Canada,data.35 to 44 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2017,data.Canada,data.35 to 44 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2018,data.Canada,data.35 to 44 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2019,data.Canada,data.35 to 44 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2015,data.Canada,data.35 to 44 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",9.7
2016,data.Canada,data.35 to 44 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",9.6
2017,data.Canada,data.35 to 44 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",9.5
2018,data.Canada,data.35 to 44 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",8.4
2019,data.Canada,data.35 to 44 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",8.8
2015,data.Canada,data.35 to 44 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],2.2
2016,data.Canada,data.35 to 44 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],2.2
2017,data.Canada,data.35 to 44 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],2.0
2018,data.Canada,data.35 to 44 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],2.2
2019,data.Canada,data.35 to 44 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],1.9
2015,data.Canada,data.35 to 44 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],1.2
2016,data.Canada,data.35 to 44 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],1.5
2017,data.Canada,data.35 to 44 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.8
2018,data.Canada,data.35 to 44 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],1.2
2019,data.Canada,data.35 to 44 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],1.4
2015,data.Canada,data.35 to 44 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.6
2016,data.Canada,data.35 to 44 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.4
2017,data.Canada,data.35 to 44 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.3
2018,data.Canada,data.35 to 44 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.5
2019,data.Canada,data.35 to 44 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.3
2015,data.Canada,data.35 to 44 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.4
2016,data.Canada,data.35 to 44 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.0
2017,data.Canada,data.35 to 44 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.4
2018,data.Canada,data.35 to 44 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.8
2019,data.Canada,data.35 to 44 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.1
2015,data.Canada,data.35 to 44 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",18.8
2016,data.Canada,data.35 to 44 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",21.5
2017,data.Canada,data.35 to 44 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",28.6
2018,data.Canada,data.35 to 44 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",23.4
2019,data.Canada,data.35 to 44 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",22.2
2015,data.Canada,data.35 to 44 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.2
2016,data.Canada,data.35 to 44 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",13.5
2017,data.Canada,data.35 to 44 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",13.2
2018,data.Canada,data.35 to 44 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",12.0
2019,data.Canada,data.35 to 44 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",12.7
2015,data.Canada,data.35 to 44 years,data.Males,data.Malignant neoplasms [C00-C97],19.7
2016,data.Canada,data.35 to 44 years,data.Males,data.Malignant neoplasms [C00-C97],20.3
2017,data.Canada,data.35 to 44 years,data.Males,data.Malignant neoplasms [C00-C97],19.2
2018,data.Canada,data.35 to 44 years,data.Males,data.Malignant neoplasms [C00-C97],18.4
2019,data.Canada,data.35 to 44 years,data.Males,data.Malignant neoplasms [C00-C97],18.8
2015,data.Canada,data.35 to 44 years,data.Males,data.Diabetes mellitus [E10-E14],3.1
2016,data.Canada,data.35 to 44 years,data.Males,data.Diabetes mellitus [E10-E14],2.3
2017,data.Canada,data.35 to 44 years,data.Males,data.Diabetes mellitus [E10-E14],2.4
2018,data.Canada,data.35 to 44 years,data.Males,data.Diabetes mellitus [E10-E14],2.4
2019,data.Canada,data.35 to 44 years,data.Males,data.Diabetes mellitus [E10-E14],2.9
2015,data.Canada,data.35 to 44 years,data.Males,data.Alzheimer's disease [G30],0.0
2016,data.Canada,data.35 to 44 years,data.Males,data.Alzheimer's disease [G30],0.0
2017,data.Canada,data.35 to 44 years,data.Males,data.Alzheimer's disease [G30],0.0
2018,data.Canada,data.35 to 44 years,data.Males,data.Alzheimer's disease [G30],0.0
2019,data.Canada,data.35 to 44 years,data.Males,data.Alzheimer's disease [G30],0.0
2015,data.Canada,data.35 to 44 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",14.1
2016,data.Canada,data.35 to 44 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",13.7
2017,data.Canada,data.35 to 44 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",14.0
2018,data.Canada,data.35 to 44 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",12.0
2019,data.Canada,data.35 to 44 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",13.0
2015,data.Canada,data.35 to 44 years,data.Males,data.Cerebrovascular diseases [I60-I69],2.5
2016,data.Canada,data.35 to 44 years,data.Males,data.Cerebrovascular diseases [I60-I69],1.9
2017,data.Canada,data.35 to 44 years,data.Males,data.Cerebrovascular diseases [I60-I69],2.3
2018,data.Canada,data.35 to 44 years,data.Males,data.Cerebrovascular diseases [I60-I69],2.7
2019,data.Canada,data.35 to 44 years,data.Males,data.Cerebrovascular diseases [I60-I69],2.1
2015,data.Canada,data.35 to 44 years,data.Males,data.Influenza and pneumonia [J09-J18],1.4
2016,data.Canada,data.35 to 44 years,data.Males,data.Influenza and pneumonia [J09-J18],1.5
2017,data.Canada,data.35 to 44 years,data.Males,data.Influenza and pneumonia [J09-J18],0.9
2018,data.Canada,data.35 to 44 years,data.Males,data.Influenza and pneumonia [J09-J18],1.4
2019,data.Canada,data.35 to 44 years,data.Males,data.Influenza and pneumonia [J09-J18],1.8
2015,data.Canada,data.35 to 44 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.4
2016,data.Canada,data.35 to 44 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.3
2017,data.Canada,data.35 to 44 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.4
2018,data.Canada,data.35 to 44 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.6
2019,data.Canada,data.35 to 44 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.1
2015,data.Canada,data.35 to 44 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",4.1
2016,data.Canada,data.35 to 44 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.3
2017,data.Canada,data.35 to 44 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.7
2018,data.Canada,data.35 to 44 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",4.1
2019,data.Canada,data.35 to 44 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.9
2015,data.Canada,data.35 to 44 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",28.8
2016,data.Canada,data.35 to 44 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",32.4
2017,data.Canada,data.35 to 44 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",44.7
2018,data.Canada,data.35 to 44 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",35.7
2019,data.Canada,data.35 to 44 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",33.5
2015,data.Canada,data.35 to 44 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",20.9
2016,data.Canada,data.35 to 44 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",20.8
2017,data.Canada,data.35 to 44 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",20.4
2018,data.Canada,data.35 to 44 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",18.4
2019,data.Canada,data.35 to 44 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",19.9
2015,data.Canada,data.35 to 44 years,data.Females,data.Malignant neoplasms [C00-C97],27.4
2016,data.Canada,data.35 to 44 years,data.Females,data.Malignant neoplasms [C00-C97],28.3
2017,data.Canada,data.35 to 44 years,data.Females,data.Malignant neoplasms [C00-C97],26.6
2018,data.Canada,data.35 to 44 years,data.Females,data.Malignant neoplasms [C00-C97],24.3
2019,data.Canada,data.35 to 44 years,data.Females,data.Malignant neoplasms [C00-C97],25.0
2015,data.Canada,data.35 to 44 years,data.Females,data.Diabetes mellitus [E10-E14],1.3
2016,data.Canada,data.35 to 44 years,data.Females,data.Diabetes mellitus [E10-E14],1.5
2017,data.Canada,data.35 to 44 years,data.Females,data.Diabetes mellitus [E10-E14],1.4
2018,data.Canada,data.35 to 44 years,data.Females,data.Diabetes mellitus [E10-E14],1.7
2019,data.Canada,data.35 to 44 years,data.Females,data.Diabetes mellitus [E10-E14],1.7
2015,data.Canada,data.35 to 44 years,data.Females,data.Alzheimer's disease [G30],0.0
2016,data.Canada,data.35 to 44 years,data.Females,data.Alzheimer's disease [G30],0.0
2017,data.Canada,data.35 to 44 years,data.Females,data.Alzheimer's disease [G30],0.0
2018,data.Canada,data.35 to 44 years,data.Females,data.Alzheimer's disease [G30],0.0
2019,data.Canada,data.35 to 44 years,data.Females,data.Alzheimer's disease [G30],0.0
2015,data.Canada,data.35 to 44 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",5.3
2016,data.Canada,data.35 to 44 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",5.5
2017,data.Canada,data.35 to 44 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",5.0
2018,data.Canada,data.35 to 44 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",5.0
2019,data.Canada,data.35 to 44 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",4.6
2015,data.Canada,data.35 to 44 years,data.Females,data.Cerebrovascular diseases [I60-I69],1.9
2016,data.Canada,data.35 to 44 years,data.Females,data.Cerebrovascular diseases [I60-I69],2.5
2017,data.Canada,data.35 to 44 years,data.Females,data.Cerebrovascular diseases [I60-I69],1.6
2018,data.Canada,data.35 to 44 years,data.Females,data.Cerebrovascular diseases [I60-I69],1.7
2019,data.Canada,data.35 to 44 years,data.Females,data.Cerebrovascular diseases [I60-I69],1.8
2015,data.Canada,data.35 to 44 years,data.Females,data.Influenza and pneumonia [J09-J18],1.0
2016,data.Canada,data.35 to 44 years,data.Females,data.Influenza and pneumonia [J09-J18],1.5
2017,data.Canada,data.35 to 44 years,data.Females,data.Influenza and pneumonia [J09-J18],0.8
2018,data.Canada,data.35 to 44 years,data.Females,data.Influenza and pneumonia [J09-J18],1.1
2019,data.Canada,data.35 to 44 years,data.Females,data.Influenza and pneumonia [J09-J18],1.0
2015,data.Canada,data.35 to 44 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.8
2016,data.Canada,data.35 to 44 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.6
2017,data.Canada,data.35 to 44 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.2
2018,data.Canada,data.35 to 44 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.3
2019,data.Canada,data.35 to 44 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.5
2015,data.Canada,data.35 to 44 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",2.7
2016,data.Canada,data.35 to 44 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",2.7
2017,data.Canada,data.35 to 44 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.0
2018,data.Canada,data.35 to 44 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",3.6
2019,data.Canada,data.35 to 44 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",2.4
2015,data.Canada,data.35 to 44 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",8.9
2016,data.Canada,data.35 to 44 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",10.6
2017,data.Canada,data.35 to 44 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",12.6
2018,data.Canada,data.35 to 44 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",11.3
2019,data.Canada,data.35 to 44 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",11.1
2015,data.Canada,data.35 to 44 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.5
2016,data.Canada,data.35 to 44 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.2
2017,data.Canada,data.35 to 44 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",5.9
2018,data.Canada,data.35 to 44 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",5.6
2019,data.Canada,data.35 to 44 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",5.7
2015,data.Canada,data.45 to 54 years,data.Both sexes,data.Malignant neoplasms [C00-C97],86.9
2016,data.Canada,data.45 to 54 years,data.Both sexes,data.Malignant neoplasms [C00-C97],85.3
2017,data.Canada,data.45 to 54 years,data.Both sexes,data.Malignant neoplasms [C00-C97],84.7
2018,data.Canada,data.45 to 54 years,data.Both sexes,data.Malignant neoplasms [C00-C97],76.0
2019,data.Canada,data.45 to 54 years,data.Both sexes,data.Malignant neoplasms [C00-C97],75.4
2015,data.Canada,data.45 to 54 years,data.Both sexes,data.Diabetes mellitus [E10-E14],6.3
2016,data.Canada,data.45 to 54 years,data.Both sexes,data.Diabetes mellitus [E10-E14],6.2
2017,data.Canada,data.45 to 54 years,data.Both sexes,data.Diabetes mellitus [E10-E14],6.2
2018,data.Canada,data.45 to 54 years,data.Both sexes,data.Diabetes mellitus [E10-E14],6.5
2019,data.Canada,data.45 to 54 years,data.Both sexes,data.Diabetes mellitus [E10-E14],6.1
2015,data.Canada,data.45 to 54 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2016,data.Canada,data.45 to 54 years,data.Both sexes,data.Alzheimer's disease [G30],0.2
2017,data.Canada,data.45 to 54 years,data.Both sexes,data.Alzheimer's disease [G30],0.1
2018,data.Canada,data.45 to 54 years,data.Both sexes,data.Alzheimer's disease [G30],0.1
2019,data.Canada,data.45 to 54 years,data.Both sexes,data.Alzheimer's disease [G30],0.1
2015,data.Canada,data.45 to 54 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",35.9
2016,data.Canada,data.45 to 54 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",36.5
2017,data.Canada,data.45 to 54 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",34.3
2018,data.Canada,data.45 to 54 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",31.5
2019,data.Canada,data.45 to 54 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",31.7
2015,data.Canada,data.45 to 54 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],6.4
2016,data.Canada,data.45 to 54 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],5.9
2017,data.Canada,data.45 to 54 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],6.4
2018,data.Canada,data.45 to 54 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],5.8
2019,data.Canada,data.45 to 54 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],6.5
2015,data.Canada,data.45 to 54 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],2.9
2016,data.Canada,data.45 to 54 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],3.5
2017,data.Canada,data.45 to 54 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],2.8
2018,data.Canada,data.45 to 54 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],3.6
2019,data.Canada,data.45 to 54 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],3.2
2015,data.Canada,data.45 to 54 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],3.9
2016,data.Canada,data.45 to 54 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],3.1
2017,data.Canada,data.45 to 54 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],3.8
2018,data.Canada,data.45 to 54 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],3.2
2019,data.Canada,data.45 to 54 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],3.0
2015,data.Canada,data.45 to 54 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",10.1
2016,data.Canada,data.45 to 54 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",10.8
2017,data.Canada,data.45 to 54 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",9.3
2018,data.Canada,data.45 to 54 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",9.5
2019,data.Canada,data.45 to 54 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",9.7
2015,data.Canada,data.45 to 54 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",24.1
2016,data.Canada,data.45 to 54 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",26.0
2017,data.Canada,data.45 to 54 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",30.8
2018,data.Canada,data.45 to 54 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",25.8
2019,data.Canada,data.45 to 54 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",23.2
2015,data.Canada,data.45 to 54 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",18.9
2016,data.Canada,data.45 to 54 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",16.4
2017,data.Canada,data.45 to 54 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",16.6
2018,data.Canada,data.45 to 54 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",15.3
2019,data.Canada,data.45 to 54 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",15.1
2015,data.Canada,data.45 to 54 years,data.Males,data.Malignant neoplasms [C00-C97],80.2
2016,data.Canada,data.45 to 54 years,data.Males,data.Malignant neoplasms [C00-C97],76.9
2017,data.Canada,data.45 to 54 years,data.Males,data.Malignant neoplasms [C00-C97],80.3
2018,data.Canada,data.45 to 54 years,data.Males,data.Malignant neoplasms [C00-C97],71.9
2019,data.Canada,data.45 to 54 years,data.Males,data.Malignant neoplasms [C00-C97],71.8
2015,data.Canada,data.45 to 54 years,data.Males,data.Diabetes mellitus [E10-E14],8.4
2016,data.Canada,data.45 to 54 years,data.Males,data.Diabetes mellitus [E10-E14],8.4
2017,data.Canada,data.45 to 54 years,data.Males,data.Diabetes mellitus [E10-E14],8.1
2018,data.Canada,data.45 to 54 years,data.Males,data.Diabetes mellitus [E10-E14],8.9
2019,data.Canada,data.45 to 54 years,data.Males,data.Diabetes mellitus [E10-E14],8.1
2015,data.Canada,data.45 to 54 years,data.Males,data.Alzheimer's disease [G30],0.1
2016,data.Canada,data.45 to 54 years,data.Males,data.Alzheimer's disease [G30],0.1
2017,data.Canada,data.45 to 54 years,data.Males,data.Alzheimer's disease [G30],0.1
2018,data.Canada,data.45 to 54 years,data.Males,data.Alzheimer's disease [G30],0.0
2019,data.Canada,data.45 to 54 years,data.Males,data.Alzheimer's disease [G30],0.1
