Year,Geography,Gender,Age group,Selected demographic characteristics,GeoCode,Value
2016,British Columbia,Females,25 to 64 years,Total visible minority population,59,89.2
2016,British Columbia,Females,25 to 64 years,Not a visible minority,59,90.3
2016,British Columbia,Females,25 to 64 years,Indigenous identity,59,75.2
2016,British Columbia,Females,25 to 64 years,First Nations (North American Indian),59,70.8
2016,British Columbia,Females,25 to 64 years,Métis,59,82.7
2016,British Columbia,Females,25 to 64 years,Inuk (Inuit),59,69.3
2016,British Columbia,Females,25 to 64 years,Non-Indigenous identity,59,90.9
2016,British Columbia,Females,65 to 74 years,Total,59,79.0
2016,British Columbia,Females,65 to 74 years,Non immigrants,59,81.1
2016,British Columbia,Females,65 to 74 years,Immigrants,59,75.9
2016,British Columbia,Females,65 to 74 years,Non-permanent residents,59,67.2
2016,British Columbia,Females,65 to 74 years,Total visible minority population,59,66.8
2016,British Columbia,Females,65 to 74 years,Not a visible minority,59,82.1
2016,British Columbia,Females,65 to 74 years,Indigenous identity,59,59.4
2016,British Columbia,Females,65 to 74 years,First Nations (North American Indian),59,54.6
2016,British Columbia,Females,65 to 74 years,Métis,59,65.5
2016,British Columbia,Females,65 to 74 years,Inuk (Inuit),59,60.0
2016,British Columbia,Females,65 to 74 years,Non-Indigenous identity,59,79.6
2016,British Columbia,Females,75 years and over,Total,59,61.8
2016,British Columbia,Females,75 years and over,Non immigrants,59,65.0
2016,British Columbia,Females,75 years and over,Immigrants,59,57.8
2016,British Columbia,Females,75 years and over,Non-permanent residents,59,57.1
2016,British Columbia,Females,75 years and over,Total visible minority population,59,45.8
2016,British Columbia,Females,75 years and over,Not a visible minority,59,65.9
2016,British Columbia,Females,75 years and over,Indigenous identity,59,37.4
2016,British Columbia,Females,75 years and over,First Nations (North American Indian),59,33.1
2016,British Columbia,Females,75 years and over,Métis,59,43.4
2016,British Columbia,Females,75 years and over,Inuk (Inuit),59,150.0
2016,British Columbia,Females,75 years and over,Non-Indigenous identity,59,62.3
2016,Yukon,Total,Total,Total,60,79.2
2016,Yukon,Total,Total,Non immigrants,60,77.1
2016,Yukon,Total,Total,Immigrants,60,89.7
2016,Yukon,Total,Total,Non-permanent residents,60,94.0
2016,Yukon,Total,Total,Total visible minority population,60,86.0
2016,Yukon,Total,Total,Not a visible minority,60,78.6
2016,Yukon,Total,Total,Indigenous identity,60,60.1
2016,Yukon,Total,Total,First Nations (North American Indian),60,58.2
2016,Yukon,Total,Total,Métis,60,73.8
2016,Yukon,Total,Total,Inuk (Inuit),60,55.9
2016,Yukon,Total,Total,Non-Indigenous identity,60,84.5
2016,Yukon,Total,15 to 24 years,Total,60,57.7
2016,Yukon,Total,15 to 24 years,Non immigrants,60,57.0
2016,Yukon,Total,15 to 24 years,Immigrants,60,58.7
2016,Yukon,Total,15 to 24 years,Non-permanent residents,60,81.3
2016,Yukon,Total,15 to 24 years,Total visible minority population,60,58.2
2016,Yukon,Total,15 to 24 years,Not a visible minority,60,57.5
2016,Yukon,Total,15 to 24 years,Indigenous identity,60,44.8
2016,Yukon,Total,15 to 24 years,First Nations (North American Indian),60,45.8
2016,Yukon,Total,15 to 24 years,Métis,60,51.7
2016,Yukon,Total,15 to 24 years,Inuk (Inuit),60,21.4
2016,Yukon,Total,15 to 24 years,Non-Indigenous identity,60,64.0
2016,Yukon,Total,25 to 64 years,Total,60,84.8
2016,Yukon,Total,25 to 64 years,Non immigrants,60,83.1
2016,Yukon,Total,25 to 64 years,Immigrants,60,94.2
2016,Yukon,Total,25 to 64 years,Non-permanent residents,60,95.5
2016,Yukon,Total,25 to 64 years,Total visible minority population,60,93.5
2016,Yukon,Total,25 to 64 years,Not a visible minority,60,84.1
2016,Yukon,Total,25 to 64 years,Indigenous identity,60,66.6
2016,Yukon,Total,25 to 64 years,First Nations (North American Indian),60,64.3
2016,Yukon,Total,25 to 64 years,Métis,60,79.7
2016,Yukon,Total,25 to 64 years,Inuk (Inuit),60,75.0
2016,Yukon,Total,25 to 64 years,Non-Indigenous identity,60,89.7
2016,Yukon,Total,65 to 74 years,Total,60,75.3
2016,Yukon,Total,65 to 74 years,Non immigrants,60,71.9
2016,Yukon,Total,65 to 74 years,Immigrants,60,87.5
2016,Yukon,Total,65 to 74 years,Non-permanent residents,60,0.0
2016,Yukon,Total,65 to 74 years,Total visible minority population,60,90.0
2016,Yukon,Total,65 to 74 years,Not a visible minority,60,74.9
2016,Yukon,Total,65 to 74 years,Indigenous identity,60,57.0
2016,Yukon,Total,65 to 74 years,First Nations (North American Indian),60,56.3
2016,Yukon,Total,65 to 74 years,Métis,60,60.0
2016,Yukon,Total,65 to 74 years,Inuk (Inuit),60,0.0
2016,Yukon,Total,65 to 74 years,Non-Indigenous identity,60,78.7
2016,Yukon,Total,75 years and over,Total,60,56.0
2016,Yukon,Total,75 years and over,Non immigrants,60,48.3
2016,Yukon,Total,75 years and over,Immigrants,60,82.7
2016,Yukon,Total,75 years and over,Non-permanent residents,60,100.0
2016,Yukon,Total,75 years and over,Total visible minority population,60,62.5
2016,Yukon,Total,75 years and over,Not a visible minority,60,56.0
2016,Yukon,Total,75 years and over,Indigenous identity,60,20.9
2016,Yukon,Total,75 years and over,First Nations (North American Indian),60,19.5
2016,Yukon,Total,75 years and over,Métis,60,100.0
2016,Yukon,Total,75 years and over,Inuk (Inuit),60,0.0
2016,Yukon,Total,75 years and over,Non-Indigenous identity,60,64.0
2016,Yukon,Males,Total,Total,60,75.8
2016,Yukon,Males,Total,Non immigrants,60,73.1
2016,Yukon,Males,Total,Immigrants,60,90.2
2016,Yukon,Males,Total,Non-permanent residents,60,95.9
2016,Yukon,Males,Total,Total visible minority population,60,86.7
2016,Yukon,Males,Total,Not a visible minority,60,75.0
2016,Yukon,Males,Total,Indigenous identity,60,55.6
2016,Yukon,Males,Total,First Nations (North American Indian),60,53.3
2016,Yukon,Males,Total,Métis,60,73.0
2016,Yukon,Males,Total,Inuk (Inuit),60,77.8
2016,Yukon,Males,Total,Non-Indigenous identity,60,81.0
2016,Yukon,Males,15 to 24 years,Total,60,60.5
2016,Yukon,Males,15 to 24 years,Non immigrants,60,58.8
2016,Yukon,Males,15 to 24 years,Immigrants,60,66.7
2016,Yukon,Males,15 to 24 years,Non-permanent residents,60,92.3
2016,Yukon,Males,15 to 24 years,Total visible minority population,60,65.9
2016,Yukon,Males,15 to 24 years,Not a visible minority,60,59.9
2016,Yukon,Males,15 to 24 years,Indigenous identity,60,49.2
2016,Yukon,Males,15 to 24 years,First Nations (North American Indian),60,50.0
2016,Yukon,Males,15 to 24 years,Métis,60,61.5
2016,Yukon,Males,15 to 24 years,Inuk (Inuit),60,50.0
2016,Yukon,Males,15 to 24 years,Non-Indigenous identity,60,65.7
2016,Yukon,Males,25 to 64 years,Total,60,80.5
2016,Yukon,Males,25 to 64 years,Non immigrants,60,78.1
2016,Yukon,Males,25 to 64 years,Immigrants,60,93.9
2016,Yukon,Males,25 to 64 years,Non-permanent residents,60,97.1
2016,Yukon,Males,25 to 64 years,Total visible minority population,60,92.6
2016,Yukon,Males,25 to 64 years,Not a visible minority,60,79.6
2016,Yukon,Males,25 to 64 years,Indigenous identity,60,60.0
2016,Yukon,Males,25 to 64 years,First Nations (North American Indian),60,57.8
2016,Yukon,Males,25 to 64 years,Métis,60,80.0
2016,Yukon,Males,25 to 64 years,Inuk (Inuit),60,83.3
2016,Yukon,Males,25 to 64 years,Non-Indigenous identity,60,85.6
2016,Yukon,Males,65 to 74 years,Total,60,72.1
2016,Yukon,Males,65 to 74 years,Non immigrants,60,69.3
2016,Yukon,Males,65 to 74 years,Immigrants,60,85.2
2016,Yukon,Males,65 to 74 years,Non-permanent residents,60,0.0
2016,Yukon,Males,65 to 74 years,Total visible minority population,60,100.0
2016,Yukon,Males,65 to 74 years,Not a visible minority,60,71.8
2016,Yukon,Males,65 to 74 years,Indigenous identity,60,43.6
2016,Yukon,Males,65 to 74 years,First Nations (North American Indian),60,42.4
2016,Yukon,Males,65 to 74 years,Métis,60,40.0
2016,Yukon,Males,65 to 74 years,Inuk (Inuit),60,0.0
2016,Yukon,Males,65 to 74 years,Non-Indigenous identity,60,76.3
2016,Yukon,Males,75 years and over,Total,60,54.0
2016,Yukon,Males,75 years and over,Non immigrants,60,44.9
2016,Yukon,Males,75 years and over,Immigrants,60,83.3
2016,Yukon,Males,75 years and over,Non-permanent residents,60,0.0
2016,Yukon,Males,75 years and over,Total visible minority population,60,100.0
2016,Yukon,Males,75 years and over,Not a visible minority,60,52.7
2016,Yukon,Males,75 years and over,Indigenous identity,60,13.3
2016,Yukon,Males,75 years and over,First Nations (North American Indian),60,13.3
2016,Yukon,Males,75 years and over,Métis,60,0.0
2016,Yukon,Males,75 years and over,Inuk (Inuit),60,0.0
2016,Yukon,Males,75 years and over,Non-Indigenous identity,60,59.6
2016,Yukon,Females,Total,Total,60,82.5
2016,Yukon,Females,Total,Non immigrants,60,81.1
2016,Yukon,Females,Total,Immigrants,60,89.5
2016,Yukon,Females,Total,Non-permanent residents,60,91.4
2016,Yukon,Females,Total,Total visible minority population,60,85.8
2016,Yukon,Females,Total,Not a visible minority,60,82.2
2016,Yukon,Females,Total,Indigenous identity,60,64.1
2016,Yukon,Females,Total,First Nations (North American Indian),60,62.7
2016,Yukon,Females,Total,Métis,60,74.2
2016,Yukon,Females,Total,Inuk (Inuit),60,48.0
2016,Yukon,Females,Total,Non-Indigenous identity,60,88.0
2016,Yukon,Females,15 to 24 years,Total,60,54.9
2016,Yukon,Females,15 to 24 years,Non immigrants,60,54.8
2016,Yukon,Females,15 to 24 years,Immigrants,60,53.8
2016,Yukon,Females,15 to 24 years,Non-permanent residents,60,0.0
2016,Yukon,Females,15 to 24 years,Total visible minority population,60,52.2
2016,Yukon,Females,15 to 24 years,Not a visible minority,60,55.2
2016,Yukon,Females,15 to 24 years,Indigenous identity,60,40.7
2016,Yukon,Females,15 to 24 years,First Nations (North American Indian),60,41.7
2016,Yukon,Females,15 to 24 years,Métis,60,47.1
2016,Yukon,Females,15 to 24 years,Inuk (Inuit),60,20.0
2016,Yukon,Females,15 to 24 years,Non-Indigenous identity,60,61.9
2016,Yukon,Females,25 to 64 years,Total,60,88.8
2016,Yukon,Females,25 to 64 years,Non immigrants,60,87.8
2016,Yukon,Females,25 to 64 years,Immigrants,60,94.4
2016,Yukon,Females,25 to 64 years,Non-permanent residents,60,93.5
2016,Yukon,Females,25 to 64 years,Total visible minority population,60,94.2
2016,Yukon,Females,25 to 64 years,Not a visible minority,60,88.4
2016,Yukon,Females,25 to 64 years,Indigenous identity,60,72.1
2016,Yukon,Females,25 to 64 years,First Nations (North American Indian),60,70.4
2016,Yukon,Females,25 to 64 years,Métis,60,81.9
2016,Yukon,Females,25 to 64 years,Inuk (Inuit),60,71.4
2016,Yukon,Females,25 to 64 years,Non-Indigenous identity,60,93.6
2016,Yukon,Females,65 to 74 years,Total,60,79.3
2016,Yukon,Females,65 to 74 years,Non immigrants,60,76.5
2016,Yukon,Females,65 to 74 years,Immigrants,60,89.8
2016,Yukon,Females,65 to 74 years,Non-permanent residents,60,0.0
2016,Yukon,Females,65 to 74 years,Total visible minority population,60,78.6
2016,Yukon,Females,65 to 74 years,Not a visible minority,60,78.6
2016,Yukon,Females,65 to 74 years,Indigenous identity,60,66.0
2016,Yukon,Females,65 to 74 years,First Nations (North American Indian),60,66.7
2016,Yukon,Females,65 to 74 years,Métis,60,57.1
2016,Yukon,Females,65 to 74 years,Inuk (Inuit),60,0.0
2016,Yukon,Females,65 to 74 years,Non-Indigenous identity,60,81.8
2016,Yukon,Females,75 years and over,Total,60,58.5
2016,Yukon,Females,75 years and over,Non immigrants,60,51.7
2016,Yukon,Females,75 years and over,Immigrants,60,78.6
2016,Yukon,Females,75 years and over,Non-permanent residents,60,0.0
2016,Yukon,Females,75 years and over,Total visible minority population,60,50.0
2016,Yukon,Females,75 years and over,Not a visible minority,60,59.8
2016,Yukon,Females,75 years and over,Indigenous identity,60,25.0
2016,Yukon,Females,75 years and over,First Nations (North American Indian),60,23.1
2016,Yukon,Females,75 years and over,Métis,60,100.0
2016,Yukon,Females,75 years and over,Inuk (Inuit),60,0.0
2016,Yukon,Females,75 years and over,Non-Indigenous identity,60,69.2
2016,Northwest Territories,Total,Total,Total,61,67.0
2016,Northwest Territories,Total,Total,Non immigrants,61,64.1
2016,Northwest Territories,Total,Total,Immigrants,61,88.2
2016,Northwest Territories,Total,Total,Non-permanent residents,61,96.5
2016,Northwest Territories,Total,Total,Total visible minority population,61,86.7
2016,Northwest Territories,Total,Total,Not a visible minority,61,64.9
2016,Northwest Territories,Total,Total,Indigenous identity,61,45.9
2016,Northwest Territories,Total,Total,First Nations (North American Indian),61,41.9
2016,Northwest Territories,Total,Total,Métis,61,63.7
2016,Northwest Territories,Total,Total,Inuk (Inuit),61,42.8
2016,Northwest Territories,Total,Total,Non-Indigenous identity,61,86.6
2016,Northwest Territories,Total,15 to 24 years,Total,61,49.9
2016,Northwest Territories,Total,15 to 24 years,Non immigrants,61,48.9
2016,Northwest Territories,Total,15 to 24 years,Immigrants,61,64.5
2016,Northwest Territories,Total,15 to 24 years,Non-permanent residents,61,100.0
2016,Northwest Territories,Total,15 to 24 years,Total visible minority population,61,64.1
2016,Northwest Territories,Total,15 to 24 years,Not a visible minority,61,48.8
2016,Northwest Territories,Total,15 to 24 years,Indigenous identity,61,40.0
2016,Northwest Territories,Total,15 to 24 years,First Nations (North American Indian),61,39.4
2016,Northwest Territories,Total,15 to 24 years,Métis,61,47.6
2016,Northwest Territories,Total,15 to 24 years,Inuk (Inuit),61,36.5
2016,Northwest Territories,Total,15 to 24 years,Non-Indigenous identity,61,66.5
2016,Northwest Territories,Total,25 to 64 years,Total,61,73.1
2016,Northwest Territories,Total,25 to 64 years,Non immigrants,61,70.3
2016,Northwest Territories,Total,25 to 64 years,Immigrants,61,92.3
2016,Northwest Territories,Total,25 to 64 years,Non-permanent residents,61,97.9
2016,Northwest Territories,Total,25 to 64 years,Total visible minority population,61,92.2
2016,Northwest Territories,Total,25 to 64 years,Not a visible minority,61,71.0
2016,Northwest Territories,Total,25 to 64 years,Indigenous identity,61,50.6
2016,Northwest Territories,Total,25 to 64 years,First Nations (North American Indian),61,46.1
2016,Northwest Territories,Total,25 to 64 years,Métis,61,69.6
2016,Northwest Territories,Total,25 to 64 years,Inuk (Inuit),61,46.6
2016,Northwest Territories,Total,25 to 64 years,Non-Indigenous identity,61,90.7
2016,Northwest Territories,Total,65 to 74 years,Total,61,59.5
2016,Northwest Territories,Total,65 to 74 years,Non immigrants,61,54.6
2016,Northwest Territories,Total,65 to 74 years,Immigrants,61,81.9
2016,Northwest Territories,Total,65 to 74 years,Non-permanent residents,61,100.0
2016,Northwest Territories,Total,65 to 74 years,Total visible minority population,61,84.4
2016,Northwest Territories,Total,65 to 74 years,Not a visible minority,61,57.6
2016,Northwest Territories,Total,65 to 74 years,Indigenous identity,61,37.9
2016,Northwest Territories,Total,65 to 74 years,First Nations (North American Indian),61,31.7
2016,Northwest Territories,Total,65 to 74 years,Métis,61,58.1
2016,Northwest Territories,Total,65 to 74 years,Inuk (Inuit),61,35.3
2016,Northwest Territories,Total,65 to 74 years,Non-Indigenous identity,61,81.0
2016,Northwest Territories,Total,75 years and over,Total,61,31.0
2016,Northwest Territories,Total,75 years and over,Non immigrants,61,24.5
2016,Northwest Territories,Total,75 years and over,Immigrants,61,78.3
2016,Northwest Territories,Total,75 years and over,Non-permanent residents,61,0.0
2016,Northwest Territories,Total,75 years and over,Total visible minority population,61,77.8
2016,Northwest Territories,Total,75 years and over,Not a visible minority,61,29.1
2016,Northwest Territories,Total,75 years and over,Indigenous identity,61,13.2
2016,Northwest Territories,Total,75 years and over,First Nations (North American Indian),61,9.4
2016,Northwest Territories,Total,75 years and over,Métis,61,28.6
2016,Northwest Territories,Total,75 years and over,Inuk (Inuit),61,14.3
2016,Northwest Territories,Total,75 years and over,Non-Indigenous identity,61,66.7
2016,Northwest Territories,Males,Total,Total,61,64.2
2016,Northwest Territories,Males,Total,Non immigrants,61,60.8
2016,Northwest Territories,Males,Total,Immigrants,61,89.6
2016,Northwest Territories,Males,Total,Non-permanent residents,61,93.1
2016,Northwest Territories,Males,Total,Total visible minority population,61,87.3
2016,Northwest Territories,Males,Total,Not a visible minority,61,62.0
2016,Northwest Territories,Males,Total,Indigenous identity,61,41.1
2016,Northwest Territories,Males,Total,First Nations (North American Indian),61,37.3
2016,Northwest Territories,Males,Total,Métis,61,59.1
2016,Northwest Territories,Males,Total,Inuk (Inuit),61,38.0
2016,Northwest Territories,Males,Total,Non-Indigenous identity,61,84.5
2016,Northwest Territories,Males,15 to 24 years,Total,61,49.0
2016,Northwest Territories,Males,15 to 24 years,Non immigrants,61,47.8
2016,Northwest Territories,Males,15 to 24 years,Immigrants,61,67.7
2016,Northwest Territories,Males,15 to 24 years,Non-permanent residents,61,75.0
2016,Northwest Territories,Males,15 to 24 years,Total visible minority population,61,63.0
2016,Northwest Territories,Males,15 to 24 years,Not a visible minority,61,47.9
2016,Northwest Territories,Males,15 to 24 years,Indigenous identity,61,37.5
2016,Northwest Territories,Males,15 to 24 years,First Nations (North American Indian),61,37.0
2016,Northwest Territories,Males,15 to 24 years,Métis,61,46.9
2016,Northwest Territories,Males,15 to 24 years,Inuk (Inuit),61,33.3
2016,Northwest Territories,Males,15 to 24 years,Non-Indigenous identity,61,67.8
2016,Northwest Territories,Males,25 to 64 years,Total,61,69.9
2016,Northwest Territories,Males,25 to 64 years,Non immigrants,61,66.5
2016,Northwest Territories,Males,25 to 64 years,Immigrants,61,94.1
2016,Northwest Territories,Males,25 to 64 years,Non-permanent residents,61,95.7
2016,Northwest Territories,Males,25 to 64 years,Total visible minority population,61,92.4
2016,Northwest Territories,Males,25 to 64 years,Not a visible minority,61,67.6
2016,Northwest Territories,Males,25 to 64 years,Indigenous identity,61,45.0
2016,Northwest Territories,Males,25 to 64 years,First Nations (North American Indian),61,40.2
2016,Northwest Territories,Males,25 to 64 years,Métis,61,64.2
2016,Northwest Territories,Males,25 to 64 years,Inuk (Inuit),61,41.7
2016,Northwest Territories,Males,25 to 64 years,Non-Indigenous identity,61,88.4
2016,Northwest Territories,Males,65 to 74 years,Total,61,56.1
2016,Northwest Territories,Males,65 to 74 years,Non immigrants,61,51.3
2016,Northwest Territories,Males,65 to 74 years,Immigrants,61,78.0
2016,Northwest Territories,Males,65 to 74 years,Non-permanent residents,61,100.0
2016,Northwest Territories,Males,65 to 74 years,Total visible minority population,61,82.4
2016,Northwest Territories,Males,65 to 74 years,Not a visible minority,61,54.3
2016,Northwest Territories,Males,65 to 74 years,Indigenous identity,61,32.1
2016,Northwest Territories,Males,65 to 74 years,First Nations (North American Indian),61,28.9
2016,Northwest Territories,Males,65 to 74 years,Métis,61,47.6
2016,Northwest Territories,Males,65 to 74 years,Inuk (Inuit),61,20.0
2016,Northwest Territories,Males,65 to 74 years,Non-Indigenous identity,61,77.2
2016,Northwest Territories,Males,75 years and over,Total,61,33.3
2016,Northwest Territories,Males,75 years and over,Non immigrants,61,23.0
2016,Northwest Territories,Males,75 years and over,Immigrants,61,84.6
2016,Northwest Territories,Males,75 years and over,Non-permanent residents,61,0.0
2016,Northwest Territories,Males,75 years and over,Total visible minority population,61,125.0
2016,Northwest Territories,Males,75 years and over,Not a visible minority,61,30.1
2016,Northwest Territories,Males,75 years and over,Indigenous identity,61,11.1
2016,Northwest Territories,Males,75 years and over,First Nations (North American Indian),61,9.8
2016,Northwest Territories,Males,75 years and over,Métis,61,28.6
2016,Northwest Territories,Males,75 years and over,Inuk (Inuit),61,0.0
2016,Northwest Territories,Males,75 years and over,Non-Indigenous identity,61,67.6
2016,Northwest Territories,Females,Total,Total,61,70.0
2016,Northwest Territories,Females,Total,Non immigrants,61,67.6
2016,Northwest Territories,Females,Total,Immigrants,61,87.2
2016,Northwest Territories,Females,Total,Non-permanent residents,61,93.1
2016,Northwest Territories,Females,Total,Total visible minority population,61,86.5
2016,Northwest Territories,Females,Total,Not a visible minority,61,68.1
2016,Northwest Territories,Females,Total,Indigenous identity,61,50.6
2016,Northwest Territories,Females,Total,First Nations (North American Indian),61,46.6
2016,Northwest Territories,Females,Total,Métis,61,68.3
2016,Northwest Territories,Females,Total,Inuk (Inuit),61,47.5
2016,Northwest Territories,Females,Total,Non-Indigenous identity,61,88.9
2016,Northwest Territories,Females,15 to 24 years,Total,61,50.7
2016,Northwest Territories,Females,15 to 24 years,Non immigrants,61,50.2
2016,Northwest Territories,Females,15 to 24 years,Immigrants,61,61.3
2016,Northwest Territories,Females,15 to 24 years,Non-permanent residents,61,0.0
2016,Northwest Territories,Females,15 to 24 years,Total visible minority population,61,63.0
2016,Northwest Territories,Females,15 to 24 years,Not a visible minority,61,49.8
2016,Northwest Territories,Females,15 to 24 years,Indigenous identity,61,42.6
2016,Northwest Territories,Females,15 to 24 years,First Nations (North American Indian),61,42.0
2016,Northwest Territories,Females,15 to 24 years,Métis,61,50.9
2016,Northwest Territories,Females,15 to 24 years,Inuk (Inuit),61,38.2
2016,Northwest Territories,Females,15 to 24 years,Non-Indigenous identity,61,65.5
2016,Northwest Territories,Females,25 to 64 years,Total,61,76.4
2016,Northwest Territories,Females,25 to 64 years,Non immigrants,61,74.2
2016,Northwest Territories,Females,25 to 64 years,Immigrants,61,90.8
2016,Northwest Territories,Females,25 to 64 years,Non-permanent residents,61,96.3
2016,Northwest Territories,Females,25 to 64 years,Total visible minority population,61,91.7
2016,Northwest Territories,Females,25 to 64 years,Not a visible minority,61,74.6
2016,Northwest Territories,Females,25 to 64 years,Indigenous identity,61,56.0
2016,Northwest Territories,Females,25 to 64 years,First Nations (North American Indian),61,51.8
2016,Northwest Territories,Females,25 to 64 years,Métis,61,75.1
2016,Northwest Territories,Females,25 to 64 years,Inuk (Inuit),61,51.4
2016,Northwest Territories,Females,25 to 64 years,Non-Indigenous identity,61,93.2
2016,Northwest Territories,Females,65 to 74 years,Total,61,64.0
2016,Northwest Territories,Females,65 to 74 years,Non immigrants,61,59.0
2016,Northwest Territories,Females,65 to 74 years,Immigrants,61,87.1
2016,Northwest Territories,Females,65 to 74 years,Non-permanent residents,61,0.0
2016,Northwest Territories,Females,65 to 74 years,Total visible minority population,61,80.0
2016,Northwest Territories,Females,65 to 74 years,Not a visible minority,61,61.9
2016,Northwest Territories,Females,65 to 74 years,Indigenous identity,61,43.9
2016,Northwest Territories,Females,65 to 74 years,First Nations (North American Indian),61,34.9
2016,Northwest Territories,Females,65 to 74 years,Métis,61,63.6
2016,Northwest Territories,Females,65 to 74 years,Inuk (Inuit),61,50.0
2016,Northwest Territories,Females,65 to 74 years,Non-Indigenous identity,61,86.7
2016,Northwest Territories,Females,75 years and over,Total,61,29.9
2016,Northwest Territories,Females,75 years and over,Non immigrants,61,24.4
2016,Northwest Territories,Females,75 years and over,Immigrants,61,50.0
2016,Northwest Territories,Females,75 years and over,Non-permanent residents,61,0.0
2016,Northwest Territories,Females,75 years and over,Total visible minority population,61,50.0
2016,Northwest Territories,Females,75 years and over,Not a visible minority,61,28.0
2016,Northwest Territories,Females,75 years and over,Indigenous identity,61,11.7
2016,Northwest Territories,Females,75 years and over,First Nations (North American Indian),61,8.9
2016,Northwest Territories,Females,75 years and over,Métis,61,33.3
2016,Northwest Territories,Females,75 years and over,Inuk (Inuit),61,25.0
2016,Northwest Territories,Females,75 years and over,Non-Indigenous identity,61,63.0
2016,Nunavut,Total,Total,Total,62,40.6
2016,Nunavut,Total,Total,Non immigrants,62,38.5
2016,Nunavut,Total,Total,Immigrants,62,93.1
2016,Nunavut,Total,Total,Non-permanent residents,62,90.9
2016,Nunavut,Total,Total,Total visible minority population,62,90.0
2016,Nunavut,Total,Total,Not a visible minority,62,39.0
2016,Nunavut,Total,Total,Indigenous identity,62,29.0
2016,Nunavut,Total,Total,First Nations (North American Indian),62,80.6
2016,Nunavut,Total,Total,Métis,62,78.6
2016,Nunavut,Total,Total,Inuk (Inuit),62,28.2
2016,Nunavut,Total,Total,Non-Indigenous identity,62,92.1
2016,Nunavut,Total,15 to 24 years,Total,62,24.6
2016,Nunavut,Total,15 to 24 years,Non immigrants,62,24.3
2016,Nunavut,Total,15 to 24 years,Immigrants,62,45.5
2016,Nunavut,Total,15 to 24 years,Non-permanent residents,62,100.0
2016,Nunavut,Total,15 to 24 years,Total visible minority population,62,44.4
2016,Nunavut,Total,15 to 24 years,Not a visible minority,62,24.2
2016,Nunavut,Total,15 to 24 years,Indigenous identity,62,22.3
2016,Nunavut,Total,15 to 24 years,First Nations (North American Indian),62,75.0
2016,Nunavut,Total,15 to 24 years,Métis,62,66.7
2016,Nunavut,Total,15 to 24 years,Inuk (Inuit),62,22.0
2016,Nunavut,Total,15 to 24 years,Non-Indigenous identity,62,66.2
2016,Nunavut,Total,25 to 64 years,Total,62,47.8
2016,Nunavut,Total,25 to 64 years,Non immigrants,62,45.4
2016,Nunavut,Total,25 to 64 years,Immigrants,62,96.6
2016,Nunavut,Total,25 to 64 years,Non-permanent residents,62,88.9
2016,Nunavut,Total,25 to 64 years,Total visible minority population,62,96.1
2016,Nunavut,Total,25 to 64 years,Not a visible minority,62,45.9
2016,Nunavut,Total,25 to 64 years,Indigenous identity,62,33.6
2016,Nunavut,Total,25 to 64 years,First Nations (North American Indian),62,84.6
2016,Nunavut,Total,25 to 64 years,Métis,62,83.3
2016,Nunavut,Total,25 to 64 years,Inuk (Inuit),62,32.5
2016,Nunavut,Total,25 to 64 years,Non-Indigenous identity,62,94.5
2016,Nunavut,Total,65 to 74 years,Total,62,29.7
2016,Nunavut,Total,65 to 74 years,Non immigrants,62,26.1
2016,Nunavut,Total,65 to 74 years,Immigrants,62,91.7
2016,Nunavut,Total,65 to 74 years,Non-permanent residents,62,0.0
2016,Nunavut,Total,65 to 74 years,Total visible minority population,62,80.0
2016,Nunavut,Total,65 to 74 years,Not a visible minority,62,28.3
2016,Nunavut,Total,65 to 74 years,Indigenous identity,62,16.3
2016,Nunavut,Total,65 to 74 years,First Nations (North American Indian),62,0.0
2016,Nunavut,Total,65 to 74 years,Métis,62,0.0
2016,Nunavut,Total,65 to 74 years,Inuk (Inuit),62,14.6
2016,Nunavut,Total,65 to 74 years,Non-Indigenous identity,62,91.7
2016,Nunavut,Total,75 years and over,Total,62,10.4
2016,Nunavut,Total,75 years and over,Non immigrants,62,7.7
2016,Nunavut,Total,75 years and over,Immigrants,62,100.0
2016,Nunavut,Total,75 years and over,Non-permanent residents,62,0.0
2016,Nunavut,Total,75 years and over,Total visible minority population,62,0.0
2016,Nunavut,Total,75 years and over,Not a visible minority,62,9.0
2016,Nunavut,Total,75 years and over,Indigenous identity,62,6.5
2016,Nunavut,Total,75 years and over,First Nations (North American Indian),62,0.0
2016,Nunavut,Total,75 years and over,Métis,62,0.0
2016,Nunavut,Total,75 years and over,Inuk (Inuit),62,4.8
2016,Nunavut,Total,75 years and over,Non-Indigenous identity,62,80.0
2016,Nunavut,Males,Total,Total,62,39.4
2016,Nunavut,Males,Total,Non immigrants,62,37.3
2016,Nunavut,Males,Total,Immigrants,62,91.5
2016,Nunavut,Males,Total,Non-permanent residents,62,100.0
2016,Nunavut,Males,Total,Total visible minority population,62,90.5
2016,Nunavut,Males,Total,Not a visible minority,62,37.9
2016,Nunavut,Males,Total,Indigenous identity,62,26.9
2016,Nunavut,Males,Total,First Nations (North American Indian),62,85.7
2016,Nunavut,Males,Total,Métis,62,73.3
2016,Nunavut,Males,Total,Inuk (Inuit),62,26.1
2016,Nunavut,Males,Total,Non-Indigenous identity,62,90.6
2016,Nunavut,Males,15 to 24 years,Total,62,22.4
2016,Nunavut,Males,15 to 24 years,Non immigrants,62,22.1
