Year,Geography,Geographic location,Selected census metropolitan areas,Tenure,Select housing-vulnerable populations,GeoCode,Value
2021,New Brunswick,Total,,Owner who is not a first-time homebuyer,,13,3.9
2021,New Brunswick,Total,,Renter,,13,12.3
2021,New Brunswick,Total,,Renter not in social and affordable housing,,13,11.1
2021,New Brunswick,Total,,Renter in social and affordable housing,,13,19.9
2021,New Brunswick,Large urban population centres,,"Total, tenure",,,7.4
2021,New Brunswick,Large urban population centres,,Owner,,,2.0
2021,New Brunswick,Large urban population centres,,Owner who is a first-time homebuyer,,,
2021,New Brunswick,Large urban population centres,,Owner who is not a first-time homebuyer,,,2.5
2021,New Brunswick,Large urban population centres,,Renter,,,16.4
2021,New Brunswick,Large urban population centres,,Renter not in social and affordable housing,,,15.0
2021,New Brunswick,Large urban population centres,,Renter in social and affordable housing,,,28.0
2021,New Brunswick,Medium population centres,,"Total, tenure",,,5.9
2021,New Brunswick,Medium population centres,,Owner,,,1.1
2021,New Brunswick,Medium population centres,,Owner who is a first-time homebuyer,,,
2021,New Brunswick,Medium population centres,,Owner who is not a first-time homebuyer,,,1.4
2021,New Brunswick,Medium population centres,,Renter,,,11.9
2021,New Brunswick,Medium population centres,,Renter not in social and affordable housing,,,10.6
2021,New Brunswick,Medium population centres,,Renter in social and affordable housing,,,21.0
2021,New Brunswick,Small population centres,,"Total, tenure",,,4.3
2021,New Brunswick,Small population centres,,Owner,,,2.4
2021,New Brunswick,Small population centres,,Owner who is a first-time homebuyer,,,
2021,New Brunswick,Small population centres,,Owner who is not a first-time homebuyer,,,2.5
2021,New Brunswick,Small population centres,,Renter,,,8.1
2021,New Brunswick,Small population centres,,Renter not in social and affordable housing,,,7.3
2021,New Brunswick,Small population centres,,Renter in social and affordable housing,,,11.3
2021,New Brunswick,Rural areas,,"Total, tenure",,,6.1
2021,New Brunswick,Rural areas,,Owner,,,5.2
2021,New Brunswick,Rural areas,,Owner who is a first-time homebuyer,,,6.3
2021,New Brunswick,Rural areas,,Owner who is not a first-time homebuyer,,,5.1
2021,New Brunswick,Rural areas,,Renter,,,12.9
2021,New Brunswick,Rural areas,,Renter not in social and affordable housing,,,11.3
2021,New Brunswick,Rural areas,,Renter in social and affordable housing,,,25.0
2021,Quebec,Total,,"Total, tenure",,24,6.0
2021,Quebec,Total,,Owner,,24,2.5
2021,Quebec,Total,,Owner who is a first-time homebuyer,,24,1.6
2021,Quebec,Total,,Owner who is not a first-time homebuyer,,24,2.6
2021,Quebec,Total,,Renter,,24,11.5
2021,Quebec,Total,,Renter not in social and affordable housing,,24,11.5
2021,Quebec,Total,,Renter in social and affordable housing,,24,12.1
2021,Quebec,Large urban population centres,,"Total, tenure",,,6.8
2021,Quebec,Large urban population centres,,Owner,,,2.8
2021,Quebec,Large urban population centres,,Owner who is a first-time homebuyer,,,
2021,Quebec,Large urban population centres,,Owner who is not a first-time homebuyer,,,2.8
2021,Quebec,Large urban population centres,,Renter,,,11.5
2021,Quebec,Large urban population centres,,Renter not in social and affordable housing,,,11.3
2021,Quebec,Large urban population centres,,Renter in social and affordable housing,,,14.2
2021,Quebec,Medium population centres,,"Total, tenure",,,6.0
2021,Quebec,Medium population centres,,Owner,,,
2021,Quebec,Medium population centres,,Owner who is a first-time homebuyer,,,
2021,Quebec,Medium population centres,,Owner who is not a first-time homebuyer,,,
2021,Quebec,Medium population centres,,Renter,,,14.1
2021,Quebec,Medium population centres,,Renter not in social and affordable housing,,,14.6
2021,Quebec,Medium population centres,,Renter in social and affordable housing,,,7.8
2021,Quebec,Small population centres,,"Total, tenure",,,5.9
2021,Quebec,Small population centres,,Owner,,,3.0
2021,Quebec,Small population centres,,Owner who is a first-time homebuyer,,,
2021,Quebec,Small population centres,,Owner who is not a first-time homebuyer,,,3.5
2021,Quebec,Small population centres,,Renter,,,10.5
2021,Quebec,Small population centres,,Renter not in social and affordable housing,,,11.1
2021,Quebec,Small population centres,,Renter in social and affordable housing,,,4.4
2021,Quebec,Rural areas,,"Total, tenure",,,3.1
2021,Quebec,Rural areas,,Owner,,,2.3
2021,Quebec,Rural areas,,Owner who is a first-time homebuyer,,,
2021,Quebec,Rural areas,,Owner who is not a first-time homebuyer,,,2.5
2021,Quebec,Rural areas,,Renter,,,10.1
2021,Quebec,Rural areas,,Renter not in social and affordable housing,,,9.8
2021,Quebec,Rural areas,,Renter in social and affordable housing,,,11.9
2021,Ontario,Total,,"Total, tenure",,35,11.9
2021,Ontario,Total,,Owner,,35,5.9
2021,Ontario,Total,,Owner who is a first-time homebuyer,,35,2.9
2021,Ontario,Total,,Owner who is not a first-time homebuyer,,35,6.4
2021,Ontario,Total,,Renter,,35,25.0
2021,Ontario,Total,,Renter not in social and affordable housing,,35,25.0
2021,Ontario,Total,,Renter in social and affordable housing,,35,29.0
2021,Ontario,Large urban population centres,,"Total, tenure",,,13.6
2021,Ontario,Large urban population centres,,Owner,,,7.1
2021,Ontario,Large urban population centres,,Owner who is a first-time homebuyer,,,3.2
2021,Ontario,Large urban population centres,,Owner who is not a first-time homebuyer,,,7.8
2021,Ontario,Large urban population centres,,Renter,,,26.0
2021,Ontario,Large urban population centres,,Renter not in social and affordable housing,,,25.0
2021,Ontario,Large urban population centres,,Renter in social and affordable housing,,,29.0
2021,Ontario,Medium population centres,,"Total, tenure",,,8.2
2021,Ontario,Medium population centres,,Owner,,,1.8
2021,Ontario,Medium population centres,,Owner who is a first-time homebuyer,,,
2021,Ontario,Medium population centres,,Owner who is not a first-time homebuyer,,,2.2
2021,Ontario,Medium population centres,,Renter,,,22.0
2021,Ontario,Medium population centres,,Renter not in social and affordable housing,,,22.0
2021,Ontario,Medium population centres,,Renter in social and affordable housing,,,21.0
2021,Ontario,Small population centres,,"Total, tenure",,,9.5
2021,Ontario,Small population centres,,Owner,,,3.5
2021,Ontario,Small population centres,,Owner who is a first-time homebuyer,,,2.9
2021,Ontario,Small population centres,,Owner who is not a first-time homebuyer,,,3.6
2021,Ontario,Small population centres,,Renter,,,27.0
2021,Ontario,Small population centres,,Renter not in social and affordable housing,,,26.0
2021,Ontario,Small population centres,,Renter in social and affordable housing,,,31.0
2021,Ontario,Rural areas,,"Total, tenure",,,7.1
2021,Ontario,Rural areas,,Owner,,,5.1
2021,Ontario,Rural areas,,Owner who is a first-time homebuyer,,,4.2
2021,Ontario,Rural areas,,Owner who is not a first-time homebuyer,,,5.1
2021,Ontario,Rural areas,,Renter,,,24.0
2021,Ontario,Rural areas,,Renter not in social and affordable housing,,,23.0
2021,Ontario,Rural areas,,Renter in social and affordable housing,,,28.0
2021,Manitoba,Total,,"Total, tenure",,46,10.3
2021,Manitoba,Total,,Owner,,46,5.2
2021,Manitoba,Total,,Owner who is a first-time homebuyer,,46,5.2
2021,Manitoba,Total,,Owner who is not a first-time homebuyer,,46,5.1
2021,Manitoba,Total,,Renter,,46,23.0
2021,Manitoba,Total,,Renter not in social and affordable housing,,46,20.0
2021,Manitoba,Total,,Renter in social and affordable housing,,46,33.0
2021,Manitoba,Large urban population centres,,"Total, tenure",,,12.3
2021,Manitoba,Large urban population centres,,Owner,,,6.0
2021,Manitoba,Large urban population centres,,Owner who is a first-time homebuyer,,,6.4
2021,Manitoba,Large urban population centres,,Owner who is not a first-time homebuyer,,,6.0
2021,Manitoba,Large urban population centres,,Renter,,,25.0
2021,Manitoba,Large urban population centres,,Renter not in social and affordable housing,,,23.0
2021,Manitoba,Large urban population centres,,Renter in social and affordable housing,,,34.0
2021,Manitoba,Medium population centres,,"Total, tenure",,,5.7
2021,Manitoba,Medium population centres,,Owner,,,1.8
2021,Manitoba,Medium population centres,,Owner who is a first-time homebuyer,,,
2021,Manitoba,Medium population centres,,Owner who is not a first-time homebuyer,,,
2021,Manitoba,Medium population centres,,Renter,,,12.3
2021,Manitoba,Medium population centres,,Renter not in social and affordable housing,,,7.8
2021,Manitoba,Medium population centres,,Renter in social and affordable housing,,,34.0
2021,Manitoba,Small population centres,,"Total, tenure",,,7.0
2021,Manitoba,Small population centres,,Owner,,,3.1
2021,Manitoba,Small population centres,,Owner who is a first-time homebuyer,,,
2021,Manitoba,Small population centres,,Owner who is not a first-time homebuyer,,,3.5
2021,Manitoba,Small population centres,,Renter,,,16.0
2021,Manitoba,Small population centres,,Renter not in social and affordable housing,,,11.0
2021,Manitoba,Small population centres,,Renter in social and affordable housing,,,34.0
2021,Manitoba,Rural areas,,"Total, tenure",,,7.0
2021,Manitoba,Rural areas,,Owner,,,4.9
2021,Manitoba,Rural areas,,Owner who is a first-time homebuyer,,,
2021,Manitoba,Rural areas,,Owner who is not a first-time homebuyer,,,4.8
2021,Manitoba,Rural areas,,Renter,,,27.0
2021,Manitoba,Rural areas,,Renter not in social and affordable housing,,,28.0
2021,Manitoba,Rural areas,,Renter in social and affordable housing,,,26.0
2021,Saskatchewan,Total,,"Total, tenure",,47,10.3
2021,Saskatchewan,Total,,Owner,,47,6.6
2021,Saskatchewan,Total,,Owner who is a first-time homebuyer,,47,3.7
2021,Saskatchewan,Total,,Owner who is not a first-time homebuyer,,47,7.0
2021,Saskatchewan,Total,,Renter,,47,21.0
2021,Saskatchewan,Total,,Renter not in social and affordable housing,,47,16.8
2021,Saskatchewan,Total,,Renter in social and affordable housing,,47,36.0
2021,Saskatchewan,Large urban population centres,,"Total, tenure",,,9.8
2021,Saskatchewan,Large urban population centres,,Owner,,,4.5
2021,Saskatchewan,Large urban population centres,,Owner who is a first-time homebuyer,,,3.3
2021,Saskatchewan,Large urban population centres,,Owner who is not a first-time homebuyer,,,4.7
2021,Saskatchewan,Large urban population centres,,Renter,,,21.0
2021,Saskatchewan,Large urban population centres,,Renter not in social and affordable housing,,,17.8
2021,Saskatchewan,Large urban population centres,,Renter in social and affordable housing,,,41.0
2021,Saskatchewan,Medium population centres,,"Total, tenure",,,5.9
2021,Saskatchewan,Medium population centres,,Owner,,,1.9
2021,Saskatchewan,Medium population centres,,Owner who is a first-time homebuyer,,,
2021,Saskatchewan,Medium population centres,,Owner who is not a first-time homebuyer,,,2.1
2021,Saskatchewan,Medium population centres,,Renter,,,15.4
2021,Saskatchewan,Medium population centres,,Renter not in social and affordable housing,,,10.1
2021,Saskatchewan,Medium population centres,,Renter in social and affordable housing,,,27.0
2021,Saskatchewan,Small population centres,,"Total, tenure",,,8.0
2021,Saskatchewan,Small population centres,,Owner,,,5.2
2021,Saskatchewan,Small population centres,,Owner who is a first-time homebuyer,,,
2021,Saskatchewan,Small population centres,,Owner who is not a first-time homebuyer,,,5.6
2021,Saskatchewan,Small population centres,,Renter,,,16.7
2021,Saskatchewan,Small population centres,,Renter not in social and affordable housing,,,14.4
2021,Saskatchewan,Small population centres,,Renter in social and affordable housing,,,24.0
2021,Saskatchewan,Rural areas,,"Total, tenure",,,14.9
2021,Saskatchewan,Rural areas,,Owner,,,12.5
2021,Saskatchewan,Rural areas,,Owner who is a first-time homebuyer,,,10.9
2021,Saskatchewan,Rural areas,,Owner who is not a first-time homebuyer,,,12.6
2021,Saskatchewan,Rural areas,,Renter,,,31.0
2021,Saskatchewan,Rural areas,,Renter not in social and affordable housing,,,22.0
2021,Saskatchewan,Rural areas,,Renter in social and affordable housing,,,44.0
2021,Alberta,Total,,"Total, tenure",,48,9.0
2021,Alberta,Total,,Owner,,48,4.3
2021,Alberta,Total,,Owner who is a first-time homebuyer,,48,6.5
2021,Alberta,Total,,Owner who is not a first-time homebuyer,,48,3.9
2021,Alberta,Total,,Renter,,48,21.0
2021,Alberta,Total,,Renter not in social and affordable housing,,48,19.4
2021,Alberta,Total,,Renter in social and affordable housing,,48,38.0
2021,Alberta,Large urban population centres,,"Total, tenure",,,8.6
2021,Alberta,Large urban population centres,,Owner,,,3.3
2021,Alberta,Large urban population centres,,Owner who is a first-time homebuyer,,,5.6
2021,Alberta,Large urban population centres,,Owner who is not a first-time homebuyer,,,2.9
2021,Alberta,Large urban population centres,,Renter,,,20.0
2021,Alberta,Large urban population centres,,Renter not in social and affordable housing,,,18.3
2021,Alberta,Large urban population centres,,Renter in social and affordable housing,,,42.0
2021,Alberta,Medium population centres,,"Total, tenure",,,9.1
2021,Alberta,Medium population centres,,Owner,,,3.7
2021,Alberta,Medium population centres,,Owner who is a first-time homebuyer,,,4.4
2021,Alberta,Medium population centres,,Owner who is not a first-time homebuyer,,,3.6
2021,Alberta,Medium population centres,,Renter,,,24.0
2021,Alberta,Medium population centres,,Renter not in social and affordable housing,,,22.0
2021,Alberta,Medium population centres,,Renter in social and affordable housing,,,38.0
2021,Alberta,Small population centres,,"Total, tenure",,,8.6
2021,Alberta,Small population centres,,Owner,,,6.5
2021,Alberta,Small population centres,,Owner who is a first-time homebuyer,,,15.1
2021,Alberta,Small population centres,,Owner who is not a first-time homebuyer,,,5.2
2021,Alberta,Small population centres,,Renter,,,14.5
2021,Alberta,Small population centres,,Renter not in social and affordable housing,,,13.8
2021,Alberta,Small population centres,,Renter in social and affordable housing,,,19.8
2021,Alberta,Rural areas,,"Total, tenure",,,12.0
2021,Alberta,Rural areas,,Owner,,,7.2
2021,Alberta,Rural areas,,Owner who is a first-time homebuyer,,,4.1
2021,Alberta,Rural areas,,Owner who is not a first-time homebuyer,,,7.4
2021,Alberta,Rural areas,,Renter,,,39.0
2021,Alberta,Rural areas,,Renter not in social and affordable housing,,,38.0
2021,Alberta,Rural areas,,Renter in social and affordable housing,,,48.0
2021,British Columbia,Total,,"Total, tenure",,59,12.5
2021,British Columbia,Total,,Owner,,59,7.7
2021,British Columbia,Total,,Owner who is a first-time homebuyer,,59,8.9
2021,British Columbia,Total,,Owner who is not a first-time homebuyer,,59,7.6
2021,British Columbia,Total,,Renter,,59,22.0
2021,British Columbia,Total,,Renter not in social and affordable housing,,59,21.0
2021,British Columbia,Total,,Renter in social and affordable housing,,59,33.0
2021,British Columbia,Large urban population centres,,"Total, tenure",,,13.8
2021,British Columbia,Large urban population centres,,Owner,,,8.5
2021,British Columbia,Large urban population centres,,Owner who is a first-time homebuyer,,,10.1
2021,British Columbia,Large urban population centres,,Owner who is not a first-time homebuyer,,,8.1
2021,British Columbia,Large urban population centres,,Renter,,,23.0
2021,British Columbia,Large urban population centres,,Renter not in social and affordable housing,,,22.0
2021,British Columbia,Large urban population centres,,Renter in social and affordable housing,,,32.0
2021,British Columbia,Medium population centres,,"Total, tenure",,,9.5
2021,British Columbia,Medium population centres,,Owner,,,3.9
2021,British Columbia,Medium population centres,,Owner who is a first-time homebuyer,,,
2021,British Columbia,Medium population centres,,Owner who is not a first-time homebuyer,,,4.3
2021,British Columbia,Medium population centres,,Renter,,,24.0
2021,British Columbia,Medium population centres,,Renter not in social and affordable housing,,,22.0
2021,British Columbia,Medium population centres,,Renter in social and affordable housing,,,41.0
2021,British Columbia,Small population centres,,"Total, tenure",,,9.6
2021,British Columbia,Small population centres,,Owner,,,4.2
2021,British Columbia,Small population centres,,Owner who is a first-time homebuyer,,,9.2
2021,British Columbia,Small population centres,,Owner who is not a first-time homebuyer,,,3.8
2021,British Columbia,Small population centres,,Renter,,,23.0
2021,British Columbia,Small population centres,,Renter not in social and affordable housing,,,23.0
2021,British Columbia,Small population centres,,Renter in social and affordable housing,,,29.0
2021,British Columbia,Rural areas,,"Total, tenure",,,11.0
2021,British Columbia,Rural areas,,Owner,,,11.3
2021,British Columbia,Rural areas,,Owner who is a first-time homebuyer,,,
2021,British Columbia,Rural areas,,Owner who is not a first-time homebuyer,,,11.6
2021,British Columbia,Rural areas,,Renter,,,9.6
2021,British Columbia,Rural areas,,Renter not in social and affordable housing,,,7.4
2021,British Columbia,Rural areas,,Renter in social and affordable housing,,,59.0
2021,,,"Total, census metropolitan areas","Total, tenure",,,10.5
2021,,,"Total, census metropolitan areas",Owner,,,5.3
2021,,,"Total, census metropolitan areas",Owner who is a first-time homebuyer,,,4.1
2021,,,"Total, census metropolitan areas",Owner who is not a first-time homebuyer,,,5.5
2021,,,"Total, census metropolitan areas",Renter,,,20.0
2021,,,"Total, census metropolitan areas",Renter not in social and affordable housing,,,19.2
2021,,,"Total, census metropolitan areas",Renter in social and affordable housing,,,27.0
2021,,,"St. John's, Newfoundland and Labrador","Total, tenure",,1,7.0
2021,,,"St. John's, Newfoundland and Labrador",Owner,,1,2.4
2021,,,"St. John's, Newfoundland and Labrador",Owner who is a first-time homebuyer,,1,
2021,,,"St. John's, Newfoundland and Labrador",Owner who is not a first-time homebuyer,,1,2.5
2021,,,"St. John's, Newfoundland and Labrador",Renter,,1,18.4
2021,,,"St. John's, Newfoundland and Labrador",Renter not in social and affordable housing,,1,14.2
2021,,,"St. John's, Newfoundland and Labrador",Renter in social and affordable housing,,1,38.0
2021,,,"Halifax, Nova Scotia","Total, tenure",,205,10.6
2021,,,"Halifax, Nova Scotia",Owner,,205,5.0
2021,,,"Halifax, Nova Scotia",Owner who is a first-time homebuyer,,205,4.4
2021,,,"Halifax, Nova Scotia",Owner who is not a first-time homebuyer,,205,5.1
2021,,,"Halifax, Nova Scotia",Renter,,205,19.2
2021,,,"Halifax, Nova Scotia",Renter not in social and affordable housing,,205,16.9
2021,,,"Halifax, Nova Scotia",Renter in social and affordable housing,,205,47.0
2021,,,"Moncton, New Brunswick","Total, tenure",,305,6.3
2021,,,"Moncton, New Brunswick",Owner,,305,2.0
2021,,,"Moncton, New Brunswick",Owner who is a first-time homebuyer,,305,
2021,,,"Moncton, New Brunswick",Owner who is not a first-time homebuyer,,305,2.5
2021,,,"Moncton, New Brunswick",Renter,,305,15.8
2021,,,"Moncton, New Brunswick",Renter not in social and affordable housing,,305,14.4
2021,,,"Moncton, New Brunswick",Renter in social and affordable housing,,305,28.0
2021,,,"Québec, Quebec","Total, tenure",,421,5.1
2021,,,"Québec, Quebec",Owner,,421,0.7
2021,,,"Québec, Quebec",Owner who is a first-time homebuyer,,421,
2021,,,"Québec, Quebec",Owner who is not a first-time homebuyer,,421,0.8
2021,,,"Québec, Quebec",Renter,,421,11.4
2021,,,"Québec, Quebec",Renter not in social and affordable housing,,421,11.5
2021,,,"Québec, Quebec",Renter in social and affordable housing,,421,10.6
2021,,,"Montréal, Quebec","Total, tenure",,462,7.3
2021,,,"Montréal, Quebec",Owner,,462,3.4
2021,,,"Montréal, Quebec",Owner who is a first-time homebuyer,,462,
2021,,,"Montréal, Quebec",Owner who is not a first-time homebuyer,,462,3.4
2021,,,"Montréal, Quebec",Renter,,462,12.3
2021,,,"Montréal, Quebec",Renter not in social and affordable housing,,462,12.1
2021,,,"Montréal, Quebec",Renter in social and affordable housing,,462,15.2
2021,,,"Ottawa-Gatineau, Ontario/Quebec","Total, tenure",,505,8.9
2021,,,"Ottawa-Gatineau, Ontario/Quebec",Owner,,505,4.2
2021,,,"Ottawa-Gatineau, Ontario/Quebec",Owner who is a first-time homebuyer,,505,
2021,,,"Ottawa-Gatineau, Ontario/Quebec",Owner who is not a first-time homebuyer,,505,4.5
2021,,,"Ottawa-Gatineau, Ontario/Quebec",Renter,,505,17.9
2021,,,"Ottawa-Gatineau, Ontario/Quebec",Renter not in social and affordable housing,,505,17.2
2021,,,"Ottawa-Gatineau, Ontario/Quebec",Renter in social and affordable housing,,505,22.0
2021,,,"Toronto, Ontario","Total, tenure",,535,15.3
2021,,,"Toronto, Ontario",Owner,,535,9.0
2021,,,"Toronto, Ontario",Owner who is a first-time homebuyer,,535,
2021,,,"Toronto, Ontario",Owner who is not a first-time homebuyer,,535,9.8
2021,,,"Toronto, Ontario",Renter,,535,28.0
2021,,,"Toronto, Ontario",Renter not in social and affordable housing,,535,27.0
2021,,,"Toronto, Ontario",Renter in social and affordable housing,,535,33.0
2021,,,"Hamilton, Ontario","Total, tenure",,537,11.5
2021,,,"Hamilton, Ontario",Owner,,537,5.6
2021,,,"Hamilton, Ontario",Owner who is a first-time homebuyer,,537,
2021,,,"Hamilton, Ontario",Owner who is not a first-time homebuyer,,537,6.4
2021,,,"Hamilton, Ontario",Renter,,537,25.0
2021,,,"Hamilton, Ontario",Renter not in social and affordable housing,,537,24.0
2021,,,"Hamilton, Ontario",Renter in social and affordable housing,,537,31.0
2021,,,"Kitchener-Cambridge-Waterloo, Ontario","Total, tenure",,541,9.7
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Owner,,541,5.3
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Owner who is a first-time homebuyer,,541,6.0
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Owner who is not a first-time homebuyer,,541,5.2
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Renter,,541,18.3
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Renter not in social and affordable housing,,541,17.3
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Renter in social and affordable housing,,541,27.0
2021,,,"London, Ontario","Total, tenure",,555,9.4
2021,,,"London, Ontario",Owner,,555,3.1
2021,,,"London, Ontario",Owner who is a first-time homebuyer,,555,
2021,,,"London, Ontario",Owner who is not a first-time homebuyer,,555,3.6
2021,,,"London, Ontario",Renter,,555,22.0
2021,,,"London, Ontario",Renter not in social and affordable housing,,555,21.0
2021,,,"London, Ontario",Renter in social and affordable housing,,555,27.0
2021,,,"Winnipeg, Manitoba","Total, tenure",,602,11.5
2021,,,"Winnipeg, Manitoba",Owner,,602,5.5
2021,,,"Winnipeg, Manitoba",Owner who is a first-time homebuyer,,602,5.9
2021,,,"Winnipeg, Manitoba",Owner who is not a first-time homebuyer,,602,5.4
2021,,,"Winnipeg, Manitoba",Renter,,602,25.0
2021,,,"Winnipeg, Manitoba",Renter not in social and affordable housing,,602,23.0
2021,,,"Winnipeg, Manitoba",Renter in social and affordable housing,,602,34.0
2021,,,"Regina, Saskatchewan","Total, tenure",,705,9.4
2021,,,"Regina, Saskatchewan",Owner,,705,4.2
2021,,,"Regina, Saskatchewan",Owner who is a first-time homebuyer,,705,4.4
2021,,,"Regina, Saskatchewan",Owner who is not a first-time homebuyer,,705,4.2
2021,,,"Regina, Saskatchewan",Renter,,705,21.0
2021,,,"Regina, Saskatchewan",Renter not in social and affordable housing,,705,17.2
2021,,,"Regina, Saskatchewan",Renter in social and affordable housing,,705,43.0
2021,,,"Saskatoon, Saskatchewan","Total, tenure",,725,9.3
2021,,,"Saskatoon, Saskatchewan",Owner,,725,4.6
2021,,,"Saskatoon, Saskatchewan",Owner who is a first-time homebuyer,,725,
2021,,,"Saskatoon, Saskatchewan",Owner who is not a first-time homebuyer,,725,5.1
2021,,,"Saskatoon, Saskatchewan",Renter,,725,19.5
2021,,,"Saskatoon, Saskatchewan",Renter not in social and affordable housing,,725,17.2
2021,,,"Saskatoon, Saskatchewan",Renter in social and affordable housing,,725,36.0
2021,,,"Calgary, Alberta","Total, tenure",,825,8.2
2021,,,"Calgary, Alberta",Owner,,825,3.4
2021,,,"Calgary, Alberta",Owner who is a first-time homebuyer,,825,8.2
2021,,,"Calgary, Alberta",Owner who is not a first-time homebuyer,,825,2.6
2021,,,"Calgary, Alberta",Renter,,825,21.0
2021,,,"Calgary, Alberta",Renter not in social and affordable housing,,825,18.3
2021,,,"Calgary, Alberta",Renter in social and affordable housing,,825,45.0
2021,,,"Edmonton, Alberta","Total, tenure",,835,9.5
2021,,,"Edmonton, Alberta",Owner,,835,4.2
2021,,,"Edmonton, Alberta",Owner who is a first-time homebuyer,,835,3.9
2021,,,"Edmonton, Alberta",Owner who is not a first-time homebuyer,,835,4.2
2021,,,"Edmonton, Alberta",Renter,,835,22.0
2021,,,"Edmonton, Alberta",Renter not in social and affordable housing,,835,19.8
2021,,,"Edmonton, Alberta",Renter in social and affordable housing,,835,38.0
2021,,,"Vancouver, British Columbia","Total, tenure",,933,15.0
2021,,,"Vancouver, British Columbia",Owner,,933,9.4
2021,,,"Vancouver, British Columbia",Owner who is a first-time homebuyer,,933,11.2
2021,,,"Vancouver, British Columbia",Owner who is not a first-time homebuyer,,933,9.1
2021,,,"Vancouver, British Columbia",Renter,,933,24.0
2021,,,"Vancouver, British Columbia",Renter not in social and affordable housing,,933,23.0
2021,,,"Vancouver, British Columbia",Renter in social and affordable housing,,933,32.0
2021,,,"Other census metropolitan areas, New Brunswick","Total, tenure",,,5.0
2021,,,"Other census metropolitan areas, New Brunswick",Owner,,,2.0
2021,,,"Other census metropolitan areas, New Brunswick",Owner who is a first-time homebuyer,,,
2021,,,"Other census metropolitan areas, New Brunswick",Owner who is not a first-time homebuyer,,,2.1
2021,,,"Other census metropolitan areas, New Brunswick",Renter,,,12.1
2021,,,"Other census metropolitan areas, New Brunswick",Renter not in social and affordable housing,,,10.9
2021,,,"Other census metropolitan areas, New Brunswick",Renter in social and affordable housing,,,21.0
2021,,,"Other census metropolitan areas, Quebec","Total, tenure",,,2.9
2021,,,"Other census metropolitan areas, Quebec",Owner,,,0.7
2021,,,"Other census metropolitan areas, Quebec",Owner who is a first-time homebuyer,,,
2021,,,"Other census metropolitan areas, Quebec",Owner who is not a first-time homebuyer,,,
2021,,,"Other census metropolitan areas, Quebec",Renter,,,6.4
2021,,,"Other census metropolitan areas, Quebec",Renter not in social and affordable housing,,,6.8
2021,,,"Other census metropolitan areas, Quebec",Renter in social and affordable housing,,,2.3
2021,,,"Other census metropolitan areas, Ontario","Total, tenure",,,8.8
2021,,,"Other census metropolitan areas, Ontario",Owner,,,2.4
2021,,,"Other census metropolitan areas, Ontario",Owner who is a first-time homebuyer,,,
2021,,,"Other census metropolitan areas, Ontario",Owner who is not a first-time homebuyer,,,2.8
2021,,,"Other census metropolitan areas, Ontario",Renter,,,24.0
2021,,,"Other census metropolitan areas, Ontario",Renter not in social and affordable housing,,,25.0
2021,,,"Other census metropolitan areas, Ontario",Renter in social and affordable housing,,,19.2
2021,,,"Other census metropolitan areas, Alberta","Total, tenure",,,9.3
2021,,,"Other census metropolitan areas, Alberta",Owner,,,3.5
2021,,,"Other census metropolitan areas, Alberta",Owner who is a first-time homebuyer,,,4.2
2021,,,"Other census metropolitan areas, Alberta",Owner who is not a first-time homebuyer,,,3.4
2021,,,"Other census metropolitan areas, Alberta",Renter,,,21.0
2021,,,"Other census metropolitan areas, Alberta",Renter not in social and affordable housing,,,19.1
2021,,,"Other census metropolitan areas, Alberta",Renter in social and affordable housing,,,36.0
2021,,,"Other census metropolitan areas, British Columbia","Total, tenure",,,9.8
2021,,,"Other census metropolitan areas, British Columbia",Owner,,,4.9
2021,,,"Other census metropolitan areas, British Columbia",Owner who is a first-time homebuyer,,,3.7
2021,,,"Other census metropolitan areas, British Columbia",Owner who is not a first-time homebuyer,,,5.1
2021,,,"Other census metropolitan areas, British Columbia",Renter,,,19.6
2021,,,"Other census metropolitan areas, British Columbia",Renter not in social and affordable housing,,,18.1
2021,,,"Other census metropolitan areas, British Columbia",Renter in social and affordable housing,,,35.0
2021,Canada (provinces only),Census agglomerations,,"Total, tenure",,,7.3
2021,Canada (provinces only),Census agglomerations,,Owner,,,2.9
2021,Canada (provinces only),Census agglomerations,,Owner who is a first-time homebuyer,,,2.9
2021,Canada (provinces only),Census agglomerations,,Owner who is not a first-time homebuyer,,,2.9
2021,Canada (provinces only),Census agglomerations,,Renter,,,17.4
2021,Canada (provinces only),Census agglomerations,,Renter not in social and affordable housing,,,16.1
2021,Canada (provinces only),Census agglomerations,,Renter in social and affordable housing,,,25.0
2021,Newfoundland and Labrador,Census agglomerations,,"Total, tenure",,,5.8
2021,Newfoundland and Labrador,Census agglomerations,,Owner,,,1.8
2021,Newfoundland and Labrador,Census agglomerations,,Owner who is a first-time homebuyer,,,
2021,Newfoundland and Labrador,Census agglomerations,,Owner who is not a first-time homebuyer,,,1.6
2021,Newfoundland and Labrador,Census agglomerations,,Renter,,,14.8
2021,Newfoundland and Labrador,Census agglomerations,,Renter not in social and affordable housing,,,12.1
