Year,data.Geography,data.Population characteristics,data.Educational attainment level,data.Age group,data.Sex,GeoCode,Value
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,13,55.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,13,69.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,13,64.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,13,57.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,13,72.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,13,63.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,13,54.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,13,71.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,13,51.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,13,47.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,13,54.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,13,39.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,13,34.0
2016,data.New Brunswick,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,13,44.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,13,31.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,13,28.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,13,33.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,13,34.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,13,34.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,13,34.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,13,33.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,13,35.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,13,31.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,13,35.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,13,33.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,13,36.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,13,31.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Male,13,29.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Female,13,34.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Both sexes,13,25.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Male,13,20.0
2016,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Female,13,30.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Both sexes,13,15.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Male,13,13.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Female,13,18.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Both sexes,13,22.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Male,13,15.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Female,13,29.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Both sexes,13,23.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,13,15.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,13,31.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,13,20.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,13,15.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,13,24.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,13,13.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,13,12.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,13,14.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,13,10.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,13,10.0
2016,data.New Brunswick,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,13,10.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,13,6.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,13,6.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,13,7.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,13,7.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,13,6.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,13,7.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,13,8.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,13,7.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,13,10.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,13,8.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,13,6.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,13,11.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,13,6.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,13,6.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,13,6.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,13,5.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,13,5.0
2016,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,13,5.0
2016,data.Quebec,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,24,51.0
2016,data.Quebec,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,24,46.0
2016,data.Quebec,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,24,57.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,24,57.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,24,47.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,24,67.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,24,60.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,24,50.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,24,70.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,24,61.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,24,53.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,24,68.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,24,51.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,24,47.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,24,54.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,24,39.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,24,38.0
2016,data.Quebec,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,24,40.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,24.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,24,21.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,24,27.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,24,24.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,24,21.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,24,27.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,24,24.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,24,21.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,24,26.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,24,27.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,24,24.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,24,29.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,24,26.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Male,24,22.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Female,24,29.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Both sexes,24,21.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Male,24,19.0
2016,data.Quebec,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Female,24,24.0
2016,data.Quebec,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Both sexes,24,18.0
2016,data.Quebec,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Male,24,16.0
2016,data.Quebec,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Female,24,20.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Both sexes,24,23.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Male,24,18.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Female,24,27.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Both sexes,24,24.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,24,19.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,24,29.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,24,23.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,24,19.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,24,26.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,24,17.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,24,16.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,24,18.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,24,12.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,24,12.0
2016,data.Quebec,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,24,11.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,24,9.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,24,9.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,24,9.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,24,10.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,24,8.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,24,13.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,24,13.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,24,10.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,24,15.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,24,11.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,24,10.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,24,12.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,24,8.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,24,9.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,24,7.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,24,6.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,24,7.0
2016,data.Quebec,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,24,5.0
2016,data.Ontario,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,35,63.0
2016,data.Ontario,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,35,58.0
2016,data.Ontario,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,35,67.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,35,68.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,35,60.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,35,75.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,35,68.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,35,61.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,35,75.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,35,67.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,35,61.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,35,73.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,35,62.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,35,58.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,35,66.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,35,53.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,35,51.0
2016,data.Ontario,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,35,55.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,35,28.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,35,25.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,35,31.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,35,28.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,35,27.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,35,30.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,35,28.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,35,27.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,35,30.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,35,29.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,35,26.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,35,32.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,35,29.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Male,35,25.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Female,35,34.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Both sexes,35,27.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Male,35,24.0
2016,data.Ontario,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Female,35,30.0
2016,data.Ontario,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Both sexes,35,22.0
2016,data.Ontario,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Male,35,21.0
2016,data.Ontario,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Female,35,24.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Both sexes,35,27.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Male,35,23.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Female,35,30.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Both sexes,35,24.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,35,22.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,35,27.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,35,24.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,35,22.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,35,27.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,35,21.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,35,21.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,35,22.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,35,17.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,35,17.0
2016,data.Ontario,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,35,17.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,35,12.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,35,12.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,35,12.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,35,13.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,35,11.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,35,15.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,35,16.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,35,13.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,35,18.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,35,14.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,35,13.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,35,15.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,35,11.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,35,13.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,35,10.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,35,9.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,35,11.0
2016,data.Ontario,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,35,8.0
2016,data.Manitoba,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,46,50.0
2016,data.Manitoba,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,46,43.0
2016,data.Manitoba,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,46,57.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,46,52.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,46,43.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,46,61.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,46,53.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,46,44.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,46,63.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,46,55.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,46,47.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,46,63.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,46,50.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,46,43.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,46,56.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,46,43.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,46,39.0
2016,data.Manitoba,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,46,48.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,46,24.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,46,20.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,46,28.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,46,21.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,46,18.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,46,25.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,46,22.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,46,20.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,46,25.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,46,26.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,46,21.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,46,31.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,46,26.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Male,46,21.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Female,46,30.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Both sexes,46,24.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Male,46,20.0
2016,data.Manitoba,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Female,46,27.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Both sexes,46,19.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Male,46,17.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Female,46,22.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Both sexes,46,24.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Male,46,19.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Female,46,29.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Both sexes,46,23.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,46,18.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,46,28.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,46,22.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,46,19.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,46,24.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,46,17.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,46,15.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,46,20.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,46,14.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,46,12.0
2016,data.Manitoba,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,46,15.0
2016,data.Manitoba,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,46,7.0
2016,data.Manitoba,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,46,7.0
2016,data.Manitoba,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,46,7.0
2016,data.Manitoba,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,46,7.0
2016,data.Manitoba,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,46,6.0
2016,data.Manitoba,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,46,8.0
2016,data.Manitoba,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,46,8.0
2016,data.Manitoba,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,46,7.0
