Year,data.Geography,data.Age group,data.Sex,Value
2016,data.British Columbia,"data.Total, 12 years and over",data.Both sexes,31.7
2017,data.British Columbia,"data.Total, 12 years and over",data.Both sexes,28.8
2018,data.British Columbia,"data.Total, 12 years and over",data.Both sexes,
2019,data.British Columbia,"data.Total, 12 years and over",data.Both sexes,
2015,data.British Columbia,"data.Total, 12 years and over",data.Males,22.4
2016,data.British Columbia,"data.Total, 12 years and over",data.Males,25.9
2017,data.British Columbia,"data.Total, 12 years and over",data.Males,21.9
2018,data.British Columbia,"data.Total, 12 years and over",data.Males,
2019,data.British Columbia,"data.Total, 12 years and over",data.Males,
2015,data.British Columbia,"data.Total, 12 years and over",data.Females,37.0
2016,data.British Columbia,"data.Total, 12 years and over",data.Females,37.4
2017,data.British Columbia,"data.Total, 12 years and over",data.Females,35.4
2018,data.British Columbia,"data.Total, 12 years and over",data.Females,
2019,data.British Columbia,"data.Total, 12 years and over",data.Females,
2015,data.British Columbia,data.12 to 17 years,data.Both sexes,28.9
2016,data.British Columbia,data.12 to 17 years,data.Both sexes,26.8
2017,data.British Columbia,data.12 to 17 years,data.Both sexes,26.9
2018,data.British Columbia,data.12 to 17 years,data.Both sexes,
2019,data.British Columbia,data.12 to 17 years,data.Both sexes,
2015,data.British Columbia,data.12 to 17 years,data.Males,29.1
2016,data.British Columbia,data.12 to 17 years,data.Males,28.8
2017,data.British Columbia,data.12 to 17 years,data.Males,23.1
2018,data.British Columbia,data.12 to 17 years,data.Males,
2019,data.British Columbia,data.12 to 17 years,data.Males,
2015,data.British Columbia,data.12 to 17 years,data.Females,28.8
2016,data.British Columbia,data.12 to 17 years,data.Females,24.9
2017,data.British Columbia,data.12 to 17 years,data.Females,30.8
2018,data.British Columbia,data.12 to 17 years,data.Females,
2019,data.British Columbia,data.12 to 17 years,data.Females,
2015,data.British Columbia,data.18 to 34 years,data.Both sexes,29.1
2016,data.British Columbia,data.18 to 34 years,data.Both sexes,36.2
2017,data.British Columbia,data.18 to 34 years,data.Both sexes,27.3
2018,data.British Columbia,data.18 to 34 years,data.Both sexes,
2019,data.British Columbia,data.18 to 34 years,data.Both sexes,
2015,data.British Columbia,data.18 to 34 years,data.Males,22.8
2016,data.British Columbia,data.18 to 34 years,data.Males,31.9
2017,data.British Columbia,data.18 to 34 years,data.Males,20.3
2018,data.British Columbia,data.18 to 34 years,data.Males,
2019,data.British Columbia,data.18 to 34 years,data.Males,
2015,data.British Columbia,data.18 to 34 years,data.Females,35.5
2016,data.British Columbia,data.18 to 34 years,data.Females,40.5
2017,data.British Columbia,data.18 to 34 years,data.Females,34.3
2018,data.British Columbia,data.18 to 34 years,data.Females,
2019,data.British Columbia,data.18 to 34 years,data.Females,
2015,data.British Columbia,data.35 to 49 years,data.Both sexes,31.6
2016,data.British Columbia,data.35 to 49 years,data.Both sexes,30.5
2017,data.British Columbia,data.35 to 49 years,data.Both sexes,32.3
2018,data.British Columbia,data.35 to 49 years,data.Both sexes,
2019,data.British Columbia,data.35 to 49 years,data.Both sexes,
2015,data.British Columbia,data.35 to 49 years,data.Males,21.7
2016,data.British Columbia,data.35 to 49 years,data.Males,23.0
2017,data.British Columbia,data.35 to 49 years,data.Males,26.1
2018,data.British Columbia,data.35 to 49 years,data.Males,
2019,data.British Columbia,data.35 to 49 years,data.Males,
2015,data.British Columbia,data.35 to 49 years,data.Females,40.4
2016,data.British Columbia,data.35 to 49 years,data.Females,37.9
2017,data.British Columbia,data.35 to 49 years,data.Females,38.1
2018,data.British Columbia,data.35 to 49 years,data.Females,
2019,data.British Columbia,data.35 to 49 years,data.Females,
2015,data.British Columbia,data.50 to 64 years,data.Both sexes,29.5
2016,data.British Columbia,data.50 to 64 years,data.Both sexes,30.4
2017,data.British Columbia,data.50 to 64 years,data.Both sexes,26.1
2018,data.British Columbia,data.50 to 64 years,data.Both sexes,
2019,data.British Columbia,data.50 to 64 years,data.Both sexes,
2015,data.British Columbia,data.50 to 64 years,data.Males,20.5
2016,data.British Columbia,data.50 to 64 years,data.Males,22.5
2017,data.British Columbia,data.50 to 64 years,data.Males,18.8
2018,data.British Columbia,data.50 to 64 years,data.Males,
2019,data.British Columbia,data.50 to 64 years,data.Males,
2015,data.British Columbia,data.50 to 64 years,data.Females,38.6
2016,data.British Columbia,data.50 to 64 years,data.Females,37.9
2017,data.British Columbia,data.50 to 64 years,data.Females,33.2
2018,data.British Columbia,data.50 to 64 years,data.Females,
2019,data.British Columbia,data.50 to 64 years,data.Females,
2015,data.British Columbia,data.65 years and over,data.Both sexes,29.7
2016,data.British Columbia,data.65 years and over,data.Both sexes,30.3
2017,data.British Columbia,data.65 years and over,data.Both sexes,30.8
2018,data.British Columbia,data.65 years and over,data.Both sexes,
2019,data.British Columbia,data.65 years and over,data.Both sexes,
2015,data.British Columbia,data.65 years and over,data.Males,23.1
2016,data.British Columbia,data.65 years and over,data.Males,24.1
2017,data.British Columbia,data.65 years and over,data.Males,22.8
2018,data.British Columbia,data.65 years and over,data.Males,
2019,data.British Columbia,data.65 years and over,data.Males,
2015,data.British Columbia,data.65 years and over,data.Females,35.4
2016,data.British Columbia,data.65 years and over,data.Females,35.9
2017,data.British Columbia,data.65 years and over,data.Females,37.9
2018,data.British Columbia,data.65 years and over,data.Females,
2019,data.British Columbia,data.65 years and over,data.Females,
