Year,data.Geography,data.Population,data.Sex,data.Age group,GeoCode,Value
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.15 years and over,10,17.8
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.15 to 24 years,10,25.1
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.25 years and over,10,16.7
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.25 to 44 years,10,15.3
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.45 to 64 years,10,17.7
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.45 years and over,10,17.8
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.25 to 54 years,10,14.5
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.55 years and over,10,22.0
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.15 to 64 years,10,17.7
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.15 to 19 years,10,23.6
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.20 to 24 years,10,26.1
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.25 to 29 years,10,17.4
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.30 to 34 years,10,16.2
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.35 to 39 years,10,12.1
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.40 to 44 years,10,14.9
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.45 to 49 years,10,12.4
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.50 to 54 years,10,14.1
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.55 to 59 years,10,20.7
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.60 to 64 years,10,25.2
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.65 years and over,10,
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.65 to 69 years,10,
2020,data.Newfoundland and Labrador,data.Total population,data.Males,data.70 years and over,10,
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.15 years and over,10,10.6
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.15 to 24 years,10,17.8
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.25 years and over,10,9.5
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.25 to 44 years,10,9.0
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.45 to 64 years,10,9.9
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.45 years and over,10,10.0
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.25 to 54 years,10,8.5
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.55 years and over,10,13.0
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.15 to 64 years,10,10.5
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.15 to 19 years,10,23.4
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.20 to 24 years,10,13.1
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.25 to 29 years,10,10.6
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.30 to 34 years,10,8.3
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.35 to 39 years,10,6.4
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.40 to 44 years,10,11.0
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.45 to 49 years,10,7.9
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.50 to 54 years,10,7.5
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.55 to 59 years,10,9.6
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.60 to 64 years,10,18.4
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.65 years and over,10,
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.65 to 69 years,10,
2020,data.Newfoundland and Labrador,data.Total population,data.Females,data.70 years and over,10,
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.15 years and over,11,10.5
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.15 to 24 years,11,16.8
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.25 years and over,11,9.4
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.25 to 44 years,11,9.4
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.45 to 64 years,11,8.9
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.45 years and over,11,9.2
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.25 to 54 years,11,9.2
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.55 years and over,11,10.0
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.15 to 64 years,11,10.5
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.15 to 19 years,11,21.3
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.20 to 24 years,11,14.4
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.25 to 29 years,11,11.5
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.30 to 34 years,11,7.6
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.35 to 39 years,11,10.3
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.40 to 44 years,11,7.9
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.45 to 49 years,11,8.2
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.50 to 54 years,11,8.3
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.55 to 59 years,11,9.0
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.60 to 64 years,11,10.6
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.65 years and over,11,10.9
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.65 to 69 years,11,15.2
2020,data.Prince Edward Island,data.Total population,data.Both sexes,data.70 years and over,11,
2020,data.Prince Edward Island,data.Total population,data.Males,data.15 years and over,11,10.3
2020,data.Prince Edward Island,data.Total population,data.Males,data.15 to 24 years,11,16.7
2020,data.Prince Edward Island,data.Total population,data.Males,data.25 years and over,11,9.1
2020,data.Prince Edward Island,data.Total population,data.Males,data.25 to 44 years,11,9.0
2020,data.Prince Edward Island,data.Total population,data.Males,data.45 to 64 years,11,9.5
2020,data.Prince Edward Island,data.Total population,data.Males,data.45 years and over,11,9.2
2020,data.Prince Edward Island,data.Total population,data.Males,data.25 to 54 years,11,8.9
2020,data.Prince Edward Island,data.Total population,data.Males,data.55 years and over,11,9.5
2020,data.Prince Edward Island,data.Total population,data.Males,data.15 to 64 years,11,10.5
2020,data.Prince Edward Island,data.Total population,data.Males,data.15 to 19 years,11,21.7
2020,data.Prince Edward Island,data.Total population,data.Males,data.20 to 24 years,11,12.2
2020,data.Prince Edward Island,data.Total population,data.Males,data.25 to 29 years,11,10.6
2020,data.Prince Edward Island,data.Total population,data.Males,data.30 to 34 years,11,7.7
2020,data.Prince Edward Island,data.Total population,data.Males,data.35 to 39 years,11,6.8
2020,data.Prince Edward Island,data.Total population,data.Males,data.40 to 44 years,11,8.1
2020,data.Prince Edward Island,data.Total population,data.Males,data.45 to 49 years,11,7.3
2020,data.Prince Edward Island,data.Total population,data.Males,data.50 to 54 years,11,8.2
2020,data.Prince Edward Island,data.Total population,data.Males,data.55 to 59 years,11,9.1
2020,data.Prince Edward Island,data.Total population,data.Males,data.60 to 64 years,11,11.4
2020,data.Prince Edward Island,data.Total population,data.Males,data.65 years and over,11,8.1
2020,data.Prince Edward Island,data.Total population,data.Males,data.65 to 69 years,11,
2020,data.Prince Edward Island,data.Total population,data.Males,data.70 years and over,11,
2020,data.Prince Edward Island,data.Total population,data.Females,data.15 years and over,11,10.7
2020,data.Prince Edward Island,data.Total population,data.Females,data.15 to 24 years,11,16.9
2020,data.Prince Edward Island,data.Total population,data.Females,data.25 years and over,11,9.5
2020,data.Prince Edward Island,data.Total population,data.Females,data.25 to 44 years,11,9.9
2020,data.Prince Edward Island,data.Total population,data.Females,data.45 to 64 years,11,8.4
2020,data.Prince Edward Island,data.Total population,data.Females,data.45 years and over,11,9.2
2020,data.Prince Edward Island,data.Total population,data.Females,data.25 to 54 years,11,9.5
2020,data.Prince Edward Island,data.Total population,data.Females,data.55 years and over,11,9.5
2020,data.Prince Edward Island,data.Total population,data.Females,data.15 to 64 years,11,10.4
2020,data.Prince Edward Island,data.Total population,data.Females,data.15 to 19 years,11,16.7
2020,data.Prince Edward Island,data.Total population,data.Females,data.20 to 24 years,11,14.6
2020,data.Prince Edward Island,data.Total population,data.Females,data.25 to 29 years,11,12.8
2020,data.Prince Edward Island,data.Total population,data.Females,data.30 to 34 years,11,7.5
2020,data.Prince Edward Island,data.Total population,data.Females,data.35 to 39 years,11,13.6
2020,data.Prince Edward Island,data.Total population,data.Females,data.40 to 44 years,11,7.7
2020,data.Prince Edward Island,data.Total population,data.Females,data.45 to 49 years,11,9.1
2020,data.Prince Edward Island,data.Total population,data.Females,data.50 to 54 years,11,8.5
2020,data.Prince Edward Island,data.Total population,data.Females,data.55 to 59 years,11,6.7
2020,data.Prince Edward Island,data.Total population,data.Females,data.60 to 64 years,11,9.7
2020,data.Prince Edward Island,data.Total population,data.Females,data.65 years and over,11,16.7
2020,data.Prince Edward Island,data.Total population,data.Females,data.65 to 69 years,11,
2020,data.Prince Edward Island,data.Total population,data.Females,data.70 years and over,11,
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.15 years and over,12,9.9
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.15 to 24 years,12,16.7
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.25 years and over,12,8.7
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.25 to 44 years,12,9.4
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.45 to 64 years,12,8.1
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.45 years and over,12,8.1
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.25 to 54 years,12,8.4
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.55 years and over,12,9.5
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.15 to 64 years,12,10.0
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.15 to 19 years,12,20.5
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.20 to 24 years,12,14.9
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.25 to 29 years,12,14.2
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.30 to 34 years,12,8.8
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.35 to 39 years,12,7.3
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.40 to 44 years,12,7.2
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.45 to 49 years,12,5.7
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.50 to 54 years,12,7.1
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.55 to 59 years,12,9.4
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.60 to 64 years,12,10.7
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.65 years and over,12,7.8
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.65 to 69 years,12,9.4
2020,data.Nova Scotia,data.Total population,data.Both sexes,data.70 years and over,12,6.1
2020,data.Nova Scotia,data.Total population,data.Males,data.15 years and over,12,10.7
2020,data.Nova Scotia,data.Total population,data.Males,data.15 to 24 years,12,18.6
2020,data.Nova Scotia,data.Total population,data.Males,data.25 years and over,12,9.3
2020,data.Nova Scotia,data.Total population,data.Males,data.25 to 44 years,12,10.7
2020,data.Nova Scotia,data.Total population,data.Males,data.45 to 64 years,12,8.1
2020,data.Nova Scotia,data.Total population,data.Males,data.45 years and over,12,8.1
2020,data.Nova Scotia,data.Total population,data.Males,data.25 to 54 years,12,9.2
2020,data.Nova Scotia,data.Total population,data.Males,data.55 years and over,12,9.6
2020,data.Nova Scotia,data.Total population,data.Males,data.15 to 64 years,12,10.9
2020,data.Nova Scotia,data.Total population,data.Males,data.15 to 19 years,12,22.7
2020,data.Nova Scotia,data.Total population,data.Males,data.20 to 24 years,12,16.5
2020,data.Nova Scotia,data.Total population,data.Males,data.25 to 29 years,12,18.0
2020,data.Nova Scotia,data.Total population,data.Males,data.30 to 34 years,12,9.1
2020,data.Nova Scotia,data.Total population,data.Males,data.35 to 39 years,12,7.3
2020,data.Nova Scotia,data.Total population,data.Males,data.40 to 44 years,12,7.8
2020,data.Nova Scotia,data.Total population,data.Males,data.45 to 49 years,12,5.8
2020,data.Nova Scotia,data.Total population,data.Males,data.50 to 54 years,12,6.8
2020,data.Nova Scotia,data.Total population,data.Males,data.55 to 59 years,12,8.5
2020,data.Nova Scotia,data.Total population,data.Males,data.60 to 64 years,12,12.1
2020,data.Nova Scotia,data.Total population,data.Males,data.65 years and over,12,8.3
2020,data.Nova Scotia,data.Total population,data.Males,data.65 to 69 years,12,10.2
2020,data.Nova Scotia,data.Total population,data.Males,data.70 years and over,12,
2020,data.Nova Scotia,data.Total population,data.Females,data.15 years and over,12,9.0
2020,data.Nova Scotia,data.Total population,data.Females,data.15 to 24 years,12,15.0
2020,data.Nova Scotia,data.Total population,data.Females,data.25 years and over,12,8.1
2020,data.Nova Scotia,data.Total population,data.Females,data.25 to 44 years,12,8.1
2020,data.Nova Scotia,data.Total population,data.Females,data.45 to 64 years,12,8.0
2020,data.Nova Scotia,data.Total population,data.Females,data.45 years and over,12,8.0
2020,data.Nova Scotia,data.Total population,data.Females,data.25 to 54 years,12,7.6
2020,data.Nova Scotia,data.Total population,data.Females,data.55 years and over,12,9.4
2020,data.Nova Scotia,data.Total population,data.Females,data.15 to 64 years,12,9.1
2020,data.Nova Scotia,data.Total population,data.Females,data.15 to 19 years,12,18.2
2020,data.Nova Scotia,data.Total population,data.Females,data.20 to 24 years,12,13.2
2020,data.Nova Scotia,data.Total population,data.Females,data.25 to 29 years,12,10.1
2020,data.Nova Scotia,data.Total population,data.Females,data.30 to 34 years,12,8.6
2020,data.Nova Scotia,data.Total population,data.Females,data.35 to 39 years,12,7.3
2020,data.Nova Scotia,data.Total population,data.Females,data.40 to 44 years,12,6.6
2020,data.Nova Scotia,data.Total population,data.Females,data.45 to 49 years,12,6.1
2020,data.Nova Scotia,data.Total population,data.Females,data.50 to 54 years,12,7.1
2020,data.Nova Scotia,data.Total population,data.Females,data.55 to 59 years,12,9.9
2020,data.Nova Scotia,data.Total population,data.Females,data.60 to 64 years,12,8.9
2020,data.Nova Scotia,data.Total population,data.Females,data.65 years and over,12,7.8
2020,data.Nova Scotia,data.Total population,data.Females,data.65 to 69 years,12,6.9
2020,data.Nova Scotia,data.Total population,data.Females,data.70 years and over,12,
2020,data.New Brunswick,data.Total population,data.Both sexes,data.15 years and over,13,10.3
2020,data.New Brunswick,data.Total population,data.Both sexes,data.15 to 24 years,13,18.7
2020,data.New Brunswick,data.Total population,data.Both sexes,data.25 years and over,13,9.0
2020,data.New Brunswick,data.Total population,data.Both sexes,data.25 to 44 years,13,8.7
2020,data.New Brunswick,data.Total population,data.Both sexes,data.45 to 64 years,13,9.2
2020,data.New Brunswick,data.Total population,data.Both sexes,data.45 years and over,13,9.2
2020,data.New Brunswick,data.Total population,data.Both sexes,data.25 to 54 years,13,8.1
2020,data.New Brunswick,data.Total population,data.Both sexes,data.55 years and over,13,11.2
2020,data.New Brunswick,data.Total population,data.Both sexes,data.15 to 64 years,13,10.3
2020,data.New Brunswick,data.Total population,data.Both sexes,data.15 to 19 years,13,19.0
2020,data.New Brunswick,data.Total population,data.Both sexes,data.20 to 24 years,13,18.8
2020,data.New Brunswick,data.Total population,data.Both sexes,data.25 to 29 years,13,10.5
2020,data.New Brunswick,data.Total population,data.Both sexes,data.30 to 34 years,13,9.3
2020,data.New Brunswick,data.Total population,data.Both sexes,data.35 to 39 years,13,8.4
2020,data.New Brunswick,data.Total population,data.Both sexes,data.40 to 44 years,13,6.8
2020,data.New Brunswick,data.Total population,data.Both sexes,data.45 to 49 years,13,6.7
2020,data.New Brunswick,data.Total population,data.Both sexes,data.50 to 54 years,13,7.4
2020,data.New Brunswick,data.Total population,data.Both sexes,data.55 to 59 years,13,10.1
2020,data.New Brunswick,data.Total population,data.Both sexes,data.60 to 64 years,13,13.8
2020,data.New Brunswick,data.Total population,data.Both sexes,data.65 years and over,13,10.1
2020,data.New Brunswick,data.Total population,data.Both sexes,data.65 to 69 years,13,11.6
2020,data.New Brunswick,data.Total population,data.Both sexes,data.70 years and over,13,6.5
2020,data.New Brunswick,data.Total population,data.Males,data.15 years and over,13,12.0
2020,data.New Brunswick,data.Total population,data.Males,data.15 to 24 years,13,20.6
2020,data.New Brunswick,data.Total population,data.Males,data.25 years and over,13,10.6
2020,data.New Brunswick,data.Total population,data.Males,data.25 to 44 years,13,10.7
2020,data.New Brunswick,data.Total population,data.Males,data.45 to 64 years,13,10.7
2020,data.New Brunswick,data.Total population,data.Males,data.45 years and over,13,10.5
2020,data.New Brunswick,data.Total population,data.Males,data.25 to 54 years,13,9.7
2020,data.New Brunswick,data.Total population,data.Males,data.55 years and over,13,12.5
2020,data.New Brunswick,data.Total population,data.Males,data.15 to 64 years,13,12.1
2020,data.New Brunswick,data.Total population,data.Males,data.15 to 19 years,13,19.8
2020,data.New Brunswick,data.Total population,data.Males,data.20 to 24 years,13,21.3
2020,data.New Brunswick,data.Total population,data.Males,data.25 to 29 years,13,13.8
2020,data.New Brunswick,data.Total population,data.Males,data.30 to 34 years,13,11.6
2020,data.New Brunswick,data.Total population,data.Males,data.35 to 39 years,13,9.6
2020,data.New Brunswick,data.Total population,data.Males,data.40 to 44 years,13,8.1
2020,data.New Brunswick,data.Total population,data.Males,data.45 to 49 years,13,6.9
2020,data.New Brunswick,data.Total population,data.Males,data.50 to 54 years,13,9.2
2020,data.New Brunswick,data.Total population,data.Males,data.55 to 59 years,13,12.6
2020,data.New Brunswick,data.Total population,data.Males,data.60 to 64 years,13,14.6
2020,data.New Brunswick,data.Total population,data.Males,data.65 years and over,13,10.2
2020,data.New Brunswick,data.Total population,data.Males,data.65 to 69 years,13,11.5
2020,data.New Brunswick,data.Total population,data.Males,data.70 years and over,13,
2020,data.New Brunswick,data.Total population,data.Females,data.15 years and over,13,8.5
2020,data.New Brunswick,data.Total population,data.Females,data.15 to 24 years,13,16.5
2020,data.New Brunswick,data.Total population,data.Females,data.25 years and over,13,7.2
2020,data.New Brunswick,data.Total population,data.Females,data.25 to 44 years,13,6.6
2020,data.New Brunswick,data.Total population,data.Females,data.45 to 64 years,13,7.5
2020,data.New Brunswick,data.Total population,data.Females,data.45 years and over,13,7.8
2020,data.New Brunswick,data.Total population,data.Females,data.25 to 54 years,13,6.4
2020,data.New Brunswick,data.Total population,data.Females,data.55 years and over,13,9.6
2020,data.New Brunswick,data.Total population,data.Females,data.15 to 64 years,13,8.4
2020,data.New Brunswick,data.Total population,data.Females,data.15 to 19 years,13,18.3
2020,data.New Brunswick,data.Total population,data.Females,data.20 to 24 years,13,15.2
2020,data.New Brunswick,data.Total population,data.Females,data.25 to 29 years,13,7.2
2020,data.New Brunswick,data.Total population,data.Females,data.30 to 34 years,13,7.4
2020,data.New Brunswick,data.Total population,data.Females,data.35 to 39 years,13,6.6
2020,data.New Brunswick,data.Total population,data.Females,data.40 to 44 years,13,5.5
2020,data.New Brunswick,data.Total population,data.Females,data.45 to 49 years,13,6.1
2020,data.New Brunswick,data.Total population,data.Females,data.50 to 54 years,13,5.8
2020,data.New Brunswick,data.Total population,data.Females,data.55 to 59 years,13,7.4
2020,data.New Brunswick,data.Total population,data.Females,data.60 to 64 years,13,12.6
2020,data.New Brunswick,data.Total population,data.Females,data.65 years and over,13,10.1
2020,data.New Brunswick,data.Total population,data.Females,data.65 to 69 years,13,11.5
2020,data.New Brunswick,data.Total population,data.Females,data.70 years and over,13,
2020,data.Quebec,data.Total population,data.Both sexes,data.15 years and over,24,8.9
2020,data.Quebec,data.Total population,data.Both sexes,data.15 to 24 years,24,16.7
2020,data.Quebec,data.Total population,data.Both sexes,data.25 years and over,24,7.7
2020,data.Quebec,data.Total population,data.Both sexes,data.25 to 44 years,24,7.8
2020,data.Quebec,data.Total population,data.Both sexes,data.45 to 64 years,24,7.2
2020,data.Quebec,data.Total population,data.Both sexes,data.45 years and over,24,7.5
2020,data.Quebec,data.Total population,data.Both sexes,data.25 to 54 years,24,7.3
2020,data.Quebec,data.Total population,data.Both sexes,data.55 years and over,24,8.6
2020,data.Quebec,data.Total population,data.Both sexes,data.15 to 64 years,24,8.9
2020,data.Quebec,data.Total population,data.Both sexes,data.15 to 19 years,24,19.9
2020,data.Quebec,data.Total population,data.Both sexes,data.20 to 24 years,24,14.7
2020,data.Quebec,data.Total population,data.Both sexes,data.25 to 29 years,24,9.2
2020,data.Quebec,data.Total population,data.Both sexes,data.30 to 34 years,24,7.8
2020,data.Quebec,data.Total population,data.Both sexes,data.35 to 39 years,24,7.3
2020,data.Quebec,data.Total population,data.Both sexes,data.40 to 44 years,24,6.9
2020,data.Quebec,data.Total population,data.Both sexes,data.45 to 49 years,24,6.1
2020,data.Quebec,data.Total population,data.Both sexes,data.50 to 54 years,24,6.6
2020,data.Quebec,data.Total population,data.Both sexes,data.55 to 59 years,24,7.4
2020,data.Quebec,data.Total population,data.Both sexes,data.60 to 64 years,24,9.5
2020,data.Quebec,data.Total population,data.Both sexes,data.65 years and over,24,10.4
2020,data.Quebec,data.Total population,data.Both sexes,data.65 to 69 years,24,12.4
2020,data.Quebec,data.Total population,data.Both sexes,data.70 years and over,24,6.8
2020,data.Quebec,data.Total population,data.Males,data.15 years and over,24,9.1
2020,data.Quebec,data.Total population,data.Males,data.15 to 24 years,24,18.1
2020,data.Quebec,data.Total population,data.Males,data.25 years and over,24,7.7
2020,data.Quebec,data.Total population,data.Males,data.25 to 44 years,24,8.0
2020,data.Quebec,data.Total population,data.Males,data.45 to 64 years,24,7.1
2020,data.Quebec,data.Total population,data.Males,data.45 years and over,24,7.4
2020,data.Quebec,data.Total population,data.Males,data.25 to 54 years,24,7.3
2020,data.Quebec,data.Total population,data.Males,data.55 years and over,24,8.8
2020,data.Quebec,data.Total population,data.Males,data.15 to 64 years,24,9.1
2020,data.Quebec,data.Total population,data.Males,data.15 to 19 years,24,19.9
2020,data.Quebec,data.Total population,data.Males,data.20 to 24 years,24,17.0
2020,data.Quebec,data.Total population,data.Males,data.25 to 29 years,24,9.8
2020,data.Quebec,data.Total population,data.Males,data.30 to 34 years,24,7.5
2020,data.Quebec,data.Total population,data.Males,data.35 to 39 years,24,7.4
2020,data.Quebec,data.Total population,data.Males,data.40 to 44 years,24,7.3
2020,data.Quebec,data.Total population,data.Males,data.45 to 49 years,24,5.6
2020,data.Quebec,data.Total population,data.Males,data.50 to 54 years,24,5.8
2020,data.Quebec,data.Total population,data.Males,data.55 to 59 years,24,7.8
2020,data.Quebec,data.Total population,data.Males,data.60 to 64 years,24,9.9
2020,data.Quebec,data.Total population,data.Males,data.65 years and over,24,9.4
2020,data.Quebec,data.Total population,data.Males,data.65 to 69 years,24,12.4
2020,data.Quebec,data.Total population,data.Males,data.70 years and over,24,4.5
2020,data.Quebec,data.Total population,data.Females,data.15 years and over,24,8.7
2020,data.Quebec,data.Total population,data.Females,data.15 to 24 years,24,15.3
2020,data.Quebec,data.Total population,data.Females,data.25 years and over,24,7.6
2020,data.Quebec,data.Total population,data.Females,data.25 to 44 years,24,7.6
2020,data.Quebec,data.Total population,data.Females,data.45 to 64 years,24,7.3
2020,data.Quebec,data.Total population,data.Females,data.45 years and over,24,7.7
2020,data.Quebec,data.Total population,data.Females,data.25 to 54 years,24,7.4
2020,data.Quebec,data.Total population,data.Females,data.55 years and over,24,8.4
2020,data.Quebec,data.Total population,data.Females,data.15 to 64 years,24,8.6
2020,data.Quebec,data.Total population,data.Females,data.15 to 19 years,24,19.9
2020,data.Quebec,data.Total population,data.Females,data.20 to 24 years,24,12.2
2020,data.Quebec,data.Total population,data.Females,data.25 to 29 years,24,8.5
2020,data.Quebec,data.Total population,data.Females,data.30 to 34 years,24,8.3
2020,data.Quebec,data.Total population,data.Females,data.35 to 39 years,24,7.3
2020,data.Quebec,data.Total population,data.Females,data.40 to 44 years,24,6.6
2020,data.Quebec,data.Total population,data.Females,data.45 to 49 years,24,6.5
2020,data.Quebec,data.Total population,data.Females,data.50 to 54 years,24,7.4
2020,data.Quebec,data.Total population,data.Females,data.55 to 59 years,24,7.1
2020,data.Quebec,data.Total population,data.Females,data.60 to 64 years,24,8.9
2020,data.Quebec,data.Total population,data.Females,data.65 years and over,24,12.3
2020,data.Quebec,data.Total population,data.Females,data.65 to 69 years,24,12.3
2020,data.Quebec,data.Total population,data.Females,data.70 years and over,24,11.5
2020,data.Ontario,data.Total population,data.Both sexes,data.15 years and over,35,9.8
2020,data.Ontario,data.Total population,data.Both sexes,data.15 to 24 years,35,22.1
2020,data.Ontario,data.Total population,data.Both sexes,data.25 years and over,35,7.8
2020,data.Ontario,data.Total population,data.Both sexes,data.25 to 44 years,35,8.6
2020,data.Ontario,data.Total population,data.Both sexes,data.45 to 64 years,35,6.9
2020,data.Ontario,data.Total population,data.Both sexes,data.45 years and over,35,6.9
2020,data.Ontario,data.Total population,data.Both sexes,data.25 to 54 years,35,7.9
2020,data.Ontario,data.Total population,data.Both sexes,data.55 years and over,35,7.3
2020,data.Ontario,data.Total population,data.Both sexes,data.15 to 64 years,35,9.9
2020,data.Ontario,data.Total population,data.Both sexes,data.15 to 19 years,35,25.7
2020,data.Ontario,data.Total population,data.Both sexes,data.20 to 24 years,35,20.3
2020,data.Ontario,data.Total population,data.Both sexes,data.25 to 29 years,35,11.7
2020,data.Ontario,data.Total population,data.Both sexes,data.30 to 34 years,35,8.8
2020,data.Ontario,data.Total population,data.Both sexes,data.35 to 39 years,35,7.6
2020,data.Ontario,data.Total population,data.Both sexes,data.40 to 44 years,35,6.1
2020,data.Ontario,data.Total population,data.Both sexes,data.45 to 49 years,35,6.4
2020,data.Ontario,data.Total population,data.Both sexes,data.50 to 54 years,35,6.5
2020,data.Ontario,data.Total population,data.Both sexes,data.55 to 59 years,35,7.0
2020,data.Ontario,data.Total population,data.Both sexes,data.60 to 64 years,35,8.0
2020,data.Ontario,data.Total population,data.Both sexes,data.65 years and over,35,6.9
2020,data.Ontario,data.Total population,data.Both sexes,data.65 to 69 years,35,8.2
2020,data.Ontario,data.Total population,data.Both sexes,data.70 years and over,35,4.6
2020,data.Ontario,data.Total population,data.Males,data.15 years and over,35,9.6
2020,data.Ontario,data.Total population,data.Males,data.15 to 24 years,35,22.3
2020,data.Ontario,data.Total population,data.Males,data.25 years and over,35,7.6
2020,data.Ontario,data.Total population,data.Males,data.25 to 44 years,35,8.6
2020,data.Ontario,data.Total population,data.Males,data.45 to 64 years,35,6.6
2020,data.Ontario,data.Total population,data.Males,data.45 years and over,35,6.5
2020,data.Ontario,data.Total population,data.Males,data.25 to 54 years,35,7.7
2020,data.Ontario,data.Total population,data.Males,data.55 years and over,35,7.1
2020,data.Ontario,data.Total population,data.Males,data.15 to 64 years,35,9.8
2020,data.Ontario,data.Total population,data.Males,data.15 to 19 years,35,26.1
2020,data.Ontario,data.Total population,data.Males,data.20 to 24 years,35,20.5
2020,data.Ontario,data.Total population,data.Males,data.25 to 29 years,35,12.6
2020,data.Ontario,data.Total population,data.Males,data.30 to 34 years,35,8.7
2020,data.Ontario,data.Total population,data.Males,data.35 to 39 years,35,7.2
2020,data.Ontario,data.Total population,data.Males,data.40 to 44 years,35,5.3
2020,data.Ontario,data.Total population,data.Males,data.45 to 49 years,35,5.5
2020,data.Ontario,data.Total population,data.Males,data.50 to 54 years,35,6.2
2020,data.Ontario,data.Total population,data.Males,data.55 to 59 years,35,7.1
2020,data.Ontario,data.Total population,data.Males,data.60 to 64 years,35,8.0
2020,data.Ontario,data.Total population,data.Males,data.65 years and over,35,6.0
