Year,data.Geography,data.Type of case,data.Elapsed time,GeoCode,Value
2017/2018,data.Ontario,data.Family cases,data.Unknown,35,0.03
2017/2018,data.Saskatchewan,data.Total cases,data.Less than or equal to 3 months,47,61.65
2017/2018,data.Saskatchewan,data.Total cases,data.Greater than 3 months to 6 months,47,14.5
2017/2018,data.Saskatchewan,data.Total cases,data.Greater than 6 months to 12 months,47,12.1
2017/2018,data.Saskatchewan,data.Total cases,data.Greater than 12 months to 24 months,47,7.26
2017/2018,data.Saskatchewan,data.Total cases,data.Greater than 24 months,47,4.02
2017/2018,data.Saskatchewan,data.Total cases,data.Unknown,47,0.47
2017/2018,data.Saskatchewan,data.General civil cases,data.Less than or equal to 3 months,47,69.08
2017/2018,data.Saskatchewan,data.General civil cases,data.Greater than 3 months to 6 months,47,12.04
2017/2018,data.Saskatchewan,data.General civil cases,data.Greater than 6 months to 12 months,47,9.79
2017/2018,data.Saskatchewan,data.General civil cases,data.Greater than 12 months to 24 months,47,5.6
2017/2018,data.Saskatchewan,data.General civil cases,data.Greater than 24 months,47,3.19
2017/2018,data.Saskatchewan,data.General civil cases,data.Unknown,47,0.3
2017/2018,data.Saskatchewan,data.Family cases,data.Less than or equal to 3 months,47,49.2
2017/2018,data.Saskatchewan,data.Family cases,data.Greater than 3 months to 6 months,47,18.63
2017/2018,data.Saskatchewan,data.Family cases,data.Greater than 6 months to 12 months,47,15.98
2017/2018,data.Saskatchewan,data.Family cases,data.Greater than 12 months to 24 months,47,10.04
2017/2018,data.Saskatchewan,data.Family cases,data.Greater than 24 months,47,5.4
2017/2018,data.Saskatchewan,data.Family cases,data.Unknown,47,0.74
2017/2018,data.Alberta,data.Total cases,data.Less than or equal to 3 months,48,63.5
2017/2018,data.Alberta,data.Total cases,data.Greater than 3 months to 6 months,48,12.3
2017/2018,data.Alberta,data.Total cases,data.Greater than 6 months to 12 months,48,10.55
2017/2018,data.Alberta,data.Total cases,data.Greater than 12 months to 24 months,48,7.75
2017/2018,data.Alberta,data.Total cases,data.Greater than 24 months,48,5.81
2017/2018,data.Alberta,data.Total cases,data.Unknown,48,0.08
2017/2018,data.Alberta,data.General civil cases,data.Less than or equal to 3 months,48,62.97
2017/2018,data.Alberta,data.General civil cases,data.Greater than 3 months to 6 months,48,10.97
2017/2018,data.Alberta,data.General civil cases,data.Greater than 6 months to 12 months,48,10.89
2017/2018,data.Alberta,data.General civil cases,data.Greater than 12 months to 24 months,48,8.28
2017/2018,data.Alberta,data.General civil cases,data.Greater than 24 months,48,6.86
2017/2018,data.Alberta,data.General civil cases,data.Unknown,48,0.03
2017/2018,data.Alberta,data.Family cases,data.Less than or equal to 3 months,48,64.57
2017/2018,data.Alberta,data.Family cases,data.Greater than 3 months to 6 months,48,15.02
2017/2018,data.Alberta,data.Family cases,data.Greater than 6 months to 12 months,48,9.87
2017/2018,data.Alberta,data.Family cases,data.Greater than 12 months to 24 months,48,6.67
2017/2018,data.Alberta,data.Family cases,data.Greater than 24 months,48,3.67
2017/2018,data.Alberta,data.Family cases,data.Unknown,48,0.2
2017/2018,data.British Columbia,data.Total cases,data.Less than or equal to 3 months,59,47.6
2017/2018,data.British Columbia,data.Total cases,data.Greater than 3 months to 6 months,59,20.21
2017/2018,data.British Columbia,data.Total cases,data.Greater than 6 months to 12 months,59,15.68
2017/2018,data.British Columbia,data.Total cases,data.Greater than 12 months to 24 months,59,9.11
2017/2018,data.British Columbia,data.Total cases,data.Greater than 24 months,59,7.26
2017/2018,data.British Columbia,data.Total cases,data.Unknown,59,0.14
2017/2018,data.British Columbia,data.General civil cases,data.Less than or equal to 3 months,59,45.76
2017/2018,data.British Columbia,data.General civil cases,data.Greater than 3 months to 6 months,59,18.58
2017/2018,data.British Columbia,data.General civil cases,data.Greater than 6 months to 12 months,59,17.03
2017/2018,data.British Columbia,data.General civil cases,data.Greater than 12 months to 24 months,59,10.85
2017/2018,data.British Columbia,data.General civil cases,data.Greater than 24 months,59,7.73
2017/2018,data.British Columbia,data.General civil cases,data.Unknown,59,0.05
2017/2018,data.British Columbia,data.Family cases,data.Less than or equal to 3 months,59,50.59
2017/2018,data.British Columbia,data.Family cases,data.Greater than 3 months to 6 months,59,22.87
2017/2018,data.British Columbia,data.Family cases,data.Greater than 6 months to 12 months,59,13.48
2017/2018,data.British Columbia,data.Family cases,data.Greater than 12 months to 24 months,59,6.27
2017/2018,data.British Columbia,data.Family cases,data.Greater than 24 months,59,6.51
2017/2018,data.British Columbia,data.Family cases,data.Unknown,59,0.28
2017/2018,data.Yukon,data.Total cases,data.Less than or equal to 3 months,60,61.95
2017/2018,data.Yukon,data.Total cases,data.Greater than 3 months to 6 months,60,11.06
2017/2018,data.Yukon,data.Total cases,data.Greater than 6 months to 12 months,60,12.39
2017/2018,data.Yukon,data.Total cases,data.Greater than 12 months to 24 months,60,10.18
2017/2018,data.Yukon,data.Total cases,data.Greater than 24 months,60,4.42
2017/2018,data.Yukon,data.Total cases,data.Unknown,60,0.0
2017/2018,data.Yukon,data.General civil cases,data.Less than or equal to 3 months,60,59.25
2017/2018,data.Yukon,data.General civil cases,data.Greater than 3 months to 6 months,60,10.19
2017/2018,data.Yukon,data.General civil cases,data.Greater than 6 months to 12 months,60,14.15
2017/2018,data.Yukon,data.General civil cases,data.Greater than 12 months to 24 months,60,12.08
2017/2018,data.Yukon,data.General civil cases,data.Greater than 24 months,60,4.34
2017/2018,data.Yukon,data.General civil cases,data.Unknown,60,0.0
2017/2018,data.Yukon,data.Family cases,data.Less than or equal to 3 months,60,65.78
2017/2018,data.Yukon,data.Family cases,data.Greater than 3 months to 6 months,60,12.3
2017/2018,data.Yukon,data.Family cases,data.Greater than 6 months to 12 months,60,9.89
2017/2018,data.Yukon,data.Family cases,data.Greater than 12 months to 24 months,60,7.49
2017/2018,data.Yukon,data.Family cases,data.Greater than 24 months,60,4.55
2017/2018,data.Yukon,data.Family cases,data.Unknown,60,0.0
2017/2018,data.Northwest Territories,data.Total cases,data.Less than or equal to 3 months,61,85.91
2017/2018,data.Northwest Territories,data.Total cases,data.Greater than 3 months to 6 months,61,4.38
2017/2018,data.Northwest Territories,data.Total cases,data.Greater than 6 months to 12 months,61,2.33
2017/2018,data.Northwest Territories,data.Total cases,data.Greater than 12 months to 24 months,61,3.83
2017/2018,data.Northwest Territories,data.Total cases,data.Greater than 24 months,61,3.56
2017/2018,data.Northwest Territories,data.Total cases,data.Unknown,61,0.0
2017/2018,data.Northwest Territories,data.General civil cases,data.Less than or equal to 3 months,61,89.82
2017/2018,data.Northwest Territories,data.General civil cases,data.Greater than 3 months to 6 months,61,1.75
2017/2018,data.Northwest Territories,data.General civil cases,data.Greater than 6 months to 12 months,61,1.58
2017/2018,data.Northwest Territories,data.General civil cases,data.Greater than 12 months to 24 months,61,3.33
2017/2018,data.Northwest Territories,data.General civil cases,data.Greater than 24 months,61,3.51
2017/2018,data.Northwest Territories,data.General civil cases,data.Unknown,61,0.0
2017/2018,data.Northwest Territories,data.Family cases,data.Less than or equal to 3 months,61,72.05
2017/2018,data.Northwest Territories,data.Family cases,data.Greater than 3 months to 6 months,61,13.66
2017/2018,data.Northwest Territories,data.Family cases,data.Greater than 6 months to 12 months,61,4.97
2017/2018,data.Northwest Territories,data.Family cases,data.Greater than 12 months to 24 months,61,5.59
2017/2018,data.Northwest Territories,data.Family cases,data.Greater than 24 months,61,3.73
2017/2018,data.Northwest Territories,data.Family cases,data.Unknown,61,0.0
2017/2018,data.Nunavut,data.Total cases,data.Less than or equal to 3 months,62,61.24
2017/2018,data.Nunavut,data.Total cases,data.Greater than 3 months to 6 months,62,14.9
2017/2018,data.Nunavut,data.Total cases,data.Greater than 6 months to 12 months,62,12.55
2017/2018,data.Nunavut,data.Total cases,data.Greater than 12 months to 24 months,62,7.45
2017/2018,data.Nunavut,data.Total cases,data.Greater than 24 months,62,3.86
2017/2018,data.Nunavut,data.Total cases,data.Unknown,62,0.0
2017/2018,data.Nunavut,data.General civil cases,data.Less than or equal to 3 months,62,14.98
2017/2018,data.Nunavut,data.General civil cases,data.Greater than 3 months to 6 months,62,27.13
2017/2018,data.Nunavut,data.General civil cases,data.Greater than 6 months to 12 months,62,30.77
2017/2018,data.Nunavut,data.General civil cases,data.Greater than 12 months to 24 months,62,17.81
2017/2018,data.Nunavut,data.General civil cases,data.Greater than 24 months,62,9.31
2017/2018,data.Nunavut,data.General civil cases,data.Unknown,62,0.0
2017/2018,data.Nunavut,data.Family cases,data.Less than or equal to 3 months,62,85.15
2017/2018,data.Nunavut,data.Family cases,data.Greater than 3 months to 6 months,62,8.58
2017/2018,data.Nunavut,data.Family cases,data.Greater than 6 months to 12 months,62,3.14
2017/2018,data.Nunavut,data.Family cases,data.Greater than 12 months to 24 months,62,2.09
2017/2018,data.Nunavut,data.Family cases,data.Greater than 24 months,62,1.05
2017/2018,data.Nunavut,data.Family cases,data.Unknown,62,0.0
2018/2019,data.Canada,data.Total cases,data.Less than or equal to 3 months,,52.45
2018/2019,data.Canada,data.Total cases,data.Greater than 3 months to 6 months,,16.78
2018/2019,data.Canada,data.Total cases,data.Greater than 6 months to 12 months,,12.08
2018/2019,data.Canada,data.Total cases,data.Greater than 12 months to 24 months,,8.47
2018/2019,data.Canada,data.Total cases,data.Greater than 24 months,,10.13
2018/2019,data.Canada,data.Total cases,data.Unknown,,0.08
2018/2019,data.Canada,data.General civil cases,data.Less than or equal to 3 months,,46.73
2018/2019,data.Canada,data.General civil cases,data.Greater than 3 months to 6 months,,15.66
2018/2019,data.Canada,data.General civil cases,data.Greater than 6 months to 12 months,,13.36
2018/2019,data.Canada,data.General civil cases,data.Greater than 12 months to 24 months,,10.37
2018/2019,data.Canada,data.General civil cases,data.Greater than 24 months,,13.84
2018/2019,data.Canada,data.General civil cases,data.Unknown,,0.04
2018/2019,data.Canada,data.Family cases,data.Less than or equal to 3 months,,62.09
2018/2019,data.Canada,data.Family cases,data.Greater than 3 months to 6 months,,18.67
2018/2019,data.Canada,data.Family cases,data.Greater than 6 months to 12 months,,9.94
2018/2019,data.Canada,data.Family cases,data.Greater than 12 months to 24 months,,5.27
2018/2019,data.Canada,data.Family cases,data.Greater than 24 months,,3.88
2018/2019,data.Canada,data.Family cases,data.Unknown,,0.16
2018/2019,data.Prince Edward Island,data.Total cases,data.Less than or equal to 3 months,11,69.55
2018/2019,data.Prince Edward Island,data.Total cases,data.Greater than 3 months to 6 months,11,12.06
2018/2019,data.Prince Edward Island,data.Total cases,data.Greater than 6 months to 12 months,11,8.78
2018/2019,data.Prince Edward Island,data.Total cases,data.Greater than 12 months to 24 months,11,5.81
2018/2019,data.Prince Edward Island,data.Total cases,data.Greater than 24 months,11,3.68
2018/2019,data.Prince Edward Island,data.Total cases,data.Unknown,11,0.12
2018/2019,data.Prince Edward Island,data.General civil cases,data.Less than or equal to 3 months,11,70.41
2018/2019,data.Prince Edward Island,data.General civil cases,data.Greater than 3 months to 6 months,11,10.54
2018/2019,data.Prince Edward Island,data.General civil cases,data.Greater than 6 months to 12 months,11,8.51
2018/2019,data.Prince Edward Island,data.General civil cases,data.Greater than 12 months to 24 months,11,6.2
2018/2019,data.Prince Edward Island,data.General civil cases,data.Greater than 24 months,11,4.23
2018/2019,data.Prince Edward Island,data.General civil cases,data.Unknown,11,0.11
2018/2019,data.Prince Edward Island,data.Family cases,data.Less than or equal to 3 months,11,67.55
2018/2019,data.Prince Edward Island,data.Family cases,data.Greater than 3 months to 6 months,11,15.63
2018/2019,data.Prince Edward Island,data.Family cases,data.Greater than 6 months to 12 months,11,9.4
2018/2019,data.Prince Edward Island,data.Family cases,data.Greater than 12 months to 24 months,11,4.9
2018/2019,data.Prince Edward Island,data.Family cases,data.Greater than 24 months,11,2.38
2018/2019,data.Prince Edward Island,data.Family cases,data.Unknown,11,0.13
2018/2019,data.Nova Scotia,data.Total cases,data.Less than or equal to 3 months,12,41.99
2018/2019,data.Nova Scotia,data.Total cases,data.Greater than 3 months to 6 months,12,17.13
2018/2019,data.Nova Scotia,data.Total cases,data.Greater than 6 months to 12 months,12,15.09
2018/2019,data.Nova Scotia,data.Total cases,data.Greater than 12 months to 24 months,12,13.08
2018/2019,data.Nova Scotia,data.Total cases,data.Greater than 24 months,12,12.11
2018/2019,data.Nova Scotia,data.Total cases,data.Unknown,12,0.6
2018/2019,data.Nova Scotia,data.General civil cases,data.Less than or equal to 3 months,12,32.42
2018/2019,data.Nova Scotia,data.General civil cases,data.Greater than 3 months to 6 months,12,13.21
2018/2019,data.Nova Scotia,data.General civil cases,data.Greater than 6 months to 12 months,12,16.42
2018/2019,data.Nova Scotia,data.General civil cases,data.Greater than 12 months to 24 months,12,19.02
2018/2019,data.Nova Scotia,data.General civil cases,data.Greater than 24 months,12,18.82
2018/2019,data.Nova Scotia,data.General civil cases,data.Unknown,12,0.1
2018/2019,data.Nova Scotia,data.Family cases,data.Less than or equal to 3 months,12,47.9
2018/2019,data.Nova Scotia,data.Family cases,data.Greater than 3 months to 6 months,12,19.55
2018/2019,data.Nova Scotia,data.Family cases,data.Greater than 6 months to 12 months,12,14.27
2018/2019,data.Nova Scotia,data.Family cases,data.Greater than 12 months to 24 months,12,9.42
2018/2019,data.Nova Scotia,data.Family cases,data.Greater than 24 months,12,7.95
2018/2019,data.Nova Scotia,data.Family cases,data.Unknown,12,0.92
2018/2019,data.New Brunswick,data.Total cases,data.Less than or equal to 3 months,13,54.2
2018/2019,data.New Brunswick,data.Total cases,data.Greater than 3 months to 6 months,13,14.56
2018/2019,data.New Brunswick,data.Total cases,data.Greater than 6 months to 12 months,13,13.05
2018/2019,data.New Brunswick,data.Total cases,data.Greater than 12 months to 24 months,13,8.96
2018/2019,data.New Brunswick,data.Total cases,data.Greater than 24 months,13,8.9
2018/2019,data.New Brunswick,data.Total cases,data.Unknown,13,0.34
2018/2019,data.New Brunswick,data.General civil cases,data.Less than or equal to 3 months,13,47.04
2018/2019,data.New Brunswick,data.General civil cases,data.Greater than 3 months to 6 months,13,15.08
2018/2019,data.New Brunswick,data.General civil cases,data.Greater than 6 months to 12 months,13,16.0
2018/2019,data.New Brunswick,data.General civil cases,data.Greater than 12 months to 24 months,13,11.55
2018/2019,data.New Brunswick,data.General civil cases,data.Greater than 24 months,13,9.79
2018/2019,data.New Brunswick,data.General civil cases,data.Unknown,13,0.54
2018/2019,data.New Brunswick,data.Family cases,data.Less than or equal to 3 months,13,62.52
2018/2019,data.New Brunswick,data.Family cases,data.Greater than 3 months to 6 months,13,13.94
2018/2019,data.New Brunswick,data.Family cases,data.Greater than 6 months to 12 months,13,9.62
2018/2019,data.New Brunswick,data.Family cases,data.Greater than 12 months to 24 months,13,5.94
2018/2019,data.New Brunswick,data.Family cases,data.Greater than 24 months,13,7.88
2018/2019,data.New Brunswick,data.Family cases,data.Unknown,13,0.1
2018/2019,data.Ontario,data.Total cases,data.Less than or equal to 3 months,35,48.15
2018/2019,data.Ontario,data.Total cases,data.Greater than 3 months to 6 months,35,18.45
2018/2019,data.Ontario,data.Total cases,data.Greater than 6 months to 12 months,35,11.48
2018/2019,data.Ontario,data.Total cases,data.Greater than 12 months to 24 months,35,8.43
2018/2019,data.Ontario,data.Total cases,data.Greater than 24 months,35,13.48
2018/2019,data.Ontario,data.Total cases,data.Unknown,35,0.01
2018/2019,data.Ontario,data.General civil cases,data.Less than or equal to 3 months,35,37.42
2018/2019,data.Ontario,data.General civil cases,data.Greater than 3 months to 6 months,35,17.86
2018/2019,data.Ontario,data.General civil cases,data.Greater than 6 months to 12 months,35,13.46
2018/2019,data.Ontario,data.General civil cases,data.Greater than 12 months to 24 months,35,11.21
2018/2019,data.Ontario,data.General civil cases,data.Greater than 24 months,35,20.06
2018/2019,data.Ontario,data.General civil cases,data.Unknown,35,0.0
2018/2019,data.Ontario,data.Family cases,data.Less than or equal to 3 months,35,66.58
2018/2019,data.Ontario,data.Family cases,data.Greater than 3 months to 6 months,35,19.47
2018/2019,data.Ontario,data.Family cases,data.Greater than 6 months to 12 months,35,8.08
2018/2019,data.Ontario,data.Family cases,data.Greater than 12 months to 24 months,35,3.67
2018/2019,data.Ontario,data.Family cases,data.Greater than 24 months,35,2.18
2018/2019,data.Ontario,data.Family cases,data.Unknown,35,0.02
2018/2019,data.Saskatchewan,data.Total cases,data.Less than or equal to 3 months,47,61.9
2018/2019,data.Saskatchewan,data.Total cases,data.Greater than 3 months to 6 months,47,14.67
2018/2019,data.Saskatchewan,data.Total cases,data.Greater than 6 months to 12 months,47,11.82
2018/2019,data.Saskatchewan,data.Total cases,data.Greater than 12 months to 24 months,47,6.91
2018/2019,data.Saskatchewan,data.Total cases,data.Greater than 24 months,47,3.97
2018/2019,data.Saskatchewan,data.Total cases,data.Unknown,47,0.72
2018/2019,data.Saskatchewan,data.General civil cases,data.Less than or equal to 3 months,47,69.25
2018/2019,data.Saskatchewan,data.General civil cases,data.Greater than 3 months to 6 months,47,12.11
2018/2019,data.Saskatchewan,data.General civil cases,data.Greater than 6 months to 12 months,47,9.71
2018/2019,data.Saskatchewan,data.General civil cases,data.Greater than 12 months to 24 months,47,5.32
2018/2019,data.Saskatchewan,data.General civil cases,data.Greater than 24 months,47,3.15
2018/2019,data.Saskatchewan,data.General civil cases,data.Unknown,47,0.47
2018/2019,data.Saskatchewan,data.Family cases,data.Less than or equal to 3 months,47,49.7
2018/2019,data.Saskatchewan,data.Family cases,data.Greater than 3 months to 6 months,47,18.92
2018/2019,data.Saskatchewan,data.Family cases,data.Greater than 6 months to 12 months,47,15.33
2018/2019,data.Saskatchewan,data.Family cases,data.Greater than 12 months to 24 months,47,9.56
2018/2019,data.Saskatchewan,data.Family cases,data.Greater than 24 months,47,5.34
2018/2019,data.Saskatchewan,data.Family cases,data.Unknown,47,1.15
2018/2019,data.Alberta,data.Total cases,data.Less than or equal to 3 months,48,64.41
2018/2019,data.Alberta,data.Total cases,data.Greater than 3 months to 6 months,48,11.73
2018/2019,data.Alberta,data.Total cases,data.Greater than 6 months to 12 months,48,10.48
2018/2019,data.Alberta,data.Total cases,data.Greater than 12 months to 24 months,48,7.53
2018/2019,data.Alberta,data.Total cases,data.Greater than 24 months,48,5.8
2018/2019,data.Alberta,data.Total cases,data.Unknown,48,0.06
2018/2019,data.Alberta,data.General civil cases,data.Less than or equal to 3 months,48,63.35
2018/2019,data.Alberta,data.General civil cases,data.Greater than 3 months to 6 months,48,10.78
2018/2019,data.Alberta,data.General civil cases,data.Greater than 6 months to 12 months,48,10.83
2018/2019,data.Alberta,data.General civil cases,data.Greater than 12 months to 24 months,48,8.1
2018/2019,data.Alberta,data.General civil cases,data.Greater than 24 months,48,6.92
2018/2019,data.Alberta,data.General civil cases,data.Unknown,48,0.02
2018/2019,data.Alberta,data.Family cases,data.Less than or equal to 3 months,48,66.42
2018/2019,data.Alberta,data.Family cases,data.Greater than 3 months to 6 months,48,13.55
2018/2019,data.Alberta,data.Family cases,data.Greater than 6 months to 12 months,48,9.81
2018/2019,data.Alberta,data.Family cases,data.Greater than 12 months to 24 months,48,6.43
2018/2019,data.Alberta,data.Family cases,data.Greater than 24 months,48,3.66
2018/2019,data.Alberta,data.Family cases,data.Unknown,48,0.12
2018/2019,data.British Columbia,data.Total cases,data.Less than or equal to 3 months,59,46.88
2018/2019,data.British Columbia,data.Total cases,data.Greater than 3 months to 6 months,59,19.94
2018/2019,data.British Columbia,data.Total cases,data.Greater than 6 months to 12 months,59,15.57
2018/2019,data.British Columbia,data.Total cases,data.Greater than 12 months to 24 months,59,9.44
2018/2019,data.British Columbia,data.Total cases,data.Greater than 24 months,59,8.05
2018/2019,data.British Columbia,data.Total cases,data.Unknown,59,0.12
2018/2019,data.British Columbia,data.General civil cases,data.Less than or equal to 3 months,59,45.03
2018/2019,data.British Columbia,data.General civil cases,data.Greater than 3 months to 6 months,59,17.84
2018/2019,data.British Columbia,data.General civil cases,data.Greater than 6 months to 12 months,59,17.03
2018/2019,data.British Columbia,data.General civil cases,data.Greater than 12 months to 24 months,59,11.37
2018/2019,data.British Columbia,data.General civil cases,data.Greater than 24 months,59,8.69
2018/2019,data.British Columbia,data.General civil cases,data.Unknown,59,0.04
2018/2019,data.British Columbia,data.Family cases,data.Less than or equal to 3 months,59,49.88
2018/2019,data.British Columbia,data.Family cases,data.Greater than 3 months to 6 months,59,23.35
2018/2019,data.British Columbia,data.Family cases,data.Greater than 6 months to 12 months,59,13.19
2018/2019,data.British Columbia,data.Family cases,data.Greater than 12 months to 24 months,59,6.31
2018/2019,data.British Columbia,data.Family cases,data.Greater than 24 months,59,7.01
2018/2019,data.British Columbia,data.Family cases,data.Unknown,59,0.25
2018/2019,data.Yukon,data.Total cases,data.Less than or equal to 3 months,60,57.28
2018/2019,data.Yukon,data.Total cases,data.Greater than 3 months to 6 months,60,14.79
2018/2019,data.Yukon,data.Total cases,data.Greater than 6 months to 12 months,60,12.92
2018/2019,data.Yukon,data.Total cases,data.Greater than 12 months to 24 months,60,9.31
2018/2019,data.Yukon,data.Total cases,data.Greater than 24 months,60,5.7
2018/2019,data.Yukon,data.Total cases,data.Unknown,60,0.0
2018/2019,data.Yukon,data.General civil cases,data.Less than or equal to 3 months,60,57.6
2018/2019,data.Yukon,data.General civil cases,data.Greater than 3 months to 6 months,60,12.2
2018/2019,data.Yukon,data.General civil cases,data.Greater than 6 months to 12 months,60,13.51
2018/2019,data.Yukon,data.General civil cases,data.Greater than 12 months to 24 months,60,10.51
2018/2019,data.Yukon,data.General civil cases,data.Greater than 24 months,60,6.19
2018/2019,data.Yukon,data.General civil cases,data.Unknown,60,0.0
2018/2019,data.Yukon,data.Family cases,data.Less than or equal to 3 months,60,56.84
2018/2019,data.Yukon,data.Family cases,data.Greater than 3 months to 6 months,60,18.42
2018/2019,data.Yukon,data.Family cases,data.Greater than 6 months to 12 months,60,12.11
2018/2019,data.Yukon,data.Family cases,data.Greater than 12 months to 24 months,60,7.63
2018/2019,data.Yukon,data.Family cases,data.Greater than 24 months,60,5.0
2018/2019,data.Yukon,data.Family cases,data.Unknown,60,0.0
2018/2019,data.Northwest Territories,data.Total cases,data.Less than or equal to 3 months,61,89.49
2018/2019,data.Northwest Territories,data.Total cases,data.Greater than 3 months to 6 months,61,3.5
2018/2019,data.Northwest Territories,data.Total cases,data.Greater than 6 months to 12 months,61,3.04
2018/2019,data.Northwest Territories,data.Total cases,data.Greater than 12 months to 24 months,61,1.64
2018/2019,data.Northwest Territories,data.Total cases,data.Greater than 24 months,61,2.22
2018/2019,data.Northwest Territories,data.Total cases,data.Unknown,61,0.12
2018/2019,data.Northwest Territories,data.General civil cases,data.Less than or equal to 3 months,61,93.54
2018/2019,data.Northwest Territories,data.General civil cases,data.Greater than 3 months to 6 months,61,1.62
2018/2019,data.Northwest Territories,data.General civil cases,data.Greater than 6 months to 12 months,61,1.62
2018/2019,data.Northwest Territories,data.General civil cases,data.Greater than 12 months to 24 months,61,1.03
2018/2019,data.Northwest Territories,data.General civil cases,data.Greater than 24 months,61,2.06
2018/2019,data.Northwest Territories,data.General civil cases,data.Unknown,61,0.15
2018/2019,data.Northwest Territories,data.Family cases,data.Less than or equal to 3 months,61,73.71
2018/2019,data.Northwest Territories,data.Family cases,data.Greater than 3 months to 6 months,61,10.86
2018/2019,data.Northwest Territories,data.Family cases,data.Greater than 6 months to 12 months,61,8.57
2018/2019,data.Northwest Territories,data.Family cases,data.Greater than 12 months to 24 months,61,4.0
2018/2019,data.Northwest Territories,data.Family cases,data.Greater than 24 months,61,2.86
2018/2019,data.Northwest Territories,data.Family cases,data.Unknown,61,0.0
2018/2019,data.Nunavut,data.Total cases,data.Less than or equal to 3 months,62,67.41
2018/2019,data.Nunavut,data.Total cases,data.Greater than 3 months to 6 months,62,10.57
2018/2019,data.Nunavut,data.Total cases,data.Greater than 6 months to 12 months,62,7.96
2018/2019,data.Nunavut,data.Total cases,data.Greater than 12 months to 24 months,62,9.08
2018/2019,data.Nunavut,data.Total cases,data.Greater than 24 months,62,4.98
2018/2019,data.Nunavut,data.Total cases,data.Unknown,62,0.0
2018/2019,data.Nunavut,data.General civil cases,data.Less than or equal to 3 months,62,25.0
2018/2019,data.Nunavut,data.General civil cases,data.Greater than 3 months to 6 months,62,14.83
2018/2019,data.Nunavut,data.General civil cases,data.Greater than 6 months to 12 months,62,19.07
2018/2019,data.Nunavut,data.General civil cases,data.Greater than 12 months to 24 months,62,25.85
2018/2019,data.Nunavut,data.General civil cases,data.Greater than 24 months,62,15.25
2018/2019,data.Nunavut,data.General civil cases,data.Unknown,62,0.0
2018/2019,data.Nunavut,data.Family cases,data.Less than or equal to 3 months,62,85.04
2018/2019,data.Nunavut,data.Family cases,data.Greater than 3 months to 6 months,62,8.8
2018/2019,data.Nunavut,data.Family cases,data.Greater than 6 months to 12 months,62,3.35
2018/2019,data.Nunavut,data.Family cases,data.Greater than 12 months to 24 months,62,2.11
2018/2019,data.Nunavut,data.Family cases,data.Greater than 24 months,62,0.7
2018/2019,data.Nunavut,data.Family cases,data.Unknown,62,0.0
2019/2020,data.Canada,data.Total cases,data.Less than or equal to 3 months,,51.97
2019/2020,data.Canada,data.Total cases,data.Greater than 3 months to 6 months,,16.55
2019/2020,data.Canada,data.Total cases,data.Greater than 6 months to 12 months,,12.03
2019/2020,data.Canada,data.Total cases,data.Greater than 12 months to 24 months,,8.55
2019/2020,data.Canada,data.Total cases,data.Greater than 24 months,,10.82
2019/2020,data.Canada,data.Total cases,data.Unknown,,0.07
2019/2020,data.Canada,data.General civil cases,data.Less than or equal to 3 months,,46.14
2019/2020,data.Canada,data.General civil cases,data.Greater than 3 months to 6 months,,15.27
2019/2020,data.Canada,data.General civil cases,data.Greater than 6 months to 12 months,,13.2
2019/2020,data.Canada,data.General civil cases,data.Greater than 12 months to 24 months,,10.49
2019/2020,data.Canada,data.General civil cases,data.Greater than 24 months,,14.88
2019/2020,data.Canada,data.General civil cases,data.Unknown,,0.03
2019/2020,data.Canada,data.Family cases,data.Less than or equal to 3 months,,62.24
2019/2020,data.Canada,data.Family cases,data.Greater than 3 months to 6 months,,18.8
2019/2020,data.Canada,data.Family cases,data.Greater than 6 months to 12 months,,9.98
2019/2020,data.Canada,data.Family cases,data.Greater than 12 months to 24 months,,5.14
2019/2020,data.Canada,data.Family cases,data.Greater than 24 months,,3.68
2019/2020,data.Canada,data.Family cases,data.Unknown,,0.15
2019/2020,data.Prince Edward Island,data.Total cases,data.Less than or equal to 3 months,11,68.42
2019/2020,data.Prince Edward Island,data.Total cases,data.Greater than 3 months to 6 months,11,12.49
2019/2020,data.Prince Edward Island,data.Total cases,data.Greater than 6 months to 12 months,11,8.49
2019/2020,data.Prince Edward Island,data.Total cases,data.Greater than 12 months to 24 months,11,6.63
2019/2020,data.Prince Edward Island,data.Total cases,data.Greater than 24 months,11,3.92
2019/2020,data.Prince Edward Island,data.Total cases,data.Unknown,11,0.04
2019/2020,data.Prince Edward Island,data.General civil cases,data.Less than or equal to 3 months,11,69.27
2019/2020,data.Prince Edward Island,data.General civil cases,data.Greater than 3 months to 6 months,11,10.84
2019/2020,data.Prince Edward Island,data.General civil cases,data.Greater than 6 months to 12 months,11,7.62
2019/2020,data.Prince Edward Island,data.General civil cases,data.Greater than 12 months to 24 months,11,7.62
2019/2020,data.Prince Edward Island,data.General civil cases,data.Greater than 24 months,11,4.59
2019/2020,data.Prince Edward Island,data.General civil cases,data.Unknown,11,0.06
2019/2020,data.Prince Edward Island,data.Family cases,data.Less than or equal to 3 months,11,66.62
2019/2020,data.Prince Edward Island,data.Family cases,data.Greater than 3 months to 6 months,11,15.99
2019/2020,data.Prince Edward Island,data.Family cases,data.Greater than 6 months to 12 months,11,10.33
