Year,data.Geography,GeoCode,data.Economic family type,data.Household food security status,Value
2018,data.New Brunswick,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",13.2
2019,data.New Brunswick,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",
2020,data.New Brunswick,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",10.9
2018,data.New Brunswick,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",9.9
2019,data.New Brunswick,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",12.7
2020,data.New Brunswick,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",14.7
2018,data.New Brunswick,,data.Non-elderly females not in an economic family,data.Food secure,71.7
2019,data.New Brunswick,,data.Non-elderly females not in an economic family,data.Food secure,75.7
2020,data.New Brunswick,,data.Non-elderly females not in an economic family,data.Food secure,69.2
2018,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",6.6
2019,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",
2020,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",
2018,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",21.8
2019,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",19.3
2020,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",25.5
2018,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",11.9
2019,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",
2020,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",12.3
2018,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",9.9
2019,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",
2020,data.New Brunswick,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",13.2
2018,data.Quebec,,data.All persons,data.Food secure,85.6
2019,data.Quebec,,data.All persons,data.Food secure,89.1
2020,data.Quebec,,data.All persons,data.Food secure,87.3
2018,data.Quebec,,data.All persons,"data.Food insecure, marginal",5.2
2019,data.Quebec,,data.All persons,"data.Food insecure, marginal",3.8
2020,data.Quebec,,data.All persons,"data.Food insecure, marginal",4.1
2018,data.Quebec,24,data.All persons,"data.Food insecure, moderate or severe",9.2
2019,data.Quebec,24,data.All persons,"data.Food insecure, moderate or severe",7.1
2020,data.Quebec,24,data.All persons,"data.Food insecure, moderate or severe",8.6
2018,data.Quebec,,data.All persons,"data.Food insecure, moderate",7.0
2019,data.Quebec,,data.All persons,"data.Food insecure, moderate",5.2
2020,data.Quebec,,data.All persons,"data.Food insecure, moderate",6.4
2018,data.Quebec,,data.All persons,"data.Food insecure, severe",2.2
2019,data.Quebec,,data.All persons,"data.Food insecure, severe",2.0
2020,data.Quebec,,data.All persons,"data.Food insecure, severe",2.2
2018,data.Quebec,,data.Persons in economic families,data.Food secure,86.3
2019,data.Quebec,,data.Persons in economic families,data.Food secure,90.3
2020,data.Quebec,,data.Persons in economic families,data.Food secure,88.3
2018,data.Quebec,,data.Persons in economic families,"data.Food insecure, marginal",5.4
2019,data.Quebec,,data.Persons in economic families,"data.Food insecure, marginal",3.4
2020,data.Quebec,,data.Persons in economic families,"data.Food insecure, marginal",4.1
2018,data.Quebec,,data.Persons in economic families,"data.Food insecure, moderate or severe",8.3
2019,data.Quebec,,data.Persons in economic families,"data.Food insecure, moderate or severe",6.2
2020,data.Quebec,,data.Persons in economic families,"data.Food insecure, moderate or severe",7.6
2018,data.Quebec,,data.Persons in economic families,"data.Food insecure, moderate",6.7
2019,data.Quebec,,data.Persons in economic families,"data.Food insecure, moderate",4.7
2020,data.Quebec,,data.Persons in economic families,"data.Food insecure, moderate",5.9
2018,data.Quebec,,data.Persons in economic families,"data.Food insecure, severe",1.7
2019,data.Quebec,,data.Persons in economic families,"data.Food insecure, severe",1.5
2020,data.Quebec,,data.Persons in economic families,"data.Food insecure, severe",1.6
2018,data.Quebec,,data.Persons in elderly families,data.Food secure,94.5
2019,data.Quebec,,data.Persons in elderly families,data.Food secure,96.0
2020,data.Quebec,,data.Persons in elderly families,data.Food secure,92.5
2018,data.Quebec,,data.Persons in elderly families,"data.Food insecure, marginal",2.9
2019,data.Quebec,,data.Persons in elderly families,"data.Food insecure, marginal",2.2
2020,data.Quebec,,data.Persons in elderly families,"data.Food insecure, marginal",3.0
2018,data.Quebec,,data.Persons in elderly families,"data.Food insecure, moderate or severe",2.6
2019,data.Quebec,,data.Persons in elderly families,"data.Food insecure, moderate or severe",1.7
2020,data.Quebec,,data.Persons in elderly families,"data.Food insecure, moderate or severe",4.4
2018,data.Quebec,,data.Persons in elderly families,"data.Food insecure, moderate",
2019,data.Quebec,,data.Persons in elderly families,"data.Food insecure, moderate",1.4
2020,data.Quebec,,data.Persons in elderly families,"data.Food insecure, moderate",3.8
2018,data.Quebec,,data.Persons in elderly families,"data.Food insecure, severe",
2019,data.Quebec,,data.Persons in elderly families,"data.Food insecure, severe",
2020,data.Quebec,,data.Persons in elderly families,"data.Food insecure, severe",
2018,data.Quebec,,data.Persons in elderly couples,data.Food secure,95.6
2019,data.Quebec,,data.Persons in elderly couples,data.Food secure,96.3
2020,data.Quebec,,data.Persons in elderly couples,data.Food secure,96.0
2018,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, marginal",2.3
2019,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, marginal",2.7
2020,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, marginal",1.5
2018,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",2.1
2019,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",1.1
2020,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",2.4
2018,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, moderate",
2019,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, moderate",
2020,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, moderate",2.1
2018,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, severe",
2019,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,data.Quebec,,data.Persons in elderly couples,"data.Food insecure, severe",
2018,data.Quebec,,data.Persons in other elderly families,data.Food secure,91.2
2019,data.Quebec,,data.Persons in other elderly families,data.Food secure,95.2
2020,data.Quebec,,data.Persons in other elderly families,data.Food secure,79.7
2018,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, marginal",
2019,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, marginal",
2018,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2019,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2020,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2018,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, moderate",
2019,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, moderate",
2018,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,data.Quebec,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,data.Quebec,,data.Persons in non-elderly families,data.Food secure,84.7
2019,data.Quebec,,data.Persons in non-elderly families,data.Food secure,89.4
2020,data.Quebec,,data.Persons in non-elderly families,data.Food secure,87.6
2018,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.9
2019,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, marginal",3.6
2020,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, marginal",4.3
2018,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",9.4
2019,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",7.0
2020,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",8.2
2018,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, moderate",7.6
2019,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, moderate",5.3
2020,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, moderate",6.3
2018,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, severe",1.8
2019,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, severe",1.7
2020,data.Quebec,,data.Persons in non-elderly families,"data.Food insecure, severe",1.8
2018,data.Quebec,,data.Persons in couples,data.Food secure,91.0
2019,data.Quebec,,data.Persons in couples,data.Food secure,92.8
2020,data.Quebec,,data.Persons in couples,data.Food secure,93.2
2018,data.Quebec,,data.Persons in couples,"data.Food insecure, marginal",3.1
2019,data.Quebec,,data.Persons in couples,"data.Food insecure, marginal",3.6
2020,data.Quebec,,data.Persons in couples,"data.Food insecure, marginal",2.1
2018,data.Quebec,,data.Persons in couples,"data.Food insecure, moderate or severe",5.9
2019,data.Quebec,,data.Persons in couples,"data.Food insecure, moderate or severe",3.6
2020,data.Quebec,,data.Persons in couples,"data.Food insecure, moderate or severe",4.7
2018,data.Quebec,,data.Persons in couples,"data.Food insecure, moderate",3.9
2019,data.Quebec,,data.Persons in couples,"data.Food insecure, moderate",3.1
2020,data.Quebec,,data.Persons in couples,"data.Food insecure, moderate",2.8
2018,data.Quebec,,data.Persons in couples,"data.Food insecure, severe",2.0
2019,data.Quebec,,data.Persons in couples,"data.Food insecure, severe",
2020,data.Quebec,,data.Persons in couples,"data.Food insecure, severe",1.9
2018,data.Quebec,,data.Persons in couple families with children,data.Food secure,83.5
2019,data.Quebec,,data.Persons in couple families with children,data.Food secure,89.9
2020,data.Quebec,,data.Persons in couple families with children,data.Food secure,86.8
2018,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, marginal",7.7
2019,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, marginal",4.1
2020,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, marginal",5.4
2018,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",8.7
2019,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",6.0
2020,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",7.8
2018,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, moderate",7.6
2019,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, moderate",5.1
2020,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, moderate",6.3
2018,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, severe",
2019,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, severe",
2020,data.Quebec,,data.Persons in couple families with children,"data.Food insecure, severe",1.5
2018,data.Quebec,,data.Persons in couple families with other relatives,data.Food secure,92.2
2019,data.Quebec,,data.Persons in couple families with other relatives,data.Food secure,94.5
2020,data.Quebec,,data.Persons in couple families with other relatives,data.Food secure,91.9
2018,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2019,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2020,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2018,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2019,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2020,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2018,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2019,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2020,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2018,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2019,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,data.Quebec,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2018,data.Quebec,,data.Persons in lone-parent families,data.Food secure,58.9
2019,data.Quebec,,data.Persons in lone-parent families,data.Food secure,73.0
2020,data.Quebec,,data.Persons in lone-parent families,data.Food secure,78.6
2018,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, marginal",
2019,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, marginal",
2020,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, marginal",4.8
2018,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",32.5
2019,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",21.6
2020,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",16.6
2018,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, moderate",25.4
2019,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, moderate",13.6
2020,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, moderate",11.6
2018,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, severe",
2019,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, severe",
2020,data.Quebec,,data.Persons in lone-parent families,"data.Food insecure, severe",5.0
2018,data.Quebec,,data.Persons in male lone-parent families,data.Food secure,83.1
2019,data.Quebec,,data.Persons in male lone-parent families,data.Food secure,78.4
2020,data.Quebec,,data.Persons in male lone-parent families,data.Food secure,89.1
2018,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2019,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2019,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2020,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2018,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,data.Quebec,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,data.Quebec,,data.Persons in female lone-parent families,data.Food secure,54.4
2019,data.Quebec,,data.Persons in female lone-parent families,data.Food secure,70.9
2020,data.Quebec,,data.Persons in female lone-parent families,data.Food secure,75.6
2018,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2019,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2020,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, marginal",5.0
2018,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",36.1
2019,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",26.4
2020,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",19.4
2018,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, moderate",28.0
2019,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, moderate",17.1
2020,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, moderate",13.0
2018,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2019,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2020,data.Quebec,,data.Persons in female lone-parent families,"data.Food insecure, severe",6.4
2018,data.Quebec,,data.Persons in other non-elderly families,data.Food secure,82.9
2019,data.Quebec,,data.Persons in other non-elderly families,data.Food secure,83.3
2020,data.Quebec,,data.Persons in other non-elderly families,data.Food secure,82.1
2018,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2019,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2020,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2018,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",12.1
2019,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",14.6
2020,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",13.2
2018,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, moderate",8.3
2019,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, moderate",9.7
2020,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, moderate",10.4
2018,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2019,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2020,data.Quebec,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2018,data.Quebec,,data.Persons not in an economic family,data.Food secure,82.9
2019,data.Quebec,,data.Persons not in an economic family,data.Food secure,83.9
2020,data.Quebec,,data.Persons not in an economic family,data.Food secure,83.2
2018,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, marginal",4.3
2019,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, marginal",5.2
2020,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, marginal",4.2
2018,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",12.8
2019,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",10.8
2020,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",12.6
2018,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, moderate",8.3
2019,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, moderate",7.0
2020,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, moderate",8.2
2018,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, severe",4.5
2019,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, severe",3.8
2020,data.Quebec,,data.Persons not in an economic family,"data.Food insecure, severe",4.5
2018,data.Quebec,,data.Elderly persons not in an economic family,data.Food secure,92.8
2019,data.Quebec,,data.Elderly persons not in an economic family,data.Food secure,92.6
2020,data.Quebec,,data.Elderly persons not in an economic family,data.Food secure,91.1
2018,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",2.6
2019,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",3.2
2020,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",3.3
2018,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",4.6
2019,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",4.2
2020,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",5.6
2018,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",3.3
2019,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",3.3
2020,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",3.7
2018,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2019,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2020,data.Quebec,,data.Elderly persons not in an economic family,"data.Food insecure, severe",1.9
2018,data.Quebec,,data.Elderly males not in an economic family,data.Food secure,91.2
2019,data.Quebec,,data.Elderly males not in an economic family,data.Food secure,93.3
2020,data.Quebec,,data.Elderly males not in an economic family,data.Food secure,89.8
2018,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2019,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, marginal",3.4
2018,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",6.7
2019,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",
2020,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",6.8
2018,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2019,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2020,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, moderate",4.8
2018,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2019,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2020,data.Quebec,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2018,data.Quebec,,data.Elderly females not in an economic family,data.Food secure,93.6
2019,data.Quebec,,data.Elderly females not in an economic family,data.Food secure,92.2
2020,data.Quebec,,data.Elderly females not in an economic family,data.Food secure,92.0
2018,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, marginal",2.8
2019,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, marginal",3.7
2020,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, marginal",3.2
2018,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",3.6
2019,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",4.1
2020,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",4.9
2018,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, moderate",2.7
2019,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, moderate",3.0
2020,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, moderate",3.0
2018,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2019,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2020,data.Quebec,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2018,data.Quebec,,data.Non-elderly persons not in an economic family,data.Food secure,78.0
2019,data.Quebec,,data.Non-elderly persons not in an economic family,data.Food secure,79.1
2020,data.Quebec,,data.Non-elderly persons not in an economic family,data.Food secure,78.8
2018,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",5.1
2019,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.4
2020,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",4.7
2018,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",16.9
2019,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",14.5
2020,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",16.5
2018,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.8
2019,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",9.0
2020,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.6
2018,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",6.1
2019,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",5.5
2020,data.Quebec,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",5.9
2018,data.Quebec,,data.Non-elderly males not in an economic family,data.Food secure,79.3
2019,data.Quebec,,data.Non-elderly males not in an economic family,data.Food secure,81.0
2020,data.Quebec,,data.Non-elderly males not in an economic family,data.Food secure,78.1
2018,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",5.3
2019,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",4.7
2020,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",5.3
2018,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",15.4
2019,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",14.3
2020,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",16.6
2018,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",9.4
2019,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",10.3
2020,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",10.5
2018,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",6.0
2019,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",4.0
2020,data.Quebec,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",6.1
2018,data.Quebec,,data.Non-elderly females not in an economic family,data.Food secure,76.2
2019,data.Quebec,,data.Non-elderly females not in an economic family,data.Food secure,76.7
2020,data.Quebec,,data.Non-elderly females not in an economic family,data.Food secure,79.6
2018,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",4.8
2019,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",8.6
2020,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",4.0
2018,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",18.9
2019,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",14.7
2020,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",16.4
2018,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",12.7
2019,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",7.4
2020,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",10.8
2018,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",6.2
2019,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",7.3
2020,data.Quebec,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",5.5
2018,data.Ontario,,data.All persons,data.Food secure,83.0
2019,data.Ontario,,data.All persons,data.Food secure,82.7
2020,data.Ontario,,data.All persons,data.Food secure,83.9
2018,data.Ontario,,data.All persons,"data.Food insecure, marginal",5.2
2019,data.Ontario,,data.All persons,"data.Food insecure, marginal",5.8
2020,data.Ontario,,data.All persons,"data.Food insecure, marginal",4.6
2018,data.Ontario,35,data.All persons,"data.Food insecure, moderate or severe",11.8
2019,data.Ontario,35,data.All persons,"data.Food insecure, moderate or severe",11.5
2020,data.Ontario,35,data.All persons,"data.Food insecure, moderate or severe",11.5
2018,data.Ontario,,data.All persons,"data.Food insecure, moderate",8.3
2019,data.Ontario,,data.All persons,"data.Food insecure, moderate",8.0
2020,data.Ontario,,data.All persons,"data.Food insecure, moderate",7.6
2018,data.Ontario,,data.All persons,"data.Food insecure, severe",3.5
2019,data.Ontario,,data.All persons,"data.Food insecure, severe",3.5
2020,data.Ontario,,data.All persons,"data.Food insecure, severe",3.9
2018,data.Ontario,,data.Persons in economic families,data.Food secure,83.4
2019,data.Ontario,,data.Persons in economic families,data.Food secure,83.0
2020,data.Ontario,,data.Persons in economic families,data.Food secure,84.3
2018,data.Ontario,,data.Persons in economic families,"data.Food insecure, marginal",5.2
2019,data.Ontario,,data.Persons in economic families,"data.Food insecure, marginal",6.0
2020,data.Ontario,,data.Persons in economic families,"data.Food insecure, marginal",4.7
2018,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate or severe",11.4
2019,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate or severe",11.0
2020,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate or severe",11.0
2018,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate",8.4
2019,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate",7.9
2020,data.Ontario,,data.Persons in economic families,"data.Food insecure, moderate",7.4
2018,data.Ontario,,data.Persons in economic families,"data.Food insecure, severe",3.0
2019,data.Ontario,,data.Persons in economic families,"data.Food insecure, severe",3.1
2020,data.Ontario,,data.Persons in economic families,"data.Food insecure, severe",3.6
2018,data.Ontario,,data.Persons in elderly families,data.Food secure,92.6
2019,data.Ontario,,data.Persons in elderly families,data.Food secure,90.9
2020,data.Ontario,,data.Persons in elderly families,data.Food secure,92.1
2018,data.Ontario,,data.Persons in elderly families,"data.Food insecure, marginal",2.9
