Year,Geography,Economic family type,GeoCode,Value
2018,"Vancouver, British Columbia",Elderly families,,80400.0
2018,"Vancouver, British Columbia",Elderly couples,,77300.0
2018,"Vancouver, British Columbia",Other elderly families,,104300.0
2018,"Vancouver, British Columbia",Non-elderly families,,112800.0
2018,"Vancouver, British Columbia",Couples,,99100.0
2018,"Vancouver, British Columbia",Couples with children,,125500.0
2018,"Vancouver, British Columbia",Couples with other relatives,,136600.0
2018,"Vancouver, British Columbia",Lone-parent families,,80300.0
2018,"Vancouver, British Columbia",Male lone-parent families,,
2018,"Vancouver, British Columbia",Female lone-parent families,,80300.0
2018,"Vancouver, British Columbia",Other non-elderly families,,81400.0
2018,"Vancouver, British Columbia",Persons not in an economic family,,39000.0
2018,"Vancouver, British Columbia",Elderly persons not in an economic family,,39600.0
2018,"Vancouver, British Columbia",Elderly males not in an economic family,,38900.0
2018,"Vancouver, British Columbia",Elderly females not in an economic family,,40100.0
2018,"Vancouver, British Columbia",Non-elderly persons not in an economic family,,39000.0
2018,"Vancouver, British Columbia",Non-elderly males not in an economic family,,39900.0
2018,"Vancouver, British Columbia",Non-elderly females not in an economic family,,37800.0
2019,Canada,Economic families,,96500.0
2019,Canada,Elderly families,,70800.0
2019,Canada,Elderly couples,,69500.0
2019,Canada,Other elderly families,,74500.0
2019,Canada,Non-elderly families,,104400.0
2019,Canada,Couples,,90000.0
2019,Canada,Couples with children,,116700.0
2019,Canada,Couples with other relatives,,150200.0
2019,Canada,Lone-parent families,,65000.0
2019,Canada,Male lone-parent families,,75600.0
2019,Canada,Female lone-parent families,,61400.0
2019,Canada,Other non-elderly families,,87100.0
2019,Canada,Persons not in an economic family,,35500.0
2019,Canada,Elderly persons not in an economic family,,32600.0
2019,Canada,Elderly males not in an economic family,,34600.0
2019,Canada,Elderly females not in an economic family,,31600.0
2019,Canada,Non-elderly persons not in an economic family,,37300.0
2019,Canada,Non-elderly males not in an economic family,,39800.0
2019,Canada,Non-elderly females not in an economic family,,35100.0
2019,Atlantic provinces,Economic families and persons not in an economic family,,60400.0
2019,Atlantic provinces,Economic families,,82000.0
2019,Atlantic provinces,Elderly families,,62800.0
2019,Atlantic provinces,Elderly couples,,62200.0
2019,Atlantic provinces,Other elderly families,,69800.0
2019,Atlantic provinces,Non-elderly families,,89300.0
2019,Atlantic provinces,Couples,,83100.0
2019,Atlantic provinces,Couples with children,,102300.0
2019,Atlantic provinces,Couples with other relatives,,130600.0
2019,Atlantic provinces,Lone-parent families,,59700.0
2019,Atlantic provinces,Male lone-parent families,,63400.0
2019,Atlantic provinces,Female lone-parent families,,56400.0
2019,Atlantic provinces,Other non-elderly families,,75600.0
2019,Atlantic provinces,Persons not in an economic family,,31900.0
2019,Atlantic provinces,Elderly persons not in an economic family,,29600.0
2019,Atlantic provinces,Elderly males not in an economic family,,30700.0
2019,Atlantic provinces,Elderly females not in an economic family,,28600.0
2019,Atlantic provinces,Non-elderly persons not in an economic family,,33500.0
2019,Atlantic provinces,Non-elderly males not in an economic family,,34500.0
2019,Atlantic provinces,Non-elderly females not in an economic family,,31600.0
2019,Newfoundland and Labrador,Economic families and persons not in an economic family,10,61700.0
2019,Newfoundland and Labrador,Economic families,10,81800.0
2019,Newfoundland and Labrador,Elderly families,10,53400.0
2019,Newfoundland and Labrador,Elderly couples,10,51100.0
2019,Newfoundland and Labrador,Other elderly families,10,77300.0
2019,Newfoundland and Labrador,Non-elderly families,10,92200.0
2019,Newfoundland and Labrador,Couples,10,84500.0
2019,Newfoundland and Labrador,Couples with children,10,106000.0
2019,Newfoundland and Labrador,Couples with other relatives,10,131400.0
2019,Newfoundland and Labrador,Lone-parent families,10,51500.0
2019,Newfoundland and Labrador,Male lone-parent families,10,
2019,Newfoundland and Labrador,Female lone-parent families,10,50600.0
2019,Newfoundland and Labrador,Other non-elderly families,10,60900.0
2019,Newfoundland and Labrador,Persons not in an economic family,10,33400.0
2019,Newfoundland and Labrador,Elderly persons not in an economic family,10,28600.0
2019,Newfoundland and Labrador,Elderly males not in an economic family,10,28800.0
2019,Newfoundland and Labrador,Elderly females not in an economic family,10,28500.0
2019,Newfoundland and Labrador,Non-elderly persons not in an economic family,10,37500.0
2019,Newfoundland and Labrador,Non-elderly males not in an economic family,10,38500.0
2019,Newfoundland and Labrador,Non-elderly females not in an economic family,10,35300.0
2019,Prince Edward Island,Economic families and persons not in an economic family,11,63100.0
2019,Prince Edward Island,Economic families,11,84800.0
2019,Prince Edward Island,Elderly families,11,64600.0
2019,Prince Edward Island,Elderly couples,11,63500.0
2019,Prince Edward Island,Other elderly families,11,86900.0
2019,Prince Edward Island,Non-elderly families,11,89500.0
2019,Prince Edward Island,Couples,11,84800.0
2019,Prince Edward Island,Couples with children,11,100400.0
2019,Prince Edward Island,Couples with other relatives,11,132300.0
2019,Prince Edward Island,Lone-parent families,11,57800.0
2019,Prince Edward Island,Male lone-parent families,11,
2019,Prince Edward Island,Female lone-parent families,11,57800.0
2019,Prince Edward Island,Other non-elderly families,11,75100.0
2019,Prince Edward Island,Persons not in an economic family,11,32100.0
2019,Prince Edward Island,Elderly persons not in an economic family,11,36800.0
2019,Prince Edward Island,Elderly males not in an economic family,11,38700.0
2019,Prince Edward Island,Elderly females not in an economic family,11,36800.0
2019,Prince Edward Island,Non-elderly persons not in an economic family,11,29400.0
2019,Prince Edward Island,Non-elderly males not in an economic family,11,30400.0
2019,Prince Edward Island,Non-elderly females not in an economic family,11,28600.0
2019,Nova Scotia,Economic families and persons not in an economic family,12,58800.0
2019,Nova Scotia,Economic families,12,83500.0
2019,Nova Scotia,Elderly families,12,66300.0
2019,Nova Scotia,Elderly couples,12,65700.0
2019,Nova Scotia,Other elderly families,12,70400.0
2019,Nova Scotia,Non-elderly families,12,91300.0
2019,Nova Scotia,Couples,12,85900.0
2019,Nova Scotia,Couples with children,12,103700.0
2019,Nova Scotia,Couples with other relatives,12,130600.0
2019,Nova Scotia,Lone-parent families,12,64600.0
2019,Nova Scotia,Male lone-parent families,12,
2019,Nova Scotia,Female lone-parent families,12,63900.0
2019,Nova Scotia,Other non-elderly families,12,78400.0
2019,Nova Scotia,Persons not in an economic family,12,31500.0
2019,Nova Scotia,Elderly persons not in an economic family,12,30200.0
2019,Nova Scotia,Elderly males not in an economic family,12,34100.0
2019,Nova Scotia,Elderly females not in an economic family,12,28200.0
2019,Nova Scotia,Non-elderly persons not in an economic family,12,32200.0
2019,Nova Scotia,Non-elderly males not in an economic family,12,34000.0
2019,Nova Scotia,Non-elderly females not in an economic family,12,30800.0
2019,New Brunswick,Economic families and persons not in an economic family,13,60500.0
2019,New Brunswick,Economic families,13,80800.0
2019,New Brunswick,Elderly families,13,64300.0
2019,New Brunswick,Elderly couples,13,64300.0
2019,New Brunswick,Other elderly families,13,64200.0
2019,New Brunswick,Non-elderly families,13,86500.0
2019,New Brunswick,Couples,13,81200.0
2019,New Brunswick,Couples with children,13,101400.0
2019,New Brunswick,Couples with other relatives,13,130300.0
2019,New Brunswick,Lone-parent families,13,55700.0
2019,New Brunswick,Male lone-parent families,13,
2019,New Brunswick,Female lone-parent families,13,52800.0
2019,New Brunswick,Other non-elderly families,13,77400.0
2019,New Brunswick,Persons not in an economic family,13,31900.0
2019,New Brunswick,Elderly persons not in an economic family,13,29100.0
2019,New Brunswick,Elderly males not in an economic family,13,29100.0
2019,New Brunswick,Elderly females not in an economic family,13,29100.0
2019,New Brunswick,Non-elderly persons not in an economic family,13,34500.0
2019,New Brunswick,Non-elderly males not in an economic family,13,35200.0
2019,New Brunswick,Non-elderly females not in an economic family,13,33400.0
2019,Quebec,Economic families and persons not in an economic family,24,61100.0
2019,Quebec,Economic families,24,89600.0
2019,Quebec,Elderly families,24,62200.0
2019,Quebec,Elderly couples,24,61100.0
2019,Quebec,Other elderly families,24,64000.0
2019,Quebec,Non-elderly families,24,98000.0
2019,Quebec,Couples,24,83700.0
2019,Quebec,Couples with children,24,112400.0
2019,Quebec,Couples with other relatives,24,133500.0
2019,Quebec,Lone-parent families,24,73600.0
2019,Quebec,Male lone-parent families,24,81000.0
2019,Quebec,Female lone-parent families,24,68400.0
2019,Quebec,Other non-elderly families,24,85000.0
2019,Quebec,Persons not in an economic family,24,32200.0
2019,Quebec,Elderly persons not in an economic family,24,28400.0
2019,Quebec,Elderly males not in an economic family,24,29600.0
2019,Quebec,Elderly females not in an economic family,24,27500.0
2019,Quebec,Non-elderly persons not in an economic family,24,35500.0
2019,Quebec,Non-elderly males not in an economic family,24,36200.0
2019,Quebec,Non-elderly females not in an economic family,24,35200.0
2019,Ontario,Economic families and persons not in an economic family,35,71800.0
2019,Ontario,Economic families,35,100000.0
2019,Ontario,Elderly families,35,74600.0
2019,Ontario,Elderly couples,35,73900.0
2019,Ontario,Other elderly families,35,78700.0
2019,Ontario,Non-elderly families,35,108100.0
2019,Ontario,Couples,35,92400.0
2019,Ontario,Couples with children,35,120800.0
2019,Ontario,Couples with other relatives,35,155800.0
2019,Ontario,Lone-parent families,35,65500.0
2019,Ontario,Male lone-parent families,35,80300.0
2019,Ontario,Female lone-parent families,35,58300.0
2019,Ontario,Other non-elderly families,35,87900.0
2019,Ontario,Persons not in an economic family,35,37800.0
2019,Ontario,Elderly persons not in an economic family,35,36500.0
2019,Ontario,Elderly males not in an economic family,35,41100.0
2019,Ontario,Elderly females not in an economic family,35,35000.0
2019,Ontario,Non-elderly persons not in an economic family,35,38100.0
2019,Ontario,Non-elderly males not in an economic family,35,43600.0
2019,Ontario,Non-elderly females not in an economic family,35,34100.0
2019,Prairie provinces,Economic families and persons not in an economic family,,76900.0
2019,Prairie provinces,Economic families,,103300.0
2019,Prairie provinces,Elderly families,,76400.0
2019,Prairie provinces,Elderly couples,,75200.0
2019,Prairie provinces,Other elderly families,,82700.0
2019,Prairie provinces,Non-elderly families,,112800.0
2019,Prairie provinces,Couples,,98600.0
2019,Prairie provinces,Couples with children,,123600.0
2019,Prairie provinces,Couples with other relatives,,167400.0
2019,Prairie provinces,Lone-parent families,,64300.0
2019,Prairie provinces,Male lone-parent families,,86700.0
2019,Prairie provinces,Female lone-parent families,,59800.0
2019,Prairie provinces,Other non-elderly families,,89700.0
2019,Prairie provinces,Persons not in an economic family,,40100.0
2019,Prairie provinces,Elderly persons not in an economic family,,33900.0
2019,Prairie provinces,Elderly males not in an economic family,,33900.0
2019,Prairie provinces,Elderly females not in an economic family,,34000.0
2019,Prairie provinces,Non-elderly persons not in an economic family,,42100.0
2019,Prairie provinces,Non-elderly males not in an economic family,,44300.0
2019,Prairie provinces,Non-elderly females not in an economic family,,39900.0
2019,Manitoba,Economic families and persons not in an economic family,46,66900.0
2019,Manitoba,Economic families,46,88500.0
2019,Manitoba,Elderly families,46,71400.0
2019,Manitoba,Elderly couples,46,70300.0
2019,Manitoba,Other elderly families,46,82700.0
2019,Manitoba,Non-elderly families,46,93600.0
2019,Manitoba,Couples,46,84700.0
2019,Manitoba,Couples with children,46,98700.0
2019,Manitoba,Couples with other relatives,46,145800.0
2019,Manitoba,Lone-parent families,46,46100.0
2019,Manitoba,Male lone-parent families,46,
2019,Manitoba,Female lone-parent families,46,44600.0
2019,Manitoba,Other non-elderly families,46,76500.0
2019,Manitoba,Persons not in an economic family,46,34800.0
2019,Manitoba,Elderly persons not in an economic family,46,31600.0
2019,Manitoba,Elderly males not in an economic family,46,29400.0
2019,Manitoba,Elderly females not in an economic family,46,32500.0
2019,Manitoba,Non-elderly persons not in an economic family,46,36200.0
2019,Manitoba,Non-elderly males not in an economic family,46,38400.0
2019,Manitoba,Non-elderly females not in an economic family,46,34200.0
2019,Saskatchewan,Economic families and persons not in an economic family,47,71100.0
2019,Saskatchewan,Economic families,47,96400.0
2019,Saskatchewan,Elderly families,47,78800.0
2019,Saskatchewan,Elderly couples,47,77100.0
2019,Saskatchewan,Other elderly families,47,109800.0
2019,Saskatchewan,Non-elderly families,47,101800.0
2019,Saskatchewan,Couples,47,87100.0
2019,Saskatchewan,Couples with children,47,111800.0
2019,Saskatchewan,Couples with other relatives,47,157600.0
2019,Saskatchewan,Lone-parent families,47,59500.0
2019,Saskatchewan,Male lone-parent families,47,
2019,Saskatchewan,Female lone-parent families,47,58800.0
2019,Saskatchewan,Other non-elderly families,47,81900.0
2019,Saskatchewan,Persons not in an economic family,47,36300.0
2019,Saskatchewan,Elderly persons not in an economic family,47,34900.0
2019,Saskatchewan,Elderly males not in an economic family,47,38000.0
2019,Saskatchewan,Elderly females not in an economic family,47,34200.0
2019,Saskatchewan,Non-elderly persons not in an economic family,47,37400.0
2019,Saskatchewan,Non-elderly males not in an economic family,47,38100.0
2019,Saskatchewan,Non-elderly females not in an economic family,47,35900.0
2019,Alberta,Economic families and persons not in an economic family,48,82100.0
2019,Alberta,Economic families,48,113000.0
2019,Alberta,Elderly families,48,78800.0
2019,Alberta,Elderly couples,48,78300.0
2019,Alberta,Other elderly families,48,79600.0
2019,Alberta,Non-elderly families,48,123800.0
2019,Alberta,Couples,48,104600.0
2019,Alberta,Couples with children,48,131100.0
2019,Alberta,Couples with other relatives,48,172900.0
2019,Alberta,Lone-parent families,48,80800.0
2019,Alberta,Male lone-parent families,48,89700.0
2019,Alberta,Female lone-parent families,48,71500.0
2019,Alberta,Other non-elderly families,48,93700.0
2019,Alberta,Persons not in an economic family,48,42300.0
2019,Alberta,Elderly persons not in an economic family,48,34700.0
2019,Alberta,Elderly males not in an economic family,48,34800.0
2019,Alberta,Elderly females not in an economic family,48,34200.0
2019,Alberta,Non-elderly persons not in an economic family,48,44400.0
2019,Alberta,Non-elderly males not in an economic family,48,48500.0
2019,Alberta,Non-elderly females not in an economic family,48,41700.0
2019,British Columbia,Economic families and persons not in an economic family,59,69500.0
2019,British Columbia,Economic families,59,99400.0
2019,British Columbia,Elderly families,59,74100.0
2019,British Columbia,Elderly couples,59,74100.0
2019,British Columbia,Other elderly families,59,72300.0
2019,British Columbia,Non-elderly families,59,106000.0
2019,British Columbia,Couples,59,98500.0
2019,British Columbia,Couples with children,59,115900.0
2019,British Columbia,Couples with other relatives,59,151400.0
2019,British Columbia,Lone-parent families,59,61400.0
2019,British Columbia,Male lone-parent families,59,61200.0
2019,British Columbia,Female lone-parent families,59,65400.0
2019,British Columbia,Other non-elderly families,59,93200.0
2019,British Columbia,Persons not in an economic family,59,35500.0
2019,British Columbia,Elderly persons not in an economic family,59,35300.0
2019,British Columbia,Elderly males not in an economic family,59,43300.0
2019,British Columbia,Elderly females not in an economic family,59,31700.0
2019,British Columbia,Non-elderly persons not in an economic family,59,35500.0
2019,British Columbia,Non-elderly males not in an economic family,59,37200.0
2019,British Columbia,Non-elderly females not in an economic family,59,30600.0
2019,"Québec, Quebec",Economic families and persons not in an economic family,,63900.0
2019,"Québec, Quebec",Economic families,,100000.0
2019,"Québec, Quebec",Elderly families,,72200.0
2019,"Québec, Quebec",Elderly couples,,72200.0
2019,"Québec, Quebec",Other elderly families,,
2019,"Québec, Quebec",Non-elderly families,,108200.0
2019,"Québec, Quebec",Couples,,92400.0
2019,"Québec, Quebec",Couples with children,,125100.0
2019,"Québec, Quebec",Couples with other relatives,,
2019,"Québec, Quebec",Lone-parent families,,84400.0
2019,"Québec, Quebec",Male lone-parent families,,
2019,"Québec, Quebec",Female lone-parent families,,
2019,"Québec, Quebec",Other non-elderly families,,
2019,"Québec, Quebec",Persons not in an economic family,,32800.0
2019,"Québec, Quebec",Elderly persons not in an economic family,,28500.0
2019,"Québec, Quebec",Elderly males not in an economic family,,29300.0
2019,"Québec, Quebec",Elderly females not in an economic family,,27700.0
2019,"Québec, Quebec",Non-elderly persons not in an economic family,,37400.0
2019,"Québec, Quebec",Non-elderly males not in an economic family,,38900.0
2019,"Québec, Quebec",Non-elderly females not in an economic family,,35300.0
2019,"Montréal, Quebec",Economic families and persons not in an economic family,,62700.0
2019,"Montréal, Quebec",Economic families,,94700.0
2019,"Montréal, Quebec",Elderly families,,64600.0
2019,"Montréal, Quebec",Elderly couples,,62200.0
2019,"Montréal, Quebec",Other elderly families,,74100.0
2019,"Montréal, Quebec",Non-elderly families,,101300.0
2019,"Montréal, Quebec",Couples,,87100.0
2019,"Montréal, Quebec",Couples with children,,112600.0
2019,"Montréal, Quebec",Couples with other relatives,,149500.0
2019,"Montréal, Quebec",Lone-parent families,,77900.0
2019,"Montréal, Quebec",Male lone-parent families,,
2019,"Montréal, Quebec",Female lone-parent families,,70700.0
2019,"Montréal, Quebec",Other non-elderly families,,84800.0
2019,"Montréal, Quebec",Persons not in an economic family,,32400.0
2019,"Montréal, Quebec",Elderly persons not in an economic family,,29000.0
2019,"Montréal, Quebec",Elderly males not in an economic family,,30700.0
2019,"Montréal, Quebec",Elderly females not in an economic family,,28100.0
2019,"Montréal, Quebec",Non-elderly persons not in an economic family,,34500.0
2019,"Montréal, Quebec",Non-elderly males not in an economic family,,34500.0
2019,"Montréal, Quebec",Non-elderly females not in an economic family,,34000.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Economic families and persons not in an economic family,,72700.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Economic families,,107900.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Elderly families,,86800.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Elderly couples,,88200.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Other elderly families,,86800.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly families,,115500.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Couples,,93000.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Couples with children,,136000.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Couples with other relatives,,160300.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Lone-parent families,,81200.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Male lone-parent families,,
2019,"Ottawa-Gatineau, Ontario/Quebec",Female lone-parent families,,93000.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Other non-elderly families,,77700.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Persons not in an economic family,,44800.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Elderly persons not in an economic family,,41100.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Elderly males not in an economic family,,41100.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Elderly females not in an economic family,,41700.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly persons not in an economic family,,45400.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly males not in an economic family,,48400.0
2019,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly females not in an economic family,,39800.0
2019,"Toronto, Ontario",Economic families and persons not in an economic family,,76400.0
2019,"Toronto, Ontario",Economic families,,104400.0
2019,"Toronto, Ontario",Elderly families,,74600.0
2019,"Toronto, Ontario",Elderly couples,,71000.0
2019,"Toronto, Ontario",Other elderly families,,92400.0
2019,"Toronto, Ontario",Non-elderly families,,112000.0
2019,"Toronto, Ontario",Couples,,96900.0
2019,"Toronto, Ontario",Couples with children,,123000.0
2019,"Toronto, Ontario",Couples with other relatives,,162200.0
2019,"Toronto, Ontario",Lone-parent families,,60400.0
2019,"Toronto, Ontario",Male lone-parent families,,
2019,"Toronto, Ontario",Female lone-parent families,,47500.0
2019,"Toronto, Ontario",Other non-elderly families,,88900.0
2019,"Toronto, Ontario",Persons not in an economic family,,38000.0
2019,"Toronto, Ontario",Elderly persons not in an economic family,,33800.0
2019,"Toronto, Ontario",Elderly males not in an economic family,,34600.0
2019,"Toronto, Ontario",Elderly females not in an economic family,,33800.0
2019,"Toronto, Ontario",Non-elderly persons not in an economic family,,40700.0
2019,"Toronto, Ontario",Non-elderly males not in an economic family,,45500.0
2019,"Toronto, Ontario",Non-elderly females not in an economic family,,37400.0
2019,"Winnipeg, Manitoba",Economic families and persons not in an economic family,,68600.0
2019,"Winnipeg, Manitoba",Economic families,,90600.0
2019,"Winnipeg, Manitoba",Elderly families,,73900.0
2019,"Winnipeg, Manitoba",Elderly couples,,72400.0
2019,"Winnipeg, Manitoba",Other elderly families,,82700.0
2019,"Winnipeg, Manitoba",Non-elderly families,,94400.0
2019,"Winnipeg, Manitoba",Couples,,88200.0
2019,"Winnipeg, Manitoba",Couples with children,,94800.0
2019,"Winnipeg, Manitoba",Couples with other relatives,,157400.0
2019,"Winnipeg, Manitoba",Lone-parent families,,50000.0
2019,"Winnipeg, Manitoba",Male lone-parent families,,
2019,"Winnipeg, Manitoba",Female lone-parent families,,42900.0
2019,"Winnipeg, Manitoba",Other non-elderly families,,75900.0
2019,"Winnipeg, Manitoba",Persons not in an economic family,,35100.0
2019,"Winnipeg, Manitoba",Elderly persons not in an economic family,,32300.0
2019,"Winnipeg, Manitoba",Elderly males not in an economic family,,28900.0
2019,"Winnipeg, Manitoba",Elderly females not in an economic family,,35500.0
2019,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,,35900.0
2019,"Winnipeg, Manitoba",Non-elderly males not in an economic family,,36200.0
2019,"Winnipeg, Manitoba",Non-elderly females not in an economic family,,34200.0
2019,"Calgary, Alberta",Economic families and persons not in an economic family,,85400.0
2019,"Calgary, Alberta",Economic families,,120500.0
2019,"Calgary, Alberta",Elderly families,,75200.0
2019,"Calgary, Alberta",Elderly couples,,77600.0
2019,"Calgary, Alberta",Other elderly families,,
2019,"Calgary, Alberta",Non-elderly families,,126600.0
2019,"Calgary, Alberta",Couples,,108100.0
2019,"Calgary, Alberta",Couples with children,,134000.0
2019,"Calgary, Alberta",Couples with other relatives,,173400.0
2019,"Calgary, Alberta",Lone-parent families,,81600.0
2019,"Calgary, Alberta",Male lone-parent families,,
2019,"Calgary, Alberta",Female lone-parent families,,76500.0
2019,"Calgary, Alberta",Other non-elderly families,,96600.0
2019,"Calgary, Alberta",Persons not in an economic family,,45700.0
2019,"Calgary, Alberta",Elderly persons not in an economic family,,35200.0
2019,"Calgary, Alberta",Elderly males not in an economic family,,
2019,"Calgary, Alberta",Elderly females not in an economic family,,35300.0
2019,"Calgary, Alberta",Non-elderly persons not in an economic family,,51700.0
2019,"Calgary, Alberta",Non-elderly males not in an economic family,,53900.0
2019,"Calgary, Alberta",Non-elderly females not in an economic family,,45700.0
2019,"Edmonton, Alberta",Economic families and persons not in an economic family,,84100.0
2019,"Edmonton, Alberta",Economic families,,112400.0
2019,"Edmonton, Alberta",Elderly families,,84100.0
2019,"Edmonton, Alberta",Elderly couples,,81500.0
2019,"Edmonton, Alberta",Other elderly families,,
2019,"Edmonton, Alberta",Non-elderly families,,126000.0
2019,"Edmonton, Alberta",Couples,,108800.0
2019,"Edmonton, Alberta",Couples with children,,134100.0
2019,"Edmonton, Alberta",Couples with other relatives,,171900.0
2019,"Edmonton, Alberta",Lone-parent families,,71500.0
2019,"Edmonton, Alberta",Male lone-parent families,,
2019,"Edmonton, Alberta",Female lone-parent families,,55600.0
2019,"Edmonton, Alberta",Other non-elderly families,,82700.0
2019,"Edmonton, Alberta",Persons not in an economic family,,40800.0
2019,"Edmonton, Alberta",Elderly persons not in an economic family,,41200.0
2019,"Edmonton, Alberta",Elderly males not in an economic family,,
2019,"Edmonton, Alberta",Elderly females not in an economic family,,42300.0
2019,"Edmonton, Alberta",Non-elderly persons not in an economic family,,40400.0
2019,"Edmonton, Alberta",Non-elderly males not in an economic family,,40400.0
2019,"Edmonton, Alberta",Non-elderly females not in an economic family,,40400.0
2019,"Vancouver, British Columbia",Economic families and persons not in an economic family,,75000.0
2019,"Vancouver, British Columbia",Economic families,,104200.0
2019,"Vancouver, British Columbia",Elderly families,,77100.0
2019,"Vancouver, British Columbia",Elderly couples,,77200.0
2019,"Vancouver, British Columbia",Other elderly families,,72300.0
2019,"Vancouver, British Columbia",Non-elderly families,,109300.0
2019,"Vancouver, British Columbia",Couples,,99900.0
2019,"Vancouver, British Columbia",Couples with children,,120900.0
2019,"Vancouver, British Columbia",Couples with other relatives,,151700.0
2019,"Vancouver, British Columbia",Lone-parent families,,71100.0
2019,"Vancouver, British Columbia",Male lone-parent families,,
2019,"Vancouver, British Columbia",Female lone-parent families,,73900.0
2019,"Vancouver, British Columbia",Other non-elderly families,,99400.0
2019,"Vancouver, British Columbia",Persons not in an economic family,,35800.0
2019,"Vancouver, British Columbia",Elderly persons not in an economic family,,40800.0
2019,"Vancouver, British Columbia",Elderly males not in an economic family,,50700.0
2019,"Vancouver, British Columbia",Elderly females not in an economic family,,32600.0
2019,"Vancouver, British Columbia",Non-elderly persons not in an economic family,,35300.0
2019,"Vancouver, British Columbia",Non-elderly males not in an economic family,,41800.0
2019,"Vancouver, British Columbia",Non-elderly females not in an economic family,,29100.0
2020,Canada,Economic families,,102000.0
2020,Canada,Elderly families,,75600.0
2020,Canada,Elderly couples,,72800.0
2020,Canada,Other elderly families,,88300.0
2020,Canada,Non-elderly families,,109900.0
2020,Canada,Couples,,95900.0
2020,Canada,Couples with children,,122100.0
2020,Canada,Couples with other relatives,,153400.0
2020,Canada,Lone-parent families,,67600.0
2020,Canada,Male lone-parent families,,74800.0
2020,Canada,Female lone-parent families,,65900.0
2020,Canada,Other non-elderly families,,95500.0
2020,Canada,Persons not in an economic family,,38100.0
2020,Canada,Elderly persons not in an economic family,,34700.0
2020,Canada,Elderly males not in an economic family,,37100.0
2020,Canada,Elderly females not in an economic family,,33600.0
2020,Canada,Non-elderly persons not in an economic family,,39600.0
2020,Canada,Non-elderly males not in an economic family,,41600.0
2020,Canada,Non-elderly females not in an economic family,,37000.0
2020,Atlantic provinces,Economic families and persons not in an economic family,,63800.0
2020,Atlantic provinces,Economic families,,89100.0
2020,Atlantic provinces,Elderly families,,68200.0
2020,Atlantic provinces,Elderly couples,,65500.0
2020,Atlantic provinces,Other elderly families,,84000.0
2020,Atlantic provinces,Non-elderly families,,96800.0
2020,Atlantic provinces,Couples,,85700.0
2020,Atlantic provinces,Couples with children,,110700.0
2020,Atlantic provinces,Couples with other relatives,,140200.0
2020,Atlantic provinces,Lone-parent families,,58600.0
2020,Atlantic provinces,Male lone-parent families,,67100.0
2020,Atlantic provinces,Female lone-parent families,,55200.0
2020,Atlantic provinces,Other non-elderly families,,81300.0
2020,Atlantic provinces,Persons not in an economic family,,34200.0
2020,Atlantic provinces,Elderly persons not in an economic family,,31100.0
2020,Atlantic provinces,Elderly males not in an economic family,,34100.0
2020,Atlantic provinces,Elderly females not in an economic family,,30100.0
2020,Atlantic provinces,Non-elderly persons not in an economic family,,35800.0
2020,Atlantic provinces,Non-elderly males not in an economic family,,37200.0
2020,Atlantic provinces,Non-elderly females not in an economic family,,34400.0
2020,Newfoundland and Labrador,Economic families and persons not in an economic family,10,65400.0
2020,Newfoundland and Labrador,Economic families,10,91300.0
2020,Newfoundland and Labrador,Elderly families,10,61700.0
2020,Newfoundland and Labrador,Elderly couples,10,58600.0
2020,Newfoundland and Labrador,Other elderly families,10,88100.0
2020,Newfoundland and Labrador,Non-elderly families,10,101500.0
2020,Newfoundland and Labrador,Couples,10,87200.0
2020,Newfoundland and Labrador,Couples with children,10,116400.0
2020,Newfoundland and Labrador,Couples with other relatives,10,145300.0
2020,Newfoundland and Labrador,Lone-parent families,10,52500.0
2020,Newfoundland and Labrador,Male lone-parent families,10,
2020,Newfoundland and Labrador,Female lone-parent families,10,51000.0
2020,Newfoundland and Labrador,Other non-elderly families,10,93700.0
2020,Newfoundland and Labrador,Persons not in an economic family,10,36400.0
2020,Newfoundland and Labrador,Elderly persons not in an economic family,10,31700.0
2020,Newfoundland and Labrador,Elderly males not in an economic family,10,39700.0
2020,Newfoundland and Labrador,Elderly females not in an economic family,10,30000.0
2020,Newfoundland and Labrador,Non-elderly persons not in an economic family,10,39200.0
2020,Newfoundland and Labrador,Non-elderly males not in an economic family,10,41400.0
