Year,Sexe,Groupe d'âge,Value
2021,Hommes,30 à 34 ans,1
2021,Femmes,30 à 34 ans,2
2021,Les deux sexes,35 à 39 ans,3
2021,Hommes,35 à 39 ans,2
2021,Femmes,35 à 39 ans,1
2021,Les deux sexes,40 à 44 ans,6
2021,Hommes,40 à 44 ans,5
2021,Femmes,40 à 44 ans,1
2021,Les deux sexes,45 à 49 ans,6
2021,Hommes,45 à 49 ans,5
2021,Femmes,45 à 49 ans,1
2021,Les deux sexes,50 à 54 ans,8
2021,Hommes,50 à 54 ans,7
2021,Femmes,50 à 54 ans,1
2021,Les deux sexes,55 à 59 ans,15
2021,Hommes,55 à 59 ans,6
2021,Femmes,55 à 59 ans,9
2021,Les deux sexes,60 à 64 ans,32
2021,Hommes,60 à 64 ans,20
2021,Femmes,60 à 64 ans,12
2021,Les deux sexes,65 à 69 ans,37
2021,Hommes,65 à 69 ans,27
2021,Femmes,65 à 69 ans,10
2021,Les deux sexes,70 à 74 ans,42
2021,Hommes,70 à 74 ans,22
2021,Femmes,70 à 74 ans,20
2021,Les deux sexes,75 à 79 ans,45
2021,Hommes,75 à 79 ans,23
2021,Femmes,75 à 79 ans,22
2021,Les deux sexes,80 à 84 ans,43
2021,Hommes,80 à 84 ans,21
2021,Femmes,80 à 84 ans,22
2021,Les deux sexes,85 à 89 ans,36
2021,Hommes,85 à 89 ans,15
2021,Femmes,85 à 89 ans,21
2021,Les deux sexes,90 ans et plus,50
2021,Hommes,90 ans et plus,19
2021,Femmes,90 ans et plus,31
2021,Les deux sexes,"Âge, non déclaré",0
2021,Hommes,"Âge, non déclaré",0
2021,Femmes,"Âge, non déclaré",0
2022,,,30
2022,Hommes,"Total, tous les âges",16
2022,Femmes,"Total, tous les âges",14
2022,Les deux sexes,Moins d'un an,0
2022,Hommes,Moins d'un an,0
2022,Femmes,Moins d'un an,0
2022,Les deux sexes,1 à 4 ans,2
2022,Hommes,1 à 4 ans,2
2022,Femmes,1 à 4 ans,0
2022,Les deux sexes,5 à 9 ans,0
2022,Hommes,5 à 9 ans,0
2022,Femmes,5 à 9 ans,0
2022,Les deux sexes,10 à 14 ans,0
2022,Hommes,10 à 14 ans,0
2022,Femmes,10 à 14 ans,0
2022,Les deux sexes,15 à 19 ans,0
2022,Hommes,15 à 19 ans,0
2022,Femmes,15 à 19 ans,0
2022,Les deux sexes,20 à 24 ans,0
2022,Hommes,20 à 24 ans,0
2022,Femmes,20 à 24 ans,0
2022,Les deux sexes,25 à 29 ans,0
2022,Hommes,25 à 29 ans,0
2022,Femmes,25 à 29 ans,0
2022,Les deux sexes,30 à 34 ans,0
2022,Hommes,30 à 34 ans,0
2022,Femmes,30 à 34 ans,0
2022,Les deux sexes,35 à 39 ans,0
2022,Hommes,35 à 39 ans,0
2022,Femmes,35 à 39 ans,0
2022,Les deux sexes,40 à 44 ans,0
2022,Hommes,40 à 44 ans,0
2022,Femmes,40 à 44 ans,0
2022,Les deux sexes,45 à 49 ans,1
2022,Hommes,45 à 49 ans,1
2022,Femmes,45 à 49 ans,0
2022,Les deux sexes,50 à 54 ans,2
2022,Hommes,50 à 54 ans,0
2022,Femmes,50 à 54 ans,2
2022,Les deux sexes,55 à 59 ans,4
2022,Hommes,55 à 59 ans,3
2022,Femmes,55 à 59 ans,1
2022,Les deux sexes,60 à 64 ans,5
2022,Hommes,60 à 64 ans,2
2022,Femmes,60 à 64 ans,3
2022,Les deux sexes,65 à 69 ans,2
2022,Hommes,65 à 69 ans,1
2022,Femmes,65 à 69 ans,1
2022,Les deux sexes,70 à 74 ans,2
2022,Hommes,70 à 74 ans,1
2022,Femmes,70 à 74 ans,1
2022,Les deux sexes,75 à 79 ans,5
2022,Hommes,75 à 79 ans,3
2022,Femmes,75 à 79 ans,2
2022,Les deux sexes,80 à 84 ans,3
2022,Hommes,80 à 84 ans,0
2022,Femmes,80 à 84 ans,3
2022,Les deux sexes,85 à 89 ans,3
2022,Hommes,85 à 89 ans,2
2022,Femmes,85 à 89 ans,1
2022,Les deux sexes,90 ans et plus,1
2022,Hommes,90 ans et plus,1
2022,Femmes,90 ans et plus,0
2022,Les deux sexes,"Âge, non déclaré",0
2022,Hommes,"Âge, non déclaré",0
2022,Femmes,"Âge, non déclaré",0
2023,,,18
2023,Hommes,"Total, tous les âges",10
2023,Femmes,"Total, tous les âges",8
2023,Les deux sexes,Moins d'un an,0
2023,Hommes,Moins d'un an,0
2023,Femmes,Moins d'un an,0
2023,Les deux sexes,1 à 4 ans,0
2023,Hommes,1 à 4 ans,0
2023,Femmes,1 à 4 ans,0
2023,Les deux sexes,5 à 9 ans,0
2023,Hommes,5 à 9 ans,0
2023,Femmes,5 à 9 ans,0
2023,Les deux sexes,10 à 14 ans,0
2023,Hommes,10 à 14 ans,0
2023,Femmes,10 à 14 ans,0
2023,Les deux sexes,15 à 19 ans,0
2023,Hommes,15 à 19 ans,0
2023,Femmes,15 à 19 ans,0
2023,Les deux sexes,20 à 24 ans,0
2023,Hommes,20 à 24 ans,0
2023,Femmes,20 à 24 ans,0
2023,Les deux sexes,25 à 29 ans,0
2023,Hommes,25 à 29 ans,0
2023,Femmes,25 à 29 ans,0
2023,Les deux sexes,30 à 34 ans,0
2023,Hommes,30 à 34 ans,0
2023,Femmes,30 à 34 ans,0
2023,Les deux sexes,35 à 39 ans,0
2023,Hommes,35 à 39 ans,0
2023,Femmes,35 à 39 ans,0
2023,Les deux sexes,40 à 44 ans,0
2023,Hommes,40 à 44 ans,0
2023,Femmes,40 à 44 ans,0
2023,Les deux sexes,45 à 49 ans,0
2023,Hommes,45 à 49 ans,0
2023,Femmes,45 à 49 ans,0
2023,Les deux sexes,50 à 54 ans,1
2023,Hommes,50 à 54 ans,0
2023,Femmes,50 à 54 ans,1
2023,Les deux sexes,55 à 59 ans,2
2023,Hommes,55 à 59 ans,1
2023,Femmes,55 à 59 ans,1
2023,Les deux sexes,60 à 64 ans,1
2023,Hommes,60 à 64 ans,1
2023,Femmes,60 à 64 ans,0
2023,Les deux sexes,65 à 69 ans,4
2023,Hommes,65 à 69 ans,4
2023,Femmes,65 à 69 ans,0
2023,Les deux sexes,70 à 74 ans,1
2023,Hommes,70 à 74 ans,1
2023,Femmes,70 à 74 ans,0
2023,Les deux sexes,75 à 79 ans,3
2023,Hommes,75 à 79 ans,1
2023,Femmes,75 à 79 ans,2
2023,Les deux sexes,80 à 84 ans,2
2023,Hommes,80 à 84 ans,1
2023,Femmes,80 à 84 ans,1
2023,Les deux sexes,85 à 89 ans,2
2023,Hommes,85 à 89 ans,0
2023,Femmes,85 à 89 ans,2
2023,Les deux sexes,90 ans et plus,2
2023,Hommes,90 ans et plus,1
2023,Femmes,90 ans et plus,1
2023,Les deux sexes,"Âge, non déclaré",0
2023,Hommes,"Âge, non déclaré",0
2023,Femmes,"Âge, non déclaré",0
