Year,Series,Geography,Offences,Age of accused,Sex of accused,GeoCode,Value
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,18 to 24 years,Sex unknown,46,240.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,"Total, sex of accused",46,211.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,25 to 34 years,Sex unknown,46,211.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,"Total, sex of accused",46,213.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,35 to 44 years,Sex unknown,46,213.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,"Total, sex of accused",46,205.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,45 to 54 years,Sex unknown,46,205.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,"Total, sex of accused",46,216.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Males,46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Females,46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,55 years and over,Sex unknown,46,216.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,Other ages,"Total, sex of accused",46,133.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,Other ages,Males,46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,Other ages,Females,46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,Other ages,Sex unknown,46,133.0
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,Age not applicable,"Total, sex of accused",46,
2022/2023,Adult criminal courts,Manitoba,Total Criminal Code,Age not applicable,Company,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,"Total, age of accused","Total, sex of accused",46,255.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,"Total, age of accused",Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,"Total, age of accused",Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,"Total, age of accused",Company,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,"Total, age of accused",Sex unknown,46,255.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,"Total, sex of accused",46,299.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,18 to 24 years,Sex unknown,46,299.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,25 to 34 years,"Total, sex of accused",46,258.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,25 to 34 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,25 to 34 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,25 to 34 years,Sex unknown,46,258.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,35 to 44 years,"Total, sex of accused",46,244.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,35 to 44 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,35 to 44 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,35 to 44 years,Sex unknown,46,244.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,45 to 54 years,"Total, sex of accused",46,240.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,45 to 54 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,45 to 54 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,45 to 54 years,Sex unknown,46,240.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,55 years and over,"Total, sex of accused",46,239.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,55 years and over,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,55 years and over,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,55 years and over,Sex unknown,46,239.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,Other ages,"Total, sex of accused",46,85.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,Other ages,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,Other ages,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,Other ages,Sex unknown,46,85.0
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,Age not applicable,"Total, sex of accused",46,
2022/2023,Adult criminal courts,Manitoba,Crimes against the person,Age not applicable,Company,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,"Total, age of accused","Total, sex of accused",46,246.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,"Total, age of accused",Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,"Total, age of accused",Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,"Total, age of accused",Company,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,"Total, age of accused",Sex unknown,46,246.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,18 to 24 years,"Total, sex of accused",46,247.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,18 to 24 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,18 to 24 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,18 to 24 years,Sex unknown,46,247.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,25 to 34 years,"Total, sex of accused",46,235.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,25 to 34 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,25 to 34 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,25 to 34 years,Sex unknown,46,235.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,35 to 44 years,"Total, sex of accused",46,255.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,35 to 44 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,35 to 44 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,35 to 44 years,Sex unknown,46,255.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,45 to 54 years,"Total, sex of accused",46,231.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,45 to 54 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,45 to 54 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,45 to 54 years,Sex unknown,46,231.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,55 years and over,"Total, sex of accused",46,263.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,55 years and over,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,55 years and over,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,55 years and over,Sex unknown,46,263.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,Other ages,"Total, sex of accused",46,46.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,Other ages,Males,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,Other ages,Females,46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,Other ages,Sex unknown,46,46.0
2022/2023,Adult criminal courts,Manitoba,Crimes against property,Age not applicable,"Total, sex of accused",46,
2022/2023,Adult criminal courts,Manitoba,Crimes against property,Age not applicable,Company,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,"Total, age of accused","Total, sex of accused",46,106.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,"Total, age of accused",Males,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,"Total, age of accused",Females,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,"Total, age of accused",Company,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,"Total, age of accused",Sex unknown,46,106.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,18 to 24 years,"Total, sex of accused",46,123.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,18 to 24 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,18 to 24 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,18 to 24 years,Sex unknown,46,123.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,25 to 34 years,"Total, sex of accused",46,102.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,25 to 34 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,25 to 34 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,25 to 34 years,Sex unknown,46,102.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,35 to 44 years,"Total, sex of accused",46,99.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,35 to 44 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,35 to 44 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,35 to 44 years,Sex unknown,46,99.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,45 to 54 years,"Total, sex of accused",46,105.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,45 to 54 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,45 to 54 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,45 to 54 years,Sex unknown,46,105.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,55 years and over,"Total, sex of accused",46,123.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,55 years and over,Males,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,55 years and over,Females,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,55 years and over,Sex unknown,46,123.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,Other ages,"Total, sex of accused",46,133.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,Other ages,Males,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,Other ages,Females,46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,Other ages,Sex unknown,46,133.0
2022/2023,Adult criminal courts,Manitoba,Administration of justice,Age not applicable,"Total, sex of accused",46,
2022/2023,Adult criminal courts,Manitoba,Administration of justice,Age not applicable,Company,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,"Total, age of accused","Total, sex of accused",46,1312.0
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,"Total, age of accused",Males,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,"Total, age of accused",Females,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,"Total, age of accused",Company,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,"Total, age of accused",Sex unknown,46,1312.0
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,18 to 24 years,"Total, sex of accused",46,1382.0
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,18 to 24 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,18 to 24 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,18 to 24 years,Sex unknown,46,1382.0
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,25 to 34 years,"Total, sex of accused",46,1155.0
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,25 to 34 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,25 to 34 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,25 to 34 years,Sex unknown,46,1155.0
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,35 to 44 years,"Total, sex of accused",46,1258.0
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,35 to 44 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,35 to 44 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,35 to 44 years,Sex unknown,46,1258.0
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,45 to 54 years,"Total, sex of accused",46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,45 to 54 years,Males,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,45 to 54 years,Females,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,45 to 54 years,Sex unknown,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,55 years and over,"Total, sex of accused",46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,55 years and over,Males,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,55 years and over,Females,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,55 years and over,Sex unknown,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,Other ages,"Total, sex of accused",46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,Other ages,Males,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,Other ages,Females,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,Other ages,Sex unknown,46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,Age not applicable,"Total, sex of accused",46,
2022/2023,Adult criminal courts,Manitoba,Criminal Code traffic,Age not applicable,Company,46,
2022/2023,Adult criminal courts,Saskatchewan,Total offences,"Total, age of accused","Total, sex of accused",47,122.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,"Total, age of accused",Males,47,128.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,"Total, age of accused",Females,47,116.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,"Total, age of accused",Company,47,648.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,"Total, age of accused",Sex unknown,47,92.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,18 to 24 years,"Total, sex of accused",47,126.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,18 to 24 years,Males,47,131.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,18 to 24 years,Females,47,121.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,18 to 24 years,Sex unknown,47,108.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,25 to 34 years,"Total, sex of accused",47,127.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,25 to 34 years,Males,47,133.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,25 to 34 years,Females,47,121.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,25 to 34 years,Sex unknown,47,84.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,35 to 44 years,"Total, sex of accused",47,121.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,35 to 44 years,Males,47,127.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,35 to 44 years,Females,47,106.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,35 to 44 years,Sex unknown,47,84.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,45 to 54 years,"Total, sex of accused",47,111.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,45 to 54 years,Males,47,120.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,45 to 54 years,Females,47,104.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,45 to 54 years,Sex unknown,47,58.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,55 years and over,"Total, sex of accused",47,121.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,55 years and over,Males,47,128.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,55 years and over,Females,47,118.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,55 years and over,Sex unknown,47,98.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,Other ages,"Total, sex of accused",47,55.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,Other ages,Males,47,56.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,Other ages,Females,47,9.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,Other ages,Sex unknown,47,61.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,Age not applicable,"Total, sex of accused",47,648.0
2022/2023,Adult criminal courts,Saskatchewan,Total offences,Age not applicable,Company,47,648.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,"Total, age of accused","Total, sex of accused",47,120.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,"Total, age of accused",Males,47,127.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,"Total, age of accused",Females,47,113.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,"Total, age of accused",Company,47,
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,"Total, age of accused",Sex unknown,47,92.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,18 to 24 years,"Total, sex of accused",47,124.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,18 to 24 years,Males,47,129.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,18 to 24 years,Females,47,122.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,18 to 24 years,Sex unknown,47,111.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,25 to 34 years,"Total, sex of accused",47,127.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,25 to 34 years,Males,47,130.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,25 to 34 years,Females,47,121.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,25 to 34 years,Sex unknown,47,73.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,35 to 44 years,"Total, sex of accused",47,120.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,35 to 44 years,Males,47,127.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,35 to 44 years,Females,47,99.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,35 to 44 years,Sex unknown,47,88.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,"Total, sex of accused",47,108.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Males,47,120.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Females,47,100.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,45 to 54 years,Sex unknown,47,58.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,"Total, sex of accused",47,121.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Males,47,129.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Females,47,110.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,55 years and over,Sex unknown,47,98.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,Other ages,"Total, sex of accused",47,50.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,Other ages,Males,47,55.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,Other ages,Females,47,4.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,Other ages,Sex unknown,47,58.0
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,Age not applicable,"Total, sex of accused",47,
2022/2023,Adult criminal courts,Saskatchewan,Total Criminal Code,Age not applicable,Company,47,
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,"Total, age of accused","Total, sex of accused",47,155.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,"Total, age of accused",Males,47,172.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,"Total, age of accused",Females,47,127.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,"Total, age of accused",Company,47,
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,"Total, age of accused",Sex unknown,47,120.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,"Total, sex of accused",47,178.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Males,47,191.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Females,47,159.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,18 to 24 years,Sex unknown,47,141.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,"Total, sex of accused",47,163.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Males,47,183.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Females,47,125.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,25 to 34 years,Sex unknown,47,124.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,"Total, sex of accused",47,144.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Males,47,160.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Females,47,118.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,35 to 44 years,Sex unknown,47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,"Total, sex of accused",47,142.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Males,47,148.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Females,47,120.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,45 to 54 years,Sex unknown,47,78.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,"Total, sex of accused",47,154.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Males,47,160.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Females,47,113.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,55 years and over,Sex unknown,47,153.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,Other ages,"Total, sex of accused",47,56.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,Other ages,Males,47,55.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,Other ages,Females,47,29.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,Other ages,Sex unknown,47,75.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,Age not applicable,"Total, sex of accused",47,
2022/2023,Adult criminal courts,Saskatchewan,Crimes against the person,Age not applicable,Company,47,
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,"Total, age of accused","Total, sex of accused",47,144.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,"Total, age of accused",Males,47,143.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,"Total, age of accused",Females,47,155.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,"Total, age of accused",Company,47,
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,"Total, age of accused",Sex unknown,47,92.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,18 to 24 years,"Total, sex of accused",47,145.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,18 to 24 years,Males,47,148.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,18 to 24 years,Females,47,140.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,18 to 24 years,Sex unknown,47,132.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,25 to 34 years,"Total, sex of accused",47,139.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,25 to 34 years,Males,47,135.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,25 to 34 years,Females,47,155.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,25 to 34 years,Sex unknown,47,62.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,35 to 44 years,"Total, sex of accused",47,155.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,35 to 44 years,Males,47,157.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,35 to 44 years,Females,47,156.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,35 to 44 years,Sex unknown,47,137.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,45 to 54 years,"Total, sex of accused",47,148.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,45 to 54 years,Males,47,152.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,45 to 54 years,Females,47,177.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,45 to 54 years,Sex unknown,47,49.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,55 years and over,"Total, sex of accused",47,138.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,55 years and over,Males,47,116.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,55 years and over,Females,47,167.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,55 years and over,Sex unknown,47,120.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,Other ages,"Total, sex of accused",47,110.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,Other ages,Males,47,247.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,Other ages,Females,47,1.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,Other ages,Sex unknown,47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,Age not applicable,"Total, sex of accused",47,
2022/2023,Adult criminal courts,Saskatchewan,Crimes against property,Age not applicable,Company,47,
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,"Total, age of accused","Total, sex of accused",47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,"Total, age of accused",Males,47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,"Total, age of accused",Females,47,78.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,"Total, age of accused",Company,47,
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,"Total, age of accused",Sex unknown,47,48.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,18 to 24 years,"Total, sex of accused",47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,18 to 24 years,Males,47,50.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,18 to 24 years,Females,47,78.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,18 to 24 years,Sex unknown,47,92.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,25 to 34 years,"Total, sex of accused",47,75.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,25 to 34 years,Males,47,78.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,25 to 34 years,Females,47,86.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,25 to 34 years,Sex unknown,47,3.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,35 to 44 years,"Total, sex of accused",47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,35 to 44 years,Males,47,69.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,35 to 44 years,Females,47,64.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,35 to 44 years,Sex unknown,47,37.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,45 to 54 years,"Total, sex of accused",47,57.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,45 to 54 years,Males,47,57.0
2022/2023,Adult criminal courts,Saskatchewan,Administration of justice,45 to 54 years,Females,47,57.0
