Year,Geography,Education attainment level,Gender,Age group,Population characteristics,GeoCode,Value
2019,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,10,28.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Men+,25 to 34 years,Total population,10,25.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Women+,25 to 34 years,Total population,10,32.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,10,30.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Men+,30 to 34 years,Total population,10,23.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Women+,30 to 34 years,Total population,10,36.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,10,34.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Men+,35 to 44 years,Total population,10,31.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Women+,35 to 44 years,Total population,10,37.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,10,33.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Men+,45 to 54 years,Total population,10,28.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Women+,45 to 54 years,Total population,10,38.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,10,27.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Men+,55 to 64 years,Total population,10,22.0
2019,Newfoundland and Labrador,Short-cycle tertiary,Women+,55 to 64 years,Total population,10,32.0
2019,Newfoundland and Labrador,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,10,13.0
2019,Newfoundland and Labrador,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,10,10.0
2019,Newfoundland and Labrador,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,10,16.0
2019,Newfoundland and Labrador,Bachelor's level,Total - Gender,25 to 34 years,Total population,10,21.0
2019,Newfoundland and Labrador,Bachelor's level,Men+,25 to 34 years,Total population,10,16.0
2019,Newfoundland and Labrador,Bachelor's level,Women+,25 to 34 years,Total population,10,27.0
2019,Newfoundland and Labrador,Bachelor's level,Total - Gender,30 to 34 years,Total population,10,20.0
2019,Newfoundland and Labrador,Bachelor's level,Men+,30 to 34 years,Total population,10,17.0
2019,Newfoundland and Labrador,Bachelor's level,Women+,30 to 34 years,Total population,10,24.0
2019,Newfoundland and Labrador,Bachelor's level,Total - Gender,35 to 44 years,Total population,10,17.0
2019,Newfoundland and Labrador,Bachelor's level,Men+,35 to 44 years,Total population,10,14.0
2019,Newfoundland and Labrador,Bachelor's level,Women+,35 to 44 years,Total population,10,20.0
2019,Newfoundland and Labrador,Bachelor's level,Total - Gender,45 to 54 years,Total population,10,11.0
2019,Newfoundland and Labrador,Bachelor's level,Men+,45 to 54 years,Total population,10,8.0
2019,Newfoundland and Labrador,Bachelor's level,Women+,45 to 54 years,Total population,10,13.0
2019,Newfoundland and Labrador,Bachelor's level,Total - Gender,55 to 64 years,Total population,10,7.0
2019,Newfoundland and Labrador,Bachelor's level,Men+,55 to 64 years,Total population,10,6.0
2019,Newfoundland and Labrador,Bachelor's level,Women+,55 to 64 years,Total population,10,8.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,10,7.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,10,6.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,10,8.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,10,9.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Men+,25 to 34 years,Total population,10,8.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Women+,25 to 34 years,Total population,10,10.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,10,12.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Men+,30 to 34 years,Total population,10,12.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Women+,30 to 34 years,Total population,10,11.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,10,9.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Men+,35 to 44 years,Total population,10,6.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Women+,35 to 44 years,Total population,10,11.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,10,7.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Men+,45 to 54 years,Total population,10,6.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Women+,45 to 54 years,Total population,10,8.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,10,5.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Men+,55 to 64 years,Total population,10,5.0
2019,Newfoundland and Labrador,Master's or Doctoral level,Women+,55 to 64 years,Total population,10,4.0
2019,Prince Edward Island,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,11,55.0
2019,Prince Edward Island,Tertiary education,Men+,"Total, 25 to 64 years",Total population,11,46.0
2019,Prince Edward Island,Tertiary education,Women+,"Total, 25 to 64 years",Total population,11,64.0
2019,Prince Edward Island,Tertiary education,Total - Gender,25 to 34 years,Total population,11,59.0
2019,Prince Edward Island,Tertiary education,Men+,25 to 34 years,Total population,11,50.0
2019,Prince Edward Island,Tertiary education,Women+,25 to 34 years,Total population,11,67.0
2019,Prince Edward Island,Tertiary education,Total - Gender,30 to 34 years,Total population,11,60.0
2019,Prince Edward Island,Tertiary education,Men+,30 to 34 years,Total population,11,52.0
2019,Prince Edward Island,Tertiary education,Women+,30 to 34 years,Total population,11,68.0
2019,Prince Edward Island,Tertiary education,Total - Gender,35 to 44 years,Total population,11,62.0
2019,Prince Edward Island,Tertiary education,Men+,35 to 44 years,Total population,11,52.0
2019,Prince Edward Island,Tertiary education,Women+,35 to 44 years,Total population,11,71.0
2019,Prince Edward Island,Tertiary education,Total - Gender,45 to 54 years,Total population,11,60.0
2019,Prince Edward Island,Tertiary education,Men+,45 to 54 years,Total population,11,51.0
2019,Prince Edward Island,Tertiary education,Women+,45 to 54 years,Total population,11,68.0
2019,Prince Edward Island,Tertiary education,Total - Gender,55 to 64 years,Total population,11,43.0
2019,Prince Edward Island,Tertiary education,Men+,55 to 64 years,Total population,11,33.0
2019,Prince Edward Island,Tertiary education,Women+,55 to 64 years,Total population,11,52.0
2019,Prince Edward Island,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,11,29.0
2019,Prince Edward Island,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,11,24.0
2019,Prince Edward Island,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,11,34.0
2019,Prince Edward Island,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,11,26.0
2019,Prince Edward Island,Short-cycle tertiary,Men+,25 to 34 years,Total population,11,25.0
2019,Prince Edward Island,Short-cycle tertiary,Women+,25 to 34 years,Total population,11,28.0
2019,Prince Edward Island,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,11,26.0
2019,Prince Edward Island,Short-cycle tertiary,Men+,30 to 34 years,Total population,11,26.0
2019,Prince Edward Island,Short-cycle tertiary,Women+,30 to 34 years,Total population,11,25.0
2019,Prince Edward Island,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,11,31.0
2019,Prince Edward Island,Short-cycle tertiary,Men+,35 to 44 years,Total population,11,27.0
2019,Prince Edward Island,Short-cycle tertiary,Women+,35 to 44 years,Total population,11,35.0
2019,Prince Edward Island,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,11,34.0
2019,Prince Edward Island,Short-cycle tertiary,Men+,45 to 54 years,Total population,11,28.0
2019,Prince Edward Island,Short-cycle tertiary,Women+,45 to 54 years,Total population,11,40.0
2019,Prince Edward Island,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,11,26.0
2019,Prince Edward Island,Short-cycle tertiary,Men+,55 to 64 years,Total population,11,18.0
2019,Prince Edward Island,Short-cycle tertiary,Women+,55 to 64 years,Total population,11,33.0
2019,Prince Edward Island,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,11,18.0
2019,Prince Edward Island,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,11,15.0
2019,Prince Edward Island,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,11,22.0
2019,Prince Edward Island,Bachelor's level,Total - Gender,25 to 34 years,Total population,11,25.0
2019,Prince Edward Island,Bachelor's level,Men+,25 to 34 years,Total population,11,19.0
2019,Prince Edward Island,Bachelor's level,Women+,25 to 34 years,Total population,11,31.0
2019,Prince Edward Island,Bachelor's level,Total - Gender,30 to 34 years,Total population,11,26.0
2019,Prince Edward Island,Bachelor's level,Men+,30 to 34 years,Total population,11,19.0
2019,Prince Edward Island,Bachelor's level,Women+,30 to 34 years,Total population,11,32.0
2019,Prince Edward Island,Bachelor's level,Total - Gender,35 to 44 years,Total population,11,22.0
2019,Prince Edward Island,Bachelor's level,Men+,35 to 44 years,Total population,11,16.0
2019,Prince Edward Island,Bachelor's level,Women+,35 to 44 years,Total population,11,27.0
2019,Prince Edward Island,Bachelor's level,Total - Gender,45 to 54 years,Total population,11,19.0
2019,Prince Edward Island,Bachelor's level,Men+,45 to 54 years,Total population,11,16.0
2019,Prince Edward Island,Bachelor's level,Women+,45 to 54 years,Total population,11,21.0
2019,Prince Edward Island,Bachelor's level,Total - Gender,55 to 64 years,Total population,11,10.0
2019,Prince Edward Island,Bachelor's level,Men+,55 to 64 years,Total population,11,9.0
2019,Prince Edward Island,Bachelor's level,Women+,55 to 64 years,Total population,11,12.0
2019,Prince Edward Island,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,11,8.0
2019,Prince Edward Island,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,11,7.0
2019,Prince Edward Island,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,11,8.0
2019,Prince Edward Island,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,11,8.0
2019,Prince Edward Island,Master's or Doctoral level,Men+,25 to 34 years,Total population,11,7.0
2019,Prince Edward Island,Master's or Doctoral level,Women+,25 to 34 years,Total population,11,8.0
2019,Prince Edward Island,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,11,9.0
2019,Prince Edward Island,Master's or Doctoral level,Men+,30 to 34 years,Total population,11,7.0
2019,Prince Edward Island,Master's or Doctoral level,Women+,30 to 34 years,Total population,11,11.0
2019,Prince Edward Island,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,11,9.0
2019,Prince Edward Island,Master's or Doctoral level,Men+,35 to 44 years,Total population,11,8.0
2019,Prince Edward Island,Master's or Doctoral level,Women+,35 to 44 years,Total population,11,10.0
2019,Prince Edward Island,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,11,7.0
2019,Prince Edward Island,Master's or Doctoral level,Men+,45 to 54 years,Total population,11,7.0
2019,Prince Edward Island,Master's or Doctoral level,Women+,45 to 54 years,Total population,11,7.0
2019,Prince Edward Island,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,11,7.0
2019,Prince Edward Island,Master's or Doctoral level,Men+,55 to 64 years,Total population,11,6.0
2019,Prince Edward Island,Master's or Doctoral level,Women+,55 to 64 years,Total population,11,7.0
2019,Nova Scotia,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,12,55.0
2019,Nova Scotia,Tertiary education,Men+,"Total, 25 to 64 years",Total population,12,47.0
2019,Nova Scotia,Tertiary education,Women+,"Total, 25 to 64 years",Total population,12,62.0
2019,Nova Scotia,Tertiary education,Total - Gender,25 to 34 years,Total population,12,61.0
2019,Nova Scotia,Tertiary education,Men+,25 to 34 years,Total population,12,50.0
2019,Nova Scotia,Tertiary education,Women+,25 to 34 years,Total population,12,70.0
2019,Nova Scotia,Tertiary education,Total - Gender,30 to 34 years,Total population,12,64.0
2019,Nova Scotia,Tertiary education,Men+,30 to 34 years,Total population,12,55.0
2019,Nova Scotia,Tertiary education,Women+,30 to 34 years,Total population,12,73.0
2019,Nova Scotia,Tertiary education,Total - Gender,35 to 44 years,Total population,12,63.0
2019,Nova Scotia,Tertiary education,Men+,35 to 44 years,Total population,12,55.0
2019,Nova Scotia,Tertiary education,Women+,35 to 44 years,Total population,12,70.0
2019,Nova Scotia,Tertiary education,Total - Gender,45 to 54 years,Total population,12,55.0
2019,Nova Scotia,Tertiary education,Men+,45 to 54 years,Total population,12,47.0
2019,Nova Scotia,Tertiary education,Women+,45 to 54 years,Total population,12,62.0
2019,Nova Scotia,Tertiary education,Total - Gender,55 to 64 years,Total population,12,44.0
2019,Nova Scotia,Tertiary education,Men+,55 to 64 years,Total population,12,37.0
2019,Nova Scotia,Tertiary education,Women+,55 to 64 years,Total population,12,50.0
2019,Nova Scotia,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,12,26.0
2019,Nova Scotia,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,12,22.0
2019,Nova Scotia,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,12,29.0
2019,Nova Scotia,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,12,26.0
2019,Nova Scotia,Short-cycle tertiary,Men+,25 to 34 years,Total population,12,23.0
2019,Nova Scotia,Short-cycle tertiary,Women+,25 to 34 years,Total population,12,28.0
2019,Nova Scotia,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,12,27.0
2019,Nova Scotia,Short-cycle tertiary,Men+,30 to 34 years,Total population,12,26.0
2019,Nova Scotia,Short-cycle tertiary,Women+,30 to 34 years,Total population,12,29.0
2019,Nova Scotia,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,12,28.0
2019,Nova Scotia,Short-cycle tertiary,Men+,35 to 44 years,Total population,12,26.0
2019,Nova Scotia,Short-cycle tertiary,Women+,35 to 44 years,Total population,12,29.0
2019,Nova Scotia,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,12,27.0
2019,Nova Scotia,Short-cycle tertiary,Men+,45 to 54 years,Total population,12,22.0
2019,Nova Scotia,Short-cycle tertiary,Women+,45 to 54 years,Total population,12,31.0
2019,Nova Scotia,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,12,23.0
2019,Nova Scotia,Short-cycle tertiary,Men+,55 to 64 years,Total population,12,18.0
2019,Nova Scotia,Short-cycle tertiary,Women+,55 to 64 years,Total population,12,27.0
2019,Nova Scotia,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,12,17.0
2019,Nova Scotia,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,12,14.0
2019,Nova Scotia,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,12,20.0
2019,Nova Scotia,Bachelor's level,Total - Gender,25 to 34 years,Total population,12,23.0
2019,Nova Scotia,Bachelor's level,Men+,25 to 34 years,Total population,12,17.0
2019,Nova Scotia,Bachelor's level,Women+,25 to 34 years,Total population,12,28.0
2019,Nova Scotia,Bachelor's level,Total - Gender,30 to 34 years,Total population,12,23.0
2019,Nova Scotia,Bachelor's level,Men+,30 to 34 years,Total population,12,19.0
2019,Nova Scotia,Bachelor's level,Women+,30 to 34 years,Total population,12,27.0
2019,Nova Scotia,Bachelor's level,Total - Gender,35 to 44 years,Total population,12,20.0
2019,Nova Scotia,Bachelor's level,Men+,35 to 44 years,Total population,12,16.0
2019,Nova Scotia,Bachelor's level,Women+,35 to 44 years,Total population,12,23.0
2019,Nova Scotia,Bachelor's level,Total - Gender,45 to 54 years,Total population,12,16.0
2019,Nova Scotia,Bachelor's level,Men+,45 to 54 years,Total population,12,14.0
2019,Nova Scotia,Bachelor's level,Women+,45 to 54 years,Total population,12,18.0
2019,Nova Scotia,Bachelor's level,Total - Gender,55 to 64 years,Total population,12,12.0
2019,Nova Scotia,Bachelor's level,Men+,55 to 64 years,Total population,12,11.0
2019,Nova Scotia,Bachelor's level,Women+,55 to 64 years,Total population,12,13.0
2019,Nova Scotia,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,12,12.0
2019,Nova Scotia,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,12,10.0
2019,Nova Scotia,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,12,13.0
2019,Nova Scotia,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,12,12.0
2019,Nova Scotia,Master's or Doctoral level,Men+,25 to 34 years,Total population,12,10.0
2019,Nova Scotia,Master's or Doctoral level,Women+,25 to 34 years,Total population,12,15.0
2019,Nova Scotia,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,12,14.0
2019,Nova Scotia,Master's or Doctoral level,Men+,30 to 34 years,Total population,12,10.0
2019,Nova Scotia,Master's or Doctoral level,Women+,30 to 34 years,Total population,12,17.0
2019,Nova Scotia,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,12,16.0
2019,Nova Scotia,Master's or Doctoral level,Men+,35 to 44 years,Total population,12,13.0
2019,Nova Scotia,Master's or Doctoral level,Women+,35 to 44 years,Total population,12,18.0
2019,Nova Scotia,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,12,12.0
2019,Nova Scotia,Master's or Doctoral level,Men+,45 to 54 years,Total population,12,11.0
2019,Nova Scotia,Master's or Doctoral level,Women+,45 to 54 years,Total population,12,13.0
2019,Nova Scotia,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,12,9.0
2019,Nova Scotia,Master's or Doctoral level,Men+,55 to 64 years,Total population,12,8.0
2019,Nova Scotia,Master's or Doctoral level,Women+,55 to 64 years,Total population,12,9.0
2019,New Brunswick,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,13,53.0
2019,New Brunswick,Tertiary education,Men+,"Total, 25 to 64 years",Total population,13,47.0
2019,New Brunswick,Tertiary education,Women+,"Total, 25 to 64 years",Total population,13,59.0
2019,New Brunswick,Tertiary education,Total - Gender,25 to 34 years,Total population,13,60.0
2019,New Brunswick,Tertiary education,Men+,25 to 34 years,Total population,13,55.0
2019,New Brunswick,Tertiary education,Women+,25 to 34 years,Total population,13,66.0
2019,New Brunswick,Tertiary education,Total - Gender,30 to 34 years,Total population,13,65.0
2019,New Brunswick,Tertiary education,Men+,30 to 34 years,Total population,13,60.0
2019,New Brunswick,Tertiary education,Women+,30 to 34 years,Total population,13,70.0
2019,New Brunswick,Tertiary education,Total - Gender,35 to 44 years,Total population,13,64.0
2019,New Brunswick,Tertiary education,Men+,35 to 44 years,Total population,13,56.0
2019,New Brunswick,Tertiary education,Women+,35 to 44 years,Total population,13,71.0
2019,New Brunswick,Tertiary education,Total - Gender,45 to 54 years,Total population,13,54.0
2019,New Brunswick,Tertiary education,Men+,45 to 54 years,Total population,13,46.0
2019,New Brunswick,Tertiary education,Women+,45 to 54 years,Total population,13,62.0
2019,New Brunswick,Tertiary education,Total - Gender,55 to 64 years,Total population,13,39.0
2019,New Brunswick,Tertiary education,Men+,55 to 64 years,Total population,13,36.0
2019,New Brunswick,Tertiary education,Women+,55 to 64 years,Total population,13,42.0
2019,New Brunswick,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,13,30.0
2019,New Brunswick,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,13,27.0
2019,New Brunswick,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,13,32.0
2019,New Brunswick,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,13,32.0
2019,New Brunswick,Short-cycle tertiary,Men+,25 to 34 years,Total population,13,33.0
2019,New Brunswick,Short-cycle tertiary,Women+,25 to 34 years,Total population,13,31.0
2019,New Brunswick,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,13,33.0
2019,New Brunswick,Short-cycle tertiary,Men+,30 to 34 years,Total population,13,35.0
2019,New Brunswick,Short-cycle tertiary,Women+,30 to 34 years,Total population,13,31.0
2019,New Brunswick,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,13,34.0
2019,New Brunswick,Short-cycle tertiary,Men+,35 to 44 years,Total population,13,31.0
2019,New Brunswick,Short-cycle tertiary,Women+,35 to 44 years,Total population,13,37.0
2019,New Brunswick,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,13,31.0
2019,New Brunswick,Short-cycle tertiary,Men+,45 to 54 years,Total population,13,25.0
2019,New Brunswick,Short-cycle tertiary,Women+,45 to 54 years,Total population,13,36.0
2019,New Brunswick,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,13,24.0
2019,New Brunswick,Short-cycle tertiary,Men+,55 to 64 years,Total population,13,21.0
2019,New Brunswick,Short-cycle tertiary,Women+,55 to 64 years,Total population,13,26.0
2019,New Brunswick,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,13,17.0
2019,New Brunswick,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,13,14.0
2019,New Brunswick,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,13,19.0
2019,New Brunswick,Bachelor's level,Total - Gender,25 to 34 years,Total population,13,23.0
2019,New Brunswick,Bachelor's level,Men+,25 to 34 years,Total population,13,19.0
2019,New Brunswick,Bachelor's level,Women+,25 to 34 years,Total population,13,27.0
2019,New Brunswick,Bachelor's level,Total - Gender,30 to 34 years,Total population,13,24.0
2019,New Brunswick,Bachelor's level,Men+,30 to 34 years,Total population,13,21.0
2019,New Brunswick,Bachelor's level,Women+,30 to 34 years,Total population,13,28.0
2019,New Brunswick,Bachelor's level,Total - Gender,35 to 44 years,Total population,13,20.0
2019,New Brunswick,Bachelor's level,Men+,35 to 44 years,Total population,13,17.0
2019,New Brunswick,Bachelor's level,Women+,35 to 44 years,Total population,13,23.0
2019,New Brunswick,Bachelor's level,Total - Gender,45 to 54 years,Total population,13,16.0
2019,New Brunswick,Bachelor's level,Men+,45 to 54 years,Total population,13,13.0
2019,New Brunswick,Bachelor's level,Women+,45 to 54 years,Total population,13,18.0
2019,New Brunswick,Bachelor's level,Total - Gender,55 to 64 years,Total population,13,10.0
2019,New Brunswick,Bachelor's level,Men+,55 to 64 years,Total population,13,9.0
2019,New Brunswick,Bachelor's level,Women+,55 to 64 years,Total population,13,11.0
2019,New Brunswick,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,13,7.0
2019,New Brunswick,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,13,6.0
2019,New Brunswick,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,13,8.0
2019,New Brunswick,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,13,6.0
2019,New Brunswick,Master's or Doctoral level,Men+,25 to 34 years,Total population,13,4.0
2019,New Brunswick,Master's or Doctoral level,Women+,25 to 34 years,Total population,13,8.0
2019,New Brunswick,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,13,7.0
2019,New Brunswick,Master's or Doctoral level,Men+,30 to 34 years,Total population,13,4.0
2019,New Brunswick,Master's or Doctoral level,Women+,30 to 34 years,Total population,13,11.0
2019,New Brunswick,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,13,10.0
2019,New Brunswick,Master's or Doctoral level,Men+,35 to 44 years,Total population,13,8.0
2019,New Brunswick,Master's or Doctoral level,Women+,35 to 44 years,Total population,13,11.0
2019,New Brunswick,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,13,8.0
2019,New Brunswick,Master's or Doctoral level,Men+,45 to 54 years,Total population,13,7.0
2019,New Brunswick,Master's or Doctoral level,Women+,45 to 54 years,Total population,13,8.0
2019,New Brunswick,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,13,5.0
2019,New Brunswick,Master's or Doctoral level,Men+,55 to 64 years,Total population,13,6.0
2019,New Brunswick,Master's or Doctoral level,Women+,55 to 64 years,Total population,13,5.0
2019,Quebec,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,24,54.0
2019,Quebec,Tertiary education,Men+,"Total, 25 to 64 years",Total population,24,49.0
2019,Quebec,Tertiary education,Women+,"Total, 25 to 64 years",Total population,24,60.0
2019,Quebec,Tertiary education,Total - Gender,25 to 34 years,Total population,24,58.0
2019,Quebec,Tertiary education,Men+,25 to 34 years,Total population,24,50.0
2019,Quebec,Tertiary education,Women+,25 to 34 years,Total population,24,65.0
2019,Quebec,Tertiary education,Total - Gender,30 to 34 years,Total population,24,59.0
2019,Quebec,Tertiary education,Men+,30 to 34 years,Total population,24,50.0
2019,Quebec,Tertiary education,Women+,30 to 34 years,Total population,24,68.0
2019,Quebec,Tertiary education,Total - Gender,35 to 44 years,Total population,24,61.0
2019,Quebec,Tertiary education,Men+,35 to 44 years,Total population,24,54.0
2019,Quebec,Tertiary education,Women+,35 to 44 years,Total population,24,68.0
2019,Quebec,Tertiary education,Total - Gender,45 to 54 years,Total population,24,56.0
2019,Quebec,Tertiary education,Men+,45 to 54 years,Total population,24,50.0
2019,Quebec,Tertiary education,Women+,45 to 54 years,Total population,24,61.0
2019,Quebec,Tertiary education,Total - Gender,55 to 64 years,Total population,24,44.0
2019,Quebec,Tertiary education,Men+,55 to 64 years,Total population,24,42.0
2019,Quebec,Tertiary education,Women+,55 to 64 years,Total population,24,47.0
2019,Quebec,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,24,25.0
2019,Quebec,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,24,22.0
2019,Quebec,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,24,27.0
2019,Quebec,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,24,23.0
2019,Quebec,Short-cycle tertiary,Men+,25 to 34 years,Total population,24,20.0
2019,Quebec,Short-cycle tertiary,Women+,25 to 34 years,Total population,24,26.0
2019,Quebec,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,24,24.0
2019,Quebec,Short-cycle tertiary,Men+,30 to 34 years,Total population,24,20.0
2019,Quebec,Short-cycle tertiary,Women+,30 to 34 years,Total population,24,27.0
2019,Quebec,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,24,25.0
2019,Quebec,Short-cycle tertiary,Men+,35 to 44 years,Total population,24,23.0
2019,Quebec,Short-cycle tertiary,Women+,35 to 44 years,Total population,24,27.0
2019,Quebec,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,24,27.0
2019,Quebec,Short-cycle tertiary,Men+,45 to 54 years,Total population,24,24.0
2019,Quebec,Short-cycle tertiary,Women+,45 to 54 years,Total population,24,31.0
2019,Quebec,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,24,24.0
2019,Quebec,Short-cycle tertiary,Men+,55 to 64 years,Total population,24,22.0
2019,Quebec,Short-cycle tertiary,Women+,55 to 64 years,Total population,24,26.0
2019,Quebec,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,24,20.0
2019,Quebec,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,24,18.0
2019,Quebec,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,24,22.0
2019,Quebec,Bachelor's level,Total - Gender,25 to 34 years,Total population,24,23.0
2019,Quebec,Bachelor's level,Men+,25 to 34 years,Total population,24,21.0
2019,Quebec,Bachelor's level,Women+,25 to 34 years,Total population,24,26.0
2019,Quebec,Bachelor's level,Total - Gender,30 to 34 years,Total population,24,23.0
2019,Quebec,Bachelor's level,Men+,30 to 34 years,Total population,24,19.0
2019,Quebec,Bachelor's level,Women+,30 to 34 years,Total population,24,27.0
2019,Quebec,Bachelor's level,Total - Gender,35 to 44 years,Total population,24,23.0
2019,Quebec,Bachelor's level,Men+,35 to 44 years,Total population,24,19.0
2019,Quebec,Bachelor's level,Women+,35 to 44 years,Total population,24,27.0
