Year,Géographie,Groupe d'âge,Sexe,Groupe autochtone,Niveau de scolarité atteint,Minorité visible,Status d'immigrant,GeoCode,Value
2020,Canada,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,63.6
2020,Canada,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,50.4
2020,Canada,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,31.4
2020,Canada,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,49.8
2020,Canada,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,62.8
2020,Canada,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,54.7
2020,Canada,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,28.7
2020,Canada,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,57.6
2020,Canada,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,64.6
2020,Canada,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,58.2
2020,Canada,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,29.9
2020,Canada,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,52.2
2020,Canada,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,67.5
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,28.8
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,50.5
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,67.2
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,50.9
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,29.9
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,49.7
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,61.6
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,51.9
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,35.4
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,48.5
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,63.1
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,50.4
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,24.0
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,51.7
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,60.8
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,57.4
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,28.8
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,50.5
2020,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,67.3
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,32.6
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,55.8
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,67.7
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,53.6
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,29.9
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,55.9
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,65.7
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,48.9
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,28.4
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,50.9
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,62.5
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,58.0
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,32.4
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,60.9
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,68.0
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,60.1
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,33.0
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,55.8
2020,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,67.8
2020,Région des Prairies,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,33.5
2020,Région des Prairies,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,58.0
2020,Région des Prairies,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,69.2
2020,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,53.2
2020,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,27.8
2020,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,55.1
2020,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,67.2
2020,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,47.9
2020,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,23.5
2020,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,49.7
2020,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,65.3
2020,Région des Prairies,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,57.6
2020,Région des Prairies,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,32.7
2020,Région des Prairies,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,59.5
2020,Région des Prairies,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,68.3
2020,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,61.4
2020,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,34.4
2020,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,58.3
2020,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,69.3
2021,Canada,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,31.6
2021,Canada,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,54.3
2021,Canada,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,69.6
2021,Canada,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,56.8
2021,Canada,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,31.5
2021,Canada,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,56.8
2021,Canada,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,69.6
2021,Canada,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,53.7
2021,Canada,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,30.3
2021,Canada,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,53.3
2021,Canada,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,68.2
2021,Canada,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,59.8
2021,Canada,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,33.7
2021,Canada,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,59.7
2021,Canada,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,71.0
2021,Canada,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,60.5
2021,Canada,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,31.6
2021,Canada,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,54.2
2021,Canada,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,69.6
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,30.1
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,52.1
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,69.5
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,54.5
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,28.8
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,51.2
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,68.4
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,53.1
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,26.0
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,49.4
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,69.7
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,56.1
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,33.2
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,51.5
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,68.0
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,59.6
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,30.1
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,52.2
2021,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,69.6
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,35.5
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,58.5
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,69.6
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,58.7
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,33.8
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,61.0
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,70.6
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,54.3
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,33.8
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,56.6
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,66.7
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,62.7
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,34.0
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,64.7
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,73.6
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,62.5
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,35.8
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,58.3
2021,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,69.6
2021,Région des Prairies,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,34.9
2021,Région des Prairies,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,61.1
2021,Région des Prairies,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,70.8
2021,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,58.6
2021,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,31.6
2021,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,62.2
2021,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,71.5
2021,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,53.7
2021,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,32.1
2021,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,56.1
2021,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,68.9
2021,Région des Prairies,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,62.6
2021,Région des Prairies,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,31.6
2021,Région des Prairies,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,67.1
2021,Région des Prairies,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,73.1
2021,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,63.5
2021,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,35.4
2021,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,61.0
2021,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,70.8
2022,Canada,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,33.4
2022,Canada,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,56.9
2022,Canada,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,70.4
2022,Canada,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,60.9
2022,Canada,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,36.5
2022,Canada,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,62.6
2022,Canada,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,71.2
2022,Canada,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,58.0
2022,Canada,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,32.8
2022,Canada,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,60.6
2022,Canada,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,69.8
2022,Canada,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,63.7
2022,Canada,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,40.0
2022,Canada,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,64.9
2022,Canada,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,72.4
2022,Canada,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,61.9
2022,Canada,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,33.2
2022,Canada,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,56.6
2022,Canada,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,70.4
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,32.1
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,54.7
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,70.3
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,58.3
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,33.9
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,57.5
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,69.0
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,56.8
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,30.7
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,58.1
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,67.4
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,59.8
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,37.6
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,56.6
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,70.5
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,61.2
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,32.0
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,54.6
2022,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,70.3
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,36.6
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,60.8
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,70.7
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,63.2
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,38.7
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,66.3
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,73.3
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,59.0
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,34.3
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,62.7
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,72.3
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,66.9
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,42.3
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,69.8
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,74.1
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,63.6
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,36.3
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,60.3
2022,Provinces de l'Ouest,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,70.5
2022,Région des Prairies,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,37.5
2022,Région des Prairies,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,63.5
2022,Région des Prairies,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,72.0
2022,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,62.2
2022,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,34.3
2022,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,66.5
2022,Région des Prairies,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,74.0
2022,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,55.8
2022,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,27.9
2022,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,62.1
2022,Région des Prairies,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,71.1
2022,Région des Prairies,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,67.3
2022,Région des Prairies,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,40.7
2022,Région des Prairies,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,70.0
2022,Région des Prairies,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,75.9
2022,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,65.0
2022,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,38.0
2022,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,63.2
2022,Région des Prairies,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,71.9
2023,Canada,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,33.4
2023,Canada,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,56.6
2023,Canada,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,70.3
2023,Canada,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,58.7
2023,Canada,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,34.2
2023,Canada,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,60.4
2023,Canada,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,70.4
2023,Canada,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,55.5
2023,Canada,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,30.5
2023,Canada,"Total, 15 ans et plus",,Premières Nation,Études secondaires complétées ou postsecondaires partielles,,,,56.5
2023,Canada,"Total, 15 ans et plus",,Premières Nation,Études postsecondaires complétées,,,,69.9
2023,Canada,"Total, 15 ans et plus",,Métis,"Total, tous les niveaux de scolarité",,,,62.4
2023,Canada,"Total, 15 ans et plus",,Métis,Études secondaires partielles ou moins,,,,38.9
2023,Canada,"Total, 15 ans et plus",,Métis,Études secondaires complétées ou postsecondaires partielles,,,,65.0
2023,Canada,"Total, 15 ans et plus",,Métis,Études postsecondaires complétées,,,,71.2
2023,Canada,"Total, 15 ans et plus",,Population non autochtone,"Total, tous les niveaux de scolarité",,,,62.1
2023,Canada,"Total, 15 ans et plus",,Population non autochtone,Études secondaires partielles ou moins,,,,33.3
2023,Canada,"Total, 15 ans et plus",,Population non autochtone,Études secondaires complétées ou postsecondaires partielles,,,,56.4
2023,Canada,"Total, 15 ans et plus",,Population non autochtone,Études postsecondaires complétées,,,,70.3
2023,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études secondaires partielles ou moins,,,,32.7
2023,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études secondaires complétées ou postsecondaires partielles,,,,54.7
2023,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population totale,Études postsecondaires complétées,,,,70.1
2023,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,"Total, tous les niveaux de scolarité",,,,57.7
2023,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études secondaires partielles ou moins,,,,32.6
2023,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études secondaires complétées ou postsecondaires partielles,,,,59.9
2023,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Population autochtone,Études postsecondaires complétées,,,,68.5
2023,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,"Total, tous les niveaux de scolarité",,,,58.0
2023,Provinces de l'Est et du centre,"Total, 15 ans et plus",,Premières Nation,Études secondaires partielles ou moins,,,,30.5
