Year,Géographie,Population,Genre,Groupe d'âge,GeoCode,Value
2024,Québec,Population totale,Femmes+,15 ans et plus,24,4.9
2024,Québec,Population totale,Femmes+,15 à 24 ans,24,8.6
2024,Québec,Population totale,Femmes+,25 ans et plus,24,4.3
2024,Québec,Population totale,Femmes+,25 à 44 ans,24,4.6
2024,Québec,Population totale,Femmes+,45 à 64 ans,24,4.0
2024,Québec,Population totale,Femmes+,45 ans et plus,24,4.0
2024,Québec,Population totale,Femmes+,25 à 54 ans,24,4.4
2024,Québec,Population totale,Femmes+,55 ans et plus,24,4.1
2024,Québec,Population totale,Femmes+,15 à 64 ans,24,5.0
2024,Québec,Population totale,Femmes+,15 à 19 ans,24,10.4
2024,Québec,Population totale,Femmes+,20 à 24 ans,24,7.3
2024,Québec,Population totale,Femmes+,25 à 29 ans,24,4.4
2024,Québec,Population totale,Femmes+,30 à 34 ans,24,5.3
2024,Québec,Population totale,Femmes+,35 à 39 ans,24,4.5
2024,Québec,Population totale,Femmes+,40 à 44 ans,24,4.1
2024,Québec,Population totale,Femmes+,45 à 49 ans,24,4.1
2024,Québec,Population totale,Femmes+,50 à 54 ans,24,3.9
2024,Québec,Population totale,Femmes+,55 à 59 ans,24,3.6
2024,Québec,Population totale,Femmes+,60 à 64 ans,24,4.8
2024,Québec,Population totale,Femmes+,65 ans et plus,24,4.1
2024,Québec,Population totale,Femmes+,65 à 69 ans,24,4.9
2024,Québec,Population totale,Femmes+,70 ans et plus,24,
2024,Ontario,Population totale,Total - Genre,15 ans et plus,35,7.0
2024,Ontario,Population totale,Total - Genre,15 à 24 ans,35,15.7
2024,Ontario,Population totale,Total - Genre,25 ans et plus,35,5.5
2024,Ontario,Population totale,Total - Genre,25 à 44 ans,35,6.4
2024,Ontario,Population totale,Total - Genre,45 à 64 ans,35,4.6
2024,Ontario,Population totale,Total - Genre,45 ans et plus,35,4.5
2024,Ontario,Population totale,Total - Genre,25 à 54 ans,35,5.8
2024,Ontario,Population totale,Total - Genre,55 ans et plus,35,4.7
2024,Ontario,Population totale,Total - Genre,15 à 64 ans,35,7.1
2024,Ontario,Population totale,Total - Genre,15 à 19 ans,35,21.6
2024,Ontario,Population totale,Total - Genre,20 à 24 ans,35,12.9
2024,Ontario,Population totale,Total - Genre,25 à 29 ans,35,8.4
2024,Ontario,Population totale,Total - Genre,30 à 34 ans,35,7.0
2024,Ontario,Population totale,Total - Genre,35 à 39 ans,35,5.2
2024,Ontario,Population totale,Total - Genre,40 à 44 ans,35,4.6
2024,Ontario,Population totale,Total - Genre,45 à 49 ans,35,4.3
2024,Ontario,Population totale,Total - Genre,50 à 54 ans,35,4.4
2024,Ontario,Population totale,Total - Genre,55 à 59 ans,35,4.6
2024,Ontario,Population totale,Total - Genre,60 à 64 ans,35,5.4
2024,Ontario,Population totale,Total - Genre,65 ans et plus,35,4.0
2024,Ontario,Population totale,Total - Genre,65 à 69 ans,35,3.9
2024,Ontario,Population totale,Total - Genre,70 ans et plus,35,4.3
2024,Ontario,Population totale,Hommes+,15 ans et plus,35,7.3
2024,Ontario,Population totale,Hommes+,15 à 24 ans,35,17.6
2024,Ontario,Population totale,Hommes+,25 ans et plus,35,5.7
2024,Ontario,Population totale,Hommes+,25 à 44 ans,35,6.5
2024,Ontario,Population totale,Hommes+,45 à 64 ans,35,4.7
2024,Ontario,Population totale,Hommes+,45 ans et plus,35,4.7
2024,Ontario,Population totale,Hommes+,25 à 54 ans,35,5.9
2024,Ontario,Population totale,Hommes+,55 ans et plus,35,4.9
2024,Ontario,Population totale,Hommes+,15 à 64 ans,35,7.5
2024,Ontario,Population totale,Hommes+,15 à 19 ans,35,24.0
2024,Ontario,Population totale,Hommes+,20 à 24 ans,35,14.7
2024,Ontario,Population totale,Hommes+,25 à 29 ans,35,8.9
2024,Ontario,Population totale,Hommes+,30 à 34 ans,35,7.1
2024,Ontario,Population totale,Hommes+,35 à 39 ans,35,5.1
2024,Ontario,Population totale,Hommes+,40 à 44 ans,35,4.4
2024,Ontario,Population totale,Hommes+,45 à 49 ans,35,4.4
2024,Ontario,Population totale,Hommes+,50 à 54 ans,35,4.3
2024,Ontario,Population totale,Hommes+,55 à 59 ans,35,4.8
2024,Ontario,Population totale,Hommes+,60 à 64 ans,35,5.5
2024,Ontario,Population totale,Hommes+,65 ans et plus,35,4.3
2024,Ontario,Population totale,Hommes+,65 à 69 ans,35,4.3
2024,Ontario,Population totale,Hommes+,70 ans et plus,35,4.3
2024,Ontario,Population totale,Femmes+,15 ans et plus,35,6.5
2024,Ontario,Population totale,Femmes+,15 à 24 ans,35,13.6
2024,Ontario,Population totale,Femmes+,25 ans et plus,35,5.4
2024,Ontario,Population totale,Femmes+,25 à 44 ans,35,6.3
2024,Ontario,Population totale,Femmes+,45 à 64 ans,35,4.5
2024,Ontario,Population totale,Femmes+,45 ans et plus,35,4.4
2024,Ontario,Population totale,Femmes+,25 à 54 ans,35,5.7
2024,Ontario,Population totale,Femmes+,55 ans et plus,35,4.5
2024,Ontario,Population totale,Femmes+,15 à 64 ans,35,6.7
2024,Ontario,Population totale,Femmes+,15 à 19 ans,35,19.2
2024,Ontario,Population totale,Femmes+,20 à 24 ans,35,10.8
2024,Ontario,Population totale,Femmes+,25 à 29 ans,35,7.7
2024,Ontario,Population totale,Femmes+,30 à 34 ans,35,6.9
2024,Ontario,Population totale,Femmes+,35 à 39 ans,35,5.2
2024,Ontario,Population totale,Femmes+,40 à 44 ans,35,4.9
2024,Ontario,Population totale,Femmes+,45 à 49 ans,35,4.1
2024,Ontario,Population totale,Femmes+,50 à 54 ans,35,4.4
2024,Ontario,Population totale,Femmes+,55 à 59 ans,35,4.4
2024,Ontario,Population totale,Femmes+,60 à 64 ans,35,5.1
2024,Ontario,Population totale,Femmes+,65 ans et plus,35,3.6
2024,Ontario,Population totale,Femmes+,65 à 69 ans,35,3.3
2024,Ontario,Population totale,Femmes+,70 ans et plus,35,4.2
2024,Manitoba,Population totale,Total - Genre,15 ans et plus,46,5.4
2024,Manitoba,Population totale,Total - Genre,15 à 24 ans,46,10.6
2024,Manitoba,Population totale,Total - Genre,25 ans et plus,46,4.4
2024,Manitoba,Population totale,Total - Genre,25 à 44 ans,46,4.8
2024,Manitoba,Population totale,Total - Genre,45 à 64 ans,46,4.0
2024,Manitoba,Population totale,Total - Genre,45 ans et plus,46,4.0
2024,Manitoba,Population totale,Total - Genre,25 à 54 ans,46,4.4
2024,Manitoba,Population totale,Total - Genre,55 ans et plus,46,4.6
2024,Manitoba,Population totale,Total - Genre,15 à 64 ans,46,5.5
2024,Manitoba,Population totale,Total - Genre,15 à 19 ans,46,16.8
2024,Manitoba,Population totale,Total - Genre,20 à 24 ans,46,7.5
2024,Manitoba,Population totale,Total - Genre,25 à 29 ans,46,6.0
2024,Manitoba,Population totale,Total - Genre,30 à 34 ans,46,4.8
2024,Manitoba,Population totale,Total - Genre,35 à 39 ans,46,4.0
2024,Manitoba,Population totale,Total - Genre,40 à 44 ans,46,4.1
2024,Manitoba,Population totale,Total - Genre,45 à 49 ans,46,3.4
2024,Manitoba,Population totale,Total - Genre,50 à 54 ans,46,3.3
2024,Manitoba,Population totale,Total - Genre,55 à 59 ans,46,4.0
2024,Manitoba,Population totale,Total - Genre,60 à 64 ans,46,5.9
2024,Manitoba,Population totale,Total - Genre,65 ans et plus,46,3.9
2024,Manitoba,Population totale,Total - Genre,65 à 69 ans,46,3.6
2024,Manitoba,Population totale,Total - Genre,70 ans et plus,46,3.7
2024,Manitoba,Population totale,Hommes+,15 ans et plus,46,5.9
2024,Manitoba,Population totale,Hommes+,15 à 24 ans,46,11.2
2024,Manitoba,Population totale,Hommes+,25 ans et plus,46,4.8
2024,Manitoba,Population totale,Hommes+,25 à 44 ans,46,5.1
2024,Manitoba,Population totale,Hommes+,45 à 64 ans,46,4.5
2024,Manitoba,Population totale,Hommes+,45 ans et plus,46,4.5
2024,Manitoba,Population totale,Hommes+,25 à 54 ans,46,4.7
2024,Manitoba,Population totale,Hommes+,55 ans et plus,46,5.4
2024,Manitoba,Population totale,Hommes+,15 à 64 ans,46,5.9
2024,Manitoba,Population totale,Hommes+,15 à 19 ans,46,16.2
2024,Manitoba,Population totale,Hommes+,20 à 24 ans,46,9.0
2024,Manitoba,Population totale,Hommes+,25 à 29 ans,46,6.2
2024,Manitoba,Population totale,Hommes+,30 à 34 ans,46,5.2
2024,Manitoba,Population totale,Hommes+,35 à 39 ans,46,4.1
2024,Manitoba,Population totale,Hommes+,40 à 44 ans,46,4.5
2024,Manitoba,Population totale,Hommes+,45 à 49 ans,46,3.7
2024,Manitoba,Population totale,Hommes+,50 à 54 ans,46,3.5
2024,Manitoba,Population totale,Hommes+,55 à 59 ans,46,4.6
2024,Manitoba,Population totale,Hommes+,60 à 64 ans,46,6.5
2024,Manitoba,Population totale,Hommes+,65 ans et plus,46,
2024,Manitoba,Population totale,Hommes+,65 à 69 ans,46,
2024,Manitoba,Population totale,Hommes+,70 ans et plus,46,
2024,Manitoba,Population totale,Femmes+,15 ans et plus,46,5.0
2024,Manitoba,Population totale,Femmes+,15 à 24 ans,46,9.8
2024,Manitoba,Population totale,Femmes+,25 ans et plus,46,4.0
2024,Manitoba,Population totale,Femmes+,25 à 44 ans,46,4.5
2024,Manitoba,Population totale,Femmes+,45 à 64 ans,46,3.5
2024,Manitoba,Population totale,Femmes+,45 ans et plus,46,3.4
2024,Manitoba,Population totale,Femmes+,25 à 54 ans,46,4.1
2024,Manitoba,Population totale,Femmes+,55 ans et plus,46,3.7
2024,Manitoba,Population totale,Femmes+,15 à 64 ans,46,5.0
2024,Manitoba,Population totale,Femmes+,15 à 19 ans,46,17.5
2024,Manitoba,Population totale,Femmes+,20 à 24 ans,46,5.9
2024,Manitoba,Population totale,Femmes+,25 à 29 ans,46,5.8
2024,Manitoba,Population totale,Femmes+,30 à 34 ans,46,4.3
2024,Manitoba,Population totale,Femmes+,35 à 39 ans,46,3.9
2024,Manitoba,Population totale,Femmes+,40 à 44 ans,46,3.8
2024,Manitoba,Population totale,Femmes+,45 à 49 ans,46,3.1
2024,Manitoba,Population totale,Femmes+,50 à 54 ans,46,3.0
2024,Manitoba,Population totale,Femmes+,55 à 59 ans,46,3.3
2024,Manitoba,Population totale,Femmes+,60 à 64 ans,46,4.8
2024,Manitoba,Population totale,Femmes+,65 ans et plus,46,
2024,Manitoba,Population totale,Femmes+,65 à 69 ans,46,
2024,Manitoba,Population totale,Femmes+,70 ans et plus,46,
2024,Saskatchewan,Population totale,Total - Genre,15 ans et plus,47,5.4
2024,Saskatchewan,Population totale,Total - Genre,15 à 24 ans,47,11.5
2024,Saskatchewan,Population totale,Total - Genre,25 ans et plus,47,4.4
2024,Saskatchewan,Population totale,Total - Genre,25 à 44 ans,47,4.7
2024,Saskatchewan,Population totale,Total - Genre,45 à 64 ans,47,3.9
2024,Saskatchewan,Population totale,Total - Genre,45 ans et plus,47,4.1
2024,Saskatchewan,Population totale,Total - Genre,25 à 54 ans,47,4.6
2024,Saskatchewan,Population totale,Total - Genre,55 ans et plus,47,3.7
2024,Saskatchewan,Population totale,Total - Genre,15 à 64 ans,47,5.5
2024,Saskatchewan,Population totale,Total - Genre,15 à 19 ans,47,16.6
2024,Saskatchewan,Population totale,Total - Genre,20 à 24 ans,47,8.7
2024,Saskatchewan,Population totale,Total - Genre,25 à 29 ans,47,6.0
2024,Saskatchewan,Population totale,Total - Genre,30 à 34 ans,47,4.5
2024,Saskatchewan,Population totale,Total - Genre,35 à 39 ans,47,4.2
2024,Saskatchewan,Population totale,Total - Genre,40 à 44 ans,47,4.3
2024,Saskatchewan,Population totale,Total - Genre,45 à 49 ans,47,4.8
2024,Saskatchewan,Population totale,Total - Genre,50 à 54 ans,47,4.2
2024,Saskatchewan,Population totale,Total - Genre,55 à 59 ans,47,2.8
2024,Saskatchewan,Population totale,Total - Genre,60 à 64 ans,47,3.8
2024,Saskatchewan,Population totale,Total - Genre,65 ans et plus,47,4.8
2024,Saskatchewan,Population totale,Total - Genre,65 à 69 ans,47,4.3
2024,Saskatchewan,Population totale,Total - Genre,70 ans et plus,47,5.6
2024,Saskatchewan,Population totale,Hommes+,15 ans et plus,47,5.7
2024,Saskatchewan,Population totale,Hommes+,15 à 24 ans,47,13.2
2024,Saskatchewan,Population totale,Hommes+,25 ans et plus,47,4.5
2024,Saskatchewan,Population totale,Hommes+,25 à 44 ans,47,4.3
2024,Saskatchewan,Population totale,Hommes+,45 à 64 ans,47,4.6
2024,Saskatchewan,Population totale,Hommes+,45 ans et plus,47,4.7
2024,Saskatchewan,Population totale,Hommes+,25 à 54 ans,47,4.5
2024,Saskatchewan,Population totale,Hommes+,55 ans et plus,47,4.5
2024,Saskatchewan,Population totale,Hommes+,15 à 64 ans,47,5.8
2024,Saskatchewan,Population totale,Hommes+,15 à 19 ans,47,19.6
2024,Saskatchewan,Population totale,Hommes+,20 à 24 ans,47,9.8
2024,Saskatchewan,Population totale,Hommes+,25 à 29 ans,47,6.1
2024,Saskatchewan,Population totale,Hommes+,30 à 34 ans,47,3.9
2024,Saskatchewan,Population totale,Hommes+,35 à 39 ans,47,4.1
2024,Saskatchewan,Population totale,Hommes+,40 à 44 ans,47,3.5
2024,Saskatchewan,Population totale,Hommes+,45 à 49 ans,47,5.5
2024,Saskatchewan,Population totale,Hommes+,50 à 54 ans,47,4.1
2024,Saskatchewan,Population totale,Hommes+,55 à 59 ans,47,
2024,Saskatchewan,Population totale,Hommes+,60 à 64 ans,47,
2024,Saskatchewan,Population totale,Hommes+,65 ans et plus,47,5.2
2024,Saskatchewan,Population totale,Hommes+,65 à 69 ans,47,
2024,Saskatchewan,Population totale,Hommes+,70 ans et plus,47,
2024,Saskatchewan,Population totale,Femmes+,15 ans et plus,47,5.1
2024,Saskatchewan,Population totale,Femmes+,15 à 24 ans,47,9.6
2024,Saskatchewan,Population totale,Femmes+,25 ans et plus,47,4.3
2024,Saskatchewan,Population totale,Femmes+,25 à 44 ans,47,5.1
2024,Saskatchewan,Population totale,Femmes+,45 à 64 ans,47,3.2
2024,Saskatchewan,Population totale,Femmes+,45 ans et plus,47,3.3
2024,Saskatchewan,Population totale,Femmes+,25 à 54 ans,47,4.8
2024,Saskatchewan,Population totale,Femmes+,55 ans et plus,47,2.6
2024,Saskatchewan,Population totale,Femmes+,15 à 64 ans,47,5.1
2024,Saskatchewan,Population totale,Femmes+,15 à 19 ans,47,13.5
2024,Saskatchewan,Population totale,Femmes+,20 à 24 ans,47,7.5
2024,Saskatchewan,Population totale,Femmes+,25 à 29 ans,47,5.8
2024,Saskatchewan,Population totale,Femmes+,30 à 34 ans,47,5.1
2024,Saskatchewan,Population totale,Femmes+,35 à 39 ans,47,4.7
2024,Saskatchewan,Population totale,Femmes+,40 à 44 ans,47,4.9
2024,Saskatchewan,Population totale,Femmes+,45 à 49 ans,47,4.0
2024,Saskatchewan,Population totale,Femmes+,50 à 54 ans,47,3.9
2024,Saskatchewan,Population totale,Femmes+,55 à 59 ans,47,
2024,Saskatchewan,Population totale,Femmes+,60 à 64 ans,47,
2024,Saskatchewan,Population totale,Femmes+,65 ans et plus,47,4.1
2024,Saskatchewan,Population totale,Femmes+,65 à 69 ans,47,
2024,Saskatchewan,Population totale,Femmes+,70 ans et plus,47,
2024,Alberta,Population totale,Total - Genre,15 ans et plus,48,7.0
2024,Alberta,Population totale,Total - Genre,15 à 24 ans,48,14.5
2024,Alberta,Population totale,Total - Genre,25 ans et plus,48,5.8
2024,Alberta,Population totale,Total - Genre,25 à 44 ans,48,5.9
2024,Alberta,Population totale,Total - Genre,45 à 64 ans,48,5.8
2024,Alberta,Population totale,Total - Genre,45 ans et plus,48,5.6
2024,Alberta,Population totale,Total - Genre,25 à 54 ans,48,5.7
2024,Alberta,Population totale,Total - Genre,55 ans et plus,48,6.0
2024,Alberta,Population totale,Total - Genre,15 à 64 ans,48,7.1
2024,Alberta,Population totale,Total - Genre,15 à 19 ans,48,22.8
2024,Alberta,Population totale,Total - Genre,20 à 24 ans,48,9.9
2024,Alberta,Population totale,Total - Genre,25 à 29 ans,48,8.0
2024,Alberta,Population totale,Total - Genre,30 à 34 ans,48,6.0
2024,Alberta,Population totale,Total - Genre,35 à 39 ans,48,5.2
2024,Alberta,Population totale,Total - Genre,40 à 44 ans,48,4.7
2024,Alberta,Population totale,Total - Genre,45 à 49 ans,48,4.6
2024,Alberta,Population totale,Total - Genre,50 à 54 ans,48,5.9
2024,Alberta,Population totale,Total - Genre,55 à 59 ans,48,5.3
2024,Alberta,Population totale,Total - Genre,60 à 64 ans,48,8.0
2024,Alberta,Population totale,Total - Genre,65 ans et plus,48,4.7
2024,Alberta,Population totale,Total - Genre,65 à 69 ans,48,3.4
2024,Alberta,Population totale,Total - Genre,70 ans et plus,48,7.1
2024,Alberta,Population totale,Hommes+,15 ans et plus,48,7.0
2024,Alberta,Population totale,Hommes+,15 à 24 ans,48,15.3
2024,Alberta,Population totale,Hommes+,25 ans et plus,48,5.8
2024,Alberta,Population totale,Hommes+,25 à 44 ans,48,5.7
2024,Alberta,Population totale,Hommes+,45 à 64 ans,48,6.2
2024,Alberta,Population totale,Hommes+,45 ans et plus,48,5.8
2024,Alberta,Population totale,Hommes+,25 à 54 ans,48,5.6
2024,Alberta,Population totale,Hommes+,55 ans et plus,48,6.3
2024,Alberta,Population totale,Hommes+,15 à 64 ans,48,7.2
2024,Alberta,Population totale,Hommes+,15 à 19 ans,48,22.8
2024,Alberta,Population totale,Hommes+,20 à 24 ans,48,11.1
2024,Alberta,Population totale,Hommes+,25 à 29 ans,48,8.8
2024,Alberta,Population totale,Hommes+,30 à 34 ans,48,5.7
2024,Alberta,Population totale,Hommes+,35 à 39 ans,48,3.8
2024,Alberta,Population totale,Hommes+,40 à 44 ans,48,4.9
2024,Alberta,Population totale,Hommes+,45 à 49 ans,48,4.7
2024,Alberta,Population totale,Hommes+,50 à 54 ans,48,6.2
2024,Alberta,Population totale,Hommes+,55 à 59 ans,48,5.1
2024,Alberta,Population totale,Hommes+,60 à 64 ans,48,9.8
2024,Alberta,Population totale,Hommes+,65 ans et plus,48,3.8
2024,Alberta,Population totale,Hommes+,65 à 69 ans,48,
2024,Alberta,Population totale,Hommes+,70 ans et plus,48,
2024,Alberta,Population totale,Femmes+,15 ans et plus,48,7.0
2024,Alberta,Population totale,Femmes+,15 à 24 ans,48,13.6
2024,Alberta,Population totale,Femmes+,25 ans et plus,48,5.8
2024,Alberta,Population totale,Femmes+,25 à 44 ans,48,6.1
2024,Alberta,Population totale,Femmes+,45 à 64 ans,48,5.3
2024,Alberta,Population totale,Femmes+,45 ans et plus,48,5.4
2024,Alberta,Population totale,Femmes+,25 à 54 ans,48,5.8
2024,Alberta,Population totale,Femmes+,55 ans et plus,48,5.8
2024,Alberta,Population totale,Femmes+,15 à 64 ans,48,7.0
2024,Alberta,Population totale,Femmes+,15 à 19 ans,48,22.7
2024,Alberta,Population totale,Femmes+,20 à 24 ans,48,8.7
2024,Alberta,Population totale,Femmes+,25 à 29 ans,48,7.1
2024,Alberta,Population totale,Femmes+,30 à 34 ans,48,6.4
2024,Alberta,Population totale,Femmes+,35 à 39 ans,48,6.8
2024,Alberta,Population totale,Femmes+,40 à 44 ans,48,4.5
2024,Alberta,Population totale,Femmes+,45 à 49 ans,48,4.6
2024,Alberta,Population totale,Femmes+,50 à 54 ans,48,5.6
2024,Alberta,Population totale,Femmes+,55 à 59 ans,48,5.5
2024,Alberta,Population totale,Femmes+,60 à 64 ans,48,5.8
2024,Alberta,Population totale,Femmes+,65 ans et plus,48,6.0
2024,Alberta,Population totale,Femmes+,65 à 69 ans,48,
2024,Alberta,Population totale,Femmes+,70 ans et plus,48,
2024,Colombie-Britannique,Population totale,Total - Genre,15 ans et plus,59,5.6
2024,Colombie-Britannique,Population totale,Total - Genre,15 à 24 ans,59,11.4
2024,Colombie-Britannique,Population totale,Total - Genre,25 ans et plus,59,4.7
2024,Colombie-Britannique,Population totale,Total - Genre,25 à 44 ans,59,5.4
2024,Colombie-Britannique,Population totale,Total - Genre,45 à 64 ans,59,3.9
2024,Colombie-Britannique,Population totale,Total - Genre,45 ans et plus,59,3.9
2024,Colombie-Britannique,Population totale,Total - Genre,25 à 54 ans,59,4.9
2024,Colombie-Britannique,Population totale,Total - Genre,55 ans et plus,59,3.9
2024,Colombie-Britannique,Population totale,Total - Genre,15 à 64 ans,59,5.7
2024,Colombie-Britannique,Population totale,Total - Genre,15 à 19 ans,59,18.0
2024,Colombie-Britannique,Population totale,Total - Genre,20 à 24 ans,59,8.3
2024,Colombie-Britannique,Population totale,Total - Genre,25 à 29 ans,59,6.7
2024,Colombie-Britannique,Population totale,Total - Genre,30 à 34 ans,59,5.5
2024,Colombie-Britannique,Population totale,Total - Genre,35 à 39 ans,59,4.9
2024,Colombie-Britannique,Population totale,Total - Genre,40 à 44 ans,59,4.3
2024,Colombie-Britannique,Population totale,Total - Genre,45 à 49 ans,59,3.6
2024,Colombie-Britannique,Population totale,Total - Genre,50 à 54 ans,59,4.0
2024,Colombie-Britannique,Population totale,Total - Genre,55 à 59 ans,59,3.6
2024,Colombie-Britannique,Population totale,Total - Genre,60 à 64 ans,59,4.7
2024,Colombie-Britannique,Population totale,Total - Genre,65 ans et plus,59,3.4
2024,Colombie-Britannique,Population totale,Total - Genre,65 à 69 ans,59,3.1
2024,Colombie-Britannique,Population totale,Total - Genre,70 ans et plus,59,4.0
2024,Colombie-Britannique,Population totale,Hommes+,15 ans et plus,59,5.5
2024,Colombie-Britannique,Population totale,Hommes+,15 à 24 ans,59,11.4
2024,Colombie-Britannique,Population totale,Hommes+,25 ans et plus,59,4.6
2024,Colombie-Britannique,Population totale,Hommes+,25 à 44 ans,59,5.3
2024,Colombie-Britannique,Population totale,Hommes+,45 à 64 ans,59,3.8
2024,Colombie-Britannique,Population totale,Hommes+,45 ans et plus,59,3.7
2024,Colombie-Britannique,Population totale,Hommes+,25 à 54 ans,59,4.9
2024,Colombie-Britannique,Population totale,Hommes+,55 ans et plus,59,3.8
2024,Colombie-Britannique,Population totale,Hommes+,15 à 64 ans,59,5.6
2024,Colombie-Britannique,Population totale,Hommes+,15 à 19 ans,59,17.4
2024,Colombie-Britannique,Population totale,Hommes+,20 à 24 ans,59,8.7
2024,Colombie-Britannique,Population totale,Hommes+,25 à 29 ans,59,6.8
2024,Colombie-Britannique,Population totale,Hommes+,30 à 34 ans,59,5.6
2024,Colombie-Britannique,Population totale,Hommes+,35 à 39 ans,59,4.7
2024,Colombie-Britannique,Population totale,Hommes+,40 à 44 ans,59,4.1
2024,Colombie-Britannique,Population totale,Hommes+,45 à 49 ans,59,3.4
2024,Colombie-Britannique,Population totale,Hommes+,50 à 54 ans,59,4.1
2024,Colombie-Britannique,Population totale,Hommes+,55 à 59 ans,59,2.9
2024,Colombie-Britannique,Population totale,Hommes+,60 à 64 ans,59,5.1
2024,Colombie-Britannique,Population totale,Hommes+,65 ans et plus,59,3.5
2024,Colombie-Britannique,Population totale,Hommes+,65 à 69 ans,59,
2024,Colombie-Britannique,Population totale,Hommes+,70 ans et plus,59,
2024,Colombie-Britannique,Population totale,Femmes+,15 ans et plus,59,5.7
2024,Colombie-Britannique,Population totale,Femmes+,15 à 24 ans,59,11.4
2024,Colombie-Britannique,Population totale,Femmes+,25 ans et plus,59,4.8
2024,Colombie-Britannique,Population totale,Femmes+,25 à 44 ans,59,5.4
2024,Colombie-Britannique,Population totale,Femmes+,45 à 64 ans,59,4.1
2024,Colombie-Britannique,Population totale,Femmes+,45 ans et plus,59,4.0
2024,Colombie-Britannique,Population totale,Femmes+,25 à 54 ans,59,4.9
2024,Colombie-Britannique,Population totale,Femmes+,55 ans et plus,59,4.1
2024,Colombie-Britannique,Population totale,Femmes+,15 à 64 ans,59,5.8
2024,Colombie-Britannique,Population totale,Femmes+,15 à 19 ans,59,18.5
2024,Colombie-Britannique,Population totale,Femmes+,20 à 24 ans,59,7.9
2024,Colombie-Britannique,Population totale,Femmes+,25 à 29 ans,59,6.6
2024,Colombie-Britannique,Population totale,Femmes+,30 à 34 ans,59,5.3
2024,Colombie-Britannique,Population totale,Femmes+,35 à 39 ans,59,5.1
2024,Colombie-Britannique,Population totale,Femmes+,40 à 44 ans,59,4.4
2024,Colombie-Britannique,Population totale,Femmes+,45 à 49 ans,59,3.9
2024,Colombie-Britannique,Population totale,Femmes+,50 à 54 ans,59,3.9
2024,Colombie-Britannique,Population totale,Femmes+,55 à 59 ans,59,4.4
2024,Colombie-Britannique,Population totale,Femmes+,60 à 64 ans,59,4.4
2024,Colombie-Britannique,Population totale,Femmes+,65 ans et plus,59,3.2
2024,Colombie-Britannique,Population totale,Femmes+,65 à 69 ans,59,
2024,Colombie-Britannique,Population totale,Femmes+,70 ans et plus,59,
2025,Canada,Population totale,Total - Genre,15 à 24 ans,,13.8
2025,Canada,Population totale,Total - Genre,25 ans et plus,,5.7
2025,Canada,Population totale,Total - Genre,25 à 44 ans,,6.1
2025,Canada,Population totale,Total - Genre,45 à 64 ans,,5.3
2025,Canada,Population totale,Total - Genre,45 ans et plus,,5.1
2025,Canada,Population totale,Total - Genre,25 à 54 ans,,5.8
2025,Canada,Population totale,Total - Genre,55 ans et plus,,5.3
2025,Canada,Population totale,Total - Genre,15 à 64 ans,,7.0
2025,Canada,Population totale,Total - Genre,15 à 19 ans,,19.5
2025,Canada,Population totale,Total - Genre,20 à 24 ans,,10.9
2025,Canada,Population totale,Total - Genre,25 à 29 ans,,7.9
2025,Canada,Population totale,Total - Genre,30 à 34 ans,,6.2
2025,Canada,Population totale,Total - Genre,35 à 39 ans,,5.3
2025,Canada,Population totale,Total - Genre,40 à 44 ans,,5.2
2025,Canada,Population totale,Total - Genre,45 à 49 ans,,4.9
2025,Canada,Population totale,Total - Genre,50 à 54 ans,,5.0
2025,Canada,Population totale,Total - Genre,55 à 59 ans,,5.2
2025,Canada,Population totale,Total - Genre,60 à 64 ans,,6.1
2025,Canada,Population totale,Total - Genre,65 ans et plus,,4.2
2025,Canada,Population totale,Total - Genre,65 à 69 ans,,4.5
2025,Canada,Population totale,Total - Genre,70 ans et plus,,3.8
2025,Canada,Population totale,Hommes+,15 ans et plus,,7.1
2025,Canada,Population totale,Hommes+,15 à 24 ans,,14.7
2025,Canada,Population totale,Hommes+,25 ans et plus,,5.9
2025,Canada,Population totale,Hommes+,25 à 44 ans,,6.3
2025,Canada,Population totale,Hommes+,45 à 64 ans,,5.6
2025,Canada,Population totale,Hommes+,45 ans et plus,,5.4
2025,Canada,Population totale,Hommes+,25 à 54 ans,,6.0
2025,Canada,Population totale,Hommes+,55 ans et plus,,5.7
2025,Canada,Population totale,Hommes+,15 à 64 ans,,7.3
2025,Canada,Population totale,Hommes+,15 à 19 ans,,20.8
2025,Canada,Population totale,Hommes+,20 à 24 ans,,11.8
2025,Canada,Population totale,Hommes+,25 à 29 ans,,8.7
2025,Canada,Population totale,Hommes+,30 à 34 ans,,6.0
2025,Canada,Population totale,Hommes+,35 à 39 ans,,5.0
2025,Canada,Population totale,Hommes+,40 à 44 ans,,5.4
2025,Canada,Population totale,Hommes+,45 à 49 ans,,5.1
2025,Canada,Population totale,Hommes+,50 à 54 ans,,5.3
2025,Canada,Population totale,Hommes+,55 à 59 ans,,5.6
2025,Canada,Population totale,Hommes+,60 à 64 ans,,6.6
2025,Canada,Population totale,Hommes+,65 ans et plus,,4.7
2025,Canada,Population totale,Hommes+,65 à 69 ans,,5.1
2025,Canada,Population totale,Hommes+,70 ans et plus,,4.0
2025,Canada,Population totale,Femmes+,15 ans et plus,,6.5
2025,Canada,Population totale,Femmes+,15 à 24 ans,,12.8
2025,Canada,Population totale,Femmes+,25 ans et plus,,5.4
