Year,Geography,Geographic location,Selected census metropolitan areas,Tenure,GeoCode,Value
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,11,8.8
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,"Total, tenure",12,9.1
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner,12,6.9
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,12,10.6
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,12,6.5
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter,12,17.2
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,12,16.3
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,12,21.0
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,"Total, tenure",13,7.5
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner,13,6.6
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,13,11.3
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,13,6.3
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter,13,11.3
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,13,10.4
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,13,15.9
2021,Quebec,Outside census metropolitan areas and census agglomerations,,"Total, tenure",24,5.2
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Owner,24,3.5
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,24,4.0
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Renter,24,10.5
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,24,10.6
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,24,9.2
2021,Ontario,Outside census metropolitan areas and census agglomerations,,"Total, tenure",35,8.2
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Owner,35,4.1
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,35,5.3
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,35,4.0
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Renter,35,26.0
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,35,26.0
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,35,26.0
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,"Total, tenure",46,7.9
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner,46,5.1
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,46,4.2
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,46,5.3
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter,46,19.2
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,46,15.4
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,46,30.0
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,"Total, tenure",47,14.3
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner,47,11.6
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,47,7.0
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,47,11.9
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter,47,28.0
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,47,23.0
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,47,37.0
2021,Alberta,Outside census metropolitan areas and census agglomerations,,"Total, tenure",48,11.5
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Owner,48,8.1
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,48,13.4
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,48,7.6
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Renter,48,23.0
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,48,24.0
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,48,20.0
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,"Total, tenure",59,11.9
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner,59,10.6
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,59,14.4
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,59,10.2
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter,59,16.6
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,59,14.3
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,59,38.0
2018,Newfoundland and Labrador,Large urban population centres,,"Total, tenure",10,10.3
2018,Newfoundland and Labrador,Large urban population centres,,Owner,10,3.6
2018,Newfoundland and Labrador,Large urban population centres,,Owner who is not a first-time homebuyer,10,4.1
2018,Newfoundland and Labrador,Large urban population centres,,Renter,10,26.0
2018,Newfoundland and Labrador,Large urban population centres,,Renter not in social and affordable housing,10,23.0
2018,Newfoundland and Labrador,Large urban population centres,,Renter in social and affordable housing,10,38.0
2018,Nova Scotia,Large urban population centres,,"Total, tenure",12,14.7
2018,Nova Scotia,Large urban population centres,,Owner,12,5.1
2018,Nova Scotia,Large urban population centres,,Owner who is a first-time homebuyer,12,3.0
2018,Nova Scotia,Large urban population centres,,Owner who is not a first-time homebuyer,12,5.5
2018,Nova Scotia,Large urban population centres,,Renter,12,26.0
2018,Nova Scotia,Large urban population centres,,Renter not in social and affordable housing,12,24.0
2018,Nova Scotia,Large urban population centres,,Renter in social and affordable housing,12,45.0
2018,New Brunswick,Large urban population centres,,"Total, tenure",13,9.2
2018,New Brunswick,Large urban population centres,,Owner,13,3.0
2018,New Brunswick,Large urban population centres,,Owner who is not a first-time homebuyer,13,3.6
2018,New Brunswick,Large urban population centres,,Renter,13,20.0
2018,New Brunswick,Large urban population centres,,Renter not in social and affordable housing,13,18.4
2018,New Brunswick,Large urban population centres,,Renter in social and affordable housing,13,32.0
2018,Quebec,Large urban population centres,,"Total, tenure",24,8.2
2018,Quebec,Large urban population centres,,Owner,24,1.7
2018,Quebec,Large urban population centres,,Owner who is a first-time homebuyer,24,1.9
2018,Quebec,Large urban population centres,,Owner who is not a first-time homebuyer,24,1.7
2018,Quebec,Large urban population centres,,Renter,24,16.0
2018,Quebec,Large urban population centres,,Renter not in social and affordable housing,24,15.9
2018,Quebec,Large urban population centres,,Renter in social and affordable housing,24,16.5
2018,Ontario,Large urban population centres,,"Total, tenure",35,15.3
2018,Ontario,Large urban population centres,,Owner,35,9.6
2018,Ontario,Large urban population centres,,Owner who is a first-time homebuyer,35,10.3
2018,Ontario,Large urban population centres,,Owner who is not a first-time homebuyer,35,9.5
2018,Ontario,Large urban population centres,,Renter,35,27.0
2018,Ontario,Large urban population centres,,Renter not in social and affordable housing,35,26.0
2018,Ontario,Large urban population centres,,Renter in social and affordable housing,35,31.0
2018,Manitoba,Large urban population centres,,"Total, tenure",46,12.2
2018,Manitoba,Large urban population centres,,Owner,46,5.3
2018,Manitoba,Large urban population centres,,Owner who is a first-time homebuyer,46,9.5
2018,Manitoba,Large urban population centres,,Owner who is not a first-time homebuyer,46,4.6
2018,Manitoba,Large urban population centres,,Renter,46,26.0
2018,Manitoba,Large urban population centres,,Renter not in social and affordable housing,46,22.0
2018,Manitoba,Large urban population centres,,Renter in social and affordable housing,46,44.0
2018,Saskatchewan,Large urban population centres,,"Total, tenure",47,11.1
2018,Saskatchewan,Large urban population centres,,Owner,47,4.5
2018,Saskatchewan,Large urban population centres,,Owner who is a first-time homebuyer,47,6.4
2018,Saskatchewan,Large urban population centres,,Owner who is not a first-time homebuyer,47,4.0
2018,Saskatchewan,Large urban population centres,,Renter,47,26.0
2018,Saskatchewan,Large urban population centres,,Renter not in social and affordable housing,47,20.0
2018,Saskatchewan,Large urban population centres,,Renter in social and affordable housing,47,53.0
2018,Alberta,Large urban population centres,,"Total, tenure",48,11.1
2018,Alberta,Large urban population centres,,Owner,48,6.6
2018,Alberta,Large urban population centres,,Owner who is a first-time homebuyer,48,5.4
2018,Alberta,Large urban population centres,,Owner who is not a first-time homebuyer,48,6.8
2018,Alberta,Large urban population centres,,Renter,48,22.0
2018,Alberta,Large urban population centres,,Renter not in social and affordable housing,48,18.6
2018,Alberta,Large urban population centres,,Renter in social and affordable housing,48,49.0
2018,British Columbia,Large urban population centres,,"Total, tenure",59,16.8
2018,British Columbia,Large urban population centres,,Owner,59,10.8
2018,British Columbia,Large urban population centres,,Owner who is a first-time homebuyer,59,17.4
2018,British Columbia,Large urban population centres,,Owner who is not a first-time homebuyer,59,9.7
2018,British Columbia,Large urban population centres,,Renter,59,27.0
2018,British Columbia,Large urban population centres,,Renter not in social and affordable housing,59,24.0
2018,British Columbia,Large urban population centres,,Renter in social and affordable housing,59,46.0
2018,Canada,Large urban population centres,,"Total, tenure",,13.0
2018,Canada,Large urban population centres,,Owner,,7.3
2018,Canada,Large urban population centres,,Owner who is a first-time homebuyer,,8.4
2018,Canada,Large urban population centres,,Owner who is not a first-time homebuyer,,7.1
2018,Canada,Large urban population centres,,Renter,,23.0
2018,Canada,Large urban population centres,,Renter not in social and affordable housing,,22.0
2018,Canada,Large urban population centres,,Renter in social and affordable housing,,33.0
2021,Newfoundland and Labrador,Large urban population centres,,"Total, tenure",10,7.7
2021,Newfoundland and Labrador,Large urban population centres,,Owner,10,2.5
2021,Newfoundland and Labrador,Large urban population centres,,Owner who is not a first-time homebuyer,10,2.5
2021,Newfoundland and Labrador,Large urban population centres,,Renter,10,19.3
2021,Newfoundland and Labrador,Large urban population centres,,Renter not in social and affordable housing,10,15.0
2021,Newfoundland and Labrador,Large urban population centres,,Renter in social and affordable housing,10,38.0
2021,Nova Scotia,Large urban population centres,,"Total, tenure",12,10.5
2021,Nova Scotia,Large urban population centres,,Owner,12,3.4
2021,Nova Scotia,Large urban population centres,,Owner who is not a first-time homebuyer,12,3.3
2021,Nova Scotia,Large urban population centres,,Renter,12,18.5
2021,Nova Scotia,Large urban population centres,,Renter not in social and affordable housing,12,16.1
2021,Nova Scotia,Large urban population centres,,Renter in social and affordable housing,12,47.0
2021,New Brunswick,Large urban population centres,,"Total, tenure",13,7.3
2021,New Brunswick,Large urban population centres,,Owner,13,2.0
2021,New Brunswick,Large urban population centres,,Owner who is not a first-time homebuyer,13,2.5
2021,New Brunswick,Large urban population centres,,Renter,13,16.2
2021,New Brunswick,Large urban population centres,,Renter not in social and affordable housing,13,14.7
2021,New Brunswick,Large urban population centres,,Renter in social and affordable housing,13,28.0
2021,Quebec,Large urban population centres,,"Total, tenure",24,6.8
2021,Quebec,Large urban population centres,,Owner,24,2.5
2021,Quebec,Large urban population centres,,Owner who is not a first-time homebuyer,24,2.5
2021,Quebec,Large urban population centres,,Renter,24,11.7
2021,Quebec,Large urban population centres,,Renter not in social and affordable housing,24,11.4
2021,Quebec,Large urban population centres,,Renter in social and affordable housing,24,14.2
2021,Ontario,Large urban population centres,,"Total, tenure",35,13.8
2021,Ontario,Large urban population centres,,Owner,35,7.3
2021,Ontario,Large urban population centres,,Owner who is a first-time homebuyer,35,3.3
2021,Ontario,Large urban population centres,,Owner who is not a first-time homebuyer,35,8.0
2021,Ontario,Large urban population centres,,Renter,35,26.0
2021,Ontario,Large urban population centres,,Renter not in social and affordable housing,35,25.0
2021,Ontario,Large urban population centres,,Renter in social and affordable housing,35,29.0
2021,Manitoba,Large urban population centres,,"Total, tenure",46,12.4
2021,Manitoba,Large urban population centres,,Owner,46,6.2
2021,Manitoba,Large urban population centres,,Owner who is a first-time homebuyer,46,7.4
2021,Manitoba,Large urban population centres,,Owner who is not a first-time homebuyer,46,6.0
2021,Manitoba,Large urban population centres,,Renter,46,25.0
2021,Manitoba,Large urban population centres,,Renter not in social and affordable housing,46,23.0
2021,Manitoba,Large urban population centres,,Renter in social and affordable housing,46,34.0
2021,Saskatchewan,Large urban population centres,,"Total, tenure",47,9.9
2021,Saskatchewan,Large urban population centres,,Owner,47,4.6
2021,Saskatchewan,Large urban population centres,,Owner who is a first-time homebuyer,47,3.6
2021,Saskatchewan,Large urban population centres,,Owner who is not a first-time homebuyer,47,4.8
2021,Saskatchewan,Large urban population centres,,Renter,47,21.0
2021,Saskatchewan,Large urban population centres,,Renter not in social and affordable housing,47,17.7
2021,Saskatchewan,Large urban population centres,,Renter in social and affordable housing,47,41.0
2021,Alberta,Large urban population centres,,"Total, tenure",48,8.8
2021,Alberta,Large urban population centres,,Owner,48,3.4
2021,Alberta,Large urban population centres,,Owner who is a first-time homebuyer,48,6.1
2021,Alberta,Large urban population centres,,Owner who is not a first-time homebuyer,48,2.9
2021,Alberta,Large urban population centres,,Renter,48,21.0
2021,Alberta,Large urban population centres,,Renter not in social and affordable housing,48,18.4
2021,Alberta,Large urban population centres,,Renter in social and affordable housing,48,42.0
2021,British Columbia,Large urban population centres,,"Total, tenure",59,13.6
2021,British Columbia,Large urban population centres,,Owner,59,7.9
2021,British Columbia,Large urban population centres,,Owner who is a first-time homebuyer,59,8.3
2021,British Columbia,Large urban population centres,,Owner who is not a first-time homebuyer,59,7.9
2021,British Columbia,Large urban population centres,,Renter,59,23.0
2021,British Columbia,Large urban population centres,,Renter not in social and affordable housing,59,22.0
2021,British Columbia,Large urban population centres,,Renter in social and affordable housing,59,32.0
2021,Canada,Large urban population centres,,"Total, tenure",,11.2
2021,Canada,Large urban population centres,,Owner,,5.6
2021,Canada,Large urban population centres,,Owner who is a first-time homebuyer,,4.3
2021,Canada,Large urban population centres,,Owner who is not a first-time homebuyer,,5.9
2021,Canada,Large urban population centres,,Renter,,20.0
2021,Canada,Large urban population centres,,Renter not in social and affordable housing,,19.3
2021,Canada,Large urban population centres,,Renter in social and affordable housing,,28.0
2018,Prince Edward Island,Medium population centres,,"Total, tenure",11,9.2
2018,Prince Edward Island,Medium population centres,,Owner,11,4.6
2018,Prince Edward Island,Medium population centres,,Owner who is a first-time homebuyer,11,6.6
2018,Prince Edward Island,Medium population centres,,Owner who is not a first-time homebuyer,11,4.2
2018,Prince Edward Island,Medium population centres,,Renter,11,14.6
2018,Prince Edward Island,Medium population centres,,Renter not in social and affordable housing,11,11.9
2018,Prince Edward Island,Medium population centres,,Renter in social and affordable housing,11,31.0
2018,New Brunswick,Medium population centres,,"Total, tenure",13,10.1
2018,New Brunswick,Medium population centres,,Owner,13,3.6
2018,New Brunswick,Medium population centres,,Owner who is not a first-time homebuyer,13,3.9
2018,New Brunswick,Medium population centres,,Renter,13,18.4
2018,New Brunswick,Medium population centres,,Renter not in social and affordable housing,13,17.0
2018,New Brunswick,Medium population centres,,Renter in social and affordable housing,13,27.0
2018,Quebec,Medium population centres,,"Total, tenure",24,8.5
2018,Quebec,Medium population centres,,Owner,24,1.4
2018,Quebec,Medium population centres,,Owner who is not a first-time homebuyer,24,1.5
2018,Quebec,Medium population centres,,Renter,24,19.4
2018,Quebec,Medium population centres,,Renter not in social and affordable housing,24,19.7
2018,Quebec,Medium population centres,,Renter in social and affordable housing,24,15.9
2018,Ontario,Medium population centres,,"Total, tenure",35,9.4
2018,Ontario,Medium population centres,,Owner,35,4.3
2018,Ontario,Medium population centres,,Owner who is not a first-time homebuyer,35,4.8
2018,Ontario,Medium population centres,,Renter,35,20.0
2018,Ontario,Medium population centres,,Renter not in social and affordable housing,35,19.2
2018,Ontario,Medium population centres,,Renter in social and affordable housing,35,25.0
2018,Manitoba,Medium population centres,,"Total, tenure",46,8.1
2018,Manitoba,Medium population centres,,Owner,46,2.6
2018,Manitoba,Medium population centres,,Owner who is a first-time homebuyer,46,3.7
2018,Manitoba,Medium population centres,,Owner who is not a first-time homebuyer,46,2.3
2018,Manitoba,Medium population centres,,Renter,46,18.9
2018,Manitoba,Medium population centres,,Renter not in social and affordable housing,46,13.0
2018,Manitoba,Medium population centres,,Renter in social and affordable housing,46,38.0
2018,Saskatchewan,Medium population centres,,"Total, tenure",47,12.3
2018,Saskatchewan,Medium population centres,,Owner,47,4.7
2018,Saskatchewan,Medium population centres,,Owner who is a first-time homebuyer,47,4.7
2018,Saskatchewan,Medium population centres,,Owner who is not a first-time homebuyer,47,4.7
2018,Saskatchewan,Medium population centres,,Renter,47,29.0
2018,Saskatchewan,Medium population centres,,Renter not in social and affordable housing,47,24.0
2018,Saskatchewan,Medium population centres,,Renter in social and affordable housing,47,43.0
2018,Alberta,Medium population centres,,"Total, tenure",48,9.5
2018,Alberta,Medium population centres,,Owner,48,5.7
2018,Alberta,Medium population centres,,Owner who is a first-time homebuyer,48,4.3
2018,Alberta,Medium population centres,,Owner who is not a first-time homebuyer,48,6.0
2018,Alberta,Medium population centres,,Renter,48,18.8
2018,Alberta,Medium population centres,,Renter not in social and affordable housing,48,17.0
2018,Alberta,Medium population centres,,Renter in social and affordable housing,48,39.0
2018,British Columbia,Medium population centres,,"Total, tenure",59,14.2
2018,British Columbia,Medium population centres,,Owner,59,5.6
2018,British Columbia,Medium population centres,,Owner who is not a first-time homebuyer,59,5.9
2018,British Columbia,Medium population centres,,Renter,59,34.0
2018,British Columbia,Medium population centres,,Renter not in social and affordable housing,59,32.0
2018,British Columbia,Medium population centres,,Renter in social and affordable housing,59,51.0
2018,Canada,Medium population centres,,"Total, tenure",,10.2
2018,Canada,Medium population centres,,Owner,,4.1
2018,Canada,Medium population centres,,Owner who is a first-time homebuyer,,2.4
2018,Canada,Medium population centres,,Owner who is not a first-time homebuyer,,4.4
2018,Canada,Medium population centres,,Renter,,22.0
2018,Canada,Medium population centres,,Renter not in social and affordable housing,,21.0
2018,Canada,Medium population centres,,Renter in social and affordable housing,,30.0
2021,Prince Edward Island,Medium population centres,,"Total, tenure",11,8.3
2021,Prince Edward Island,Medium population centres,,Owner,11,3.6
2021,Prince Edward Island,Medium population centres,,Owner who is not a first-time homebuyer,11,2.7
2021,Prince Edward Island,Medium population centres,,Renter,11,13.0
2021,Prince Edward Island,Medium population centres,,Renter not in social and affordable housing,11,11.1
2021,Prince Edward Island,Medium population centres,,Renter in social and affordable housing,11,22.0
2021,New Brunswick,Medium population centres,,"Total, tenure",13,6.1
2021,New Brunswick,Medium population centres,,Owner,13,1.2
2021,New Brunswick,Medium population centres,,Owner who is not a first-time homebuyer,13,1.4
2021,New Brunswick,Medium population centres,,Renter,13,11.9
2021,New Brunswick,Medium population centres,,Renter not in social and affordable housing,13,10.6
2021,New Brunswick,Medium population centres,,Renter in social and affordable housing,13,21.0
2021,Quebec,Medium population centres,,"Total, tenure",24,6.1
2021,Quebec,Medium population centres,,Renter,24,12.9
2021,Quebec,Medium population centres,,Renter not in social and affordable housing,24,13.3
2021,Quebec,Medium population centres,,Renter in social and affordable housing,24,9.0
2021,Ontario,Medium population centres,,"Total, tenure",35,8.4
2021,Ontario,Medium population centres,,Owner,35,1.9
2021,Ontario,Medium population centres,,Owner who is not a first-time homebuyer,35,2.2
2021,Ontario,Medium population centres,,Renter,35,22.0
2021,Ontario,Medium population centres,,Renter not in social and affordable housing,35,21.0
2021,Ontario,Medium population centres,,Renter in social and affordable housing,35,24.0
2021,Manitoba,Medium population centres,,"Total, tenure",46,5.7
2021,Manitoba,Medium population centres,,Owner,46,1.8
2021,Manitoba,Medium population centres,,Renter,46,12.3
2021,Manitoba,Medium population centres,,Renter not in social and affordable housing,46,7.8
2021,Manitoba,Medium population centres,,Renter in social and affordable housing,46,34.0
2021,Saskatchewan,Medium population centres,,"Total, tenure",47,6.0
2021,Saskatchewan,Medium population centres,,Owner,47,1.9
2021,Saskatchewan,Medium population centres,,Owner who is not a first-time homebuyer,47,2.1
2021,Saskatchewan,Medium population centres,,Renter,47,15.4
2021,Saskatchewan,Medium population centres,,Renter not in social and affordable housing,47,10.1
2021,Saskatchewan,Medium population centres,,Renter in social and affordable housing,47,27.0
2021,Alberta,Medium population centres,,"Total, tenure",48,8.2
2021,Alberta,Medium population centres,,Owner,48,3.3
2021,Alberta,Medium population centres,,Owner who is a first-time homebuyer,48,1.9
2021,Alberta,Medium population centres,,Owner who is not a first-time homebuyer,48,3.6
2021,Alberta,Medium population centres,,Renter,48,20.0
2021,Alberta,Medium population centres,,Renter not in social and affordable housing,48,17.8
2021,Alberta,Medium population centres,,Renter in social and affordable housing,48,39.0
2021,British Columbia,Medium population centres,,"Total, tenure",59,12.5
2021,British Columbia,Medium population centres,,Owner,59,7.4
2021,British Columbia,Medium population centres,,Owner who is a first-time homebuyer,59,11.9
2021,British Columbia,Medium population centres,,Owner who is not a first-time homebuyer,59,6.8
2021,British Columbia,Medium population centres,,Renter,59,26.0
2021,British Columbia,Medium population centres,,Renter not in social and affordable housing,59,24.0
2021,British Columbia,Medium population centres,,Renter in social and affordable housing,59,41.0
2021,Canada,Medium population centres,,"Total, tenure",,8.6
2021,Canada,Medium population centres,,Owner,,3.3
2021,Canada,Medium population centres,,Owner who is a first-time homebuyer,,3.4
2021,Canada,Medium population centres,,Owner who is not a first-time homebuyer,,3.3
2021,Canada,Medium population centres,,Renter,,18.9
2021,Canada,Medium population centres,,Renter not in social and affordable housing,,17.9
2021,Canada,Medium population centres,,Renter in social and affordable housing,,25.0
2018,Newfoundland and Labrador,Small population centres,,"Total, tenure",10,8.8
2018,Newfoundland and Labrador,Small population centres,,Owner,10,2.2
2018,Newfoundland and Labrador,Small population centres,,Owner who is not a first-time homebuyer,10,2.4
2018,Newfoundland and Labrador,Small population centres,,Renter,10,27.0
2018,Newfoundland and Labrador,Small population centres,,Renter not in social and affordable housing,10,24.0
2018,Newfoundland and Labrador,Small population centres,,Renter in social and affordable housing,10,35.0
2018,Prince Edward Island,Small population centres,,"Total, tenure",11,7.4
2018,Prince Edward Island,Small population centres,,Owner,11,6.7
2018,Prince Edward Island,Small population centres,,Owner who is not a first-time homebuyer,11,7.7
2018,Prince Edward Island,Small population centres,,Renter,11,8.6
2018,Prince Edward Island,Small population centres,,Renter not in social and affordable housing,11,7.1
2018,Prince Edward Island,Small population centres,,Renter in social and affordable housing,11,15.1
2018,Nova Scotia,Small population centres,,"Total, tenure",12,12.8
2018,Nova Scotia,Small population centres,,Owner,12,4.6
2018,Nova Scotia,Small population centres,,Owner who is a first-time homebuyer,12,10.0
2018,Nova Scotia,Small population centres,,Owner who is not a first-time homebuyer,12,3.9
2018,Nova Scotia,Small population centres,,Renter,12,26.0
2018,Nova Scotia,Small population centres,,Renter not in social and affordable housing,12,22.0
2018,Nova Scotia,Small population centres,,Renter in social and affordable housing,12,42.0
2018,New Brunswick,Small population centres,,"Total, tenure",13,6.1
2018,New Brunswick,Small population centres,,Owner,13,1.2
2018,New Brunswick,Small population centres,,Owner who is not a first-time homebuyer,13,1.3
2018,New Brunswick,Small population centres,,Renter,13,15.6
2018,New Brunswick,Small population centres,,Renter not in social and affordable housing,13,12.9
2018,New Brunswick,Small population centres,,Renter in social and affordable housing,13,30.0
2018,Quebec,Small population centres,,"Total, tenure",24,4.4
2018,Quebec,Small population centres,,Owner,24,0.7
2018,Quebec,Small population centres,,Owner who is not a first-time homebuyer,24,0.7
2018,Quebec,Small population centres,,Renter,24,11.2
2018,Quebec,Small population centres,,Renter not in social and affordable housing,24,10.6
2018,Quebec,Small population centres,,Renter in social and affordable housing,24,15.0
2018,Ontario,Small population centres,,"Total, tenure",35,12.2
2018,Ontario,Small population centres,,Owner,35,4.9
2018,Ontario,Small population centres,,Owner who is a first-time homebuyer,35,6.2
2018,Ontario,Small population centres,,Owner who is not a first-time homebuyer,35,4.8
2018,Ontario,Small population centres,,Renter,35,32.0
2018,Ontario,Small population centres,,Renter not in social and affordable housing,35,33.0
2018,Ontario,Small population centres,,Renter in social and affordable housing,35,29.0
2018,Manitoba,Small population centres,,"Total, tenure",46,8.7
2018,Manitoba,Small population centres,,Owner,46,4.4
2018,Manitoba,Small population centres,,Owner who is not a first-time homebuyer,46,5.0
2018,Manitoba,Small population centres,,Renter,46,18.9
2018,Manitoba,Small population centres,,Renter not in social and affordable housing,46,15.7
2018,Manitoba,Small population centres,,Renter in social and affordable housing,46,31.0
2018,Saskatchewan,Small population centres,,"Total, tenure",47,10.7
2018,Saskatchewan,Small population centres,,Owner,47,5.8
2018,Saskatchewan,Small population centres,,Owner who is a first-time homebuyer,47,11.3
2018,Saskatchewan,Small population centres,,Owner who is not a first-time homebuyer,47,5.0
2018,Saskatchewan,Small population centres,,Renter,47,28.0
2018,Saskatchewan,Small population centres,,Renter not in social and affordable housing,47,19.2
2018,Saskatchewan,Small population centres,,Renter in social and affordable housing,47,48.0
2018,Alberta,Small population centres,,"Total, tenure",48,7.3
2018,Alberta,Small population centres,,Owner,48,4.3
2018,Alberta,Small population centres,,Owner who is a first-time homebuyer,48,3.7
2018,Alberta,Small population centres,,Owner who is not a first-time homebuyer,48,4.4
2018,Alberta,Small population centres,,Renter,48,17.2
2018,Alberta,Small population centres,,Renter not in social and affordable housing,48,14.0
2018,Alberta,Small population centres,,Renter in social and affordable housing,48,37.0
2018,British Columbia,Small population centres,,"Total, tenure",59,10.4
2018,British Columbia,Small population centres,,Owner,59,3.9
2018,British Columbia,Small population centres,,Owner who is not a first-time homebuyer,59,4.4
2018,British Columbia,Small population centres,,Renter,59,26.0
2018,British Columbia,Small population centres,,Renter not in social and affordable housing,59,24.0
2018,British Columbia,Small population centres,,Renter in social and affordable housing,59,43.0
2018,Canada,Small population centres,,"Total, tenure",,9.2
2018,Canada,Small population centres,,Owner,,3.7
2018,Canada,Small population centres,,Owner who is a first-time homebuyer,,3.6
2018,Canada,Small population centres,,Owner who is not a first-time homebuyer,,3.7
2018,Canada,Small population centres,,Renter,,22.0
2018,Canada,Small population centres,,Renter not in social and affordable housing,,20.0
2018,Canada,Small population centres,,Renter in social and affordable housing,,32.0
2021,Newfoundland and Labrador,Small population centres,,"Total, tenure",10,7.7
2021,Newfoundland and Labrador,Small population centres,,Owner,10,2.4
2021,Newfoundland and Labrador,Small population centres,,Owner who is not a first-time homebuyer,10,2.7
2021,Newfoundland and Labrador,Small population centres,,Renter,10,18.8
2021,Newfoundland and Labrador,Small population centres,,Renter not in social and affordable housing,10,17.0
2021,Newfoundland and Labrador,Small population centres,,Renter in social and affordable housing,10,26.0
2021,Prince Edward Island,Small population centres,,"Total, tenure",11,8.7
2021,Prince Edward Island,Small population centres,,Owner,11,3.4
2021,Prince Edward Island,Small population centres,,Owner who is not a first-time homebuyer,11,3.8
2021,Prince Edward Island,Small population centres,,Renter,11,14.3
2021,Prince Edward Island,Small population centres,,Renter not in social and affordable housing,11,11.9
2021,Prince Edward Island,Small population centres,,Renter in social and affordable housing,11,22.0
2021,Nova Scotia,Small population centres,,"Total, tenure",12,9.9
2021,Nova Scotia,Small population centres,,Owner,12,4.2
2021,Nova Scotia,Small population centres,,Owner who is a first-time homebuyer,12,11.0
2021,Nova Scotia,Small population centres,,Owner who is not a first-time homebuyer,12,3.5
2021,Nova Scotia,Small population centres,,Renter,12,18.6
2021,Nova Scotia,Small population centres,,Renter not in social and affordable housing,12,16.4
2021,Nova Scotia,Small population centres,,Renter in social and affordable housing,12,27.0
2021,New Brunswick,Small population centres,,"Total, tenure",13,4.5
2021,New Brunswick,Small population centres,,Owner,13,2.5
2021,New Brunswick,Small population centres,,Owner who is not a first-time homebuyer,13,2.6
