Year,Géographie,Genre,Groupe d'âge,Caractéristiques démographiques déterminées,GeoCode,Value
2016,Colombie-Britannique,Femmes,25 à 64 ans,Pas une minorité visible,59,90.3
2016,Colombie-Britannique,Femmes,25 à 64 ans,Identité autochtone,59,75.2
2016,Colombie-Britannique,Femmes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),59,70.8
2016,Colombie-Britannique,Femmes,25 à 64 ans,Métis,59,82.7
2016,Colombie-Britannique,Femmes,25 à 64 ans,Inuk (Inuit),59,69.3
2016,Colombie-Britannique,Femmes,25 à 64 ans,Identité non autochtone,59,90.9
2016,Colombie-Britannique,Femmes,65 à 74 ans,Total,59,79.0
2016,Colombie-Britannique,Femmes,65 à 74 ans,Non-immigrants,59,81.1
2016,Colombie-Britannique,Femmes,65 à 74 ans,Immigrants,59,75.9
2016,Colombie-Britannique,Femmes,65 à 74 ans,Résidents non permanents,59,67.2
2016,Colombie-Britannique,Femmes,65 à 74 ans,Total de la population des minorités visibles,59,66.8
2016,Colombie-Britannique,Femmes,65 à 74 ans,Pas une minorité visible,59,82.1
2016,Colombie-Britannique,Femmes,65 à 74 ans,Identité autochtone,59,59.4
2016,Colombie-Britannique,Femmes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),59,54.6
2016,Colombie-Britannique,Femmes,65 à 74 ans,Métis,59,65.5
2016,Colombie-Britannique,Femmes,65 à 74 ans,Inuk (Inuit),59,60.0
2016,Colombie-Britannique,Femmes,65 à 74 ans,Identité non autochtone,59,79.6
2016,Colombie-Britannique,Femmes,75 ans et plus,Total,59,61.8
2016,Colombie-Britannique,Femmes,75 ans et plus,Non-immigrants,59,65.0
2016,Colombie-Britannique,Femmes,75 ans et plus,Immigrants,59,57.8
2016,Colombie-Britannique,Femmes,75 ans et plus,Résidents non permanents,59,57.1
2016,Colombie-Britannique,Femmes,75 ans et plus,Total de la population des minorités visibles,59,45.8
2016,Colombie-Britannique,Femmes,75 ans et plus,Pas une minorité visible,59,65.9
2016,Colombie-Britannique,Femmes,75 ans et plus,Identité autochtone,59,37.4
2016,Colombie-Britannique,Femmes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),59,33.1
2016,Colombie-Britannique,Femmes,75 ans et plus,Métis,59,43.4
2016,Colombie-Britannique,Femmes,75 ans et plus,Inuk (Inuit),59,150.0
2016,Colombie-Britannique,Femmes,75 ans et plus,Identité non autochtone,59,62.3
2016,Yukon,Total,Total,Total,60,79.2
2016,Yukon,Total,Total,Non-immigrants,60,77.1
2016,Yukon,Total,Total,Immigrants,60,89.7
2016,Yukon,Total,Total,Résidents non permanents,60,94.0
2016,Yukon,Total,Total,Total de la population des minorités visibles,60,86.0
2016,Yukon,Total,Total,Pas une minorité visible,60,78.6
2016,Yukon,Total,Total,Identité autochtone,60,60.1
2016,Yukon,Total,Total,Premières Nations (Indien de l'Amérique du Nord),60,58.2
2016,Yukon,Total,Total,Métis,60,73.8
2016,Yukon,Total,Total,Inuk (Inuit),60,55.9
2016,Yukon,Total,Total,Identité non autochtone,60,84.5
2016,Yukon,Total,15 à 24 ans,Total,60,57.7
2016,Yukon,Total,15 à 24 ans,Non-immigrants,60,57.0
2016,Yukon,Total,15 à 24 ans,Immigrants,60,58.7
2016,Yukon,Total,15 à 24 ans,Résidents non permanents,60,81.3
2016,Yukon,Total,15 à 24 ans,Total de la population des minorités visibles,60,58.2
2016,Yukon,Total,15 à 24 ans,Pas une minorité visible,60,57.5
2016,Yukon,Total,15 à 24 ans,Identité autochtone,60,44.8
2016,Yukon,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),60,45.8
2016,Yukon,Total,15 à 24 ans,Métis,60,51.7
2016,Yukon,Total,15 à 24 ans,Inuk (Inuit),60,21.4
2016,Yukon,Total,15 à 24 ans,Identité non autochtone,60,64.0
2016,Yukon,Total,25 à 64 ans,Total,60,84.8
2016,Yukon,Total,25 à 64 ans,Non-immigrants,60,83.1
2016,Yukon,Total,25 à 64 ans,Immigrants,60,94.2
2016,Yukon,Total,25 à 64 ans,Résidents non permanents,60,95.5
2016,Yukon,Total,25 à 64 ans,Total de la population des minorités visibles,60,93.5
2016,Yukon,Total,25 à 64 ans,Pas une minorité visible,60,84.1
2016,Yukon,Total,25 à 64 ans,Identité autochtone,60,66.6
2016,Yukon,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),60,64.3
2016,Yukon,Total,25 à 64 ans,Métis,60,79.7
2016,Yukon,Total,25 à 64 ans,Inuk (Inuit),60,75.0
2016,Yukon,Total,25 à 64 ans,Identité non autochtone,60,89.7
2016,Yukon,Total,65 à 74 ans,Total,60,75.3
2016,Yukon,Total,65 à 74 ans,Non-immigrants,60,71.9
2016,Yukon,Total,65 à 74 ans,Immigrants,60,87.5
2016,Yukon,Total,65 à 74 ans,Résidents non permanents,60,0.0
2016,Yukon,Total,65 à 74 ans,Total de la population des minorités visibles,60,90.0
2016,Yukon,Total,65 à 74 ans,Pas une minorité visible,60,74.9
2016,Yukon,Total,65 à 74 ans,Identité autochtone,60,57.0
2016,Yukon,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),60,56.3
2016,Yukon,Total,65 à 74 ans,Métis,60,60.0
2016,Yukon,Total,65 à 74 ans,Inuk (Inuit),60,0.0
2016,Yukon,Total,65 à 74 ans,Identité non autochtone,60,78.7
2016,Yukon,Total,75 ans et plus,Total,60,56.0
2016,Yukon,Total,75 ans et plus,Non-immigrants,60,48.3
2016,Yukon,Total,75 ans et plus,Immigrants,60,82.7
2016,Yukon,Total,75 ans et plus,Résidents non permanents,60,100.0
2016,Yukon,Total,75 ans et plus,Total de la population des minorités visibles,60,62.5
2016,Yukon,Total,75 ans et plus,Pas une minorité visible,60,56.0
2016,Yukon,Total,75 ans et plus,Identité autochtone,60,20.9
2016,Yukon,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),60,19.5
2016,Yukon,Total,75 ans et plus,Métis,60,100.0
2016,Yukon,Total,75 ans et plus,Inuk (Inuit),60,0.0
2016,Yukon,Total,75 ans et plus,Identité non autochtone,60,64.0
2016,Yukon,Hommes,Total,Total,60,75.8
2016,Yukon,Hommes,Total,Non-immigrants,60,73.1
2016,Yukon,Hommes,Total,Immigrants,60,90.2
2016,Yukon,Hommes,Total,Résidents non permanents,60,95.9
2016,Yukon,Hommes,Total,Total de la population des minorités visibles,60,86.7
2016,Yukon,Hommes,Total,Pas une minorité visible,60,75.0
2016,Yukon,Hommes,Total,Identité autochtone,60,55.6
2016,Yukon,Hommes,Total,Premières Nations (Indien de l'Amérique du Nord),60,53.3
2016,Yukon,Hommes,Total,Métis,60,73.0
2016,Yukon,Hommes,Total,Inuk (Inuit),60,77.8
2016,Yukon,Hommes,Total,Identité non autochtone,60,81.0
2016,Yukon,Hommes,15 à 24 ans,Total,60,60.5
2016,Yukon,Hommes,15 à 24 ans,Non-immigrants,60,58.8
2016,Yukon,Hommes,15 à 24 ans,Immigrants,60,66.7
2016,Yukon,Hommes,15 à 24 ans,Résidents non permanents,60,92.3
2016,Yukon,Hommes,15 à 24 ans,Total de la population des minorités visibles,60,65.9
2016,Yukon,Hommes,15 à 24 ans,Pas une minorité visible,60,59.9
2016,Yukon,Hommes,15 à 24 ans,Identité autochtone,60,49.2
2016,Yukon,Hommes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),60,50.0
2016,Yukon,Hommes,15 à 24 ans,Métis,60,61.5
2016,Yukon,Hommes,15 à 24 ans,Inuk (Inuit),60,50.0
2016,Yukon,Hommes,15 à 24 ans,Identité non autochtone,60,65.7
2016,Yukon,Hommes,25 à 64 ans,Total,60,80.5
2016,Yukon,Hommes,25 à 64 ans,Non-immigrants,60,78.1
2016,Yukon,Hommes,25 à 64 ans,Immigrants,60,93.9
2016,Yukon,Hommes,25 à 64 ans,Résidents non permanents,60,97.1
2016,Yukon,Hommes,25 à 64 ans,Total de la population des minorités visibles,60,92.6
2016,Yukon,Hommes,25 à 64 ans,Pas une minorité visible,60,79.6
2016,Yukon,Hommes,25 à 64 ans,Identité autochtone,60,60.0
2016,Yukon,Hommes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),60,57.8
2016,Yukon,Hommes,25 à 64 ans,Métis,60,80.0
2016,Yukon,Hommes,25 à 64 ans,Inuk (Inuit),60,83.3
2016,Yukon,Hommes,25 à 64 ans,Identité non autochtone,60,85.6
2016,Yukon,Hommes,65 à 74 ans,Total,60,72.1
2016,Yukon,Hommes,65 à 74 ans,Non-immigrants,60,69.3
2016,Yukon,Hommes,65 à 74 ans,Immigrants,60,85.2
2016,Yukon,Hommes,65 à 74 ans,Résidents non permanents,60,0.0
2016,Yukon,Hommes,65 à 74 ans,Total de la population des minorités visibles,60,100.0
2016,Yukon,Hommes,65 à 74 ans,Pas une minorité visible,60,71.8
2016,Yukon,Hommes,65 à 74 ans,Identité autochtone,60,43.6
2016,Yukon,Hommes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),60,42.4
2016,Yukon,Hommes,65 à 74 ans,Métis,60,40.0
2016,Yukon,Hommes,65 à 74 ans,Inuk (Inuit),60,0.0
2016,Yukon,Hommes,65 à 74 ans,Identité non autochtone,60,76.3
2016,Yukon,Hommes,75 ans et plus,Total,60,54.0
2016,Yukon,Hommes,75 ans et plus,Non-immigrants,60,44.9
2016,Yukon,Hommes,75 ans et plus,Immigrants,60,83.3
2016,Yukon,Hommes,75 ans et plus,Résidents non permanents,60,0.0
2016,Yukon,Hommes,75 ans et plus,Total de la population des minorités visibles,60,100.0
2016,Yukon,Hommes,75 ans et plus,Pas une minorité visible,60,52.7
2016,Yukon,Hommes,75 ans et plus,Identité autochtone,60,13.3
2016,Yukon,Hommes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),60,13.3
2016,Yukon,Hommes,75 ans et plus,Métis,60,0.0
2016,Yukon,Hommes,75 ans et plus,Inuk (Inuit),60,0.0
2016,Yukon,Hommes,75 ans et plus,Identité non autochtone,60,59.6
2016,Yukon,Femmes,Total,Total,60,82.5
2016,Yukon,Femmes,Total,Non-immigrants,60,81.1
2016,Yukon,Femmes,Total,Immigrants,60,89.5
2016,Yukon,Femmes,Total,Résidents non permanents,60,91.4
2016,Yukon,Femmes,Total,Total de la population des minorités visibles,60,85.8
2016,Yukon,Femmes,Total,Pas une minorité visible,60,82.2
2016,Yukon,Femmes,Total,Identité autochtone,60,64.1
2016,Yukon,Femmes,Total,Premières Nations (Indien de l'Amérique du Nord),60,62.7
2016,Yukon,Femmes,Total,Métis,60,74.2
2016,Yukon,Femmes,Total,Inuk (Inuit),60,48.0
2016,Yukon,Femmes,Total,Identité non autochtone,60,88.0
2016,Yukon,Femmes,15 à 24 ans,Total,60,54.9
2016,Yukon,Femmes,15 à 24 ans,Non-immigrants,60,54.8
2016,Yukon,Femmes,15 à 24 ans,Immigrants,60,53.8
2016,Yukon,Femmes,15 à 24 ans,Résidents non permanents,60,0.0
2016,Yukon,Femmes,15 à 24 ans,Total de la population des minorités visibles,60,52.2
2016,Yukon,Femmes,15 à 24 ans,Pas une minorité visible,60,55.2
2016,Yukon,Femmes,15 à 24 ans,Identité autochtone,60,40.7
2016,Yukon,Femmes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),60,41.7
2016,Yukon,Femmes,15 à 24 ans,Métis,60,47.1
2016,Yukon,Femmes,15 à 24 ans,Inuk (Inuit),60,20.0
2016,Yukon,Femmes,15 à 24 ans,Identité non autochtone,60,61.9
2016,Yukon,Femmes,25 à 64 ans,Total,60,88.8
2016,Yukon,Femmes,25 à 64 ans,Non-immigrants,60,87.8
2016,Yukon,Femmes,25 à 64 ans,Immigrants,60,94.4
2016,Yukon,Femmes,25 à 64 ans,Résidents non permanents,60,93.5
2016,Yukon,Femmes,25 à 64 ans,Total de la population des minorités visibles,60,94.2
2016,Yukon,Femmes,25 à 64 ans,Pas une minorité visible,60,88.4
2016,Yukon,Femmes,25 à 64 ans,Identité autochtone,60,72.1
2016,Yukon,Femmes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),60,70.4
2016,Yukon,Femmes,25 à 64 ans,Métis,60,81.9
2016,Yukon,Femmes,25 à 64 ans,Inuk (Inuit),60,71.4
2016,Yukon,Femmes,25 à 64 ans,Identité non autochtone,60,93.6
2016,Yukon,Femmes,65 à 74 ans,Total,60,79.3
2016,Yukon,Femmes,65 à 74 ans,Non-immigrants,60,76.5
2016,Yukon,Femmes,65 à 74 ans,Immigrants,60,89.8
2016,Yukon,Femmes,65 à 74 ans,Résidents non permanents,60,0.0
2016,Yukon,Femmes,65 à 74 ans,Total de la population des minorités visibles,60,78.6
2016,Yukon,Femmes,65 à 74 ans,Pas une minorité visible,60,78.6
2016,Yukon,Femmes,65 à 74 ans,Identité autochtone,60,66.0
2016,Yukon,Femmes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),60,66.7
2016,Yukon,Femmes,65 à 74 ans,Métis,60,57.1
2016,Yukon,Femmes,65 à 74 ans,Inuk (Inuit),60,0.0
2016,Yukon,Femmes,65 à 74 ans,Identité non autochtone,60,81.8
2016,Yukon,Femmes,75 ans et plus,Total,60,58.5
2016,Yukon,Femmes,75 ans et plus,Non-immigrants,60,51.7
2016,Yukon,Femmes,75 ans et plus,Immigrants,60,78.6
2016,Yukon,Femmes,75 ans et plus,Résidents non permanents,60,0.0
2016,Yukon,Femmes,75 ans et plus,Total de la population des minorités visibles,60,50.0
2016,Yukon,Femmes,75 ans et plus,Pas une minorité visible,60,59.8
2016,Yukon,Femmes,75 ans et plus,Identité autochtone,60,25.0
2016,Yukon,Femmes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),60,23.1
2016,Yukon,Femmes,75 ans et plus,Métis,60,100.0
2016,Yukon,Femmes,75 ans et plus,Inuk (Inuit),60,0.0
2016,Yukon,Femmes,75 ans et plus,Identité non autochtone,60,69.2
2016,Territoires du Nord-Ouest,Total,Total,Total,61,67.0
2016,Territoires du Nord-Ouest,Total,Total,Non-immigrants,61,64.1
2016,Territoires du Nord-Ouest,Total,Total,Immigrants,61,88.2
2016,Territoires du Nord-Ouest,Total,Total,Résidents non permanents,61,96.5
2016,Territoires du Nord-Ouest,Total,Total,Total de la population des minorités visibles,61,86.7
2016,Territoires du Nord-Ouest,Total,Total,Pas une minorité visible,61,64.9
2016,Territoires du Nord-Ouest,Total,Total,Identité autochtone,61,45.9
2016,Territoires du Nord-Ouest,Total,Total,Premières Nations (Indien de l'Amérique du Nord),61,41.9
2016,Territoires du Nord-Ouest,Total,Total,Métis,61,63.7
2016,Territoires du Nord-Ouest,Total,Total,Inuk (Inuit),61,42.8
2016,Territoires du Nord-Ouest,Total,Total,Identité non autochtone,61,86.6
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Total,61,49.9
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Non-immigrants,61,48.9
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Immigrants,61,64.5
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Résidents non permanents,61,100.0
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Total de la population des minorités visibles,61,64.1
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Pas une minorité visible,61,48.8
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Identité autochtone,61,40.0
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),61,39.4
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Métis,61,47.6
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Inuk (Inuit),61,36.5
2016,Territoires du Nord-Ouest,Total,15 à 24 ans,Identité non autochtone,61,66.5
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Total,61,73.1
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Non-immigrants,61,70.3
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Immigrants,61,92.3
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Résidents non permanents,61,97.9
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Total de la population des minorités visibles,61,92.2
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Pas une minorité visible,61,71.0
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Identité autochtone,61,50.6
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),61,46.1
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Métis,61,69.6
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Inuk (Inuit),61,46.6
2016,Territoires du Nord-Ouest,Total,25 à 64 ans,Identité non autochtone,61,90.7
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Total,61,59.5
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Non-immigrants,61,54.6
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Immigrants,61,81.9
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Résidents non permanents,61,100.0
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Total de la population des minorités visibles,61,84.4
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Pas une minorité visible,61,57.6
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Identité autochtone,61,37.9
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),61,31.7
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Métis,61,58.1
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Inuk (Inuit),61,35.3
2016,Territoires du Nord-Ouest,Total,65 à 74 ans,Identité non autochtone,61,81.0
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Total,61,31.0
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Non-immigrants,61,24.5
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Immigrants,61,78.3
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Résidents non permanents,61,0.0
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Total de la population des minorités visibles,61,77.8
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Pas une minorité visible,61,29.1
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Identité autochtone,61,13.2
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),61,9.4
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Métis,61,28.6
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Inuk (Inuit),61,14.3
2016,Territoires du Nord-Ouest,Total,75 ans et plus,Identité non autochtone,61,66.7
2016,Territoires du Nord-Ouest,Hommes,Total,Total,61,64.2
2016,Territoires du Nord-Ouest,Hommes,Total,Non-immigrants,61,60.8
2016,Territoires du Nord-Ouest,Hommes,Total,Immigrants,61,89.6
2016,Territoires du Nord-Ouest,Hommes,Total,Résidents non permanents,61,93.1
2016,Territoires du Nord-Ouest,Hommes,Total,Total de la population des minorités visibles,61,87.3
2016,Territoires du Nord-Ouest,Hommes,Total,Pas une minorité visible,61,62.0
2016,Territoires du Nord-Ouest,Hommes,Total,Identité autochtone,61,41.1
2016,Territoires du Nord-Ouest,Hommes,Total,Premières Nations (Indien de l'Amérique du Nord),61,37.3
2016,Territoires du Nord-Ouest,Hommes,Total,Métis,61,59.1
2016,Territoires du Nord-Ouest,Hommes,Total,Inuk (Inuit),61,38.0
2016,Territoires du Nord-Ouest,Hommes,Total,Identité non autochtone,61,84.5
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Total,61,49.0
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Non-immigrants,61,47.8
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Immigrants,61,67.7
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Résidents non permanents,61,75.0
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Total de la population des minorités visibles,61,63.0
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Pas une minorité visible,61,47.9
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Identité autochtone,61,37.5
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),61,37.0
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Métis,61,46.9
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Inuk (Inuit),61,33.3
2016,Territoires du Nord-Ouest,Hommes,15 à 24 ans,Identité non autochtone,61,67.8
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Total,61,69.9
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Non-immigrants,61,66.5
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Immigrants,61,94.1
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Résidents non permanents,61,95.7
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Total de la population des minorités visibles,61,92.4
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Pas une minorité visible,61,67.6
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Identité autochtone,61,45.0
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),61,40.2
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Métis,61,64.2
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Inuk (Inuit),61,41.7
2016,Territoires du Nord-Ouest,Hommes,25 à 64 ans,Identité non autochtone,61,88.4
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Total,61,56.1
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Non-immigrants,61,51.3
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Immigrants,61,78.0
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Résidents non permanents,61,100.0
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Total de la population des minorités visibles,61,82.4
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Pas une minorité visible,61,54.3
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Identité autochtone,61,32.1
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),61,28.9
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Métis,61,47.6
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Inuk (Inuit),61,20.0
2016,Territoires du Nord-Ouest,Hommes,65 à 74 ans,Identité non autochtone,61,77.2
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Total,61,33.3
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Non-immigrants,61,23.0
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Immigrants,61,84.6
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Résidents non permanents,61,0.0
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Total de la population des minorités visibles,61,125.0
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Pas une minorité visible,61,30.1
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Identité autochtone,61,11.1
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),61,9.8
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Métis,61,28.6
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Inuk (Inuit),61,0.0
2016,Territoires du Nord-Ouest,Hommes,75 ans et plus,Identité non autochtone,61,67.6
2016,Territoires du Nord-Ouest,Femmes,Total,Total,61,70.0
2016,Territoires du Nord-Ouest,Femmes,Total,Non-immigrants,61,67.6
2016,Territoires du Nord-Ouest,Femmes,Total,Immigrants,61,87.2
2016,Territoires du Nord-Ouest,Femmes,Total,Résidents non permanents,61,93.1
2016,Territoires du Nord-Ouest,Femmes,Total,Total de la population des minorités visibles,61,86.5
2016,Territoires du Nord-Ouest,Femmes,Total,Pas une minorité visible,61,68.1
2016,Territoires du Nord-Ouest,Femmes,Total,Identité autochtone,61,50.6
2016,Territoires du Nord-Ouest,Femmes,Total,Premières Nations (Indien de l'Amérique du Nord),61,46.6
2016,Territoires du Nord-Ouest,Femmes,Total,Métis,61,68.3
2016,Territoires du Nord-Ouest,Femmes,Total,Inuk (Inuit),61,47.5
2016,Territoires du Nord-Ouest,Femmes,Total,Identité non autochtone,61,88.9
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Total,61,50.7
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Non-immigrants,61,50.2
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Immigrants,61,61.3
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Résidents non permanents,61,0.0
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Total de la population des minorités visibles,61,63.0
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Pas une minorité visible,61,49.8
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Identité autochtone,61,42.6
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),61,42.0
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Métis,61,50.9
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Inuk (Inuit),61,38.2
2016,Territoires du Nord-Ouest,Femmes,15 à 24 ans,Identité non autochtone,61,65.5
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Total,61,76.4
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Non-immigrants,61,74.2
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Immigrants,61,90.8
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Résidents non permanents,61,96.3
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Total de la population des minorités visibles,61,91.7
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Pas une minorité visible,61,74.6
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Identité autochtone,61,56.0
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),61,51.8
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Métis,61,75.1
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Inuk (Inuit),61,51.4
2016,Territoires du Nord-Ouest,Femmes,25 à 64 ans,Identité non autochtone,61,93.2
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Total,61,64.0
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Non-immigrants,61,59.0
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Immigrants,61,87.1
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Résidents non permanents,61,0.0
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Total de la population des minorités visibles,61,80.0
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Pas une minorité visible,61,61.9
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Identité autochtone,61,43.9
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),61,34.9
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Métis,61,63.6
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Inuk (Inuit),61,50.0
2016,Territoires du Nord-Ouest,Femmes,65 à 74 ans,Identité non autochtone,61,86.7
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Total,61,29.9
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Non-immigrants,61,24.4
2016,Territoires du Nord-Ouest,Femmes,75 ans et plus,Immigrants,61,50.0
