Year,Geography,Type of work,National Occupational Classification (NOC),Age,GeoCode,Value
2019,Alberta,Part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,48,
2019,Alberta,Part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,48,0.83
2019,Alberta,Part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,48,0.94
2019,Alberta,Part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,48,0.77
2019,Alberta,Part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,48,
2019,Alberta,Part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,48,
2019,Alberta,Part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,48,
2019,Alberta,Part-time employees,Occupations in manufacturing and utilities,15 years and over,48,
2019,Alberta,Part-time employees,Occupations in manufacturing and utilities,15 to 24 years,48,
2019,Alberta,Part-time employees,Occupations in manufacturing and utilities,25 to 54 years,48,
2019,Alberta,Part-time employees,Occupations in manufacturing and utilities,55 years and over,48,
2019,British Columbia,Both full- and part-time employees,"Total employees, all occupations",15 years and over,59,0.81
2019,British Columbia,Both full- and part-time employees,"Total employees, all occupations",15 to 24 years,59,0.94
2019,British Columbia,Both full- and part-time employees,"Total employees, all occupations",25 to 54 years,59,0.81
2019,British Columbia,Both full- and part-time employees,"Total employees, all occupations",55 years and over,59,0.8
2019,British Columbia,Both full- and part-time employees,Management occupations,15 years and over,59,0.81
2019,British Columbia,Both full- and part-time employees,Management occupations,15 to 24 years,59,0.91
2019,British Columbia,Both full- and part-time employees,Management occupations,25 to 54 years,59,0.91
2019,British Columbia,Both full- and part-time employees,Management occupations,55 years and over,59,0.78
2019,British Columbia,Both full- and part-time employees,"Business, finance and administration occupations",15 years and over,59,0.89
2019,British Columbia,Both full- and part-time employees,"Business, finance and administration occupations",15 to 24 years,59,0.98
2019,British Columbia,Both full- and part-time employees,"Business, finance and administration occupations",25 to 54 years,59,0.86
2019,British Columbia,Both full- and part-time employees,"Business, finance and administration occupations",55 years and over,59,0.85
2019,British Columbia,Both full- and part-time employees,Natural and applied sciences and related occupations,15 years and over,59,0.93
2019,British Columbia,Both full- and part-time employees,Natural and applied sciences and related occupations,15 to 24 years,59,0.96
2019,British Columbia,Both full- and part-time employees,Natural and applied sciences and related occupations,25 to 54 years,59,0.94
2019,British Columbia,Both full- and part-time employees,Natural and applied sciences and related occupations,55 years and over,59,0.78
2019,British Columbia,Both full- and part-time employees,Health occupations,15 years and over,59,0.89
2019,British Columbia,Both full- and part-time employees,Health occupations,15 to 24 years,59,1.17
2019,British Columbia,Both full- and part-time employees,Health occupations,25 to 54 years,59,0.85
2019,British Columbia,Both full- and part-time employees,Health occupations,55 years and over,59,0.92
2019,British Columbia,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 years and over,59,0.78
2019,British Columbia,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,59,0.99
2019,British Columbia,Both full- and part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,59,0.8
2019,British Columbia,Both full- and part-time employees,"Occupations in education, law and social, community and government services",55 years and over,59,0.69
2019,British Columbia,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,59,0.83
2019,British Columbia,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,59,1.03
2019,British Columbia,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,59,0.83
2019,British Columbia,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,59,1.0
2019,British Columbia,Both full- and part-time employees,Sales and service occupations,15 years and over,59,0.91
2019,British Columbia,Both full- and part-time employees,Sales and service occupations,15 to 24 years,59,1.01
2019,British Columbia,Both full- and part-time employees,Sales and service occupations,25 to 54 years,59,0.87
2019,British Columbia,Both full- and part-time employees,Sales and service occupations,55 years and over,59,0.85
2019,British Columbia,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,59,0.73
2019,British Columbia,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,59,0.9
2019,British Columbia,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,59,0.7
2019,British Columbia,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,59,0.7
2019,British Columbia,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,59,0.64
2019,British Columbia,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,59,0.81
2019,British Columbia,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,59,0.67
2019,British Columbia,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,59,0.62
2019,British Columbia,Both full- and part-time employees,Occupations in manufacturing and utilities,15 years and over,59,0.67
2019,British Columbia,Both full- and part-time employees,Occupations in manufacturing and utilities,15 to 24 years,59,
2019,British Columbia,Both full- and part-time employees,Occupations in manufacturing and utilities,25 to 54 years,59,0.6
2019,British Columbia,Both full- and part-time employees,Occupations in manufacturing and utilities,55 years and over,59,0.61
2019,British Columbia,Full-time employees,"Total employees, all occupations",15 years and over,59,0.81
2019,British Columbia,Full-time employees,"Total employees, all occupations",15 to 24 years,59,0.9
2019,British Columbia,Full-time employees,"Total employees, all occupations",25 to 54 years,59,0.81
2019,British Columbia,Full-time employees,"Total employees, all occupations",55 years and over,59,0.81
2019,British Columbia,Full-time employees,Management occupations,15 years and over,59,0.81
2019,British Columbia,Full-time employees,Management occupations,15 to 24 years,59,
2019,British Columbia,Full-time employees,Management occupations,25 to 54 years,59,0.93
2019,British Columbia,Full-time employees,Management occupations,55 years and over,59,0.78
2019,British Columbia,Full-time employees,"Business, finance and administration occupations",15 years and over,59,0.9
2019,British Columbia,Full-time employees,"Business, finance and administration occupations",15 to 24 years,59,0.99
2019,British Columbia,Full-time employees,"Business, finance and administration occupations",25 to 54 years,59,0.87
2019,British Columbia,Full-time employees,"Business, finance and administration occupations",55 years and over,59,0.84
2019,British Columbia,Full-time employees,Natural and applied sciences and related occupations,15 years and over,59,0.91
2019,British Columbia,Full-time employees,Natural and applied sciences and related occupations,15 to 24 years,59,0.92
2019,British Columbia,Full-time employees,Natural and applied sciences and related occupations,25 to 54 years,59,0.95
2019,British Columbia,Full-time employees,Natural and applied sciences and related occupations,55 years and over,59,0.82
2019,British Columbia,Full-time employees,Health occupations,15 years and over,59,0.85
2019,British Columbia,Full-time employees,Health occupations,15 to 24 years,59,
2019,British Columbia,Full-time employees,Health occupations,25 to 54 years,59,0.74
2019,British Columbia,Full-time employees,Health occupations,55 years and over,59,0.97
2019,British Columbia,Full-time employees,"Occupations in education, law and social, community and government services",15 years and over,59,0.78
2019,British Columbia,Full-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,59,
2019,British Columbia,Full-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,59,0.84
2019,British Columbia,Full-time employees,"Occupations in education, law and social, community and government services",55 years and over,59,0.69
2019,British Columbia,Full-time employees,"Occupations in art, culture, recreation and sport",15 years and over,59,0.81
2019,British Columbia,Full-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,59,1.12
2019,British Columbia,Full-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,59,0.84
2019,British Columbia,Full-time employees,"Occupations in art, culture, recreation and sport",55 years and over,59,0.87
2019,British Columbia,Full-time employees,Sales and service occupations,15 years and over,59,0.89
2019,British Columbia,Full-time employees,Sales and service occupations,15 to 24 years,59,1.0
2019,British Columbia,Full-time employees,Sales and service occupations,25 to 54 years,59,0.86
2019,British Columbia,Full-time employees,Sales and service occupations,55 years and over,59,0.81
2019,British Columbia,Full-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,59,0.74
2019,British Columbia,Full-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,59,0.87
2019,British Columbia,Full-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,59,0.72
2019,British Columbia,Full-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,59,0.75
2019,British Columbia,Full-time employees,"Natural resources, agriculture and related production occupations",15 years and over,59,0.69
2019,British Columbia,Full-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,59,
2019,British Columbia,Full-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,59,0.73
2019,British Columbia,Full-time employees,"Natural resources, agriculture and related production occupations",55 years and over,59,0.6
2019,British Columbia,Full-time employees,Occupations in manufacturing and utilities,15 years and over,59,0.65
2019,British Columbia,Full-time employees,Occupations in manufacturing and utilities,15 to 24 years,59,
2019,British Columbia,Full-time employees,Occupations in manufacturing and utilities,25 to 54 years,59,0.61
2019,British Columbia,Full-time employees,Occupations in manufacturing and utilities,55 years and over,59,0.66
2019,British Columbia,Part-time employees,"Total employees, all occupations",15 years and over,59,1.13
2019,British Columbia,Part-time employees,"Total employees, all occupations",15 to 24 years,59,0.99
2019,British Columbia,Part-time employees,"Total employees, all occupations",25 to 54 years,59,1.1
2019,British Columbia,Part-time employees,"Total employees, all occupations",55 years and over,59,1.0
2019,British Columbia,Part-time employees,Management occupations,15 years and over,59,0.67
2019,British Columbia,Part-time employees,Management occupations,15 to 24 years,59,
2019,British Columbia,Part-time employees,Management occupations,25 to 54 years,59,
2019,British Columbia,Part-time employees,Management occupations,55 years and over,59,
2019,British Columbia,Part-time employees,"Business, finance and administration occupations",15 years and over,59,1.05
2019,British Columbia,Part-time employees,"Business, finance and administration occupations",15 to 24 years,59,1.0
2019,British Columbia,Part-time employees,"Business, finance and administration occupations",25 to 54 years,59,0.84
2019,British Columbia,Part-time employees,"Business, finance and administration occupations",55 years and over,59,1.4
2019,British Columbia,Part-time employees,Natural and applied sciences and related occupations,15 years and over,59,1.0
2019,British Columbia,Part-time employees,Natural and applied sciences and related occupations,15 to 24 years,59,
2019,British Columbia,Part-time employees,Natural and applied sciences and related occupations,25 to 54 years,59,
2019,British Columbia,Part-time employees,Natural and applied sciences and related occupations,55 years and over,59,
2019,British Columbia,Part-time employees,Health occupations,15 years and over,59,1.04
2019,British Columbia,Part-time employees,Health occupations,15 to 24 years,59,
2019,British Columbia,Part-time employees,Health occupations,25 to 54 years,59,1.16
2019,British Columbia,Part-time employees,Health occupations,55 years and over,59,
2019,British Columbia,Part-time employees,"Occupations in education, law and social, community and government services",15 years and over,59,1.0
2019,British Columbia,Part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,59,0.94
2019,British Columbia,Part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,59,1.04
2019,British Columbia,Part-time employees,"Occupations in education, law and social, community and government services",55 years and over,59,0.83
2019,British Columbia,Part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,59,1.06
2019,British Columbia,Part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,59,0.98
2019,British Columbia,Part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,59,
2019,British Columbia,Part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,59,
2019,British Columbia,Part-time employees,Sales and service occupations,15 years and over,59,1.01
2019,British Columbia,Part-time employees,Sales and service occupations,15 to 24 years,59,1.03
2019,British Columbia,Part-time employees,Sales and service occupations,25 to 54 years,59,1.07
2019,British Columbia,Part-time employees,Sales and service occupations,55 years and over,59,0.92
2019,British Columbia,Part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,59,1.03
2019,British Columbia,Part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,59,
2019,British Columbia,Part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,59,1.05
2019,British Columbia,Part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,59,0.9
2019,British Columbia,Part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,59,0.92
2019,British Columbia,Part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,59,
2019,British Columbia,Part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,59,
2019,British Columbia,Part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,59,
2019,British Columbia,Part-time employees,Occupations in manufacturing and utilities,15 years and over,59,0.82
2019,British Columbia,Part-time employees,Occupations in manufacturing and utilities,15 to 24 years,59,
2019,British Columbia,Part-time employees,Occupations in manufacturing and utilities,25 to 54 years,59,
2019,British Columbia,Part-time employees,Occupations in manufacturing and utilities,55 years and over,59,
2020,Canada,Both full- and part-time employees,"Total employees, all occupations",15 to 24 years,,0.94
2020,Canada,Both full- and part-time employees,"Total employees, all occupations",25 to 54 years,,0.87
2020,Canada,Both full- and part-time employees,"Total employees, all occupations",55 years and over,,0.83
2020,Canada,Both full- and part-time employees,Management occupations,15 years and over,,0.9
2020,Canada,Both full- and part-time employees,Management occupations,15 to 24 years,,0.86
2020,Canada,Both full- and part-time employees,Management occupations,25 to 54 years,,0.92
2020,Canada,Both full- and part-time employees,Management occupations,55 years and over,,0.87
2020,Canada,Both full- and part-time employees,"Business, finance and administration occupations",15 years and over,,0.87
2020,Canada,Both full- and part-time employees,"Business, finance and administration occupations",15 to 24 years,,0.97
2020,Canada,Both full- and part-time employees,"Business, finance and administration occupations",25 to 54 years,,0.85
2020,Canada,Both full- and part-time employees,"Business, finance and administration occupations",55 years and over,,0.87
2020,Canada,Both full- and part-time employees,Natural and applied sciences and related occupations,15 years and over,,0.91
2020,Canada,Both full- and part-time employees,Natural and applied sciences and related occupations,15 to 24 years,,0.87
2020,Canada,Both full- and part-time employees,Natural and applied sciences and related occupations,25 to 54 years,,0.93
2020,Canada,Both full- and part-time employees,Natural and applied sciences and related occupations,55 years and over,,0.91
2020,Canada,Both full- and part-time employees,Health occupations,15 years and over,,0.93
2020,Canada,Both full- and part-time employees,Health occupations,15 to 24 years,,1.06
2020,Canada,Both full- and part-time employees,Health occupations,25 to 54 years,,0.94
2020,Canada,Both full- and part-time employees,Health occupations,55 years and over,,0.79
2020,Canada,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 years and over,,0.75
2020,Canada,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,,0.93
2020,Canada,Both full- and part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,,0.8
2020,Canada,Both full- and part-time employees,"Occupations in education, law and social, community and government services",55 years and over,,0.64
2020,Canada,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,,0.89
2020,Canada,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,,0.94
2020,Canada,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,,0.97
2020,Canada,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,,0.85
2020,Canada,Both full- and part-time employees,Sales and service occupations,15 years and over,,0.89
2020,Canada,Both full- and part-time employees,Sales and service occupations,15 to 24 years,,1.0
2020,Canada,Both full- and part-time employees,Sales and service occupations,25 to 54 years,,0.86
2020,Canada,Both full- and part-time employees,Sales and service occupations,55 years and over,,0.83
2020,Canada,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,,0.77
2020,Canada,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,,0.9
2020,Canada,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,,0.74
2020,Canada,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,,0.8
2020,Canada,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,,0.75
2020,Canada,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,,0.91
2020,Canada,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,,0.72
2020,Canada,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,,0.75
2020,Canada,Both full- and part-time employees,Occupations in manufacturing and utilities,15 years and over,,0.76
2020,Canada,Both full- and part-time employees,Occupations in manufacturing and utilities,15 to 24 years,,0.92
2020,Canada,Both full- and part-time employees,Occupations in manufacturing and utilities,25 to 54 years,,0.73
2020,Canada,Both full- and part-time employees,Occupations in manufacturing and utilities,55 years and over,,0.72
2020,Canada,Full-time employees,"Total employees, all occupations",15 years and over,,0.88
2020,Canada,Full-time employees,"Total employees, all occupations",15 to 24 years,,0.96
2020,Canada,Full-time employees,"Total employees, all occupations",25 to 54 years,,0.88
2020,Canada,Full-time employees,"Total employees, all occupations",55 years and over,,0.83
2020,Canada,Full-time employees,Management occupations,15 years and over,,0.9
2020,Canada,Full-time employees,Management occupations,15 to 24 years,,0.84
2020,Canada,Full-time employees,Management occupations,25 to 54 years,,0.92
2020,Canada,Full-time employees,Management occupations,55 years and over,,0.87
2020,Canada,Full-time employees,"Business, finance and administration occupations",15 years and over,,0.88
2020,Canada,Full-time employees,"Business, finance and administration occupations",15 to 24 years,,0.98
2020,Canada,Full-time employees,"Business, finance and administration occupations",25 to 54 years,,0.86
2020,Canada,Full-time employees,"Business, finance and administration occupations",55 years and over,,0.88
2020,Canada,Full-time employees,Natural and applied sciences and related occupations,15 years and over,,0.91
2020,Canada,Full-time employees,Natural and applied sciences and related occupations,15 to 24 years,,0.99
2020,Canada,Full-time employees,Natural and applied sciences and related occupations,25 to 54 years,,0.93
2020,Canada,Full-time employees,Natural and applied sciences and related occupations,55 years and over,,0.92
2020,Canada,Full-time employees,Health occupations,15 years and over,,0.91
2020,Canada,Full-time employees,Health occupations,15 to 24 years,,0.96
2020,Canada,Full-time employees,Health occupations,25 to 54 years,,0.92
2020,Canada,Full-time employees,Health occupations,55 years and over,,0.78
2020,Canada,Full-time employees,"Occupations in education, law and social, community and government services",15 years and over,,0.78
2020,Canada,Full-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,,0.92
2020,Canada,Full-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,,0.81
2020,Canada,Full-time employees,"Occupations in education, law and social, community and government services",55 years and over,,0.67
2020,Canada,Full-time employees,"Occupations in art, culture, recreation and sport",15 years and over,,0.93
2020,Canada,Full-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,,0.83
2020,Canada,Full-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,,0.96
2020,Canada,Full-time employees,"Occupations in art, culture, recreation and sport",55 years and over,,0.79
2020,Canada,Full-time employees,Sales and service occupations,15 years and over,,0.89
2020,Canada,Full-time employees,Sales and service occupations,15 to 24 years,,1.0
2020,Canada,Full-time employees,Sales and service occupations,25 to 54 years,,0.86
2020,Canada,Full-time employees,Sales and service occupations,55 years and over,,0.81
2020,Canada,Full-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,,0.8
2020,Canada,Full-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,,0.9
2020,Canada,Full-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,,0.79
2020,Canada,Full-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,,0.85
2020,Canada,Full-time employees,"Natural resources, agriculture and related production occupations",15 years and over,,0.72
2020,Canada,Full-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,,0.89
2020,Canada,Full-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,,0.72
2020,Canada,Full-time employees,"Natural resources, agriculture and related production occupations",55 years and over,,0.67
2020,Canada,Full-time employees,Occupations in manufacturing and utilities,15 years and over,,0.75
2020,Canada,Full-time employees,Occupations in manufacturing and utilities,15 to 24 years,,0.92
2020,Canada,Full-time employees,Occupations in manufacturing and utilities,25 to 54 years,,0.74
2020,Canada,Full-time employees,Occupations in manufacturing and utilities,55 years and over,,0.72
2020,Canada,Part-time employees,"Total employees, all occupations",15 years and over,,1.12
2020,Canada,Part-time employees,"Total employees, all occupations",15 to 24 years,,1.02
2020,Canada,Part-time employees,"Total employees, all occupations",25 to 54 years,,1.07
2020,Canada,Part-time employees,"Total employees, all occupations",55 years and over,,1.0
2020,Canada,Part-time employees,Management occupations,15 years and over,,0.9
2020,Canada,Part-time employees,Management occupations,15 to 24 years,,
2020,Canada,Part-time employees,Management occupations,25 to 54 years,,0.83
2020,Canada,Part-time employees,Management occupations,55 years and over,,1.13
2020,Canada,Part-time employees,"Business, finance and administration occupations",15 years and over,,1.0
2020,Canada,Part-time employees,"Business, finance and administration occupations",15 to 24 years,,0.93
2020,Canada,Part-time employees,"Business, finance and administration occupations",25 to 54 years,,1.0
2020,Canada,Part-time employees,"Business, finance and administration occupations",55 years and over,,0.84
2020,Canada,Part-time employees,Natural and applied sciences and related occupations,15 years and over,,1.02
2020,Canada,Part-time employees,Natural and applied sciences and related occupations,15 to 24 years,,0.95
2020,Canada,Part-time employees,Natural and applied sciences and related occupations,25 to 54 years,,1.05
2020,Canada,Part-time employees,Natural and applied sciences and related occupations,55 years and over,,0.84
2020,Canada,Part-time employees,Health occupations,15 years and over,,1.17
2020,Canada,Part-time employees,Health occupations,15 to 24 years,,1.12
2020,Canada,Part-time employees,Health occupations,25 to 54 years,,1.2
2020,Canada,Part-time employees,Health occupations,55 years and over,,0.98
2020,Canada,Part-time employees,"Occupations in education, law and social, community and government services",15 years and over,,0.92
2020,Canada,Part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,,0.96
2020,Canada,Part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,,0.88
2020,Canada,Part-time employees,"Occupations in education, law and social, community and government services",55 years and over,,0.77
2020,Canada,Part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,,1.0
2020,Canada,Part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,,1.01
2020,Canada,Part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,,0.88
2020,Canada,Part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,,1.31
2020,Canada,Part-time employees,Sales and service occupations,15 years and over,,1.02
2020,Canada,Part-time employees,Sales and service occupations,15 to 24 years,,1.0
2020,Canada,Part-time employees,Sales and service occupations,25 to 54 years,,1.0
2020,Canada,Part-time employees,Sales and service occupations,55 years and over,,0.97
2020,Canada,Part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,,1.03
2020,Canada,Part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,,0.97
2020,Canada,Part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,,0.95
2020,Canada,Part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,,0.95
2020,Canada,Part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,,1.0
2020,Canada,Part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,,1.0
2020,Canada,Part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,,0.95
2020,Canada,Part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,,1.06
2020,Canada,Part-time employees,Occupations in manufacturing and utilities,15 years and over,,0.88
2020,Canada,Part-time employees,Occupations in manufacturing and utilities,15 to 24 years,,0.82
2020,Canada,Part-time employees,Occupations in manufacturing and utilities,25 to 54 years,,0.8
2020,Canada,Part-time employees,Occupations in manufacturing and utilities,55 years and over,,0.76
2020,Newfoundland and Labrador,Both full- and part-time employees,"Total employees, all occupations",15 years and over,10,0.83
2020,Newfoundland and Labrador,Both full- and part-time employees,"Total employees, all occupations",15 to 24 years,10,1.0
2020,Newfoundland and Labrador,Both full- and part-time employees,"Total employees, all occupations",25 to 54 years,10,0.85
2020,Newfoundland and Labrador,Both full- and part-time employees,"Total employees, all occupations",55 years and over,10,0.72
2020,Newfoundland and Labrador,Both full- and part-time employees,Management occupations,15 years and over,10,0.97
2020,Newfoundland and Labrador,Both full- and part-time employees,Management occupations,15 to 24 years,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,Management occupations,25 to 54 years,10,0.95
2020,Newfoundland and Labrador,Both full- and part-time employees,Management occupations,55 years and over,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,"Business, finance and administration occupations",15 years and over,10,0.8
2020,Newfoundland and Labrador,Both full- and part-time employees,"Business, finance and administration occupations",15 to 24 years,10,0.6
2020,Newfoundland and Labrador,Both full- and part-time employees,"Business, finance and administration occupations",25 to 54 years,10,0.83
2020,Newfoundland and Labrador,Both full- and part-time employees,"Business, finance and administration occupations",55 years and over,10,0.64
2020,Newfoundland and Labrador,Both full- and part-time employees,Natural and applied sciences and related occupations,15 years and over,10,0.98
2020,Newfoundland and Labrador,Both full- and part-time employees,Natural and applied sciences and related occupations,15 to 24 years,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,Natural and applied sciences and related occupations,25 to 54 years,10,1.0
2020,Newfoundland and Labrador,Both full- and part-time employees,Natural and applied sciences and related occupations,55 years and over,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,Health occupations,15 years and over,10,0.96
2020,Newfoundland and Labrador,Both full- and part-time employees,Health occupations,15 to 24 years,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,Health occupations,25 to 54 years,10,1.09
2020,Newfoundland and Labrador,Both full- and part-time employees,Health occupations,55 years and over,10,0.73
2020,Newfoundland and Labrador,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 years and over,10,0.74
2020,Newfoundland and Labrador,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,10,0.81
2020,Newfoundland and Labrador,Both full- and part-time employees,"Occupations in education, law and social, community and government services",55 years and over,10,0.63
2020,Newfoundland and Labrador,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,10,0.95
2020,Newfoundland and Labrador,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,10,1.25
2020,Newfoundland and Labrador,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,Sales and service occupations,15 years and over,10,0.93
2020,Newfoundland and Labrador,Both full- and part-time employees,Sales and service occupations,15 to 24 years,10,1.0
2020,Newfoundland and Labrador,Both full- and part-time employees,Sales and service occupations,25 to 54 years,10,0.92
2020,Newfoundland and Labrador,Both full- and part-time employees,Sales and service occupations,55 years and over,10,0.75
2020,Newfoundland and Labrador,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,10,0.84
2020,Newfoundland and Labrador,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,10,0.84
2020,Newfoundland and Labrador,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,10,0.88
2020,Newfoundland and Labrador,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,10,0.52
2020,Newfoundland and Labrador,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,Occupations in manufacturing and utilities,15 years and over,10,0.7
2020,Newfoundland and Labrador,Both full- and part-time employees,Occupations in manufacturing and utilities,15 to 24 years,10,
2020,Newfoundland and Labrador,Both full- and part-time employees,Occupations in manufacturing and utilities,25 to 54 years,10,0.64
2020,Newfoundland and Labrador,Both full- and part-time employees,Occupations in manufacturing and utilities,55 years and over,10,0.76
2020,Newfoundland and Labrador,Full-time employees,"Total employees, all occupations",15 years and over,10,0.87
2020,Newfoundland and Labrador,Full-time employees,"Total employees, all occupations",15 to 24 years,10,1.07
2020,Newfoundland and Labrador,Full-time employees,"Total employees, all occupations",25 to 54 years,10,0.87
2020,Newfoundland and Labrador,Full-time employees,"Total employees, all occupations",55 years and over,10,0.74
