Year,Géographie,Groupe d'âge,Sexe,Value
2017,Colombie-Britannique,12 à 17 ans,Femmes,30.8
2018,Colombie-Britannique,12 à 17 ans,Femmes,
2019,Colombie-Britannique,12 à 17 ans,Femmes,
2015,Colombie-Britannique,18 à 34 ans,Les deux sexes,29.1
2016,Colombie-Britannique,18 à 34 ans,Les deux sexes,36.2
2017,Colombie-Britannique,18 à 34 ans,Les deux sexes,27.3
2018,Colombie-Britannique,18 à 34 ans,Les deux sexes,
2019,Colombie-Britannique,18 à 34 ans,Les deux sexes,
2015,Colombie-Britannique,18 à 34 ans,Hommes,22.8
2016,Colombie-Britannique,18 à 34 ans,Hommes,31.9
2017,Colombie-Britannique,18 à 34 ans,Hommes,20.3
2018,Colombie-Britannique,18 à 34 ans,Hommes,
2019,Colombie-Britannique,18 à 34 ans,Hommes,
2015,Colombie-Britannique,18 à 34 ans,Femmes,35.5
2016,Colombie-Britannique,18 à 34 ans,Femmes,40.5
2017,Colombie-Britannique,18 à 34 ans,Femmes,34.3
2018,Colombie-Britannique,18 à 34 ans,Femmes,
2019,Colombie-Britannique,18 à 34 ans,Femmes,
2015,Colombie-Britannique,35 à 49 ans,Les deux sexes,31.6
2016,Colombie-Britannique,35 à 49 ans,Les deux sexes,30.5
2017,Colombie-Britannique,35 à 49 ans,Les deux sexes,32.3
2018,Colombie-Britannique,35 à 49 ans,Les deux sexes,
2019,Colombie-Britannique,35 à 49 ans,Les deux sexes,
2015,Colombie-Britannique,35 à 49 ans,Hommes,21.7
2016,Colombie-Britannique,35 à 49 ans,Hommes,23.0
2017,Colombie-Britannique,35 à 49 ans,Hommes,26.1
2018,Colombie-Britannique,35 à 49 ans,Hommes,
2019,Colombie-Britannique,35 à 49 ans,Hommes,
2015,Colombie-Britannique,35 à 49 ans,Femmes,40.4
2016,Colombie-Britannique,35 à 49 ans,Femmes,37.9
2017,Colombie-Britannique,35 à 49 ans,Femmes,38.1
2018,Colombie-Britannique,35 à 49 ans,Femmes,
2019,Colombie-Britannique,35 à 49 ans,Femmes,
2015,Colombie-Britannique,50 à 64 ans,Les deux sexes,29.5
2016,Colombie-Britannique,50 à 64 ans,Les deux sexes,30.4
2017,Colombie-Britannique,50 à 64 ans,Les deux sexes,26.1
2018,Colombie-Britannique,50 à 64 ans,Les deux sexes,
2019,Colombie-Britannique,50 à 64 ans,Les deux sexes,
2015,Colombie-Britannique,50 à 64 ans,Hommes,20.5
2016,Colombie-Britannique,50 à 64 ans,Hommes,22.5
2017,Colombie-Britannique,50 à 64 ans,Hommes,18.8
2018,Colombie-Britannique,50 à 64 ans,Hommes,
2019,Colombie-Britannique,50 à 64 ans,Hommes,
2015,Colombie-Britannique,50 à 64 ans,Femmes,38.6
2016,Colombie-Britannique,50 à 64 ans,Femmes,37.9
2017,Colombie-Britannique,50 à 64 ans,Femmes,33.2
2018,Colombie-Britannique,50 à 64 ans,Femmes,
2019,Colombie-Britannique,50 à 64 ans,Femmes,
2015,Colombie-Britannique,65 ans et plus,Les deux sexes,29.7
2016,Colombie-Britannique,65 ans et plus,Les deux sexes,30.3
2017,Colombie-Britannique,65 ans et plus,Les deux sexes,30.8
2018,Colombie-Britannique,65 ans et plus,Les deux sexes,
2019,Colombie-Britannique,65 ans et plus,Les deux sexes,
2015,Colombie-Britannique,65 ans et plus,Hommes,23.1
2016,Colombie-Britannique,65 ans et plus,Hommes,24.1
2017,Colombie-Britannique,65 ans et plus,Hommes,22.8
2018,Colombie-Britannique,65 ans et plus,Hommes,
2019,Colombie-Britannique,65 ans et plus,Hommes,
2015,Colombie-Britannique,65 ans et plus,Femmes,35.4
2016,Colombie-Britannique,65 ans et plus,Femmes,35.9
2017,Colombie-Britannique,65 ans et plus,Femmes,37.9
2018,Colombie-Britannique,65 ans et plus,Femmes,
2019,Colombie-Britannique,65 ans et plus,Femmes,
