Year,Géographie,Actif,GeoCode,Value
2019,Yukon,Construction liée aux installations de pétrole et de gaz,60,0.3728
2019,Yukon,Autres travaux de génie,60,0.4277
2019,Yukon,Autres machines et matériel,60,0.4746
2019,Yukon,Machines et matériel de transport,60,0.4945
2019,Territoires du Nord-Ouest,Total des actifs,61,0.3363
2019,Territoires du Nord-Ouest,Immeubles commerciaux,61,0.3513
2019,Territoires du Nord-Ouest,Bâtiments institutionnels,61,0.3513
2019,Territoires du Nord-Ouest,Infrastructures de génie maritime,61,0.412
2019,Territoires du Nord-Ouest,Infrastructures de génie liées aux transports,61,0.308
2019,Territoires du Nord-Ouest,Infrastructure d'adduction et de distribution d'eau,61,0.412
2019,Territoires du Nord-Ouest,Infrastructures pour les eaux usées,61,0.412
2019,Territoires du Nord-Ouest,Réseaux de communication,61,0.3143
2019,Territoires du Nord-Ouest,Infrastructure liées à l'énergie électrique,61,0.3143
2019,Territoires du Nord-Ouest,Construction liée aux installations de pétrole et de gaz,61,0.3357
2019,Territoires du Nord-Ouest,Autres travaux de génie,61,0.412
2019,Territoires du Nord-Ouest,Autres machines et matériel,61,0.5379
2019,Territoires du Nord-Ouest,Machines et matériel de transport,61,0.4382
2019,Nunavut,Total des actifs,62,0.3731
2019,Nunavut,Immeubles commerciaux,62,0.3507
2019,Nunavut,Bâtiments institutionnels,62,0.3507
2019,Nunavut,Infrastructures de génie maritime,62,0.3929
2019,Nunavut,Infrastructures de génie liées aux transports,62,0.3252
2019,Nunavut,Infrastructure d'adduction et de distribution d'eau,62,0.3929
2019,Nunavut,Infrastructures pour les eaux usées,62,0.3929
2019,Nunavut,Réseaux de communication,62,0.3113
2019,Nunavut,Infrastructure liées à l'énergie électrique,62,0.3006
2019,Nunavut,Construction liée aux installations de pétrole et de gaz,62,0.3728
2019,Nunavut,Autres travaux de génie,62,0.3929
2019,Nunavut,Autres machines et matériel,62,0.5689
2019,Nunavut,Machines et matériel de transport,62,0.4319
2020,Canada,Immeubles commerciaux,,0.3305
2020,Canada,Bâtiments institutionnels,,0.3305
2020,Canada,Infrastructures de génie maritime,,0.3646
2020,Canada,Infrastructures de génie liées aux transports,,0.3328
2020,Canada,Infrastructure d'adduction et de distribution d'eau,,0.3509
2020,Canada,Infrastructures pour les eaux usées,,0.3536
2020,Canada,Réseaux de communication,,0.3196
2020,Canada,Infrastructure liées à l'énergie électrique,,0.3191
2020,Canada,Construction liée aux installations de pétrole et de gaz,,0.3811
2020,Canada,Autres travaux de génie,,0.3557
2020,Canada,Autres machines et matériel,,0.5236
2020,Canada,Machines et matériel de transport,,0.5407
2020,Terre-Neuve-et-Labrador,Total des actifs,10,0.3257
2020,Terre-Neuve-et-Labrador,Immeubles commerciaux,10,0.3298
2020,Terre-Neuve-et-Labrador,Bâtiments institutionnels,10,0.3298
2020,Terre-Neuve-et-Labrador,Infrastructures de génie maritime,10,0.3561
2020,Terre-Neuve-et-Labrador,Infrastructures de génie liées aux transports,10,0.3175
2020,Terre-Neuve-et-Labrador,Infrastructure d'adduction et de distribution d'eau,10,0.3561
2020,Terre-Neuve-et-Labrador,Infrastructures pour les eaux usées,10,0.3561
2020,Terre-Neuve-et-Labrador,Réseaux de communication,10,0.3043
2020,Terre-Neuve-et-Labrador,Infrastructure liées à l'énergie électrique,10,0.3137
2020,Terre-Neuve-et-Labrador,Construction liée aux installations de pétrole et de gaz,10,0.33
2020,Terre-Neuve-et-Labrador,Autres travaux de génie,10,0.3561
2020,Terre-Neuve-et-Labrador,Autres machines et matériel,10,0.5302
2020,Terre-Neuve-et-Labrador,Machines et matériel de transport,10,0.5394
2020,Île-du-Prince-Édouard,Total des actifs,11,0.3537
2020,Île-du-Prince-Édouard,Immeubles commerciaux,11,0.3346
2020,Île-du-Prince-Édouard,Bâtiments institutionnels,11,0.3346
2020,Île-du-Prince-Édouard,Infrastructures de génie maritime,11,0.3208
2020,Île-du-Prince-Édouard,Infrastructures de génie liées aux transports,11,0.3766
2020,Île-du-Prince-Édouard,Infrastructure d'adduction et de distribution d'eau,11,0.3208
2020,Île-du-Prince-Édouard,Infrastructures pour les eaux usées,11,0.3208
2020,Île-du-Prince-Édouard,Réseaux de communication,11,0.3128
2020,Île-du-Prince-Édouard,Infrastructure liées à l'énergie électrique,11,0.318
2020,Île-du-Prince-Édouard,Construction liée aux installations de pétrole et de gaz,11,0.2754
2020,Île-du-Prince-Édouard,Autres travaux de génie,11,0.3208
2020,Île-du-Prince-Édouard,Autres machines et matériel,11,0.5397
2020,Île-du-Prince-Édouard,Machines et matériel de transport,11,0.5335
2020,Nouvelle-Écosse,Total des actifs,12,0.3297
2020,Nouvelle-Écosse,Immeubles commerciaux,12,0.3364
2020,Nouvelle-Écosse,Bâtiments institutionnels,12,0.3364
2020,Nouvelle-Écosse,Infrastructures de génie maritime,12,0.3001
2020,Nouvelle-Écosse,Infrastructures de génie liées aux transports,12,0.3225
2020,Nouvelle-Écosse,Infrastructure d'adduction et de distribution d'eau,12,0.3001
2020,Nouvelle-Écosse,Infrastructures pour les eaux usées,12,0.3001
2020,Nouvelle-Écosse,Réseaux de communication,12,0.2981
2020,Nouvelle-Écosse,Infrastructure liées à l'énergie électrique,12,0.3249
2020,Nouvelle-Écosse,Construction liée aux installations de pétrole et de gaz,12,0.2946
2020,Nouvelle-Écosse,Autres travaux de génie,12,0.3001
2020,Nouvelle-Écosse,Autres machines et matériel,12,0.5306
2020,Nouvelle-Écosse,Machines et matériel de transport,12,0.497
2020,Nouveau-Brunswick,Total des actifs,13,0.3246
2020,Nouveau-Brunswick,Immeubles commerciaux,13,0.3272
2020,Nouveau-Brunswick,Bâtiments institutionnels,13,0.3272
2020,Nouveau-Brunswick,Infrastructures de génie maritime,13,0.3493
2020,Nouveau-Brunswick,Infrastructures de génie liées aux transports,13,0.3121
2020,Nouveau-Brunswick,Infrastructure d'adduction et de distribution d'eau,13,0.3493
2020,Nouveau-Brunswick,Infrastructures pour les eaux usées,13,0.3493
2020,Nouveau-Brunswick,Réseaux de communication,13,0.3092
2020,Nouveau-Brunswick,Infrastructure liées à l'énergie électrique,13,0.3083
2020,Nouveau-Brunswick,Construction liée aux installations de pétrole et de gaz,13,0.2824
2020,Nouveau-Brunswick,Autres travaux de génie,13,0.3493
2020,Nouveau-Brunswick,Autres machines et matériel,13,0.478
2020,Nouveau-Brunswick,Machines et matériel de transport,13,0.4624
2020,Québec,Total des actifs,24,0.3296
2020,Québec,Immeubles commerciaux,24,0.3308
2020,Québec,Bâtiments institutionnels,24,0.3308
2020,Québec,Infrastructures de génie maritime,24,0.35
2020,Québec,Infrastructures de génie liées aux transports,24,0.3211
2020,Québec,Infrastructure d'adduction et de distribution d'eau,24,0.35
2020,Québec,Infrastructures pour les eaux usées,24,0.35
2020,Québec,Réseaux de communication,24,0.318
2020,Québec,Infrastructure liées à l'énergie électrique,24,0.3075
2020,Québec,Construction liée aux installations de pétrole et de gaz,24,0.2937
2020,Québec,Autres travaux de génie,24,0.35
2020,Québec,Autres machines et matériel,24,0.5298
2020,Québec,Machines et matériel de transport,24,0.5369
2020,Ontario,Total des actifs,35,0.3458
2020,Ontario,Immeubles commerciaux,35,0.3208
2020,Ontario,Bâtiments institutionnels,35,0.3208
2020,Ontario,Infrastructures de génie maritime,35,0.3461
2020,Ontario,Infrastructures de génie liées aux transports,35,0.3404
2020,Ontario,Infrastructure d'adduction et de distribution d'eau,35,0.3461
2020,Ontario,Infrastructures pour les eaux usées,35,0.3461
2020,Ontario,Réseaux de communication,35,0.3195
2020,Ontario,Infrastructure liées à l'énergie électrique,35,0.3196
2020,Ontario,Construction liée aux installations de pétrole et de gaz,35,0.3006
2020,Ontario,Autres travaux de génie,35,0.3461
2020,Ontario,Autres machines et matériel,35,0.528
2020,Ontario,Machines et matériel de transport,35,0.5456
2020,Manitoba,Total des actifs,46,0.3337
2020,Manitoba,Immeubles commerciaux,46,0.3314
2020,Manitoba,Bâtiments institutionnels,46,0.3314
2020,Manitoba,Infrastructures de génie maritime,46,0.3478
2020,Manitoba,Infrastructures de génie liées aux transports,46,0.3306
2020,Manitoba,Infrastructure d'adduction et de distribution d'eau,46,0.3478
2020,Manitoba,Infrastructures pour les eaux usées,46,0.3478
2020,Manitoba,Réseaux de communication,46,0.3231
2020,Manitoba,Infrastructure liées à l'énergie électrique,46,0.3303
2020,Manitoba,Construction liée aux installations de pétrole et de gaz,46,0.4106
2020,Manitoba,Autres travaux de génie,46,0.3478
2020,Manitoba,Autres machines et matériel,46,0.5175
2020,Manitoba,Machines et matériel de transport,46,0.5028
2020,Saskatchewan,Total des actifs,47,0.3479
2020,Saskatchewan,Immeubles commerciaux,47,0.3297
2020,Saskatchewan,Bâtiments institutionnels,47,0.3297
2020,Saskatchewan,Infrastructures de génie maritime,47,0.4008
2020,Saskatchewan,Infrastructures de génie liées aux transports,47,0.3402
2020,Saskatchewan,Infrastructure d'adduction et de distribution d'eau,47,0.4008
2020,Saskatchewan,Infrastructures pour les eaux usées,47,0.4008
2020,Saskatchewan,Réseaux de communication,47,0.3386
2020,Saskatchewan,Infrastructure liées à l'énergie électrique,47,0.3342
2020,Saskatchewan,Construction liée aux installations de pétrole et de gaz,47,0.4295
2020,Saskatchewan,Autres travaux de génie,47,0.4008
2020,Saskatchewan,Autres machines et matériel,47,0.4839
2020,Saskatchewan,Machines et matériel de transport,47,0.5468
2020,Alberta,Total des actifs,48,0.3434
2020,Alberta,Immeubles commerciaux,48,0.3464
2020,Alberta,Bâtiments institutionnels,48,0.3464
2020,Alberta,Infrastructures de génie maritime,48,0.3473
2020,Alberta,Infrastructures de génie liées aux transports,48,0.3431
2020,Alberta,Infrastructure d'adduction et de distribution d'eau,48,0.3473
2020,Alberta,Infrastructures pour les eaux usées,48,0.3473
2020,Alberta,Réseaux de communication,48,0.3285
2020,Alberta,Infrastructure liées à l'énergie électrique,48,0.325
2020,Alberta,Construction liée aux installations de pétrole et de gaz,48,0.3531
2020,Alberta,Autres travaux de génie,48,0.3473
2020,Alberta,Autres machines et matériel,48,0.4882
2020,Alberta,Machines et matériel de transport,48,0.5311
2020,Colombie-Britannique,Total des actifs,59,0.3421
2020,Colombie-Britannique,Immeubles commerciaux,59,0.3289
2020,Colombie-Britannique,Bâtiments institutionnels,59,0.3289
2020,Colombie-Britannique,Infrastructures de génie maritime,59,0.3853
2020,Colombie-Britannique,Infrastructures de génie liées aux transports,59,0.328
2020,Colombie-Britannique,Infrastructure d'adduction et de distribution d'eau,59,0.3853
2020,Colombie-Britannique,Infrastructures pour les eaux usées,59,0.3853
2020,Colombie-Britannique,Réseaux de communication,59,0.3185
2020,Colombie-Britannique,Infrastructure liées à l'énergie électrique,59,0.3197
2020,Colombie-Britannique,Construction liée aux installations de pétrole et de gaz,59,0.4145
2020,Colombie-Britannique,Autres travaux de génie,59,0.3853
2020,Colombie-Britannique,Autres machines et matériel,59,0.4856
2020,Colombie-Britannique,Machines et matériel de transport,59,0.5223
2020,Yukon,Total des actifs,60,0.3185
2020,Yukon,Immeubles commerciaux,60,0.3162
2020,Yukon,Bâtiments institutionnels,60,0.3162
2020,Yukon,Infrastructures de génie maritime,60,0.4277
2020,Yukon,Infrastructures de génie liées aux transports,60,0.2993
2020,Yukon,Infrastructure d'adduction et de distribution d'eau,60,0.4277
2020,Yukon,Infrastructures pour les eaux usées,60,0.4277
2020,Yukon,Réseaux de communication,60,0.2711
2020,Yukon,Infrastructure liées à l'énergie électrique,60,0.3008
2020,Yukon,Construction liée aux installations de pétrole et de gaz,60,0.3811
2020,Yukon,Autres travaux de génie,60,0.4277
2020,Yukon,Autres machines et matériel,60,0.4938
2020,Yukon,Machines et matériel de transport,60,0.4945
2020,Territoires du Nord-Ouest,Total des actifs,61,0.3272
2020,Territoires du Nord-Ouest,Immeubles commerciaux,61,0.3513
2020,Territoires du Nord-Ouest,Bâtiments institutionnels,61,0.3513
2020,Territoires du Nord-Ouest,Infrastructures de génie maritime,61,0.412
2020,Territoires du Nord-Ouest,Infrastructures de génie liées aux transports,61,0.308
2020,Territoires du Nord-Ouest,Infrastructure d'adduction et de distribution d'eau,61,0.412
2020,Territoires du Nord-Ouest,Infrastructures pour les eaux usées,61,0.412
2020,Territoires du Nord-Ouest,Réseaux de communication,61,0.3143
2020,Territoires du Nord-Ouest,Infrastructure liées à l'énergie électrique,61,0.3143
2020,Territoires du Nord-Ouest,Construction liée aux installations de pétrole et de gaz,61,0.3357
2020,Territoires du Nord-Ouest,Autres travaux de génie,61,0.412
2020,Territoires du Nord-Ouest,Autres machines et matériel,61,0.5067
2020,Territoires du Nord-Ouest,Machines et matériel de transport,61,0.4382
2020,Nunavut,Total des actifs,62,0.3583
2020,Nunavut,Immeubles commerciaux,62,0.3507
2020,Nunavut,Bâtiments institutionnels,62,0.3507
2020,Nunavut,Infrastructures de génie maritime,62,0.3929
2020,Nunavut,Infrastructures de génie liées aux transports,62,0.3252
2020,Nunavut,Infrastructure d'adduction et de distribution d'eau,62,0.3929
2020,Nunavut,Infrastructures pour les eaux usées,62,0.3929
2020,Nunavut,Réseaux de communication,62,0.3113
2020,Nunavut,Infrastructure liées à l'énergie électrique,62,0.3006
2020,Nunavut,Construction liée aux installations de pétrole et de gaz,62,0.3811
2020,Nunavut,Autres travaux de génie,62,0.3929
2020,Nunavut,Autres machines et matériel,62,0.5687
2020,Nunavut,Machines et matériel de transport,62,0.4315
2021,Canada,Immeubles commerciaux,,0.3167
2021,Canada,Bâtiments institutionnels,,0.3171
2021,Canada,Infrastructures de génie maritime,,0.3479
2021,Canada,Infrastructures de génie liées aux transports,,0.3207
2021,Canada,Infrastructure d'adduction et de distribution d'eau,,0.3384
2021,Canada,Infrastructures pour les eaux usées,,0.3411
2021,Canada,Réseaux de communication,,0.3064
2021,Canada,Infrastructure liées à l'énergie électrique,,0.3066
2021,Canada,Construction liée aux installations de pétrole et de gaz,,0.368
2021,Canada,Autres travaux de génie,,0.3443
2021,Canada,Autres machines et matériel,,0.4989
2021,Canada,Machines et matériel de transport,,0.5143
2021,Terre-Neuve-et-Labrador,Total des actifs,10,0.3064
2021,Terre-Neuve-et-Labrador,Immeubles commerciaux,10,0.3121
2021,Terre-Neuve-et-Labrador,Bâtiments institutionnels,10,0.3121
2021,Terre-Neuve-et-Labrador,Infrastructures de génie maritime,10,0.3165
2021,Terre-Neuve-et-Labrador,Infrastructures de génie liées aux transports,10,0.3027
2021,Terre-Neuve-et-Labrador,Infrastructure d'adduction et de distribution d'eau,10,0.3165
2021,Terre-Neuve-et-Labrador,Infrastructures pour les eaux usées,10,0.3165
2021,Terre-Neuve-et-Labrador,Réseaux de communication,10,0.2938
2021,Terre-Neuve-et-Labrador,Infrastructure liées à l'énergie électrique,10,0.2972
2021,Terre-Neuve-et-Labrador,Construction liée aux installations de pétrole et de gaz,10,0.3221
2021,Terre-Neuve-et-Labrador,Autres travaux de génie,10,0.3165
2021,Terre-Neuve-et-Labrador,Autres machines et matériel,10,0.4945
2021,Terre-Neuve-et-Labrador,Machines et matériel de transport,10,0.5212
2021,Île-du-Prince-Édouard,Total des actifs,11,0.3403
2021,Île-du-Prince-Édouard,Immeubles commerciaux,11,0.3201
2021,Île-du-Prince-Édouard,Bâtiments institutionnels,11,0.3201
2021,Île-du-Prince-Édouard,Infrastructures de génie maritime,11,0.3076
2021,Île-du-Prince-Édouard,Infrastructures de génie liées aux transports,11,0.3636
2021,Île-du-Prince-Édouard,Infrastructure d'adduction et de distribution d'eau,11,0.3076
2021,Île-du-Prince-Édouard,Infrastructures pour les eaux usées,11,0.3076
2021,Île-du-Prince-Édouard,Réseaux de communication,11,0.3014
2021,Île-du-Prince-Édouard,Infrastructure liées à l'énergie électrique,11,0.3103
2021,Île-du-Prince-Édouard,Construction liée aux installations de pétrole et de gaz,11,0.2669
2021,Île-du-Prince-Édouard,Autres travaux de génie,11,0.3076
2021,Île-du-Prince-Édouard,Autres machines et matériel,11,0.5093
2021,Île-du-Prince-Édouard,Machines et matériel de transport,11,0.5224
2021,Nouvelle-Écosse,Total des actifs,12,0.3144
2021,Nouvelle-Écosse,Immeubles commerciaux,12,0.3222
2021,Nouvelle-Écosse,Bâtiments institutionnels,12,0.3222
2021,Nouvelle-Écosse,Infrastructures de génie maritime,12,0.2847
2021,Nouvelle-Écosse,Infrastructures de génie liées aux transports,12,0.308
2021,Nouvelle-Écosse,Infrastructure d'adduction et de distribution d'eau,12,0.2847
2021,Nouvelle-Écosse,Infrastructures pour les eaux usées,12,0.2847
2021,Nouvelle-Écosse,Réseaux de communication,12,0.2868
2021,Nouvelle-Écosse,Infrastructure liées à l'énergie électrique,12,0.3112
2021,Nouvelle-Écosse,Construction liée aux installations de pétrole et de gaz,12,0.2805
2021,Nouvelle-Écosse,Autres travaux de génie,12,0.2847
2021,Nouvelle-Écosse,Autres machines et matériel,12,0.5085
2021,Nouvelle-Écosse,Machines et matériel de transport,12,0.5004
2021,Nouveau-Brunswick,Total des actifs,13,0.3079
2021,Nouveau-Brunswick,Immeubles commerciaux,13,0.3139
2021,Nouveau-Brunswick,Bâtiments institutionnels,13,0.3139
2021,Nouveau-Brunswick,Infrastructures de génie maritime,13,0.3181
2021,Nouveau-Brunswick,Infrastructures de génie liées aux transports,13,0.2967
2021,Nouveau-Brunswick,Infrastructure d'adduction et de distribution d'eau,13,0.3181
2021,Nouveau-Brunswick,Infrastructures pour les eaux usées,13,0.3181
2021,Nouveau-Brunswick,Réseaux de communication,13,0.2947
2021,Nouveau-Brunswick,Infrastructure liées à l'énergie électrique,13,0.2945
2021,Nouveau-Brunswick,Construction liée aux installations de pétrole et de gaz,13,0.2685
2021,Nouveau-Brunswick,Autres travaux de génie,13,0.3181
2021,Nouveau-Brunswick,Autres machines et matériel,13,0.4757
2021,Nouveau-Brunswick,Machines et matériel de transport,13,0.479
2021,Québec,Total des actifs,24,0.316
2021,Québec,Immeubles commerciaux,24,0.3163
2021,Québec,Bâtiments institutionnels,24,0.3163
2021,Québec,Infrastructures de génie maritime,24,0.3415
2021,Québec,Infrastructures de génie liées aux transports,24,0.309
2021,Québec,Infrastructure d'adduction et de distribution d'eau,24,0.3415
2021,Québec,Infrastructures pour les eaux usées,24,0.3415
2021,Québec,Réseaux de communication,24,0.3017
2021,Québec,Infrastructure liées à l'énergie électrique,24,0.2953
2021,Québec,Construction liée aux installations de pétrole et de gaz,24,0.2822
2021,Québec,Autres travaux de génie,24,0.3415
2021,Québec,Autres machines et matériel,24,0.5079
2021,Québec,Machines et matériel de transport,24,0.5087
2021,Ontario,Total des actifs,35,0.328
2021,Ontario,Immeubles commerciaux,35,0.3073
2021,Ontario,Bâtiments institutionnels,35,0.3073
2021,Ontario,Infrastructures de génie maritime,35,0.334
2021,Ontario,Infrastructures de génie liées aux transports,35,0.3279
2021,Ontario,Infrastructure d'adduction et de distribution d'eau,35,0.334
2021,Ontario,Infrastructures pour les eaux usées,35,0.334
2021,Ontario,Réseaux de communication,35,0.3057
2021,Ontario,Infrastructure liées à l'énergie électrique,35,0.3049
2021,Ontario,Construction liée aux installations de pétrole et de gaz,35,0.2892
2021,Ontario,Autres travaux de génie,35,0.334
2021,Ontario,Autres machines et matériel,35,0.5038
2021,Ontario,Machines et matériel de transport,35,0.5194
2021,Manitoba,Total des actifs,46,0.3207
2021,Manitoba,Immeubles commerciaux,46,0.3203
2021,Manitoba,Bâtiments institutionnels,46,0.3203
2021,Manitoba,Infrastructures de génie maritime,46,0.332
2021,Manitoba,Infrastructures de génie liées aux transports,46,0.3183
2021,Manitoba,Infrastructure d'adduction et de distribution d'eau,46,0.332
2021,Manitoba,Infrastructures pour les eaux usées,46,0.332
2021,Manitoba,Réseaux de communication,46,0.3096
2021,Manitoba,Infrastructure liées à l'énergie électrique,46,0.3178
2021,Manitoba,Construction liée aux installations de pétrole et de gaz,46,0.4
2021,Manitoba,Autres travaux de génie,46,0.332
2021,Manitoba,Autres machines et matériel,46,0.4911
2021,Manitoba,Machines et matériel de transport,46,0.5011
2021,Saskatchewan,Total des actifs,47,0.3364
2021,Saskatchewan,Immeubles commerciaux,47,0.3194
2021,Saskatchewan,Bâtiments institutionnels,47,0.3194
2021,Saskatchewan,Infrastructures de génie maritime,47,0.3989
2021,Saskatchewan,Infrastructures de génie liées aux transports,47,0.3298
2021,Saskatchewan,Infrastructure d'adduction et de distribution d'eau,47,0.3989
2021,Saskatchewan,Infrastructures pour les eaux usées,47,0.3989
2021,Saskatchewan,Réseaux de communication,47,0.3306
2021,Saskatchewan,Infrastructure liées à l'énergie électrique,47,0.3223
2021,Saskatchewan,Construction liée aux installations de pétrole et de gaz,47,0.4144
2021,Saskatchewan,Autres travaux de génie,47,0.3989
2021,Saskatchewan,Autres machines et matériel,47,0.4692
2021,Saskatchewan,Machines et matériel de transport,47,0.5219
2021,Alberta,Total des actifs,48,0.3317
2021,Alberta,Immeubles commerciaux,48,0.3329
2021,Alberta,Bâtiments institutionnels,48,0.3329
2021,Alberta,Infrastructures de génie maritime,48,0.337
2021,Alberta,Infrastructures de génie liées aux transports,48,0.3326
2021,Alberta,Infrastructure d'adduction et de distribution d'eau,48,0.337
2021,Alberta,Infrastructures pour les eaux usées,48,0.337
2021,Alberta,Réseaux de communication,48,0.3209
2021,Alberta,Infrastructure liées à l'énergie électrique,48,0.3135
2021,Alberta,Construction liée aux installations de pétrole et de gaz,48,0.3417
2021,Alberta,Autres travaux de génie,48,0.337
2021,Alberta,Autres machines et matériel,48,0.4701
2021,Alberta,Machines et matériel de transport,48,0.5073
2021,Colombie-Britannique,Total des actifs,59,0.3296
2021,Colombie-Britannique,Immeubles commerciaux,59,0.3168
2021,Colombie-Britannique,Bâtiments institutionnels,59,0.3168
2021,Colombie-Britannique,Infrastructures de génie maritime,59,0.3692
2021,Colombie-Britannique,Infrastructures de génie liées aux transports,59,0.3158
2021,Colombie-Britannique,Infrastructure d'adduction et de distribution d'eau,59,0.3692
2021,Colombie-Britannique,Infrastructures pour les eaux usées,59,0.3692
2021,Colombie-Britannique,Réseaux de communication,59,0.3081
2021,Colombie-Britannique,Infrastructure liées à l'énergie électrique,59,0.3096
2021,Colombie-Britannique,Construction liée aux installations de pétrole et de gaz,59,0.3987
2021,Colombie-Britannique,Autres travaux de génie,59,0.3692
2021,Colombie-Britannique,Autres machines et matériel,59,0.4628
2021,Colombie-Britannique,Machines et matériel de transport,59,0.5014
2021,Yukon,Total des actifs,60,0.307
2021,Yukon,Immeubles commerciaux,60,0.3046
2021,Yukon,Bâtiments institutionnels,60,0.3046
2021,Yukon,Infrastructures de génie maritime,60,0.4118
2021,Yukon,Infrastructures de génie liées aux transports,60,0.2888
2021,Yukon,Infrastructure d'adduction et de distribution d'eau,60,0.4118
2021,Yukon,Infrastructures pour les eaux usées,60,0.4118
2021,Yukon,Réseaux de communication,60,0.2645
2021,Yukon,Infrastructure liées à l'énergie électrique,60,0.2904
2021,Yukon,Construction liée aux installations de pétrole et de gaz,60,0.368
2021,Yukon,Autres travaux de génie,60,0.4118
2021,Yukon,Autres machines et matériel,60,0.4837
2021,Yukon,Machines et matériel de transport,60,0.5033
2021,Territoires du Nord-Ouest,Total des actifs,61,0.3174
2021,Territoires du Nord-Ouest,Immeubles commerciaux,61,0.3413
2021,Territoires du Nord-Ouest,Bâtiments institutionnels,61,0.3413
2021,Territoires du Nord-Ouest,Infrastructures de génie maritime,61,0.4009
2021,Territoires du Nord-Ouest,Infrastructures de génie liées aux transports,61,0.2996
2021,Territoires du Nord-Ouest,Infrastructure d'adduction et de distribution d'eau,61,0.4009
2021,Territoires du Nord-Ouest,Infrastructures pour les eaux usées,61,0.4009
2021,Territoires du Nord-Ouest,Réseaux de communication,61,0.3097
2021,Territoires du Nord-Ouest,Infrastructure liées à l'énergie électrique,61,0.308
2021,Territoires du Nord-Ouest,Construction liée aux installations de pétrole et de gaz,61,0.319
2021,Territoires du Nord-Ouest,Autres travaux de génie,61,0.4009
2021,Territoires du Nord-Ouest,Autres machines et matériel,61,0.4917
2021,Territoires du Nord-Ouest,Machines et matériel de transport,61,0.4398
2021,Nunavut,Total des actifs,62,0.3336
2021,Nunavut,Immeubles commerciaux,62,0.3384
2021,Nunavut,Bâtiments institutionnels,62,0.3384
2021,Nunavut,Infrastructures de génie maritime,62,0.3542
2021,Nunavut,Infrastructures de génie liées aux transports,62,0.3189
2021,Nunavut,Infrastructure d'adduction et de distribution d'eau,62,0.3542
2021,Nunavut,Infrastructures pour les eaux usées,62,0.3542
2021,Nunavut,Réseaux de communication,62,0.3057
2021,Nunavut,Infrastructure liées à l'énergie électrique,62,0.2906
2021,Nunavut,Construction liée aux installations de pétrole et de gaz,62,0.368
2021,Nunavut,Autres travaux de génie,62,0.3542
2021,Nunavut,Autres machines et matériel,62,0.485
2021,Nunavut,Machines et matériel de transport,62,0.4367
