Year,Géographie,Genre de travail,Classification nationale des professions (CNP),Âge,GeoCode,Value
2018,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,10,0.95
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Total des employés, toutes les professions",15 ans et plus,10,0.83
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Total des employés, toutes les professions",15 à 24 ans,10,0.96
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Total des employés, toutes les professions",25 à 54 ans,10,0.87
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Total des employés, toutes les professions",55 ans et plus,10,0.72
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Gestion,15 ans et plus,10,0.84
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Gestion,15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Gestion,25 à 54 ans,10,0.87
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Gestion,55 ans et plus,10,0.9
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Affaires, finance et administration",15 ans et plus,10,0.94
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Affaires, finance et administration",15 à 24 ans,10,1.0
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Affaires, finance et administration",25 à 54 ans,10,0.88
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Affaires, finance et administration",55 ans et plus,10,1.05
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,10,0.94
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,10,1.0
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Secteur de la santé,15 ans et plus,10,1.0
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Secteur de la santé,15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Secteur de la santé,25 à 54 ans,10,0.99
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Secteur de la santé,55 ans et plus,10,0.75
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,10,0.69
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,10,0.76
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,10,0.41
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Arts, culture, sports et loisirs",15 ans et plus,10,0.7
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Arts, culture, sports et loisirs",15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Arts, culture, sports et loisirs",25 à 54 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Arts, culture, sports et loisirs",55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Vente et services,15 ans et plus,10,0.84
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Vente et services,15 à 24 ans,10,0.99
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Vente et services,25 à 54 ans,10,0.85
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Vente et services,55 ans et plus,10,0.68
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,10,0.85
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,10,0.88
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 ans et plus,10,0.61
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Fabrication et services d'utilité publique,15 ans et plus,10,0.76
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Fabrication et services d'utilité publique,15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Fabrication et services d'utilité publique,25 à 54 ans,10,0.58
2018,Terre-Neuve-et-Labrador,Employés à temps plein,Fabrication et services d'utilité publique,55 ans et plus,10,0.99
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Total des employés, toutes les professions",15 ans et plus,10,1.12
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,10,1.02
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,10,1.03
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Total des employés, toutes les professions",55 ans et plus,10,0.78
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Gestion,15 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Gestion,15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Gestion,25 à 54 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Gestion,55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Affaires, finance et administration",15 ans et plus,10,1.31
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Affaires, finance et administration",15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Affaires, finance et administration",25 à 54 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Affaires, finance et administration",55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Secteur de la santé,15 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Secteur de la santé,15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Secteur de la santé,25 à 54 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Secteur de la santé,55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,10,0.77
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,10,0.52
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Vente et services,15 ans et plus,10,1.02
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Vente et services,15 à 24 ans,10,1.01
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Vente et services,25 à 54 ans,10,1.04
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Vente et services,55 ans et plus,10,0.92
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,10,1.0
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,10,
2018,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,10,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 ans et plus,11,0.95
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,11,0.89
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,11,0.98
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",55 ans et plus,11,0.95
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,15 ans et plus,11,0.76
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,25 à 54 ans,11,0.7
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,55 ans et plus,11,0.87
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 ans et plus,11,0.91
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 à 24 ans,11,1.09
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",25 à 54 ans,11,0.89
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",55 ans et plus,11,0.94
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,11,0.98
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,11,1.01
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,11,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 ans et plus,11,1.04
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,25 à 54 ans,11,1.2
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,55 ans et plus,11,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,11,0.88
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,11,0.82
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,11,0.94
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,11,0.8
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,11,0.98
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,11,1.31
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,11,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 ans et plus,11,0.94
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 à 24 ans,11,0.99
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,25 à 54 ans,11,0.88
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,55 ans et plus,11,0.82
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,11,0.92
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,11,0.87
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,11,1.0
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,11,0.92
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,11,0.91
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,11,0.92
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,11,0.91
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,11,0.91
2018,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,11,0.79
2018,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",15 ans et plus,11,1.03
2018,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",15 à 24 ans,11,0.9
2018,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",25 à 54 ans,11,1.03
2018,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",55 ans et plus,11,0.95
2018,Île-du-Prince-Édouard,Employés à temps plein,Gestion,15 ans et plus,11,0.77
2018,Île-du-Prince-Édouard,Employés à temps plein,Gestion,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,Gestion,25 à 54 ans,11,0.7
2018,Île-du-Prince-Édouard,Employés à temps plein,Gestion,55 ans et plus,11,0.85
2018,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration",15 ans et plus,11,0.92
2018,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration",15 à 24 ans,11,1.11
2018,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration",25 à 54 ans,11,0.89
2018,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration",55 ans et plus,11,0.96
2018,Île-du-Prince-Édouard,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,11,1.0
2018,Île-du-Prince-Édouard,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,11,0.97
2018,Île-du-Prince-Édouard,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,Secteur de la santé,15 ans et plus,11,1.08
2018,Île-du-Prince-Édouard,Employés à temps plein,Secteur de la santé,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,Secteur de la santé,25 à 54 ans,11,1.25
2018,Île-du-Prince-Édouard,Employés à temps plein,Secteur de la santé,55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,11,0.91
2018,Île-du-Prince-Édouard,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,11,1.0
2018,Île-du-Prince-Édouard,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,11,0.82
2018,Île-du-Prince-Édouard,Employés à temps plein,"Arts, culture, sports et loisirs",15 ans et plus,11,0.89
2018,Île-du-Prince-Édouard,Employés à temps plein,"Arts, culture, sports et loisirs",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,"Arts, culture, sports et loisirs",25 à 54 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,"Arts, culture, sports et loisirs",55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,Vente et services,15 ans et plus,11,0.9
2018,Île-du-Prince-Édouard,Employés à temps plein,Vente et services,15 à 24 ans,11,1.0
2018,Île-du-Prince-Édouard,Employés à temps plein,Vente et services,25 à 54 ans,11,0.87
2018,Île-du-Prince-Édouard,Employés à temps plein,Vente et services,55 ans et plus,11,0.85
2018,Île-du-Prince-Édouard,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,11,0.91
2018,Île-du-Prince-Édouard,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,11,0.87
2018,Île-du-Prince-Édouard,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,11,0.91
2018,Île-du-Prince-Édouard,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 ans et plus,11,0.9
2018,Île-du-Prince-Édouard,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,11,0.91
2018,Île-du-Prince-Édouard,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",55 ans et plus,11,0.93
2018,Île-du-Prince-Édouard,Employés à temps plein,Fabrication et services d'utilité publique,15 ans et plus,11,0.91
2018,Île-du-Prince-Édouard,Employés à temps plein,Fabrication et services d'utilité publique,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps plein,Fabrication et services d'utilité publique,25 à 54 ans,11,0.91
2018,Île-du-Prince-Édouard,Employés à temps plein,Fabrication et services d'utilité publique,55 ans et plus,11,0.79
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Total des employés, toutes les professions",15 ans et plus,11,1.08
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,11,1.0
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,11,1.15
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Total des employés, toutes les professions",55 ans et plus,11,1.05
2018,Île-du-Prince-Édouard,Employés à temps partiel,Gestion,15 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Gestion,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Gestion,25 à 54 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Gestion,55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Affaires, finance et administration",15 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Affaires, finance et administration",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Affaires, finance et administration",25 à 54 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Affaires, finance et administration",55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Secteur de la santé,15 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Secteur de la santé,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Secteur de la santé,25 à 54 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Secteur de la santé,55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,11,0.95
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Vente et services,15 ans et plus,11,1.01
2018,Île-du-Prince-Édouard,Employés à temps partiel,Vente et services,15 à 24 ans,11,1.0
2018,Île-du-Prince-Édouard,Employés à temps partiel,Vente et services,25 à 54 ans,11,1.04
2018,Île-du-Prince-Édouard,Employés à temps partiel,Vente et services,55 ans et plus,11,1.06
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,11,
2018,Île-du-Prince-Édouard,Employés à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,11,
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 ans et plus,12,0.88
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,12,0.92
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,12,0.85
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",55 ans et plus,12,0.83
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Gestion,15 ans et plus,12,0.96
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Gestion,15 à 24 ans,12,
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Gestion,25 à 54 ans,12,1.04
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Gestion,55 ans et plus,12,0.84
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 ans et plus,12,0.86
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 à 24 ans,12,1.07
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",25 à 54 ans,12,0.84
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",55 ans et plus,12,0.8
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,12,0.92
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,12,
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,12,0.96
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,12,1.01
2018,Nouvelle-Écosse,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 ans et plus,12,0.89
