Year,Géographie,Sexe,Groupe d'âge,Caractéristiques démographiques déterminées,GeoCode,Value
2016,Ontario,Femmes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),35,54.3
2016,Ontario,Femmes,65 à 74 ans,Métis,35,60.8
2016,Ontario,Femmes,65 à 74 ans,Inuk (Inuit),35,58.3
2016,Ontario,Femmes,65 à 74 ans,data.Non-Aboriginal identity,35,73.6
2016,Ontario,Femmes,75 ans et plus,"Total, toutes les personnes",35,55.1
2016,Ontario,Femmes,75 ans et plus,Non-immigrants,35,59.7
2016,Ontario,Femmes,75 ans et plus,Immigrants,35,49.8
2016,Ontario,Femmes,75 ans et plus,Résidents non permanents,35,46.5
2016,Ontario,Femmes,75 ans et plus,Total de la population des minorités visibles,35,50.9
2016,Ontario,Femmes,75 ans et plus,Pas une minorité visible,35,55.9
2016,Ontario,Femmes,75 ans et plus,data.Total Aboriginal identity,35,36.5
2016,Ontario,Femmes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),35,32.9
2016,Ontario,Femmes,75 ans et plus,Métis,35,41.0
2016,Ontario,Femmes,75 ans et plus,Inuk (Inuit),35,28.6
2016,Ontario,Femmes,75 ans et plus,data.Non-Aboriginal identity,35,55.3
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",46,75.3
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,46,74.0
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,46,79.1
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,46,90.6
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,46,84.3
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,46,73.5
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,46,55.2
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),46,44.6
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Métis,46,68.1
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),46,59.2
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,46,78.9
2016,Manitoba,Les deux sexes,15 à 24 ans,"Total, toutes les personnes",46,59.3
2016,Manitoba,Les deux sexes,15 à 24 ans,Non-immigrants,46,57.8
2016,Manitoba,Les deux sexes,15 à 24 ans,Immigrants,46,60.3
2016,Manitoba,Les deux sexes,15 à 24 ans,Résidents non permanents,46,87.7
2016,Manitoba,Les deux sexes,15 à 24 ans,Total de la population des minorités visibles,46,67.8
2016,Manitoba,Les deux sexes,15 à 24 ans,Pas une minorité visible,46,57.0
2016,Manitoba,Les deux sexes,15 à 24 ans,data.Total Aboriginal identity,46,39.4
2016,Manitoba,Les deux sexes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),46,29.6
2016,Manitoba,Les deux sexes,15 à 24 ans,Métis,46,55.1
2016,Manitoba,Les deux sexes,15 à 24 ans,Inuk (Inuit),46,52.2
2016,Manitoba,Les deux sexes,15 à 24 ans,data.Non-Aboriginal identity,46,65.6
2016,Manitoba,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",46,83.2
2016,Manitoba,Les deux sexes,25 à 64 ans,Non-immigrants,46,82.0
2016,Manitoba,Les deux sexes,25 à 64 ans,Immigrants,46,86.6
2016,Manitoba,Les deux sexes,25 à 64 ans,Résidents non permanents,46,93.5
2016,Manitoba,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,46,91.2
2016,Manitoba,Les deux sexes,25 à 64 ans,Pas une minorité visible,46,81.4
2016,Manitoba,Les deux sexes,25 à 64 ans,data.Total Aboriginal identity,46,63.4
2016,Manitoba,Les deux sexes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),46,52.8
2016,Manitoba,Les deux sexes,25 à 64 ans,Métis,46,75.6
2016,Manitoba,Les deux sexes,25 à 64 ans,Inuk (Inuit),46,63.3
2016,Manitoba,Les deux sexes,25 à 64 ans,data.Non-Aboriginal identity,46,86.8
2016,Manitoba,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",46,67.8
2016,Manitoba,Les deux sexes,65 à 74 ans,Non-immigrants,46,66.9
2016,Manitoba,Les deux sexes,65 à 74 ans,Immigrants,46,71.4
2016,Manitoba,Les deux sexes,65 à 74 ans,Résidents non permanents,46,43.8
2016,Manitoba,Les deux sexes,65 à 74 ans,Total de la population des minorités visibles,46,73.9
2016,Manitoba,Les deux sexes,65 à 74 ans,Pas une minorité visible,46,67.2
2016,Manitoba,Les deux sexes,65 à 74 ans,data.Total Aboriginal identity,46,44.8
2016,Manitoba,Les deux sexes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),46,34.6
2016,Manitoba,Les deux sexes,65 à 74 ans,Métis,46,52.8
2016,Manitoba,Les deux sexes,65 à 74 ans,Inuk (Inuit),46,75.0
2016,Manitoba,Les deux sexes,65 à 74 ans,data.Non-Aboriginal identity,46,69.9
2016,Manitoba,Les deux sexes,75 ans et plus,"Total, toutes les personnes",46,52.2
2016,Manitoba,Les deux sexes,75 ans et plus,Non-immigrants,46,51.9
2016,Manitoba,Les deux sexes,75 ans et plus,Immigrants,46,52.9
2016,Manitoba,Les deux sexes,75 ans et plus,Résidents non permanents,46,50.0
2016,Manitoba,Les deux sexes,75 ans et plus,Total de la population des minorités visibles,46,55.0
2016,Manitoba,Les deux sexes,75 ans et plus,Pas une minorité visible,46,52.0
2016,Manitoba,Les deux sexes,75 ans et plus,data.Total Aboriginal identity,46,24.3
2016,Manitoba,Les deux sexes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),46,16.8
2016,Manitoba,Les deux sexes,75 ans et plus,Métis,46,29.3
2016,Manitoba,Les deux sexes,75 ans et plus,Inuk (Inuit),46,0.0
2016,Manitoba,Les deux sexes,75 ans et plus,data.Non-Aboriginal identity,46,53.5
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",46,73.0
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,46,70.9
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Immigrants,46,79.4
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,46,91.1
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,46,84.7
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,46,70.6
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,46,50.2
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),46,38.7
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Métis,46,63.9
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),46,51.4
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,46,77.0
2016,Manitoba,Hommes,15 à 24 ans,"Total, toutes les personnes",46,57.9
2016,Manitoba,Hommes,15 à 24 ans,Non-immigrants,46,56.0
2016,Manitoba,Hommes,15 à 24 ans,Immigrants,46,59.0
2016,Manitoba,Hommes,15 à 24 ans,Résidents non permanents,46,88.5
2016,Manitoba,Hommes,15 à 24 ans,Total de la population des minorités visibles,46,67.6
2016,Manitoba,Hommes,15 à 24 ans,Pas une minorité visible,46,55.2
2016,Manitoba,Hommes,15 à 24 ans,data.Total Aboriginal identity,46,36.9
2016,Manitoba,Hommes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),46,27.3
2016,Manitoba,Hommes,15 à 24 ans,Métis,46,52.1
2016,Manitoba,Hommes,15 à 24 ans,Inuk (Inuit),46,33.3
2016,Manitoba,Hommes,15 à 24 ans,data.Non-Aboriginal identity,46,64.4
2016,Manitoba,Hommes,25 à 64 ans,"Total, toutes les personnes",46,80.1
2016,Manitoba,Hommes,25 à 64 ans,Non-immigrants,46,78.2
2016,Manitoba,Hommes,25 à 64 ans,Immigrants,46,86.2
2016,Manitoba,Hommes,25 à 64 ans,Résidents non permanents,46,93.7
2016,Manitoba,Hommes,25 à 64 ans,Total de la population des minorités visibles,46,91.3
2016,Manitoba,Hommes,25 à 64 ans,Pas une minorité visible,46,77.7
2016,Manitoba,Hommes,25 à 64 ans,data.Total Aboriginal identity,46,57.4
2016,Manitoba,Hommes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),46,45.3
2016,Manitoba,Hommes,25 à 64 ans,Métis,46,70.7
2016,Manitoba,Hommes,25 à 64 ans,Inuk (Inuit),46,61.9
2016,Manitoba,Hommes,25 à 64 ans,data.Non-Aboriginal identity,46,84.0
2016,Manitoba,Hommes,65 à 74 ans,"Total, toutes les personnes",46,66.3
2016,Manitoba,Hommes,65 à 74 ans,Non-immigrants,46,64.4
2016,Manitoba,Hommes,65 à 74 ans,Immigrants,46,73.8
2016,Manitoba,Hommes,65 à 74 ans,Résidents non permanents,46,50.0
2016,Manitoba,Hommes,65 à 74 ans,Total de la population des minorités visibles,46,79.2
2016,Manitoba,Hommes,65 à 74 ans,Pas une minorité visible,46,65.1
2016,Manitoba,Hommes,65 à 74 ans,data.Total Aboriginal identity,46,42.2
2016,Manitoba,Hommes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),46,32.1
2016,Manitoba,Hommes,65 à 74 ans,Métis,46,50.2
2016,Manitoba,Hommes,65 à 74 ans,Inuk (Inuit),46,66.7
2016,Manitoba,Hommes,65 à 74 ans,data.Non-Aboriginal identity,46,68.4
2016,Manitoba,Hommes,75 ans et plus,"Total, toutes les personnes",46,51.5
2016,Manitoba,Hommes,75 ans et plus,Non-immigrants,46,49.2
2016,Manitoba,Hommes,75 ans et plus,Immigrants,46,59.5
2016,Manitoba,Hommes,75 ans et plus,Résidents non permanents,46,60.0
2016,Manitoba,Hommes,75 ans et plus,Total de la population des minorités visibles,46,66.8
2016,Manitoba,Hommes,75 ans et plus,Pas une minorité visible,46,50.5
2016,Manitoba,Hommes,75 ans et plus,data.Total Aboriginal identity,46,22.9
2016,Manitoba,Hommes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),46,13.3
2016,Manitoba,Hommes,75 ans et plus,Métis,46,28.0
2016,Manitoba,Hommes,75 ans et plus,Inuk (Inuit),46,0.0
2016,Manitoba,Hommes,75 ans et plus,data.Non-Aboriginal identity,46,52.8
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",46,77.5
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,46,77.0
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Immigrants,46,78.8
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,46,89.9
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,46,83.9
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,46,76.2
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,46,59.6
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),46,49.8
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Métis,46,72.1
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),46,65.9
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,46,80.9
2016,Manitoba,Femmes,15 à 24 ans,"Total, toutes les personnes",46,60.7
2016,Manitoba,Femmes,15 à 24 ans,Non-immigrants,46,59.6
2016,Manitoba,Femmes,15 à 24 ans,Immigrants,46,61.8
2016,Manitoba,Femmes,15 à 24 ans,Résidents non permanents,46,86.2
2016,Manitoba,Femmes,15 à 24 ans,Total de la population des minorités visibles,46,68.1
2016,Manitoba,Femmes,15 à 24 ans,Pas une minorité visible,46,58.8
2016,Manitoba,Femmes,15 à 24 ans,data.Total Aboriginal identity,46,42.0
2016,Manitoba,Femmes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),46,31.9
2016,Manitoba,Femmes,15 à 24 ans,Métis,46,58.0
2016,Manitoba,Femmes,15 à 24 ans,Inuk (Inuit),46,72.7
2016,Manitoba,Femmes,15 à 24 ans,data.Non-Aboriginal identity,46,66.9
2016,Manitoba,Femmes,25 à 64 ans,"Total, toutes les personnes",46,86.1
2016,Manitoba,Femmes,25 à 64 ans,Non-immigrants,46,85.8
2016,Manitoba,Femmes,25 à 64 ans,Immigrants,46,87.0
2016,Manitoba,Femmes,25 à 64 ans,Résidents non permanents,46,93.4
2016,Manitoba,Femmes,25 à 64 ans,Total de la population des minorités visibles,46,91.1
2016,Manitoba,Femmes,25 à 64 ans,Pas une minorité visible,46,85.0
2016,Manitoba,Femmes,25 à 64 ans,data.Total Aboriginal identity,46,68.6
2016,Manitoba,Femmes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),46,59.2
2016,Manitoba,Femmes,25 à 64 ans,Métis,46,80.2
2016,Manitoba,Femmes,25 à 64 ans,Inuk (Inuit),46,65.5
2016,Manitoba,Femmes,25 à 64 ans,data.Non-Aboriginal identity,46,89.5
2016,Manitoba,Femmes,65 à 74 ans,"Total, toutes les personnes",46,69.2
2016,Manitoba,Femmes,65 à 74 ans,Non-immigrants,46,69.3
2016,Manitoba,Femmes,65 à 74 ans,Immigrants,46,69.1
2016,Manitoba,Femmes,65 à 74 ans,Résidents non permanents,46,37.5
2016,Manitoba,Femmes,65 à 74 ans,Total de la population des minorités visibles,46,69.4
2016,Manitoba,Femmes,65 à 74 ans,Pas une minorité visible,46,69.2
2016,Manitoba,Femmes,65 à 74 ans,data.Total Aboriginal identity,46,46.9
2016,Manitoba,Femmes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),46,36.8
2016,Manitoba,Femmes,65 à 74 ans,Métis,46,55.6
2016,Manitoba,Femmes,65 à 74 ans,Inuk (Inuit),46,100.0
2016,Manitoba,Femmes,65 à 74 ans,data.Non-Aboriginal identity,46,71.3
2016,Manitoba,Femmes,75 ans et plus,"Total, toutes les personnes",46,52.7
2016,Manitoba,Femmes,75 ans et plus,Non-immigrants,46,54.0
2016,Manitoba,Femmes,75 ans et plus,Immigrants,46,47.9
2016,Manitoba,Femmes,75 ans et plus,Résidents non permanents,46,45.5
2016,Manitoba,Femmes,75 ans et plus,Total de la population des minorités visibles,46,46.1
2016,Manitoba,Femmes,75 ans et plus,Pas une minorité visible,46,53.1
2016,Manitoba,Femmes,75 ans et plus,data.Total Aboriginal identity,46,25.3
2016,Manitoba,Femmes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),46,18.4
2016,Manitoba,Femmes,75 ans et plus,Métis,46,30.6
2016,Manitoba,Femmes,75 ans et plus,Inuk (Inuit),46,0.0
2016,Manitoba,Femmes,75 ans et plus,data.Non-Aboriginal identity,46,54.1
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",47,76.7
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,47,75.6
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,47,83.5
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,47,92.1
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,47,85.0
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,47,75.8
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,47,57.2
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),47,50.2
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Métis,47,69.0
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),47,67.3
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,47,79.8
2016,Saskatchewan,Les deux sexes,15 à 24 ans,"Total, toutes les personnes",47,58.4
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Non-immigrants,47,57.7
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Immigrants,47,59.3
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Résidents non permanents,47,83.1
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Total de la population des minorités visibles,47,64.2
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Pas une minorité visible,47,57.5
2016,Saskatchewan,Les deux sexes,15 à 24 ans,data.Total Aboriginal identity,47,40.7
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),47,35.1
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Métis,47,52.8
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Inuk (Inuit),47,66.7
2016,Saskatchewan,Les deux sexes,15 à 24 ans,data.Non-Aboriginal identity,47,63.8
2016,Saskatchewan,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",47,85.5
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Non-immigrants,47,84.6
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Immigrants,47,90.3
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Résidents non permanents,47,96.0
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,47,91.5
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Pas une minorité visible,47,84.7
2016,Saskatchewan,Les deux sexes,25 à 64 ans,data.Total Aboriginal identity,47,66.0
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),47,58.7
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Métis,47,77.5
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Inuk (Inuit),47,67.6
2016,Saskatchewan,Les deux sexes,25 à 64 ans,data.Non-Aboriginal identity,47,88.5
2016,Saskatchewan,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",47,69.5
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Non-immigrants,47,68.6
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Immigrants,47,79.0
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Résidents non permanents,47,70.6
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Total de la population des minorités visibles,47,72.3
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Pas une minorité visible,47,69.3
2016,Saskatchewan,Les deux sexes,65 à 74 ans,data.Total Aboriginal identity,47,46.3
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),47,39.2
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Métis,47,54.1
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Inuk (Inuit),47,100.0
2016,Saskatchewan,Les deux sexes,65 à 74 ans,data.Non-Aboriginal identity,47,71.1
2016,Saskatchewan,Les deux sexes,75 ans et plus,"Total, toutes les personnes",47,49.0
2016,Saskatchewan,Les deux sexes,75 ans et plus,Non-immigrants,47,48.0
2016,Saskatchewan,Les deux sexes,75 ans et plus,Immigrants,47,59.2
2016,Saskatchewan,Les deux sexes,75 ans et plus,Résidents non permanents,47,41.7
2016,Saskatchewan,Les deux sexes,75 ans et plus,Total de la population des minorités visibles,47,60.1
2016,Saskatchewan,Les deux sexes,75 ans et plus,Pas une minorité visible,47,48.7
2016,Saskatchewan,Les deux sexes,75 ans et plus,data.Total Aboriginal identity,47,25.7
2016,Saskatchewan,Les deux sexes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),47,19.3
2016,Saskatchewan,Les deux sexes,75 ans et plus,Métis,47,31.5
2016,Saskatchewan,Les deux sexes,75 ans et plus,Inuk (Inuit),47,100.0
2016,Saskatchewan,Les deux sexes,75 ans et plus,data.Non-Aboriginal identity,47,49.9
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",47,73.6
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,47,72.0
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Immigrants,47,83.5
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,47,92.6
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,47,85.5
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,47,72.3
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,47,51.0
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),47,43.1
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Métis,47,63.6
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),47,80.0
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,47,77.1
2016,Saskatchewan,Hommes,15 à 24 ans,"Total, toutes les personnes",47,56.9
2016,Saskatchewan,Hommes,15 à 24 ans,Non-immigrants,47,55.9
2016,Saskatchewan,Hommes,15 à 24 ans,Immigrants,47,58.6
2016,Saskatchewan,Hommes,15 à 24 ans,Résidents non permanents,47,85.2
2016,Saskatchewan,Hommes,15 à 24 ans,Total de la population des minorités visibles,47,64.5
2016,Saskatchewan,Hommes,15 à 24 ans,Pas une minorité visible,47,55.8
2016,Saskatchewan,Hommes,15 à 24 ans,data.Total Aboriginal identity,47,37.0
2016,Saskatchewan,Hommes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),47,31.5
2016,Saskatchewan,Hommes,15 à 24 ans,Métis,47,48.3
2016,Saskatchewan,Hommes,15 à 24 ans,Inuk (Inuit),47,85.7
2016,Saskatchewan,Hommes,15 à 24 ans,data.Non-Aboriginal identity,47,62.8
2016,Saskatchewan,Hommes,25 à 64 ans,"Total, toutes les personnes",47,81.9
2016,Saskatchewan,Hommes,25 à 64 ans,Non-immigrants,47,80.4
2016,Saskatchewan,Hommes,25 à 64 ans,Immigrants,47,90.2
2016,Saskatchewan,Hommes,25 à 64 ans,Résidents non permanents,47,95.6
2016,Saskatchewan,Hommes,25 à 64 ans,Total de la population des minorités visibles,47,91.8
2016,Saskatchewan,Hommes,25 à 64 ans,Pas une minorité visible,47,80.6
2016,Saskatchewan,Hommes,25 à 64 ans,data.Total Aboriginal identity,47,58.8
2016,Saskatchewan,Hommes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),47,50.2
2016,Saskatchewan,Hommes,25 à 64 ans,Métis,47,71.9
2016,Saskatchewan,Hommes,25 à 64 ans,Inuk (Inuit),47,76.9
2016,Saskatchewan,Hommes,25 à 64 ans,data.Non-Aboriginal identity,47,85.2
2016,Saskatchewan,Hommes,65 à 74 ans,"Total, toutes les personnes",47,66.1
2016,Saskatchewan,Hommes,65 à 74 ans,Non-immigrants,47,64.7
2016,Saskatchewan,Hommes,65 à 74 ans,Immigrants,47,81.0
2016,Saskatchewan,Hommes,65 à 74 ans,Résidents non permanents,47,57.1
2016,Saskatchewan,Hommes,65 à 74 ans,Total de la population des minorités visibles,47,78.7
2016,Saskatchewan,Hommes,65 à 74 ans,Pas une minorité visible,47,65.7
2016,Saskatchewan,Hommes,65 à 74 ans,data.Total Aboriginal identity,47,40.9
2016,Saskatchewan,Hommes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),47,34.3
2016,Saskatchewan,Hommes,65 à 74 ans,Métis,47,47.1
2016,Saskatchewan,Hommes,65 à 74 ans,Inuk (Inuit),47,0.0
2016,Saskatchewan,Hommes,65 à 74 ans,data.Non-Aboriginal identity,47,67.9
2016,Saskatchewan,Hommes,75 ans et plus,"Total, toutes les personnes",47,44.8
2016,Saskatchewan,Hommes,75 ans et plus,Non-immigrants,47,43.3
2016,Saskatchewan,Hommes,75 ans et plus,Immigrants,47,60.1
2016,Saskatchewan,Hommes,75 ans et plus,Résidents non permanents,47,50.0
2016,Saskatchewan,Hommes,75 ans et plus,Total de la population des minorités visibles,47,70.2
2016,Saskatchewan,Hommes,75 ans et plus,Pas une minorité visible,47,44.2
2016,Saskatchewan,Hommes,75 ans et plus,data.Total Aboriginal identity,47,25.6
2016,Saskatchewan,Hommes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),47,19.3
2016,Saskatchewan,Hommes,75 ans et plus,Métis,47,33.3
2016,Saskatchewan,Hommes,75 ans et plus,Inuk (Inuit),47,0.0
2016,Saskatchewan,Hommes,75 ans et plus,data.Non-Aboriginal identity,47,45.5
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",47,79.7
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,47,79.0
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Immigrants,47,83.5
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,47,91.5
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,47,84.5
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,47,79.2
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,47,62.9
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),47,56.4
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Métis,47,74.1
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),47,57.6
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,47,82.5
2016,Saskatchewan,Femmes,15 à 24 ans,"Total, toutes les personnes",47,59.9
2016,Saskatchewan,Femmes,15 à 24 ans,Non-immigrants,47,59.4
2016,Saskatchewan,Femmes,15 à 24 ans,Immigrants,47,60.1
2016,Saskatchewan,Femmes,15 à 24 ans,Résidents non permanents,47,80.1
2016,Saskatchewan,Femmes,15 à 24 ans,Total de la population des minorités visibles,47,63.9
2016,Saskatchewan,Femmes,15 à 24 ans,Pas une minorité visible,47,59.3
2016,Saskatchewan,Femmes,15 à 24 ans,data.Total Aboriginal identity,47,44.5
2016,Saskatchewan,Femmes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),47,38.6
2016,Saskatchewan,Femmes,15 à 24 ans,Métis,47,57.5
2016,Saskatchewan,Femmes,15 à 24 ans,Inuk (Inuit),47,33.3
2016,Saskatchewan,Femmes,15 à 24 ans,data.Non-Aboriginal identity,47,64.8
2016,Saskatchewan,Femmes,25 à 64 ans,"Total, toutes les personnes",47,89.1
2016,Saskatchewan,Femmes,25 à 64 ans,Non-immigrants,47,88.8
2016,Saskatchewan,Femmes,25 à 64 ans,Immigrants,47,90.5
2016,Saskatchewan,Femmes,25 à 64 ans,Résidents non permanents,47,96.4
2016,Saskatchewan,Femmes,25 à 64 ans,Total de la population des minorités visibles,47,91.2
2016,Saskatchewan,Femmes,25 à 64 ans,Pas une minorité visible,47,88.8
