Year,Géographie,Type de violence entre partenaires intimes,Groupe d'âge,Groupe autochtone,Minorité visible,Status d'immigrant,Incapacité,Plus haut grade obtenu,Revenu du ménage,Lieu de résidence,État matrimonial,GeoCode,Value
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Études secondaires partielles ou moins,,,,,17.49
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études secondaires,,,,,14.33
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,12.26
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme universitaire,,,,,12.44
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Études secondaires partielles ou moins,,,,,5.68
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,,4.52
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,2.86
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme universitaire,,,,,3.14
2018,Provinces des Prairies,Violence physique,,,,,,Études secondaires partielles ou moins,,,,,3.56
2018,Provinces des Prairies,Violence physique,,,,,,Diplôme d'études secondaires,,,,,3.43
2018,Provinces des Prairies,Violence physique,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,2.66
2018,Provinces des Prairies,Violence physique,,,,,,Diplôme universitaire,,,,,2.34
2018,Provinces des Prairies,Violence sexuelle,,,,,,Diplôme d'études secondaires,,,,,2.04
2018,Provinces des Prairies,Violence sexuelle,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,0.77
2018,Provinces des Prairies,Violence sexuelle,,,,,,Diplôme universitaire,,,,,1.12
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,Études secondaires partielles ou moins,,,,59,9.27
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,59,12.31
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,59,13.54
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme universitaire,,,,59,11.61
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Études secondaires partielles ou moins,,,,59,9.27
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études secondaires,,,,59,12.31
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,59,13.54
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme universitaire,,,,59,11.56
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,59,3.28
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,59,2.32
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme universitaire,,,,59,3.98
2018,Colombie-Britannique,Violence physique,,,,,,Diplôme d'études secondaires,,,,59,2.81
2018,Colombie-Britannique,Violence physique,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,59,2.32
2018,Colombie-Britannique,Violence physique,,,,,,Diplôme universitaire,,,,59,3.21
2018,Colombie-Britannique,Violence sexuelle,,,,,,Diplôme universitaire,,,,59,1.2
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,Études secondaires partielles ou moins,,,,,23.49
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,,19.87
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,9.66
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,Diplôme universitaire,,,,,9.88
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Études secondaires partielles ou moins,,,,,22.11
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études secondaires,,,,,19.09
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,9.4
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,Diplôme universitaire,,,,,9.51
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Études secondaires partielles ou moins,,,,,13.04
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études secondaires,,,,,9.37
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,3.6
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,Diplôme universitaire,,,,,5.42
2018,Territoires,Violence physique,,,,,,Études secondaires partielles ou moins,,,,,10.85
2018,Territoires,Violence physique,,,,,,Diplôme d'études secondaires,,,,,8.6
2018,Territoires,Violence physique,,,,,,Diplôme d'études collégiales ou d'une école de métiers,,,,,2.93
2018,Territoires,Violence physique,,,,,,Diplôme universitaire,,,,,4.15
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,Moins de 20 000 $,,,,14.57
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,,12.58
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,,10.63
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,,12.12
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,150 000 $ ou plus,,,,12.56
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,Moins de 20 000 $,,,,14.14
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,20 000 $ à 59 999 $,,,,12.43
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,60 000 $ à 99 999 $,,,,10.61
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,100 000 $ à 149 999 $,,,,12.04
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,150 000 $ ou plus,,,,12.07
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,Moins de 20 000 $,,,,6.26
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,,3.36
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,,3.01
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,,2.05
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,150 000 $ ou plus,,,,3.2
2018,Canada,Violence physique,,,,,,,Moins de 20 000 $,,,,4.68
2018,Canada,Violence physique,,,,,,,20 000 $ à 59 999 $,,,,2.63
2018,Canada,Violence physique,,,,,,,60 000 $ à 99 999 $,,,,2.46
2018,Canada,Violence physique,,,,,,,100 000 $ à 149 999 $,,,,1.88
2018,Canada,Violence physique,,,,,,,150 000 $ ou plus,,,,2.14
2018,Canada,Violence sexuelle,,,,,,,Moins de 20 000 $,,,,3.2
2018,Canada,Violence sexuelle,,,,,,,20 000 $ à 59 999 $,,,,1.27
2018,Canada,Violence sexuelle,,,,,,,60 000 $ à 99 999 $,,,,0.94
2018,Canada,Violence sexuelle,,,,,,,100 000 $ à 149 999 $,,,,0.6
2018,Canada,Violence sexuelle,,,,,,,150 000 $ ou plus,,,,1.31
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,,Moins de 20 000 $,,,,17.92
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,,9.55
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,,10.44
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,,8.88
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,,150 000 $ ou plus,,,,12.67
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,Moins de 20 000 $,,,,17.23
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,20 000 $ à 59 999 $,,,,9.21
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,60 000 $ à 99 999 $,,,,10.36
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,100 000 $ à 149 999 $,,,,8.73
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,150 000 $ ou plus,,,,12.56
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,Moins de 20 000 $,,,,10.19
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,,4.24
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,,2.75
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,,2.02
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,150 000 $ ou plus,,,,1.9
2018,Provinces de l'Atlantique,Violence physique,,,,,,,Moins de 20 000 $,,,,7.65
2018,Provinces de l'Atlantique,Violence physique,,,,,,,20 000 $ à 59 999 $,,,,3.21
2018,Provinces de l'Atlantique,Violence physique,,,,,,,60 000 $ à 99 999 $,,,,2.29
2018,Provinces de l'Atlantique,Violence physique,,,,,,,100 000 $ à 149 999 $,,,,1.86
2018,Provinces de l'Atlantique,Violence physique,,,,,,,150 000 $ ou plus,,,,1.59
2018,Provinces de l'Atlantique,Violence sexuelle,,,,,,,20 000 $ à 59 999 $,,,,1.45
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,,Moins de 20 000 $,,,24,17.36
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,24,10.72
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,24,10.71
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,24,13.16
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,,150 000 $ ou plus,,,24,15.73
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,Moins de 20 000 $,,,24,17.18
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,20 000 $ à 59 999 $,,,24,10.65
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,60 000 $ à 99 999 $,,,24,10.71
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,100 000 $ à 149 999 $,,,24,12.98
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,150 000 $ ou plus,,,24,14.59
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,24,1.32
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,24,2.43
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,24,1.34
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,150 000 $ ou plus,,,24,3.7
2018,Québec,Violence physique,,,,,,,20 000 $ à 59 999 $,,,24,1.03
2018,Québec,Violence physique,,,,,,,60 000 $ à 99 999 $,,,24,1.69
2018,Québec,Violence physique,,,,,,,150 000 $ ou plus,,,24,2.56
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,,Moins de 20 000 $,,,35,9.88
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,35,12.73
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,35,10.57
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,35,10.82
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,,150 000 $ ou plus,,,35,11.95
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,Moins de 20 000 $,,,35,9.48
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,20 000 $ à 59 999 $,,,35,12.65
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,60 000 $ à 99 999 $,,,35,10.57
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,100 000 $ à 149 999 $,,,35,10.81
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,150 000 $ ou plus,,,35,11.36
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,35,3.15
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,35,3.52
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,35,2.3
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,150 000 $ ou plus,,,35,3.24
2018,Ontario,Violence physique,,,,,,,20 000 $ à 59 999 $,,,35,2.21
2018,Ontario,Violence physique,,,,,,,60 000 $ à 99 999 $,,,35,3.03
2018,Ontario,Violence physique,,,,,,,100 000 $ à 149 999 $,,,35,2.27
2018,Ontario,Violence physique,,,,,,,150 000 $ ou plus,,,35,2.06
2018,Ontario,Violence sexuelle,,,,,,,20 000 $ à 59 999 $,,,35,1.51
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,,Moins de 20 000 $,,,,25.44
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,,13.36
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,,11.77
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,,14.24
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,,150 000 $ ou plus,,,,12.27
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,Moins de 20 000 $,,,,24.2
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,20 000 $ à 59 999 $,,,,12.81
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,60 000 $ à 99 999 $,,,,11.77
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,100 000 $ à 149 999 $,,,,14.12
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,150 000 $ ou plus,,,,12.15
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,Moins de 20 000 $,,,,10.43
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,,4.11
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,,4.07
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,,2.45
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,150 000 $ ou plus,,,,2.72
2018,Provinces des Prairies,Violence physique,,,,,,,20 000 $ à 59 999 $,,,,3.61
2018,Provinces des Prairies,Violence physique,,,,,,,60 000 $ à 99 999 $,,,,3.28
2018,Provinces des Prairies,Violence physique,,,,,,,100 000 $ à 149 999 $,,,,2.07
2018,Provinces des Prairies,Violence physique,,,,,,,150 000 $ ou plus,,,,1.63
2018,Provinces des Prairies,Violence sexuelle,,,,,,,20 000 $ à 59 999 $,,,,1.73
2018,Provinces des Prairies,Violence sexuelle,,,,,,,60 000 $ à 99 999 $,,,,1.46
2018,Provinces des Prairies,Violence sexuelle,,,,,,,150 000 $ ou plus,,,,1.32
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,,Moins de 20 000 $,,,59,8.6
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,59,16.61
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,59,9.27
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,59,12.51
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,,150 000 $ ou plus,,,59,10.79
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,Moins de 20 000 $,,,59,8.6
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,20 000 $ à 59 999 $,,,59,16.61
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,60 000 $ à 99 999 $,,,59,9.18
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,100 000 $ à 149 999 $,,,59,12.51
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,150 000 $ ou plus,,,59,10.79
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,59,6.49
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,59,1.47
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,59,1.95
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,150 000 $ ou plus,,,59,3.67
2018,Colombie-Britannique,Violence physique,,,,,,,20 000 $ à 59 999 $,,,59,5.44
2018,Colombie-Britannique,Violence physique,,,,,,,60 000 $ à 99 999 $,,,59,1.38
2018,Colombie-Britannique,Violence physique,,,,,,,100 000 $ à 149 999 $,,,59,1.81
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,,Moins de 20 000 $,,,,26.07
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,,20.66
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,,12.74
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,,100 000 $ à 149 999 $,,,,12.82
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,,150 000 $ ou plus,,,,8.6
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,Moins de 20 000 $,,,,26.07
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,20 000 $ à 59 999 $,,,,19.06
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,60 000 $ à 99 999 $,,,,12.74
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,100 000 $ à 149 999 $,,,,12.82
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,150 000 $ ou plus,,,,8.15
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,Moins de 20 000 $,,,,15.6
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,20 000 $ à 59 999 $,,,,12.28
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,60 000 $ à 99 999 $,,,,5.66
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,150 000 $ ou plus,,,,4.46
2018,Territoires,Violence physique,,,,,,,Moins de 20 000 $,,,,15.6
2018,Territoires,Violence physique,,,,,,,20 000 $ à 59 999 $,,,,10.45
2018,Territoires,Violence physique,,,,,,,60 000 $ à 99 999 $,,,,5.66
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu rural,,,12.08
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu urbain,,,12.34
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu rural,,,12.01
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu urbain,,,12.09
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,Milieu rural,,,2.34
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,Milieu urbain,,,3.27
2018,Canada,Violence physique,,,,,,,,Milieu rural,,,2.12
2018,Canada,Violence physique,,,,,,,,Milieu urbain,,,2.44
2018,Canada,Violence sexuelle,,,,,,,,Milieu rural,,,0.57
2018,Canada,Violence sexuelle,,,,,,,,Milieu urbain,,,1.31
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu rural,,,9.73
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu urbain,,,12.39
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu rural,,,9.44
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu urbain,,,12.2
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,Milieu rural,,,3.46
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,Milieu urbain,,,3.79
2018,Provinces de l'Atlantique,Violence physique,,,,,,,,Milieu rural,,,3.01
2018,Provinces de l'Atlantique,Violence physique,,,,,,,,Milieu urbain,,,2.82
2018,Provinces de l'Atlantique,Violence sexuelle,,,,,,,,Milieu urbain,,,1.52
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu rural,,24,9.11
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu urbain,,24,13.95
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu rural,,24,9.11
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu urbain,,24,13.58
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,Milieu urbain,,24,2.97
2018,Québec,Violence physique,,,,,,,,Milieu urbain,,24,1.93
2018,Québec,Violence sexuelle,,,,,,,,Milieu urbain,,24,1.4
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu rural,,35,13.7
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu urbain,,35,11.19
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu rural,,35,13.7
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu urbain,,35,10.93
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,Milieu rural,,35,2.33
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,Milieu urbain,,35,3.44
2018,Ontario,Violence physique,,,,,,,,Milieu rural,,35,2.05
2018,Ontario,Violence physique,,,,,,,,Milieu urbain,,35,2.66
2018,Ontario,Violence sexuelle,,,,,,,,Milieu urbain,,35,1.35
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu rural,,,14.77
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu urbain,,,13.77
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu rural,,,14.45
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu urbain,,,13.52
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,Milieu rural,,,3.14
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,Milieu urbain,,,3.51
2018,Provinces des Prairies,Violence physique,,,,,,,,Milieu urbain,,,2.62
2018,Provinces des Prairies,Violence sexuelle,,,,,,,,Milieu urbain,,,1.39
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu rural,,59,16.75
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,,,Milieu urbain,,59,11.27
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu rural,,59,16.75
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,Milieu urbain,,59,11.24
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,Milieu urbain,,59,2.81
2018,Colombie-Britannique,Violence physique,,,,,,,,Milieu urbain,,59,2.27
2018,Colombie-Britannique,Violence sexuelle,,,,,,,,Milieu urbain,,59,0.9
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,,9.73
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),,19.68
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Veuf ou veuve,,7.03
2018,Canada,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",,19.09
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Marié(e) ou vivant en union libre,,9.67
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Séparé(e) ou divorcé(e),,19.47
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Veuf ou veuve,,6.64
2018,Canada,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,"Célibataire, jamais marié(e)",,18.38
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,,1.99
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),,6.55
2018,Canada,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",,6.33
2018,Canada,Violence physique,,,,,,,,,Marié(e) ou vivant en union libre,,1.7
2018,Canada,Violence physique,,,,,,,,,Séparé(e) ou divorcé(e),,5.9
2018,Canada,Violence physique,,,,,,,,,"Célibataire, jamais marié(e)",,4.13
2018,Canada,Violence sexuelle,,,,,,,,,Marié(e) ou vivant en union libre,,0.52
2018,Canada,Violence sexuelle,,,,,,,,,Séparé(e) ou divorcé(e),,2.13
2018,Canada,Violence sexuelle,,,,,,,,,"Célibataire, jamais marié(e)",,3.28
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,,8.1
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),,24.13
