Year,Géographie,Groupe d'âge,Sexe,Type de famille économique,GeoCode,Value
2016,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Total,,12.7
2016,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Total,,10.7
2016,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Femme,Total,,11.2
2016,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Total,,12.3
2016,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,6.5
2016,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes dans les familles économiques,,6.1
2016,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes dans les familles économiques,,6.9
2016,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,9.6
2016,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,39.2
2016,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,6.0
2016,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Personnes dans les familles économiques,,6.0
2016,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Personnes dans les familles économiques,,6.1
2016,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,27.7
2016,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes hors famille économique,,29.5
2016,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes hors famille économique,,25.9
2016,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,34.1
2016,"Ottawa-Gatineau, Ontario/Québec",,Homme,Personnes non âgées hors famille économique,,33.2
2016,"Ottawa-Gatineau, Ontario/Québec",,Femme,Personnes non âgées hors famille économique,,35.1
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,10.9
2017,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,8.9
2017,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,12.6
2017,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,5.8
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Total,,11.0
2017,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Homme,Total,,10.7
2017,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Total,,12.1
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Total,,10.8
2017,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Femme,Total,,7.1
2017,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Total,,13.1
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,6.8
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes dans les familles économiques,,6.3
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes dans les familles économiques,,7.2
2017,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,8.9
2017,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,6.0
2017,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,33.2
2017,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.4
2017,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Personnes dans les familles économiques,,6.0
2017,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Personnes dans les familles économiques,,8.6
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,28.0
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes hors famille économique,,30.4
2017,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes hors famille économique,,25.8
2017,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,19.5
2017,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,30.6
2017,"Ottawa-Gatineau, Ontario/Québec",,Homme,Personnes non âgées hors famille économique,,30.8
2017,"Ottawa-Gatineau, Ontario/Québec",,Femme,Personnes non âgées hors famille économique,,30.3
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,11.4
2018,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,10.2
2018,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,13.2
2018,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,5.4
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Total,,12.4
2018,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Homme,Total,,10.7
2018,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Total,,14.4
2018,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Homme,Total,,5.3
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Total,,10.4
2018,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Femme,Total,,9.7
2018,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Total,,11.9
2018,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Total,,5.4
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,8.1
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes dans les familles économiques,,8.4
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes dans les familles économiques,,7.9
2018,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,10.2
2018,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,43.2
2018,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.7
2018,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Personnes dans les familles économiques,,8.9
2018,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Personnes dans les familles économiques,,8.5
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,27.2
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes hors famille économique,,31.6
2018,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes hors famille économique,,23.0
2018,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,15.2
2018,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Personnes âgées hors famille économique,,13.3
2018,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,31.8
2018,"Ottawa-Gatineau, Ontario/Québec",,Homme,Personnes non âgées hors famille économique,,34.4
2018,"Ottawa-Gatineau, Ontario/Québec",,Femme,Personnes non âgées hors famille économique,,28.6
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,8.4
2019,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,7.5
2019,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,9.3
2019,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,6.0
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Total,,8.8
2019,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Homme,Total,,8.6
2019,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Total,,9.6
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Total,,8.0
2019,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Total,,8.9
2019,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Total,,6.9
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,5.0
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes dans les familles économiques,,5.2
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes dans les familles économiques,,4.9
2019,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,7.5
2019,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,5.0
2019,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Personnes dans les familles économiques,,5.2
2019,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Personnes dans les familles économiques,,4.8
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,23.0
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes hors famille économique,,22.0
2019,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes hors famille économique,,24.5
2019,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.2
2019,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Personnes âgées hors famille économique,,15.3
2019,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,24.6
2019,"Ottawa-Gatineau, Ontario/Québec",,Homme,Personnes non âgées hors famille économique,,21.6
2019,"Ottawa-Gatineau, Ontario/Québec",,Femme,Personnes non âgées hors famille économique,,30.3
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,5.5
2020,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,7.1
2020,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,3.4
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Total,,6.2
2020,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Total,,8.3
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Total,,4.8
2020,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Total,,6.0
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,1.9
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes dans les familles économiques,,1.6
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes dans les familles économiques,,2.2
2020,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,1.9
2020,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Personnes dans les familles économiques,,1.6
2020,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Personnes dans les familles économiques,,2.2
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,21.9
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes hors famille économique,,26.0
2020,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes hors famille économique,,17.4
2020,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,6.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,28.3
2020,"Ottawa-Gatineau, Ontario/Québec",,Homme,Personnes non âgées hors famille économique,,29.5
2020,"Ottawa-Gatineau, Ontario/Québec",,Femme,Personnes non âgées hors famille économique,,26.5
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,6.5
2021,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,7.9
2021,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,3.8
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Total,,6.0
2021,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Total,,7.6
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Total,,7.1
2021,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Total,,8.1
2021,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Total,,4.9
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,3.4
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes dans les familles économiques,,3.9
2021,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,3.6
2021,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Personnes dans les familles économiques,,3.6
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,20.4
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes hors famille économique,,18.3
2021,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes hors famille économique,,23.1
2021,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,11.2
2021,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Personnes âgées hors famille économique,,11.6
2021,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,23.7
2021,"Ottawa-Gatineau, Ontario/Québec",,Homme,Personnes non âgées hors famille économique,,20.2
2021,"Ottawa-Gatineau, Ontario/Québec",,Femme,Personnes non âgées hors famille économique,,28.8
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,9.1
2022,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,7.4
2022,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,10.9
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,5.1
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Total,,9.2
2022,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Homme,Total,,7.2
2022,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Total,,11.0
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Homme,Total,,5.4
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Total,,9.0
2022,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Femme,Total,,7.6
2022,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Total,,10.7
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Total,,4.8
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,5.1
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes dans les familles économiques,,4.7
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes dans les familles économiques,,5.5
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.7
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Homme,Personnes âgées dans les familles économiques,,2.9
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Personnes âgées dans les familles économiques,,2.4
2022,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,7.3
2022,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,4.5
2022,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,21.8
2022,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,4.9
2022,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Personnes dans les familles économiques,,4.2
2022,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Personnes dans les familles économiques,,5.6
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,27.2
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes hors famille économique,,30.2
2022,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes hors famille économique,,24.3
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,11.6
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Homme,Personnes âgées hors famille économique,,16.3
2022,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Personnes âgées hors famille économique,,9.4
2022,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,32.6
2022,"Ottawa-Gatineau, Ontario/Québec",,Homme,Personnes non âgées hors famille économique,,33.1
2022,"Ottawa-Gatineau, Ontario/Québec",,Femme,Personnes non âgées hors famille économique,,32.1
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Total,,8.7
2023,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Total,,6.6
2023,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Total,,10.8
2023,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Total,,3.8
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Total,,8.6
2023,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Homme,Total,,7.8
2023,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Total,,9.8
2023,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Homme,Total,,5.0
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Total,,8.8
2023,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Femme,Total,,5.2
2023,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Total,,11.7
2023,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Total,,2.7
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes dans les familles économiques,,5.2
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes dans les familles économiques,,5.5
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes dans les familles économiques,,4.9
2023,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.6
2023,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,5.1
2023,"Ottawa-Gatineau, Ontario/Québec",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,14.8
2023,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,5.7
2023,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Homme,Personnes dans les familles économiques,,5.3
2023,"Ottawa-Gatineau, Ontario/Québec",18 à 64 ans,Femme,Personnes dans les familles économiques,,6.0
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Les deux sexes,Personnes hors famille économique,,24.2
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Homme,Personnes hors famille économique,,23.1
2023,"Ottawa-Gatineau, Ontario/Québec",Total,Femme,Personnes hors famille économique,,25.1
2023,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,10.0
2023,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Homme,Personnes âgées hors famille économique,,15.2
2023,"Ottawa-Gatineau, Ontario/Québec",65 ans et plus,Femme,Personnes âgées hors famille économique,,7.5
2023,"Ottawa-Gatineau, Ontario/Québec",,Les deux sexes,Personnes non âgées hors famille économique,,28.8
2023,"Ottawa-Gatineau, Ontario/Québec",,Homme,Personnes non âgées hors famille économique,,24.6
2023,"Ottawa-Gatineau, Ontario/Québec",,Femme,Personnes non âgées hors famille économique,,33.3
2015,Provinces des Prairies,Total,Les deux sexes,Total,,10.8
2015,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Total,,14.4
2015,Provinces des Prairies,18 à 64 ans,Les deux sexes,Total,,10.8
2015,Provinces des Prairies,65 ans et plus,Les deux sexes,Total,,4.3
2015,Provinces des Prairies,Total,Homme,Total,,10.3
2015,Provinces des Prairies,Moins de 18 ans,Homme,Total,,13.2
2015,Provinces des Prairies,18 à 64 ans,Homme,Total,,10.5
2015,Provinces des Prairies,65 ans et plus,Homme,Total,,3.4
2015,Provinces des Prairies,Total,Femme,Total,,11.3
2015,Provinces des Prairies,Moins de 18 ans,Femme,Total,,15.7
2015,Provinces des Prairies,18 à 64 ans,Femme,Total,,11.1
2015,Provinces des Prairies,65 ans et plus,Femme,Total,,5.1
2015,Provinces des Prairies,Total,Les deux sexes,Personnes dans les familles économiques,,8.7
2015,Provinces des Prairies,Total,Homme,Personnes dans les familles économiques,,8.0
2015,Provinces des Prairies,Total,Femme,Personnes dans les familles économiques,,9.4
2015,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,1.7
2015,Provinces des Prairies,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,2.0
2015,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,14.3
2015,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,10.8
2015,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,42.9
2015,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,25.3
2015,Provinces des Prairies,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.5
2015,Provinces des Prairies,18 à 64 ans,Homme,Personnes dans les familles économiques,,6.9
2015,Provinces des Prairies,18 à 64 ans,Femme,Personnes dans les familles économiques,,8.1
2015,Provinces des Prairies,Total,Les deux sexes,Personnes hors famille économique,,23.1
2015,Provinces des Prairies,Total,Homme,Personnes hors famille économique,,23.2
2015,Provinces des Prairies,Total,Femme,Personnes hors famille économique,,22.9
2015,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,11.3
2015,Provinces des Prairies,65 ans et plus,Homme,Personnes âgées hors famille économique,,11.5
2015,Provinces des Prairies,65 ans et plus,Femme,Personnes âgées hors famille économique,,11.2
2015,Provinces des Prairies,,Les deux sexes,Personnes non âgées hors famille économique,,26.7
2015,Provinces des Prairies,,Homme,Personnes non âgées hors famille économique,,25.4
2015,Provinces des Prairies,,Femme,Personnes non âgées hors famille économique,,28.4
2016,Provinces des Prairies,Total,Les deux sexes,Total,,10.7
2016,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Total,,12.0
2016,Provinces des Prairies,18 à 64 ans,Les deux sexes,Total,,11.4
2016,Provinces des Prairies,65 ans et plus,Les deux sexes,Total,,4.9
2016,Provinces des Prairies,Total,Homme,Total,,10.4
2016,Provinces des Prairies,Moins de 18 ans,Homme,Total,,12.2
2016,Provinces des Prairies,18 à 64 ans,Homme,Total,,10.9
2016,Provinces des Prairies,65 ans et plus,Homme,Total,,4.7
2016,Provinces des Prairies,Total,Femme,Total,,11.0
2016,Provinces des Prairies,Moins de 18 ans,Femme,Total,,11.9
2016,Provinces des Prairies,18 à 64 ans,Femme,Total,,12.1
2016,Provinces des Prairies,65 ans et plus,Femme,Total,,5.1
2016,Provinces des Prairies,Total,Les deux sexes,Personnes dans les familles économiques,,8.3
2016,Provinces des Prairies,Total,Homme,Personnes dans les familles économiques,,8.2
2016,Provinces des Prairies,Total,Femme,Personnes dans les familles économiques,,8.5
2016,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.2
2016,Provinces des Prairies,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,2.4
2016,Provinces des Prairies,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,2.1
2016,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,11.9
2016,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,9.9
2016,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,43.3
2016,Provinces des Prairies,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.9
2016,Provinces des Prairies,18 à 64 ans,Homme,Personnes dans les familles économiques,,7.5
2016,Provinces des Prairies,18 à 64 ans,Femme,Personnes dans les familles économiques,,8.3
2016,Provinces des Prairies,Total,Les deux sexes,Personnes hors famille économique,,24.6
2016,Provinces des Prairies,Total,Homme,Personnes hors famille économique,,23.4
2016,Provinces des Prairies,Total,Femme,Personnes hors famille économique,,25.9
2016,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,11.3
2016,Provinces des Prairies,65 ans et plus,Homme,Personnes âgées hors famille économique,,12.5
2016,Provinces des Prairies,65 ans et plus,Femme,Personnes âgées hors famille économique,,10.5
2016,Provinces des Prairies,,Les deux sexes,Personnes non âgées hors famille économique,,29.4
2016,Provinces des Prairies,,Homme,Personnes non âgées hors famille économique,,25.9
2016,Provinces des Prairies,,Femme,Personnes non âgées hors famille économique,,33.8
2017,Provinces des Prairies,Total,Les deux sexes,Total,,9.6
2017,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Total,,9.9
2017,Provinces des Prairies,18 à 64 ans,Les deux sexes,Total,,10.7
2017,Provinces des Prairies,65 ans et plus,Les deux sexes,Total,,3.9
2017,Provinces des Prairies,Total,Homme,Total,,9.0
2017,Provinces des Prairies,Moins de 18 ans,Homme,Total,,9.3
2017,Provinces des Prairies,18 à 64 ans,Homme,Total,,10.0
2017,Provinces des Prairies,65 ans et plus,Homme,Total,,3.5
2017,Provinces des Prairies,Total,Femme,Total,,10.2
2017,Provinces des Prairies,Moins de 18 ans,Femme,Total,,10.5
2017,Provinces des Prairies,18 à 64 ans,Femme,Total,,11.4
2017,Provinces des Prairies,65 ans et plus,Femme,Total,,4.3
2017,Provinces des Prairies,Total,Les deux sexes,Personnes dans les familles économiques,,7.2
2017,Provinces des Prairies,Total,Homme,Personnes dans les familles économiques,,6.7
2017,Provinces des Prairies,Total,Femme,Personnes dans les familles économiques,,7.8
2017,Provinces des Prairies,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.1
2017,Provinces des Prairies,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,2.1
2017,Provinces des Prairies,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,2.2
2017,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,9.9
2017,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.5
2017,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,34.8
2017,Provinces des Prairies,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,8.4
2017,Provinces des Prairies,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.1
2017,Provinces des Prairies,18 à 64 ans,Homme,Personnes dans les familles économiques,,6.5
