Year,Géographie,Situation géographique,Régions métropolitaines de recensement sélectionnées,Mode d'occupation,Certaines populations vulnérables en matière de logement,GeoCode,Value
2021,,,"St. John's, Terre-Neuve-et-Labrador","Total, mode d'occupation",,1,7.0
2021,,,"St. John's, Terre-Neuve-et-Labrador",Propriétaire,,1,2.4
2021,,,"St. John's, Terre-Neuve-et-Labrador",Propriétaire qui est un accédant à la propriété,,1,
2021,,,"St. John's, Terre-Neuve-et-Labrador",Propriétaire qui n'est pas un accédant à la propriété,,1,2.5
2021,,,"St. John's, Terre-Neuve-et-Labrador",Locataire,,1,18.4
2021,,,"St. John's, Terre-Neuve-et-Labrador",Locataire n'habitant pas dans un logement social et abordable,,1,14.2
2021,,,"St. John's, Terre-Neuve-et-Labrador",Locataire habitant dans un logement social et abordable,,1,38.0
2021,,,"Halifax, Nouvelle-Écosse","Total, mode d'occupation",,205,10.6
2021,,,"Halifax, Nouvelle-Écosse",Propriétaire,,205,5.0
2021,,,"Halifax, Nouvelle-Écosse",Propriétaire qui est un accédant à la propriété,,205,4.4
2021,,,"Halifax, Nouvelle-Écosse",Propriétaire qui n'est pas un accédant à la propriété,,205,5.1
2021,,,"Halifax, Nouvelle-Écosse",Locataire,,205,19.2
2021,,,"Halifax, Nouvelle-Écosse",Locataire n'habitant pas dans un logement social et abordable,,205,16.9
2021,,,"Halifax, Nouvelle-Écosse",Locataire habitant dans un logement social et abordable,,205,47.0
2021,,,"Moncton, Nouveau-Brunswick","Total, mode d'occupation",,305,6.3
2021,,,"Moncton, Nouveau-Brunswick",Propriétaire,,305,2.0
2021,,,"Moncton, Nouveau-Brunswick",Propriétaire qui est un accédant à la propriété,,305,
2021,,,"Moncton, Nouveau-Brunswick",Propriétaire qui n'est pas un accédant à la propriété,,305,2.5
2021,,,"Moncton, Nouveau-Brunswick",Locataire,,305,15.8
2021,,,"Moncton, Nouveau-Brunswick",Locataire n'habitant pas dans un logement social et abordable,,305,14.4
2021,,,"Moncton, Nouveau-Brunswick",Locataire habitant dans un logement social et abordable,,305,28.0
2021,,,"Québec, Québec","Total, mode d'occupation",,421,5.1
2021,,,"Québec, Québec",Propriétaire,,421,0.7
2021,,,"Québec, Québec",Propriétaire qui est un accédant à la propriété,,421,
2021,,,"Québec, Québec",Propriétaire qui n'est pas un accédant à la propriété,,421,0.8
2021,,,"Québec, Québec",Locataire,,421,11.4
2021,,,"Québec, Québec",Locataire n'habitant pas dans un logement social et abordable,,421,11.5
2021,,,"Québec, Québec",Locataire habitant dans un logement social et abordable,,421,10.6
2021,,,"Montréal, Québec","Total, mode d'occupation",,462,7.3
2021,,,"Montréal, Québec",Propriétaire,,462,3.4
2021,,,"Montréal, Québec",Propriétaire qui est un accédant à la propriété,,462,
2021,,,"Montréal, Québec",Propriétaire qui n'est pas un accédant à la propriété,,462,3.4
2021,,,"Montréal, Québec",Locataire,,462,12.3
2021,,,"Montréal, Québec",Locataire n'habitant pas dans un logement social et abordable,,462,12.1
2021,,,"Montréal, Québec",Locataire habitant dans un logement social et abordable,,462,15.2
2021,,,"Ottawa-Gatineau, Ontario/Québec","Total, mode d'occupation",,505,8.9
2021,,,"Ottawa-Gatineau, Ontario/Québec",Propriétaire,,505,4.2
2021,,,"Ottawa-Gatineau, Ontario/Québec",Propriétaire qui est un accédant à la propriété,,505,
2021,,,"Ottawa-Gatineau, Ontario/Québec",Propriétaire qui n'est pas un accédant à la propriété,,505,4.5
2021,,,"Ottawa-Gatineau, Ontario/Québec",Locataire,,505,17.9
2021,,,"Ottawa-Gatineau, Ontario/Québec",Locataire n'habitant pas dans un logement social et abordable,,505,17.2
2021,,,"Ottawa-Gatineau, Ontario/Québec",Locataire habitant dans un logement social et abordable,,505,22.0
2021,,,"Toronto, Ontario","Total, mode d'occupation",,535,15.3
2021,,,"Toronto, Ontario",Propriétaire,,535,9.0
2021,,,"Toronto, Ontario",Propriétaire qui est un accédant à la propriété,,535,
2021,,,"Toronto, Ontario",Propriétaire qui n'est pas un accédant à la propriété,,535,9.8
2021,,,"Toronto, Ontario",Locataire,,535,28.0
2021,,,"Toronto, Ontario",Locataire n'habitant pas dans un logement social et abordable,,535,27.0
2021,,,"Toronto, Ontario",Locataire habitant dans un logement social et abordable,,535,33.0
2021,,,"Hamilton, Ontario","Total, mode d'occupation",,537,11.5
2021,,,"Hamilton, Ontario",Propriétaire,,537,5.6
2021,,,"Hamilton, Ontario",Propriétaire qui est un accédant à la propriété,,537,
2021,,,"Hamilton, Ontario",Propriétaire qui n'est pas un accédant à la propriété,,537,6.4
2021,,,"Hamilton, Ontario",Locataire,,537,25.0
2021,,,"Hamilton, Ontario",Locataire n'habitant pas dans un logement social et abordable,,537,24.0
2021,,,"Hamilton, Ontario",Locataire habitant dans un logement social et abordable,,537,31.0
2021,,,"Kitchener-Cambridge-Waterloo, Ontario","Total, mode d'occupation",,541,9.7
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Propriétaire,,541,5.3
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Propriétaire qui est un accédant à la propriété,,541,6.0
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Propriétaire qui n'est pas un accédant à la propriété,,541,5.2
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Locataire,,541,18.3
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Locataire n'habitant pas dans un logement social et abordable,,541,17.3
2021,,,"Kitchener-Cambridge-Waterloo, Ontario",Locataire habitant dans un logement social et abordable,,541,27.0
2021,,,"London, Ontario","Total, mode d'occupation",,555,9.4
2021,,,"London, Ontario",Propriétaire,,555,3.1
2021,,,"London, Ontario",Propriétaire qui est un accédant à la propriété,,555,
2021,,,"London, Ontario",Propriétaire qui n'est pas un accédant à la propriété,,555,3.6
2021,,,"London, Ontario",Locataire,,555,22.0
2021,,,"London, Ontario",Locataire n'habitant pas dans un logement social et abordable,,555,21.0
2021,,,"London, Ontario",Locataire habitant dans un logement social et abordable,,555,27.0
2021,,,"Winnipeg, Manitoba","Total, mode d'occupation",,602,11.5
2021,,,"Winnipeg, Manitoba",Propriétaire,,602,5.5
2021,,,"Winnipeg, Manitoba",Propriétaire qui est un accédant à la propriété,,602,5.9
2021,,,"Winnipeg, Manitoba",Propriétaire qui n'est pas un accédant à la propriété,,602,5.4
2021,,,"Winnipeg, Manitoba",Locataire,,602,25.0
2021,,,"Winnipeg, Manitoba",Locataire n'habitant pas dans un logement social et abordable,,602,23.0
2021,,,"Winnipeg, Manitoba",Locataire habitant dans un logement social et abordable,,602,34.0
2021,,,"Regina, Saskatchewan","Total, mode d'occupation",,705,9.4
2021,,,"Regina, Saskatchewan",Propriétaire,,705,4.2
2021,,,"Regina, Saskatchewan",Propriétaire qui est un accédant à la propriété,,705,4.4
2021,,,"Regina, Saskatchewan",Propriétaire qui n'est pas un accédant à la propriété,,705,4.2
2021,,,"Regina, Saskatchewan",Locataire,,705,21.0
2021,,,"Regina, Saskatchewan",Locataire n'habitant pas dans un logement social et abordable,,705,17.2
2021,,,"Regina, Saskatchewan",Locataire habitant dans un logement social et abordable,,705,43.0
2021,,,"Saskatoon, Saskatchewan","Total, mode d'occupation",,725,9.3
2021,,,"Saskatoon, Saskatchewan",Propriétaire,,725,4.6
2021,,,"Saskatoon, Saskatchewan",Propriétaire qui est un accédant à la propriété,,725,
2021,,,"Saskatoon, Saskatchewan",Propriétaire qui n'est pas un accédant à la propriété,,725,5.1
2021,,,"Saskatoon, Saskatchewan",Locataire,,725,19.5
2021,,,"Saskatoon, Saskatchewan",Locataire n'habitant pas dans un logement social et abordable,,725,17.2
2021,,,"Saskatoon, Saskatchewan",Locataire habitant dans un logement social et abordable,,725,36.0
2021,,,"Calgary, Alberta","Total, mode d'occupation",,825,8.2
2021,,,"Calgary, Alberta",Propriétaire,,825,3.4
2021,,,"Calgary, Alberta",Propriétaire qui est un accédant à la propriété,,825,8.2
2021,,,"Calgary, Alberta",Propriétaire qui n'est pas un accédant à la propriété,,825,2.6
2021,,,"Calgary, Alberta",Locataire,,825,21.0
2021,,,"Calgary, Alberta",Locataire n'habitant pas dans un logement social et abordable,,825,18.3
2021,,,"Calgary, Alberta",Locataire habitant dans un logement social et abordable,,825,45.0
2021,,,"Edmonton, Alberta","Total, mode d'occupation",,835,9.5
2021,,,"Edmonton, Alberta",Propriétaire,,835,4.2
2021,,,"Edmonton, Alberta",Propriétaire qui est un accédant à la propriété,,835,3.9
2021,,,"Edmonton, Alberta",Propriétaire qui n'est pas un accédant à la propriété,,835,4.2
2021,,,"Edmonton, Alberta",Locataire,,835,22.0
2021,,,"Edmonton, Alberta",Locataire n'habitant pas dans un logement social et abordable,,835,19.8
2021,,,"Edmonton, Alberta",Locataire habitant dans un logement social et abordable,,835,38.0
2021,,,"Vancouver, Colombie-Britannique","Total, mode d'occupation",,933,15.0
2021,,,"Vancouver, Colombie-Britannique",Propriétaire,,933,9.4
2021,,,"Vancouver, Colombie-Britannique",Propriétaire qui est un accédant à la propriété,,933,11.2
2021,,,"Vancouver, Colombie-Britannique",Propriétaire qui n'est pas un accédant à la propriété,,933,9.1
2021,,,"Vancouver, Colombie-Britannique",Locataire,,933,24.0
2021,,,"Vancouver, Colombie-Britannique",Locataire n'habitant pas dans un logement social et abordable,,933,23.0
2021,,,"Vancouver, Colombie-Britannique",Locataire habitant dans un logement social et abordable,,933,32.0
2021,,,"Autres régions métropolitaines de recensement, Nouveau-Brunswick","Total, mode d'occupation",,,5.0
2021,,,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Propriétaire,,,2.0
2021,,,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Propriétaire qui est un accédant à la propriété,,,
2021,,,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Propriétaire qui n'est pas un accédant à la propriété,,,2.1
2021,,,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Locataire,,,12.1
2021,,,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Locataire n'habitant pas dans un logement social et abordable,,,10.9
2021,,,"Autres régions métropolitaines de recensement, Nouveau-Brunswick",Locataire habitant dans un logement social et abordable,,,21.0
2021,,,"Autres régions métropolitaines de recensement, Québec","Total, mode d'occupation",,,2.9
2021,,,"Autres régions métropolitaines de recensement, Québec",Propriétaire,,,0.7
2021,,,"Autres régions métropolitaines de recensement, Québec",Propriétaire qui est un accédant à la propriété,,,
2021,,,"Autres régions métropolitaines de recensement, Québec",Propriétaire qui n'est pas un accédant à la propriété,,,
2021,,,"Autres régions métropolitaines de recensement, Québec",Locataire,,,6.4
2021,,,"Autres régions métropolitaines de recensement, Québec",Locataire n'habitant pas dans un logement social et abordable,,,6.8
2021,,,"Autres régions métropolitaines de recensement, Québec",Locataire habitant dans un logement social et abordable,,,2.3
2021,,,"Autres régions métropolitaines de recensement, Ontario","Total, mode d'occupation",,,8.8
2021,,,"Autres régions métropolitaines de recensement, Ontario",Propriétaire,,,2.4
2021,,,"Autres régions métropolitaines de recensement, Ontario",Propriétaire qui est un accédant à la propriété,,,
2021,,,"Autres régions métropolitaines de recensement, Ontario",Propriétaire qui n'est pas un accédant à la propriété,,,2.8
2021,,,"Autres régions métropolitaines de recensement, Ontario",Locataire,,,24.0
2021,,,"Autres régions métropolitaines de recensement, Ontario",Locataire n'habitant pas dans un logement social et abordable,,,25.0
2021,,,"Autres régions métropolitaines de recensement, Ontario",Locataire habitant dans un logement social et abordable,,,19.2
2021,,,"Autres régions métropolitaines de recensement, Alberta","Total, mode d'occupation",,,9.3
2021,,,"Autres régions métropolitaines de recensement, Alberta",Propriétaire,,,3.5
2021,,,"Autres régions métropolitaines de recensement, Alberta",Propriétaire qui est un accédant à la propriété,,,4.2
2021,,,"Autres régions métropolitaines de recensement, Alberta",Propriétaire qui n'est pas un accédant à la propriété,,,3.4
2021,,,"Autres régions métropolitaines de recensement, Alberta",Locataire,,,21.0
2021,,,"Autres régions métropolitaines de recensement, Alberta",Locataire n'habitant pas dans un logement social et abordable,,,19.1
2021,,,"Autres régions métropolitaines de recensement, Alberta",Locataire habitant dans un logement social et abordable,,,36.0
2021,,,"Autres régions métropolitaines de recensement, Colombie-Britannique","Total, mode d'occupation",,,9.8
2021,,,"Autres régions métropolitaines de recensement, Colombie-Britannique",Propriétaire,,,4.9
2021,,,"Autres régions métropolitaines de recensement, Colombie-Britannique",Propriétaire qui est un accédant à la propriété,,,3.7
2021,,,"Autres régions métropolitaines de recensement, Colombie-Britannique",Propriétaire qui n'est pas un accédant à la propriété,,,5.1
2021,,,"Autres régions métropolitaines de recensement, Colombie-Britannique",Locataire,,,19.6
2021,,,"Autres régions métropolitaines de recensement, Colombie-Britannique",Locataire n'habitant pas dans un logement social et abordable,,,18.1
2021,,,"Autres régions métropolitaines de recensement, Colombie-Britannique",Locataire habitant dans un logement social et abordable,,,35.0
2021,Canada (provinces seulement),Agglomérations de recensement,,"Total, mode d'occupation",,,7.3
2021,Canada (provinces seulement),Agglomérations de recensement,,Propriétaire,,,2.9
2021,Canada (provinces seulement),Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,2.9
2021,Canada (provinces seulement),Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,2.9
2021,Canada (provinces seulement),Agglomérations de recensement,,Locataire,,,17.4
2021,Canada (provinces seulement),Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,16.1
2021,Canada (provinces seulement),Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,25.0
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,"Total, mode d'occupation",,,5.8
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Propriétaire,,,1.8
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,1.6
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Locataire,,,14.8
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,12.1
2021,Terre-Neuve-et-Labrador,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,23.0
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,"Total, mode d'occupation",,,6.7
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Propriétaire,,,2.4
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,4.4
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,1.9
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Locataire,,,14.2
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,12.2
2021,Île-du-Prince-Édouard,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,25.0
2021,Nouvelle-Écosse,Agglomérations de recensement,,"Total, mode d'occupation",,,9.7
2021,Nouvelle-Écosse,Agglomérations de recensement,,Propriétaire,,,6.5
2021,Nouvelle-Écosse,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,17.9
2021,Nouvelle-Écosse,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,5.7
2021,Nouvelle-Écosse,Agglomérations de recensement,,Locataire,,,17.8
2021,Nouvelle-Écosse,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,14.6
2021,Nouvelle-Écosse,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,30.0
2021,Nouveau-Brunswick,Agglomérations de recensement,,"Total, mode d'occupation",,,3.2
2021,Nouveau-Brunswick,Agglomérations de recensement,,Propriétaire,,,1.6
2021,Nouveau-Brunswick,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,
2021,Nouveau-Brunswick,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,1.7
2021,Nouveau-Brunswick,Agglomérations de recensement,,Locataire,,,7.9
2021,Nouveau-Brunswick,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,6.0
2021,Nouveau-Brunswick,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,17.0
2021,Québec,Agglomérations de recensement,,"Total, mode d'occupation",,,4.6
2021,Québec,Agglomérations de recensement,,Propriétaire,,,
2021,Québec,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,
2021,Québec,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,
2021,Québec,Agglomérations de recensement,,Locataire,,,12.1
2021,Québec,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,12.7
2021,Québec,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,7.0
2021,Ontario,Agglomérations de recensement,,"Total, mode d'occupation",,,9.5
2021,Ontario,Agglomérations de recensement,,Propriétaire,,,3.5
2021,Ontario,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,
2021,Ontario,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,3.6
2021,Ontario,Agglomérations de recensement,,Locataire,,,24.0
2021,Ontario,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,23.0
2021,Ontario,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,29.0
2021,Manitoba,Agglomérations de recensement,,"Total, mode d'occupation",,,6.9
2021,Manitoba,Agglomérations de recensement,,Propriétaire,,,2.7
2021,Manitoba,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,
2021,Manitoba,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,2.9
2021,Manitoba,Agglomérations de recensement,,Locataire,,,15.2
2021,Manitoba,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,10.5
2021,Manitoba,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,34.0
2021,Saskatchewan,Agglomérations de recensement,,"Total, mode d'occupation",,,5.4
2021,Saskatchewan,Agglomérations de recensement,,Propriétaire,,,2.0
2021,Saskatchewan,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,
2021,Saskatchewan,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,2.0
2021,Saskatchewan,Agglomérations de recensement,,Locataire,,,13.8
2021,Saskatchewan,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,9.9
2021,Saskatchewan,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,25.0
2021,Alberta,Agglomérations de recensement,,"Total, mode d'occupation",,,6.3
2021,Alberta,Agglomérations de recensement,,Propriétaire,,,2.2
2021,Alberta,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,
2021,Alberta,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,1.8
2021,Alberta,Agglomérations de recensement,,Locataire,,,18.7
2021,Alberta,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,16.0
2021,Alberta,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,37.0
2021,Colombie-Britannique,Agglomérations de recensement,,"Total, mode d'occupation",,,8.5
2021,Colombie-Britannique,Agglomérations de recensement,,Propriétaire,,,5.0
2021,Colombie-Britannique,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,2.3
2021,Colombie-Britannique,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,5.3
2021,Colombie-Britannique,Agglomérations de recensement,,Locataire,,,19.0
2021,Colombie-Britannique,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,16.7
2021,Colombie-Britannique,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,35.0
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,,8.4
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,,5.8
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,5.3
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,5.9
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,,18.2
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,17.2
2021,Canada (provinces seulement),À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,24.0
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,,8.1
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,,5.5
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,5.9
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,,22.0
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,19.6
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,31.0
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,,8.0
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,,6.3
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,6.7
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,,15.3
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,17.9
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,9.2
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,,8.9
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,,6.6
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,9.1
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,6.3
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,,18.1
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,17.3
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,22.0
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,,7.5
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,,6.6
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,11.3
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,6.2
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,,11.3
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,10.4
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,15.9
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,,5.2
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,,3.6
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,4.1
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,,10.2
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,10.3
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,9.7
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,,8.4
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,,4.3
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,5.3
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,4.2
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,,27.0
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,26.0
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,28.0
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,,8.0
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,,5.2
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,5.0
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,5.3
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,,18.9
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,,14.9
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,,30.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,,14.4
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,,11.7
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,,7.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,,12.1
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,,28.0
