Year,Géographie,Groupe d'âge,Genre,GeoCode,Value
2018,Nouvelle-Écosse,25 à 29 ans,Total - Genre,12,15.0
2018,Nouvelle-Écosse,25 à 29 ans,Hommes+,12,17.0
2018,Nouvelle-Écosse,25 à 29 ans,Femmes+,12,13.0
2018,Nouveau-Brunswick,"Total, 15 à 29 ans",Total - Genre,13,15.0
2018,Nouveau-Brunswick,"Total, 15 à 29 ans",Hommes+,13,16.0
2018,Nouveau-Brunswick,"Total, 15 à 29 ans",Femmes+,13,13.0
2018,Nouveau-Brunswick,15 à 19 ans,Total - Genre,13,6.0
2018,Nouveau-Brunswick,15 à 19 ans,Hommes+,13,8.0
2018,Nouveau-Brunswick,15 à 19 ans,Femmes+,13,
2018,Nouveau-Brunswick,15 à 24 ans,Total - Genre,13,13.0
2018,Nouveau-Brunswick,15 à 24 ans,Hommes+,13,16.0
2018,Nouveau-Brunswick,15 à 24 ans,Femmes+,13,10.0
2018,Nouveau-Brunswick,18 à 24 ans,Total - Genre,13,18.0
2018,Nouveau-Brunswick,18 à 24 ans,Hommes+,13,22.0
2018,Nouveau-Brunswick,18 à 24 ans,Femmes+,13,14.0
2018,Nouveau-Brunswick,20 à 24 ans,Total - Genre,13,21.0
2018,Nouveau-Brunswick,20 à 24 ans,Hommes+,13,24.0
2018,Nouveau-Brunswick,20 à 24 ans,Femmes+,13,17.0
2018,Nouveau-Brunswick,25 à 29 ans,Total - Genre,13,17.0
2018,Nouveau-Brunswick,25 à 29 ans,Hommes+,13,16.0
2018,Nouveau-Brunswick,25 à 29 ans,Femmes+,13,18.0
2018,Québec,"Total, 15 à 29 ans",Total - Genre,24,9.0
2018,Québec,"Total, 15 à 29 ans",Hommes+,24,10.0
2018,Québec,"Total, 15 à 29 ans",Femmes+,24,9.0
2018,Québec,15 à 19 ans,Total - Genre,24,5.0
2018,Québec,15 à 19 ans,Hommes+,24,7.0
2018,Québec,15 à 19 ans,Femmes+,24,3.0
2018,Québec,15 à 24 ans,Total - Genre,24,9.0
2018,Québec,15 à 24 ans,Hommes+,24,10.0
2018,Québec,15 à 24 ans,Femmes+,24,7.0
2018,Québec,18 à 24 ans,Total - Genre,24,10.0
2018,Québec,18 à 24 ans,Hommes+,24,12.0
2018,Québec,18 à 24 ans,Femmes+,24,9.0
2018,Québec,20 à 24 ans,Total - Genre,24,11.0
2018,Québec,20 à 24 ans,Hommes+,24,12.0
2018,Québec,20 à 24 ans,Femmes+,24,10.0
2018,Québec,25 à 29 ans,Total - Genre,24,11.0
2018,Québec,25 à 29 ans,Hommes+,24,11.0
2018,Québec,25 à 29 ans,Femmes+,24,11.0
2018,Ontario,"Total, 15 à 29 ans",Total - Genre,35,12.0
2018,Ontario,"Total, 15 à 29 ans",Hommes+,35,13.0
2018,Ontario,"Total, 15 à 29 ans",Femmes+,35,12.0
2018,Ontario,15 à 19 ans,Total - Genre,35,6.0
2018,Ontario,15 à 19 ans,Hommes+,35,7.0
2018,Ontario,15 à 19 ans,Femmes+,35,5.0
2018,Ontario,15 à 24 ans,Total - Genre,35,10.0
2018,Ontario,15 à 24 ans,Hommes+,35,11.0
2018,Ontario,15 à 24 ans,Femmes+,35,8.0
2018,Ontario,18 à 24 ans,Total - Genre,35,12.0
2018,Ontario,18 à 24 ans,Hommes+,35,14.0
2018,Ontario,18 à 24 ans,Femmes+,35,10.0
2018,Ontario,20 à 24 ans,Total - Genre,35,13.0
2018,Ontario,20 à 24 ans,Hommes+,35,15.0
2018,Ontario,20 à 24 ans,Femmes+,35,11.0
2018,Ontario,25 à 29 ans,Total - Genre,35,16.0
2018,Ontario,25 à 29 ans,Hommes+,35,15.0
2018,Ontario,25 à 29 ans,Femmes+,35,18.0
2018,Manitoba,"Total, 15 à 29 ans",Total - Genre,46,13.0
2018,Manitoba,"Total, 15 à 29 ans",Hommes+,46,13.0
2018,Manitoba,"Total, 15 à 29 ans",Femmes+,46,13.0
2018,Manitoba,15 à 19 ans,Total - Genre,46,7.0
2018,Manitoba,15 à 19 ans,Hommes+,46,8.0
2018,Manitoba,15 à 19 ans,Femmes+,46,6.0
2018,Manitoba,15 à 24 ans,Total - Genre,46,11.0
2018,Manitoba,15 à 24 ans,Hommes+,46,11.0
2018,Manitoba,15 à 24 ans,Femmes+,46,10.0
2018,Manitoba,18 à 24 ans,Total - Genre,46,14.0
2018,Manitoba,18 à 24 ans,Hommes+,46,14.0
2018,Manitoba,18 à 24 ans,Femmes+,46,13.0
2018,Manitoba,20 à 24 ans,Total - Genre,46,15.0
2018,Manitoba,20 à 24 ans,Hommes+,46,14.0
2018,Manitoba,20 à 24 ans,Femmes+,46,15.0
2018,Manitoba,25 à 29 ans,Total - Genre,46,16.0
2018,Manitoba,25 à 29 ans,Hommes+,46,15.0
2018,Manitoba,25 à 29 ans,Femmes+,46,18.0
2018,Saskatchewan,"Total, 15 à 29 ans",Total - Genre,47,13.0
2018,Saskatchewan,"Total, 15 à 29 ans",Hommes+,47,13.0
2018,Saskatchewan,"Total, 15 à 29 ans",Femmes+,47,13.0
2018,Saskatchewan,15 à 19 ans,Total - Genre,47,8.0
2018,Saskatchewan,15 à 19 ans,Hommes+,47,8.0
2018,Saskatchewan,15 à 19 ans,Femmes+,47,7.0
2018,Saskatchewan,15 à 24 ans,Total - Genre,47,11.0
2018,Saskatchewan,15 à 24 ans,Hommes+,47,13.0
2018,Saskatchewan,15 à 24 ans,Femmes+,47,10.0
2018,Saskatchewan,18 à 24 ans,Total - Genre,47,14.0
2018,Saskatchewan,18 à 24 ans,Hommes+,47,16.0
2018,Saskatchewan,18 à 24 ans,Femmes+,47,12.0
2018,Saskatchewan,20 à 24 ans,Total - Genre,47,14.0
2018,Saskatchewan,20 à 24 ans,Hommes+,47,17.0
2018,Saskatchewan,20 à 24 ans,Femmes+,47,12.0
2018,Saskatchewan,25 à 29 ans,Total - Genre,47,16.0
2018,Saskatchewan,25 à 29 ans,Hommes+,47,14.0
2018,Saskatchewan,25 à 29 ans,Femmes+,47,18.0
2018,Alberta,"Total, 15 à 29 ans",Total - Genre,48,13.0
2018,Alberta,"Total, 15 à 29 ans",Hommes+,48,11.0
2018,Alberta,"Total, 15 à 29 ans",Femmes+,48,14.0
2018,Alberta,15 à 19 ans,Total - Genre,48,7.0
2018,Alberta,15 à 19 ans,Hommes+,48,7.0
2018,Alberta,15 à 19 ans,Femmes+,48,6.0
2018,Alberta,15 à 24 ans,Total - Genre,48,11.0
2018,Alberta,15 à 24 ans,Hommes+,48,10.0
2018,Alberta,15 à 24 ans,Femmes+,48,11.0
2018,Alberta,18 à 24 ans,Total - Genre,48,13.0
2018,Alberta,18 à 24 ans,Hommes+,48,13.0
2018,Alberta,18 à 24 ans,Femmes+,48,14.0
2018,Alberta,20 à 24 ans,Total - Genre,48,14.0
2018,Alberta,20 à 24 ans,Hommes+,48,13.0
2018,Alberta,20 à 24 ans,Femmes+,48,16.0
2018,Alberta,25 à 29 ans,Total - Genre,48,16.0
2018,Alberta,25 à 29 ans,Hommes+,48,13.0
2018,Alberta,25 à 29 ans,Femmes+,48,19.0
2018,Colombie-Britannique,"Total, 15 à 29 ans",Total - Genre,59,11.0
2018,Colombie-Britannique,"Total, 15 à 29 ans",Hommes+,59,12.0
2018,Colombie-Britannique,"Total, 15 à 29 ans",Femmes+,59,10.0
2018,Colombie-Britannique,15 à 19 ans,Total - Genre,59,6.0
2018,Colombie-Britannique,15 à 19 ans,Hommes+,59,8.0
2018,Colombie-Britannique,15 à 19 ans,Femmes+,59,5.0
2018,Colombie-Britannique,15 à 24 ans,Total - Genre,59,9.0
2018,Colombie-Britannique,15 à 24 ans,Hommes+,59,11.0
2018,Colombie-Britannique,15 à 24 ans,Femmes+,59,8.0
2018,Colombie-Britannique,18 à 24 ans,Total - Genre,59,11.0
2018,Colombie-Britannique,18 à 24 ans,Hommes+,59,13.0
2018,Colombie-Britannique,18 à 24 ans,Femmes+,59,9.0
2018,Colombie-Britannique,20 à 24 ans,Total - Genre,59,11.0
2018,Colombie-Britannique,20 à 24 ans,Hommes+,59,13.0
2018,Colombie-Britannique,20 à 24 ans,Femmes+,59,9.0
2018,Colombie-Britannique,25 à 29 ans,Total - Genre,59,14.0
2018,Colombie-Britannique,25 à 29 ans,Hommes+,59,14.0
2018,Colombie-Britannique,25 à 29 ans,Femmes+,59,15.0
2018,Yukon,"Total, 15 à 29 ans",Total - Genre,60,15.0
2018,Yukon,"Total, 15 à 29 ans",Hommes+,60,11.0
2018,Yukon,"Total, 15 à 29 ans",Femmes+,60,19.0
2018,Yukon,15 à 19 ans,Total - Genre,60,
2018,Yukon,15 à 19 ans,Hommes+,60,
2018,Yukon,15 à 19 ans,Femmes+,60,
2018,Yukon,15 à 24 ans,Total - Genre,60,13.0
2018,Yukon,15 à 24 ans,Hommes+,60,12.0
2018,Yukon,15 à 24 ans,Femmes+,60,14.0
2018,Yukon,18 à 24 ans,Total - Genre,60,18.0
2018,Yukon,18 à 24 ans,Hommes+,60,
2018,Yukon,18 à 24 ans,Femmes+,60,18.0
2018,Yukon,20 à 24 ans,Total - Genre,60,20.0
2018,Yukon,20 à 24 ans,Hommes+,60,
2018,Yukon,20 à 24 ans,Femmes+,60,22.0
2018,Yukon,25 à 29 ans,Total - Genre,60,18.0
2018,Yukon,25 à 29 ans,Hommes+,60,
2018,Yukon,25 à 29 ans,Femmes+,60,26.0
2018,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Total - Genre,61,22.0
2018,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Hommes+,61,23.0
2018,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Femmes+,61,21.0
2018,Territoires du Nord-Ouest,15 à 19 ans,Total - Genre,61,10.0
2018,Territoires du Nord-Ouest,15 à 19 ans,Hommes+,61,
2018,Territoires du Nord-Ouest,15 à 19 ans,Femmes+,61,
2018,Territoires du Nord-Ouest,15 à 24 ans,Total - Genre,61,22.0
2018,Territoires du Nord-Ouest,15 à 24 ans,Hommes+,61,21.0
2018,Territoires du Nord-Ouest,15 à 24 ans,Femmes+,61,23.0
2018,Territoires du Nord-Ouest,18 à 24 ans,Total - Genre,61,30.0
2018,Territoires du Nord-Ouest,18 à 24 ans,Hommes+,61,29.0
2018,Territoires du Nord-Ouest,18 à 24 ans,Femmes+,61,31.0
2018,Territoires du Nord-Ouest,20 à 24 ans,Total - Genre,61,34.0
2018,Territoires du Nord-Ouest,20 à 24 ans,Hommes+,61,39.0
2018,Territoires du Nord-Ouest,20 à 24 ans,Femmes+,61,30.0
2018,Territoires du Nord-Ouest,25 à 29 ans,Total - Genre,61,22.0
2018,Territoires du Nord-Ouest,25 à 29 ans,Hommes+,61,26.0
2018,Territoires du Nord-Ouest,25 à 29 ans,Femmes+,61,18.0
2018,Nunavut,"Total, 15 à 29 ans",Total - Genre,62,38.0
2018,Nunavut,"Total, 15 à 29 ans",Hommes+,62,41.0
2018,Nunavut,"Total, 15 à 29 ans",Femmes+,62,36.0
2018,Nunavut,15 à 19 ans,Total - Genre,62,27.0
2018,Nunavut,15 à 19 ans,Hommes+,62,
2018,Nunavut,15 à 19 ans,Femmes+,62,
2018,Nunavut,15 à 24 ans,Total - Genre,62,37.0
2018,Nunavut,15 à 24 ans,Hommes+,62,39.0
2018,Nunavut,15 à 24 ans,Femmes+,62,36.0
2018,Nunavut,18 à 24 ans,Total - Genre,62,48.0
2018,Nunavut,18 à 24 ans,Hommes+,62,48.0
2018,Nunavut,18 à 24 ans,Femmes+,62,48.0
2018,Nunavut,20 à 24 ans,Total - Genre,62,51.0
2018,Nunavut,20 à 24 ans,Hommes+,62,48.0
2018,Nunavut,20 à 24 ans,Femmes+,62,53.0
2018,Nunavut,25 à 29 ans,Total - Genre,62,41.0
2018,Nunavut,25 à 29 ans,Hommes+,62,45.0
2018,Nunavut,25 à 29 ans,Femmes+,62,35.0
2019,Canada,"Total, 15 à 29 ans",Hommes+,,11.0
2019,Canada,"Total, 15 à 29 ans",Femmes+,,10.0
2019,Canada,15 à 19 ans,Total - Genre,,6.0
2019,Canada,15 à 19 ans,Hommes+,,7.0
2019,Canada,15 à 19 ans,Femmes+,,5.0
2019,Canada,15 à 24 ans,Total - Genre,,9.0
2019,Canada,15 à 24 ans,Hommes+,,10.0
2019,Canada,15 à 24 ans,Femmes+,,8.0
2019,Canada,18 à 24 ans,Total - Genre,,12.0
2019,Canada,18 à 24 ans,Hommes+,,13.0
2019,Canada,18 à 24 ans,Femmes+,,10.0
2019,Canada,20 à 24 ans,Total - Genre,,12.0
2019,Canada,20 à 24 ans,Hommes+,,13.0
2019,Canada,20 à 24 ans,Femmes+,,11.0
2019,Canada,25 à 29 ans,Total - Genre,,14.0
2019,Canada,25 à 29 ans,Hommes+,,13.0
2019,Canada,25 à 29 ans,Femmes+,,15.0
2019,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Total - Genre,10,17.0
2019,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Hommes+,10,21.0
2019,Terre-Neuve-et-Labrador,"Total, 15 à 29 ans",Femmes+,10,13.0
2019,Terre-Neuve-et-Labrador,15 à 19 ans,Total - Genre,10,9.0
2019,Terre-Neuve-et-Labrador,15 à 19 ans,Hommes+,10,13.0
2019,Terre-Neuve-et-Labrador,15 à 19 ans,Femmes+,10,
2019,Terre-Neuve-et-Labrador,15 à 24 ans,Total - Genre,10,14.0
2019,Terre-Neuve-et-Labrador,15 à 24 ans,Hommes+,10,17.0
2019,Terre-Neuve-et-Labrador,15 à 24 ans,Femmes+,10,10.0
2019,Terre-Neuve-et-Labrador,18 à 24 ans,Total - Genre,10,17.0
2019,Terre-Neuve-et-Labrador,18 à 24 ans,Hommes+,10,21.0
2019,Terre-Neuve-et-Labrador,18 à 24 ans,Femmes+,10,13.0
2019,Terre-Neuve-et-Labrador,20 à 24 ans,Total - Genre,10,18.0
2019,Terre-Neuve-et-Labrador,20 à 24 ans,Hommes+,10,21.0
2019,Terre-Neuve-et-Labrador,20 à 24 ans,Femmes+,10,15.0
2019,Terre-Neuve-et-Labrador,25 à 29 ans,Total - Genre,10,23.0
2019,Terre-Neuve-et-Labrador,25 à 29 ans,Hommes+,10,29.0
2019,Terre-Neuve-et-Labrador,25 à 29 ans,Femmes+,10,18.0
2019,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Total - Genre,11,12.0
2019,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Hommes+,11,15.0
2019,Île-du-Prince-Édouard,"Total, 15 à 29 ans",Femmes+,11,10.0
2019,Île-du-Prince-Édouard,15 à 19 ans,Total - Genre,11,6.0
2019,Île-du-Prince-Édouard,15 à 19 ans,Hommes+,11,9.0
2019,Île-du-Prince-Édouard,15 à 19 ans,Femmes+,11,
2019,Île-du-Prince-Édouard,15 à 24 ans,Total - Genre,11,10.0
2019,Île-du-Prince-Édouard,15 à 24 ans,Hommes+,11,13.0
2019,Île-du-Prince-Édouard,15 à 24 ans,Femmes+,11,6.0
2019,Île-du-Prince-Édouard,18 à 24 ans,Total - Genre,11,13.0
2019,Île-du-Prince-Édouard,18 à 24 ans,Hommes+,11,17.0
2019,Île-du-Prince-Édouard,18 à 24 ans,Femmes+,11,9.0
2019,Île-du-Prince-Édouard,20 à 24 ans,Total - Genre,11,13.0
2019,Île-du-Prince-Édouard,20 à 24 ans,Hommes+,11,17.0
2019,Île-du-Prince-Édouard,20 à 24 ans,Femmes+,11,9.0
2019,Île-du-Prince-Édouard,25 à 29 ans,Total - Genre,11,18.0
2019,Île-du-Prince-Édouard,25 à 29 ans,Hommes+,11,17.0
2019,Île-du-Prince-Édouard,25 à 29 ans,Femmes+,11,18.0
2019,Nouvelle-Écosse,"Total, 15 à 29 ans",Total - Genre,12,13.0
2019,Nouvelle-Écosse,"Total, 15 à 29 ans",Hommes+,12,15.0
2019,Nouvelle-Écosse,"Total, 15 à 29 ans",Femmes+,12,12.0
2019,Nouvelle-Écosse,15 à 19 ans,Total - Genre,12,5.0
2019,Nouvelle-Écosse,15 à 19 ans,Hommes+,12,7.0
2019,Nouvelle-Écosse,15 à 19 ans,Femmes+,12,
2019,Nouvelle-Écosse,15 à 24 ans,Total - Genre,12,11.0
2019,Nouvelle-Écosse,15 à 24 ans,Hommes+,12,12.0
2019,Nouvelle-Écosse,15 à 24 ans,Femmes+,12,10.0
2019,Nouvelle-Écosse,18 à 24 ans,Total - Genre,12,15.0
2019,Nouvelle-Écosse,18 à 24 ans,Hommes+,12,16.0
2019,Nouvelle-Écosse,18 à 24 ans,Femmes+,12,13.0
2019,Nouvelle-Écosse,20 à 24 ans,Total - Genre,12,16.0
2019,Nouvelle-Écosse,20 à 24 ans,Hommes+,12,17.0
2019,Nouvelle-Écosse,20 à 24 ans,Femmes+,12,15.0
2019,Nouvelle-Écosse,25 à 29 ans,Total - Genre,12,18.0
2019,Nouvelle-Écosse,25 à 29 ans,Hommes+,12,19.0
2019,Nouvelle-Écosse,25 à 29 ans,Femmes+,12,16.0
2019,Nouveau-Brunswick,"Total, 15 à 29 ans",Total - Genre,13,14.0
2019,Nouveau-Brunswick,"Total, 15 à 29 ans",Hommes+,13,16.0
2019,Nouveau-Brunswick,"Total, 15 à 29 ans",Femmes+,13,11.0
2019,Nouveau-Brunswick,15 à 19 ans,Total - Genre,13,6.0
2019,Nouveau-Brunswick,15 à 19 ans,Hommes+,13,9.0
2019,Nouveau-Brunswick,15 à 19 ans,Femmes+,13,3.0
2019,Nouveau-Brunswick,15 à 24 ans,Total - Genre,13,12.0
2019,Nouveau-Brunswick,15 à 24 ans,Hommes+,13,15.0
2019,Nouveau-Brunswick,15 à 24 ans,Femmes+,13,8.0
2019,Nouveau-Brunswick,18 à 24 ans,Total - Genre,13,15.0
2019,Nouveau-Brunswick,18 à 24 ans,Hommes+,13,20.0
2019,Nouveau-Brunswick,18 à 24 ans,Femmes+,13,11.0
2019,Nouveau-Brunswick,20 à 24 ans,Total - Genre,13,17.0
2019,Nouveau-Brunswick,20 à 24 ans,Hommes+,13,21.0
2019,Nouveau-Brunswick,20 à 24 ans,Femmes+,13,13.0
2019,Nouveau-Brunswick,25 à 29 ans,Total - Genre,13,18.0
2019,Nouveau-Brunswick,25 à 29 ans,Hommes+,13,18.0
2019,Nouveau-Brunswick,25 à 29 ans,Femmes+,13,17.0
2019,Québec,"Total, 15 à 29 ans",Total - Genre,24,9.0
2019,Québec,"Total, 15 à 29 ans",Hommes+,24,10.0
2019,Québec,"Total, 15 à 29 ans",Femmes+,24,8.0
2019,Québec,15 à 19 ans,Total - Genre,24,5.0
2019,Québec,15 à 19 ans,Hommes+,24,5.0
2019,Québec,15 à 19 ans,Femmes+,24,4.0
2019,Québec,15 à 24 ans,Total - Genre,24,8.0
2019,Québec,15 à 24 ans,Hommes+,24,9.0
2019,Québec,15 à 24 ans,Femmes+,24,6.0
2019,Québec,18 à 24 ans,Total - Genre,24,9.0
2019,Québec,18 à 24 ans,Hommes+,24,12.0
2019,Québec,18 à 24 ans,Femmes+,24,7.0
2019,Québec,20 à 24 ans,Total - Genre,24,10.0
2019,Québec,20 à 24 ans,Hommes+,24,12.0
2019,Québec,20 à 24 ans,Femmes+,24,8.0
2019,Québec,25 à 29 ans,Total - Genre,24,11.0
2019,Québec,25 à 29 ans,Hommes+,24,12.0
2019,Québec,25 à 29 ans,Femmes+,24,11.0
2019,Ontario,"Total, 15 à 29 ans",Total - Genre,35,11.0
2019,Ontario,"Total, 15 à 29 ans",Hommes+,35,11.0
2019,Ontario,"Total, 15 à 29 ans",Femmes+,35,11.0
2019,Ontario,15 à 19 ans,Total - Genre,35,6.0
2019,Ontario,15 à 19 ans,Hommes+,35,7.0
2019,Ontario,15 à 19 ans,Femmes+,35,5.0
2019,Ontario,15 à 24 ans,Total - Genre,35,10.0
2019,Ontario,15 à 24 ans,Hommes+,35,10.0
2019,Ontario,15 à 24 ans,Femmes+,35,9.0
2019,Ontario,18 à 24 ans,Total - Genre,35,12.0
2019,Ontario,18 à 24 ans,Hommes+,35,13.0
2019,Ontario,18 à 24 ans,Femmes+,35,11.0
2019,Ontario,20 à 24 ans,Total - Genre,35,13.0
2019,Ontario,20 à 24 ans,Hommes+,35,13.0
2019,Ontario,20 à 24 ans,Femmes+,35,13.0
2019,Ontario,25 à 29 ans,Total - Genre,35,14.0
2019,Ontario,25 à 29 ans,Hommes+,35,13.0
2019,Ontario,25 à 29 ans,Femmes+,35,15.0
2019,Manitoba,"Total, 15 à 29 ans",Total - Genre,46,13.0
2019,Manitoba,"Total, 15 à 29 ans",Hommes+,46,13.0
2019,Manitoba,"Total, 15 à 29 ans",Femmes+,46,13.0
2019,Manitoba,15 à 19 ans,Total - Genre,46,8.0
2019,Manitoba,15 à 19 ans,Hommes+,46,9.0
2019,Manitoba,15 à 19 ans,Femmes+,46,7.0
2019,Manitoba,15 à 24 ans,Total - Genre,46,12.0
2019,Manitoba,15 à 24 ans,Hommes+,46,12.0
2019,Manitoba,15 à 24 ans,Femmes+,46,11.0
2019,Manitoba,18 à 24 ans,Total - Genre,46,15.0
2019,Manitoba,18 à 24 ans,Hommes+,46,16.0
2019,Manitoba,18 à 24 ans,Femmes+,46,14.0
2019,Manitoba,20 à 24 ans,Total - Genre,46,15.0
2019,Manitoba,20 à 24 ans,Hommes+,46,15.0
2019,Manitoba,20 à 24 ans,Femmes+,46,15.0
2019,Manitoba,25 à 29 ans,Total - Genre,46,15.0
2019,Manitoba,25 à 29 ans,Hommes+,46,13.0
2019,Manitoba,25 à 29 ans,Femmes+,46,17.0
2019,Saskatchewan,"Total, 15 à 29 ans",Total - Genre,47,11.0
2019,Saskatchewan,"Total, 15 à 29 ans",Hommes+,47,10.0
2019,Saskatchewan,"Total, 15 à 29 ans",Femmes+,47,12.0
2019,Saskatchewan,15 à 19 ans,Total - Genre,47,6.0
2019,Saskatchewan,15 à 19 ans,Hommes+,47,6.0
2019,Saskatchewan,15 à 19 ans,Femmes+,47,6.0
2019,Saskatchewan,15 à 24 ans,Total - Genre,47,9.0
2019,Saskatchewan,15 à 24 ans,Hommes+,47,9.0
2019,Saskatchewan,15 à 24 ans,Femmes+,47,9.0
2019,Saskatchewan,18 à 24 ans,Total - Genre,47,12.0
2019,Saskatchewan,18 à 24 ans,Hommes+,47,13.0
2019,Saskatchewan,18 à 24 ans,Femmes+,47,12.0
2019,Saskatchewan,20 à 24 ans,Total - Genre,47,12.0
2019,Saskatchewan,20 à 24 ans,Hommes+,47,13.0
2019,Saskatchewan,20 à 24 ans,Femmes+,47,12.0
2019,Saskatchewan,25 à 29 ans,Total - Genre,47,14.0
2019,Saskatchewan,25 à 29 ans,Hommes+,47,12.0
2019,Saskatchewan,25 à 29 ans,Femmes+,47,17.0
2019,Alberta,"Total, 15 à 29 ans",Total - Genre,48,12.0
2019,Alberta,"Total, 15 à 29 ans",Hommes+,48,12.0
2019,Alberta,"Total, 15 à 29 ans",Femmes+,48,12.0
2019,Alberta,15 à 19 ans,Total - Genre,48,7.0
2019,Alberta,15 à 19 ans,Hommes+,48,8.0
2019,Alberta,15 à 19 ans,Femmes+,48,6.0
2019,Alberta,15 à 24 ans,Total - Genre,48,10.0
2019,Alberta,15 à 24 ans,Hommes+,48,11.0
2019,Alberta,15 à 24 ans,Femmes+,48,8.0
2019,Alberta,18 à 24 ans,Total - Genre,48,12.0
2019,Alberta,18 à 24 ans,Hommes+,48,14.0
2019,Alberta,18 à 24 ans,Femmes+,48,10.0
2019,Alberta,20 à 24 ans,Total - Genre,48,12.0
2019,Alberta,20 à 24 ans,Hommes+,48,14.0
2019,Alberta,20 à 24 ans,Femmes+,48,10.0
2019,Alberta,25 à 29 ans,Total - Genre,48,15.0
2019,Alberta,25 à 29 ans,Hommes+,48,13.0
2019,Alberta,25 à 29 ans,Femmes+,48,18.0
2019,Colombie-Britannique,"Total, 15 à 29 ans",Total - Genre,59,10.0
2019,Colombie-Britannique,"Total, 15 à 29 ans",Hommes+,59,11.0
2019,Colombie-Britannique,"Total, 15 à 29 ans",Femmes+,59,10.0
2019,Colombie-Britannique,15 à 19 ans,Total - Genre,59,5.0
2019,Colombie-Britannique,15 à 19 ans,Hommes+,59,6.0
2019,Colombie-Britannique,15 à 19 ans,Femmes+,59,4.0
2019,Colombie-Britannique,15 à 24 ans,Total - Genre,59,9.0
2019,Colombie-Britannique,15 à 24 ans,Hommes+,59,10.0
2019,Colombie-Britannique,15 à 24 ans,Femmes+,59,7.0
2019,Colombie-Britannique,18 à 24 ans,Total - Genre,59,11.0
2019,Colombie-Britannique,18 à 24 ans,Hommes+,59,13.0
2019,Colombie-Britannique,18 à 24 ans,Femmes+,59,8.0
2019,Colombie-Britannique,20 à 24 ans,Total - Genre,59,11.0
2019,Colombie-Britannique,20 à 24 ans,Hommes+,59,13.0
2019,Colombie-Britannique,20 à 24 ans,Femmes+,59,9.0
2019,Colombie-Britannique,25 à 29 ans,Total - Genre,59,13.0
2019,Colombie-Britannique,25 à 29 ans,Hommes+,59,12.0
2019,Colombie-Britannique,25 à 29 ans,Femmes+,59,15.0
2019,Yukon,"Total, 15 à 29 ans",Total - Genre,60,10.0
2019,Yukon,"Total, 15 à 29 ans",Hommes+,60,8.0
2019,Yukon,"Total, 15 à 29 ans",Femmes+,60,13.0
2019,Yukon,15 à 19 ans,Total - Genre,60,
2019,Yukon,15 à 19 ans,Hommes+,60,
2019,Yukon,15 à 19 ans,Femmes+,60,
2019,Yukon,15 à 24 ans,Total - Genre,60,8.0
2019,Yukon,15 à 24 ans,Hommes+,60,
2019,Yukon,15 à 24 ans,Femmes+,60,
2019,Yukon,18 à 24 ans,Total - Genre,60,9.0
2019,Yukon,18 à 24 ans,Hommes+,60,
2019,Yukon,18 à 24 ans,Femmes+,60,
2019,Yukon,20 à 24 ans,Total - Genre,60,
2019,Yukon,20 à 24 ans,Hommes+,60,
2019,Yukon,20 à 24 ans,Femmes+,60,
2019,Yukon,25 à 29 ans,Total - Genre,60,14.0
2019,Yukon,25 à 29 ans,Hommes+,60,
2019,Yukon,25 à 29 ans,Femmes+,60,
2019,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Total - Genre,61,21.0
2019,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Hommes+,61,22.0
2019,Territoires du Nord-Ouest,"Total, 15 à 29 ans",Femmes+,61,19.0
2019,Territoires du Nord-Ouest,15 à 19 ans,Total - Genre,61,7.0
2019,Territoires du Nord-Ouest,15 à 19 ans,Hommes+,61,
2019,Territoires du Nord-Ouest,15 à 19 ans,Femmes+,61,
2019,Territoires du Nord-Ouest,15 à 24 ans,Total - Genre,61,19.0
2019,Territoires du Nord-Ouest,15 à 24 ans,Hommes+,61,18.0
2019,Territoires du Nord-Ouest,15 à 24 ans,Femmes+,61,20.0
2019,Territoires du Nord-Ouest,18 à 24 ans,Total - Genre,61,27.0
2019,Territoires du Nord-Ouest,18 à 24 ans,Hommes+,61,27.0
2019,Territoires du Nord-Ouest,18 à 24 ans,Femmes+,61,28.0
2019,Territoires du Nord-Ouest,20 à 24 ans,Total - Genre,61,32.0
2019,Territoires du Nord-Ouest,20 à 24 ans,Hommes+,61,30.0
2019,Territoires du Nord-Ouest,20 à 24 ans,Femmes+,61,35.0
2019,Territoires du Nord-Ouest,25 à 29 ans,Total - Genre,61,25.0
2019,Territoires du Nord-Ouest,25 à 29 ans,Hommes+,61,31.0
2019,Territoires du Nord-Ouest,25 à 29 ans,Femmes+,61,18.0
2019,Nunavut,"Total, 15 à 29 ans",Total - Genre,62,35.0
2019,Nunavut,"Total, 15 à 29 ans",Hommes+,62,38.0
2019,Nunavut,"Total, 15 à 29 ans",Femmes+,62,31.0
2019,Nunavut,15 à 19 ans,Total - Genre,62,19.0
