Year,Géographie,Groupe d'âge,Sexe,Value
2015,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,93.0
2016,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,91.7
2017,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,91.8
2018,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,92.4
2019,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,93.0
2015,Colombie-Britannique,"Total, 12 ans et plus",Hommes,92.5
2016,Colombie-Britannique,"Total, 12 ans et plus",Hommes,92.6
2017,Colombie-Britannique,"Total, 12 ans et plus",Hommes,91.7
2018,Colombie-Britannique,"Total, 12 ans et plus",Hommes,93.4
2019,Colombie-Britannique,"Total, 12 ans et plus",Hommes,93.6
2015,Colombie-Britannique,"Total, 12 ans et plus",Femmes,93.6
2016,Colombie-Britannique,"Total, 12 ans et plus",Femmes,90.9
2017,Colombie-Britannique,"Total, 12 ans et plus",Femmes,91.8
2018,Colombie-Britannique,"Total, 12 ans et plus",Femmes,91.4
2019,Colombie-Britannique,"Total, 12 ans et plus",Femmes,92.5
2015,Colombie-Britannique,12 à 17 ans,Les deux sexes,99.3
2016,Colombie-Britannique,12 à 17 ans,Les deux sexes,98.5
2017,Colombie-Britannique,12 à 17 ans,Les deux sexes,97.2
2018,Colombie-Britannique,12 à 17 ans,Les deux sexes,97.4
2019,Colombie-Britannique,12 à 17 ans,Les deux sexes,97.4
2015,Colombie-Britannique,12 à 17 ans,Hommes,99.5
2016,Colombie-Britannique,12 à 17 ans,Hommes,99.4
2017,Colombie-Britannique,12 à 17 ans,Hommes,96.7
2018,Colombie-Britannique,12 à 17 ans,Hommes,97.7
2019,Colombie-Britannique,12 à 17 ans,Hommes,98.0
2015,Colombie-Britannique,12 à 17 ans,Femmes,99.1
2016,Colombie-Britannique,12 à 17 ans,Femmes,97.6
2017,Colombie-Britannique,12 à 17 ans,Femmes,97.8
2018,Colombie-Britannique,12 à 17 ans,Femmes,97.1
2019,Colombie-Britannique,12 à 17 ans,Femmes,96.8
2015,Colombie-Britannique,18 à 34 ans,Les deux sexes,95.4
2016,Colombie-Britannique,18 à 34 ans,Les deux sexes,96.4
2017,Colombie-Britannique,18 à 34 ans,Les deux sexes,95.9
2018,Colombie-Britannique,18 à 34 ans,Les deux sexes,93.9
2019,Colombie-Britannique,18 à 34 ans,Les deux sexes,93.5
2015,Colombie-Britannique,18 à 34 ans,Hommes,94.8
2016,Colombie-Britannique,18 à 34 ans,Hommes,96.2
2017,Colombie-Britannique,18 à 34 ans,Hommes,95.9
2018,Colombie-Britannique,18 à 34 ans,Hommes,94.3
2019,Colombie-Britannique,18 à 34 ans,Hommes,95.3
2015,Colombie-Britannique,18 à 34 ans,Femmes,95.9
2016,Colombie-Britannique,18 à 34 ans,Femmes,96.6
2017,Colombie-Britannique,18 à 34 ans,Femmes,96.0
2018,Colombie-Britannique,18 à 34 ans,Femmes,93.4
2019,Colombie-Britannique,18 à 34 ans,Femmes,91.7
2015,Colombie-Britannique,35 à 49 ans,Les deux sexes,92.6
2016,Colombie-Britannique,35 à 49 ans,Les deux sexes,90.4
2017,Colombie-Britannique,35 à 49 ans,Les deux sexes,93.5
2018,Colombie-Britannique,35 à 49 ans,Les deux sexes,93.1
2019,Colombie-Britannique,35 à 49 ans,Les deux sexes,93.7
2015,Colombie-Britannique,35 à 49 ans,Hommes,92.0
2016,Colombie-Britannique,35 à 49 ans,Hommes,90.4
2017,Colombie-Britannique,35 à 49 ans,Hommes,93.2
2018,Colombie-Britannique,35 à 49 ans,Hommes,94.6
2019,Colombie-Britannique,35 à 49 ans,Hommes,93.2
2015,Colombie-Britannique,35 à 49 ans,Femmes,93.0
2016,Colombie-Britannique,35 à 49 ans,Femmes,90.3
2017,Colombie-Britannique,35 à 49 ans,Femmes,93.9
2018,Colombie-Britannique,35 à 49 ans,Femmes,91.7
2019,Colombie-Britannique,35 à 49 ans,Femmes,94.2
2015,Colombie-Britannique,50 à 64 ans,Les deux sexes,91.3
2016,Colombie-Britannique,50 à 64 ans,Les deux sexes,89.3
2017,Colombie-Britannique,50 à 64 ans,Les deux sexes,86.2
2018,Colombie-Britannique,50 à 64 ans,Les deux sexes,89.8
2019,Colombie-Britannique,50 à 64 ans,Les deux sexes,91.5
2015,Colombie-Britannique,50 à 64 ans,Hommes,89.8
2016,Colombie-Britannique,50 à 64 ans,Hommes,90.4
2017,Colombie-Britannique,50 à 64 ans,Hommes,86.0
2018,Colombie-Britannique,50 à 64 ans,Hommes,91.3
2019,Colombie-Britannique,50 à 64 ans,Hommes,91.7
2015,Colombie-Britannique,50 à 64 ans,Femmes,92.9
2016,Colombie-Britannique,50 à 64 ans,Femmes,88.3
2017,Colombie-Britannique,50 à 64 ans,Femmes,86.4
2018,Colombie-Britannique,50 à 64 ans,Femmes,88.4
2019,Colombie-Britannique,50 à 64 ans,Femmes,91.3
2015,Colombie-Britannique,65 ans et plus,Les deux sexes,90.2
2016,Colombie-Britannique,65 ans et plus,Les deux sexes,87.3
2017,Colombie-Britannique,65 ans et plus,Les deux sexes,89.0
2018,Colombie-Britannique,65 ans et plus,Les deux sexes,91.0
2019,Colombie-Britannique,65 ans et plus,Les deux sexes,92.0
2015,Colombie-Britannique,65 ans et plus,Hommes,90.2
2016,Colombie-Britannique,65 ans et plus,Hommes,90.1
2017,Colombie-Britannique,65 ans et plus,Hommes,89.2
2018,Colombie-Britannique,65 ans et plus,Hommes,91.8
2019,Colombie-Britannique,65 ans et plus,Hommes,92.2
2015,Colombie-Britannique,65 ans et plus,Femmes,90.2
2016,Colombie-Britannique,65 ans et plus,Femmes,84.8
2017,Colombie-Britannique,65 ans et plus,Femmes,88.8
2018,Colombie-Britannique,65 ans et plus,Femmes,90.2
2019,Colombie-Britannique,65 ans et plus,Femmes,91.8
