Year,Géographie,Caractéristiques de la population,Niveau de scolarité,Groupe d'âge,Sexe,GeoCode,Value
2017,Colombie-Britannique,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,59,9.0
2017,Colombie-Britannique,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,59,8.0
2017,Yukon,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,60,54.0
2017,Yukon,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,60,42.0
2017,Yukon,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,60,65.0
2017,Yukon,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,60,53.0
2017,Yukon,Population totale,Études tertiaires,25 à 34 ans,Homme,60,42.0
2017,Yukon,Population totale,Études tertiaires,25 à 34 ans,Femme,60,64.0
2017,Yukon,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,60,57.0
2017,Yukon,Population totale,Études tertiaires,30 à 34 ans,Homme,60,40.0
2017,Yukon,Population totale,Études tertiaires,30 à 34 ans,Femme,60,73.0
2017,Yukon,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,60,56.0
2017,Yukon,Population totale,Études tertiaires,35 à 44 ans,Homme,60,44.0
2017,Yukon,Population totale,Études tertiaires,35 à 44 ans,Femme,60,68.0
2017,Yukon,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,60,55.0
2017,Yukon,Population totale,Études tertiaires,45 à 54 ans,Homme,60,44.0
2017,Yukon,Population totale,Études tertiaires,45 à 54 ans,Femme,60,66.0
2017,Yukon,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,60,50.0
2017,Yukon,Population totale,Études tertiaires,55 à 64 ans,Homme,60,36.0
2017,Yukon,Population totale,Études tertiaires,55 à 64 ans,Femme,60,63.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,60,24.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,60,16.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,60,31.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,60,23.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,60,19.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,60,28.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,60,24.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,60,16.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,60,33.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,60,19.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,60,13.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,60,25.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,60,27.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,60,18.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,60,35.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,60,26.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,60,14.0
2017,Yukon,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,60,37.0
2017,Yukon,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,60,20.0
2017,Yukon,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,60,18.0
2017,Yukon,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,60,22.0
2017,Yukon,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,60,25.0
2017,Yukon,Population totale,Baccalauréat,25 à 34 ans,Homme,60,21.0
2017,Yukon,Population totale,Baccalauréat,25 à 34 ans,Femme,60,29.0
2017,Yukon,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,60,27.0
2017,Yukon,Population totale,Baccalauréat,30 à 34 ans,Homme,60,21.0
2017,Yukon,Population totale,Baccalauréat,30 à 34 ans,Femme,60,33.0
2017,Yukon,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,60,24.0
2017,Yukon,Population totale,Baccalauréat,35 à 44 ans,Homme,60,20.0
2017,Yukon,Population totale,Baccalauréat,35 à 44 ans,Femme,60,28.0
2017,Yukon,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,60,17.0
2017,Yukon,Population totale,Baccalauréat,45 à 54 ans,Homme,60,17.0
2017,Yukon,Population totale,Baccalauréat,45 à 54 ans,Femme,60,17.0
2017,Yukon,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,60,15.0
2017,Yukon,Population totale,Baccalauréat,55 à 64 ans,Homme,60,13.0
2017,Yukon,Population totale,Baccalauréat,55 à 64 ans,Femme,60,16.0
2017,Yukon,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,60,10.0
2017,Yukon,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,60,8.0
2017,Yukon,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,60,12.0
2017,Yukon,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,60,5.0
2017,Yukon,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,60,
2017,Yukon,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,60,
2017,Yukon,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,60,
2017,Yukon,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,60,
2017,Yukon,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,60,
2017,Yukon,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,60,13.0
2017,Yukon,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,60,11.0
2017,Yukon,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,60,15.0
2017,Yukon,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,60,12.0
2017,Yukon,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,60,9.0
2017,Yukon,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,60,14.0
2017,Yukon,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,60,10.0
2017,Yukon,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,60,9.0
2017,Yukon,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,60,11.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,61,48.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,61,40.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,61,58.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,61,46.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,25 à 34 ans,Homme,61,38.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,25 à 34 ans,Femme,61,55.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,61,53.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,30 à 34 ans,Homme,61,42.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,30 à 34 ans,Femme,61,64.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,61,54.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,35 à 44 ans,Homme,61,44.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,35 à 44 ans,Femme,61,64.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,61,51.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,45 à 54 ans,Homme,61,43.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,45 à 54 ans,Femme,61,58.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,61,42.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,55 à 64 ans,Homme,61,32.0
2017,Territoires du Nord-Ouest,Population totale,Études tertiaires,55 à 64 ans,Femme,61,53.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,61,21.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,61,15.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,61,28.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,61,20.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,61,18.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,61,23.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,61,23.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,61,19.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,61,27.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,61,19.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,61,15.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,61,23.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,61,25.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,61,13.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,61,37.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,61,19.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,61,13.0
2017,Territoires du Nord-Ouest,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,61,27.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,61,16.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,61,14.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,61,19.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,61,20.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,25 à 34 ans,Homme,61,16.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,25 à 34 ans,Femme,61,25.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,61,25.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,30 à 34 ans,Homme,61,21.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,30 à 34 ans,Femme,61,29.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,61,20.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,35 à 44 ans,Homme,61,16.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,35 à 44 ans,Femme,61,22.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,61,13.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,45 à 54 ans,Homme,61,12.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,45 à 54 ans,Femme,61,13.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,61,11.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,55 à 64 ans,Homme,61,10.0
2017,Territoires du Nord-Ouest,Population totale,Baccalauréat,55 à 64 ans,Femme,61,13.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,61,11.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,61,11.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,61,11.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,61,5.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,61,
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,61,7.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,61,
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,61,
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,61,
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,61,16.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,61,13.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,61,18.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,61,13.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,61,18.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,61,8.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,61,11.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,61,10.0
2017,Territoires du Nord-Ouest,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,61,12.0
2017,Nunavut,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,62,36.0
2017,Nunavut,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,62,29.0
2017,Nunavut,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,62,43.0
2017,Nunavut,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,62,31.0
2017,Nunavut,Population totale,Études tertiaires,25 à 34 ans,Homme,62,22.0
2017,Nunavut,Population totale,Études tertiaires,25 à 34 ans,Femme,62,40.0
2017,Nunavut,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,62,37.0
2017,Nunavut,Population totale,Études tertiaires,30 à 34 ans,Homme,62,26.0
2017,Nunavut,Population totale,Études tertiaires,30 à 34 ans,Femme,62,47.0
2017,Nunavut,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,62,41.0
2017,Nunavut,Population totale,Études tertiaires,35 à 44 ans,Homme,62,36.0
2017,Nunavut,Population totale,Études tertiaires,35 à 44 ans,Femme,62,46.0
2017,Nunavut,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,62,34.0
2017,Nunavut,Population totale,Études tertiaires,45 à 54 ans,Homme,62,24.0
2017,Nunavut,Population totale,Études tertiaires,45 à 54 ans,Femme,62,45.0
2017,Nunavut,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,62,41.0
2017,Nunavut,Population totale,Études tertiaires,55 à 64 ans,Homme,62,41.0
2017,Nunavut,Population totale,Études tertiaires,55 à 64 ans,Femme,62,40.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,62,21.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,62,17.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,62,26.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,62,18.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,62,13.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,62,24.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,62,21.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,62,
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,62,28.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,62,22.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,62,19.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,62,25.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,62,21.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,62,15.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,62,28.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,62,27.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,62,29.0
2017,Nunavut,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,62,26.0
2017,Nunavut,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,62,8.0
2017,Nunavut,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,62,7.0
2017,Nunavut,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,62,10.0
2017,Nunavut,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,62,8.0
2017,Nunavut,Population totale,Baccalauréat,25 à 34 ans,Homme,62,
2017,Nunavut,Population totale,Baccalauréat,25 à 34 ans,Femme,62,10.0
2017,Nunavut,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,62,9.0
2017,Nunavut,Population totale,Baccalauréat,30 à 34 ans,Homme,62,
2017,Nunavut,Population totale,Baccalauréat,30 à 34 ans,Femme,62,
2017,Nunavut,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,62,10.0
2017,Nunavut,Population totale,Baccalauréat,35 à 44 ans,Homme,62,
2017,Nunavut,Population totale,Baccalauréat,35 à 44 ans,Femme,62,12.0
2017,Nunavut,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,62,8.0
2017,Nunavut,Population totale,Baccalauréat,45 à 54 ans,Homme,62,
2017,Nunavut,Population totale,Baccalauréat,45 à 54 ans,Femme,62,11.0
2017,Nunavut,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,62,
2017,Nunavut,Population totale,Baccalauréat,55 à 64 ans,Homme,62,
2017,Nunavut,Population totale,Baccalauréat,55 à 64 ans,Femme,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,62,6.0
2017,Nunavut,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,62,5.0
2017,Nunavut,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,62,7.0
2017,Nunavut,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,62,5.0
2017,Nunavut,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,62,8.0
2017,Nunavut,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,62,5.0
2017,Nunavut,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,62,
2017,Nunavut,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,62,
2018,Canada,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,,51.0
2018,Canada,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,,64.0
2018,Canada,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,,62.0
2018,Canada,Population totale,Études tertiaires,25 à 34 ans,Homme,,53.0
2018,Canada,Population totale,Études tertiaires,25 à 34 ans,Femme,,71.0
2018,Canada,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,,63.0
2018,Canada,Population totale,Études tertiaires,30 à 34 ans,Homme,,55.0
2018,Canada,Population totale,Études tertiaires,30 à 34 ans,Femme,,71.0
2018,Canada,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,,64.0
2018,Canada,Population totale,Études tertiaires,35 à 44 ans,Homme,,55.0
2018,Canada,Population totale,Études tertiaires,35 à 44 ans,Femme,,71.0
2018,Canada,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,,58.0
2018,Canada,Population totale,Études tertiaires,45 à 54 ans,Homme,,53.0
2018,Canada,Population totale,Études tertiaires,45 à 54 ans,Femme,,64.0
2018,Canada,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,,48.0
2018,Canada,Population totale,Études tertiaires,55 à 64 ans,Homme,,44.0
2018,Canada,Population totale,Études tertiaires,55 à 64 ans,Femme,,51.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,,26.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,,22.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,,30.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,,25.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,,22.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,,28.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,,25.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,,22.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,,28.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,,27.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,,23.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,,31.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,,28.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,,23.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,,32.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,,25.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,,21.0
2018,Canada,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,,29.0
2018,Canada,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,,21.0
2018,Canada,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,,19.0
2018,Canada,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,,24.0
2018,Canada,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,,26.0
2018,Canada,Population totale,Baccalauréat,25 à 34 ans,Homme,,22.0
2018,Canada,Population totale,Baccalauréat,25 à 34 ans,Femme,,31.0
2018,Canada,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,,26.0
2018,Canada,Population totale,Baccalauréat,30 à 34 ans,Homme,,22.0
2018,Canada,Population totale,Baccalauréat,30 à 34 ans,Femme,,30.0
2018,Canada,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,,24.0
2018,Canada,Population totale,Baccalauréat,35 à 44 ans,Homme,,21.0
2018,Canada,Population totale,Baccalauréat,35 à 44 ans,Femme,,27.0
2018,Canada,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,,20.0
2018,Canada,Population totale,Baccalauréat,45 à 54 ans,Homme,,19.0
2018,Canada,Population totale,Baccalauréat,45 à 54 ans,Femme,,22.0
2018,Canada,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,,15.0
2018,Canada,Population totale,Baccalauréat,55 à 64 ans,Homme,,15.0
2018,Canada,Population totale,Baccalauréat,55 à 64 ans,Femme,,15.0
2018,Canada,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,,10.0
2018,Canada,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,,10.0
2018,Canada,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,,11.0
2018,Canada,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,,11.0
2018,Canada,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,,9.0
2018,Canada,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,,12.0
2018,Canada,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,,12.0
2018,Canada,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,,10.0
2018,Canada,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,,14.0
2018,Canada,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,,12.0
2018,Canada,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,,11.0
2018,Canada,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,,13.0
2018,Canada,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,,10.0
2018,Canada,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,,10.0
2018,Canada,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,,10.0
2018,Canada,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,,8.0
2018,Canada,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,,8.0
2018,Canada,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,,7.0
2018,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,10,49.0
2018,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,10,41.0
2018,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,10,56.0
2018,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,10,59.0
2018,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,25 à 34 ans,Homme,10,50.0
2018,Terre-Neuve-et-Labrador,Population totale,Études tertiaires,25 à 34 ans,Femme,10,69.0
