Year,Géographie,Groupe d'âge,Genre,Groupe autochtone,Niveau de scolarité atteint,Minorité visible,Status d'immigrant,GeoCode,Value
2023,Région de l'Atlantique,15 à 24 ans,Hommes+,,,Pas une minorité visible,,,55.3
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Population des minorités visibles,,,60.7
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Sud-Asiatique,,,76.4
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Chinois,,,58.8
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Noir,,,55.6
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Philippin,,,45.0
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Arabe,,,50.0
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Latino-Américain,,,52.9
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Asiatique du Sud-Est,,,63.2
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Asiatique occidental,,,50.0
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Coréen,,,
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Japonais,,,
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Minorité visible n.i.a,,,60.0
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Minorités visible multiples,,,66.7
2023,Région de l'Atlantique,15 à 24 ans,Femmes+,,,Pas une minorité visible,,,58.6
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Population des minorités visibles,,,79.4
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Sud-Asiatique,,,82.8
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Chinois,,,76.0
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Noir,,,80.5
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Philippin,,,86.6
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Arabe,,,63.5
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Latino-Américain,,,75.2
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Asiatique du Sud-Est,,,84.0
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Asiatique occidental,,,77.1
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Coréen,,,66.7
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Japonais,,,60.0
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Minorité visible n.i.a,,,86.0
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Minorités visible multiples,,,73.3
2023,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,Pas une minorité visible,,,82.8
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Population des minorités visibles,,,83.2
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Sud-Asiatique,,,85.6
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Chinois,,,75.4
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Noir,,,82.7
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Philippin,,,87.2
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Arabe,,,77.4
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Latino-Américain,,,78.3
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Asiatique du Sud-Est,,,88.1
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Asiatique occidental,,,88.2
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Coréen,,,78.6
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Japonais,,,75.0
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Minorité visible n.i.a,,,95.5
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Minorités visible multiples,,,75.0
2023,Région de l'Atlantique,25 à 54 ans,Hommes+,,,Pas une minorité visible,,,83.8
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Population des minorités visibles,,,75.2
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Sud-Asiatique,,,79.0
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Chinois,,,75.4
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Noir,,,78.4
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Philippin,,,86.1
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Arabe,,,47.2
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Latino-Américain,,,71.4
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Asiatique du Sud-Est,,,75.8
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Asiatique occidental,,,66.7
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Coréen,,,50.0
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Japonais,,,50.0
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Minorité visible n.i.a,,,76.2
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Minorités visible multiples,,,83.3
2023,Région de l'Atlantique,25 à 54 ans,Femmes+,,,Pas une minorité visible,,,81.9
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Population des minorités visibles,,,44.4
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Sud-Asiatique,,,46.2
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Chinois,,,35.1
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Noir,,,40.3
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Philippin,,,50.0
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Arabe,,,34.8
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Latino-Américain,,,61.5
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Asiatique du Sud-Est,,,50.0
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Asiatique occidental,,,62.5
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Coréen,,,83.3
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Japonais,,,
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Minorité visible n.i.a,,,41.7
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Minorités visible multiples,,,
2023,Région de l'Atlantique,55 ans et plus,Total - Genre,,,Pas une minorité visible,,,29.5
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Population des minorités visibles,,,51.5
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Sud-Asiatique,,,47.1
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Chinois,,,44.4
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Noir,,,36.8
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Philippin,,,50.0
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Arabe,,,
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Latino-Américain,,,71.4
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Asiatique du Sud-Est,,,
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Asiatique occidental,,,
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Coréen,,,
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Japonais,,,
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Minorité visible n.i.a,,,61.5
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Minorités visible multiples,,,
2023,Région de l'Atlantique,55 ans et plus,Hommes+,,,Pas une minorité visible,,,32.9
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Population des minorités visibles,,,38.3
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Sud-Asiatique,,,43.5
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Chinois,,,26.3
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Noir,,,43.6
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Philippin,,,50.0
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Arabe,,,
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Latino-Américain,,,50.0
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Asiatique du Sud-Est,,,
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Asiatique occidental,,,
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Coréen,,,
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Japonais,,,
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Minorité visible n.i.a,,,27.3
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Minorités visible multiples,,,
2023,Région de l'Atlantique,55 ans et plus,Femmes+,,,Pas une minorité visible,,,26.4
2023,Québec,15 à 24 ans,Total - Genre,,,Population des minorités visibles,,24,56.0
2023,Québec,15 à 24 ans,Total - Genre,,,Sud-Asiatique,,24,68.0
2023,Québec,15 à 24 ans,Total - Genre,,,Chinois,,24,43.6
2023,Québec,15 à 24 ans,Total - Genre,,,Noir,,24,58.7
2023,Québec,15 à 24 ans,Total - Genre,,,Philippin,,24,49.6
2023,Québec,15 à 24 ans,Total - Genre,,,Arabe,,24,55.3
2023,Québec,15 à 24 ans,Total - Genre,,,Latino-Américain,,24,52.7
2023,Québec,15 à 24 ans,Total - Genre,,,Asiatique du Sud-Est,,24,57.3
2023,Québec,15 à 24 ans,Total - Genre,,,Asiatique occidental,,24,45.7
2023,Québec,15 à 24 ans,Total - Genre,,,Coréen,,24,
2023,Québec,15 à 24 ans,Total - Genre,,,Japonais,,24,
2023,Québec,15 à 24 ans,Total - Genre,,,Minorité visible n.i.a,,24,63.4
2023,Québec,15 à 24 ans,Total - Genre,,,Minorités visible multiples,,24,
2023,Québec,15 à 24 ans,Total - Genre,,,Pas une minorité visible,,24,67.9
2023,Québec,15 à 24 ans,Hommes+,,,Population des minorités visibles,,24,54.6
2023,Québec,15 à 24 ans,Hommes+,,,Sud-Asiatique,,24,72.6
2023,Québec,15 à 24 ans,Hommes+,,,Chinois,,24,35.6
2023,Québec,15 à 24 ans,Hommes+,,,Noir,,24,54.5
2023,Québec,15 à 24 ans,Hommes+,,,Philippin,,24,50.0
2023,Québec,15 à 24 ans,Hommes+,,,Arabe,,24,54.8
2023,Québec,15 à 24 ans,Hommes+,,,Latino-Américain,,24,50.4
2023,Québec,15 à 24 ans,Hommes+,,,Asiatique du Sud-Est,,24,50.0
2023,Québec,15 à 24 ans,Hommes+,,,Asiatique occidental,,24,
2023,Québec,15 à 24 ans,Hommes+,,,Coréen,,24,
2023,Québec,15 à 24 ans,Hommes+,,,Japonais,,24,
2023,Québec,15 à 24 ans,Hommes+,,,Minorité visible n.i.a,,24,70.0
2023,Québec,15 à 24 ans,Hommes+,,,Minorités visible multiples,,24,
2023,Québec,15 à 24 ans,Hommes+,,,Pas une minorité visible,,24,65.6
2023,Québec,15 à 24 ans,Femmes+,,,Population des minorités visibles,,24,57.5
2023,Québec,15 à 24 ans,Femmes+,,,Sud-Asiatique,,24,63.4
2023,Québec,15 à 24 ans,Femmes+,,,Chinois,,24,48.1
2023,Québec,15 à 24 ans,Femmes+,,,Noir,,24,63.0
2023,Québec,15 à 24 ans,Femmes+,,,Philippin,,24,49.3
2023,Québec,15 à 24 ans,Femmes+,,,Arabe,,24,55.4
2023,Québec,15 à 24 ans,Femmes+,,,Latino-Américain,,24,54.8
2023,Québec,15 à 24 ans,Femmes+,,,Asiatique du Sud-Est,,24,65.0
2023,Québec,15 à 24 ans,Femmes+,,,Asiatique occidental,,24,
2023,Québec,15 à 24 ans,Femmes+,,,Coréen,,24,
2023,Québec,15 à 24 ans,Femmes+,,,Japonais,,24,
2023,Québec,15 à 24 ans,Femmes+,,,Minorité visible n.i.a,,24,59.3
2023,Québec,15 à 24 ans,Femmes+,,,Minorités visible multiples,,24,
2023,Québec,15 à 24 ans,Femmes+,,,Pas une minorité visible,,24,70.2
2023,Québec,25 à 54 ans,Total - Genre,,,Population des minorités visibles,,24,79.2
2023,Québec,25 à 54 ans,Total - Genre,,,Sud-Asiatique,,24,71.0
2023,Québec,25 à 54 ans,Total - Genre,,,Chinois,,24,72.7
2023,Québec,25 à 54 ans,Total - Genre,,,Noir,,24,82.8
2023,Québec,25 à 54 ans,Total - Genre,,,Philippin,,24,89.0
2023,Québec,25 à 54 ans,Total - Genre,,,Arabe,,24,75.2
2023,Québec,25 à 54 ans,Total - Genre,,,Latino-Américain,,24,79.6
2023,Québec,25 à 54 ans,Total - Genre,,,Asiatique du Sud-Est,,24,83.9
2023,Québec,25 à 54 ans,Total - Genre,,,Asiatique occidental,,24,76.5
2023,Québec,25 à 54 ans,Total - Genre,,,Coréen,,24,80.4
2023,Québec,25 à 54 ans,Total - Genre,,,Japonais,,24,
2023,Québec,25 à 54 ans,Total - Genre,,,Minorité visible n.i.a,,24,82.1
2023,Québec,25 à 54 ans,Total - Genre,,,Minorités visible multiples,,24,84.8
2023,Québec,25 à 54 ans,Total - Genre,,,Pas une minorité visible,,24,89.0
2023,Québec,25 à 54 ans,Hommes+,,,Population des minorités visibles,,24,83.8
2023,Québec,25 à 54 ans,Hommes+,,,Sud-Asiatique,,24,78.8
2023,Québec,25 à 54 ans,Hommes+,,,Chinois,,24,72.4
2023,Québec,25 à 54 ans,Hommes+,,,Noir,,24,85.6
2023,Québec,25 à 54 ans,Hommes+,,,Philippin,,24,93.1
2023,Québec,25 à 54 ans,Hommes+,,,Arabe,,24,82.8
2023,Québec,25 à 54 ans,Hommes+,,,Latino-Américain,,24,85.0
2023,Québec,25 à 54 ans,Hommes+,,,Asiatique du Sud-Est,,24,86.6
2023,Québec,25 à 54 ans,Hommes+,,,Asiatique occidental,,24,82.4
2023,Québec,25 à 54 ans,Hommes+,,,Coréen,,24,66.7
2023,Québec,25 à 54 ans,Hommes+,,,Japonais,,24,
2023,Québec,25 à 54 ans,Hommes+,,,Minorité visible n.i.a,,24,86.3
2023,Québec,25 à 54 ans,Hommes+,,,Minorités visible multiples,,24,
2023,Québec,25 à 54 ans,Hommes+,,,Pas une minorité visible,,24,89.5
2023,Québec,25 à 54 ans,Femmes+,,,Population des minorités visibles,,24,74.8
2023,Québec,25 à 54 ans,Femmes+,,,Sud-Asiatique,,24,63.4
2023,Québec,25 à 54 ans,Femmes+,,,Chinois,,24,72.8
2023,Québec,25 à 54 ans,Femmes+,,,Noir,,24,79.9
2023,Québec,25 à 54 ans,Femmes+,,,Philippin,,24,85.3
2023,Québec,25 à 54 ans,Femmes+,,,Arabe,,24,66.4
2023,Québec,25 à 54 ans,Femmes+,,,Latino-Américain,,24,74.2
2023,Québec,25 à 54 ans,Femmes+,,,Asiatique du Sud-Est,,24,82.3
2023,Québec,25 à 54 ans,Femmes+,,,Asiatique occidental,,24,70.0
2023,Québec,25 à 54 ans,Femmes+,,,Coréen,,24,89.3
2023,Québec,25 à 54 ans,Femmes+,,,Japonais,,24,
2023,Québec,25 à 54 ans,Femmes+,,,Minorité visible n.i.a,,24,77.1
2023,Québec,25 à 54 ans,Femmes+,,,Minorités visible multiples,,24,
2023,Québec,25 à 54 ans,Femmes+,,,Pas une minorité visible,,24,88.5
2023,Québec,55 ans et plus,Total - Genre,,,Population des minorités visibles,,24,45.0
2023,Québec,55 ans et plus,Total - Genre,,,Sud-Asiatique,,24,43.3
2023,Québec,55 ans et plus,Total - Genre,,,Chinois,,24,34.9
2023,Québec,55 ans et plus,Total - Genre,,,Noir,,24,48.1
2023,Québec,55 ans et plus,Total - Genre,,,Philippin,,24,46.8
2023,Québec,55 ans et plus,Total - Genre,,,Arabe,,24,46.8
2023,Québec,55 ans et plus,Total - Genre,,,Latino-Américain,,24,48.8
2023,Québec,55 ans et plus,Total - Genre,,,Asiatique du Sud-Est,,24,37.0
2023,Québec,55 ans et plus,Total - Genre,,,Asiatique occidental,,24,46.8
2023,Québec,55 ans et plus,Total - Genre,,,Coréen,,24,
2023,Québec,55 ans et plus,Total - Genre,,,Japonais,,24,
2023,Québec,55 ans et plus,Total - Genre,,,Minorité visible n.i.a,,24,46.8
2023,Québec,55 ans et plus,Total - Genre,,,Minorités visible multiples,,24,86.4
2023,Québec,55 ans et plus,Total - Genre,,,Pas une minorité visible,,24,32.2
2023,Québec,55 ans et plus,Hommes+,,,Population des minorités visibles,,24,52.6
2023,Québec,55 ans et plus,Hommes+,,,Sud-Asiatique,,24,59.8
2023,Québec,55 ans et plus,Hommes+,,,Chinois,,24,40.2
2023,Québec,55 ans et plus,Hommes+,,,Noir,,24,57.4
2023,Québec,55 ans et plus,Hommes+,,,Philippin,,24,48.6
2023,Québec,55 ans et plus,Hommes+,,,Arabe,,24,53.5
2023,Québec,55 ans et plus,Hommes+,,,Latino-Américain,,24,50.0
2023,Québec,55 ans et plus,Hommes+,,,Asiatique du Sud-Est,,24,40.2
2023,Québec,55 ans et plus,Hommes+,,,Asiatique occidental,,24,
2023,Québec,55 ans et plus,Hommes+,,,Coréen,,24,
2023,Québec,55 ans et plus,Hommes+,,,Japonais,,24,
2023,Québec,55 ans et plus,Hommes+,,,Minorité visible n.i.a,,24,
2023,Québec,55 ans et plus,Hommes+,,,Minorités visible multiples,,24,
2023,Québec,55 ans et plus,Hommes+,,,Pas une minorité visible,,24,37.6
2023,Québec,55 ans et plus,Femmes+,,,Population des minorités visibles,,24,37.3
2023,Québec,55 ans et plus,Femmes+,,,Sud-Asiatique,,24,23.1
2023,Québec,55 ans et plus,Femmes+,,,Chinois,,24,29.1
2023,Québec,55 ans et plus,Femmes+,,,Noir,,24,40.2
2023,Québec,55 ans et plus,Femmes+,,,Philippin,,24,46.0
2023,Québec,55 ans et plus,Femmes+,,,Arabe,,24,36.9
2023,Québec,55 ans et plus,Femmes+,,,Latino-Américain,,24,47.6
2023,Québec,55 ans et plus,Femmes+,,,Asiatique du Sud-Est,,24,34.1
2023,Québec,55 ans et plus,Femmes+,,,Asiatique occidental,,24,
2023,Québec,55 ans et plus,Femmes+,,,Coréen,,24,
2023,Québec,55 ans et plus,Femmes+,,,Japonais,,24,
2023,Québec,55 ans et plus,Femmes+,,,Minorité visible n.i.a,,24,
2023,Québec,55 ans et plus,Femmes+,,,Minorités visible multiples,,24,
2023,Québec,55 ans et plus,Femmes+,,,Pas une minorité visible,,24,27.3
2023,Ontario,15 à 24 ans,Total - Genre,,,Population des minorités visibles,,35,46.6
2023,Ontario,15 à 24 ans,Total - Genre,,,Sud-Asiatique,,35,49.9
2023,Ontario,15 à 24 ans,Total - Genre,,,Chinois,,35,35.3
2023,Ontario,15 à 24 ans,Total - Genre,,,Noir,,35,47.8
2023,Ontario,15 à 24 ans,Total - Genre,,,Philippin,,35,57.0
2023,Ontario,15 à 24 ans,Total - Genre,,,Arabe,,35,41.5
2023,Ontario,15 à 24 ans,Total - Genre,,,Latino-Américain,,35,47.1
2023,Ontario,15 à 24 ans,Total - Genre,,,Asiatique du Sud-Est,,35,51.4
2023,Ontario,15 à 24 ans,Total - Genre,,,Asiatique occidental,,35,34.1
2023,Ontario,15 à 24 ans,Total - Genre,,,Coréen,,35,46.6
2023,Ontario,15 à 24 ans,Total - Genre,,,Japonais,,35,44.2
2023,Ontario,15 à 24 ans,Total - Genre,,,Minorité visible n.i.a,,35,51.3
2023,Ontario,15 à 24 ans,Total - Genre,,,Minorités visible multiples,,35,40.1
2023,Ontario,15 à 24 ans,Total - Genre,,,Pas une minorité visible,,35,60.3
2023,Ontario,15 à 24 ans,Hommes+,,,Population des minorités visibles,,35,46.8
2023,Ontario,15 à 24 ans,Hommes+,,,Sud-Asiatique,,35,51.8
2023,Ontario,15 à 24 ans,Hommes+,,,Chinois,,35,34.4
2023,Ontario,15 à 24 ans,Hommes+,,,Noir,,35,45.5
2023,Ontario,15 à 24 ans,Hommes+,,,Philippin,,35,52.1
2023,Ontario,15 à 24 ans,Hommes+,,,Arabe,,35,35.9
2023,Ontario,15 à 24 ans,Hommes+,,,Latino-Américain,,35,46.3
2023,Ontario,15 à 24 ans,Hommes+,,,Asiatique du Sud-Est,,35,53.2
2023,Ontario,15 à 24 ans,Hommes+,,,Asiatique occidental,,35,32.0
2023,Ontario,15 à 24 ans,Hommes+,,,Coréen,,35,
2023,Ontario,15 à 24 ans,Hommes+,,,Japonais,,35,
2023,Ontario,15 à 24 ans,Hommes+,,,Minorité visible n.i.a,,35,60.8
2023,Ontario,15 à 24 ans,Hommes+,,,Minorités visible multiples,,35,42.2
2023,Ontario,15 à 24 ans,Hommes+,,,Pas une minorité visible,,35,60.3
2023,Ontario,15 à 24 ans,Femmes+,,,Population des minorités visibles,,35,46.6
2023,Ontario,15 à 24 ans,Femmes+,,,Sud-Asiatique,,35,47.7
2023,Ontario,15 à 24 ans,Femmes+,,,Chinois,,35,36.2
2023,Ontario,15 à 24 ans,Femmes+,,,Noir,,35,49.9
2023,Ontario,15 à 24 ans,Femmes+,,,Philippin,,35,63.5
2023,Ontario,15 à 24 ans,Femmes+,,,Arabe,,35,48.2
2023,Ontario,15 à 24 ans,Femmes+,,,Latino-Américain,,35,48.5
2023,Ontario,15 à 24 ans,Femmes+,,,Asiatique du Sud-Est,,35,49.8
2023,Ontario,15 à 24 ans,Femmes+,,,Asiatique occidental,,35,36.2
2023,Ontario,15 à 24 ans,Femmes+,,,Coréen,,35,
2023,Ontario,15 à 24 ans,Femmes+,,,Japonais,,35,
2023,Ontario,15 à 24 ans,Femmes+,,,Minorité visible n.i.a,,35,40.5
2023,Ontario,15 à 24 ans,Femmes+,,,Minorités visible multiples,,35,37.6
2023,Ontario,15 à 24 ans,Femmes+,,,Pas une minorité visible,,35,60.3
2023,Ontario,25 à 54 ans,Total - Genre,,,Population des minorités visibles,,35,81.1
2023,Ontario,25 à 54 ans,Total - Genre,,,Sud-Asiatique,,35,82.9
2023,Ontario,25 à 54 ans,Total - Genre,,,Chinois,,35,80.3
2023,Ontario,25 à 54 ans,Total - Genre,,,Noir,,35,78.8
2023,Ontario,25 à 54 ans,Total - Genre,,,Philippin,,35,86.7
2023,Ontario,25 à 54 ans,Total - Genre,,,Arabe,,35,69.0
2023,Ontario,25 à 54 ans,Total - Genre,,,Latino-Américain,,35,80.4
2023,Ontario,25 à 54 ans,Total - Genre,,,Asiatique du Sud-Est,,35,86.1
2023,Ontario,25 à 54 ans,Total - Genre,,,Asiatique occidental,,35,77.2
2023,Ontario,25 à 54 ans,Total - Genre,,,Coréen,,35,82.7
2023,Ontario,25 à 54 ans,Total - Genre,,,Japonais,,35,93.2
2023,Ontario,25 à 54 ans,Total - Genre,,,Minorité visible n.i.a,,35,74.2
2023,Ontario,25 à 54 ans,Total - Genre,,,Minorités visible multiples,,35,80.3
2023,Ontario,25 à 54 ans,Total - Genre,,,Pas une minorité visible,,35,85.9
2023,Ontario,25 à 54 ans,Hommes+,,,Population des minorités visibles,,35,87.2
2023,Ontario,25 à 54 ans,Hommes+,,,Sud-Asiatique,,35,90.6
2023,Ontario,25 à 54 ans,Hommes+,,,Chinois,,35,84.0
2023,Ontario,25 à 54 ans,Hommes+,,,Noir,,35,83.4
2023,Ontario,25 à 54 ans,Hommes+,,,Philippin,,35,88.3
2023,Ontario,25 à 54 ans,Hommes+,,,Arabe,,35,79.6
2023,Ontario,25 à 54 ans,Hommes+,,,Latino-Américain,,35,85.8
2023,Ontario,25 à 54 ans,Hommes+,,,Asiatique du Sud-Est,,35,91.6
2023,Ontario,25 à 54 ans,Hommes+,,,Asiatique occidental,,35,87.2
2023,Ontario,25 à 54 ans,Hommes+,,,Coréen,,35,89.2
2023,Ontario,25 à 54 ans,Hommes+,,,Japonais,,35,100.0
2023,Ontario,25 à 54 ans,Hommes+,,,Minorité visible n.i.a,,35,79.6
2023,Ontario,25 à 54 ans,Hommes+,,,Minorités visible multiples,,35,81.4
2023,Ontario,25 à 54 ans,Hommes+,,,Pas une minorité visible,,35,87.8
2023,Ontario,25 à 54 ans,Femmes+,,,Population des minorités visibles,,35,75.1
2023,Ontario,25 à 54 ans,Femmes+,,,Sud-Asiatique,,35,74.4
2023,Ontario,25 à 54 ans,Femmes+,,,Chinois,,35,77.2
2023,Ontario,25 à 54 ans,Femmes+,,,Noir,,35,74.7
2023,Ontario,25 à 54 ans,Femmes+,,,Philippin,,35,85.4
2023,Ontario,25 à 54 ans,Femmes+,,,Arabe,,35,57.8
2023,Ontario,25 à 54 ans,Femmes+,,,Latino-Américain,,35,75.4
2023,Ontario,25 à 54 ans,Femmes+,,,Asiatique du Sud-Est,,35,81.3
2023,Ontario,25 à 54 ans,Femmes+,,,Asiatique occidental,,35,66.7
2023,Ontario,25 à 54 ans,Femmes+,,,Coréen,,35,77.6
2023,Ontario,25 à 54 ans,Femmes+,,,Japonais,,35,88.2
2023,Ontario,25 à 54 ans,Femmes+,,,Minorité visible n.i.a,,35,68.5
2023,Ontario,25 à 54 ans,Femmes+,,,Minorités visible multiples,,35,79.7
2023,Ontario,25 à 54 ans,Femmes+,,,Pas une minorité visible,,35,84.0
2023,Ontario,55 ans et plus,Total - Genre,,,Population des minorités visibles,,35,42.7
2023,Ontario,55 ans et plus,Total - Genre,,,Sud-Asiatique,,35,43.7
2023,Ontario,55 ans et plus,Total - Genre,,,Chinois,,35,37.7
2023,Ontario,55 ans et plus,Total - Genre,,,Noir,,35,45.6
2023,Ontario,55 ans et plus,Total - Genre,,,Philippin,,35,47.7
2023,Ontario,55 ans et plus,Total - Genre,,,Arabe,,35,36.0
2023,Ontario,55 ans et plus,Total - Genre,,,Latino-Américain,,35,46.1
2023,Ontario,55 ans et plus,Total - Genre,,,Asiatique du Sud-Est,,35,45.1
2023,Ontario,55 ans et plus,Total - Genre,,,Asiatique occidental,,35,43.6
2023,Ontario,55 ans et plus,Total - Genre,,,Coréen,,35,46.3
2023,Ontario,55 ans et plus,Total - Genre,,,Japonais,,35,37.6
2023,Ontario,55 ans et plus,Total - Genre,,,Minorité visible n.i.a,,35,40.8
2023,Ontario,55 ans et plus,Total - Genre,,,Minorités visible multiples,,35,37.9
2023,Ontario,55 ans et plus,Total - Genre,,,Pas une minorité visible,,35,33.6
2023,Ontario,55 ans et plus,Hommes+,,,Population des minorités visibles,,35,50.2
2023,Ontario,55 ans et plus,Hommes+,,,Sud-Asiatique,,35,53.3
2023,Ontario,55 ans et plus,Hommes+,,,Chinois,,35,44.2
2023,Ontario,55 ans et plus,Hommes+,,,Noir,,35,49.6
2023,Ontario,55 ans et plus,Hommes+,,,Philippin,,35,45.1
2023,Ontario,55 ans et plus,Hommes+,,,Arabe,,35,46.9
2023,Ontario,55 ans et plus,Hommes+,,,Latino-Américain,,35,58.9
2023,Ontario,55 ans et plus,Hommes+,,,Asiatique du Sud-Est,,35,53.1
2023,Ontario,55 ans et plus,Hommes+,,,Asiatique occidental,,35,52.8
2023,Ontario,55 ans et plus,Hommes+,,,Coréen,,35,53.5
2023,Ontario,55 ans et plus,Hommes+,,,Japonais,,35,
2023,Ontario,55 ans et plus,Hommes+,,,Minorité visible n.i.a,,35,53.0
2023,Ontario,55 ans et plus,Hommes+,,,Minorités visible multiples,,35,46.7
2023,Ontario,55 ans et plus,Hommes+,,,Pas une minorité visible,,35,39.0
2023,Ontario,55 ans et plus,Femmes+,,,Population des minorités visibles,,35,35.8
2023,Ontario,55 ans et plus,Femmes+,,,Sud-Asiatique,,35,33.3
2023,Ontario,55 ans et plus,Femmes+,,,Chinois,,35,32.3
2023,Ontario,55 ans et plus,Femmes+,,,Noir,,35,42.4
2023,Ontario,55 ans et plus,Femmes+,,,Philippin,,35,49.1
2023,Ontario,55 ans et plus,Femmes+,,,Arabe,,35,22.4
