Year,Géographie,Emplacement,Genre,Démographique and socio-économique,GeoCode,Value
2024,"Saint John, Nouveau-Brunswick","Total, emplacement",Femmes+,0 à 14 ans,310,37.4
2024,"Saint John, Nouveau-Brunswick","Total, emplacement",Femmes+,15 à 64 ans,310,40.6
2024,"Saint John, Nouveau-Brunswick","Total, emplacement",Femmes+,15 à 19 ans,310,34.0
2024,"Saint John, Nouveau-Brunswick","Total, emplacement",Femmes+,20 à 24 ans,310,48.7
2024,"Saint John, Nouveau-Brunswick","Total, emplacement",Femmes+,65 ans et plus,310,40.6
2024,"Saint John, Nouveau-Brunswick",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),310,52.6
2024,"Saint John, Nouveau-Brunswick",Urbain,"Total, genre",0 à 14 ans,310,49.3
2024,"Saint John, Nouveau-Brunswick",Urbain,"Total, genre",15 à 64 ans,310,53.8
2024,"Saint John, Nouveau-Brunswick",Urbain,"Total, genre",15 à 19 ans,310,44.6
2024,"Saint John, Nouveau-Brunswick",Urbain,"Total, genre",20 à 24 ans,310,60.6
2024,"Saint John, Nouveau-Brunswick",Urbain,"Total, genre",65 ans et plus,310,51.3
2024,"Saint John, Nouveau-Brunswick",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),310,52.6
2024,"Saint John, Nouveau-Brunswick",Urbain,Hommes+,0 à 14 ans,310,49.3
2024,"Saint John, Nouveau-Brunswick",Urbain,Hommes+,15 à 64 ans,310,54.2
2024,"Saint John, Nouveau-Brunswick",Urbain,Hommes+,15 à 19 ans,310,45.6
2024,"Saint John, Nouveau-Brunswick",Urbain,Hommes+,20 à 24 ans,310,60.8
2024,"Saint John, Nouveau-Brunswick",Urbain,Hommes+,65 ans et plus,310,50.0
2024,"Saint John, Nouveau-Brunswick",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),310,52.5
2024,"Saint John, Nouveau-Brunswick",Urbain,Femmes+,0 à 14 ans,310,49.3
2024,"Saint John, Nouveau-Brunswick",Urbain,Femmes+,15 à 64 ans,310,53.4
2024,"Saint John, Nouveau-Brunswick",Urbain,Femmes+,15 à 19 ans,310,43.5
2024,"Saint John, Nouveau-Brunswick",Urbain,Femmes+,20 à 24 ans,310,60.5
2024,"Saint John, Nouveau-Brunswick",Urbain,Femmes+,65 ans et plus,310,52.2
2024,"Saint John, Nouveau-Brunswick",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),310,7.9
2024,"Saint John, Nouveau-Brunswick",Rurale,"Total, genre",0 à 14 ans,310,7.6
2024,"Saint John, Nouveau-Brunswick",Rurale,"Total, genre",15 à 64 ans,310,8.1
2024,"Saint John, Nouveau-Brunswick",Rurale,"Total, genre",15 à 19 ans,310,7.9
2024,"Saint John, Nouveau-Brunswick",Rurale,"Total, genre",20 à 24 ans,310,9.4
2024,"Saint John, Nouveau-Brunswick",Rurale,"Total, genre",65 ans et plus,310,7.2
2024,"Saint John, Nouveau-Brunswick",Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),310,7.8
2024,"Saint John, Nouveau-Brunswick",Rurale,Hommes+,0 à 14 ans,310,7.7
2024,"Saint John, Nouveau-Brunswick",Rurale,Hommes+,15 à 64 ans,310,8.1
2024,"Saint John, Nouveau-Brunswick",Rurale,Hommes+,15 à 19 ans,310,7.9
2024,"Saint John, Nouveau-Brunswick",Rurale,Hommes+,20 à 24 ans,310,10.4
2024,"Saint John, Nouveau-Brunswick",Rurale,Hommes+,65 ans et plus,310,6.7
2024,"Saint John, Nouveau-Brunswick",Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),310,8.0
2024,"Saint John, Nouveau-Brunswick",Rurale,Femmes+,0 à 14 ans,310,7.5
2024,"Saint John, Nouveau-Brunswick",Rurale,Femmes+,15 à 64 ans,310,8.1
2024,"Saint John, Nouveau-Brunswick",Rurale,Femmes+,15 à 19 ans,310,8.0
2024,"Saint John, Nouveau-Brunswick",Rurale,Femmes+,20 à 24 ans,310,8.8
2024,"Saint John, Nouveau-Brunswick",Rurale,Femmes+,65 ans et plus,310,7.8
2024,Québec,"Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),24,77.1
2024,Québec,"Total, emplacement","Total, genre",0 à 14 ans,24,74.6
2024,Québec,"Total, emplacement","Total, genre",15 à 64 ans,24,77.5
2024,Québec,"Total, emplacement","Total, genre",15 à 19 ans,24,75.7
2024,Québec,"Total, emplacement","Total, genre",20 à 24 ans,24,81.6
2024,Québec,"Total, emplacement","Total, genre",65 ans et plus,24,78.1
2024,Québec,"Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24,76.6
2024,Québec,"Total, emplacement",Hommes+,0 à 14 ans,24,74.5
2024,Québec,"Total, emplacement",Hommes+,15 à 64 ans,24,77.3
2024,Québec,"Total, emplacement",Hommes+,15 à 19 ans,24,75.5
2024,Québec,"Total, emplacement",Hommes+,20 à 24 ans,24,81.2
2024,Québec,"Total, emplacement",Hommes+,65 ans et plus,24,76.1
2024,Québec,"Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24,77.6
2024,Québec,"Total, emplacement",Femmes+,0 à 14 ans,24,74.6
2024,Québec,"Total, emplacement",Femmes+,15 à 64 ans,24,77.6
2024,Québec,"Total, emplacement",Femmes+,15 à 19 ans,24,75.9
2024,Québec,"Total, emplacement",Femmes+,20 à 24 ans,24,81.9
2024,Québec,"Total, emplacement",Femmes+,65 ans et plus,24,79.7
2024,Québec,Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),24,82.9
2024,Québec,Urbain,"Total, genre",0 à 14 ans,24,80.5
2024,Québec,Urbain,"Total, genre",15 à 64 ans,24,83.2
2024,Québec,Urbain,"Total, genre",15 à 19 ans,24,81.1
2024,Québec,Urbain,"Total, genre",20 à 24 ans,24,85.7
2024,Québec,Urbain,"Total, genre",65 ans et plus,24,83.7
2024,Québec,Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24,82.7
2024,Québec,Urbain,Hommes+,0 à 14 ans,24,80.5
2024,Québec,Urbain,Hommes+,15 à 64 ans,24,83.2
2024,Québec,Urbain,Hommes+,15 à 19 ans,24,81.0
2024,Québec,Urbain,Hommes+,20 à 24 ans,24,85.5
2024,Québec,Urbain,Hommes+,65 ans et plus,24,82.7
2024,Québec,Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24,83.0
2024,Québec,Urbain,Femmes+,0 à 14 ans,24,80.5
2024,Québec,Urbain,Femmes+,15 à 64 ans,24,83.1
2024,Québec,Urbain,Femmes+,15 à 19 ans,24,81.1
2024,Québec,Urbain,Femmes+,20 à 24 ans,24,85.9
2024,Québec,Urbain,Femmes+,65 ans et plus,24,84.5
2024,Québec,Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),24,14.0
2024,Québec,Rurale,"Total, genre",0 à 14 ans,24,13.6
2024,Québec,Rurale,"Total, genre",15 à 64 ans,24,14.0
2024,Québec,Rurale,"Total, genre",15 à 19 ans,24,15.3
2024,Québec,Rurale,"Total, genre",20 à 24 ans,24,16.4
2024,Québec,Rurale,"Total, genre",65 ans et plus,24,14.5
2024,Québec,Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24,13.6
2024,Québec,Rurale,Hommes+,0 à 14 ans,24,13.5
2024,Québec,Rurale,Hommes+,15 à 64 ans,24,13.7
2024,Québec,Rurale,Hommes+,15 à 19 ans,24,15.2
2024,Québec,Rurale,Hommes+,20 à 24 ans,24,16.2
2024,Québec,Rurale,Hommes+,65 ans et plus,24,13.5
2024,Québec,Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24,14.5
2024,Québec,Rurale,Femmes+,0 à 14 ans,24,13.7
2024,Québec,Rurale,Femmes+,15 à 64 ans,24,14.3
2024,Québec,Rurale,Femmes+,15 à 19 ans,24,15.4
2024,Québec,Rurale,Femmes+,20 à 24 ans,24,16.6
2024,Québec,Rurale,Femmes+,65 ans et plus,24,15.7
2024,"Drummondville, Québec","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),447,56.5
2024,"Drummondville, Québec","Total, emplacement","Total, genre",0 à 14 ans,447,50.1
2024,"Drummondville, Québec","Total, emplacement","Total, genre",15 à 64 ans,447,55.6
2024,"Drummondville, Québec","Total, emplacement","Total, genre",15 à 19 ans,447,53.9
2024,"Drummondville, Québec","Total, emplacement","Total, genre",20 à 24 ans,447,61.8
2024,"Drummondville, Québec","Total, emplacement","Total, genre",65 ans et plus,447,63.7
2024,"Drummondville, Québec","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),447,55.3
2024,"Drummondville, Québec","Total, emplacement",Hommes+,0 à 14 ans,447,49.7
2024,"Drummondville, Québec","Total, emplacement",Hommes+,15 à 64 ans,447,55.2
2024,"Drummondville, Québec","Total, emplacement",Hommes+,15 à 19 ans,447,53.8
2024,"Drummondville, Québec","Total, emplacement",Hommes+,20 à 24 ans,447,61.3
2024,"Drummondville, Québec","Total, emplacement",Hommes+,65 ans et plus,447,60.3
2024,"Drummondville, Québec","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),447,57.7
2024,"Drummondville, Québec","Total, emplacement",Femmes+,0 à 14 ans,447,50.6
2024,"Drummondville, Québec","Total, emplacement",Femmes+,15 à 64 ans,447,56.0
2024,"Drummondville, Québec","Total, emplacement",Femmes+,15 à 19 ans,447,54.2
2024,"Drummondville, Québec","Total, emplacement",Femmes+,20 à 24 ans,447,62.3
2024,"Drummondville, Québec","Total, emplacement",Femmes+,65 ans et plus,447,66.6
2024,"Drummondville, Québec",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),447,72.0
2024,"Drummondville, Québec",Urbain,"Total, genre",0 à 14 ans,447,66.8
2024,"Drummondville, Québec",Urbain,"Total, genre",15 à 64 ans,447,71.5
2024,"Drummondville, Québec",Urbain,"Total, genre",15 à 19 ans,447,69.6
2024,"Drummondville, Québec",Urbain,"Total, genre",20 à 24 ans,447,75.0
2024,"Drummondville, Québec",Urbain,"Total, genre",65 ans et plus,447,76.8
2024,"Drummondville, Québec",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),447,71.6
2024,"Drummondville, Québec",Urbain,Hommes+,0 à 14 ans,447,66.2
2024,"Drummondville, Québec",Urbain,Hommes+,15 à 64 ans,447,71.7
2024,"Drummondville, Québec",Urbain,Hommes+,15 à 19 ans,447,70.8
2024,"Drummondville, Québec",Urbain,Hommes+,20 à 24 ans,447,74.0
2024,"Drummondville, Québec",Urbain,Hommes+,65 ans et plus,447,75.6
2024,"Drummondville, Québec",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),447,72.4
2024,"Drummondville, Québec",Urbain,Femmes+,0 à 14 ans,447,67.4
2024,"Drummondville, Québec",Urbain,Femmes+,15 à 64 ans,447,71.3
2024,"Drummondville, Québec",Urbain,Femmes+,15 à 19 ans,447,68.3
2024,"Drummondville, Québec",Urbain,Femmes+,20 à 24 ans,447,75.6
2024,"Drummondville, Québec",Urbain,Femmes+,65 ans et plus,447,77.8
2024,"Drummondville, Québec",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),447,5.2
2024,"Drummondville, Québec",Rurale,"Total, genre",0 à 14 ans,447,5.4
2024,"Drummondville, Québec",Rurale,"Total, genre",15 à 64 ans,447,5.2
2024,"Drummondville, Québec",Rurale,"Total, genre",15 à 19 ans,447,6.0
2024,"Drummondville, Québec",Rurale,"Total, genre",20 à 24 ans,447,6.1
2024,"Drummondville, Québec",Rurale,"Total, genre",65 ans et plus,447,4.7
2024,"Drummondville, Québec",Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),447,5.0
2024,"Drummondville, Québec",Rurale,Hommes+,0 à 14 ans,447,5.5
2024,"Drummondville, Québec",Rurale,Hommes+,15 à 64 ans,447,5.0
2024,"Drummondville, Québec",Rurale,Hommes+,15 à 19 ans,447,5.5
2024,"Drummondville, Québec",Rurale,Hommes+,20 à 24 ans,447,4.9
2024,"Drummondville, Québec",Rurale,Hommes+,65 ans et plus,447,4.4
2024,"Drummondville, Québec",Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),447,5.5
2024,"Drummondville, Québec",Rurale,Femmes+,0 à 14 ans,447,5.4
2024,"Drummondville, Québec",Rurale,Femmes+,15 à 64 ans,447,5.6
2024,"Drummondville, Québec",Rurale,Femmes+,15 à 19 ans,447,7.4
2024,"Drummondville, Québec",Rurale,Femmes+,20 à 24 ans,447,7.2
2024,"Drummondville, Québec",Rurale,Femmes+,65 ans et plus,447,5.1
2024,"Montréal, Québec","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),462,85.8
2024,"Montréal, Québec","Total, emplacement","Total, genre",0 à 14 ans,462,83.3
2024,"Montréal, Québec","Total, emplacement","Total, genre",15 à 64 ans,462,85.8
2024,"Montréal, Québec","Total, emplacement","Total, genre",15 à 19 ans,462,83.5
2024,"Montréal, Québec","Total, emplacement","Total, genre",20 à 24 ans,462,87.8
2024,"Montréal, Québec","Total, emplacement","Total, genre",65 ans et plus,462,87.8
2024,"Montréal, Québec","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),462,85.5
2024,"Montréal, Québec","Total, emplacement",Hommes+,0 à 14 ans,462,83.3
2024,"Montréal, Québec","Total, emplacement",Hommes+,15 à 64 ans,462,85.8
2024,"Montréal, Québec","Total, emplacement",Hommes+,15 à 19 ans,462,83.4
2024,"Montréal, Québec","Total, emplacement",Hommes+,20 à 24 ans,462,87.7
2024,"Montréal, Québec","Total, emplacement",Hommes+,65 ans et plus,462,86.6
2024,"Montréal, Québec","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),462,86.0
2024,"Montréal, Québec","Total, emplacement",Femmes+,0 à 14 ans,462,83.3
2024,"Montréal, Québec","Total, emplacement",Femmes+,15 à 64 ans,462,85.8
2024,"Montréal, Québec","Total, emplacement",Femmes+,15 à 19 ans,462,83.6
2024,"Montréal, Québec","Total, emplacement",Femmes+,20 à 24 ans,462,87.9
2024,"Montréal, Québec","Total, emplacement",Femmes+,65 ans et plus,462,88.7
2024,"Montréal, Québec",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),462,87.6
2024,"Montréal, Québec",Urbain,"Total, genre",0 à 14 ans,462,85.1
2024,"Montréal, Québec",Urbain,"Total, genre",15 à 64 ans,462,87.6
2024,"Montréal, Québec",Urbain,"Total, genre",15 à 19 ans,462,85.2
2024,"Montréal, Québec",Urbain,"Total, genre",20 à 24 ans,462,89.2
2024,"Montréal, Québec",Urbain,"Total, genre",65 ans et plus,462,89.6
2024,"Montréal, Québec",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),462,87.4
2024,"Montréal, Québec",Urbain,Hommes+,0 à 14 ans,462,85.1
2024,"Montréal, Québec",Urbain,Hommes+,15 à 64 ans,462,87.7
2024,"Montréal, Québec",Urbain,Hommes+,15 à 19 ans,462,85.1
2024,"Montréal, Québec",Urbain,Hommes+,20 à 24 ans,462,89.2
2024,"Montréal, Québec",Urbain,Hommes+,65 ans et plus,462,88.7
2024,"Montréal, Québec",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),462,87.7
2024,"Montréal, Québec",Urbain,Femmes+,0 à 14 ans,462,85.1
2024,"Montréal, Québec",Urbain,Femmes+,15 à 64 ans,462,87.6
2024,"Montréal, Québec",Urbain,Femmes+,15 à 19 ans,462,85.3
2024,"Montréal, Québec",Urbain,Femmes+,20 à 24 ans,462,89.3
2024,"Montréal, Québec",Urbain,Femmes+,65 ans et plus,462,90.2
2024,"Montréal, Québec",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),462,26.5
2024,"Montréal, Québec",Rurale,"Total, genre",0 à 14 ans,462,25.6
2024,"Montréal, Québec",Rurale,"Total, genre",15 à 64 ans,462,25.9
2024,"Montréal, Québec",Rurale,"Total, genre",15 à 19 ans,462,27.4
2024,"Montréal, Québec",Rurale,"Total, genre",20 à 24 ans,462,26.9
2024,"Montréal, Québec",Rurale,"Total, genre",65 ans et plus,462,29.6
2024,"Montréal, Québec",Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),462,25.8
2024,"Montréal, Québec",Rurale,Hommes+,0 à 14 ans,462,25.4
2024,"Montréal, Québec",Rurale,Hommes+,15 à 64 ans,462,25.2
2024,"Montréal, Québec",Rurale,Hommes+,15 à 19 ans,462,27.2
2024,"Montréal, Québec",Rurale,Hommes+,20 à 24 ans,462,26.2
2024,"Montréal, Québec",Rurale,Hommes+,65 ans et plus,462,28.2
2024,"Montréal, Québec",Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),462,27.3
2024,"Montréal, Québec",Rurale,Femmes+,0 à 14 ans,462,25.9
2024,"Montréal, Québec",Rurale,Femmes+,15 à 64 ans,462,26.6
2024,"Montréal, Québec",Rurale,Femmes+,15 à 19 ans,462,27.5
2024,"Montréal, Québec",Rurale,Femmes+,20 à 24 ans,462,27.7
2024,"Montréal, Québec",Rurale,Femmes+,65 ans et plus,462,31.1
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),24505,74.8
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement","Total, genre",0 à 14 ans,24505,72.6
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement","Total, genre",15 à 64 ans,24505,74.9
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement","Total, genre",15 à 19 ans,24505,73.5
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement","Total, genre",20 à 24 ans,24505,80.3
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement","Total, genre",65 ans et plus,24505,77.1
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24505,74.1
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Hommes+,0 à 14 ans,24505,72.6
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Hommes+,15 à 64 ans,24505,74.4
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Hommes+,15 à 19 ans,24505,73.7
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Hommes+,20 à 24 ans,24505,79.5
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Hommes+,65 ans et plus,24505,74.3
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24505,75.6
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Femmes+,0 à 14 ans,24505,72.6
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Femmes+,15 à 64 ans,24505,75.3
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Femmes+,15 à 19 ans,24505,73.3
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Femmes+,20 à 24 ans,24505,81.1
2024,"Ottawa - Gatineau (partie du Québec), Québec","Total, emplacement",Femmes+,65 ans et plus,24505,79.5
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),24505,85.5
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,"Total, genre",0 à 14 ans,24505,83.1
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,"Total, genre",15 à 64 ans,24505,85.6
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,"Total, genre",15 à 19 ans,24505,83.0
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,"Total, genre",20 à 24 ans,24505,87.7
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,"Total, genre",65 ans et plus,24505,87.7
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24505,85.2
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Hommes+,0 à 14 ans,24505,83.3
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Hommes+,15 à 64 ans,24505,85.5
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Hommes+,15 à 19 ans,24505,83.4
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Hommes+,20 à 24 ans,24505,87.3
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Hommes+,65 ans et plus,24505,86.6
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24505,85.7
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Femmes+,0 à 14 ans,24505,82.9
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Femmes+,15 à 64 ans,24505,85.6
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Femmes+,15 à 19 ans,24505,82.7
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Femmes+,20 à 24 ans,24505,88.2
2024,"Ottawa - Gatineau (partie du Québec), Québec",Urbain,Femmes+,65 ans et plus,24505,88.6
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),24505,16.2
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,"Total, genre",0 à 14 ans,24505,15.1
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,"Total, genre",15 à 64 ans,24505,15.9
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,"Total, genre",15 à 19 ans,24505,18.6
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,"Total, genre",20 à 24 ans,24505,18.3
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,"Total, genre",65 ans et plus,24505,18.6
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24505,15.8
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Hommes+,0 à 14 ans,24505,14.8
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Hommes+,15 à 64 ans,24505,15.8
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Hommes+,15 à 19 ans,24505,18.8
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Hommes+,20 à 24 ans,24505,18.8
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Hommes+,65 ans et plus,24505,16.7
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),24505,16.7
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Femmes+,0 à 14 ans,24505,15.4
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Femmes+,15 à 64 ans,24505,16.0
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Femmes+,15 à 19 ans,24505,18.3
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Femmes+,20 à 24 ans,24505,18.4
2024,"Ottawa - Gatineau (partie du Québec), Québec",Rurale,Femmes+,65 ans et plus,24505,20.8
2024,"L'Ange-Gardien, Québec","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement","Total, genre",0 à 14 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement","Total, genre",15 à 64 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement","Total, genre",15 à 19 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement","Total, genre",20 à 24 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement","Total, genre",65 ans et plus,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Hommes+,0 à 14 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Hommes+,15 à 64 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Hommes+,15 à 19 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Hommes+,20 à 24 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Hommes+,65 ans et plus,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Femmes+,0 à 14 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Femmes+,15 à 64 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Femmes+,15 à 19 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Femmes+,20 à 24 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec","Total, emplacement",Femmes+,65 ans et plus,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,"Total, genre",0 à 14 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,"Total, genre",15 à 64 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,"Total, genre",15 à 19 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,"Total, genre",20 à 24 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,"Total, genre",65 ans et plus,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Hommes+,0 à 14 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Hommes+,15 à 64 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Hommes+,15 à 19 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Hommes+,20 à 24 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Hommes+,65 ans et plus,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Femmes+,0 à 14 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Femmes+,15 à 64 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Femmes+,15 à 19 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Femmes+,20 à 24 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Urbain,Femmes+,65 ans et plus,2482005,0.0
2024,"L'Ange-Gardien, Québec",Rurale,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),2482005,0.0
2024,"L'Ange-Gardien, Québec",Rurale,"Total, genre",0 à 14 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Rurale,"Total, genre",15 à 64 ans,2482005,0.0
2024,"L'Ange-Gardien, Québec",Rurale,"Total, genre",15 à 19 ans,2482005,0.0
