Year,Units,Géographie,Type de famille économique,GeoCode,Value
2019,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Hommes âgés hors famille économique,,52700.0
2019,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Femmes âgées hors famille économique,,33900.0
2019,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Personnes non âgées hors famille économique,,36600.0
2019,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Hommes non âgés hors famille économique,,43400.0
2019,Dollars constants de 2023,"Vancouver, Colombie-Britannique",Femmes non âgées hors famille économique,,30200.0
2020,Dollars constants de 2023,Canada,Familles économiques,,106000.0
2020,Dollars constants de 2023,Canada,Familles de personnes âgées,,78600.0
2020,Dollars constants de 2023,Canada,Couples de personnes âgées,,75600.0
2020,Dollars constants de 2023,Canada,Autres familles de personnes âgées,,91700.0
2020,Dollars constants de 2023,Canada,Familles de personnes non âgées,,114200.0
2020,Dollars constants de 2023,Canada,Couples,,99700.0
2020,Dollars constants de 2023,Canada,Couples avec des enfants,,126900.0
2020,Dollars constants de 2023,Canada,Couples avec d'autres personnes apparentées,,159400.0
2020,Dollars constants de 2023,Canada,Familles monoparentales,,70300.0
2020,Dollars constants de 2023,Canada,Familles monoparentales ayant un homme à leur tête,,77800.0
2020,Dollars constants de 2023,Canada,Familles monoparentales ayant une femme à leur tête,,68400.0
2020,Dollars constants de 2023,Canada,Autres familles de personnes non âgées,,99200.0
2020,Dollars constants de 2023,Canada,Personnes hors famille économique,,39600.0
2020,Dollars constants de 2023,Canada,Personnes âgées hors famille économique,,36000.0
2020,Dollars constants de 2023,Canada,Hommes âgés hors famille économique,,38600.0
2020,Dollars constants de 2023,Canada,Femmes âgées hors famille économique,,34900.0
2020,Dollars constants de 2023,Canada,Personnes non âgées hors famille économique,,41200.0
2020,Dollars constants de 2023,Canada,Hommes non âgés hors famille économique,,43200.0
2020,Dollars constants de 2023,Canada,Femmes non âgées hors famille économique,,38500.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Familles économiques et personnes hors famille économique,,66300.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Familles économiques,,92600.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Familles de personnes âgées,,70900.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Couples de personnes âgées,,68000.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Autres familles de personnes âgées,,87300.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Familles de personnes non âgées,,100600.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Couples,,89100.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Couples avec des enfants,,115000.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Couples avec d'autres personnes apparentées,,145600.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Familles monoparentales,,60900.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Familles monoparentales ayant un homme à leur tête,,69700.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Familles monoparentales ayant une femme à leur tête,,57400.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Autres familles de personnes non âgées,,84400.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Personnes hors famille économique,,35500.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Personnes âgées hors famille économique,,32300.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Hommes âgés hors famille économique,,35400.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Femmes âgées hors famille économique,,31300.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Personnes non âgées hors famille économique,,37200.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Hommes non âgés hors famille économique,,38600.0
2020,Dollars constants de 2023,Provinces de l'Atlantique,Femmes non âgées hors famille économique,,35700.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Familles économiques et personnes hors famille économique,10,68000.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Familles économiques,10,94900.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Familles de personnes âgées,10,64200.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Couples de personnes âgées,10,60900.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Autres familles de personnes âgées,10,91600.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Familles de personnes non âgées,10,105500.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Couples,10,90600.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Couples avec des enfants,10,121000.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Couples avec d'autres personnes apparentées,10,151000.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Familles monoparentales,10,54500.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Familles monoparentales ayant un homme à leur tête,10,
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Familles monoparentales ayant une femme à leur tête,10,52900.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Autres familles de personnes non âgées,10,97300.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Personnes hors famille économique,10,37800.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,10,32900.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,10,41300.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,10,31100.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,10,40700.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,10,43000.0
2020,Dollars constants de 2023,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,10,38000.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Familles économiques et personnes hors famille économique,11,68200.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Familles économiques,11,90400.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Familles de personnes âgées,11,72600.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Couples de personnes âgées,11,68900.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Autres familles de personnes âgées,11,101600.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Familles de personnes non âgées,11,97200.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Couples,11,91600.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Couples avec des enfants,11,110500.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Couples avec d'autres personnes apparentées,11,133800.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Familles monoparentales,11,57300.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Familles monoparentales ayant un homme à leur tête,11,
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Familles monoparentales ayant une femme à leur tête,11,57300.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Autres familles de personnes non âgées,11,80500.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Personnes hors famille économique,11,34900.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Personnes âgées hors famille économique,11,32900.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Hommes âgés hors famille économique,11,32200.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Femmes âgées hors famille économique,11,33600.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Personnes non âgées hors famille économique,11,36500.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Hommes non âgés hors famille économique,11,33600.0
2020,Dollars constants de 2023,Île-du-Prince-Édouard,Femmes non âgées hors famille économique,11,39200.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Familles économiques et personnes hors famille économique,12,65900.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Familles économiques,12,93100.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Familles de personnes âgées,12,73200.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Couples de personnes âgées,12,70100.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Autres familles de personnes âgées,12,87200.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Familles de personnes non âgées,12,100100.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Couples,12,90500.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Couples avec des enfants,12,112300.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Couples avec d'autres personnes apparentées,12,147600.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Familles monoparentales,12,63400.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Familles monoparentales ayant un homme à leur tête,12,71300.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Familles monoparentales ayant une femme à leur tête,12,59600.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Autres familles de personnes non âgées,12,85400.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Personnes hors famille économique,12,35400.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Personnes âgées hors famille économique,12,33300.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Hommes âgés hors famille économique,12,35400.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Femmes âgées hors famille économique,12,32000.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Personnes non âgées hors famille économique,12,36500.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Hommes non âgés hors famille économique,12,38200.0
2020,Dollars constants de 2023,Nouvelle-Écosse,Femmes non âgées hors famille économique,12,34200.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Familles économiques et personnes hors famille économique,13,65200.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Familles économiques,13,90100.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Familles de personnes âgées,13,72700.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Couples de personnes âgées,13,71100.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Autres familles de personnes âgées,13,84200.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Familles de personnes non âgées,13,99000.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Couples,13,84900.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Couples avec des enfants,13,119500.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Couples avec d'autres personnes apparentées,13,142400.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Familles monoparentales,13,63600.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Familles monoparentales ayant un homme à leur tête,13,
2020,Dollars constants de 2023,Nouveau-Brunswick,Familles monoparentales ayant une femme à leur tête,13,64600.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Autres familles de personnes non âgées,13,76700.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Personnes hors famille économique,13,34600.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Personnes âgées hors famille économique,13,31100.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Hommes âgés hors famille économique,13,33800.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Femmes âgées hors famille économique,13,29200.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Personnes non âgées hors famille économique,13,37200.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Hommes non âgés hors famille économique,13,39300.0
2020,Dollars constants de 2023,Nouveau-Brunswick,Femmes non âgées hors famille économique,13,35300.0
2020,Dollars constants de 2023,Québec,Familles économiques et personnes hors famille économique,24,68500.0
2020,Dollars constants de 2023,Québec,Familles économiques,24,98300.0
2020,Dollars constants de 2023,Québec,Familles de personnes âgées,24,70200.0
2020,Dollars constants de 2023,Québec,Couples de personnes âgées,24,68700.0
2020,Dollars constants de 2023,Québec,Autres familles de personnes âgées,24,78600.0
2020,Dollars constants de 2023,Québec,Familles de personnes non âgées,24,108600.0
2020,Dollars constants de 2023,Québec,Couples,24,94400.0
2020,Dollars constants de 2023,Québec,Couples avec des enfants,24,121400.0
2020,Dollars constants de 2023,Québec,Couples avec d'autres personnes apparentées,24,149300.0
2020,Dollars constants de 2023,Québec,Familles monoparentales,24,74600.0
2020,Dollars constants de 2023,Québec,Familles monoparentales ayant un homme à leur tête,24,78700.0
2020,Dollars constants de 2023,Québec,Familles monoparentales ayant une femme à leur tête,24,74000.0
2020,Dollars constants de 2023,Québec,Autres familles de personnes non âgées,24,95200.0
2020,Dollars constants de 2023,Québec,Personnes hors famille économique,24,37500.0
2020,Dollars constants de 2023,Québec,Personnes âgées hors famille économique,24,32300.0
2020,Dollars constants de 2023,Québec,Hommes âgés hors famille économique,24,33900.0
2020,Dollars constants de 2023,Québec,Femmes âgées hors famille économique,24,31300.0
2020,Dollars constants de 2023,Québec,Personnes non âgées hors famille économique,24,40800.0
2020,Dollars constants de 2023,Québec,Hommes non âgés hors famille économique,24,42900.0
2020,Dollars constants de 2023,Québec,Femmes non âgées hors famille économique,24,37900.0
2020,Dollars constants de 2023,Ontario,Familles économiques et personnes hors famille économique,35,80400.0
2020,Dollars constants de 2023,Ontario,Familles économiques,35,110800.0
2020,Dollars constants de 2023,Ontario,Familles de personnes âgées,35,82100.0
2020,Dollars constants de 2023,Ontario,Couples de personnes âgées,35,80100.0
2020,Dollars constants de 2023,Ontario,Autres familles de personnes âgées,35,92700.0
2020,Dollars constants de 2023,Ontario,Familles de personnes non âgées,35,118900.0
2020,Dollars constants de 2023,Ontario,Couples,35,103600.0
2020,Dollars constants de 2023,Ontario,Couples avec des enfants,35,130100.0
2020,Dollars constants de 2023,Ontario,Couples avec d'autres personnes apparentées,35,160600.0
2020,Dollars constants de 2023,Ontario,Familles monoparentales,35,68200.0
2020,Dollars constants de 2023,Ontario,Familles monoparentales ayant un homme à leur tête,35,75400.0
2020,Dollars constants de 2023,Ontario,Familles monoparentales ayant une femme à leur tête,35,67200.0
2020,Dollars constants de 2023,Ontario,Autres familles de personnes non âgées,35,106200.0
2020,Dollars constants de 2023,Ontario,Personnes hors famille économique,35,40200.0
2020,Dollars constants de 2023,Ontario,Personnes âgées hors famille économique,35,38600.0
2020,Dollars constants de 2023,Ontario,Hommes âgés hors famille économique,35,41500.0
2020,Dollars constants de 2023,Ontario,Femmes âgées hors famille économique,35,37500.0
2020,Dollars constants de 2023,Ontario,Personnes non âgées hors famille économique,35,40700.0
2020,Dollars constants de 2023,Ontario,Hommes non âgés hors famille économique,35,43400.0
2020,Dollars constants de 2023,Ontario,Femmes non âgées hors famille économique,35,37100.0
2020,Dollars constants de 2023,Provinces des Prairies,Familles économiques et personnes hors famille économique,,83600.0
2020,Dollars constants de 2023,Provinces des Prairies,Familles économiques,,112200.0
2020,Dollars constants de 2023,Provinces des Prairies,Familles de personnes âgées,,85500.0
2020,Dollars constants de 2023,Provinces des Prairies,Couples de personnes âgées,,81600.0
2020,Dollars constants de 2023,Provinces des Prairies,Autres familles de personnes âgées,,105300.0
2020,Dollars constants de 2023,Provinces des Prairies,Familles de personnes non âgées,,119900.0
2020,Dollars constants de 2023,Provinces des Prairies,Couples,,107500.0
2020,Dollars constants de 2023,Provinces des Prairies,Couples avec des enfants,,130800.0
2020,Dollars constants de 2023,Provinces des Prairies,Couples avec d'autres personnes apparentées,,165300.0
2020,Dollars constants de 2023,Provinces des Prairies,Familles monoparentales,,72300.0
2020,Dollars constants de 2023,Provinces des Prairies,Familles monoparentales ayant un homme à leur tête,,94200.0
2020,Dollars constants de 2023,Provinces des Prairies,Familles monoparentales ayant une femme à leur tête,,68400.0
2020,Dollars constants de 2023,Provinces des Prairies,Autres familles de personnes non âgées,,94000.0
2020,Dollars constants de 2023,Provinces des Prairies,Personnes hors famille économique,,41400.0
2020,Dollars constants de 2023,Provinces des Prairies,Personnes âgées hors famille économique,,36700.0
2020,Dollars constants de 2023,Provinces des Prairies,Hommes âgés hors famille économique,,37700.0
2020,Dollars constants de 2023,Provinces des Prairies,Femmes âgées hors famille économique,,35400.0
2020,Dollars constants de 2023,Provinces des Prairies,Personnes non âgées hors famille économique,,43500.0
2020,Dollars constants de 2023,Provinces des Prairies,Hommes non âgés hors famille économique,,45900.0
2020,Dollars constants de 2023,Provinces des Prairies,Femmes non âgées hors famille économique,,41500.0
2020,Dollars constants de 2023,Manitoba,Familles économiques et personnes hors famille économique,46,72300.0
2020,Dollars constants de 2023,Manitoba,Familles économiques,46,97400.0
2020,Dollars constants de 2023,Manitoba,Familles de personnes âgées,46,78600.0
2020,Dollars constants de 2023,Manitoba,Couples de personnes âgées,46,76100.0
2020,Dollars constants de 2023,Manitoba,Autres familles de personnes âgées,46,96500.0
2020,Dollars constants de 2023,Manitoba,Familles de personnes non âgées,46,104000.0
2020,Dollars constants de 2023,Manitoba,Couples,46,92400.0
2020,Dollars constants de 2023,Manitoba,Couples avec des enfants,46,115200.0
2020,Dollars constants de 2023,Manitoba,Couples avec d'autres personnes apparentées,46,150700.0
2020,Dollars constants de 2023,Manitoba,Familles monoparentales,46,61700.0
2020,Dollars constants de 2023,Manitoba,Familles monoparentales ayant un homme à leur tête,46,61700.0
2020,Dollars constants de 2023,Manitoba,Familles monoparentales ayant une femme à leur tête,46,60700.0
2020,Dollars constants de 2023,Manitoba,Autres familles de personnes non âgées,46,81700.0
2020,Dollars constants de 2023,Manitoba,Personnes hors famille économique,46,38900.0
2020,Dollars constants de 2023,Manitoba,Personnes âgées hors famille économique,46,38600.0
2020,Dollars constants de 2023,Manitoba,Hommes âgés hors famille économique,46,41900.0
2020,Dollars constants de 2023,Manitoba,Femmes âgées hors famille économique,46,37200.0
2020,Dollars constants de 2023,Manitoba,Personnes non âgées hors famille économique,46,39700.0
2020,Dollars constants de 2023,Manitoba,Hommes non âgés hors famille économique,46,40600.0
2020,Dollars constants de 2023,Manitoba,Femmes non âgées hors famille économique,46,38500.0
2020,Dollars constants de 2023,Saskatchewan,Familles économiques et personnes hors famille économique,47,77600.0
2020,Dollars constants de 2023,Saskatchewan,Familles économiques,47,104000.0
2020,Dollars constants de 2023,Saskatchewan,Familles de personnes âgées,47,80300.0
2020,Dollars constants de 2023,Saskatchewan,Couples de personnes âgées,47,80300.0
2020,Dollars constants de 2023,Saskatchewan,Autres familles de personnes âgées,47,79300.0
2020,Dollars constants de 2023,Saskatchewan,Familles de personnes non âgées,47,111800.0
2020,Dollars constants de 2023,Saskatchewan,Couples,47,102800.0
2020,Dollars constants de 2023,Saskatchewan,Couples avec des enfants,47,124800.0
2020,Dollars constants de 2023,Saskatchewan,Couples avec d'autres personnes apparentées,47,145300.0
2020,Dollars constants de 2023,Saskatchewan,Familles monoparentales,47,63400.0
2020,Dollars constants de 2023,Saskatchewan,Familles monoparentales ayant un homme à leur tête,47,64600.0
2020,Dollars constants de 2023,Saskatchewan,Familles monoparentales ayant une femme à leur tête,47,62800.0
2020,Dollars constants de 2023,Saskatchewan,Autres familles de personnes non âgées,47,90300.0
2020,Dollars constants de 2023,Saskatchewan,Personnes hors famille économique,47,38600.0
2020,Dollars constants de 2023,Saskatchewan,Personnes âgées hors famille économique,47,36300.0
2020,Dollars constants de 2023,Saskatchewan,Hommes âgés hors famille économique,47,37400.0
2020,Dollars constants de 2023,Saskatchewan,Femmes âgées hors famille économique,47,35400.0
2020,Dollars constants de 2023,Saskatchewan,Personnes non âgées hors famille économique,47,41200.0
2020,Dollars constants de 2023,Saskatchewan,Hommes non âgés hors famille économique,47,42900.0
2020,Dollars constants de 2023,Saskatchewan,Femmes non âgées hors famille économique,47,38200.0
2020,Dollars constants de 2023,Alberta,Familles économiques et personnes hors famille économique,48,89100.0
2020,Dollars constants de 2023,Alberta,Familles économiques,48,119200.0
2020,Dollars constants de 2023,Alberta,Familles de personnes âgées,48,90300.0
2020,Dollars constants de 2023,Alberta,Couples de personnes âgées,48,85400.0
2020,Dollars constants de 2023,Alberta,Autres familles de personnes âgées,48,117700.0
2020,Dollars constants de 2023,Alberta,Familles de personnes non âgées,48,127600.0
2020,Dollars constants de 2023,Alberta,Couples,48,113900.0
2020,Dollars constants de 2023,Alberta,Couples avec des enfants,48,137800.0
2020,Dollars constants de 2023,Alberta,Couples avec d'autres personnes apparentées,48,168600.0
2020,Dollars constants de 2023,Alberta,Familles monoparentales,48,86100.0
2020,Dollars constants de 2023,Alberta,Familles monoparentales ayant un homme à leur tête,48,124000.0
2020,Dollars constants de 2023,Alberta,Familles monoparentales ayant une femme à leur tête,48,79000.0
2020,Dollars constants de 2023,Alberta,Autres familles de personnes non âgées,48,101600.0
2020,Dollars constants de 2023,Alberta,Personnes hors famille économique,48,43100.0
2020,Dollars constants de 2023,Alberta,Personnes âgées hors famille économique,48,36000.0
2020,Dollars constants de 2023,Alberta,Hommes âgés hors famille économique,48,37200.0
2020,Dollars constants de 2023,Alberta,Femmes âgées hors famille économique,48,35000.0
2020,Dollars constants de 2023,Alberta,Personnes non âgées hors famille économique,48,46500.0
2020,Dollars constants de 2023,Alberta,Hommes non âgés hors famille économique,48,49500.0
2020,Dollars constants de 2023,Alberta,Femmes non âgées hors famille économique,48,43700.0
2020,Dollars constants de 2023,Colombie-Britannique,Familles économiques et personnes hors famille économique,59,77300.0
2020,Dollars constants de 2023,Colombie-Britannique,Familles économiques,59,108100.0
2020,Dollars constants de 2023,Colombie-Britannique,Familles de personnes âgées,59,83500.0
2020,Dollars constants de 2023,Colombie-Britannique,Couples de personnes âgées,59,80200.0
2020,Dollars constants de 2023,Colombie-Britannique,Autres familles de personnes âgées,59,115100.0
2020,Dollars constants de 2023,Colombie-Britannique,Familles de personnes non âgées,59,115500.0
2020,Dollars constants de 2023,Colombie-Britannique,Couples,59,98400.0
2020,Dollars constants de 2023,Colombie-Britannique,Couples avec des enfants,59,128200.0
2020,Dollars constants de 2023,Colombie-Britannique,Couples avec d'autres personnes apparentées,59,165800.0
2020,Dollars constants de 2023,Colombie-Britannique,Familles monoparentales,59,72500.0
2020,Dollars constants de 2023,Colombie-Britannique,Familles monoparentales ayant un homme à leur tête,59,71200.0
2020,Dollars constants de 2023,Colombie-Britannique,Familles monoparentales ayant une femme à leur tête,59,73700.0
2020,Dollars constants de 2023,Colombie-Britannique,Autres familles de personnes non âgées,59,99200.0
2020,Dollars constants de 2023,Colombie-Britannique,Personnes hors famille économique,59,42000.0
2020,Dollars constants de 2023,Colombie-Britannique,Personnes âgées hors famille économique,59,41600.0
2020,Dollars constants de 2023,Colombie-Britannique,Hommes âgés hors famille économique,59,49100.0
2020,Dollars constants de 2023,Colombie-Britannique,Femmes âgées hors famille économique,59,38000.0
2020,Dollars constants de 2023,Colombie-Britannique,Personnes non âgées hors famille économique,59,42000.0
2020,Dollars constants de 2023,Colombie-Britannique,Hommes non âgés hors famille économique,59,44500.0
2020,Dollars constants de 2023,Colombie-Britannique,Femmes non âgées hors famille économique,59,40400.0
2020,Dollars constants de 2023,"Québec, Québec",Familles économiques et personnes hors famille économique,,75100.0
2020,Dollars constants de 2023,"Québec, Québec",Familles économiques,,106100.0
2020,Dollars constants de 2023,"Québec, Québec",Familles de personnes âgées,,77600.0
2020,Dollars constants de 2023,"Québec, Québec",Couples de personnes âgées,,79700.0
2020,Dollars constants de 2023,"Québec, Québec",Autres familles de personnes âgées,,
2020,Dollars constants de 2023,"Québec, Québec",Familles de personnes non âgées,,116000.0
2020,Dollars constants de 2023,"Québec, Québec",Couples,,104200.0
2020,Dollars constants de 2023,"Québec, Québec",Couples avec des enfants,,132000.0
2020,Dollars constants de 2023,"Québec, Québec",Couples avec d'autres personnes apparentées,,143100.0
2020,Dollars constants de 2023,"Québec, Québec",Familles monoparentales,,91100.0
2020,Dollars constants de 2023,"Québec, Québec",Familles monoparentales ayant un homme à leur tête,,
2020,Dollars constants de 2023,"Québec, Québec",Familles monoparentales ayant une femme à leur tête,,91100.0
2020,Dollars constants de 2023,"Québec, Québec",Autres familles de personnes non âgées,,103800.0
2020,Dollars constants de 2023,"Québec, Québec",Personnes hors famille économique,,41300.0
2020,Dollars constants de 2023,"Québec, Québec",Personnes âgées hors famille économique,,37400.0
2020,Dollars constants de 2023,"Québec, Québec",Hommes âgés hors famille économique,,38700.0
2020,Dollars constants de 2023,"Québec, Québec",Femmes âgées hors famille économique,,37400.0
2020,Dollars constants de 2023,"Québec, Québec",Personnes non âgées hors famille économique,,43100.0
2020,Dollars constants de 2023,"Québec, Québec",Hommes non âgés hors famille économique,,46100.0
2020,Dollars constants de 2023,"Québec, Québec",Femmes non âgées hors famille économique,,38200.0
2020,Dollars constants de 2023,"Montréal, Québec",Familles économiques et personnes hors famille économique,,72100.0
2020,Dollars constants de 2023,"Montréal, Québec",Familles économiques,,102300.0
2020,Dollars constants de 2023,"Montréal, Québec",Familles de personnes âgées,,73400.0
2020,Dollars constants de 2023,"Montréal, Québec",Couples de personnes âgées,,72300.0
2020,Dollars constants de 2023,"Montréal, Québec",Autres familles de personnes âgées,,83200.0
2020,Dollars constants de 2023,"Montréal, Québec",Familles de personnes non âgées,,110500.0
2020,Dollars constants de 2023,"Montréal, Québec",Couples,,99400.0
2020,Dollars constants de 2023,"Montréal, Québec",Couples avec des enfants,,117900.0
2020,Dollars constants de 2023,"Montréal, Québec",Couples avec d'autres personnes apparentées,,152300.0
2020,Dollars constants de 2023,"Montréal, Québec",Familles monoparentales,,72700.0
2020,Dollars constants de 2023,"Montréal, Québec",Familles monoparentales ayant un homme à leur tête,,
2020,Dollars constants de 2023,"Montréal, Québec",Familles monoparentales ayant une femme à leur tête,,73700.0
2020,Dollars constants de 2023,"Montréal, Québec",Autres familles de personnes non âgées,,96800.0
2020,Dollars constants de 2023,"Montréal, Québec",Personnes hors famille économique,,38000.0
2020,Dollars constants de 2023,"Montréal, Québec",Personnes âgées hors famille économique,,32300.0
2020,Dollars constants de 2023,"Montréal, Québec",Hommes âgés hors famille économique,,33700.0
2020,Dollars constants de 2023,"Montréal, Québec",Femmes âgées hors famille économique,,31700.0
2020,Dollars constants de 2023,"Montréal, Québec",Personnes non âgées hors famille économique,,40900.0
2020,Dollars constants de 2023,"Montréal, Québec",Hommes non âgés hors famille économique,,44300.0
2020,Dollars constants de 2023,"Montréal, Québec",Femmes non âgées hors famille économique,,37100.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles économiques et personnes hors famille économique,,83200.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles économiques,,120900.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes âgées,,91900.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Couples de personnes âgées,,89800.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes âgées,,
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles de personnes non âgées,,126500.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Couples,,108300.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Couples avec des enfants,,150600.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Couples avec d'autres personnes apparentées,,200400.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales,,82400.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales ayant un homme à leur tête,,
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Familles monoparentales ayant une femme à leur tête,,75100.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Autres familles de personnes non âgées,,114600.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Personnes hors famille économique,,44300.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Personnes âgées hors famille économique,,48300.0
2020,Dollars constants de 2023,"Ottawa-Gatineau, Ontario/Québec",Hommes âgés hors famille économique,,49100.0
