Year,Géographie,Genre,Groupe d'âge,GeoCode,Value
2017,Québec,Femmes+,25 à 44 ans,24,30.61
2017,Québec,Femmes+,25 à 54 ans,24,30.33
2017,Québec,Femmes+,25 ans et plus,24,25.56
2017,Québec,Femmes+,45 ans et plus,24,21.24
2017,Québec,Femmes+,55 à 64 ans,24,19.83
2017,Québec,Femmes+,55 ans et plus,24,15.94
2017,Québec,Femmes+,65 ans et plus,24,0.0
2017,Saskatchewan,Hommes+,15 à 24 ans,47,18.94
2017,Saskatchewan,Hommes+,15 ans et plus,47,25.97
2017,Saskatchewan,Hommes+,25 à 44 ans,47,42.42
2017,Saskatchewan,Hommes+,25 à 54 ans,47,43.33
2017,Saskatchewan,Hommes+,25 ans et plus,47,29.41
2017,Saskatchewan,Hommes+,45 ans et plus,47,17.52
2017,Saskatchewan,Hommes+,55 à 64 ans,47,15.09
2017,Saskatchewan,Hommes+,55 ans et plus,47,9.65
2017,Saskatchewan,Hommes+,65 ans et plus,47,0.0
2017,Saskatchewan,Total - Genre,15 à 24 ans,47,21.28
2017,Saskatchewan,Total - Genre,15 ans et plus,47,23.99
2017,Saskatchewan,Total - Genre,25 à 44 ans,47,32.97
2017,Saskatchewan,Total - Genre,25 à 54 ans,47,32.74
2017,Saskatchewan,Total - Genre,25 ans et plus,47,25.29
2017,Saskatchewan,Total - Genre,45 ans et plus,47,20.44
2017,Saskatchewan,Total - Genre,55 à 64 ans,47,16.86
2017,Saskatchewan,Total - Genre,55 ans et plus,47,13.99
2017,Saskatchewan,Total - Genre,65 ans et plus,47,4.92
2017,Saskatchewan,Femmes+,15 à 24 ans,47,20.81
2017,Saskatchewan,Femmes+,15 ans et plus,47,22.86
2017,Saskatchewan,Femmes+,25 à 44 ans,47,28.5
2017,Saskatchewan,Femmes+,25 à 54 ans,47,28.57
2017,Saskatchewan,Femmes+,25 ans et plus,47,23.96
2017,Saskatchewan,Femmes+,45 ans et plus,47,20.07
2017,Saskatchewan,Femmes+,55 à 64 ans,47,15.13
2017,Saskatchewan,Femmes+,55 ans et plus,47,12.29
2017,Saskatchewan,Femmes+,65 ans et plus,47,0.0
2018,Alberta,Hommes+,15 à 24 ans,48,20.4
2018,Alberta,Hommes+,15 ans et plus,48,28.94
2018,Alberta,Hommes+,25 à 44 ans,48,40.71
2018,Alberta,Hommes+,25 à 54 ans,48,41.71
2018,Alberta,Hommes+,25 ans et plus,48,32.96
2018,Alberta,Hommes+,45 ans et plus,48,25.34
2018,Alberta,Hommes+,55 à 64 ans,48,17.11
2018,Alberta,Hommes+,55 ans et plus,48,16.09
2018,Alberta,Hommes+,65 ans et plus,48,0.0
2018,Alberta,Total - Genre,15 à 24 ans,48,22.12
2018,Alberta,Total - Genre,15 ans et plus,48,24.33
2018,Alberta,Total - Genre,25 à 44 ans,48,28.29
2018,Alberta,Total - Genre,25 à 54 ans,48,30.02
2018,Alberta,Total - Genre,25 ans et plus,48,25.26
2018,Alberta,Total - Genre,45 ans et plus,48,22.54
2018,Alberta,Total - Genre,55 à 64 ans,48,19.35
2018,Alberta,Total - Genre,55 ans et plus,48,16.16
2018,Alberta,Total - Genre,65 ans et plus,48,4.71
2018,Alberta,Femmes+,15 à 24 ans,48,21.94
2018,Alberta,Femmes+,15 ans et plus,48,22.19
2018,Alberta,Femmes+,25 à 44 ans,48,24.12
2018,Alberta,Femmes+,25 à 54 ans,48,25.68
2018,Alberta,Femmes+,25 ans et plus,48,22.27
2018,Alberta,Femmes+,45 ans et plus,48,20.23
2018,Alberta,Femmes+,55 à 64 ans,48,12.85
2018,Alberta,Femmes+,55 ans et plus,48,10.37
2018,Alberta,Femmes+,65 ans et plus,48,0.0
2018,Colombie-Britannique,Hommes+,15 à 24 ans,59,9.32
2018,Colombie-Britannique,Hommes+,15 ans et plus,59,21.56
2018,Colombie-Britannique,Hommes+,25 à 44 ans,59,33.89
2018,Colombie-Britannique,Hommes+,25 à 54 ans,59,37.27
2018,Colombie-Britannique,Hommes+,25 ans et plus,59,26.59
2018,Colombie-Britannique,Hommes+,45 ans et plus,59,20.77
2018,Colombie-Britannique,Hommes+,55 à 64 ans,59,14.08
2018,Colombie-Britannique,Hommes+,55 ans et plus,59,9.34
2018,Colombie-Britannique,Hommes+,65 ans et plus,59,0.0
2018,Colombie-Britannique,Total - Genre,15 à 24 ans,59,12.67
2018,Colombie-Britannique,Total - Genre,15 ans et plus,59,17.57
2018,Colombie-Britannique,Total - Genre,25 à 44 ans,59,24.02
2018,Colombie-Britannique,Total - Genre,25 à 54 ans,59,24.1
2018,Colombie-Britannique,Total - Genre,25 ans et plus,59,19.74
2018,Colombie-Britannique,Total - Genre,45 ans et plus,59,16.55
2018,Colombie-Britannique,Total - Genre,55 à 64 ans,59,16.65
2018,Colombie-Britannique,Total - Genre,55 ans et plus,59,12.75
2018,Colombie-Britannique,Total - Genre,65 ans et plus,59,4.19
2018,Colombie-Britannique,Femmes+,15 à 24 ans,59,11.23
2018,Colombie-Britannique,Femmes+,15 ans et plus,59,15.57
2018,Colombie-Britannique,Femmes+,25 à 44 ans,59,19.48
2018,Colombie-Britannique,Femmes+,25 à 54 ans,59,19.69
2018,Colombie-Britannique,Femmes+,25 ans et plus,59,16.74
2018,Colombie-Britannique,Femmes+,45 ans et plus,59,14.51
2018,Colombie-Britannique,Femmes+,55 à 64 ans,59,7.94
2018,Colombie-Britannique,Femmes+,55 ans et plus,59,8.29
2018,Colombie-Britannique,Femmes+,65 ans et plus,59,0.0
2018,Canada,Hommes+,15 à 24 ans,,15.93
2018,Canada,Hommes+,15 ans et plus,,23.62
2018,Canada,Hommes+,25 à 44 ans,,41.22
2018,Canada,Hommes+,25 à 54 ans,,42.08
2018,Canada,Hommes+,25 ans et plus,,29.37
2018,Canada,Hommes+,45 ans et plus,,22.64
2018,Canada,Hommes+,55 à 64 ans,,25.89
2018,Canada,Hommes+,55 ans et plus,,16.44
2018,Canada,Hommes+,65 ans et plus,,7.51
2018,Canada,Total - Genre,15 à 24 ans,,15.8
2018,Canada,Total - Genre,25 à 44 ans,,31.1
2018,Canada,Total - Genre,25 à 54 ans,,31.3
2018,Canada,Total - Genre,25 ans et plus,,25.1
2018,Canada,Total - Genre,45 ans et plus,,20.76
2018,Canada,Total - Genre,55 à 64 ans,,20.48
2018,Canada,Total - Genre,55 ans et plus,,15.42
2018,Canada,Total - Genre,65 ans et plus,,7.61
2018,Canada,Femmes+,15 à 24 ans,,15.71
2018,Canada,Femmes+,15 ans et plus,,20.93
2018,Canada,Femmes+,25 à 44 ans,,27.44
2018,Canada,Femmes+,25 à 54 ans,,27.63
2018,Canada,Femmes+,25 ans et plus,,23.22
2018,Canada,Femmes+,45 ans et plus,,19.81
2018,Canada,Femmes+,55 à 64 ans,,18.1
2018,Canada,Femmes+,55 ans et plus,,14.77
2018,Canada,Femmes+,65 ans et plus,,5.5
2018,Manitoba,Hommes+,15 à 24 ans,46,16.92
2018,Manitoba,Hommes+,15 ans et plus,46,24.44
2018,Manitoba,Hommes+,25 à 44 ans,46,41.3
2018,Manitoba,Hommes+,25 à 54 ans,46,41.27
2018,Manitoba,Hommes+,25 ans et plus,46,29.48
2018,Manitoba,Hommes+,45 ans et plus,46,19.5
2018,Manitoba,Hommes+,55 à 64 ans,46,15.09
2018,Manitoba,Hommes+,55 ans et plus,46,8.8
2018,Manitoba,Hommes+,65 ans et plus,46,0.0
2018,Manitoba,Total - Genre,15 à 24 ans,46,19.87
2018,Manitoba,Total - Genre,15 ans et plus,46,23.05
2018,Manitoba,Total - Genre,25 à 44 ans,46,31.74
2018,Manitoba,Total - Genre,25 à 54 ans,46,32.26
2018,Manitoba,Total - Genre,25 ans et plus,46,24.67
2018,Manitoba,Total - Genre,45 ans et plus,46,19.67
2018,Manitoba,Total - Genre,55 à 64 ans,46,19.17
2018,Manitoba,Total - Genre,55 ans et plus,46,13.69
2018,Manitoba,Total - Genre,65 ans et plus,46,4.9
2018,Manitoba,Femmes+,15 à 24 ans,46,20.9
2018,Manitoba,Femmes+,15 ans et plus,46,22.07
2018,Manitoba,Femmes+,25 à 44 ans,46,27.27
2018,Manitoba,Femmes+,25 à 54 ans,46,28.15
2018,Manitoba,Femmes+,25 ans et plus,46,22.98
2018,Manitoba,Femmes+,45 ans et plus,46,19.12
2018,Manitoba,Femmes+,55 à 64 ans,46,10.0
2018,Manitoba,Femmes+,55 ans et plus,46,10.9
2018,Manitoba,Femmes+,65 ans et plus,46,0.0
2018,Nouveau-Brunswick,Hommes+,15 à 24 ans,13,6.85
2018,Nouveau-Brunswick,Hommes+,15 ans et plus,13,21.35
2018,Nouveau-Brunswick,Hommes+,25 à 44 ans,13,20.0
2018,Nouveau-Brunswick,Hommes+,25 à 54 ans,13,20.0
2018,Nouveau-Brunswick,Hommes+,25 ans et plus,13,17.31
2018,Nouveau-Brunswick,Hommes+,45 ans et plus,13,9.46
2018,Nouveau-Brunswick,Hommes+,55 à 64 ans,13,0.0
2018,Nouveau-Brunswick,Hommes+,55 ans et plus,13,9.37
2018,Nouveau-Brunswick,Hommes+,65 ans et plus,13,0.0
2018,Nouveau-Brunswick,Total - Genre,15 à 24 ans,13,20.54
2018,Nouveau-Brunswick,Total - Genre,15 ans et plus,13,22.6
2018,Nouveau-Brunswick,Total - Genre,25 à 44 ans,13,31.09
2018,Nouveau-Brunswick,Total - Genre,25 à 54 ans,13,31.64
2018,Nouveau-Brunswick,Total - Genre,25 ans et plus,13,23.7
2018,Nouveau-Brunswick,Total - Genre,45 ans et plus,13,20.26
2018,Nouveau-Brunswick,Total - Genre,55 à 64 ans,13,13.59
2018,Nouveau-Brunswick,Total - Genre,55 ans et plus,13,9.47
2018,Nouveau-Brunswick,Total - Genre,65 ans et plus,13,0.0
2018,Nouveau-Brunswick,Femmes+,15 à 24 ans,13,14.29
2018,Nouveau-Brunswick,Femmes+,15 ans et plus,13,22.95
2018,Nouveau-Brunswick,Femmes+,25 à 44 ans,13,22.47
2018,Nouveau-Brunswick,Femmes+,25 à 54 ans,13,29.41
2018,Nouveau-Brunswick,Femmes+,25 ans et plus,13,24.07
2018,Nouveau-Brunswick,Femmes+,45 ans et plus,13,16.34
2018,Nouveau-Brunswick,Femmes+,55 à 64 ans,13,13.51
2018,Nouveau-Brunswick,Femmes+,55 ans et plus,13,10.48
2018,Nouveau-Brunswick,Femmes+,65 ans et plus,13,0.0
2018,Terre-Neuve-et-Labrador,Hommes+,15 à 24 ans,10,21.15
2018,Terre-Neuve-et-Labrador,Hommes+,15 ans et plus,10,31.3
2018,Terre-Neuve-et-Labrador,Hommes+,25 à 44 ans,10,31.58
2018,Terre-Neuve-et-Labrador,Hommes+,25 à 54 ans,10,35.56
2018,Terre-Neuve-et-Labrador,Hommes+,25 ans et plus,10,36.71
2018,Terre-Neuve-et-Labrador,Hommes+,45 ans et plus,10,21.95
2018,Terre-Neuve-et-Labrador,Hommes+,55 à 64 ans,10,0.0
2018,Terre-Neuve-et-Labrador,Hommes+,55 ans et plus,10,21.21
2018,Terre-Neuve-et-Labrador,Hommes+,65 ans et plus,10,0.0
2018,Terre-Neuve-et-Labrador,Total - Genre,15 à 24 ans,10,18.75
2018,Terre-Neuve-et-Labrador,Total - Genre,15 ans et plus,10,35.03
2018,Terre-Neuve-et-Labrador,Total - Genre,25 à 44 ans,10,46.36
2018,Terre-Neuve-et-Labrador,Total - Genre,25 à 54 ans,10,48.08
2018,Terre-Neuve-et-Labrador,Total - Genre,25 ans et plus,10,40.65
2018,Terre-Neuve-et-Labrador,Total - Genre,45 ans et plus,10,33.09
2018,Terre-Neuve-et-Labrador,Total - Genre,55 à 64 ans,10,23.64
2018,Terre-Neuve-et-Labrador,Total - Genre,55 ans et plus,10,18.89
2018,Terre-Neuve-et-Labrador,Total - Genre,65 ans et plus,10,0.0
2018,Terre-Neuve-et-Labrador,Femmes+,15 à 24 ans,10,10.53
2018,Terre-Neuve-et-Labrador,Femmes+,15 ans et plus,10,35.8
2018,Terre-Neuve-et-Labrador,Femmes+,25 à 44 ans,10,48.61
2018,Terre-Neuve-et-Labrador,Femmes+,25 à 54 ans,10,48.65
2018,Terre-Neuve-et-Labrador,Femmes+,25 ans et plus,10,40.72
2018,Terre-Neuve-et-Labrador,Femmes+,45 ans et plus,10,28.42
2018,Terre-Neuve-et-Labrador,Femmes+,55 à 64 ans,10,22.5
2018,Terre-Neuve-et-Labrador,Femmes+,55 ans et plus,10,17.54
2018,Terre-Neuve-et-Labrador,Femmes+,65 ans et plus,10,0.0
2018,Nouvelle-Écosse,Hommes+,15 à 24 ans,12,20.0
2018,Nouvelle-Écosse,Hommes+,15 ans et plus,12,25.0
2018,Nouvelle-Écosse,Hommes+,25 à 44 ans,12,29.63
2018,Nouvelle-Écosse,Hommes+,25 à 54 ans,12,34.62
2018,Nouvelle-Écosse,Hommes+,25 ans et plus,12,24.85
2018,Nouvelle-Écosse,Hommes+,45 ans et plus,12,18.26
2018,Nouvelle-Écosse,Hommes+,55 à 64 ans,12,14.58
2018,Nouvelle-Écosse,Hommes+,55 ans et plus,12,10.99
2018,Nouvelle-Écosse,Hommes+,65 ans et plus,12,0.0
2018,Nouvelle-Écosse,Total - Genre,15 à 24 ans,12,21.38
2018,Nouvelle-Écosse,Total - Genre,15 ans et plus,12,24.91
2018,Nouvelle-Écosse,Total - Genre,25 à 44 ans,12,33.16
2018,Nouvelle-Écosse,Total - Genre,25 à 54 ans,12,33.99
2018,Nouvelle-Écosse,Total - Genre,25 ans et plus,12,26.31
2018,Nouvelle-Écosse,Total - Genre,45 ans et plus,12,22.94
2018,Nouvelle-Écosse,Total - Genre,55 à 64 ans,12,15.38
2018,Nouvelle-Écosse,Total - Genre,55 ans et plus,12,13.97
2018,Nouvelle-Écosse,Total - Genre,65 ans et plus,12,6.98
2018,Nouvelle-Écosse,Femmes+,15 à 24 ans,12,18.01
2018,Nouvelle-Écosse,Femmes+,15 ans et plus,12,24.48
2018,Nouvelle-Écosse,Femmes+,25 à 44 ans,12,28.17
2018,Nouvelle-Écosse,Femmes+,25 à 54 ans,12,31.58
2018,Nouvelle-Écosse,Femmes+,25 ans et plus,12,26.5
2018,Nouvelle-Écosse,Femmes+,45 ans et plus,12,24.11
2018,Nouvelle-Écosse,Femmes+,55 à 64 ans,12,15.79
2018,Nouvelle-Écosse,Femmes+,55 ans et plus,12,13.04
2018,Nouvelle-Écosse,Femmes+,65 ans et plus,12,0.0
2018,Ontario,Hommes+,15 à 24 ans,35,18.04
2018,Ontario,Hommes+,15 ans et plus,35,25.66
2018,Ontario,Hommes+,25 à 44 ans,35,44.25
2018,Ontario,Hommes+,25 à 54 ans,35,45.56
2018,Ontario,Hommes+,25 ans et plus,35,31.87
2018,Ontario,Hommes+,45 ans et plus,35,24.06
2018,Ontario,Hommes+,55 à 64 ans,35,28.36
2018,Ontario,Hommes+,55 ans et plus,35,17.25
2018,Ontario,Hommes+,65 ans et plus,35,5.97
2018,Ontario,Total - Genre,15 à 24 ans,35,17.53
2018,Ontario,Total - Genre,15 ans et plus,35,24.17
2018,Ontario,Total - Genre,25 à 44 ans,35,34.89
2018,Ontario,Total - Genre,25 à 54 ans,35,34.59
2018,Ontario,Total - Genre,25 ans et plus,35,27.91
2018,Ontario,Total - Genre,45 ans et plus,35,22.88
2018,Ontario,Total - Genre,55 à 64 ans,35,23.72
2018,Ontario,Total - Genre,55 ans et plus,35,17.45
2018,Ontario,Total - Genre,65 ans et plus,35,6.97
2018,Ontario,Femmes+,15 à 24 ans,35,17.14
2018,Ontario,Femmes+,15 ans et plus,35,23.31
2018,Ontario,Femmes+,25 à 44 ans,35,31.0
2018,Ontario,Femmes+,25 à 54 ans,35,30.58
2018,Ontario,Femmes+,25 ans et plus,35,26.06
2018,Ontario,Femmes+,45 ans et plus,35,22.29
2018,Ontario,Femmes+,55 à 64 ans,35,21.75
2018,Ontario,Femmes+,55 ans et plus,35,17.57
2018,Ontario,Femmes+,65 ans et plus,35,7.86
2018,Île-du-Prince-Édouard,Hommes+,15 à 24 ans,11,12.5
2018,Île-du-Prince-Édouard,Hommes+,15 ans et plus,11,20.51
2018,Île-du-Prince-Édouard,Hommes+,25 à 44 ans,11,0.0
2018,Île-du-Prince-Édouard,Hommes+,25 à 54 ans,11,44.44
2018,Île-du-Prince-Édouard,Hommes+,25 ans et plus,11,26.09
2018,Île-du-Prince-Édouard,Hommes+,45 ans et plus,11,11.76
2018,Île-du-Prince-Édouard,Hommes+,55 à 64 ans,11,0.0
2018,Île-du-Prince-Édouard,Hommes+,55 ans et plus,11,14.29
2018,Île-du-Prince-Édouard,Hommes+,65 ans et plus,11,0.0
2018,Île-du-Prince-Édouard,Total - Genre,15 à 24 ans,11,15.91
2018,Île-du-Prince-Édouard,Total - Genre,15 ans et plus,11,26.02
2018,Île-du-Prince-Édouard,Total - Genre,25 à 44 ans,11,30.0
2018,Île-du-Prince-Édouard,Total - Genre,25 à 54 ans,11,39.53
2018,Île-du-Prince-Édouard,Total - Genre,25 ans et plus,11,29.49
2018,Île-du-Prince-Édouard,Total - Genre,45 ans et plus,11,24.49
2018,Île-du-Prince-Édouard,Total - Genre,55 à 64 ans,11,15.79
2018,Île-du-Prince-Édouard,Total - Genre,55 ans et plus,11,16.67
2018,Île-du-Prince-Édouard,Total - Genre,65 ans et plus,11,0.0
2018,Île-du-Prince-Édouard,Femmes+,15 à 24 ans,11,14.29
2018,Île-du-Prince-Édouard,Femmes+,15 ans et plus,11,26.19
2018,Île-du-Prince-Édouard,Femmes+,25 à 44 ans,11,25.0
2018,Île-du-Prince-Édouard,Femmes+,25 à 54 ans,11,32.35
2018,Île-du-Prince-Édouard,Femmes+,25 ans et plus,11,30.36
2018,Île-du-Prince-Édouard,Femmes+,45 ans et plus,11,21.87
2018,Île-du-Prince-Édouard,Femmes+,55 à 64 ans,11,15.38
2018,Île-du-Prince-Édouard,Femmes+,55 ans et plus,11,13.64
2018,Île-du-Prince-Édouard,Femmes+,65 ans et plus,11,0.0
2018,Québec,Hommes+,15 à 24 ans,24,9.39
2018,Québec,Hommes+,15 ans et plus,24,18.12
2018,Québec,Hommes+,25 à 44 ans,24,35.28
2018,Québec,Hommes+,25 à 54 ans,24,36.14
2018,Québec,Hommes+,25 ans et plus,24,25.17
2018,Québec,Hommes+,45 ans et plus,24,20.25
2018,Québec,Hommes+,55 à 64 ans,24,14.99
2018,Québec,Hommes+,55 ans et plus,24,13.29
2018,Québec,Hommes+,65 ans et plus,24,5.54
2018,Québec,Total - Genre,15 à 24 ans,24,9.84
2018,Québec,Total - Genre,15 ans et plus,24,18.3
2018,Québec,Total - Genre,25 à 44 ans,24,30.26
2018,Québec,Total - Genre,25 à 54 ans,24,30.11
2018,Québec,Total - Genre,25 ans et plus,24,23.4
2018,Québec,Total - Genre,45 ans et plus,24,18.71
2018,Québec,Total - Genre,55 à 64 ans,24,16.61
2018,Québec,Total - Genre,55 ans et plus,24,13.24
2018,Québec,Total - Genre,65 ans et plus,24,4.3
2018,Québec,Femmes+,15 à 24 ans,24,10.17
2018,Québec,Femmes+,15 ans et plus,24,18.41
2018,Québec,Femmes+,25 à 44 ans,24,28.48
2018,Québec,Femmes+,25 à 54 ans,24,28.06
2018,Québec,Femmes+,25 ans et plus,24,22.53
2018,Québec,Femmes+,45 ans et plus,24,17.93
2018,Québec,Femmes+,55 à 64 ans,24,14.47
2018,Québec,Femmes+,55 ans et plus,24,12.02
2018,Québec,Femmes+,65 ans et plus,24,0.0
2018,Saskatchewan,Hommes+,15 à 24 ans,47,15.94
2018,Saskatchewan,Hommes+,15 ans et plus,47,25.22
2018,Saskatchewan,Hommes+,25 à 44 ans,47,45.45
2018,Saskatchewan,Hommes+,25 à 54 ans,47,45.35
2018,Saskatchewan,Hommes+,25 ans et plus,47,29.47
2018,Saskatchewan,Hommes+,45 ans et plus,47,16.31
2018,Saskatchewan,Hommes+,55 à 64 ans,47,17.65
2018,Saskatchewan,Hommes+,55 ans et plus,47,10.74
2018,Saskatchewan,Hommes+,65 ans et plus,47,0.0
2018,Saskatchewan,Total - Genre,15 à 24 ans,47,20.48
2018,Saskatchewan,Total - Genre,15 ans et plus,47,23.54
2018,Saskatchewan,Total - Genre,25 à 44 ans,47,32.97
2018,Saskatchewan,Total - Genre,25 à 54 ans,47,34.19
2018,Saskatchewan,Total - Genre,25 ans et plus,47,25.14
2018,Saskatchewan,Total - Genre,45 ans et plus,47,19.66
2018,Saskatchewan,Total - Genre,55 à 64 ans,47,16.96
2018,Saskatchewan,Total - Genre,55 ans et plus,47,12.05
2018,Saskatchewan,Total - Genre,65 ans et plus,47,5.15
2018,Saskatchewan,Femmes+,15 à 24 ans,47,21.13
2018,Saskatchewan,Femmes+,15 ans et plus,47,22.69
2018,Saskatchewan,Femmes+,25 à 44 ans,47,27.23
2018,Saskatchewan,Femmes+,25 à 54 ans,47,29.04
2018,Saskatchewan,Femmes+,25 ans et plus,47,23.11
2018,Saskatchewan,Femmes+,45 ans et plus,47,19.57
2018,Saskatchewan,Femmes+,55 à 64 ans,47,8.33
2018,Saskatchewan,Femmes+,55 ans et plus,47,7.03
2018,Saskatchewan,Femmes+,65 ans et plus,47,0.0
2019,Alberta,Hommes+,15 à 24 ans,48,21.11
2019,Alberta,Hommes+,15 ans et plus,48,28.69
2019,Alberta,Hommes+,25 à 44 ans,48,38.59
2019,Alberta,Hommes+,25 à 54 ans,48,38.65
2019,Alberta,Hommes+,25 ans et plus,48,33.71
2019,Alberta,Hommes+,45 ans et plus,48,26.56
2019,Alberta,Hommes+,55 à 64 ans,48,29.21
2019,Alberta,Hommes+,55 ans et plus,48,19.42
2019,Alberta,Hommes+,65 ans et plus,48,8.37
2019,Alberta,Total - Genre,15 à 24 ans,48,20.32
2019,Alberta,Total - Genre,15 ans et plus,48,23.38
2019,Alberta,Total - Genre,25 à 44 ans,48,27.34
2019,Alberta,Total - Genre,25 à 54 ans,48,28.14
2019,Alberta,Total - Genre,25 ans et plus,48,24.76
2019,Alberta,Total - Genre,45 ans et plus,48,22.57
2019,Alberta,Total - Genre,55 à 64 ans,48,24.02
2019,Alberta,Total - Genre,55 ans et plus,48,18.68
2019,Alberta,Total - Genre,65 ans et plus,48,7.13
2019,Alberta,Femmes+,15 à 24 ans,48,19.63
2019,Alberta,Femmes+,15 ans et plus,48,20.86
2019,Alberta,Femmes+,25 à 44 ans,48,23.21
2019,Alberta,Femmes+,25 à 54 ans,48,24.18
2019,Alberta,Femmes+,25 ans et plus,48,21.36
2019,Alberta,Femmes+,45 ans et plus,48,19.74
2019,Alberta,Femmes+,55 à 64 ans,48,11.98
2019,Alberta,Femmes+,55 ans et plus,48,12.37
2019,Alberta,Femmes+,65 ans et plus,48,0.0
2019,Colombie-Britannique,Hommes+,15 à 24 ans,59,10.66
2019,Colombie-Britannique,Hommes+,15 ans et plus,59,19.35
2019,Colombie-Britannique,Hommes+,25 à 44 ans,59,26.97
2019,Colombie-Britannique,Hommes+,25 à 54 ans,59,32.19
2019,Colombie-Britannique,Hommes+,25 ans et plus,59,23.64
2019,Colombie-Britannique,Hommes+,45 ans et plus,59,20.26
2019,Colombie-Britannique,Hommes+,55 à 64 ans,59,17.45
2019,Colombie-Britannique,Hommes+,55 ans et plus,59,11.59
2019,Colombie-Britannique,Hommes+,65 ans et plus,59,5.57
2019,Colombie-Britannique,Total - Genre,15 à 24 ans,59,12.63
2019,Colombie-Britannique,Total - Genre,15 ans et plus,59,16.53
2019,Colombie-Britannique,Total - Genre,25 à 44 ans,59,20.89
2019,Colombie-Britannique,Total - Genre,25 à 54 ans,59,22.0
2019,Colombie-Britannique,Total - Genre,25 ans et plus,59,18.23
2019,Colombie-Britannique,Total - Genre,45 ans et plus,59,16.26
2019,Colombie-Britannique,Total - Genre,55 à 64 ans,59,16.55
2019,Colombie-Britannique,Total - Genre,55 ans et plus,59,12.26
2019,Colombie-Britannique,Total - Genre,65 ans et plus,59,4.55
2019,Colombie-Britannique,Femmes+,15 à 24 ans,59,12.79
2019,Colombie-Britannique,Femmes+,15 ans et plus,59,14.95
2019,Colombie-Britannique,Femmes+,25 à 44 ans,59,17.72
2019,Colombie-Britannique,Femmes+,25 à 54 ans,59,18.18
2019,Colombie-Britannique,Femmes+,25 ans et plus,59,15.73
2019,Colombie-Britannique,Femmes+,45 ans et plus,59,13.94
2019,Colombie-Britannique,Femmes+,55 à 64 ans,59,7.86
2019,Colombie-Britannique,Femmes+,55 ans et plus,59,8.04
2019,Colombie-Britannique,Femmes+,65 ans et plus,59,0.0
2019,Canada,Hommes+,15 à 24 ans,,14.24
2019,Canada,Hommes+,15 ans et plus,,21.31
2019,Canada,Hommes+,25 à 44 ans,,37.24
2019,Canada,Hommes+,25 à 54 ans,,36.94
2019,Canada,Hommes+,25 ans et plus,,26.43
2019,Canada,Hommes+,45 ans et plus,,20.44
2019,Canada,Hommes+,55 à 64 ans,,24.69
2019,Canada,Hommes+,55 ans et plus,,15.98
2019,Canada,Hommes+,65 ans et plus,,7.57
2019,Canada,Total - Genre,15 à 24 ans,,14.49
2019,Canada,Total - Genre,25 à 44 ans,,27.71
2019,Canada,Total - Genre,25 à 54 ans,,27.85
2019,Canada,Total - Genre,25 ans et plus,,22.38
2019,Canada,Total - Genre,45 ans et plus,,18.67
2019,Canada,Total - Genre,55 à 64 ans,,19.44
2019,Canada,Total - Genre,55 ans et plus,,14.21
2019,Canada,Total - Genre,65 ans et plus,,6.73
2019,Canada,Femmes+,15 à 24 ans,,14.68
2019,Canada,Femmes+,15 ans et plus,,18.63
2019,Canada,Femmes+,25 à 44 ans,,23.99
2019,Canada,Femmes+,25 à 54 ans,,24.52
2019,Canada,Femmes+,25 ans et plus,,20.44
2019,Canada,Femmes+,45 ans et plus,,17.7
2019,Canada,Femmes+,55 à 64 ans,,16.92
2019,Canada,Femmes+,55 ans et plus,,13.0
2019,Canada,Femmes+,65 ans et plus,,3.91
2019,Manitoba,Hommes+,15 à 24 ans,46,18.18
2019,Manitoba,Hommes+,15 ans et plus,46,24.02
2019,Manitoba,Hommes+,25 à 44 ans,46,37.23
2019,Manitoba,Hommes+,25 à 54 ans,46,40.16
2019,Manitoba,Hommes+,25 ans et plus,46,26.57
2019,Manitoba,Hommes+,45 ans et plus,46,16.38
2019,Manitoba,Hommes+,55 à 64 ans,46,15.87
2019,Manitoba,Hommes+,55 ans et plus,46,10.34
2019,Manitoba,Hommes+,65 ans et plus,46,6.17
2019,Manitoba,Total - Genre,15 à 24 ans,46,19.96
2019,Manitoba,Total - Genre,15 ans et plus,46,21.48
2019,Manitoba,Total - Genre,25 à 44 ans,46,27.72
2019,Manitoba,Total - Genre,25 à 54 ans,46,28.07
2019,Manitoba,Total - Genre,25 ans et plus,46,22.29
2019,Manitoba,Total - Genre,45 ans et plus,46,18.12
2019,Manitoba,Total - Genre,55 à 64 ans,46,14.95
2019,Manitoba,Total - Genre,55 ans et plus,46,11.34
2019,Manitoba,Total - Genre,65 ans et plus,46,5.67
2019,Manitoba,Femmes+,15 à 24 ans,46,19.32
2019,Manitoba,Femmes+,15 ans et plus,46,19.98
2019,Manitoba,Femmes+,25 à 44 ans,46,23.36
2019,Manitoba,Femmes+,25 à 54 ans,46,24.03
2019,Manitoba,Femmes+,25 ans et plus,46,20.28
2019,Manitoba,Femmes+,45 ans et plus,46,17.49
2019,Manitoba,Femmes+,55 à 64 ans,46,9.92
2019,Manitoba,Femmes+,55 ans et plus,46,8.42
2019,Manitoba,Femmes+,65 ans et plus,46,0.0
2019,Nouveau-Brunswick,Hommes+,15 à 24 ans,13,15.28
2019,Nouveau-Brunswick,Hommes+,15 ans et plus,13,25.0
2019,Nouveau-Brunswick,Hommes+,25 à 44 ans,13,17.14
