Year,Géographie,Situation géographique,Régions métropolitaines de recensement sélectionnées,Mode d'occupation,GeoCode,Value
2021,Nouvelle-Écosse,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,12,30.0
2021,Nouveau-Brunswick,Agglomérations de recensement,,"Total, mode d'occupation",13,4.2
2021,Nouveau-Brunswick,Agglomérations de recensement,,Propriétaire,13,1.7
2021,Nouveau-Brunswick,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,13,1.9
2021,Nouveau-Brunswick,Agglomérations de recensement,,Locataire,13,10.7
2021,Nouveau-Brunswick,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,13,9.2
2021,Nouveau-Brunswick,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,13,22.0
2021,Québec,Agglomérations de recensement,,"Total, mode d'occupation",24,4.4
2021,Québec,Agglomérations de recensement,,Locataire,24,11.1
2021,Québec,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,24,11.5
2021,Québec,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,24,6.8
2021,Ontario,Agglomérations de recensement,,"Total, mode d'occupation",35,9.2
2021,Ontario,Agglomérations de recensement,,Propriétaire,35,3.5
2021,Ontario,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,35,3.6
2021,Ontario,Agglomérations de recensement,,Locataire,35,24.0
2021,Ontario,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,35,23.0
2021,Ontario,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,35,29.0
2021,Manitoba,Agglomérations de recensement,,"Total, mode d'occupation",46,6.8
2021,Manitoba,Agglomérations de recensement,,Propriétaire,46,2.6
2021,Manitoba,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,46,2.8
2021,Manitoba,Agglomérations de recensement,,Locataire,46,15.0
2021,Manitoba,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,46,10.5
2021,Manitoba,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,46,33.0
2021,Saskatchewan,Agglomérations de recensement,,"Total, mode d'occupation",47,5.4
2021,Saskatchewan,Agglomérations de recensement,,Propriétaire,47,2.0
2021,Saskatchewan,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,47,2.0
2021,Saskatchewan,Agglomérations de recensement,,Locataire,47,13.9
2021,Saskatchewan,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,47,10.0
2021,Saskatchewan,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,47,25.0
2021,Alberta,Agglomérations de recensement,,"Total, mode d'occupation",48,7.3
2021,Alberta,Agglomérations de recensement,,Propriétaire,48,2.1
2021,Alberta,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,48,1.9
2021,Alberta,Agglomérations de recensement,,Locataire,48,20.0
2021,Alberta,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,48,18.2
2021,Alberta,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,48,35.0
2021,Colombie-Britannique,Agglomérations de recensement,,"Total, mode d'occupation",59,9.2
2021,Colombie-Britannique,Agglomérations de recensement,,Propriétaire,59,4.8
2021,Colombie-Britannique,Agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,59,3.2
2021,Colombie-Britannique,Agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,59,4.9
2021,Colombie-Britannique,Agglomérations de recensement,,Locataire,59,21.0
2021,Colombie-Britannique,Agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,59,19.7
2021,Colombie-Britannique,Agglomérations de recensement,,Locataire habitant dans un logement social et abordable,59,36.0
2018,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,8.8
2018,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,6.0
2018,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,3.0
2018,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,6.3
2018,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,19.5
2018,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,16.8
2018,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,31.0
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",10,8.8
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,10,5.5
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,10,5.6
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,10,28.0
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,10,24.0
2018,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,10,42.0
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",11,10.6
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,11,9.7
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,11,9.9
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,11,15.1
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,11,15.4
2018,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,11,13.9
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",12,8.4
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,12,4.5
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,12,4.8
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,12,4.4
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,12,24.0
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,12,18.5
2018,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,12,43.0
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",13,7.9
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,13,4.3
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,13,1.7
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,13,4.5
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,13,23.0
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,13,23.0
2018,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,13,28.0
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",24,5.8
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,24,3.7
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,24,3.8
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,24,12.6
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,24,12.1
2018,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,24,15.8
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",35,8.7
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,35,5.5
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,35,0.9
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,35,6.2
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,35,22.0
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,35,22.0
2018,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,35,21.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",46,10.3
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,46,7.4
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,46,8.2
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,46,22.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,46,21.0
2018,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,46,27.0
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",47,12.9
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,47,9.8
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,47,10.6
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,47,9.7
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,47,29.0
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,47,18.4
2018,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,47,47.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",48,9.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,48,7.9
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,48,3.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,48,8.6
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,48,13.4
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,48,10.0
2018,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,48,35.0
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",59,12.6
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,59,9.7
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,59,5.7
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,59,10.2
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,59,23.0
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,59,18.7
2018,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,59,49.0
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",,8.3
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,,5.8
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,,5.4
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,,5.9
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,,17.8
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,,16.9
2021,Canada,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,,23.0
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",10,8.2
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,10,5.6
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,10,6.0
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,10,22.0
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,10,19.5
2021,Terre-Neuve-et-Labrador,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,10,32.0
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",11,7.3
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,11,5.4
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,11,5.7
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,11,15.9
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,11,19.0
2021,Île-du-Prince-Édouard,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,11,8.8
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",12,9.1
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,12,6.9
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,12,10.6
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,12,6.5
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,12,17.2
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,12,16.3
2021,Nouvelle-Écosse,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,12,21.0
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",13,7.5
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,13,6.6
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,13,11.3
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,13,6.3
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,13,11.3
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,13,10.4
2021,Nouveau-Brunswick,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,13,15.9
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",24,5.2
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,24,3.5
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,24,4.0
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,24,10.5
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,24,10.6
2021,Québec,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,24,9.2
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",35,8.2
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,35,4.1
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,35,5.3
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,35,4.0
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,35,26.0
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,35,26.0
2021,Ontario,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,35,26.0
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",46,7.9
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,46,5.1
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,46,4.2
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,46,5.3
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,46,19.2
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,46,15.4
2021,Manitoba,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,46,30.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",47,14.3
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,47,11.6
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,47,7.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,47,11.9
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,47,28.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,47,23.0
2021,Saskatchewan,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,47,37.0
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",48,11.5
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,48,8.1
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,48,13.4
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,48,7.6
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,48,23.0
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,48,24.0
2021,Alberta,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,48,20.0
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,"Total, mode d'occupation",59,11.9
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire,59,10.6
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui est un accédant à la propriété,59,14.4
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Propriétaire qui n'est pas un accédant à la propriété,59,10.2
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire,59,16.6
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire n'habitant pas dans un logement social et abordable,59,14.3
2021,Colombie-Britannique,À l'extérieur des régions métropolitaines de recensement et agglomérations de recensement,,Locataire habitant dans un logement social et abordable,59,38.0
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,"Total, mode d'occupation",10,10.3
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Propriétaire,10,3.6
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Propriétaire qui n'est pas un accédant à la propriété,10,4.1
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Locataire,10,26.0
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Locataire n'habitant pas dans un logement social et abordable,10,23.0
2018,Terre-Neuve-et-Labrador,Grands centres de population urbains,,Locataire habitant dans un logement social et abordable,10,38.0
2018,Nouvelle-Écosse,Grands centres de population urbains,,"Total, mode d'occupation",12,14.7
2018,Nouvelle-Écosse,Grands centres de population urbains,,Propriétaire,12,5.1
2018,Nouvelle-Écosse,Grands centres de population urbains,,Propriétaire qui est un accédant à la propriété,12,3.0
2018,Nouvelle-Écosse,Grands centres de population urbains,,Propriétaire qui n'est pas un accédant à la propriété,12,5.5
2018,Nouvelle-Écosse,Grands centres de population urbains,,Locataire,12,26.0
2018,Nouvelle-Écosse,Grands centres de population urbains,,Locataire n'habitant pas dans un logement social et abordable,12,24.0
2018,Nouvelle-Écosse,Grands centres de population urbains,,Locataire habitant dans un logement social et abordable,12,45.0
2018,Nouveau-Brunswick,Grands centres de population urbains,,"Total, mode d'occupation",13,9.2
2018,Nouveau-Brunswick,Grands centres de population urbains,,Propriétaire,13,3.0
2018,Nouveau-Brunswick,Grands centres de population urbains,,Propriétaire qui n'est pas un accédant à la propriété,13,3.6
2018,Nouveau-Brunswick,Grands centres de population urbains,,Locataire,13,20.0
2018,Nouveau-Brunswick,Grands centres de population urbains,,Locataire n'habitant pas dans un logement social et abordable,13,18.4
2018,Nouveau-Brunswick,Grands centres de population urbains,,Locataire habitant dans un logement social et abordable,13,32.0
2018,Québec,Grands centres de population urbains,,"Total, mode d'occupation",24,8.2
2018,Québec,Grands centres de population urbains,,Propriétaire,24,1.7
2018,Québec,Grands centres de population urbains,,Propriétaire qui est un accédant à la propriété,24,1.9
2018,Québec,Grands centres de population urbains,,Propriétaire qui n'est pas un accédant à la propriété,24,1.7
2018,Québec,Grands centres de population urbains,,Locataire,24,16.0
2018,Québec,Grands centres de population urbains,,Locataire n'habitant pas dans un logement social et abordable,24,15.9
2018,Québec,Grands centres de population urbains,,Locataire habitant dans un logement social et abordable,24,16.5
2018,Ontario,Grands centres de population urbains,,"Total, mode d'occupation",35,15.3
2018,Ontario,Grands centres de population urbains,,Propriétaire,35,9.6
2018,Ontario,Grands centres de population urbains,,Propriétaire qui est un accédant à la propriété,35,10.3
2018,Ontario,Grands centres de population urbains,,Propriétaire qui n'est pas un accédant à la propriété,35,9.5
2018,Ontario,Grands centres de population urbains,,Locataire,35,27.0
2018,Ontario,Grands centres de population urbains,,Locataire n'habitant pas dans un logement social et abordable,35,26.0
2018,Ontario,Grands centres de population urbains,,Locataire habitant dans un logement social et abordable,35,31.0
2018,Manitoba,Grands centres de population urbains,,"Total, mode d'occupation",46,12.2
2018,Manitoba,Grands centres de population urbains,,Propriétaire,46,5.3
2018,Manitoba,Grands centres de population urbains,,Propriétaire qui est un accédant à la propriété,46,9.5
2018,Manitoba,Grands centres de population urbains,,Propriétaire qui n'est pas un accédant à la propriété,46,4.6
2018,Manitoba,Grands centres de population urbains,,Locataire,46,26.0
2018,Manitoba,Grands centres de population urbains,,Locataire n'habitant pas dans un logement social et abordable,46,22.0
2018,Manitoba,Grands centres de population urbains,,Locataire habitant dans un logement social et abordable,46,44.0
2018,Saskatchewan,Grands centres de population urbains,,"Total, mode d'occupation",47,11.1
2018,Saskatchewan,Grands centres de population urbains,,Propriétaire,47,4.5
2018,Saskatchewan,Grands centres de population urbains,,Propriétaire qui est un accédant à la propriété,47,6.4
2018,Saskatchewan,Grands centres de population urbains,,Propriétaire qui n'est pas un accédant à la propriété,47,4.0
2018,Saskatchewan,Grands centres de population urbains,,Locataire,47,26.0
2018,Saskatchewan,Grands centres de population urbains,,Locataire n'habitant pas dans un logement social et abordable,47,20.0
2018,Saskatchewan,Grands centres de population urbains,,Locataire habitant dans un logement social et abordable,47,53.0
2018,Alberta,Grands centres de population urbains,,"Total, mode d'occupation",48,11.1
2018,Alberta,Grands centres de population urbains,,Propriétaire,48,6.6
2018,Alberta,Grands centres de population urbains,,Propriétaire qui est un accédant à la propriété,48,5.4
2018,Alberta,Grands centres de population urbains,,Propriétaire qui n'est pas un accédant à la propriété,48,6.8
2018,Alberta,Grands centres de population urbains,,Locataire,48,22.0
2018,Alberta,Grands centres de population urbains,,Locataire n'habitant pas dans un logement social et abordable,48,18.6
2018,Alberta,Grands centres de population urbains,,Locataire habitant dans un logement social et abordable,48,49.0
2018,Colombie-Britannique,Grands centres de population urbains,,"Total, mode d'occupation",59,16.8
2018,Colombie-Britannique,Grands centres de population urbains,,Propriétaire,59,10.8
2018,Colombie-Britannique,Grands centres de population urbains,,Propriétaire qui est un accédant à la propriété,59,17.4
2018,Colombie-Britannique,Grands centres de population urbains,,Propriétaire qui n'est pas un accédant à la propriété,59,9.7
2018,Colombie-Britannique,Grands centres de population urbains,,Locataire,59,27.0
