Year,Geography,Age group,Gender,Indigenous group,Educational attainment,Visible minority,Immigrant status,GeoCode,Value
2018,Western provinces,25 years and over,,First Nations,Completed post-secondary education,,,,68.6
2018,Western provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,75.2
2018,Western provinces,25 years and over,,Métis,"Total, all education levels",,,,64.7
2018,Western provinces,25 to 54 years,,Métis,"Total, all education levels",,,,75.4
2018,Western provinces,25 years and over,,Métis,Less than high school,,,,41.4
2018,Western provinces,25 to 54 years,,Métis,Less than high school,,,,55.2
2018,Western provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,63.5
2018,Western provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,69.8
2018,Western provinces,25 years and over,,Métis,Completed post-secondary education,,,,73.1
2018,Western provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,83.4
2018,Western provinces,25 years and over,,Non-Indigenous people,"Total, all education levels",,,,65.5
2018,Western provinces,25 to 54 years,,Non-Indigenous people,"Total, all education levels",,,,84.2
2018,Western provinces,25 years and over,,Non-Indigenous people,Less than high school,,,,38.0
2018,Western provinces,25 to 54 years,,Non-Indigenous people,Less than high school,,,,68.7
2018,Western provinces,25 years and over,,Non-Indigenous people,High school graduate or some post-secondary,,,,61.5
2018,Western provinces,25 to 54 years,,Non-Indigenous people,High school graduate or some post-secondary,,,,80.5
2018,Western provinces,25 years and over,,Non-Indigenous people,Completed post-secondary education,,,,71.7
2018,Western provinces,25 to 54 years,,Non-Indigenous people,Completed post-secondary education,,,,86.9
2018,Prairie region,25 years and over,,Total population,Less than high school,,,,40.8
2018,Prairie region,25 to 54 years,,Total population,Less than high school,,,,64.1
2018,Prairie region,25 years and over,,Total population,High school graduate or some post-secondary,,,,65.1
2018,Prairie region,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,80.2
2018,Prairie region,25 years and over,,Total population,Completed post-secondary education,,,,73.3
2018,Prairie region,25 to 54 years,,Total population,Completed post-secondary education,,,,86.5
2018,Prairie region,25 years and over,,Indigenous peoples,"Total, all education levels",,,,60.7
2018,Prairie region,25 to 54 years,,Indigenous peoples,"Total, all education levels",,,,68.0
2018,Prairie region,25 years and over,,Indigenous peoples,Less than high school,,,,36.6
2018,Prairie region,25 to 54 years,,Indigenous peoples,Less than high school,,,,40.8
2018,Prairie region,25 years and over,,Indigenous peoples,High school graduate or some post-secondary,,,,62.0
2018,Prairie region,25 to 54 years,,Indigenous peoples,High school graduate or some post-secondary,,,,66.5
2018,Prairie region,25 years and over,,Indigenous peoples,Completed post-secondary education,,,,70.4
2018,Prairie region,25 to 54 years,,Indigenous peoples,Completed post-secondary education,,,,78.5
2018,Prairie region,25 years and over,,First Nations,"Total, all education levels",,,,56.3
2018,Prairie region,25 to 54 years,,First Nations,"Total, all education levels",,,,60.8
2018,Prairie region,25 years and over,,First Nations,Less than high school,,,,34.0
2018,Prairie region,25 to 54 years,,First Nations,Less than high school,,,,34.4
2018,Prairie region,25 years and over,,First Nations,High school graduate or some post-secondary,,,,57.8
2018,Prairie region,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,61.9
2018,Prairie region,25 years and over,,First Nations,Completed post-secondary education,,,,67.5
2018,Prairie region,25 to 54 years,,First Nations,Completed post-secondary education,,,,72.6
2018,Prairie region,25 years and over,,Métis,"Total, all education levels",,,,64.4
2018,Prairie region,25 to 54 years,,Métis,"Total, all education levels",,,,74.2
2018,Prairie region,25 years and over,,Métis,Less than high school,,,,40.4
2018,Prairie region,25 to 54 years,,Métis,Less than high school,,,,50.7
2018,Prairie region,25 years and over,,Métis,High school graduate or some post-secondary,,,,64.3
2018,Prairie region,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,69.5
2018,Prairie region,25 years and over,,Métis,Completed post-secondary education,,,,73.0
2018,Prairie region,25 to 54 years,,Métis,Completed post-secondary education,,,,83.3
2018,Prairie region,25 years and over,,Non-Indigenous people,"Total, all education levels",,,,67.6
2018,Prairie region,25 to 54 years,,Non-Indigenous people,"Total, all education levels",,,,84.4
2018,Prairie region,25 years and over,,Non-Indigenous people,Less than high school,,,,41.3
2018,Prairie region,25 to 54 years,,Non-Indigenous people,Less than high school,,,,69.0
2018,Prairie region,25 years and over,,Non-Indigenous people,High school graduate or some post-secondary,,,,65.4
2018,Prairie region,25 to 54 years,,Non-Indigenous people,High school graduate or some post-secondary,,,,81.8
2018,Prairie region,25 years and over,,Non-Indigenous people,Completed post-secondary education,,,,73.4
2018,Prairie region,25 to 54 years,,Non-Indigenous people,Completed post-secondary education,,,,86.9
2019,Canada,25 years and over,,Total population,Less than high school,,,,31.8
2019,Canada,25 to 54 years,,Total population,Less than high school,,,,61.0
2019,Canada,25 years and over,,Total population,High school graduate or some post-secondary,,,,56.6
2019,Canada,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,76.7
2019,Canada,25 years and over,,Total population,Completed post-secondary education,,,,71.0
2019,Canada,25 to 54 years,,Total population,Completed post-secondary education,,,,87.3
2019,Canada,25 years and over,,Indigenous peoples,"Total, all education levels",,,,59.0
2019,Canada,25 to 54 years,,Indigenous peoples,"Total, all education levels",,,,72.4
2019,Canada,25 years and over,,Indigenous peoples,Less than high school,,,,32.3
2019,Canada,25 to 54 years,,Indigenous peoples,Less than high school,,,,45.4
2019,Canada,25 years and over,,Indigenous peoples,High school graduate or some post-secondary,,,,58.3
2019,Canada,25 to 54 years,,Indigenous peoples,High school graduate or some post-secondary,,,,68.1
2019,Canada,25 years and over,,Indigenous peoples,Completed post-secondary education,,,,70.4
2019,Canada,25 to 54 years,,Indigenous peoples,Completed post-secondary education,,,,82.3
2019,Canada,25 years and over,,First Nations,"Total, all education levels",,,,56.3
2019,Canada,25 to 54 years,,First Nations,"Total, all education levels",,,,67.5
2019,Canada,25 years and over,,First Nations,Less than high school,,,,31.0
2019,Canada,25 to 54 years,,First Nations,Less than high school,,,,41.3
2019,Canada,25 years and over,,First Nations,High school graduate or some post-secondary,,,,55.0
2019,Canada,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,64.2
2019,Canada,25 years and over,,First Nations,Completed post-secondary education,,,,69.6
2019,Canada,25 to 54 years,,First Nations,Completed post-secondary education,,,,78.5
2019,Canada,25 years and over,,Métis,"Total, all education levels",,,,61.6
2019,Canada,25 to 54 years,,Métis,"Total, all education levels",,,,78.0
2019,Canada,25 years and over,,Métis,Less than high school,,,,34.0
2019,Canada,25 to 54 years,,Métis,Less than high school,,,,52.3
2019,Canada,25 years and over,,Métis,High school graduate or some post-secondary,,,,61.8
2019,Canada,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,72.3
2019,Canada,25 years and over,,Métis,Completed post-secondary education,,,,71.3
2019,Canada,25 to 54 years,,Métis,Completed post-secondary education,,,,86.6
2019,Canada,25 years and over,,Non-Indigenous people,"Total, all education levels",,,,62.9
2019,Canada,25 to 54 years,,Non-Indigenous people,"Total, all education levels",,,,83.7
2019,Canada,25 years and over,,Non-Indigenous people,Less than high school,,,,31.8
2019,Canada,25 to 54 years,,Non-Indigenous people,Less than high school,,,,62.4
2019,Canada,25 years and over,,Non-Indigenous people,High school graduate or some post-secondary,,,,56.5
2019,Canada,25 to 54 years,,Non-Indigenous people,High school graduate or some post-secondary,,,,77.1
2019,Canada,25 years and over,,Non-Indigenous people,Completed post-secondary education,,,,71.1
2019,Canada,25 to 54 years,,Non-Indigenous people,Completed post-secondary education,,,,87.4
2019,Eastern and central provinces,25 years and over,,Total population,Less than high school,,,,29.4
2019,Eastern and central provinces,25 to 54 years,,Total population,Less than high school,,,,59.3
2019,Eastern and central provinces,25 years and over,,Total population,High school graduate or some post-secondary,,,,54.2
2019,Eastern and central provinces,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,75.0
2019,Eastern and central provinces,25 years and over,,Total population,Completed post-secondary education,,,,70.6
2019,Eastern and central provinces,25 to 54 years,,Total population,Completed post-secondary education,,,,87.3
2019,Eastern and central provinces,25 years and over,,Indigenous peoples,"Total, all education levels",,,,54.7
2019,Eastern and central provinces,25 to 54 years,,Indigenous peoples,"Total, all education levels",,,,72.5
2019,Eastern and central provinces,25 years and over,,Indigenous peoples,Less than high school,,,,24.9
2019,Eastern and central provinces,25 to 54 years,,Indigenous peoples,Less than high school,,,,37.0
2019,Eastern and central provinces,25 years and over,,Indigenous peoples,High school graduate or some post-secondary,,,,53.6
2019,Eastern and central provinces,25 to 54 years,,Indigenous peoples,High school graduate or some post-secondary,,,,68.5
2019,Eastern and central provinces,25 years and over,,Indigenous peoples,Completed post-secondary education,,,,67.3
2019,Eastern and central provinces,25 to 54 years,,Indigenous peoples,Completed post-secondary education,,,,81.8
2019,Eastern and central provinces,25 years and over,,First Nations,"Total, all education levels",,,,53.2
2019,Eastern and central provinces,25 to 54 years,,First Nations,"Total, all education levels",,,,68.9
2019,Eastern and central provinces,25 years and over,,First Nations,Less than high school,,,,23.8
2019,Eastern and central provinces,25 to 54 years,,First Nations,Less than high school,,,,31.6
2019,Eastern and central provinces,25 years and over,,First Nations,High school graduate or some post-secondary,,,,51.7
2019,Eastern and central provinces,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,68.0
2019,Eastern and central provinces,25 years and over,,First Nations,Completed post-secondary education,,,,68.0
2019,Eastern and central provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,79.3
2019,Eastern and central provinces,25 years and over,,Métis,"Total, all education levels",,,,56.1
2019,Eastern and central provinces,25 to 54 years,,Métis,"Total, all education levels",,,,77.4
2019,Eastern and central provinces,25 years and over,,Métis,Less than high school,,,,26.2
2019,Eastern and central provinces,25 to 54 years,,Métis,Less than high school,,,,47.2
2019,Eastern and central provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,55.4
2019,Eastern and central provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,69.1
2019,Eastern and central provinces,25 years and over,,Métis,Completed post-secondary education,,,,66.5
2019,Eastern and central provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,85.3
2019,Eastern and central provinces,25 years and over,,Non-Indigenous people,"Total, all education levels",,,,61.7
2019,Eastern and central provinces,25 to 54 years,,Non-Indigenous people,"Total, all education levels",,,,83.2
2019,Eastern and central provinces,25 years and over,,Non-Indigenous people,Less than high school,,,,29.6
2019,Eastern and central provinces,25 to 54 years,,Non-Indigenous people,Less than high school,,,,60.4
2019,Eastern and central provinces,25 years and over,,Non-Indigenous people,High school graduate or some post-secondary,,,,54.2
2019,Eastern and central provinces,25 to 54 years,,Non-Indigenous people,High school graduate or some post-secondary,,,,75.2
2019,Eastern and central provinces,25 years and over,,Non-Indigenous people,Completed post-secondary education,,,,70.7
2019,Eastern and central provinces,25 to 54 years,,Non-Indigenous people,Completed post-secondary education,,,,87.4
2019,Western provinces,25 years and over,,Total population,Less than high school,,,,38.2
2019,Western provinces,25 to 54 years,,Total population,Less than high school,,,,64.4
2019,Western provinces,25 years and over,,Total population,High school graduate or some post-secondary,,,,61.2
2019,Western provinces,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,79.4
2019,Western provinces,25 years and over,,Total population,Completed post-secondary education,,,,72.0
2019,Western provinces,25 to 54 years,,Total population,Completed post-secondary education,,,,87.2
2019,Western provinces,25 years and over,,Indigenous peoples,"Total, all education levels",,,,62.7
2019,Western provinces,25 to 54 years,,Indigenous peoples,"Total, all education levels",,,,72.4
2019,Western provinces,25 years and over,,Indigenous peoples,Less than high school,,,,39.3
2019,Western provinces,25 to 54 years,,Indigenous peoples,Less than high school,,,,50.5
2019,Western provinces,25 years and over,,Indigenous peoples,High school graduate or some post-secondary,,,,61.6
2019,Western provinces,25 to 54 years,,Indigenous peoples,High school graduate or some post-secondary,,,,67.9
2019,Western provinces,25 years and over,,Indigenous peoples,Completed post-secondary education,,,,73.5
2019,Western provinces,25 to 54 years,,Indigenous peoples,Completed post-secondary education,,,,82.8
2019,Western provinces,25 years and over,,First Nations,"Total, all education levels",,,,59.5
2019,Western provinces,25 to 54 years,,First Nations,"Total, all education levels",,,,66.4
2019,Western provinces,25 years and over,,First Nations,Less than high school,,,,38.7
2019,Western provinces,25 to 54 years,,First Nations,Less than high school,,,,47.8
2019,Western provinces,25 years and over,,First Nations,High school graduate or some post-secondary,,,,57.6
2019,Western provinces,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,62.2
2019,Western provinces,25 years and over,,First Nations,Completed post-secondary education,,,,71.3
2019,Western provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,77.6
2019,Western provinces,25 years and over,,Métis,"Total, all education levels",,,,65.7
2019,Western provinces,25 to 54 years,,Métis,"Total, all education levels",,,,78.4
2019,Western provinces,25 years and over,,Métis,Less than high school,,,,40.1
2019,Western provinces,25 to 54 years,,Métis,Less than high school,,,,54.7
2019,Western provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,65.5
2019,Western provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,73.6
2019,Western provinces,25 years and over,,Métis,Completed post-secondary education,,,,75.4
2019,Western provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,87.6
2019,Western provinces,25 years and over,,Non-Indigenous people,"Total, all education levels",,,,65.7
2019,Western provinces,25 to 54 years,,Non-Indigenous people,"Total, all education levels",,,,84.6
2019,Western provinces,25 years and over,,Non-Indigenous people,Less than high school,,,,38.0
2019,Western provinces,25 to 54 years,,Non-Indigenous people,Less than high school,,,,67.1
2019,Western provinces,25 years and over,,Non-Indigenous people,High school graduate or some post-secondary,,,,61.1
2019,Western provinces,25 to 54 years,,Non-Indigenous people,High school graduate or some post-secondary,,,,80.6
2019,Western provinces,25 years and over,,Non-Indigenous people,Completed post-secondary education,,,,71.9
2019,Western provinces,25 to 54 years,,Non-Indigenous people,Completed post-secondary education,,,,87.4
2019,Prairie region,25 years and over,,Total population,Less than high school,,,,40.2
2019,Prairie region,25 to 54 years,,Total population,Less than high school,,,,63.1
2019,Prairie region,25 years and over,,Total population,High school graduate or some post-secondary,,,,64.1
2019,Prairie region,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,78.7
2019,Prairie region,25 years and over,,Total population,Completed post-secondary education,,,,73.4
2019,Prairie region,25 to 54 years,,Total population,Completed post-secondary education,,,,87.3
2019,Prairie region,25 years and over,,Indigenous peoples,"Total, all education levels",,,,61.3
2019,Prairie region,25 to 54 years,,Indigenous peoples,"Total, all education levels",,,,70.0
2019,Prairie region,25 years and over,,Indigenous peoples,Less than high school,,,,37.9
2019,Prairie region,25 to 54 years,,Indigenous peoples,Less than high school,,,,48.1
2019,Prairie region,25 years and over,,Indigenous peoples,High school graduate or some post-secondary,,,,59.6
2019,Prairie region,25 to 54 years,,Indigenous peoples,High school graduate or some post-secondary,,,,64.2
2019,Prairie region,25 years and over,,Indigenous peoples,Completed post-secondary education,,,,73.0
2019,Prairie region,25 to 54 years,,Indigenous peoples,Completed post-secondary education,,,,81.9
2019,Prairie region,25 years and over,,First Nations,"Total, all education levels",,,,57.2
2019,Prairie region,25 to 54 years,,First Nations,"Total, all education levels",,,,62.3
2019,Prairie region,25 years and over,,First Nations,Less than high school,,,,36.3
2019,Prairie region,25 to 54 years,,First Nations,Less than high school,,,,43.1
2019,Prairie region,25 years and over,,First Nations,High school graduate or some post-secondary,,,,52.5
2019,Prairie region,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,54.5
2019,Prairie region,25 years and over,,First Nations,Completed post-secondary education,,,,71.5
2019,Prairie region,25 to 54 years,,First Nations,Completed post-secondary education,,,,77.0
2019,Prairie region,25 years and over,,Métis,"Total, all education levels",,,,64.8
2019,Prairie region,25 to 54 years,,Métis,"Total, all education levels",,,,77.1
2019,Prairie region,25 years and over,,Métis,Less than high school,,,,39.7
2019,Prairie region,25 to 54 years,,Métis,Less than high school,,,,55.4
2019,Prairie region,25 years and over,,Métis,High school graduate or some post-secondary,,,,65.1
2019,Prairie region,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,71.9
2019,Prairie region,25 years and over,,Métis,Completed post-secondary education,,,,74.5
2019,Prairie region,25 to 54 years,,Métis,Completed post-secondary education,,,,86.5
2019,Prairie region,25 years and over,,Non-Indigenous people,"Total, all education levels",,,,67.4
2019,Prairie region,25 to 54 years,,Non-Indigenous people,"Total, all education levels",,,,84.5
2019,Prairie region,25 years and over,,Non-Indigenous people,Less than high school,,,,40.5
2019,Prairie region,25 to 54 years,,Non-Indigenous people,Less than high school,,,,66.3
2019,Prairie region,25 years and over,,Non-Indigenous people,High school graduate or some post-secondary,,,,64.5
2019,Prairie region,25 to 54 years,,Non-Indigenous people,High school graduate or some post-secondary,,,,80.5
2019,Prairie region,25 years and over,,Non-Indigenous people,Completed post-secondary education,,,,73.4
2019,Prairie region,25 to 54 years,,Non-Indigenous people,Completed post-secondary education,,,,87.6
2020,Canada,25 years and over,,Total population,Less than high school,,,,29.8
2020,Canada,25 to 54 years,,Total population,Less than high school,,,,58.2
2020,Canada,25 years and over,,Total population,High school graduate or some post-secondary,,,,52.3
2020,Canada,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,71.3
2020,Canada,25 years and over,,Total population,Completed post-secondary education,,,,67.4
2020,Canada,25 to 54 years,,Total population,Completed post-secondary education,,,,83.4
2020,Canada,25 years and over,,Indigenous peoples,"Total, all education levels",,,,54.7
2020,Canada,25 to 54 years,,Indigenous peoples,"Total, all education levels",,,,68.7
2020,Canada,25 years and over,,Indigenous peoples,Less than high school,,,,32.8
2020,Canada,25 to 54 years,,Indigenous peoples,Less than high school,,,,43.5
2020,Canada,25 years and over,,Indigenous peoples,High school graduate or some post-secondary,,,,53.2
2020,Canada,25 to 54 years,,Indigenous peoples,High school graduate or some post-secondary,,,,62.7
2020,Canada,25 years and over,,Indigenous peoples,Completed post-secondary education,,,,63.7
2020,Canada,25 to 54 years,,Indigenous peoples,Completed post-secondary education,,,,77.8
2020,Canada,25 years and over,,First Nations,"Total, all education levels",,,,52.8
2020,Canada,25 to 54 years,,First Nations,"Total, all education levels",,,,64.5
2020,Canada,25 years and over,,First Nations,Less than high school,,,,35.3
2020,Canada,25 to 54 years,,First Nations,Less than high school,,,,42.2
2020,Canada,25 years and over,,First Nations,High school graduate or some post-secondary,,,,49.5
2020,Canada,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,57.1
2020,Canada,25 years and over,,First Nations,Completed post-secondary education,,,,62.8
2020,Canada,25 to 54 years,,First Nations,Completed post-secondary education,,,,75.5
2020,Canada,25 years and over,,Métis,"Total, all education levels",,,,56.9
2020,Canada,25 to 54 years,,Métis,"Total, all education levels",,,,73.1
2020,Canada,25 years and over,,Métis,Less than high school,,,,29.8
2020,Canada,25 to 54 years,,Métis,Less than high school,,,,46.3
2020,Canada,25 years and over,,Métis,High school graduate or some post-secondary,,,,57.6
2020,Canada,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,69.6
2020,Canada,25 years and over,,Métis,Completed post-secondary education,,,,64.9
2020,Canada,25 to 54 years,,Métis,Completed post-secondary education,,,,79.7
2020,Canada,25 years and over,,Non-Indigenous people,"Total, all education levels",,,,59.6
2020,Canada,25 to 54 years,,Non-Indigenous people,"Total, all education levels",,,,79.8
2020,Canada,25 years and over,,Non-Indigenous people,Less than high school,,,,29.7
2020,Canada,25 to 54 years,,Non-Indigenous people,Less than high school,,,,59.6
2020,Canada,25 years and over,,Non-Indigenous people,High school graduate or some post-secondary,,,,52.3
2020,Canada,25 to 54 years,,Non-Indigenous people,High school graduate or some post-secondary,,,,71.8
2020,Canada,25 years and over,,Non-Indigenous people,Completed post-secondary education,,,,67.5
2020,Canada,25 to 54 years,,Non-Indigenous people,Completed post-secondary education,,,,83.6
2020,Eastern and central provinces,25 years and over,,Total population,Less than high school,,,,28.0
2020,Eastern and central provinces,25 to 54 years,,Total population,Less than high school,,,,57.3
2020,Eastern and central provinces,25 years and over,,Total population,High school graduate or some post-secondary,,,,50.4
2020,Eastern and central provinces,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,70.4
2020,Eastern and central provinces,25 years and over,,Total population,Completed post-secondary education,,,,67.2
2020,Eastern and central provinces,25 to 54 years,,Total population,Completed post-secondary education,,,,83.6
2020,Eastern and central provinces,25 years and over,,Indigenous peoples,"Total, all education levels",,,,52.4
2020,Eastern and central provinces,25 to 54 years,,Indigenous peoples,"Total, all education levels",,,,71.1
2020,Eastern and central provinces,25 years and over,,Indigenous peoples,Less than high school,,,,30.9
2020,Eastern and central provinces,25 to 54 years,,Indigenous peoples,Less than high school,,,,40.3
2020,Eastern and central provinces,25 years and over,,Indigenous peoples,High school graduate or some post-secondary,,,,49.9
2020,Eastern and central provinces,25 to 54 years,,Indigenous peoples,High school graduate or some post-secondary,,,,63.4
2020,Eastern and central provinces,25 years and over,,Indigenous peoples,Completed post-secondary education,,,,61.7
2020,Eastern and central provinces,25 to 54 years,,Indigenous peoples,Completed post-secondary education,,,,80.2
2020,Eastern and central provinces,25 years and over,,First Nations,"Total, all education levels",,,,53.6
2020,Eastern and central provinces,25 to 54 years,,First Nations,"Total, all education levels",,,,70.6
2020,Eastern and central provinces,25 years and over,,First Nations,Less than high school,,,,37.2
2020,Eastern and central provinces,25 to 54 years,,First Nations,Less than high school,,,,43.7
2020,Eastern and central provinces,25 years and over,,First Nations,High school graduate or some post-secondary,,,,49.4
2020,Eastern and central provinces,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,61.5
2020,Eastern and central provinces,25 years and over,,First Nations,Completed post-secondary education,,,,63.0
2020,Eastern and central provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,81.1
2020,Eastern and central provinces,25 years and over,,Métis,"Total, all education levels",,,,51.5
2020,Eastern and central provinces,25 to 54 years,,Métis,"Total, all education levels",,,,71.9
2020,Eastern and central provinces,25 years and over,,Métis,Less than high school,,,,21.3
2020,Eastern and central provinces,25 to 54 years,,Métis,Less than high school,,,,33.8
2020,Eastern and central provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,50.8
2020,Eastern and central provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,67.3
2020,Eastern and central provinces,25 years and over,,Métis,Completed post-secondary education,,,,61.1
2020,Eastern and central provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,79.2
2020,Eastern and central provinces,25 years and over,,Non-Indigenous people,"Total, all education levels",,,,58.6
2020,Eastern and central provinces,25 to 54 years,,Non-Indigenous people,"Total, all education levels",,,,79.6
2020,Eastern and central provinces,25 years and over,,Non-Indigenous people,Less than high school,,,,27.9
2020,Eastern and central provinces,25 to 54 years,,Non-Indigenous people,Less than high school,,,,58.1
2020,Eastern and central provinces,25 years and over,,Non-Indigenous people,High school graduate or some post-secondary,,,,50.4
2020,Eastern and central provinces,25 to 54 years,,Non-Indigenous people,High school graduate or some post-secondary,,,,70.6
2020,Eastern and central provinces,25 years and over,,Non-Indigenous people,Completed post-secondary education,,,,67.3
2020,Eastern and central provinces,25 to 54 years,,Non-Indigenous people,Completed post-secondary education,,,,83.7
2020,Western provinces,25 years and over,,Total population,Less than high school,,,,35.1
2020,Western provinces,25 to 54 years,,Total population,Less than high school,,,,60.2
2020,Western provinces,25 years and over,,Total population,High school graduate or some post-secondary,,,,56.0
2020,Western provinces,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,72.9
2020,Western provinces,25 years and over,,Total population,Completed post-secondary education,,,,67.7
2020,Western provinces,25 to 54 years,,Total population,Completed post-secondary education,,,,83.1
2020,Western provinces,25 years and over,,Indigenous peoples,"Total, all education levels",,,,56.7
2020,Western provinces,25 to 54 years,,Indigenous peoples,"Total, all education levels",,,,66.9
2020,Western provinces,25 years and over,,Indigenous peoples,Less than high school,,,,34.6
2020,Western provinces,25 to 54 years,,Indigenous peoples,Less than high school,,,,45.3
2020,Western provinces,25 years and over,,Indigenous peoples,High school graduate or some post-secondary,,,,55.6
2020,Western provinces,25 to 54 years,,Indigenous peoples,High school graduate or some post-secondary,,,,62.3
2020,Western provinces,25 years and over,,Indigenous peoples,Completed post-secondary education,,,,65.7
2020,Western provinces,25 to 54 years,,Indigenous peoples,Completed post-secondary education,,,,75.8
2020,Western provinces,25 years and over,,First Nations,"Total, all education levels",,,,52.0
2020,Western provinces,25 to 54 years,,First Nations,"Total, all education levels",,,,59.4
2020,Western provinces,25 years and over,,First Nations,Less than high school,,,,33.3
2020,Western provinces,25 to 54 years,,First Nations,Less than high school,,,,41.3
2020,Western provinces,25 years and over,,First Nations,High school graduate or some post-secondary,,,,49.6
2020,Western provinces,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,53.9
2020,Western provinces,25 years and over,,First Nations,Completed post-secondary education,,,,62.5
2020,Western provinces,25 to 54 years,,First Nations,Completed post-secondary education,,,,70.0
2020,Western provinces,25 years and over,,Métis,"Total, all education levels",,,,60.7
2020,Western provinces,25 to 54 years,,Métis,"Total, all education levels",,,,73.9
2020,Western provinces,25 years and over,,Métis,Less than high school,,,,36.6
2020,Western provinces,25 to 54 years,,Métis,Less than high school,,,,52.7
2020,Western provinces,25 years and over,,Métis,High school graduate or some post-secondary,,,,61.2
2020,Western provinces,25 to 54 years,,Métis,High school graduate or some post-secondary,,,,70.5
2020,Western provinces,25 years and over,,Métis,Completed post-secondary education,,,,67.8
2020,Western provinces,25 to 54 years,,Métis,Completed post-secondary education,,,,80.1
2020,Western provinces,25 years and over,,Non-Indigenous people,"Total, all education levels",,,,61.8
2020,Western provinces,25 to 54 years,,Non-Indigenous people,"Total, all education levels",,,,80.3
2020,Western provinces,25 years and over,,Non-Indigenous people,Less than high school,,,,35.2
2020,Western provinces,25 to 54 years,,Non-Indigenous people,Less than high school,,,,63.3
2020,Western provinces,25 years and over,,Non-Indigenous people,High school graduate or some post-secondary,,,,56.0
2020,Western provinces,25 to 54 years,,Non-Indigenous people,High school graduate or some post-secondary,,,,73.9
2020,Western provinces,25 years and over,,Non-Indigenous people,Completed post-secondary education,,,,67.8
2020,Western provinces,25 to 54 years,,Non-Indigenous people,Completed post-secondary education,,,,83.5
2020,Prairie region,25 years and over,,Total population,Less than high school,,,,36.9
2020,Prairie region,25 to 54 years,,Total population,Less than high school,,,,58.4
2020,Prairie region,25 years and over,,Total population,High school graduate or some post-secondary,,,,58.7
2020,Prairie region,25 to 54 years,,Total population,High school graduate or some post-secondary,,,,73.5
2020,Prairie region,25 years and over,,Total population,Completed post-secondary education,,,,69.1
2020,Prairie region,25 to 54 years,,Total population,Completed post-secondary education,,,,83.3
2020,Prairie region,25 years and over,,Indigenous peoples,"Total, all education levels",,,,56.8
2020,Prairie region,25 to 54 years,,Indigenous peoples,"Total, all education levels",,,,66.6
2020,Prairie region,25 years and over,,Indigenous peoples,Less than high school,,,,32.9
2020,Prairie region,25 to 54 years,,Indigenous peoples,Less than high school,,,,43.3
2020,Prairie region,25 years and over,,Indigenous peoples,High school graduate or some post-secondary,,,,56.2
2020,Prairie region,25 to 54 years,,Indigenous peoples,High school graduate or some post-secondary,,,,61.9
2020,Prairie region,25 years and over,,Indigenous peoples,Completed post-secondary education,,,,66.8
2020,Prairie region,25 to 54 years,,Indigenous peoples,Completed post-secondary education,,,,76.3
2020,Prairie region,25 years and over,,First Nations,"Total, all education levels",,,,52.7
2020,Prairie region,25 to 54 years,,First Nations,"Total, all education levels",,,,58.8
2020,Prairie region,25 years and over,,First Nations,Less than high school,,,,29.9
2020,Prairie region,25 to 54 years,,First Nations,Less than high school,,,,37.2
2020,Prairie region,25 years and over,,First Nations,High school graduate or some post-secondary,,,,51.6
2020,Prairie region,25 to 54 years,,First Nations,High school graduate or some post-secondary,,,,54.5
2020,Prairie region,25 years and over,,First Nations,Completed post-secondary education,,,,64.7
2020,Prairie region,25 to 54 years,,First Nations,Completed post-secondary education,,,,70.5
