Year,Geography,Economic family type,Demographic characteristics,Household food security status,GeoCode,Value
2018,Saskatchewan,,"Females, 18 to 64 years","Food insecure, moderate or severe",47,13.3
2018,Saskatchewan,,"Females, 18 to 64 years","Food insecure, moderate",47,8.4
2018,Saskatchewan,,"Females, 18 to 64 years","Food insecure, severe",47,4.9
2018,Saskatchewan,,"Females, 65 years and over",Food secure,47,92.5
2018,Saskatchewan,,"Females, 65 years and over",Food secure,47,7.5
2018,Saskatchewan,,"Females, 65 years and over","Food insecure, marginal",47,3.2
2018,Saskatchewan,,"Females, 65 years and over","Food insecure, moderate or severe",47,4.3
2018,Saskatchewan,,"Females, 65 years and over","Food insecure, moderate",47,3.6
2018,Saskatchewan,,"Females, 65 years and over","Food insecure, severe",47,
2018,Saskatchewan,,Visible minority population,Food secure,47,
2018,Saskatchewan,,Visible minority population,Food secure,47,
2018,Saskatchewan,,Visible minority population,"Food insecure, marginal",47,
2018,Saskatchewan,,Visible minority population,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Visible minority population,"Food insecure, moderate",47,
2018,Saskatchewan,,Visible minority population,"Food insecure, severe",47,
2018,Saskatchewan,,South Asian,Food secure,47,
2018,Saskatchewan,,South Asian,Food secure,47,
2018,Saskatchewan,,South Asian,"Food insecure, marginal",47,
2018,Saskatchewan,,South Asian,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,South Asian,"Food insecure, moderate",47,
2018,Saskatchewan,,South Asian,"Food insecure, severe",47,
2018,Saskatchewan,,Chinese,Food secure,47,
2018,Saskatchewan,,Chinese,Food secure,47,
2018,Saskatchewan,,Chinese,"Food insecure, marginal",47,
2018,Saskatchewan,,Chinese,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Chinese,"Food insecure, moderate",47,
2018,Saskatchewan,,Chinese,"Food insecure, severe",47,
2018,Saskatchewan,,Black,Food secure,47,
2018,Saskatchewan,,Black,Food secure,47,
2018,Saskatchewan,,Black,"Food insecure, marginal",47,
2018,Saskatchewan,,Black,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Black,"Food insecure, moderate",47,
2018,Saskatchewan,,Black,"Food insecure, severe",47,
2018,Saskatchewan,,Filipino,Food secure,47,
2018,Saskatchewan,,Filipino,Food secure,47,
2018,Saskatchewan,,Filipino,"Food insecure, marginal",47,
2018,Saskatchewan,,Filipino,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Filipino,"Food insecure, moderate",47,
2018,Saskatchewan,,Filipino,"Food insecure, severe",47,
2018,Saskatchewan,,Arab,Food secure,47,
2018,Saskatchewan,,Arab,Food secure,47,
2018,Saskatchewan,,Arab,"Food insecure, marginal",47,
2018,Saskatchewan,,Arab,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Arab,"Food insecure, moderate",47,
2018,Saskatchewan,,Arab,"Food insecure, severe",47,
2018,Saskatchewan,,Latin American,Food secure,47,
2018,Saskatchewan,,Latin American,Food secure,47,
2018,Saskatchewan,,Latin American,"Food insecure, marginal",47,
2018,Saskatchewan,,Latin American,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Latin American,"Food insecure, moderate",47,
2018,Saskatchewan,,Latin American,"Food insecure, severe",47,
2018,Saskatchewan,,Southeast Asian,Food secure,47,
2018,Saskatchewan,,Southeast Asian,Food secure,47,
2018,Saskatchewan,,Southeast Asian,"Food insecure, marginal",47,
2018,Saskatchewan,,Southeast Asian,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Southeast Asian,"Food insecure, moderate",47,
2018,Saskatchewan,,Southeast Asian,"Food insecure, severe",47,
2018,Saskatchewan,,Other visible minority,Food secure,47,
2018,Saskatchewan,,Other visible minority,Food secure,47,
2018,Saskatchewan,,Other visible minority,"Food insecure, marginal",47,
2018,Saskatchewan,,Other visible minority,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Other visible minority,"Food insecure, moderate",47,
2018,Saskatchewan,,Other visible minority,"Food insecure, severe",47,
2018,Saskatchewan,,Not a visible minority,Food secure,47,
2018,Saskatchewan,,Not a visible minority,Food secure,47,
2018,Saskatchewan,,Not a visible minority,"Food insecure, marginal",47,
2018,Saskatchewan,,Not a visible minority,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Not a visible minority,"Food insecure, moderate",47,
2018,Saskatchewan,,Not a visible minority,"Food insecure, severe",47,
2018,Saskatchewan,,Indigenous population,Food secure,47,
2018,Saskatchewan,,Indigenous population,Food secure,47,
2018,Saskatchewan,,Indigenous population,"Food insecure, marginal",47,
2018,Saskatchewan,,Indigenous population,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Indigenous population,"Food insecure, moderate",47,
2018,Saskatchewan,,Indigenous population,"Food insecure, severe",47,
2018,Saskatchewan,,Non-Indigenous population,Food secure,47,
2018,Saskatchewan,,Non-Indigenous population,Food secure,47,
2018,Saskatchewan,,Non-Indigenous population,"Food insecure, marginal",47,
2018,Saskatchewan,,Non-Indigenous population,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Non-Indigenous population,"Food insecure, moderate",47,
2018,Saskatchewan,,Non-Indigenous population,"Food insecure, severe",47,
2018,Saskatchewan,,Not a visible minority nor Indigenous,Food secure,47,
2018,Saskatchewan,,Not a visible minority nor Indigenous,Food secure,47,
2018,Saskatchewan,,Not a visible minority nor Indigenous,"Food insecure, marginal",47,
2018,Saskatchewan,,Not a visible minority nor Indigenous,"Food insecure, moderate or severe",47,
2018,Saskatchewan,,Not a visible minority nor Indigenous,"Food insecure, moderate",47,
2018,Saskatchewan,,Not a visible minority nor Indigenous,"Food insecure, severe",47,
2018,Saskatchewan,,All persons aged 15 years and over,Food secure,47,84.2
2018,Saskatchewan,,All persons aged 15 years and over,Food secure,47,15.8
2018,Saskatchewan,,All persons aged 15 years and over,"Food insecure, marginal",47,4.9
2018,Saskatchewan,,All persons aged 15 years and over,"Food insecure, moderate or severe",47,10.9
2018,Saskatchewan,,All persons aged 15 years and over,"Food insecure, moderate",47,7.2
2018,Saskatchewan,,All persons aged 15 years and over,"Food insecure, severe",47,3.7
2018,Saskatchewan,,Indigenous population aged 15 years and over,Food secure,47,73.2
2018,Saskatchewan,,Indigenous population aged 15 years and over,Food secure,47,26.8
2018,Saskatchewan,,Indigenous population aged 15 years and over,"Food insecure, marginal",47,5.8
2018,Saskatchewan,,Indigenous population aged 15 years and over,"Food insecure, moderate or severe",47,21.0
2018,Saskatchewan,,Indigenous population aged 15 years and over,"Food insecure, moderate",47,11.5
2018,Saskatchewan,,Indigenous population aged 15 years and over,"Food insecure, severe",47,9.6
2018,Saskatchewan,,First Nations aged 15 years and over,Food secure,47,72.5
2018,Saskatchewan,,First Nations aged 15 years and over,Food secure,47,27.5
2018,Saskatchewan,,First Nations aged 15 years and over,"Food insecure, marginal",47,
2018,Saskatchewan,,First Nations aged 15 years and over,"Food insecure, moderate or severe",47,23.3
2018,Saskatchewan,,First Nations aged 15 years and over,"Food insecure, moderate",47,12.8
2018,Saskatchewan,,First Nations aged 15 years and over,"Food insecure, severe",47,10.5
2018,Saskatchewan,,Métis aged 15 years and over,Food secure,47,73.7
2018,Saskatchewan,,Métis aged 15 years and over,Food secure,47,26.3
2018,Saskatchewan,,Métis aged 15 years and over,"Food insecure, marginal",47,7.7
2018,Saskatchewan,,Métis aged 15 years and over,"Food insecure, moderate or severe",47,18.6
2018,Saskatchewan,,Métis aged 15 years and over,"Food insecure, moderate",47,10.0
2018,Saskatchewan,,Métis aged 15 years and over,"Food insecure, severe",47,8.6
2018,Saskatchewan,,Non-Indigenous population aged 15 years and over,Food secure,47,85.2
2018,Saskatchewan,,Non-Indigenous population aged 15 years and over,Food secure,47,14.8
2018,Saskatchewan,,Non-Indigenous population aged 15 years and over,"Food insecure, marginal",47,4.8
2018,Saskatchewan,,Non-Indigenous population aged 15 years and over,"Food insecure, moderate or severe",47,10.0
2018,Saskatchewan,,Non-Indigenous population aged 15 years and over,"Food insecure, moderate",47,6.8
2018,Saskatchewan,,Non-Indigenous population aged 15 years and over,"Food insecure, severe",47,3.2
2018,Saskatchewan,,Immigrants aged 15 years and over,Food secure,47,82.3
2018,Saskatchewan,,Immigrants aged 15 years and over,Food secure,47,17.7
2018,Saskatchewan,,Immigrants aged 15 years and over,"Food insecure, marginal",47,7.9
2018,Saskatchewan,,Immigrants aged 15 years and over,"Food insecure, moderate or severe",47,9.8
2018,Saskatchewan,,Immigrants aged 15 years and over,"Food insecure, moderate",47,7.5
2018,Saskatchewan,,Immigrants aged 15 years and over,"Food insecure, severe",47,
2018,Saskatchewan,,Recent immigrants (10 years or less) aged 15 years and over,Food secure,47,81.0
2018,Saskatchewan,,Recent immigrants (10 years or less) aged 15 years and over,Food secure,47,19.0
2018,Saskatchewan,,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, marginal",47,9.3
2018,Saskatchewan,,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, moderate or severe",47,9.7
2018,Saskatchewan,,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, moderate",47,
2018,Saskatchewan,,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, severe",47,
2018,Saskatchewan,,Very recent immigrants (5 years or less) aged 15 years and over,Food secure,47,80.1
2018,Saskatchewan,,Very recent immigrants (5 years or less) aged 15 years and over,Food secure,47,19.9
2018,Saskatchewan,,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, marginal",47,7.9
2018,Saskatchewan,,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, moderate or severe",47,12.0
2018,Saskatchewan,,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, moderate",47,
2018,Saskatchewan,,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, severe",47,
2018,Saskatchewan,,Persons aged 15 years and over born in Canada,Food secure,47,84.9
2018,Saskatchewan,,Persons aged 15 years and over born in Canada,Food secure,47,15.1
2018,Saskatchewan,,Persons aged 15 years and over born in Canada,"Food insecure, marginal",47,4.0
2018,Saskatchewan,,Persons aged 15 years and over born in Canada,"Food insecure, moderate or severe",47,11.1
2018,Saskatchewan,,Persons aged 15 years and over born in Canada,"Food insecure, moderate",47,7.2
2018,Saskatchewan,,Persons aged 15 years and over born in Canada,"Food insecure, severe",47,3.9
2018,Alberta,,All persons,Food secure,48,80.8
2018,Alberta,,All persons,Food secure,48,19.2
2018,Alberta,,All persons,"Food insecure, marginal",48,5.3
2018,Alberta,,All persons,"Food insecure, moderate or severe",48,13.9
2018,Alberta,,All persons,"Food insecure, moderate",48,8.4
2018,Alberta,,All persons,"Food insecure, severe",48,5.5
2018,Alberta,,Persons under 18 years,Food secure,48,75.7
2018,Alberta,,Persons under 18 years,Food secure,48,24.3
2018,Alberta,,Persons under 18 years,"Food insecure, marginal",48,8.0
2018,Alberta,,Persons under 18 years,"Food insecure, moderate or severe",48,16.3
2018,Alberta,,Persons under 18 years,"Food insecure, moderate",48,10.8
2018,Alberta,,Persons under 18 years,"Food insecure, severe",48,5.5
2018,Alberta,,Persons 18 to 64 years,Food secure,48,80.6
2018,Alberta,,Persons 18 to 64 years,Food secure,48,19.4
2018,Alberta,,Persons 18 to 64 years,"Food insecure, marginal",48,5.0
2018,Alberta,,Persons 18 to 64 years,"Food insecure, moderate or severe",48,14.4
2018,Alberta,,Persons 18 to 64 years,"Food insecure, moderate",48,8.5
2018,Alberta,,Persons 18 to 64 years,"Food insecure, severe",48,5.9
2018,Alberta,,Persons 18 to 24 years,Food secure,48,80.2
2018,Alberta,,Persons 18 to 24 years,Food secure,48,19.8
2018,Alberta,,Persons 18 to 24 years,"Food insecure, marginal",48,5.5
2018,Alberta,,Persons 18 to 24 years,"Food insecure, moderate or severe",48,14.2
2018,Alberta,,Persons 18 to 24 years,"Food insecure, moderate",48,8.7
2018,Alberta,,Persons 18 to 24 years,"Food insecure, severe",48,5.5
2018,Alberta,,Persons 25 to 34 years,Food secure,48,78.5
2018,Alberta,,Persons 25 to 34 years,Food secure,48,21.5
2018,Alberta,,Persons 25 to 34 years,"Food insecure, marginal",48,5.6
2018,Alberta,,Persons 25 to 34 years,"Food insecure, moderate or severe",48,15.9
2018,Alberta,,Persons 25 to 34 years,"Food insecure, moderate",48,9.4
2018,Alberta,,Persons 25 to 34 years,"Food insecure, severe",48,6.5
2018,Alberta,,Persons 35 to 44 years,Food secure,48,79.6
2018,Alberta,,Persons 35 to 44 years,Food secure,48,20.4
2018,Alberta,,Persons 35 to 44 years,"Food insecure, marginal",48,5.6
2018,Alberta,,Persons 35 to 44 years,"Food insecure, moderate or severe",48,14.8
2018,Alberta,,Persons 35 to 44 years,"Food insecure, moderate",48,8.4
2018,Alberta,,Persons 35 to 44 years,"Food insecure, severe",48,6.4
2018,Alberta,,Persons 45 to 54 years,Food secure,48,82.2
2018,Alberta,,Persons 45 to 54 years,Food secure,48,17.8
2018,Alberta,,Persons 45 to 54 years,"Food insecure, marginal",48,4.2
2018,Alberta,,Persons 45 to 54 years,"Food insecure, moderate or severe",48,13.5
2018,Alberta,,Persons 45 to 54 years,"Food insecure, moderate",48,8.4
2018,Alberta,,Persons 45 to 54 years,"Food insecure, severe",48,5.1
2018,Alberta,,Persons 55 to 64 years,Food secure,48,83.2
2018,Alberta,,Persons 55 to 64 years,Food secure,48,16.8
2018,Alberta,,Persons 55 to 64 years,"Food insecure, marginal",48,3.8
2018,Alberta,,Persons 55 to 64 years,"Food insecure, moderate or severe",48,13.0
2018,Alberta,,Persons 55 to 64 years,"Food insecure, moderate",48,7.2
2018,Alberta,,Persons 55 to 64 years,"Food insecure, severe",48,5.7
2018,Alberta,,Persons 65 years and over,Food secure,48,90.3
2018,Alberta,,Persons 65 years and over,Food secure,48,9.7
2018,Alberta,,Persons 65 years and over,"Food insecure, marginal",48,2.5
2018,Alberta,,Persons 65 years and over,"Food insecure, moderate or severe",48,7.2
2018,Alberta,,Persons 65 years and over,"Food insecure, moderate",48,3.7
2018,Alberta,,Persons 65 years and over,"Food insecure, severe",48,3.5
2018,Alberta,,Males,Food secure,48,80.6
2018,Alberta,,Males,Food secure,48,19.4
2018,Alberta,,Males,"Food insecure, marginal",48,5.3
2018,Alberta,,Males,"Food insecure, moderate or severe",48,14.1
2018,Alberta,,Males,"Food insecure, moderate",48,8.3
2018,Alberta,,Males,"Food insecure, severe",48,5.8
2018,Alberta,,"Males, under 18 years",Food secure,48,74.8
2018,Alberta,,"Males, under 18 years",Food secure,48,25.2
2018,Alberta,,"Males, under 18 years","Food insecure, marginal",48,7.9
2018,Alberta,,"Males, under 18 years","Food insecure, moderate or severe",48,17.3
2018,Alberta,,"Males, under 18 years","Food insecure, moderate",48,11.2
2018,Alberta,,"Males, under 18 years","Food insecure, severe",48,6.1
2018,Alberta,,"Males, 18 to 64 years",Food secure,48,80.8
2018,Alberta,,"Males, 18 to 64 years",Food secure,48,19.2
2018,Alberta,,"Males, 18 to 64 years","Food insecure, marginal",48,4.8
2018,Alberta,,"Males, 18 to 64 years","Food insecure, moderate or severe",48,14.3
2018,Alberta,,"Males, 18 to 64 years","Food insecure, moderate",48,8.3
2018,Alberta,,"Males, 18 to 64 years","Food insecure, severe",48,6.1
2018,Alberta,,"Males, 65 years and over",Food secure,48,90.3
2018,Alberta,,"Males, 65 years and over",Food secure,48,9.7
2018,Alberta,,"Males, 65 years and over","Food insecure, marginal",48,2.7
2018,Alberta,,"Males, 65 years and over","Food insecure, moderate or severe",48,7.0
2018,Alberta,,"Males, 65 years and over","Food insecure, moderate",48,3.4
2018,Alberta,,"Males, 65 years and over","Food insecure, severe",48,3.7
2018,Alberta,,Females,Food secure,48,80.9
2018,Alberta,,Females,Food secure,48,19.1
2018,Alberta,,Females,"Food insecure, marginal",48,5.4
2018,Alberta,,Females,"Food insecure, moderate or severe",48,13.7
2018,Alberta,,Females,"Food insecure, moderate",48,8.4
2018,Alberta,,Females,"Food insecure, severe",48,5.3
2018,Alberta,,"Females, under 18 years",Food secure,48,76.6
2018,Alberta,,"Females, under 18 years",Food secure,48,23.4
2018,Alberta,,"Females, under 18 years","Food insecure, marginal",48,8.2
2018,Alberta,,"Females, under 18 years","Food insecure, moderate or severe",48,15.3
2018,Alberta,,"Females, under 18 years","Food insecure, moderate",48,10.3
2018,Alberta,,"Females, under 18 years","Food insecure, severe",48,4.9
2018,Alberta,,"Females, 18 to 64 years",Food secure,48,80.4
2018,Alberta,,"Females, 18 to 64 years",Food secure,48,19.6
2018,Alberta,,"Females, 18 to 64 years","Food insecure, marginal",48,5.1
2018,Alberta,,"Females, 18 to 64 years","Food insecure, moderate or severe",48,14.4
2018,Alberta,,"Females, 18 to 64 years","Food insecure, moderate",48,8.6
2018,Alberta,,"Females, 18 to 64 years","Food insecure, severe",48,5.8
2018,Alberta,,"Females, 65 years and over",Food secure,48,90.3
2018,Alberta,,"Females, 65 years and over",Food secure,48,9.7
2018,Alberta,,"Females, 65 years and over","Food insecure, marginal",48,2.4
2018,Alberta,,"Females, 65 years and over","Food insecure, moderate or severe",48,7.3
2018,Alberta,,"Females, 65 years and over","Food insecure, moderate",48,4.0
2018,Alberta,,"Females, 65 years and over","Food insecure, severe",48,3.3
2018,Alberta,,Visible minority population,Food secure,48,
2018,Alberta,,Visible minority population,Food secure,48,
2018,Alberta,,Visible minority population,"Food insecure, marginal",48,
2018,Alberta,,Visible minority population,"Food insecure, moderate or severe",48,
2018,Alberta,,Visible minority population,"Food insecure, moderate",48,
2018,Alberta,,Visible minority population,"Food insecure, severe",48,
2018,Alberta,,South Asian,Food secure,48,
2018,Alberta,,South Asian,Food secure,48,
2018,Alberta,,South Asian,"Food insecure, marginal",48,
2018,Alberta,,South Asian,"Food insecure, moderate or severe",48,
2018,Alberta,,South Asian,"Food insecure, moderate",48,
2018,Alberta,,South Asian,"Food insecure, severe",48,
2018,Alberta,,Chinese,Food secure,48,
2018,Alberta,,Chinese,Food secure,48,
2018,Alberta,,Chinese,"Food insecure, marginal",48,
2018,Alberta,,Chinese,"Food insecure, moderate or severe",48,
2018,Alberta,,Chinese,"Food insecure, moderate",48,
2018,Alberta,,Chinese,"Food insecure, severe",48,
2018,Alberta,,Black,Food secure,48,
2018,Alberta,,Black,Food secure,48,
2018,Alberta,,Black,"Food insecure, marginal",48,
2018,Alberta,,Black,"Food insecure, moderate or severe",48,
2018,Alberta,,Black,"Food insecure, moderate",48,
2018,Alberta,,Black,"Food insecure, severe",48,
2018,Alberta,,Filipino,Food secure,48,
2018,Alberta,,Filipino,Food secure,48,
2018,Alberta,,Filipino,"Food insecure, marginal",48,
2018,Alberta,,Filipino,"Food insecure, moderate or severe",48,
2018,Alberta,,Filipino,"Food insecure, moderate",48,
2018,Alberta,,Filipino,"Food insecure, severe",48,
2018,Alberta,,Arab,Food secure,48,
2018,Alberta,,Arab,Food secure,48,
2018,Alberta,,Arab,"Food insecure, marginal",48,
2018,Alberta,,Arab,"Food insecure, moderate or severe",48,
2018,Alberta,,Arab,"Food insecure, moderate",48,
2018,Alberta,,Arab,"Food insecure, severe",48,
2018,Alberta,,Latin American,Food secure,48,
2018,Alberta,,Latin American,Food secure,48,
2018,Alberta,,Latin American,"Food insecure, marginal",48,
2018,Alberta,,Latin American,"Food insecure, moderate or severe",48,
2018,Alberta,,Latin American,"Food insecure, moderate",48,
2018,Alberta,,Latin American,"Food insecure, severe",48,
2018,Alberta,,Southeast Asian,Food secure,48,
2018,Alberta,,Southeast Asian,Food secure,48,
2018,Alberta,,Southeast Asian,"Food insecure, marginal",48,
2018,Alberta,,Southeast Asian,"Food insecure, moderate or severe",48,
2018,Alberta,,Southeast Asian,"Food insecure, moderate",48,
2018,Alberta,,Southeast Asian,"Food insecure, severe",48,
2018,Alberta,,Other visible minority,Food secure,48,
2018,Alberta,,Other visible minority,Food secure,48,
2018,Alberta,,Other visible minority,"Food insecure, marginal",48,
2018,Alberta,,Other visible minority,"Food insecure, moderate or severe",48,
2018,Alberta,,Other visible minority,"Food insecure, moderate",48,
2018,Alberta,,Other visible minority,"Food insecure, severe",48,
2018,Alberta,,Not a visible minority,Food secure,48,
2018,Alberta,,Not a visible minority,Food secure,48,
2018,Alberta,,Not a visible minority,"Food insecure, marginal",48,
2018,Alberta,,Not a visible minority,"Food insecure, moderate or severe",48,
2018,Alberta,,Not a visible minority,"Food insecure, moderate",48,
2018,Alberta,,Not a visible minority,"Food insecure, severe",48,
2018,Alberta,,Indigenous population,Food secure,48,
2018,Alberta,,Indigenous population,Food secure,48,
2018,Alberta,,Indigenous population,"Food insecure, marginal",48,
2018,Alberta,,Indigenous population,"Food insecure, moderate or severe",48,
2018,Alberta,,Indigenous population,"Food insecure, moderate",48,
2018,Alberta,,Indigenous population,"Food insecure, severe",48,
2018,Alberta,,Non-Indigenous population,Food secure,48,
2018,Alberta,,Non-Indigenous population,Food secure,48,
2018,Alberta,,Non-Indigenous population,"Food insecure, marginal",48,
2018,Alberta,,Non-Indigenous population,"Food insecure, moderate or severe",48,
2018,Alberta,,Non-Indigenous population,"Food insecure, moderate",48,
2018,Alberta,,Non-Indigenous population,"Food insecure, severe",48,
2018,Alberta,,Not a visible minority nor Indigenous,Food secure,48,
2018,Alberta,,Not a visible minority nor Indigenous,Food secure,48,
2018,Alberta,,Not a visible minority nor Indigenous,"Food insecure, marginal",48,
2018,Alberta,,Not a visible minority nor Indigenous,"Food insecure, moderate or severe",48,
2018,Alberta,,Not a visible minority nor Indigenous,"Food insecure, moderate",48,
2018,Alberta,,Not a visible minority nor Indigenous,"Food insecure, severe",48,
2018,Alberta,,All persons aged 15 years and over,Food secure,48,82.1
2018,Alberta,,All persons aged 15 years and over,Food secure,48,17.9
2018,Alberta,,All persons aged 15 years and over,"Food insecure, marginal",48,4.6
2018,Alberta,,All persons aged 15 years and over,"Food insecure, moderate or severe",48,13.3
2018,Alberta,,All persons aged 15 years and over,"Food insecure, moderate",48,7.7
2018,Alberta,,All persons aged 15 years and over,"Food insecure, severe",48,5.6
2018,Alberta,,Indigenous population aged 15 years and over,Food secure,48,66.9
2018,Alberta,,Indigenous population aged 15 years and over,Food secure,48,33.1
2018,Alberta,,Indigenous population aged 15 years and over,"Food insecure, marginal",48,
2018,Alberta,,Indigenous population aged 15 years and over,"Food insecure, moderate or severe",48,29.4
2018,Alberta,,Indigenous population aged 15 years and over,"Food insecure, moderate",48,15.5
2018,Alberta,,Indigenous population aged 15 years and over,"Food insecure, severe",48,13.9
2018,Alberta,,First Nations aged 15 years and over,Food secure,48,67.7
2018,Alberta,,First Nations aged 15 years and over,Food secure,48,32.3
2018,Alberta,,First Nations aged 15 years and over,"Food insecure, marginal",48,
2018,Alberta,,First Nations aged 15 years and over,"Food insecure, moderate or severe",48,30.7
2018,Alberta,,First Nations aged 15 years and over,"Food insecure, moderate",48,17.4
2018,Alberta,,First Nations aged 15 years and over,"Food insecure, severe",48,
2018,Alberta,,Métis aged 15 years and over,Food secure,48,66.9
2018,Alberta,,Métis aged 15 years and over,Food secure,48,33.1
2018,Alberta,,Métis aged 15 years and over,"Food insecure, marginal",48,
2018,Alberta,,Métis aged 15 years and over,"Food insecure, moderate or severe",48,27.8
2018,Alberta,,Métis aged 15 years and over,"Food insecure, moderate",48,13.7
2018,Alberta,,Métis aged 15 years and over,"Food insecure, severe",48,14.1
2018,Alberta,,Non-Indigenous population aged 15 years and over,Food secure,48,82.6
2018,Alberta,,Non-Indigenous population aged 15 years and over,Food secure,48,17.4
2018,Alberta,,Non-Indigenous population aged 15 years and over,"Food insecure, marginal",48,4.6
2018,Alberta,,Non-Indigenous population aged 15 years and over,"Food insecure, moderate or severe",48,12.8
2018,Alberta,,Non-Indigenous population aged 15 years and over,"Food insecure, moderate",48,7.5
2018,Alberta,,Non-Indigenous population aged 15 years and over,"Food insecure, severe",48,5.3
2018,Alberta,,Immigrants aged 15 years and over,Food secure,48,83.2
2018,Alberta,,Immigrants aged 15 years and over,Food secure,48,16.8
2018,Alberta,,Immigrants aged 15 years and over,"Food insecure, marginal",48,5.3
2018,Alberta,,Immigrants aged 15 years and over,"Food insecure, moderate or severe",48,11.5
2018,Alberta,,Immigrants aged 15 years and over,"Food insecure, moderate",48,7.9
2018,Alberta,,Immigrants aged 15 years and over,"Food insecure, severe",48,3.6
2018,Alberta,,Recent immigrants (10 years or less) aged 15 years and over,Food secure,48,79.8
2018,Alberta,,Recent immigrants (10 years or less) aged 15 years and over,Food secure,48,20.2
2018,Alberta,,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, marginal",48,8.6
2018,Alberta,,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, moderate or severe",48,11.6
2018,Alberta,,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, moderate",48,7.3
2018,Alberta,,Recent immigrants (10 years or less) aged 15 years and over,"Food insecure, severe",48,4.4
2018,Alberta,,Very recent immigrants (5 years or less) aged 15 years and over,Food secure,48,78.0
2018,Alberta,,Very recent immigrants (5 years or less) aged 15 years and over,Food secure,48,22.0
2018,Alberta,,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, marginal",48,
2018,Alberta,,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, moderate or severe",48,12.7
2018,Alberta,,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, moderate",48,8.5
2018,Alberta,,Very recent immigrants (5 years or less) aged 15 years and over,"Food insecure, severe",48,
2018,Alberta,,Persons aged 15 years and over born in Canada,Food secure,48,81.6
2018,Alberta,,Persons aged 15 years and over born in Canada,Food secure,48,18.4
2018,Alberta,,Persons aged 15 years and over born in Canada,"Food insecure, marginal",48,4.4
2018,Alberta,,Persons aged 15 years and over born in Canada,"Food insecure, moderate or severe",48,14.0
2018,Alberta,,Persons aged 15 years and over born in Canada,"Food insecure, moderate",48,7.5
2018,Alberta,,Persons aged 15 years and over born in Canada,"Food insecure, severe",48,6.5
2018,British Columbia,,All persons,Food secure,59,83.8
2018,British Columbia,,All persons,Food secure,59,16.2
2018,British Columbia,,All persons,"Food insecure, marginal",59,4.5
2018,British Columbia,,All persons,"Food insecure, moderate or severe",59,11.7
2018,British Columbia,,All persons,"Food insecure, moderate",59,8.0
2018,British Columbia,,All persons,"Food insecure, severe",59,3.7
2018,British Columbia,,Persons under 18 years,Food secure,59,81.0
2018,British Columbia,,Persons under 18 years,Food secure,59,19.0
2018,British Columbia,,Persons under 18 years,"Food insecure, marginal",59,5.3
2018,British Columbia,,Persons under 18 years,"Food insecure, moderate or severe",59,13.7
2018,British Columbia,,Persons under 18 years,"Food insecure, moderate",59,10.2
2018,British Columbia,,Persons under 18 years,"Food insecure, severe",59,3.5
2018,British Columbia,,Persons 18 to 64 years,Food secure,59,82.4
2018,British Columbia,,Persons 18 to 64 years,Food secure,59,17.6
2018,British Columbia,,Persons 18 to 64 years,"Food insecure, marginal",59,4.8
2018,British Columbia,,Persons 18 to 64 years,"Food insecure, moderate or severe",59,12.8
2018,British Columbia,,Persons 18 to 64 years,"Food insecure, moderate",59,8.4
2018,British Columbia,,Persons 18 to 64 years,"Food insecure, severe",59,4.3
2018,British Columbia,,Persons 18 to 24 years,Food secure,59,79.1
2018,British Columbia,,Persons 18 to 24 years,Food secure,59,20.9
2018,British Columbia,,Persons 18 to 24 years,"Food insecure, marginal",59,6.3
2018,British Columbia,,Persons 18 to 24 years,"Food insecure, moderate or severe",59,14.6
2018,British Columbia,,Persons 18 to 24 years,"Food insecure, moderate",59,10.9
2018,British Columbia,,Persons 18 to 24 years,"Food insecure, severe",59,3.7
2018,British Columbia,,Persons 25 to 34 years,Food secure,59,81.9
2018,British Columbia,,Persons 25 to 34 years,Food secure,59,18.1
2018,British Columbia,,Persons 25 to 34 years,"Food insecure, marginal",59,5.3
2018,British Columbia,,Persons 25 to 34 years,"Food insecure, moderate or severe",59,12.8
